Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to12,Feature log2 fold change topic 3to12
ENSG00000228794,LINC01128,2,-3.5466,18,-0.3798,26,1.34421
ENSG00000188976,NOC2L,60,0.17610,15,-1.9204,57,0.59961
ENSG00000188290,HES4,46,-0.7848,164,1.25750,71,-0.5677
ENSG00000187608,ISG15,62,-0.4462,144,0.91218,78,-0.3985
ENSG00000188157,AGRN,17,-1.3875,33,-0.3655,45,0.85617
ENSG00000131591,C1orf159,5,-1.3667,7,-0.8706,14,1.17414
ENSG00000078808,SDF4,10,-3.0108,104,0.45506,82,0.52587
ENSG00000176022,B3GALT6,0,-5.5172,14,-1.4508,42,2.49925
ENSG00000160087,UBE2J2,29,-0.7943,27,-0.8641,52,0.89055
ENSG00000162572,SCNN1D,5,-1.3571,23,0.80551,14,-0.0483
ENSG00000131584,ACAP3,186,0.76665,61,-0.9816,114,-0.1142
ENSG00000169972,PUSL1,0,-4.0553,14,0.11849,14,0.92556
ENSG00000127054,INTS11,61,-0.0378,68,0.15466,62,-0.0673
ENSG00000224051,CPTP,19,-0.9498,27,-0.4427,38,0.72951
ENSG00000107404,DVL1,21,-1.6458,73,0.20581,68,0.51026
ENSG00000175756,AURKAIP1,143,-0.3115,234,0.46171,172,-0.1295
ENSG00000221978,CCNL2,56,-0.0609,67,0.21767,57,-0.0925
ENSG00000242485,MRPL20,244,0.46530,188,0.04641,176,-0.2978
ENSG00000235098,ANKRD65,0,-4.6615,31,0.61886,22,0.47120
ENSG00000179403,VWA1,0,-5.2382,102,2.12230,25,-1.0018
ENSG00000160072,ATAD3B,28,0.89850,7,-1.0911,15,-0.1906
ENSG00000197785,ATAD3A,16,-0.2288,19,0.01681,19,0.11138
ENSG00000205090,TMEM240,124,1.48133,11,-2.2140,47,-0.5098
ENSG00000160075,SSU72,44,-1.8487,117,-0.3759,162,1.01440
ENSG00000228594,FNDC10,95,1.13588,21,-1.2134,45,-0.3598
ENSG00000272106,AL691432.2,0,-4.6790,14,-0.6176,24,1.66127
ENSG00000197530,MIB2,123,1.47133,72,0.56694,41,-1.2345
ENSG00000215790,SLC35E2A,15,-1.7181,32,-0.6328,53,1.15774
ENSG00000008130,NADK,0,-5.3654,27,-0.2783,36,1.36761
ENSG00000078369,GNB1,422,-0.1429,247,-0.9631,488,0.54403
ENSG00000187730,GABRD,46,-1.8535,23,-2.8286,181,2.37303
ENSG00000067606,PRKCZ,99,-1.2611,57,-2.0759,255,1.70895
ENSG00000162585,FAAP20,33,-0.7911,108,1.08560,53,-0.4247
ENSG00000157933,SKI,7,-2.3550,42,0.25684,38,0.61588
ENSG00000157916,RER1,92,0.28616,70,-0.1280,76,-0.1007
ENSG00000157911,PEX10,56,0.63950,44,0.23089,35,-0.4997
ENSG00000149527,PLCH2,2,-4.0145,8,-2.1726,39,2.94238
ENSG00000157881,PANK4,1,-4.1917,8,-1.1694,20,2.12644
ENSG00000197921,HES5,10,-1.2657,39,0.79683,24,-0.0630
ENSG00000157873,TNFRSF14,0,-4.2466,21,0.52279,16,0.54858
ENSG00000157870,PRXL2B,97,0.24495,32,-1.4350,86,0.42334
ENSG00000177133,PRDM16-DT,41,0.68404,17,-0.7287,26,-0.1288
ENSG00000158109,TPRG1L,79,-1.3443,47,-2.1302,218,1.78345
ENSG00000116213,WRAP73,28,0.97141,18,0.23417,14,-0.7206
ENSG00000130764,LRRC47,6,-3.7679,41,-1.0791,95,1.99166
ENSG00000116198,CEP104,2,-2.7036,22,0.68786,15,0.27906
ENSG00000196581,AJAP1,42,-0.1152,7,-2.7228,49,0.99813
ENSG00000069424,KCNAB2,83,-1.6327,111,-1.2015,272,1.48912
ENSG00000116254,CHD5,76,-0.9334,34,-2.1291,156,1.50576
ENSG00000116251,RPL22,966,0.76382,1240,1.18842,501,-1.1360
ENSG00000116237,ICMT,23,-0.9257,22,-1.0308,47,1.04673
ENSG00000158292,GPR153,0,-4.3903,11,-0.5873,18,1.61302
ENSG00000097021,ACOT7,129,-1.2089,66,-2.1895,321,1.71617
ENSG00000215788,TNFRSF25,15,-0.6937,20,-0.2225,24,0.47889
ENSG00000171680,PLEKHG5,16,-0.9978,8,-2.0648,35,1.52913
ENSG00000162408,NOL9,0,-5.4204,16,-1.1385,39,2.19777
ENSG00000162413,KLHL21,3,-3.4482,46,0.60259,33,0.42623
ENSG00000116273,PHF13,19,-0.0605,13,-0.6616,21,0.36363
ENSG00000041988,THAP3,0,-4.7897,27,0.33899,23,0.74811
ENSG00000007923,DNAJC11,22,-0.5384,17,-0.8928,34,0.76069
ENSG00000171735,CAMTA1,155,-0.2584,204,0.16772,184,0.03542
ENSG00000049245,VAMP3,0,-5.1554,106,2.23745,24,-1.1173
ENSG00000049246,PER3,69,1.06883,52,0.57750,31,-0.9566
ENSG00000116288,PARK7,425,0.13005,374,-0.0719,390,-0.0351
ENSG00000116285,ERRFI1,0,-4.7653,17,-0.3652,24,1.42643
ENSG00000162426,SLC45A1,3,-3.5239,10,-1.8159,41,2.55055
ENSG00000142599,RERE,46,-1.2538,101,-0.0608,111,0.59553
ENSG00000074800,ENO1,462,-0.5540,749,0.19992,671,0.14849
ENSG00000171612,SLC25A33,1,-4.9057,75,1.29114,33,-0.1827
ENSG00000188807,TMEM201,7,-1.1720,11,-0.4755,16,0.84559
ENSG00000171603,CLSTN1,588,-0.2787,305,-1.2784,755,0.75680
ENSG00000178585,CTNNBIP1,43,0.16820,31,-0.3391,39,0.07327
ENSG00000162441,LZIC,25,-0.4762,63,1.01910,32,-0.4699
ENSG00000130939,UBE4B,5,-2.7768,24,-0.5886,40,1.40773
ENSG00000054523,KIF1B,159,-0.7525,143,-0.9155,281,0.89385
ENSG00000142657,PGD,26,-0.9237,38,-0.3272,51,0.64646
ENSG00000241563,CORT,8,-3.2929,34,-1.2699,90,2.06828
ENSG00000160049,DFFA,66,1.35601,37,0.41956,24,-1.0801
ENSG00000142655,PEX14,0,-4.7314,16,-0.4317,23,1.48811
ENSG00000120948,TARDBP,52,-0.4886,65,-0.1432,73,0.33442
ENSG00000116649,SRM,88,-0.4130,80,-0.5606,121,0.52581
ENSG00000171824,EXOSC10,44,0.70112,28,0.02426,26,-0.4398
ENSG00000198793,MTOR,0,-5.6260,25,-0.7046,44,1.78999
ENSG00000204624,DISP3,5,-1.4163,26,0.96638,14,-0.1709
ENSG00000116661,FBXO2,141,-1.2794,1211,2.30019,256,-1.3993
ENSG00000132879,FBXO44,128,-0.4002,56,-1.6316,180,0.96480
ENSG00000116670,MAD2L2,0,-5.3169,46,0.62763,33,0.47971
ENSG00000177674,AGTRAP,16,0.11040,66,2.70008,9,-2.0948
ENSG00000177000,MTHFR,11,-0.7457,24,0.42140,19,0.07081
ENSG00000011021,CLCN6,21,-1.7113,24,-1.5184,75,1.70582
ENSG00000116685,KIAA2013,51,0.25746,41,-0.1049,43,-0.0944
ENSG00000083444,PLOD1,0,-4.6508,35,0.92914,20,0.16741
ENSG00000116688,MFN2,23,-1.8820,52,-0.6741,90,1.24183
ENSG00000116691,MIIP,0,-4.6532,30,0.64562,21,0.44481
ENSG00000048707,VPS13D,146,1.66733,41,-0.4411,46,-1.0077
ENSG00000162496,DHRS3,1,-4.4097,101,2.44662,20,-1.3367
ENSG00000116731,PRDM2,117,0.82635,27,-1.4507,70,-0.0446
ENSG00000189337,KAZN,19,-1.0367,48,0.35567,40,0.21900
ENSG00000142634,EFHD2,4,-4.3824,33,-1.4353,98,2.38564
ENSG00000116138,DNAJC16,58,1.19495,6,-2.1524,27,-0.2515
ENSG00000197312,DDI2,29,0.19422,6,-2.0617,28,0.61472
ENSG00000116786,PLEKHM2,26,-1.6964,62,-0.4183,89,0.99883
ENSG00000065526,SPEN,15,-0.9391,58,1.18702,26,-0.4685
ENSG00000116809,ZBTB17,45,1.46550,20,0.12331,16,-1.0355
ENSG00000185519,FAM131C,0,-4.2084,4,-1.7972,17,2.67412
ENSG00000037637,FBXO42,2,-2.8624,16,0.08893,16,0.83981
ENSG00000055070,SZRD1,12,-1.0857,80,1.94678,21,-1.1035
ENSG00000157191,NECAP2,0,-4.1411,44,1.95629,12,-0.8569
ENSG00000058453,CROCC,0,-4.2320,21,0.57696,15,0.49560
ENSG00000159363,ATP13A2,182,0.27752,47,-1.7782,160,0.48444
ENSG00000117118,SDHB,92,-0.0196,71,-0.4073,95,0.22115
ENSG00000117115,PADI2,12,-1.8123,221,3.16338,25,-2.1723
ENSG00000179051,RCC2,0,-4.3856,20,0.29611,17,0.77351
ENSG00000074964,ARHGEF10L,40,1.33292,24,0.50178,15,-1.1021
ENSG00000117154,IGSF21,72,0.25252,18,-1.8329,65,0.51736
ENSG00000159423,ALDH4A1,0,-5.3425,31,-0.0472,35,1.14189
ENSG00000127463,EMC1,54,0.60513,29,-0.3659,36,-0.2052
ENSG00000053372,MRTO4,0,-5.3534,30,-0.3038,41,1.39193
ENSG00000053371,AKR7A2,2,-4.5091,96,1.27758,43,-0.1785
ENSG00000077549,CAPZB,160,-0.3834,225,0.14498,208,0.10838
ENSG00000173436,MICOS10,192,-0.8670,291,-0.2261,356,0.55813
ENSG00000158747,NBL1,157,-0.1583,250,0.58132,168,-0.2769
ENSG00000169914,OTUD3,1,-3.3852,4,-1.9253,18,2.59691
ENSG00000162545,CAMK2N1,1090,-0.4556,468,-1.7271,1598,1.03556
ENSG00000090432,MUL1,0,-5.0880,15,-0.8552,30,1.91048
ENSG00000158828,PINK1,273,-0.5210,213,-0.9038,411,0.75564
ENSG00000244038,DDOST,74,1.29804,32,-0.0589,29,-0.8350
ENSG00000117245,KIF17,2,-3.2823,5,-1.9180,23,2.56250
ENSG00000189410,SH2D5,25,-0.5653,9,-2.0107,41,1.20279
ENSG00000127483,HP1BP3,106,-0.5966,151,-0.0491,161,0.32749
ENSG00000075151,EIF4G3,115,-0.0090,64,-0.9042,121,0.43105
ENSG00000117298,ECE1,3,-2.2269,61,2.29046,13,-1.2798
ENSG00000076864,RAP1GAP,114,-0.5226,35,-2.2915,178,1.24641
ENSG00000090686,USP48,93,1.13943,40,-0.2036,42,-0.6591
ENSG00000070831,CDC42,70,-1.6855,161,-0.4337,232,1.00641
ENSG00000173372,C1QA,26,-0.6057,204,3.09995,23,-2.2895
ENSG00000159189,C1QC,22,-0.6104,178,3.10586,20,-2.2944
ENSG00000173369,C1QB,86,0.40066,309,2.76275,41,-2.2568
ENSG00000004487,KDM1A,15,-1.7761,42,-0.2940,55,0.93195
ENSG00000169641,LUZP1,10,-1.9196,16,-1.1790,41,1.59568
ENSG00000125944,HNRNPR,24,-2.2303,107,0.01598,114,0.79759
ENSG00000125945,ZNF436,18,-0.4239,3,-2.8199,27,1.27837
ENSG00000117318,ID3,37,-0.8603,660,5.96611,7,-5.4609
ENSG00000142676,RPL11,1169,1.09531,1308,1.29093,471,-1.3945
ENSG00000011007,ELOA,0,-4.3987,24,0.58313,17,0.49656
ENSG00000057757,PITHD1,103,-1.0719,63,-1.8062,232,1.48269
ENSG00000011009,LYPLA2,32,-0.7360,24,-1.1924,57,1.01575
ENSG00000117308,GALE,16,-0.0986,7,-1.3272,18,0.64754
ENSG00000117305,HMGCL,2,-3.5566,36,0.80789,22,0.23833
ENSG00000179163,FUCA1,0,-4.2191,19,0.40734,15,0.65857
