Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4to9,Feature log2 fold change topic 4to9
ENSG00000157870,PRXL2B,121,0.68601,75,-0.6860
ENSG00000177133,PRDM16-DT,14,-0.9236,26,0.92360
ENSG00000158109,TPRG1L,245,0.35155,192,-0.3515
ENSG00000130764,LRRC47,100,0.79691,57,-0.7969
ENSG00000196581,AJAP1,43,0.76020,25,-0.7602
ENSG00000069424,KCNAB2,291,0.24953,245,-0.2495
ENSG00000116254,CHD5,201,0.04102,195,-0.0410
ENSG00000116251,RPL22,306,-0.6867,492,0.68679
ENSG00000116237,ICMT,65,1.21407,28,-1.2140
ENSG00000097021,ACOT7,468,0.87938,254,-0.8793
ENSG00000171680,PLEKHG5,33,0.06450,31,-0.0645
ENSG00000162408,NOL9,41,0.49871,29,-0.4987
ENSG00000162413,KLHL21,36,0.46488,26,-0.4648
ENSG00000116273,PHF13,21,0.84579,11,-0.8457
ENSG00000041988,THAP3,28,-0.1095,30,0.10952
ENSG00000007923,DNAJC11,40,-0.1878,45,0.18783
ENSG00000171735,CAMTA1,130,-0.0620,135,0.06203
ENSG00000049245,VAMP3,11,-1.5141,32,1.51414
ENSG00000049246,PER3,29,0.40249,22,-0.4024
ENSG00000116288,PARK7,326,-0.0291,333,0.02915
ENSG00000116285,ERRFI1,27,0.89368,14,-0.8936
ENSG00000162426,SLC45A1,66,1.22864,28,-1.2286
ENSG00000142599,RERE,102,0.25298,85,-0.2529
ENSG00000074800,ENO1,765,0.48065,548,-0.4806
ENSG00000171612,SLC25A33,21,-0.2199,24,0.21999
ENSG00000188807,TMEM201,21,0.01391,20,-0.0139
ENSG00000171603,CLSTN1,898,0.96247,461,-0.9624
ENSG00000178585,CTNNBIP1,25,-0.6618,40,0.66187
ENSG00000162441,LZIC,17,-0.5930,25,0.59306
ENSG00000130939,UBE4B,42,0.43251,31,-0.4325
ENSG00000054523,KIF1B,274,0.15134,247,-0.1513
ENSG00000142657,PGD,70,0.38796,53,-0.3879
ENSG00000241563,CORT,51,-1.8247,182,1.82476
ENSG00000160049,DFFA,30,0.31469,24,-0.3146
ENSG00000142655,PEX14,39,0.95305,20,-0.9530
ENSG00000120948,TARDBP,87,0.48352,62,-0.4835
ENSG00000116649,SRM,118,0.08744,111,-0.0874
ENSG00000171824,EXOSC10,24,0.50393,17,-0.5039
ENSG00000198793,MTOR,29,-0.1385,32,0.13856
ENSG00000116661,FBXO2,200,-0.2750,242,0.27506
ENSG00000132879,FBXO44,214,0.24338,181,-0.2433
ENSG00000116670,MAD2L2,24,0.39971,18,-0.3997
ENSG00000011021,CLCN6,97,0.90058,52,-0.9005
ENSG00000116685,KIAA2013,48,0.67279,30,-0.6727
ENSG00000083444,PLOD1,28,0.26478,23,-0.2647
ENSG00000116688,MFN2,106,0.66188,67,-0.6618
ENSG00000116691,MIIP,22,-0.1470,25,0.14701
ENSG00000048707,VPS13D,58,0.35247,45,-0.3524
ENSG00000162496,DHRS3,21,-0.8697,38,0.86977
ENSG00000116731,PRDM2,66,0.25549,56,-0.2554
ENSG00000189337,KAZN,40,-0.0870,43,0.08706
ENSG00000142634,EFHD2,76,-1.4721,210,1.47214
ENSG00000116138,DNAJC16,29,0.98333,14,-0.9833
ENSG00000197312,DDI2,23,0.01608,22,-0.0160
ENSG00000116786,PLEKHM2,88,0.17008,79,-0.1700
ENSG00000065526,SPEN,25,0.15186,22,-0.1518
ENSG00000116809,ZBTB17,18,0.14049,17,-0.1404
ENSG00000185519,FAM131C,21,0.35770,16,-0.3577
ENSG00000055070,SZRD1,19,-0.4974,27,0.49741
ENSG00000058453,CROCC,21,0.56111,14,-0.5611
ENSG00000159363,ATP13A2,237,0.68572,147,-0.6857
ENSG00000117118,SDHB,75,0.16851,67,-0.1685
ENSG00000117115,PADI2,11,-1.7002,38,1.70022
ENSG00000179051,RCC2,18,0.35842,14,-0.3584
ENSG00000074964,ARHGEF10L,20,0.18998,17,-0.1899
ENSG00000117154,IGSF21,75,0.31584,60,-0.3158
ENSG00000159423,ALDH4A1,13,-1.5445,40,1.54450
ENSG00000127463,EMC1,34,0.53531,23,-0.5353
ENSG00000053372,MRTO4,48,0.56839,32,-0.5683
ENSG00000053371,AKR7A2,25,-0.1662,29,0.16629
ENSG00000077549,CAPZB,232,0.51021,163,-0.5102
ENSG00000173436,MICOS10,265,-0.2844,323,0.28442
ENSG00000158747,NBL1,231,-0.0547,240,0.05477
ENSG00000162545,CAMK2N1,1056,0.61331,690,-0.6133
ENSG00000090432,MUL1,36,0.63563,23,-0.6356
ENSG00000183114,FAM43B,10,-1.7019,35,1.70199
ENSG00000158828,PINK1,499,0.35577,390,-0.3557
ENSG00000244038,DDOST,30,0.80567,17,-0.8056
ENSG00000117245,KIF17,27,-0.0625,28,0.06253
ENSG00000189410,SH2D5,49,0.59132,32,-0.5913
ENSG00000127483,HP1BP3,122,0.36577,94,-0.3657
ENSG00000075151,EIF4G3,141,0.82031,80,-0.8203
ENSG00000117298,ECE1,17,-0.4825,24,0.48250
ENSG00000162551,ALPL,5,-2.3161,26,2.31616
ENSG00000076864,RAP1GAP,250,0.65620,159,-0.6562
ENSG00000090686,USP48,37,0.52991,25,-0.5299
ENSG00000070831,CDC42,277,0.59947,183,-0.5994
ENSG00000173372,C1QA,8,-1.5700,24,1.57005
ENSG00000173369,C1QB,4,-2.3101,24,2.31014
ENSG00000004487,KDM1A,109,0.98579,55,-0.9857
ENSG00000169641,LUZP1,39,0.11069,36,-0.1106
ENSG00000125944,HNRNPR,86,0.00548,86,-0.0054
ENSG00000125945,ZNF436,33,1.52977,11,-1.5297
ENSG00000142676,RPL11,277,-0.8681,506,0.86819
ENSG00000057757,PITHD1,274,0.43057,203,-0.4305
ENSG00000011009,LYPLA2,76,0.58199,51,-0.5819
ENSG00000117305,HMGCL,15,-0.3815,20,0.38158
ENSG00000189266,PNRC2,35,0.61299,22,-0.6129
ENSG00000188529,SRSF10,57,0.58120,38,-0.5812
ENSG00000001461,NIPAL3,65,0.33026,51,-0.3302
ENSG00000133226,SRRM1,31,0.18182,27,-0.1818
ENSG00000169504,CLIC4,5,-2.1806,22,2.18062
ENSG00000117614,SYF2,38,0.14176,35,-0.1417
ENSG00000117616,RSRP1,54,0.44316,40,-0.4431
ENSG00000183726,TMEM50A,69,0.70387,42,-0.7038
ENSG00000204178,MACO1,20,-0.0978,21,0.09785
ENSG00000117643,MAN1C1,40,1.34830,16,-1.3483
ENSG00000162430,SELENON,46,-0.0099,46,0.00994
ENSG00000117640,MTFR1L,75,0.07077,72,-0.0707
ENSG00000117632,STMN1,1165,0.21644,1002,-0.2164
ENSG00000158008,EXTL1,64,0.31900,51,-0.3190
ENSG00000142684,ZNF593,55,-0.1098,60,0.10986
ENSG00000142669,SH3BGRL3,252,-0.2608,302,0.26083
ENSG00000158062,UBXN11,29,0.23145,25,-0.2314
ENSG00000117682,DHDDS,21,0.07668,20,-0.0766
ENSG00000198830,HMGN2,80,-0.5093,114,0.50934
ENSG00000117713,ARID1A,56,0.62399,36,-0.6239
ENSG00000204160,ZDHHC18,45,0.70495,27,-0.7049
ENSG00000090273,NUDC,147,0.05507,141,-0.0550
ENSG00000253368,TRNP1,75,0.32701,60,-0.3270
ENSG00000090020,SLC9A1,58,1.42171,21,-1.4217
ENSG00000142784,WDTC1,36,-0.3199,45,0.31995
ENSG00000186501,TMEM222,99,0.41858,74,-0.4185
ENSG00000158195,WASF2,10,-1.1011,23,1.10116
ENSG00000126705,AHDC1,56,0.63073,36,-0.6307
ENSG00000126709,IFI6,119,0.00687,119,-0.0068
ENSG00000117758,STX12,101,0.01574,100,-0.0157
ENSG00000117751,PPP1R8,21,0.14616,19,-0.1461
ENSG00000117748,RPA2,43,0.52127,30,-0.5212
ENSG00000126698,DNAJC8,98,0.23217,84,-0.2321
ENSG00000130770,ATP5IF1,492,0.18559,432,-0.1855
ENSG00000180098,TRNAU1AP,19,0.40091,14,-0.4009
ENSG00000198492,YTHDF2,95,0.62306,61,-0.6230
ENSG00000116350,SRSF4,48,0.18617,42,-0.1861
ENSG00000116353,MECR,46,0.38956,35,-0.3895
ENSG00000060656,PTPRU,12,-1.4149,32,1.41493
ENSG00000162511,LAPTM5,7,-1.9363,27,1.93635
ENSG00000162512,SDC3,160,0.62084,104,-0.6208
ENSG00000134644,PUM1,149,0.33124,118,-0.3312
ENSG00000060688,SNRNP40,23,0.03776,23,-0.0377
ENSG00000121766,ZCCHC17,152,0.50417,107,-0.5041
ENSG00000121769,FABP3,363,0.63844,233,-0.6384
ENSG00000162517,PEF1,115,0.50179,81,-0.5017
ENSG00000084636,COL16A1,31,-0.8572,57,0.85722
ENSG00000121753,ADGRB2,400,0.44855,293,-0.4485
ENSG00000184007,PTP4A2,121,-0.4529,166,0.45296
ENSG00000121774,KHDRBS1,114,0.57692,76,-0.5769
ENSG00000121775,TMEM39B,24,0.85064,13,-0.8506
ENSG00000025800,KPNA6,44,1.03154,21,-1.0315
ENSG00000084652,TXLNA,42,0.85663,23,-0.8566
ENSG00000084623,EIF3I,163,0.55181,111,-0.5518
ENSG00000175130,MARCKSL1,135,-0.8652,247,0.86521
ENSG00000160058,BSDC1,63,-0.0628,66,0.06280
ENSG00000176261,ZBTB8OS,40,0.30806,32,-0.3080
ENSG00000162521,RBBP4,100,0.40528,75,-0.4052
ENSG00000162522,KIAA1522,19,0.24164,16,-0.2416
ENSG00000134684,YARS,124,0.69705,76,-0.6970
ENSG00000160097,FNDC5,17,-0.5040,24,0.50404
ENSG00000121905,HPCA,296,0.28778,242,-0.2877
ENSG00000121900,TMEM54,37,-0.0885,39,0.08859
ENSG00000116514,RNF19B,24,0.77873,14,-0.7787
ENSG00000004455,AK2,13,-0.5775,20,0.57750
ENSG00000142920,AZIN2,29,0.81840,16,-0.8184
ENSG00000160094,ZNF362,21,0.66684,13,-0.6668
ENSG00000134686,PHC2,80,0.43333,59,-0.4333
ENSG00000163866,SMIM12,65,0.41563,48,-0.4156
ENSG00000116544,DLGAP3,75,-0.0781,79,0.07819
ENSG00000116560,SFPQ,128,0.24052,109,-0.2405
ENSG00000146463,ZMYM4,41,0.96700,21,-0.9670
ENSG00000142687,KIAA0319L,62,0.41380,46,-0.4138
ENSG00000020129,NCDN,782,0.76567,460,-0.7656
ENSG00000126067,PSMB2,149,0.64516,95,-0.6451
ENSG00000142686,C1orf216,150,0.52369,104,-0.5236
ENSG00000092847,AGO1,31,0.21538,26,-0.2153
ENSG00000116863,ADPRHL2,30,0.60309,20,-0.6030
ENSG00000054116,TRAPPC3,69,0.87594,37,-0.8759
ENSG00000116871,MAP7D1,213,0.38906,163,-0.3890
ENSG00000054118,THRAP3,59,0.10649,55,-0.1064
ENSG00000181817,LSM10,39,-0.3291,49,0.32914
ENSG00000116885,OSCP1,36,1.39942,13,-1.3994
ENSG00000116898,MRPS15,49,0.12700,45,-0.1270
ENSG00000163873,GRIK3,19,-1.0978,40,1.09782
ENSG00000163875,MEAF6,109,0.34355,86,-0.3435
ENSG00000183317,EPHA10,35,1.12279,16,-1.1227
ENSG00000185090,MANEAL,75,0.84407,42,-0.8440
ENSG00000197982,C1orf122,157,-0.5200,225,0.52004
ENSG00000183431,SF3A3,43,0.38979,33,-0.3897
ENSG00000183520,UTP11,31,0.36245,24,-0.3624
ENSG00000116954,RRAGC,59,1.21104,25,-1.2110
ENSG00000174574,AKIRIN1,83,0.18304,73,-0.1830
ENSG00000168653,NDUFS5,648,-0.0591,675,0.05915
ENSG00000127603,MACF1,94,-0.0187,95,0.01879
ENSG00000090621,PABPC4,53,-0.0382,55,0.03827
ENSG00000116983,HPCAL4,390,0.24460,329,-0.2446
ENSG00000084072,PPIE,32,-0.3921,43,0.39215
ENSG00000168389,MFSD2A,20,-0.5658,30,0.56582
ENSG00000131236,CAP1,150,0.52810,104,-0.5281
ENSG00000131238,PPT1,95,0.42350,71,-0.4235
ENSG00000084073,ZMPSTE24,38,1.18480,17,-1.1848
ENSG00000049089,COL9A2,7,-1.2767,17,1.27673
ENSG00000084070,SMAP2,183,0.40549,138,-0.4054
ENSG00000117016,RIMS3,75,0.32236,60,-0.3223
ENSG00000066136,NFYC,45,0.87267,25,-0.8726
ENSG00000179862,CITED4,22,0.88719,12,-0.8871
ENSG00000127124,HIVEP3,21,0.31984,16,-0.3198
ENSG00000198815,FOXJ3,78,0.74683,46,-0.7468
ENSG00000177181,RIMKLA,37,0.30341,30,-0.3034
ENSG00000127125,PPCS,47,-0.1862,53,0.18627
ENSG00000171960,PPIH,17,0.17011,15,-0.1701
ENSG00000065978,YBX1,42,-0.3094,52,0.30943
ENSG00000164008,C1orf50,21,0.15020,19,-0.1502
ENSG00000177868,SVBP,31,-0.0475,32,0.04753
ENSG00000117394,SLC2A1,37,-0.9140,70,0.91402
ENSG00000117395,EBNA1BP2,65,0.05728,63,-0.0572
ENSG00000066322,ELOVL1,3,-2.9619,30,2.96195
ENSG00000159479,MED8,17,-0.2416,20,0.24169
ENSG00000178922,HYI,12,-0.8556,21,0.85565
ENSG00000142949,PTPRF,165,0.99620,82,-0.9962
ENSG00000066135,KDM4A,28,1.34970,11,-1.3497
ENSG00000126091,ST3GAL3,62,0.50242,44,-0.5024
ENSG00000117408,IPO13,55,-0.1501,61,0.15016
ENSG00000117410,ATP6V0B,756,0.82928,425,-0.8292
ENSG00000117411,B4GALT2,73,-0.2212,85,0.22127
ENSG00000159214,CCDC24,19,0.31093,15,-0.3109
ENSG00000178028,DMAP1,73,0.62092,47,-0.6209
ENSG00000117419,ERI3,217,0.07038,206,-0.0703
ENSG00000187147,RNF220,124,0.16130,111,-0.1613
ENSG00000142937,RPS8,538,-0.5877,809,0.58777
ENSG00000070785,EIF2B3,47,1.25625,19,-1.2562
ENSG00000126107,HECTD3,20,0.17545,18,-0.1754
ENSG00000126088,UROD,87,0.15476,78,-0.1547
ENSG00000117450,PRDX1,268,-0.1238,293,0.12384
ENSG00000117448,AKR1A1,34,-0.0890,36,0.08903
ENSG00000132780,NASP,18,-0.4861,25,0.48618
ENSG00000159592,GPBP1L1,35,0.13749,32,-0.1374
ENSG00000086015,MAST2,21,-0.6780,33,0.67809
ENSG00000085998,POMGNT1,71,0.46703,51,-0.4670
ENSG00000132128,LRRC41,63,0.63356,41,-0.6335
ENSG00000173660,UQCRH,463,0.14931,417,-0.1493
ENSG00000117480,FAAH,61,0.78149,35,-0.7814
ENSG00000079277,MKNK1,33,1.15354,14,-1.1535
ENSG00000123472,ATPAF1,119,0.10547,110,-0.1054
ENSG00000159658,EFCAB14,27,-0.6699,43,0.66995
ENSG00000186377,CYP4X1,30,1.61436,9,-1.6143
ENSG00000162368,CMPK1,110,0.08110,104,-0.0811
ENSG00000162373,BEND5,35,0.79377,20,-0.7937
ENSG00000162374,ELAVL4,182,0.83091,102,-0.8309
ENSG00000185104,FAF1,32,0.43978,24,-0.4397
ENSG00000123091,RNF11,505,0.13586,460,-0.1358
ENSG00000085832,EPS15,162,0.16375,144,-0.1637
ENSG00000078618,NRDC,91,0.71311,55,-0.7131
ENSG00000169213,RAB3B,133,0.28658,109,-0.2865
ENSG00000117862,TXNDC12,22,0.41075,17,-0.4107
ENSG00000134717,BTF3L4,67,0.35375,53,-0.3537
ENSG00000157077,ZFYVE9,34,0.93756,17,-0.9375
ENSG00000162377,COA7,20,0.13476,18,-0.1347
ENSG00000162378,ZYG11B,177,0.59947,117,-0.5994
ENSG00000116171,SCP2,64,0.18159,56,-0.1815
ENSG00000162384,CZIB,61,0.00984,60,-0.0098
ENSG00000162385,MAGOH,29,0.12396,27,-0.1239
ENSG00000157193,LRP8,33,-0.8893,61,0.88939
ENSG00000058799,YIPF1,37,0.91118,19,-0.9111
ENSG00000081870,HSPB11,32,0.29044,26,-0.2904
ENSG00000116209,TMEM59,175,0.68071,109,-0.6807
ENSG00000116221,MRPL37,81,0.64310,52,-0.6431
ENSG00000157216,SSBP3,194,0.22774,165,-0.2277
ENSG00000116133,DHCR24,376,1.37995,144,-1.3799
ENSG00000162402,USP24,35,0.75295,20,-0.7529
ENSG00000162407,PLPP3,21,-1.5379,62,1.53798
ENSG00000162409,PRKAA2,47,0.87111,25,-0.8711
ENSG00000173406,DAB1,29,1.62909,9,-1.6290
ENSG00000162601,MYSM1,30,1.05435,14,-1.0543
ENSG00000177606,JUN,114,1.62403,37,-1.6240
ENSG00000134709,HOOK1,29,0.89696,15,-0.8969
ENSG00000162599,NFIA,18,-1.9605,73,1.96050
ENSG00000162604,TM2D1,69,0.35126,54,-0.3512
ENSG00000162607,USP1,23,0.39678,17,-0.3967
ENSG00000079739,PGM1,22,-0.3821,29,0.38216
ENSG00000158966,CACHD1,21,0.48713,15,-0.4871
ENSG00000162434,JAK1,99,1.04826,48,-1.0482
ENSG00000162433,AK4,47,-0.2076,54,0.20765
ENSG00000116675,DNAJC6,510,0.77964,297,-0.7796
ENSG00000213625,LEPROT,12,-0.7769,21,0.77695
ENSG00000184588,PDE4B,57,0.63860,37,-0.6386
ENSG00000118473,SGIP1,107,0.80621,61,-0.8062
ENSG00000142864,SERBP1,92,0.17430,82,-0.1743
ENSG00000116729,WLS,54,-0.2334,63,0.23349
ENSG00000033122,LRRC7,98,1.03277,48,-1.0327
ENSG00000066557,LRRC40,31,1.11009,14,-1.1100
ENSG00000116754,SRSF11,88,0.27790,73,-0.2779
ENSG00000118454,ANKRD13C,34,0.27669,28,-0.2766
ENSG00000132485,ZRANB2,93,0.42929,69,-0.4292
ENSG00000172260,NEGR1,161,0.82081,91,-0.8208
ENSG00000178965,ERICH3,55,1.02432,27,-1.0243
ENSG00000117054,ACADM,34,1.07613,16,-1.0761
ENSG00000137955,RABGGTB,27,-0.3060,33,0.30609
ENSG00000117069,ST6GALNAC5,101,2.07328,24,-2.0732
ENSG00000142892,PIGK,32,0.14417,29,-0.1441
ENSG00000154027,AK5,509,0.61081,333,-0.6108
ENSG00000036549,AC118549.1,20,0.29140,16,-0.2914
ENSG00000077254,USP33,99,0.56193,67,-0.5619
ENSG00000180488,MIGA1,76,0.32043,61,-0.3204
ENSG00000162613,FUBP1,57,0.91553,30,-0.9155
ENSG00000162616,DNAJB4,41,0.33421,32,-0.3342
ENSG00000117114,ADGRL2,41,0.90649,22,-0.9064
ENSG00000137941,TTLL7,101,0.74803,60,-0.7480
ENSG00000142875,PRKACB,430,0.88382,233,-0.8838
ENSG00000117133,RPF1,17,-0.3020,21,0.30204
ENSG00000174021,GNG5,24,-0.8953,45,0.89539
ENSG00000117155,SSX2IP,104,0.79521,60,-0.7952
ENSG00000162642,C1orf52,86,0.74976,51,-0.7497
ENSG00000153904,DDAH1,145,-0.8286,257,0.82860
ENSG00000117174,ZNHIT6,25,0.05511,24,-0.0551
ENSG00000122417,ODF2L,39,1.45716,14,-1.4571
ENSG00000097033,SH3GLB1,28,0.06748,27,-0.0674
ENSG00000183291,SELENOF,77,0.43298,57,-0.4329
ENSG00000153936,HS2ST1,42,0.19044,36,-0.1904
ENSG00000143013,LMO4,626,0.34590,493,-0.3459
ENSG00000137947,GTF2B,32,0.61559,21,-0.6155
ENSG00000137944,KYAT3,31,0.35860,24,-0.3586
ENSG00000197147,LRRC8B,149,1.48431,53,-1.4843
ENSG00000171492,LRRC8D,56,1.06286,27,-1.0628
ENSG00000162664,ZNF326,26,0.42692,19,-0.4269
ENSG00000233593,LINC02609,61,1.43852,22,-1.4385
ENSG00000122482,ZNF644,19,0.14241,17,-0.1424
ENSG00000172031,EPHX4,32,1.56962,11,-1.5696
ENSG00000189195,BTBD8,105,1.02779,51,-1.0277
ENSG00000067208,EVI5,16,-0.2514,19,0.25147
ENSG00000122406,RPL5,367,-0.1347,403,0.13474
ENSG00000154511,DIPK1A,48,0.76260,28,-0.7626
ENSG00000117500,TMED5,19,0.00738,19,-0.0073
ENSG00000117505,DR1,53,0.11448,49,-0.1144
ENSG00000137942,FNBP1L,19,0.04937,19,-0.0493
ENSG00000067334,DNTTIP2,34,0.22275,29,-0.2227
ENSG00000023909,GCLM,21,0.47982,15,-0.4798
ENSG00000117528,ABCD3,36,0.60007,24,-0.6000
ENSG00000117525,F3,11,-1.4305,30,1.43056
ENSG00000117519,CNN3,46,-0.9652,90,0.96527
ENSG00000152078,TLCD4,42,1.28741,17,-1.2874
ENSG00000228971,LINC02607,142,0.80416,81,-0.8041
ENSG00000117569,PTBP2,78,0.78819,45,-0.7881
ENSG00000117598,PLPPR5,44,0.92988,23,-0.9298
ENSG00000117600,PLPPR4,254,1.71911,77,-1.7191
ENSG00000162688,AGL,14,-0.3929,19,0.39295
ENSG00000156875,MFSD14A,55,1.12392,25,-1.1239
ENSG00000137992,DBT,27,0.09118,26,-0.0911
ENSG00000137996,RTCA,69,0.77471,40,-0.7747
ENSG00000181656,GPR88,52,2.37852,10,-2.3785
ENSG00000162694,EXTL2,45,0.92395,23,-0.9239
ENSG00000170989,S1PR1,12,-1.2455,29,1.24550
ENSG00000118733,OLFM3,77,2.34135,15,-2.3413
ENSG00000162631,NTNG1,60,1.49936,21,-1.4993
ENSG00000162636,FAM102B,82,0.32111,65,-0.3211
ENSG00000162639,HENMT1,27,0.37115,21,-0.3711
ENSG00000134186,PRPF38B,24,0.84290,13,-0.8429
ENSG00000116266,STXBP3,29,0.41600,21,-0.4160
ENSG00000121940,CLCC1,30,0.83446,16,-0.8344
ENSG00000085433,WDR47,135,0.53296,93,-0.5329
ENSG00000197780,TAF13,90,0.19641,79,-0.1964
ENSG00000215717,TMEM167B,56,0.60314,37,-0.6031
ENSG00000116299,KIAA1324,38,0.92427,20,-0.9242
ENSG00000031698,SARS,243,0.52616,168,-0.5261
ENSG00000143126,CELSR2,156,0.37853,120,-0.3785
ENSG00000134222,PSRC1,37,0.71509,23,-0.7150
ENSG00000134243,SORT1,301,0.91612,159,-0.9161
ENSG00000143106,PSMA5,81,0.73975,48,-0.7397
ENSG00000174151,CYB561D1,33,0.79529,19,-0.7952
ENSG00000181754,AMIGO1,59,0.77067,34,-0.7706
ENSG00000116337,AMPD2,79,-0.3159,98,0.31592
ENSG00000168765,GSTM4,26,0.30375,21,-0.3037
ENSG00000134201,GSTM5,15,-0.9235,29,0.92350
ENSG00000134202,GSTM3,84,-0.0253,86,0.02532
ENSG00000168710,AHCYL1,96,-0.4149,129,0.41498
ENSG00000143093,STRIP1,51,0.16379,46,-0.1637
ENSG00000197106,SLC6A17,254,0.86174,139,-0.8617
ENSG00000116396,KCNC4,61,-0.1074,66,0.10748
ENSG00000134248,LAMTOR5,135,0.07585,128,-0.0758
ENSG00000177301,KCNA2,87,0.32528,69,-0.3252
ENSG00000259834,AL365361.1,21,0.35037,16,-0.3503
ENSG00000134255,CEPT1,27,0.92744,14,-0.9274
ENSG00000116455,WDR77,39,1.18567,17,-1.1856
ENSG00000116459,ATP5PB,218,0.73272,131,-0.7327
ENSG00000116473,RAP1A,29,-0.2385,34,0.23858
ENSG00000197852,INKA2,54,0.40961,40,-0.4096
ENSG00000171385,KCND3,64,0.35134,50,-0.3513
ENSG00000116489,CAPZA1,46,0.04967,44,-0.0496
ENSG00000155366,RHOC,33,-1.4034,88,1.40340
ENSG00000155380,SLC16A1,13,-0.2514,16,0.25145
ENSG00000081019,RSBN1,20,0.02115,20,-0.0211
ENSG00000134262,AP4B1,24,0.76774,14,-0.7677
ENSG00000163349,HIPK1,50,0.09034,47,-0.0903
ENSG00000197323,TRIM33,43,0.92627,22,-0.9262
ENSG00000116752,BCAS2,111,0.65879,70,-0.6587
ENSG00000213281,NRAS,47,1.12581,21,-1.1258
ENSG00000009307,CSDE1,240,0.17640,212,-0.1764
ENSG00000163399,ATP1A1,764,1.35907,297,-1.3590
ENSG00000198162,MAN1A2,108,-0.3329,137,0.33290
ENSG00000092621,PHGDH,15,-2.0973,65,2.09736
ENSG00000265808,SEC22B,59,0.07573,56,-0.0757
ENSG00000226067,LINC00623,17,-0.4264,23,0.42644
ENSG00000171943,SRGAP2C,22,0.14863,20,-0.1486
ENSG00000232527,LINC02802,24,-0.3615,30,0.36150
ENSG00000265491,RNF115,61,0.91504,32,-0.9150
ENSG00000131788,PIAS3,24,0.65635,15,-0.6563
ENSG00000198483,ANKRD35,13,-0.9615,26,0.96156
ENSG00000131779,PEX11B,64,0.83878,35,-0.8387
ENSG00000265241,RBM8A,61,-0.0691,64,0.06911
ENSG00000271601,LIX1L,9,-1.2870,22,1.28706
ENSG00000272031,ANKRD34A,62,0.80465,35,-0.8046
ENSG00000121851,POLR3GL,17,0.00731,17,-0.0073
ENSG00000265972,TXNIP,11,-0.9243,21,0.92437
ENSG00000178104,PDE4DIP,122,0.18307,107,-0.1830
ENSG00000159164,SV2A,426,0.96444,218,-0.9644
ENSG00000143368,SF3B4,29,0.66139,18,-0.6613
ENSG00000136631,VPS45,53,0.91650,28,-0.9165
ENSG00000023902,PLEKHO1,55,0.09026,51,-0.0902
ENSG00000143401,ANP32E,33,-0.2544,39,0.25447
ENSG00000117362,APH1A,44,0.47383,32,-0.4738
ENSG00000266472,MRPS21,228,0.13256,208,-0.1325
ENSG00000163125,RPRD2,45,0.78567,26,-0.7856
ENSG00000143384,MCL1,25,0.13763,22,-0.1376
ENSG00000143420,ENSA,285,0.15779,255,-0.1577
ENSG00000143418,CERS2,18,-0.3732,23,0.37328
ENSG00000143363,PRUNE1,30,1.05494,14,-1.0549
ENSG00000197622,CDC42SE1,20,0.02068,20,-0.0206
ENSG00000213190,MLLT11,444,0.27635,367,-0.2763
ENSG00000143434,SEMA6C,20,0.14430,18,-0.1443
ENSG00000163156,SCNM1,17,0.19250,15,-0.1925
ENSG00000163159,VPS72,28,0.35188,22,-0.3518
