Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000225663,MCRIP1,37,-2.0411,100,-0.5236,184,0.64855,195,0.55525,133,-0.0759,144,0.04942,95,-0.6161
ENSG00000185624,P4HB,14,-3.3501,57,-1.3081,168,0.54189,217,0.81804,217,0.81968,115,-0.2348,73,-0.9390
ENSG00000141522,ARHGDIA,152,-0.5577,111,-1.0502,313,0.89773,145,-0.6317,307,0.58257,198,-0.1432,94,-1.2937
ENSG00000141552,ANAPC11,272,0.99927,95,-0.7213,92,-0.9600,250,0.85434,105,-0.5720,189,0.36798,169,0.18384
ENSG00000185813,PCYT2,4,-4.1168,89,0.51238,82,0.53802,61,-0.1015,76,0.25591,63,-0.0624,47,-0.5279
ENSG00000197063,MAFG,94,1.02543,46,-0.1799,76,0.92975,25,-1.1454,28,-0.9687,30,-0.8356,14,-1.9670
ENSG00000169696,ASPSCR1,3,-3.6139,18,-0.9255,48,0.84821,39,0.24994,37,0.14800,40,0.30232,21,-0.7360
ENSG00000169689,CENPX,3,-4.3447,36,-0.6971,70,0.53090,78,0.55670,63,0.19459,46,-0.2864,65,0.25075
ENSG00000169738,DCXR,17,-2.6756,74,-0.4960,116,0.30593,208,1.24820,57,-0.8837,64,-0.7206,140,0.54777
ENSG00000169733,RFNG,26,-0.6676,32,-0.3511,66,1.29106,19,-1.0987,26,-0.6749,41,0.06452,15,-1.4357
ENSG00000169727,GPS1,9,-3.2773,40,-1.0538,93,0.35682,100,0.38904,128,0.80976,87,0.15261,69,-0.2067
ENSG00000169718,DUS1L,33,-0.2000,24,-0.6611,62,1.31212,7,-2.5549,38,0.04188,24,-0.6647,22,-0.8042
ENSG00000169710,FASN,271,0.91758,81,-1.0369,199,0.53919,168,0.10381,79,-1.0695,163,0.05996,58,-1.5541
ENSG00000141551,CSNK1D,72,-0.3502,53,-0.8456,148,1.26223,96,0.09990,60,-0.6362,64,-0.5526,23,-2.0526
ENSG00000178927,CYBC1,21,-0.3386,14,-0.9142,16,-0.9590,49,1.08044,23,-0.1658,57,1.36388,21,-0.3287
ENSG00000141562,NARF,38,-0.1751,27,-0.7279,59,0.75542,21,-1.0724,38,-0.1852,47,0.16853,36,-0.2671
ENSG00000141568,FOXK2,3,-3.0445,30,0.44169,34,1.01670,2,-3.1955,0,-6.1183,41,1.00272,25,0.14574
ENSG00000141580,WDR45B,31,-1.7200,63,-0.6386,114,0.42705,110,0.24302,94,-0.0025,116,0.33807,94,-0.0035
ENSG00000141542,RAB40B,18,-2.9482,47,-1.5754,136,0.09783,83,-0.7048,89,-0.5977,353,1.77923,173,0.46875
ENSG00000141560,FN3KRP,117,1.38966,18,-1.5971,39,-0.5772,77,0.63833,9,-2.5798,81,0.71177,52,-0.0264
ENSG00000141556,TBCD,3,-3.7476,23,-0.7151,62,1.33886,24,-0.6520,51,0.54235,27,-0.5002,17,-1.1684
ENSG00000101557,USP14,3,-4.2050,31,-0.7418,85,1.34626,36,-0.5307,36,-0.5313,62,0.34593,30,-0.7842
ENSG00000101596,SMCHD1,130,2.18490,19,-1.1378,22,-1.1527,36,-0.1509,38,-0.0608,41,0.05367,27,-0.5791
ENSG00000101577,LPIN2,115,1.69707,18,-1.3282,46,0.11370,72,0.82346,28,-0.6956,16,-1.5390,7,-2.6844
ENSG00000101608,MYL12A,13,-2.2624,22,-1.5593,8,-3.3004,95,0.75650,335,3.65026,50,-0.3177,5,-3.7339
ENSG00000118680,MYL12B,287,0.69291,81,-1.3234,226,0.39834,85,-1.2460,366,1.12608,135,-0.5442,74,-1.4504
ENSG00000170579,DLGAP1,3,-4.7687,57,-0.4199,168,2.57022,38,-1.0310,37,-1.0996,7,-3.4510,25,-1.6679
ENSG00000263753,LINC00667,3,-3.5907,27,-0.2980,39,0.39572,14,-1.2978,37,0.19354,50,0.70442,47,0.58598
ENSG00000082397,EPB41L3,417,2.40861,30,-2.0490,84,-0.6469,39,-1.6908,49,-1.3351,209,1.00456,46,-1.4164
ENSG00000173482,PTPRM,15,-2.0121,39,-0.5810,112,1.96922,22,-1.4522,55,-0.0437,17,-1.7750,22,-1.4466
ENSG00000178127,NDUFV2,135,0.55620,49,-1.0610,112,0.34381,41,-1.3214,94,-0.0381,127,0.46017,84,-0.2168
ENSG00000101745,ANKRD12,60,-1.4207,124,-0.2994,250,1.32217,37,-2.1304,176,0.26426,116,-0.4072,85,-0.8904
ENSG00000128791,TWSG1,189,2.85867,12,-1.9891,23,-1.2437,37,-0.2571,37,-0.2678,50,0.22265,1,-5.1220
ENSG00000017797,RALBP1,131,1.13129,47,-0.5633,68,0.01470,29,-1.3215,99,0.63550,49,-0.5168,49,-0.5068
ENSG00000168461,RAB31,246,1.55085,80,-0.3848,67,-0.8153,232,1.43793,33,-1.7178,42,-1.3525,80,-0.3907
ENSG00000101558,VAPA,294,0.61452,103,-1.0708,242,0.39037,160,-0.3855,172,-0.2709,243,0.29223,134,-0.6592
ENSG00000154856,APCDD1,77,-0.2375,58,-0.6755,50,-1.1182,244,1.79381,126,0.57271,75,-0.2736,74,-0.3115
ENSG00000134265,NAPG,3,-3.6108,19,-0.8677,52,1.08824,43,0.42898,14,-1.3744,63,1.08710,3,-3.5445
ENSG00000141404,GNAL,3,-3.9329,18,-1.3211,88,2.20820,55,0.45912,34,-0.3404,0,-6.0614,3,-3.9638
ENSG00000255112,CHMP1B,87,0.10661,37,-1.1991,122,1.00332,29,-1.5843,111,0.52125,58,-0.5246,41,-1.0456
ENSG00000141385,AFG3L2,3,-3.8124,23,-0.7923,53,0.74868,34,-0.1954,60,0.74331,51,0.46462,17,-1.2871
ENSG00000134278,SPIRE1,3,-4.3284,38,-0.5677,77,0.80510,49,-0.1718,48,-0.2268,46,-0.2689,79,0.60111
ENSG00000128789,PSMG2,7,-2.8684,26,-0.9775,54,0.24826,45,-0.0899,102,1.28916,63,0.44677,28,-0.8181
ENSG00000085415,SEH1L,3,-3.6457,18,-0.9502,69,2.04488,1,-4.3056,20,-0.8151,22,-0.6579,34,-0.0193
ENSG00000168675,LDLRAD4,52,-0.3959,27,-1.4149,53,-0.4490,24,-1.5763,51,-0.4323,196,1.94374,90,0.50486
ENSG00000101654,RNMT,3,-4.1857,42,-0.2817,99,1.95912,38,-0.4128,31,-0.7432,18,-1.5196,19,-1.4935
ENSG00000067900,ROCK1,3,-3.2915,25,-0.1318,6,-2.4309,0,-7.0398,117,2.87764,51,1.08869,26,-0.0108
ENSG00000167088,SNRPD1,3,-4.0445,21,-1.1521,53,0.37618,56,0.36742,46,0.03526,40,-0.1716,79,0.93949
ENSG00000101752,MIB1,3,-3.5081,26,-0.3014,43,0.77221,38,0.34564,22,-0.5336,45,0.59672,17,-0.9467
ENSG00000134508,CABLES1,3,-2.9407,26,0.36389,30,0.86876,51,1.53851,18,-0.2606,0,-5.9125,0,-4.5814
ENSG00000101782,RIOK3,3,-3.4322,13,-1.2857,25,-0.3295,19,-0.6838,42,0.58850,77,1.70078,36,0.32993
ENSG00000141458,NPC1,3,-4.4261,23,-1.4229,19,-2.0104,35,-0.8222,103,0.94667,260,2.93174,48,-0.3216
ENSG00000141447,OSBPL1A,4,-3.8865,27,-1.2340,69,0.30040,92,0.70942,33,-0.9148,118,1.15302,60,-0.0064
ENSG00000141380,SS18,3,-3.5489,23,-0.5245,21,-0.7843,74,1.46642,20,-0.6994,80,1.60296,23,-0.5026
ENSG00000134504,KCTD1,145,2.36587,17,-1.3467,63,1.07274,0,-7.7787,2,-4.4043,6,-2.7688,8,-2.3302
ENSG00000171885,AQP4,12274,4.19876,141,-3.9445,302,-3.2015,3188,0.82162,175,-3.6336,264,-3.0374,668,-1.6646
ENSG00000170558,CDH2,107,0.79670,35,-1.0137,95,0.87526,91,0.52257,23,-1.6180,22,-1.6731,33,-1.0800
ENSG00000118271,TTR,3,-8.3095,13,-6.2174,6,-7.6285,19,-5.6830,7025,6.12651,281,-1.7426,467,-0.9769
ENSG00000118276,B4GALT6,31,-0.8242,49,-0.1306,125,2.83639,4,-3.6145,8,-2.7967,2,-4.8636,8,-2.7457
ENSG00000101746,NOL4,3,-3.1508,16,-0.6668,56,2.71465,18,-0.4925,7,-1.8436,6,-2.0586,0,-5.7762
ENSG00000134769,DTNA,322,1.16346,87,-0.9912,90,-1.1421,416,1.65908,74,-1.2222,112,-0.5918,186,0.21790
ENSG00000166974,MAPRE2,3,-6.0162,98,-0.9345,295,1.31791,91,-1.0386,94,-0.9872,306,0.92476,117,-0.6589
ENSG00000172466,ZNF24,3,-4.3449,27,-1.1196,46,-0.3927,31,-0.9249,114,1.22468,151,1.77681,38,-0.6048
ENSG00000141429,GALNT1,249,2.96624,21,-1.5122,35,-0.8818,28,-1.0743,11,-2.3836,47,-0.2610,38,-0.5923
ENSG00000141425,RPRD1A,3,-5.4341,84,-0.5576,209,1.50506,106,-0.1852,85,-0.5348,89,-0.4624,75,-0.7196
ENSG00000141424,SLC39A6,3,-3.9558,30,-0.5249,36,-0.3502,50,0.27201,47,0.18117,98,1.45670,46,0.12033
ENSG00000134759,ELP2,3,-3.6402,22,-0.6667,46,0.70166,36,0.08889,33,-0.0262,51,0.68163,23,-0.6263
ENSG00000134779,TPGS2,22,-1.6004,38,-0.7958,110,1.40032,31,-1.1128,39,-0.7763,87,0.50228,29,-1.2108
ENSG00000101489,CELF4,3,-5.8908,151,-0.1134,385,2.89716,77,-1.1668,39,-2.1727,17,-3.3505,20,-3.1230
ENSG00000078142,PIK3C3,3,-4.0181,27,-0.7619,81,1.64728,19,-1.3151,24,-0.9183,39,-0.2177,42,-0.0694
ENSG00000132872,SYT4,3,-6.0068,126,-0.5448,466,3.78744,10,-4.2195,38,-2.3315,18,-3.4078,4,-5.3201
ENSG00000141469,SLC14A1,498,3.28294,17,-2.6852,24,-2.5045,259,1.67569,0,-8.2305,13,-3.0601,45,-1.2319
ENSG00000152234,ATP5F1A,166,-0.7185,146,-0.9106,387,0.96421,362,0.54327,260,-0.0074,154,-0.8280,100,-1.4838
ENSG00000078043,PIAS2,3,-3.4155,22,-0.4202,39,0.66577,16,-0.9543,31,0.11696,52,0.97378,22,-0.4550
ENSG00000167220,HDHD2,3,-4.3074,23,-1.2985,75,0.78985,74,0.50470,53,-0.0379,74,0.50624,35,-0.6931
ENSG00000134049,IER3IP1,3,-3.5925,16,-1.0645,49,0.94693,41,0.35319,40,0.31337,39,0.27002,11,-1.6067
ENSG00000175387,SMAD2,110,1.11078,33,-0.8708,58,0.01624,50,-0.2300,51,-0.1767,57,-0.0154,42,-0.4911
ENSG00000134030,CTIF,116,0.71775,57,-0.4372,125,1.27530,39,-1.0488,27,-1.5756,33,-1.2708,34,-1.2202
ENSG00000177576,C18orf32,506,1.49563,98,-1.2266,164,-0.5582,226,0.07621,128,-0.8225,276,0.40982,214,-0.0115
ENSG00000265681,RPL17,1142,0.05662,523,-1.1666,476,-1.5721,1136,0.04871,2232,1.21474,1403,0.39687,2061,1.06728
ENSG00000167315,ACAA2,57,0.46590,34,-0.3939,22,-1.2697,114,1.72110,29,-0.6061,69,0.77405,19,-1.2382
ENSG00000141644,MBD1,3,-3.2806,21,-0.3436,44,1.30956,14,-0.9665,27,0.02433,30,0.18113,11,-1.3368
ENSG00000141639,MAPK4,191,2.30437,17,-1.8117,26,-1.3933,170,2.04141,25,-1.2387,11,-2.4336,5,-3.4483
ENSG00000134042,MRO,3,-3.4603,35,0.22222,13,-1.5421,138,2.95598,6,-2.3127,38,0.34671,17,-0.9465
ENSG00000082212,ME2,134,1.98747,21,-1.1817,50,0.22361,24,-0.9634,23,-1.0007,42,-0.1033,9,-2.3163
ENSG00000141646,SMAD4,230,2.54851,18,-1.8296,33,-1.1382,44,-0.4881,67,0.17372,35,-0.8618,48,-0.3595
ENSG00000196628,TCF4,35,-2.4106,215,0.39860,258,1.05120,39,-2.2316,226,0.47985,164,-0.0436,67,-1.4359
ENSG00000091164,TXNL1,121,0.41852,54,-0.8678,142,1.02498,50,-0.9633,75,-0.3564,72,-0.4258,45,-1.1283
ENSG00000091157,WDR7,20,-2.0130,59,-0.3795,168,2.54638,13,-2.6182,17,-2.1983,48,-0.6905,12,-2.6905
ENSG00000177511,ST8SIA3,3,-5.1611,84,-0.2461,241,3.17735,2,-5.5497,36,-1.5341,11,-3.2580,22,-2.2680
ENSG00000066926,FECH,11,-1.4289,14,-1.0325,35,0.53936,32,0.23100,9,-1.6324,54,1.09262,25,-0.1693
ENSG00000134440,NARS,316,1.77541,42,-1.5612,128,0.20324,77,-0.6663,111,-0.0789,68,-0.8438,53,-1.2356
ENSG00000049759,NEDD4L,3,-4.3188,51,-0.1059,110,2.02132,28,-1.0184,7,-3.0320,50,-0.1271,21,-1.4450
ENSG00000074657,ZNF532,19,-1.1433,26,-0.6831,38,-0.0737,51,0.39772,26,-0.6891,73,1.02108,49,0.33812
ENSG00000166562,SEC11C,619,2.33746,68,-1.4938,107,-0.9907,191,0.12120,91,-1.0375,192,0.12613,115,-0.6839
ENSG00000074695,LMAN1,140,1.43768,12,-2.4942,28,-1.4312,111,1.00642,76,0.34604,82,0.47721,45,-0.4675
ENSG00000101542,CDH20,393,3.21404,15,-2.4952,47,-1.0458,76,-0.1016,10,-3.0485,64,-0.3773,28,-1.6107
ENSG00000134444,RELCH,3,-3.2961,16,-0.8204,56,2.15286,17,-0.7071,0,-5.8796,25,-0.1399,13,-1.0637
ENSG00000081913,PHLPP1,430,2.21851,36,-1.9633,54,-1.6223,126,-0.0411,64,-1.0902,296,1.43781,52,-1.4182
ENSG00000119537,KDSR,5,-3.4260,33,-0.7712,42,-0.5336,68,0.36646,37,-0.5929,142,1.69285,79,0.61211
ENSG00000119541,VPS4B,193,1.57569,15,-2.5166,63,-0.4496,81,0.05888,53,-0.6238,161,1.23107,15,-2.4691
ENSG00000171451,DSEL,3,-3.2475,21,-0.3012,21,-0.4096,27,0.09419,40,0.72353,51,1.14083,27,0.07769
ENSG00000166479,TMX3,3,-3.5992,15,-1.1840,70,2.23763,40,0.28910,0,-6.6653,29,-0.2159,1,-4.7764
ENSG00000206052,DOK6,5,-2.9838,21,-0.9626,91,2.66403,20,-1.0737,3,-3.6904,1,-5.1215,34,-0.2550
ENSG00000166347,CYB5A,127,1.66249,23,-1.1584,35,-0.6948,27,-0.9284,77,0.72174,72,0.60411,15,-1.7743
ENSG00000187773,DIPK1C,226,2.78339,20,-1.5230,22,-1.6156,52,-0.0401,16,-1.8218,71,0.45684,32,-0.8106
ENSG00000133313,CNDP2,251,1.21631,72,-0.8539,88,-0.6748,87,-0.5568,123,-0.0021,222,0.99641,92,-0.4686
ENSG00000150656,CNDP1,91,-0.6801,46,-1.6877,25,-2.9494,46,-1.7001,136,-0.0362,662,3.15200,198,0.58037
ENSG00000266844,AC093330.1,58,-0.3035,6,-3.6423,12,-2.9929,4,-4.1144,27,-1.4911,244,2.31806,258,2.44686
ENSG00000197971,MBP,21053,0.76033,2618,-2.4922,2316,-3.0299,5741,-1.3208,9529,-0.5414,29630,1.38348,44963,2.25179
ENSG00000263146,LINC01896,3,-3.1133,25,0.10017,22,-0.1010,106,2.96041,0,-6.0857,10,-1.2713,1,-4.5132
ENSG00000122490,SLC66A2,178,1.46127,34,-1.2766,109,0.83901,31,-1.4078,47,-0.7624,46,-0.8167,29,-1.4808
ENSG00000141759,TXNL4A,140,0.08408,78,-0.8282,111,-0.3705,121,-0.1509,139,0.07755,148,0.17471,235,0.97261
ENSG00000101544,ADNP2,7,-2.2979,23,-0.5870,54,1.23483,21,-0.7405,12,-1.5101,49,0.64874,24,-0.4794
ENSG00000141934,PLPP2,31,-0.5116,11,-1.9950,11,-2.3003,14,-1.6980,43,0.00366,200,3.08709,51,0.29902
ENSG00000129946,SHC2,114,0.80261,52,-0.4717,107,1.01008,22,-1.7514,66,-0.1113,34,-1.1419,27,-1.4603
ENSG00000141933,TPGS1,125,1.84239,32,-0.5154,41,-0.1941,17,-1.4440,66,0.64689,38,-0.2342,0,-5.7788
ENSG00000099804,CDC34,185,1.67760,41,-0.8595,79,0.20443,44,-0.7552,63,-0.2151,46,-0.7093,30,-1.3357
ENSG00000172270,BSG,363,-0.3726,321,-0.5637,629,0.75537,528,0.23123,517,0.19692,314,-0.6009,193,-1.3466
ENSG00000099822,HCN2,3,-4.8821,58,-0.5189,121,0.97257,32,-1.4136,57,-0.5645,159,1.14769,59,-0.5106
ENSG00000099821,POLRMT,3,-3.6168,27,-0.3255,51,1.00218,15,-1.2723,21,-0.7672,65,1.12047,20,-0.7877
ENSG00000070423,RNF126,3,-3.7398,27,-0.4475,56,1.06382,22,-0.8150,50,0.52079,58,0.76043,0,-5.6083
ENSG00000099864,PALM,223,0.46080,151,-0.1779,235,0.79165,279,0.84831,64,-1.4907,42,-2.1129,53,-1.7690
ENSG00000011304,PTBP1,110,1.43090,20,-1.3725,28,-1.0662,60,0.35108,105,1.35064,37,-0.4049,19,-1.4544
ENSG00000129951,PLPPR3,3,-3.8701,42,0.08283,89,2.47367,21,-0.9612,6,-2.7692,5,-2.9481,16,-1.4046
ENSG00000175221,MED16,59,0.28575,45,-0.1673,58,0.33783,29,-0.8705,77,0.72462,47,-0.0933,18,-1.5733
ENSG00000198858,R3HDM4,3,-3.7357,36,-0.0325,61,1.32061,1,-4.5146,35,-0.0543,35,-0.0563,35,-0.0720
ENSG00000065268,WDR18,3,-3.3183,19,-0.5757,49,1.55064,28,0.01928,3,-3.0721,21,-0.4319,25,-0.1056
ENSG00000182087,TMEM259,251,1.57488,44,-1.3022,105,0.05728,71,-0.5722,62,-0.7812,150,0.62759,28,-1.9668
ENSG00000099817,POLR2E,173,0.90498,52,-1.0391,96,-0.1055,110,0.12526,115,0.21227,97,-0.0693,75,-0.4700
ENSG00000167468,GPX4,522,0.21652,287,-0.7382,514,0.26011,560,0.33450,452,-0.0182,421,-0.1313,331,-0.5140
ENSG00000118046,STK11,3,-4.0754,49,-0.1416,86,1.20037,10,-2.5616,86,0.79368,34,-0.6924,41,-0.4177
ENSG00000099625,CBARP,3,-3.1224,27,0.19340,48,2.02206,37,0.74194,0,-6.1940,0,-6.8606,3,-3.0321
ENSG00000099624,ATP5F1D,100,-1.5798,170,-0.7690,326,0.36874,530,1.11151,279,0.01243,229,-0.3039,206,-0.4726
ENSG00000167470,MIDN,204,2.33088,30,-1.0236,41,-0.6919,51,-0.2025,95,0.81212,13,-2.2206,8,-2.9834
ENSG00000099622,CIRBP,456,0.49827,165,-1.1218,299,-0.2582,347,0.04405,424,0.37522,525,0.73792,227,-0.6322
ENSG00000228300,FAM174C,286,3.55413,13,-2.0950,13,-2.4532,35,-0.6625,52,-0.0428,43,-0.3364,10,-2.5035
ENSG00000160953,PWWP3A,3,-3.8913,25,-0.7355,50,0.47519,13,-1.7500,68,0.86374,71,0.95009,35,-0.2335
ENSG00000115286,NDUFS7,401,1.21857,96,-1.1260,141,-0.6710,178,-0.1678,135,-0.6008,404,1.23170,139,-0.5572
ENSG00000130005,GAMT,233,0.96950,72,-0.9418,108,-0.3945,87,-0.6501,93,-0.5398,268,1.22576,103,-0.3815
ENSG00000071626,DAZAP1,3,-4.0841,23,-1.1500,69,0.83984,9,-2.4709,64,0.43581,77,0.76292,55,0.19804
ENSG00000115268,RPS15,2303,0.58443,769,-1.1667,745,-1.4657,1603,-0.0177,2170,0.48258,2328,0.60311,3181,1.15693
ENSG00000115266,APC2,1115,3.28856,73,-1.7290,182,-0.4321,85,-1.5071,20,-3.5790,88,-1.4597,96,-1.3255
ENSG00000119559,C19orf25,3,-3.9390,25,-0.8332,70,1.33750,49,0.25745,24,-0.8693,33,-0.3837,33,-0.3975
ENSG00000071655,MBD3,127,1.12400,45,-0.5826,53,-0.4134,120,1.02989,68,0.06448,61,-0.1143,7,-3.1973
ENSG00000127540,UQCR11,517,-0.2317,407,-0.6074,396,-0.8175,1054,0.96473,762,0.40195,662,0.16739,785,0.45169
ENSG00000079313,REXO1,58,1.26792,39,0.54816,34,0.45655,10,-1.5316,1,-4.0043,14,-0.9952,25,-0.1861
ENSG00000129911,KLF16,39,-0.4439,40,-0.4077,101,1.93932,31,-0.8005,19,-1.4807,17,-1.7200,12,-2.2220
ENSG00000129968,ABHD17A,20,-2.9262,122,-0.2146,136,-0.0666,114,-0.3347,140,0.00394,285,1.22517,171,0.32915
ENSG00000227500,SCAMP4,3,-3.8793,15,-1.5408,39,-0.0692,66,0.83814,11,-1.9429,111,1.81172,39,-0.0384
ENSG00000133275,CSNK1G2,3,-3.3290,44,0.78865,40,0.91786,9,-1.7290,22,-0.3492,31,0.21662,18,-0.6915
ENSG00000133243,BTBD2,32,-1.9069,123,0.15810,188,1.34900,93,-0.2821,89,-0.3589,47,-1.3343,56,-1.0780
ENSG00000099875,MKNK2,93,1.43264,13,-1.6804,36,-0.2440,22,-0.9505,74,1.00700,18,-1.2620,37,-0.1343
ENSG00000065000,AP3D1,451,2.25197,58,-1.3116,138,0.06394,100,-0.4647,64,-1.1611,45,-1.6875,75,-0.9130
ENSG00000104886,PLEKHJ1,394,2.94677,28,-1.7803,82,-0.1589,66,-0.4770,11,-3.0878,36,-1.4100,18,-2.4099
ENSG00000104897,SF3A2,3,-2.9691,17,-0.3627,16,-0.5977,31,0.62351,34,0.76337,44,1.21311,16,-0.4072
ENSG00000104904,OAZ1,123,-1.8561,254,-0.7604,594,0.89945,456,0.17075,527,0.41287,330,-0.3476,221,-0.9733
ENSG00000130332,LSM7,394,2.44864,43,-1.4179,89,-0.3808,73,-0.6120,86,-0.3512,74,-0.5828,29,-1.9955
ENSG00000005206,SPPL2B,45,0.19972,24,-0.8178,52,0.61633,38,-0.0822,29,-0.5143,38,-0.0752,29,-0.4808
ENSG00000099800,TIMM13,3,-5.0563,55,-0.7999,120,0.64545,96,0.08692,108,0.28470,109,0.29978,88,-0.0505
ENSG00000176533,GNG7,3,-5.1528,67,-0.5991,94,-0.0664,131,0.48729,64,-0.6669,205,1.28384,124,0.40101
ENSG00000176490,DIRAS1,3,-4.8741,60,-0.4563,198,3.17686,19,-2.1529,28,-1.6365,12,-2.8268,7,-3.6204
ENSG00000141873,SLC39A3,3,-3.4943,24,-0.4013,43,0.79718,57,1.03240,32,0.07761,19,-0.7433,13,-1.3091
ENSG00000104969,SGTA,127,0.60993,52,-0.8335,91,0.07548,53,-0.7865,80,-0.1484,123,0.56165,83,-0.0990
ENSG00000172009,THOP1,57,-0.1032,34,-0.9160,104,1.37338,70,0.22705,21,-1.6633,50,-0.3301,7,-3.2178
ENSG00000104964,TLE5,45,-3.2828,319,-0.3672,618,1.07708,302,-0.4533,453,0.19900,308,-0.4212,329,-0.3185
ENSG00000088256,GNA11,9,-2.6170,35,-0.6333,64,0.43358,35,-0.6171,129,1.58171,62,0.27934,10,-2.4080
ENSG00000125912,NCLN,3,-3.5345,20,-0.7373,59,1.72040,6,-2.4449,40,0.40288,33,0.08362,4,-2.9390
ENSG00000161082,CELF5,3,-5.2141,166,0.82516,234,2.71365,27,-2.0431,0,-8.2713,2,-5.3663,14,-2.9315
ENSG00000141905,NFIC,51,-1.2576,79,-0.5927,103,-0.2301,86,-0.4648,137,0.29387,233,1.22159,138,0.29869
ENSG00000129932,DOHH,3,-4.2327,23,-1.2474,48,-0.1265,7,-3.0130,48,-0.0935,159,2.04790,78,0.69571
ENSG00000105325,FZR1,10,-2.2064,31,-0.5177,75,1.44895,15,-1.6067,13,-1.8008,66,0.71698,28,-0.6954
ENSG00000161091,MFSD12,4,-3.8137,35,-0.7568,105,1.67292,18,-1.7101,5,-3.5715,92,0.79528,42,-0.4788
ENSG00000064961,HMG20B,3,-3.2813,13,-1.0863,6,-2.5947,56,1.28162,71,1.74292,46,0.91927,33,0.33294
ENSG00000186111,PIP5K1C,3,-3.8459,37,-0.0855,75,1.78626,6,-2.7951,56,0.59164,18,-1.2195,9,-2.2345
ENSG00000183617,MRPL54,251,2.57748,22,-1.6610,25,-1.7394,79,0.31580,62,-0.0853,62,-0.0833,34,-0.9990
ENSG00000007264,MATK,3,-3.9910,52,0.28968,88,2.03110,31,-0.5182,9,-2.3702,0,-6.7825,32,-0.4618
ENSG00000167654,ATCAY,12,-3.3006,92,-0.3052,250,2.56455,61,-0.9356,32,-1.8993,13,-3.2017,41,-1.5441
ENSG00000167657,DAPK3,55,0.40166,26,-0.7647,71,1.26356,18,-1.3476,33,-0.4105,28,-0.6643,15,-1.6495
ENSG00000167658,EEF2,311,-0.3580,303,-0.3947,335,-0.3113,278,-0.5326,754,1.13587,492,0.38890,355,-0.1472
ENSG00000105229,PIAS4,3,-2.9851,26,0.29344,21,-0.0416,3,-2.8833,18,-0.2906,68,2.07338,13,-0.7196
ENSG00000178951,ZBTB7A,3,-5.3718,218,1.12134,176,1.10621,61,-0.9767,55,-1.1214,85,-0.4608,69,-0.7885
ENSG00000126934,MAP2K2,4,-5.4619,160,-0.0845,294,1.46279,136,-0.3433,87,-1.0413,122,-0.5103,128,-0.4360
ENSG00000105255,FSD1,3,-4.2368,52,0.00914,118,2.67116,18,-1.6048,17,-1.7070,10,-2.4086,9,-2.5223
ENSG00000141985,SH3GL1,3,-3.9587,43,0.00408,71,1.32268,15,-1.6002,53,0.35329,41,-0.0633,15,-1.5548
ENSG00000167671,UBXN6,112,0.03320,56,-1.0501,161,0.92717,90,-0.3199,117,0.09565,57,-1.0374,75,-0.6032
ENSG00000167674,HDGFL2,3,-3.3834,20,-0.5274,41,0.84492,26,-0.1473,33,0.26312,29,0.00303,23,-0.3024
ENSG00000167680,SEMA6B,3,-5.0821,87,-0.1065,215,2.73648,36,-1.4518,32,-1.6292,2,-5.1765,31,-1.6960
ENSG00000185361,TNFAIP8L1,3,-2.8831,20,0.01597,44,2.39427,0,-6.7211,18,-0.1423,4,-2.2369,3,-2.7720
ENSG00000074842,MYDGF,80,0.49113,21,-1.6126,79,0.68301,32,-0.9754,63,0.09698,66,0.16113,35,-0.8305
ENSG00000141965,FEM1A,71,1.21082,15,-1.2390,47,0.72867,26,-0.4258,1,-4.8343,37,0.11869,20,-0.8901
ENSG00000105355,PLIN3,3,-3.4307,14,-1.1379,8,-2.3515,34,0.24459,37,0.38075,98,2.20024,56,1.10370
ENSG00000130254,SAFB2,250,2.27862,34,-1.1783,72,-0.0185,51,-0.5704,11,-2.8149,31,-1.3074,63,-0.2275
ENSG00000160633,SAFB,99,0.33600,53,-0.6737,115,0.84293,13,-2.7417,56,-0.5922,126,0.73412,37,-1.2117
ENSG00000130255,RPL36,737,-0.9489,911,-0.6206,701,-1.2505,1530,0.20917,2930,1.35093,1494,0.16996,2412,0.99136
ENSG00000174917,MICOS13,315,0.95038,82,-1.2317,148,-0.3977,205,0.21014,221,0.33848,168,-0.1111,183,0.03107
ENSG00000167733,HSD11B1L,3,-4.5666,72,0.17937,112,1.43684,63,-0.0553,27,-1.3372,57,-0.2086,25,-1.4586
ENSG00000196365,LONP1,218,2.34656,26,-1.3406,48,-0.5250,65,0.08109,49,-0.3595,30,-1.1362,26,-1.3396
ENSG00000174886,NDUFA11,136,-0.7442,76,-1.6258,233,0.15288,403,1.05283,225,0.05196,243,0.18030,175,-0.3442
ENSG00000031823,RANBP3,3,-3.7776,27,-0.6676,58,0.84987,59,0.62083,25,-0.7587,54,0.44887,25,-0.7714
ENSG00000130382,MLLT1,3,-4.3713,33,-0.8223,82,0.90898,49,-0.2204,68,0.30509,40,-0.5353,68,0.30372
