Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6to11,Feature log2 fold change topic 6to11
ENSG00000228794,LINC01128,14,-0.7877,17,-0.6131,28,0.78006
ENSG00000188976,NOC2L,19,-1.1846,30,-0.6826,53,0.92731
ENSG00000188290,HES4,156,1.21756,69,-0.1765,65,-0.4044
ENSG00000187608,ISG15,195,1.13768,87,-0.2716,90,-0.2724
ENSG00000188157,AGRN,35,0.33500,20,-0.7411,33,0.52474
ENSG00000078808,SDF4,89,0.34076,51,-0.7294,84,0.51273
ENSG00000176022,B3GALT6,17,-1.1871,28,-0.5849,47,0.83816
ENSG00000160087,UBE2J2,34,-0.3576,35,-0.4756,51,0.54428
ENSG00000131584,ACAP3,12,-2.5290,61,-0.2012,80,0.63616
ENSG00000169972,PUSL1,16,0.28727,12,-0.1287,13,0.01479
ENSG00000127054,INTS11,56,0.29563,30,-0.8870,56,0.65947
ENSG00000224051,CPTP,19,-0.8352,28,-0.2892,37,0.49430
ENSG00000107404,DVL1,63,-0.0961,79,0.40128,60,-0.3533
ENSG00000175756,AURKAIP1,209,0.29689,179,0.07213,164,-0.1746
ENSG00000221978,CCNL2,41,0.06610,34,-0.3206,43,0.26989
ENSG00000242485,MRPL20,218,0.46215,156,-0.1041,159,-0.0791
ENSG00000235098,ANKRD65,3,-1.7303,14,0.55719,11,-0.1823
ENSG00000179403,VWA1,40,0.50655,32,0.18647,26,-0.3694
ENSG00000197785,ATAD3A,8,-1.2398,12,-0.7347,23,0.98536
ENSG00000205090,TMEM240,20,-1.0105,25,-0.9123,52,1.09821
ENSG00000160075,SSU72,127,-0.3865,156,-0.0873,172,0.19783
ENSG00000228594,FNDC10,24,-0.5862,32,-0.2566,40,0.40667
ENSG00000272106,AL691432.2,23,-0.2737,26,-0.1223,30,0.19877
ENSG00000197530,MIB2,34,0.05184,31,-0.1558,34,0.12627
ENSG00000189339,SLC35E2B,14,-0.2448,14,-0.3732,19,0.41916
ENSG00000215790,SLC35E2A,18,-0.1833,16,-0.5306,23,0.53966
ENSG00000008130,NADK,64,1.30283,25,-0.3145,26,-0.3364
ENSG00000078369,GNB1,327,-0.3679,363,-0.2828,461,0.37323
ENSG00000187730,GABRD,115,-0.4403,95,-0.9530,196,0.98319
ENSG00000067606,PRKCZ,97,-1.1545,208,0.03182,221,0.25165
ENSG00000162585,FAAP20,78,0.40209,65,0.16547,55,-0.3051
ENSG00000157933,SKI,50,0.66246,32,-0.1259,32,-0.1494
ENSG00000157916,RER1,73,0.16152,46,-0.7423,78,0.59717
ENSG00000157911,PEX10,32,0.17042,29,0.02899,28,-0.0865
ENSG00000149527,PLCH2,10,-1.0070,24,0.44871,19,-0.1797
ENSG00000157870,PRXL2B,49,-0.4726,54,-0.4703,79,0.57188
ENSG00000177133,PRDM16-DT,14,-0.5060,33,1.56738,10,-1.4479
ENSG00000158109,TPRG1L,137,-0.4210,141,-0.5121,212,0.59499
ENSG00000130764,LRRC47,41,-0.6529,51,-0.4333,74,0.58500
ENSG00000116198,CEP104,34,0.90269,16,-0.3876,19,-0.0405
ENSG00000196581,AJAP1,2,-4.0166,26,-0.7067,50,1.20530
ENSG00000069424,KCNAB2,167,-0.5397,230,-0.0565,252,0.20869
ENSG00000116254,CHD5,79,-0.5967,107,-0.1730,128,0.33165
