Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000145063,AC062028.1,0,-7.6910,14,0.75192,6,-0.5408,7,-0.4531,13,0.62051,13,0.73432,6,-0.6213,6,-0.5872
ENSG00000134318,ROCK2,47,-1.2118,128,0.37357,86,-0.3263,128,0.32389,142,0.49448,122,0.28421,86,-0.3042,71,-0.5998
ENSG00000169016,E2F6,13,0.51661,5,-0.8244,10,0.19502,17,1.00241,5,-0.7277,7,-0.3847,9,0.04377,10,0.11661
ENSG00000196208,GREB1,7,-0.2623,5,-0.7486,11,0.43188,8,-0.0903,17,1.04896,5,-0.9755,14,0.73625,7,-0.3241
ENSG00000169006,NTSR2,63,0.47223,24,-1.0976,47,0.01114,52,0.18633,25,-0.9460,16,-1.6732,134,1.80505,65,0.52161
ENSG00000134324,LPIN1,57,0.15628,43,-0.2840,45,-0.2197,102,1.13055,60,0.24493,44,-0.2520,55,0.10100,25,-1.0701
ENSG00000071575,TRIB2,13,-1.2648,16,-1.1027,37,0.35793,25,-0.3243,43,0.53715,42,0.58243,41,0.46017,25,-0.3377
ENSG00000162981,LRATD1,14,-1.9749,144,2.08143,44,-0.3547,29,-0.9397,26,-1.1147,41,-0.4686,24,-1.2410,41,-0.4135
ENSG00000151779,NBAS,29,-0.3742,50,0.55798,31,-0.2843,35,-0.0867,56,0.66696,38,0.03163,24,-0.6496,24,-0.6618
ENSG00000079785,DDX1,83,-0.7333,150,0.19796,136,0.02317,139,0.06294,184,0.51616,176,0.49887,74,-0.9134,69,-1.0256
ENSG00000197872,FAM49A,21,-3.1161,197,0.26899,202,0.31904,150,-0.1862,193,0.21264,246,0.68650,90,-0.9677,118,-0.5574
ENSG00000163032,VSNL1,83,-4.4222,2397,0.70897,1811,0.18234,1145,-0.5564,1724,0.08388,2556,0.83714,625,-1.4725,882,-0.9549
ENSG00000163029,SMC6,24,1.01617,10,-0.4482,11,-0.2214,16,0.35199,13,0.02356,12,-0.1166,13,-0.0119,9,-0.5048
ENSG00000240857,RDH14,17,-0.7502,37,0.56324,20,-0.5526,19,-0.5970,37,0.46373,41,0.75420,18,-0.6585,15,-0.9349
ENSG00000118965,WDR35,6,-0.5235,6,-0.6699,9,-0.0320,13,0.58466,12,0.49251,8,-0.1838,13,0.60369,8,-0.1141
ENSG00000068697,LAPTM4A,90,0.05553,71,-0.3502,74,-0.2844,98,0.18304,74,-0.2547,83,-0.0780,170,1.10406,70,-0.3449
ENSG00000055917,PUM2,67,-0.4006,93,0.13035,80,-0.1368,110,0.38749,110,0.38990,90,0.08070,66,-0.4277,71,-0.3070
ENSG00000143878,RHOB,310,0.86716,135,-0.5146,200,0.16278,156,-0.2475,212,0.24276,192,0.08690,181,-0.0120,95,-1.0117
ENSG00000118960,HS1BP3,17,1.01081,7,-0.4095,8,-0.1996,3,-1.5405,9,-0.0783,8,-0.1489,15,0.78416,9,0.03971
ENSG00000118961,LDAH,7,-0.1957,7,-0.2333,9,0.11177,8,0.07193,9,0.09702,11,0.59286,6,-0.4263,5,-0.7790
ENSG00000119771,KLHL29,0,-7.7261,10,0.18033,9,0.07065,10,0.11746,6,-0.6166,15,0.96737,3,-1.6357,12,0.39182
ENSG00000173960,UBXN2A,24,1.10679,6,-1.0344,11,-0.2070,15,0.35027,4,-1.5243,8,-0.5658,24,1.13215,14,0.25367
ENSG00000119782,FKBP1B,6,-3.2126,76,0.54387,49,-0.2273,62,0.16586,76,0.47964,75,0.51798,32,-0.8523,42,-0.4554
ENSG00000115128,SF3B6,213,0.67300,152,0.14027,135,-0.0750,130,-0.1287,130,-0.1275,117,-0.3146,141,0.00432,125,-0.1794
ENSG00000219626,FAM228B,48,0.87206,12,-1.3715,25,-0.1955,35,0.31600,31,0.16834,22,-0.3963,43,0.65488,35,0.32717
ENSG00000198399,ITSN2,41,-0.1369,22,-1.2022,56,0.39280,46,0.01160,56,0.35217,64,0.62866,35,-0.4190,36,-0.3529
ENSG00000084676,NCOA1,42,-1.1671,96,0.09980,63,-0.6168,160,0.92754,119,0.43640,105,0.25441,87,-0.0633,63,-0.5828
ENSG00000184924,PTRHD1,31,-0.3955,38,-0.1121,49,0.34997,38,-0.0802,36,-0.1637,41,0.03341,46,0.21727,36,-0.1959
ENSG00000138031,ADCY3,21,-1.0669,46,0.18450,29,-0.6194,74,0.95210,65,0.72321,43,0.07624,36,-0.2127,24,-0.8258
ENSG00000115137,DNAJC27,10,-0.6276,21,0.48699,18,0.20810,12,-0.3896,13,-0.3257,18,0.20410,10,-0.6824,16,-0.0128
ENSG00000084710,EFR3B,27,-1.3922,94,0.61391,84,0.40274,28,-1.3412,39,-0.8446,80,0.31608,53,-0.3573,76,0.19352
ENSG00000119772,DNMT3A,26,0.98030,8,-0.8380,11,-0.4694,19,0.49375,16,0.17381,14,-0.0368,19,0.51657,9,-0.6905
ENSG00000138101,DTNB,28,-0.7210,70,0.84241,42,-0.1000,23,-1.0275,28,-0.7038,67,0.75940,25,-0.8605,27,-0.7533
ENSG00000143970,ASXL2,30,0.56365,16,-0.4626,12,-0.8935,44,1.18718,24,0.19967,16,-0.4404,34,0.77003,12,-0.9066
ENSG00000084731,KIF3C,53,-2.5310,293,0.05157,353,0.39269,273,-0.0656,316,0.17119,379,0.52775,175,-0.7482,258,-0.1495
ENSG00000084733,RAB10,105,0.14515,104,0.13710,76,-0.4085,119,0.33616,98,0.02173,105,0.16055,111,0.22778,55,-0.8493
ENSG00000157833,GAREM2,19,0.23204,14,-0.2754,12,-0.5031,26,0.72483,10,-0.6906,6,-1.5697,46,1.69742,16,-0.0244
ENSG00000084754,HADHA,110,0.99810,42,-0.5928,40,-0.6698,82,0.50617,69,0.23568,40,-0.6900,105,0.92954,47,-0.3711
ENSG00000138029,HADHB,159,1.36961,36,-1.1002,59,-0.2978,60,-0.2345,45,-0.6862,29,-1.4358,195,1.74897,64,-0.1374
ENSG00000138018,SELENOI,24,-0.8722,58,0.55350,39,-0.1491,34,-0.3468,61,0.56965,57,0.49877,17,-1.3754,27,-0.7233
ENSG00000171303,KCNK3,0,-7.5430,35,1.06390,33,0.93986,17,-0.2297,8,-1.3849,11,-0.9110,19,-0.1286,17,-0.2327
ENSG00000213699,SLC35F6,19,0.07145,15,-0.2615,15,-0.3143,25,0.54597,17,-0.0914,17,-0.0266,23,0.39693,17,-0.0466
ENSG00000157851,DPYSL5,65,0.92247,26,-0.5829,35,-0.0712,56,0.68292,44,0.28659,36,-0.0516,24,-0.6754,22,-0.7983
ENSG00000084764,MAPRE3,44,-2.3595,262,0.39080,198,-0.1046,258,0.32450,250,0.27430,288,0.57073,138,-0.6601,132,-0.7226
ENSG00000119777,TMEM214,16,-0.1774,19,0.09973,18,-0.0363,22,0.27554,20,0.13831,18,-0.0481,22,0.26040,11,-0.7176
ENSG00000228474,OST4,245,0.49222,171,-0.0928,168,-0.1270,215,0.28483,119,-0.6456,143,-0.4007,233,0.41506,208,0.22677
ENSG00000138030,KHK,9,-0.9826,23,0.49930,24,0.56575,11,-0.6841,10,-0.7869,22,0.44578,8,-1.1983,15,-0.2452
ENSG00000138028,CGREF1,1,-5.1440,83,0.69429,54,-0.0823,49,-0.2234,39,-0.5813,89,0.83687,28,-1.0778,55,-0.0459
ENSG00000138073,PREB,24,-0.1916,23,-0.3012,35,0.47981,25,-0.1021,27,0.03120,28,0.08820,27,-0.0249,21,-0.3747
ENSG00000138074,SLC5A6,12,-0.0894,8,-0.8640,12,-0.0855,21,0.79638,17,0.44356,13,0.05698,12,-0.0579,13,-0.0333
ENSG00000138085,ATRAID,80,1.19070,35,-0.1886,27,-0.5871,34,-0.1954,21,-0.9122,30,-0.4256,77,1.13009,30,-0.4137
ENSG00000115194,SLC30A3,1,-6.3637,115,0.34657,112,0.29006,11,-3.1421,60,-0.7127,220,1.69826,33,-1.6252,48,-1.0614
ENSG00000115204,MPV17,30,-0.5569,32,-0.4761,41,-0.0798,59,0.51218,44,0.05079,52,0.34323,50,0.25136,37,-0.2034
ENSG00000115207,GTF3C2,13,-0.2855,18,0.20980,17,0.11485,16,0.01947,17,0.12367,21,0.52060,8,-0.9786,8,-1.0703
ENSG00000115211,EIF2B4,34,0.42266,19,-0.5438,31,0.29548,25,-0.0946,20,-0.3902,32,0.33374,21,-0.3635,25,-0.0548
ENSG00000115234,SNX17,82,-0.2689,108,0.18595,79,-0.3455,97,-0.0048,107,0.15618,131,0.54604,71,-0.4779,74,-0.4128
ENSG00000163795,ZNF513,9,-0.5226,14,0.10047,12,-0.2240,18,0.50955,16,0.29370,14,0.13900,12,-0.1131,10,-0.4632
ENSG00000115241,PPM1G,37,-0.3322,46,-0.0092,42,-0.1505,53,0.22445,58,0.35968,59,0.46354,39,-0.2719,25,-0.9451
ENSG00000115216,NRBP1,32,-0.8788,53,-0.1188,78,0.57755,59,0.04759,44,-0.3863,78,0.57444,34,-0.7820,38,-0.6180
ENSG00000138002,IFT172,8,-0.9437,15,0.00018,12,-0.3709,19,0.37551,12,-0.2688,21,0.68601,18,0.33364,9,-0.7711
ENSG00000115226,FNDC4,26,-1.6517,84,0.13667,108,0.59283,73,-0.1044,78,0.01185,79,0.01566,70,-0.1747,69,-0.1961
ENSG00000243943,ZNF512,37,0.08939,24,-0.6127,32,-0.1822,44,0.33713,44,0.34996,44,0.40234,39,0.14944,23,-0.6192
ENSG00000198522,GPN1,18,-0.6628,33,0.31725,30,0.13785,45,0.80733,22,-0.3542,29,0.08612,20,-0.5127,15,-0.9433
ENSG00000119760,SUPT7L,22,-1.0208,40,-0.1301,37,-0.2396,53,0.33737,56,0.42001,62,0.66604,30,-0.5534,34,-0.3835
ENSG00000163798,SLC4A1AP,36,-0.8862,53,-0.3363,77,0.31247,70,0.13571,77,0.27326,89,0.59349,42,-0.6590,46,-0.5185
ENSG00000243147,MRPL33,150,-0.1483,231,0.62556,169,0.04697,123,-0.4480,104,-0.7068,153,-0.1228,128,-0.3885,197,0.28668
ENSG00000158019,BABAM2,12,-1.7127,50,0.55239,32,-0.2085,50,0.48811,31,-0.2290,56,0.80275,15,-1.3197,17,-1.1257
ENSG00000075426,FOSL2,1,-3.6240,24,1.00685,18,0.49091,1,-3.2259,4,-1.8590,19,0.56750,5,-1.5604,20,0.54517
ENSG00000213639,PPP1CB,177,-0.3643,243,0.14196,256,0.24187,237,0.08986,220,-0.0298,239,0.11199,183,-0.3183,171,-0.4188
ENSG00000171103,TRMT61B,13,-0.1801,17,0.28691,17,0.32146,7,-1.1271,13,-0.1008,22,0.77707,5,-1.4624,7,-0.9755
ENSG00000163811,WDR43,17,0.05189,13,-0.4062,15,-0.1083,10,-0.7558,27,0.76811,21,0.44905,11,-0.5509,17,0.04430
ENSG00000115295,CLIP4,54,0.41868,42,0.00799,46,0.16056,36,-0.2133,53,0.36691,35,-0.3093,47,0.17647,24,-0.8301
ENSG00000119801,YPEL5,84,-0.8639,157,0.11873,178,0.34126,152,0.05602,162,0.15371,175,0.31345,87,-0.8087,112,-0.4281
ENSG00000213626,LBH,2,-3.1767,24,0.08053,44,1.22835,25,0.09812,14,-0.7786,14,-0.8699,22,-0.1218,29,0.33558
ENSG00000172954,LCLAT1,6,-0.8385,9,-0.1584,10,-0.0897,18,0.83024,10,0.00360,12,0.21250,12,0.17759,7,-0.6527
ENSG00000158089,GALNT14,5,-1.4297,3,-2.1453,9,-0.4695,26,1.22028,40,2.03021,15,0.40595,1,-2.7888,8,-0.7159
ENSG00000013016,EHD3,22,-2.6474,152,0.30773,135,0.09702,153,0.28177,167,0.42089,178,0.59984,64,-1.0784,74,-0.8396
ENSG00000162961,DPY30,53,-0.1702,62,0.07789,57,-0.0612,70,0.27144,64,0.12415,65,0.15073,46,-0.3965,51,-0.2343
ENSG00000021574,SPAST,29,0.13518,23,-0.2263,25,-0.1469,40,0.64414,39,0.58975,26,-0.0427,17,-0.6533,21,-0.3866
ENSG00000119820,YIPF4,113,0.40177,61,-0.6130,86,-0.0431,107,0.31452,142,0.78081,89,0.02303,76,-0.2337,57,-0.6676
ENSG00000115760,BIRC6,52,0.64324,22,-0.7869,38,0.15195,33,-0.0962,41,0.27770,39,0.21278,34,-0.0239,25,-0.5293
ENSG00000119812,FAM98A,33,-0.6431,21,-1.4256,62,0.39913,72,0.59112,76,0.67813,72,0.68135,33,-0.6401,24,-1.0890
ENSG00000260025,CRIM1-DT,14,-1.7136,44,0.03920,50,0.28205,23,-0.9190,50,0.25213,60,0.61015,32,-0.4358,44,0.03633
ENSG00000150938,CRIM1,23,-1.4652,19,-1.8273,44,-0.5446,70,0.23868,131,1.29933,95,0.86402,78,0.41122,43,-0.5124
ENSG00000171055,FEZ2,129,0.75441,96,0.28703,55,-0.6574,60,-0.4802,92,0.18899,95,0.27414,69,-0.2540,54,-0.6357
ENSG00000115808,STRN,89,1.79374,27,-0.2471,23,-0.5365,31,0.00624,38,0.33325,25,-0.3335,19,-0.7248,14,-1.1943
ENSG00000008869,HEATR5B,13,-1.2249,29,0.03818,37,0.46666,29,0.00340,52,0.97838,32,0.19764,8,-1.8349,16,-0.8610
ENSG00000152133,GPATCH11,29,-0.1635,33,0.00697,33,0.00677,20,-0.7501,39,0.30861,39,0.34352,36,0.15231,24,-0.4848
ENSG00000055332,EIF2AK2,49,0.00944,34,-0.6220,57,0.26453,68,0.52055,57,0.23292,52,0.11384,51,0.05829,28,-0.8400
ENSG00000218739,CEBPZOS,38,-0.3969,57,0.23638,51,0.05550,49,-0.0176,38,-0.4188,58,0.27760,51,0.05385,37,-0.4415
ENSG00000115816,CEBPZ,53,0.62237,25,-0.6202,39,0.12211,44,0.30419,55,0.66671,34,-0.0815,32,-0.1819,17,-1.1172
ENSG00000003509,NDUFAF7,3,-1.6621,12,0.18674,9,-0.3676,9,-0.3259,12,0.13963,19,1.02017,11,-0.0004,5,-1.0557
ENSG00000115828,QPCT,1,-4.8713,20,-0.5037,21,-0.4426,54,1.12050,35,0.40917,52,1.21816,8,-1.8715,17,-0.7171
ENSG00000163171,CDC42EP3,0,-4.3191,38,1.49925,16,-0.1288,13,-0.4393,12,-0.6192,17,-0.0412,8,-1.1399,17,-0.0254
ENSG00000119787,ATL2,5,-2.8258,32,-0.0321,36,0.14800,48,0.61230,39,0.28046,44,0.50588,29,-0.1864,17,-0.9739
ENSG00000143889,HNRNPLL,31,-0.5992,56,0.36513,47,0.02289,45,-0.0425,55,0.26844,63,0.56268,21,-1.2107,23,-1.0254
ENSG00000115875,SRSF7,56,-0.3839,80,0.18370,55,-0.4622,86,0.28084,83,0.22871,88,0.35443,69,-0.0593,52,-0.4926
ENSG00000152147,GEMIN6,5,-1.1738,13,0.05132,16,0.43743,13,0.04810,16,0.43909,12,0.01444,11,-0.1950,8,-0.5892
ENSG00000163214,DHX57,6,-1.1131,7,-0.9425,13,-0.0730,26,1.04776,24,0.95514,18,0.52803,6,-1.0979,8,-0.7331
ENSG00000188010,MORN2,26,-0.7562,52,0.32227,46,0.09850,48,0.15439,32,-0.4756,38,-0.2063,48,0.17356,50,0.22089
ENSG00000115904,SOS1,20,-0.0892,15,-0.6281,16,-0.4500,24,0.14459,42,1.10176,24,0.21748,22,0.00445,18,-0.2873
ENSG00000011566,MAP4K3,26,-0.4329,34,-0.0067,39,0.24854,26,-0.4105,60,0.92426,39,0.25151,20,-0.7813,18,-1.0070
ENSG00000231312,MAP4K3-DT,6,-2.2787,29,0.15968,31,0.25350,19,-0.5430,29,0.15313,40,0.75955,15,-0.8575,24,-0.1716
ENSG00000152154,TMEM178A,38,-1.6757,83,-0.5526,107,-0.1076,186,0.78960,238,1.21676,144,0.41330,62,-0.9509,67,-0.8208
ENSG00000183023,SLC8A1,22,-2.2234,63,-0.7684,63,-0.7559,223,1.35800,250,1.56274,106,0.11953,72,-0.4915,59,-0.7977
ENSG00000162878,PKDCC,6,-0.6480,12,0.36909,5,-0.9451,15,0.60978,16,0.73681,11,0.11708,10,-0.0208,6,-0.7986
ENSG00000143924,EML4,12,0.29323,8,-0.3160,6,-0.8510,16,0.82785,13,0.46662,11,0.25628,9,-0.0866,6,-0.6043
ENSG00000115944,COX7A2L,95,-0.7613,101,-0.7291,168,0.13389,244,0.73240,175,0.18743,210,0.55242,104,-0.6314,135,-0.2230
ENSG00000057935,MTA3,23,-1.0641,78,0.94616,42,-0.2182,37,-0.3680,36,-0.4159,49,0.06646,40,-0.2607,45,-0.0746
ENSG00000152518,ZFP36L2,113,1.97405,18,-1.1157,22,-0.8147,36,-0.0223,24,-0.6336,11,-1.8724,94,1.61637,28,-0.3943
ENSG00000138036,DYNC2LI1,20,-0.9198,41,0.24248,36,-0.0107,34,-0.1080,40,0.17077,53,0.69847,18,-1.0147,25,-0.5816
ENSG00000138095,LRPPRC,53,-1.0762,102,-0.0600,101,-0.0936,101,-0.0739,145,0.50251,149,0.62958,87,-0.3051,76,-0.5225
ENSG00000138032,PPM1B,83,0.29599,69,-0.0008,81,0.28127,68,-0.0322,85,0.32193,60,-0.2518,63,-0.1351,42,-0.7708
ENSG00000138078,PREPL,122,-2.1410,543,0.13327,396,-0.4143,632,0.36348,694,0.51818,821,0.92077,283,-0.8949,291,-0.8509
ENSG00000143919,CAMKMT,9,-0.2451,8,-0.4462,12,0.15124,11,0.08337,9,-0.3287,9,-0.2554,19,0.86358,12,0.20855
ENSG00000171132,PRKCE,17,-3.2242,149,0.00210,144,-0.0606,195,0.43173,250,0.84524,225,0.76779,57,-1.4562,83,-0.8985
ENSG00000116016,EPAS1,38,-0.4719,31,-0.8664,47,-0.1604,83,0.78078,39,-0.4203,19,-1.6386,162,1.99479,51,-0.0069
ENSG00000119729,RHOQ,64,0.59933,31,-0.6061,42,-0.0822,62,0.54002,27,-0.7580,25,-0.9746,100,1.35078,39,-0.2022
ENSG00000151665,PIGF,27,0.62015,23,0.42143,18,0.01336,24,0.41799,12,-0.6346,13,-0.5592,17,-0.1035,12,-0.6566
ENSG00000119878,CRIPT,100,0.89746,54,-0.1247,40,-0.6026,83,0.58969,42,-0.4793,53,-0.1467,68,0.26763,47,-0.3308
ENSG00000171150,SOCS5,14,-1.2240,33,0.06113,41,0.46632,24,-0.4425,49,0.70600,32,0.01723,30,-0.0883,20,-0.7134
ENSG00000180398,MCFD2,35,-1.4154,73,-0.3389,86,-0.0530,132,0.65101,113,0.39481,102,0.25983,94,0.09181,77,-0.2087
ENSG00000143933,CALM2,1726,-0.3884,2950,0.52768,1993,-0.1806,2468,0.17613,2500,0.19630,2456,0.18811,1409,-0.7012,1415,-0.6946
ENSG00000095002,MSH2,15,-0.8676,33,0.38945,26,-0.0546,33,0.33636,27,0.04201,35,0.47711,15,-0.8230,15,-0.8917
ENSG00000184261,KCNK12,3,-2.8186,44,1.08246,24,-0.0438,21,-0.3051,18,-0.5382,26,0.07870,20,-0.3095,23,-0.1128
ENSG00000116062,MSH6,30,0.87202,15,-0.2396,16,-0.1973,25,0.55114,16,-0.1734,18,0.05951,13,-0.4523,11,-0.6692
ENSG00000138081,FBXO11,38,-1.2045,107,0.42315,80,-0.0825,90,0.09827,103,0.31077,106,0.41327,56,-0.6238,55,-0.6722
ENSG00000170802,FOXN2,54,2.70026,12,0.01477,5,-1.4484,10,-0.2368,7,-0.7754,3,-1.9884,15,0.36815,6,-1.0301
ENSG00000162869,PPP1R21,35,-0.0116,45,0.41228,31,-0.2057,28,-0.3606,35,-0.0055,45,0.42516,18,-0.9863,31,-0.2161
ENSG00000179915,NRXN1,48,-2.4511,334,0.57928,245,0.00995,189,-0.3943,307,0.37463,309,0.43495,181,-0.4591,176,-0.5096
ENSG00000115239,ASB3,44,0.27763,38,0.03363,25,-0.6492,47,0.36614,51,0.49968,30,-0.3321,54,0.59906,25,-0.5768
ENSG00000068912,ERLEC1,55,-1.0552,152,0.60315,78,-0.5773,112,0.03341,199,0.98316,125,0.24176,68,-0.7397,59,-0.9380
ENSG00000068878,PSME4,33,1.51226,10,-0.5407,14,0.06837,5,-1.3438,17,0.39026,14,0.05317,10,-0.4969,7,-0.9489
ENSG00000170634,ACYP2,165,0.31463,163,0.33379,111,-0.3493,182,0.47117,121,-0.1848,115,-0.2813,123,-0.1519,123,-0.1569
ENSG00000115306,SPTBN1,453,0.12267,395,-0.1074,420,0.00178,430,0.04007,372,-0.1914,406,-0.0572,456,0.13389,463,0.15512
ENSG00000214595,EML6,6,-1.0056,11,-0.2147,13,-0.0006,19,0.61573,23,0.95117,15,0.27614,7,-0.8425,7,-0.9157
ENSG00000115310,RTN4,901,-0.4650,1877,0.81785,848,-0.6078,952,-0.3783,1258,0.05829,1687,0.60828,719,-0.8115,680,-0.8949
ENSG00000143947,RPS27A,2823,1.41543,963,-0.4054,1203,-0.0227,1094,-0.1698,1014,-0.2883,764,-0.7881,1283,0.08197,1330,0.13945
ENSG00000085760,MTIF2,12,-0.5657,17,-0.1013,14,-0.3296,20,0.20792,30,0.83721,19,0.16468,17,-0.0321,14,-0.3828
ENSG00000115355,CCDC88A,485,2.03412,69,-1.2838,115,-0.4706,162,0.11141,171,0.19648,103,-0.6470,179,0.26213,93,-0.7549
ENSG00000163001,CFAP36,51,-1.4851,164,0.33992,156,0.24707,159,0.24339,133,-0.0379,154,0.22533,98,-0.5104,106,-0.3905
ENSG00000275052,PPP4R3B,58,0.42282,34,-0.4504,32,-0.5577,64,0.60535,46,0.06005,41,-0.1222,65,0.60971,40,-0.1562
ENSG00000138035,PNPT1,37,1.26779,10,-0.8437,17,-0.0063,27,0.72795,14,-0.2622,17,-0.0116,10,-0.7443,11,-0.6842
ENSG00000115380,EFEMP1,81,1.09951,12,-2.0181,19,-1.2432,66,0.74794,32,-0.3940,10,-2.1876,169,2.52477,27,-0.6627
ENSG00000055813,CCDC85A,6,-2.8729,47,0.28080,57,0.63811,11,-1.9303,25,-0.7217,60,0.73196,34,-0.2504,38,-0.0675
ENSG00000115392,FANCL,29,0.40400,25,0.18772,15,-0.7115,25,0.16188,28,0.33538,28,0.36798,21,-0.1151,10,-1.2030
ENSG00000119866,BCL11A,17,-2.4944,56,-0.8410,74,-0.3991,177,1.05436,228,1.50507,121,0.46349,46,-1.0796,56,-0.7748
ENSG00000115421,PAPOLG,12,-0.1993,17,0.32784,9,-0.6520,12,-0.2297,21,0.66795,19,0.60425,9,-0.6782,7,-0.8993
ENSG00000162928,PEX13,14,0.19168,16,0.43812,12,-0.0326,9,-0.4727,8,-0.5798,10,-0.3925,22,0.91226,7,-0.7941
ENSG00000162929,KIAA1841,10,-0.6220,15,0.03510,16,0.11896,15,0.02124,23,0.69721,15,0.04711,12,-0.3881,11,-0.4153
ENSG00000237651,C2orf74,47,0.13917,47,0.13177,46,0.10778,48,0.15439,31,-0.5232,46,0.09980,34,-0.3815,40,-0.1444
ENSG00000115464,USP34,62,0.31837,44,-0.2498,44,-0.2219,40,-0.3402,56,0.15959,59,0.29498,66,0.42208,36,-0.5112
ENSG00000082898,XPO1,73,0.07389,83,0.30471,53,-0.4872,68,-0.0332,84,0.28470,82,0.27579,72,0.04776,38,-0.9484
ENSG00000170264,FAM161A,22,0.47849,20,0.33523,14,-0.2968,15,-0.1002,19,0.21002,15,-0.1446,15,-0.0960,11,-0.5575
ENSG00000115484,CCT4,105,-0.6046,184,0.31245,125,-0.3638,144,-0.1171,263,0.86970,182,0.28998,120,-0.4017,88,-0.8712
ENSG00000173163,COMMD1,51,0.60807,39,0.20768,29,-0.2931,39,0.19907,28,-0.3498,36,0.05794,26,-0.4279,29,-0.2572
ENSG00000170340,B3GNT2,7,-1.2215,30,1.30146,15,-0.0479,6,-1.2548,10,-0.6780,19,0.43211,5,-1.5609,11,-0.5110
ENSG00000186889,TMEM17,2,-2.6968,17,0.14185,13,-0.3460,42,1.60106,21,0.44450,20,0.38435,4,-1.9923,6,-1.3722
ENSG00000115504,EHBP1,27,-0.8676,50,0.08374,46,-0.0491,58,0.31535,59,0.33234,57,0.31538,35,-0.4628,39,-0.3263
ENSG00000143951,WDPCP,20,1.03619,8,-0.3591,8,-0.4910,19,0.94494,13,0.28394,7,-0.6869,9,-0.2586,9,-0.2567
ENSG00000014641,MDH1,125,-2.7769,1067,0.53980,801,0.01473,684,-0.2362,960,0.30318,1194,0.75878,419,-0.9872,425,-0.9651
ENSG00000169764,UGP2,61,-1.8511,130,-0.7746,267,0.47270,306,0.64254,296,0.58297,228,0.18381,174,-0.2686,179,-0.2239
ENSG00000197329,PELI1,27,0.67133,20,0.20494,9,-1.0352,29,0.80256,24,0.50237,18,-0.0248,10,-0.8460,11,-0.7443
ENSG00000119862,LGALSL,5,-2.4323,32,0.38322,28,0.17317,41,0.76773,22,-0.2115,27,0.09394,19,-0.4946,21,-0.3280
ENSG00000119844,AFTPH,30,-0.6402,49,0.12012,49,0.11265,46,-0.0007,49,0.10898,62,0.54155,29,-0.7169,31,-0.6101
ENSG00000179833,SERTAD2,22,1.29178,12,0.33261,6,-0.8632,8,-0.2841,12,0.33041,8,-0.2678,11,0.18675,3,-1.6818
ENSG00000237638,LINC02245,6,-1.3164,14,0.07323,17,0.37491,6,-1.3075,13,-0.0780,22,0.83487,9,-0.6199,12,-0.2437
ENSG00000115902,SLC1A4,41,-1.2039,76,-0.2891,81,-0.1872,108,0.29258,71,-0.3601,85,-0.0908,195,1.29015,90,-0.0039
ENSG00000011523,CEP68,19,-1.3383,49,0.14877,46,0.02313,44,-0.0252,75,0.83526,55,0.36104,33,-0.5040,25,-0.8873
ENSG00000138069,RAB1A,105,-1.0477,201,-0.0539,215,0.06053,246,0.27333,198,-0.0771,295,0.65109,185,-0.1808,126,-0.7746
ENSG00000138071,ACTR2,108,-0.8033,194,0.10858,186,0.04115,177,-0.0410,231,0.37969,233,0.44717,128,-0.5521,133,-0.4930
ENSG00000198369,SPRED2,8,-2.2037,47,0.45408,39,0.12880,46,0.38885,44,0.31610,40,0.15589,22,-0.7693,28,-0.4201
ENSG00000197223,C1D,44,-0.6692,86,0.41231,64,-0.1254,81,0.27321,71,0.05802,78,0.22339,51,-0.4606,51,-0.4658
ENSG00000243667,WDR92,7,-0.4155,11,0.25764,7,-0.4014,15,0.80446,9,0.04167,11,0.29630,7,-0.3482,4,-1.0162
ENSG00000115946,PNO1,12,0.08310,15,0.56619,8,-0.5345,5,-1.1800,7,-0.7330,14,0.46181,9,-0.3441,14,0.40962
ENSG00000221823,PPP3R1,25,-2.7525,207,0.45716,166,0.05537,148,-0.1320,273,0.86428,197,0.36342,79,-1.1017,105,-0.6593
ENSG00000119865,CNRIP1,53,-1.7793,149,-0.2402,161,-0.1069,251,0.62019,239,0.54278,230,0.53788,143,-0.2785,116,-0.6018
ENSG00000169604,ANTXR1,31,1.63251,6,-1.0718,8,-0.7052,13,0.20975,10,-0.2700,4,-1.4878,27,1.35619,12,-0.0107
ENSG00000198380,GFPT1,18,-0.9516,32,-0.1003,35,0.07681,62,0.99381,27,-0.3392,45,0.51893,22,-0.6395,18,-0.9847
ENSG00000169599,NFU1,30,-0.6961,44,-0.1435,51,0.13428,33,-0.5670,59,0.33215,61,0.43585,45,-0.0807,45,-0.0923
ENSG00000115977,AAK1,58,-1.5819,185,0.21321,173,0.08999,194,0.26497,215,0.43234,206,0.40734,97,-0.8052,115,-0.5576
ENSG00000196975,ANXA4,25,1.65825,3,-1.5137,5,-1.0786,11,0.33258,13,0.57598,10,0.18871,9,0.00086,6,-0.6980
