Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7
ENSG00000188976,NOC2L,36,-0.8859,111,1.00680,49,-0.4721,65,0.08215
ENSG00000188290,HES4,340,1.64669,76,-0.9941,117,-0.3713,113,-0.5182
ENSG00000187608,ISG15,266,1.49856,74,-0.7559,73,-0.8896,114,-0.0954
ENSG00000188157,AGRN,88,1.03328,54,0.14719,48,-0.0357,35,-0.7449
ENSG00000078808,SDF4,75,-0.4747,107,0.10393,134,0.62244,84,-0.4157
ENSG00000176022,B3GALT6,32,-0.1851,54,0.68678,33,-0.1793,34,-0.1724
ENSG00000160087,UBE2J2,12,-2.2230,89,0.99637,55,0.17458,48,-0.1401
ENSG00000131584,ACAP3,148,-0.0695,186,0.32301,116,-0.5431,171,0.27089
ENSG00000127054,INTS11,87,0.32184,95,0.47593,54,-0.5604,72,-0.0148
ENSG00000224051,CPTP,75,0.35238,58,-0.0787,48,-0.4687,66,0.20704
ENSG00000107404,DVL1,56,-1.0275,88,-0.3090,92,-0.2751,138,0.74790
ENSG00000175756,AURKAIP1,156,-0.2641,150,-0.3278,173,-0.1051,209,0.35639
ENSG00000221978,CCNL2,132,1.67283,62,0.24322,39,-0.6332,36,-0.9246
ENSG00000242485,MRPL20,142,-0.2374,161,-0.0366,160,-0.0470,175,0.16776
ENSG00000179403,VWA1,144,1.30277,19,-2.0316,89,0.49645,51,-0.7478
ENSG00000205090,TMEM240,25,-1.6018,98,0.59448,45,-0.7966,90,0.76131
ENSG00000160075,SSU72,191,0.08094,220,0.32964,180,-0.0163,167,-0.2087
ENSG00000228594,FNDC10,54,-0.0085,54,-0.0245,44,-0.4267,62,0.34433
ENSG00000197530,MIB2,8,-2.4476,51,0.47132,38,-0.0246,45,0.41748
ENSG00000215790,SLC35E2A,15,-0.8957,38,0.60003,32,0.36323,24,-0.3134
ENSG00000008130,NADK,17,-1.0002,50,0.74977,34,0.09786,31,-0.1433
ENSG00000078369,GNB1,277,-0.3861,439,0.38957,332,-0.1033,356,0.04587
ENSG00000187730,GABRD,17,-2.6899,185,1.16175,64,-0.7724,117,0.49283
ENSG00000067606,PRKCZ,105,-0.8896,277,0.72493,123,-0.7398,217,0.46270
ENSG00000162585,FAAP20,98,0.23143,52,-0.7996,92,0.15460,88,0.07235
ENSG00000157933,SKI,38,-0.5089,71,0.53020,47,-0.1982,54,0.08257
ENSG00000157916,RER1,46,-0.6407,104,0.73584,86,0.48716,52,-0.6268
ENSG00000157911,PEX10,18,-1.3657,28,-0.7186,56,0.54388,48,0.29344
ENSG00000149527,PLCH2,35,0.22015,46,0.68158,21,-0.6939,31,-0.0019
ENSG00000197921,HES5,3,-4.8581,54,-0.6531,148,1.46473,70,-0.3297
ENSG00000157870,PRXL2B,75,-0.6876,163,0.60317,93,-0.4161,127,0.26233
ENSG00000177133,PRDM16-DT,51,-0.4350,24,-1.5749,125,1.55555,46,-0.8289
ENSG00000158109,TPRG1L,61,-1.1406,217,0.99383,121,-0.0539,116,-0.1556
ENSG00000130764,LRRC47,17,-1.9067,88,0.74325,69,0.37544,53,-0.1838
ENSG00000196581,AJAP1,48,0.20319,79,1.13046,21,-1.2219,42,-0.0193
ENSG00000069424,KCNAB2,142,-0.9278,404,0.83472,187,-0.5674,281,0.28663
ENSG00000116254,CHD5,81,-1.8516,363,0.54521,225,-0.3216,320,0.51765
ENSG00000116251,RPL22,994,0.63531,365,-1.0251,616,-0.2232,746,0.20375
ENSG00000116237,ICMT,13,-1.4792,58,0.91070,39,0.22909,31,-0.2556
ENSG00000158292,GPR153,15,-1.1137,37,0.31335,22,-0.6283,40,0.71243
ENSG00000097021,ACOT7,44,-1.3991,201,1.15293,71,-0.7538,119,0.29055
ENSG00000215788,TNFRSF25,39,0.60359,59,1.38767,13,-1.3376,23,-0.4299
ENSG00000171680,PLEKHG5,19,-1.1542,86,1.44802,25,-0.8287,39,0.03159
ENSG00000162408,NOL9,38,-0.1562,66,0.77135,23,-1.1016,48,0.36487
ENSG00000162413,KLHL21,31,-0.2906,36,-0.0814,44,0.34927,36,-0.1312
ENSG00000007923,DNAJC11,1,-5.3553,56,0.44607,38,-0.2548,56,0.76199
ENSG00000171735,CAMTA1,289,-0.1701,275,-0.2485,267,-0.3547,380,0.47096
ENSG00000049245,VAMP3,72,0.52192,15,-1.9074,67,0.48381,50,-0.1360
ENSG00000049246,PER3,25,-0.6130,35,-0.0422,57,1.04082,26,-0.7326
ENSG00000116288,PARK7,298,-0.2369,218,-0.7429,422,0.43568,348,0.03460
ENSG00000162426,SLC45A1,0,-5.2829,49,1.20639,26,0.06629,25,-0.0341
ENSG00000142599,RERE,133,-0.0738,158,0.21386,124,-0.2202,144,0.10048
ENSG00000074800,ENO1,375,-1.3410,744,-0.2565,1498,1.27985,655,-0.6517
ENSG00000171612,SLC25A33,45,-0.7066,28,-1.4688,129,1.45399,54,-0.6218
ENSG00000171603,CLSTN1,404,-0.4058,914,1.01867,495,-0.0871,437,-0.4007
ENSG00000178585,CTNNBIP1,36,-0.0465,24,-0.7173,35,-0.1333,44,0.42533
ENSG00000162441,LZIC,54,0.28711,26,-0.9197,65,0.76906,37,-0.5118
ENSG00000130939,UBE4B,17,-1.1426,50,0.57214,28,-0.4620,42,0.45080
ENSG00000054523,KIF1B,198,-0.8721,382,0.19950,351,0.06975,365,0.18498
ENSG00000142657,PGD,40,-0.4970,53,-0.0498,61,0.22462,56,0.05061
ENSG00000160049,DFFA,72,0.72103,55,0.24520,49,0.05946,36,-0.6372
ENSG00000120948,TARDBP,42,-0.7120,98,0.72797,55,-0.3250,68,0.12137
ENSG00000116649,SRM,129,-0.1262,143,0.04236,137,-0.0266,142,0.06165
ENSG00000198793,MTOR,22,-0.9373,57,0.64953,47,0.36416,34,-0.3354
ENSG00000116661,FBXO2,409,0.03105,267,-0.6655,445,0.21610,414,0.07977
ENSG00000132879,FBXO44,57,-1.5892,287,1.08272,133,-0.3259,163,0.09460
ENSG00000116670,MAD2L2,39,0.05694,53,0.60431,41,0.15494,30,-0.5293
ENSG00000011021,CLCN6,58,-0.2084,122,1.12318,70,0.14480,46,-0.8007
ENSG00000116685,KIAA2013,37,-0.1698,65,0.81242,43,0.11658,33,-0.5287
ENSG00000083444,PLOD1,68,0.99373,24,-0.7542,50,0.53334,26,-0.8471
ENSG00000116688,MFN2,62,-0.4174,117,0.65057,63,-0.4693,86,0.16932
ENSG00000048707,VPS13D,20,-1.3069,45,-0.0028,45,0.01573,53,0.45156
ENSG00000162496,DHRS3,74,0.76056,17,-1.6435,83,1.30054,26,-1.3048
ENSG00000116731,PRDM2,68,-0.2692,123,0.76431,57,-0.6353,84,0.14355
ENSG00000189337,KAZN,19,-0.7699,28,-0.1252,24,-0.4300,39,0.70158
ENSG00000142634,EFHD2,77,1.23918,45,0.23779,30,-0.4695,30,-0.6114
ENSG00000116786,PLEKHM2,59,-1.0750,103,-0.2031,124,0.12646,135,0.39360
ENSG00000065526,SPEN,78,0.59838,64,0.25863,51,-0.1642,48,-0.3577
ENSG00000055070,SZRD1,31,-0.7947,32,-0.7488,65,0.50529,55,0.18350
ENSG00000159363,ATP13A2,24,-2.3526,125,0.18373,89,-0.4337,152,0.88515
ENSG00000117118,SDHB,119,0.73066,85,0.13843,79,0.03091,62,-0.5532
ENSG00000117115,PADI2,82,0.38834,21,-1.7590,88,0.64334,59,-0.2335
ENSG00000117154,IGSF21,92,0.76237,84,0.59467,46,-0.4888,50,-0.4356
