Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to8,Feature log2 fold change topic 4to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000168329,CX3CR1,30,0.72660,4,-2.2570,16,-0.6898,28,0.49894,35,0.84368
ENSG00000144659,SLC25A38,13,-0.8220,39,0.93327,26,0.50516,16,-0.4869,9,-1.3793
ENSG00000168028,RPSA,635,0.58695,304,-0.6668,339,-0.8038,864,1.03661,520,0.17952
ENSG00000168314,MOBP,506,3.38290,36,-2.0582,16,-3.9625,63,-1.2308,204,0.61821
ENSG00000170011,MYRIP,32,-0.1307,73,1.27411,35,0.05272,20,-0.8225,11,-1.6560
ENSG00000114784,EIF1B,100,-0.5941,230,0.80427,168,0.54496,69,-1.1207,75,-0.9754
ENSG00000168032,ENTPD3,15,-0.8057,14,-0.7941,37,1.67227,3,-2.7833,9,-1.5076
ENSG00000188846,RPL14,652,-0.0723,400,-0.8267,545,-0.5749,1397,1.22261,959,0.56750
ENSG00000168036,CTNNB1,167,-0.1748,198,0.11899,191,0.11542,214,0.24186,138,-0.4567
ENSG00000182606,TRAK1,54,-0.4412,100,0.60108,77,0.32257,47,-0.6084,53,-0.4199
ENSG00000187094,CCK,409,-1.5431,1239,0.28933,1554,1.58411,220,-2.3521,313,-1.8325
ENSG00000114812,VIPR1,11,-0.6968,46,1.70980,17,0.04977,7,-1.3880,8,-1.0641
ENSG00000093183,SEC22C,39,-0.1072,44,0.10366,36,-0.3493,56,0.50241,53,0.41755
ENSG00000008324,SS18L2,35,-0.2438,71,0.91565,45,0.33974,10,-2.0928,28,-0.5974
ENSG00000114857,NKTR,31,-0.0824,34,0.09841,28,-0.3907,39,0.31546,48,0.65047
ENSG00000114853,ZBTB47,85,0.88999,29,-0.9693,45,-0.4585,48,-0.1831,64,0.28646
ENSG00000010282,HHATL,70,0.65814,31,-0.7146,49,-0.0169,28,-0.8658,49,-0.0136
ENSG00000181061,HIGD1A,165,-0.4200,301,0.58941,237,0.37936,158,-0.4468,123,-0.8360
ENSG00000144647,POMGNT2,30,-0.2819,78,1.32261,33,-0.2563,40,0.17875,16,-1.2524
ENSG00000163788,SNRK,28,-0.5356,42,0.16546,50,0.95491,25,-0.6517,6,-2.7401
ENSG00000160746,ANO10,29,0.13468,30,0.17251,23,-0.3620,33,0.33141,30,0.19898
ENSG00000179152,TCAIM,21,0.19196,20,0.10720,15,-0.5590,20,0.10081,31,0.77953
ENSG00000185219,ZNF445,17,0.31067,29,1.21741,12,-0.4120,15,0.12883,2,-2.4020
ENSG00000163807,KIAA1143,27,-0.2932,44,0.48150,38,0.53224,23,-0.5402,11,-1.6551
ENSG00000169964,TMEM42,21,-0.2552,46,1.06152,24,-0.0809,37,0.67119,0,-5.6211
ENSG00000163812,ZDHHC3,26,0.08896,30,0.35658,27,0.28437,10,-1.3411,18,-0.4697
ENSG00000075914,EXOSC7,19,-0.1276,27,0.43545,23,0.34842,25,0.30271,0,-5.4483
ENSG00000249992,TMEM158,43,-0.8477,182,1.64509,82,0.47511,21,-1.7985,5,-3.8617
ENSG00000211456,SACM1L,31,-0.8260,88,0.93527,61,0.67397,8,-2.6887,34,-0.5725
ENSG00000163818,LZTFL1,11,-1.4722,38,0.50373,35,0.71177,14,-1.0087,30,0.12410
ENSG00000160799,CCDC12,28,-0.7322,38,-0.2126,46,0.14283,76,0.93092,36,-0.3116
ENSG00000181555,SETD2,34,-0.0090,37,0.12091,31,-0.2460,30,-0.1948,51,0.63605
ENSG00000088727,KIF9,14,-0.6338,16,-0.3158,19,-0.1799,10,-0.9918,52,1.64221
ENSG00000114648,KLHL18,13,-1.0790,34,0.46254,33,0.88719,25,-0.0004,3,-3.1500
ENSG00000076201,PTPN23,42,0.03248,50,0.30146,41,-0.0698,42,0.03048,36,-0.2378
ENSG00000114650,SCAP,43,-0.3488,76,0.61340,53,0.07167,47,-0.1590,46,-0.2090
ENSG00000163832,ELP6,18,-0.3208,29,0.48227,21,-0.0924,41,1.05054,6,-1.9588
ENSG00000114646,CSPG5,301,0.70680,146,-0.5495,230,0.31084,102,-1.0981,76,-1.5463
ENSG00000173473,SMARCC1,42,0.28382,11,-1.8373,21,-1.2917,83,1.41406,79,1.32747
ENSG00000132153,DHX30,69,-0.7094,154,0.63259,112,0.19847,101,-0.0503,93,-0.1821
ENSG00000047849,MAP4,268,-0.0649,307,0.16145,289,0.11443,154,-0.9215,337,0.31368
ENSG00000164050,PLXNB1,160,1.16946,30,-1.6652,72,-0.5392,102,0.23028,74,-0.2902
ENSG00000232112,TMA7,578,-0.0330,440,-0.4608,604,0.07297,649,0.15562,625,0.09623
ENSG00000164054,SHISA5,73,-0.4818,119,0.34795,95,-0.0400,164,0.89190,58,-0.7926
ENSG00000010256,UQCRC1,136,-0.7694,267,0.37134,248,0.48979,198,-0.1112,147,-0.5822
ENSG00000213672,NCKIPSD,23,-1.0285,64,0.68231,48,0.42454,18,-1.2832,52,0.33335
ENSG00000068745,IP6K2,51,-0.2572,122,1.21281,55,-0.1880,39,-0.6331,52,-0.2051
ENSG00000114302,PRKAR2A,28,-0.2275,41,0.40242,31,-0.0604,40,0.39379,25,-0.3716
ENSG00000177479,ARIH2,37,0.11536,41,0.29000,32,-0.1860,63,1.00118,6,-2.6368
ENSG00000178467,P4HTM,55,-0.9159,163,0.91098,118,0.73826,48,-1.0373,31,-1.6753
ENSG00000178252,WDR6,61,0.13207,54,-0.0713,47,-0.4941,121,1.28647,34,-0.7774
ENSG00000178149,DALRD3,21,0.07332,18,-0.1831,19,-0.1723,26,0.43254,20,0.03220
ENSG00000178057,NDUFAF3,97,-0.1313,108,0.05441,102,-0.0634,153,0.63633,77,-0.4660
ENSG00000178035,IMPDH2,43,-0.2622,37,-0.5031,35,-0.8819,186,2.37919,18,-1.5418
ENSG00000198218,QRICH1,27,-0.4743,60,0.85712,36,0.02795,54,0.67533,8,-2.1512
ENSG00000172053,QARS,28,-0.4232,38,0.09738,36,-0.0520,74,1.19757,15,-1.3220
ENSG00000172046,USP19,24,0.08167,28,0.32088,24,0.12570,33,0.60497,0,-5.4240
ENSG00000172037,LAMB2,26,-0.6273,8,-2.2950,19,-1.5540,181,3.04152,40,0.10529
ENSG00000185909,KLHDC8B,9,-1.3357,31,0.66282,22,0.24994,35,0.86548,10,-1.1171
ENSG00000114316,USP4,25,-0.0430,32,0.38923,31,0.64045,14,-0.8568,2,-3.3611
ENSG00000067560,RHOA,226,-0.1908,230,-0.1406,189,-0.7238,567,1.39083,317,0.37585
ENSG00000145022,TCTA,25,-0.2922,36,0.32964,33,0.36616,27,-0.1152,15,-1.0247
ENSG00000145029,NICN1,18,-1.2614,47,0.30646,48,0.73777,33,-0.2422,28,-0.4805
ENSG00000173402,DAG1,71,0.36237,42,-0.5273,49,-0.4632,126,1.29461,29,-1.0594
ENSG00000164061,BSN,80,-1.3444,326,0.99491,241,1.02869,43,-2.1547,60,-1.6732
ENSG00000164062,APEH,48,-0.1878,68,0.39115,59,0.28677,46,-0.2206,30,-0.8984
ENSG00000164068,RNF123,14,-0.5597,32,0.83488,26,0.98308,4,-2.2480,0,-5.3732
ENSG00000176095,IP6K1,54,-0.7837,117,0.49512,105,0.63944,35,-1.3750,75,-0.2090
ENSG00000164076,CAMKV,114,-0.8974,356,1.01533,233,0.59412,69,-1.5833,118,-0.7746
ENSG00000164077,MON1A,25,0.26225,27,0.40479,24,0.29619,18,-0.2754,1,-4.2355
ENSG00000004534,RBM6,38,0.19181,50,0.61791,28,-0.5372,50,0.61748,27,-0.3814
ENSG00000003756,RBM5,35,-0.4944,58,0.35482,55,0.46986,61,0.41804,7,-2.8775
ENSG00000114353,GNAI2,212,0.28794,129,-0.5289,123,-0.9491,361,1.16614,278,0.71057
ENSG00000012171,SEMA3B,61,1.09697,9,-1.9499,5,-3.5868,172,3.12212,19,-0.9311
ENSG00000068001,HYAL2,16,-0.9493,16,-0.8911,12,-1.9427,124,2.73678,57,1.14203
ENSG00000114383,TUSC2,75,-0.4418,140,0.61110,118,0.67225,71,-0.4721,10,-3.3368
ENSG00000114388,NPRL2,18,-0.3714,37,0.78130,21,-0.2311,21,-0.0909,28,0.33872
ENSG00000126062,TMEM115,26,-0.4282,42,0.33866,28,-0.5279,70,1.22375,35,0.07180
ENSG00000088543,C3orf18,11,-0.6923,11,-0.6120,23,1.11299,18,0.06372,1,-3.4079
ENSG00000088538,DOCK3,48,-0.8762,159,1.13394,99,0.65187,21,-2.0501,38,-1.1755
ENSG00000145050,MANF,28,-0.2706,30,-0.1204,25,-0.6262,87,1.72140,24,-0.4690
ENSG00000259956,RBM15B,19,-0.7890,29,-0.0762,36,0.52664,39,0.41309,18,-0.8223
ENSG00000164081,TEX264,29,-0.5351,49,0.32726,34,-0.4325,75,1.04668,48,0.27120
ENSG00000164082,GRM2,8,-1.1987,28,0.82717,21,0.69238,0,-5.9403,20,0.26202
ENSG00000090097,PCBP4,60,0.56205,22,-1.0838,30,-0.9839,84,1.05544,70,0.74719
ENSG00000248487,ABHD14A,63,-0.3011,128,0.87435,87,0.43634,46,-0.7717,19,-2.0594
ENSG00000162244,RPL29,1031,0.51658,425,-0.9509,492,-1.1238,1525,1.12214,1354,0.91207
ENSG00000164086,DUSP7,19,-0.2683,27,0.28944,27,0.58125,1,-4.0375,23,0.03875
ENSG00000023330,ALAS1,23,0.00259,54,1.43747,23,0.04836,11,-1.0559,2,-3.5692
ENSG00000247596,TWF2,20,-0.9342,76,1.33119,33,-0.1003,53,0.69015,10,-1.7876
ENSG00000164091,WDR82,72,-1.0090,171,0.44538,156,0.57344,116,-0.1870,92,-0.5379
ENSG00000163930,BAP1,91,-0.0383,66,-0.5247,107,0.45205,92,-0.0112,51,-0.9183
ENSG00000010322,NISCH,136,-0.2110,252,0.82921,158,0.10732,90,-0.8278,122,-0.3533
ENSG00000168268,NT5DC2,32,0.71771,29,0.45320,18,-0.5539,32,0.61772,5,-2.0703
ENSG00000168273,SMIM4,30,0.02605,20,-0.5912,31,0.13566,28,-0.0901,32,0.15954
ENSG00000163939,PBRM1,22,-0.3595,21,-0.3879,30,0.28435,52,1.07437,5,-2.4502
ENSG00000163938,GNL3,16,-1.1063,61,1.08247,32,0.03886,40,0.35274,24,-0.4650
ENSG00000016864,GLT8D1,15,-0.5723,44,1.28600,18,-0.3768,43,1.21704,0,-5.4461
ENSG00000114902,SPCS1,152,0.08824,193,0.46765,137,-0.1391,173,0.28847,89,-0.7630
ENSG00000114904,NEK4,23,0.41694,30,0.76717,16,-0.3572,26,0.55191,2,-3.1644
ENSG00000272573,MUSTN1,16,-1.8507,3,-4.2146,4,-4.5433,330,3.98045,130,1.59447
ENSG00000163932,PRKCD,19,-0.8092,83,1.70249,30,-0.1147,21,-0.6027,19,-0.7680
ENSG00000163931,TKT,72,-0.1788,102,0.38711,87,0.25123,101,0.37411,18,-2.2436
ENSG00000016391,CHDH,37,0.63118,9,-1.5735,26,0.03038,17,-0.6438,30,0.20061
ENSG00000113811,SELENOK,162,0.17165,102,-0.5774,134,-0.2700,227,0.71028,153,0.05999
ENSG00000157445,CACNA2D3,17,-0.7931,51,1.07972,28,0.16601,33,0.36481,8,-1.8533
ENSG00000187672,ERC2,98,0.02400,114,0.26178,112,0.45946,20,-2.3444,77,-0.3653
ENSG00000163946,TASOR,24,0.08684,34,0.62378,20,-0.3136,41,0.97304,4,-2.5132
ENSG00000163947,ARHGEF3,21,-1.1348,97,1.48113,46,0.34922,24,-0.8187,17,-1.3575
ENSG00000157500,APPL1,50,0.03279,57,0.24571,51,0.13064,39,-0.3663,38,-0.3942
ENSG00000174840,PDE12,15,-0.6526,38,0.91763,23,0.15642,10,-1.2124,25,0.24671
ENSG00000168374,ARF4,56,-0.7354,133,0.71732,82,-0.1086,84,-0.0367,117,0.50337
ENSG00000163681,SLMAP,33,-0.4049,44,0.08107,42,0.01220,61,0.60790,37,-0.1844
ENSG00000163686,ABHD6,32,-0.5122,90,1.22296,49,0.36316,30,-0.5628,5,-3.1513
ENSG00000168297,PXK,36,0.52650,37,0.50330,24,-0.3376,11,-1.3575,31,0.23797
ENSG00000168291,PDHB,67,-0.1329,105,0.59553,72,-0.0154,74,0.02215,52,-0.5209
ENSG00000168301,KCTD6,20,-0.6185,53,1.00784,32,0.31559,29,0.02442,6,-2.3495
ENSG00000168309,FAM107A,943,0.83814,208,-1.6500,476,-0.6455,495,-0.3326,1135,1.03900
ENSG00000144724,PTPRG,26,-1.1191,72,0.57531,51,0.01175,53,0.07694,75,0.64246
ENSG00000114405,C3orf14,48,-0.4900,85,0.45533,81,0.78853,47,-0.5009,6,-3.3817
ENSG00000163618,CADPS,65,-1.0438,229,1.08026,156,0.88711,28,-2.1744,34,-1.9194
ENSG00000163630,SYNPR,104,-0.6983,115,-0.4704,232,1.53794,31,-2.4420,44,-1.9276
ENSG00000163634,THOC7,65,-0.3118,126,0.80008,94,0.62450,37,-1.1271,11,-2.8391
ENSG00000163636,PSMD6,41,-0.2587,95,1.16090,51,0.21561,34,-0.5464,9,-2.4328
ENSG00000163637,PRICKLE2,37,-0.7431,102,0.94195,64,0.29747,20,-1.6118,62,0.11930
ENSG00000151276,MAGI1,26,-1.4894,75,0.21287,97,1.51120,39,-0.7906,2,-4.9796
ENSG00000144741,SLC25A26,20,-0.1091,30,0.56556,23,0.27844,26,0.29647,0,-5.5084
ENSG00000144749,LRIG1,236,1.30878,45,-1.5367,90,-0.8023,191,0.72173,76,-0.7653
ENSG00000172340,SUCLG2,42,0.52076,5,-2.7506,15,-1.6170,68,1.28794,83,1.66471
ENSG00000183662,TAFA1,18,-1.1848,133,2.35942,36,-0.0337,2,-3.9108,13,-1.5602
ENSG00000144747,TMF1,22,-0.6618,18,-0.8784,35,0.20004,46,0.54901,43,0.45412
ENSG00000144744,UBA3,31,-0.5181,57,0.50353,47,0.38856,18,-1.3046,44,0.08333
ENSG00000144746,ARL6IP5,115,-0.6737,336,1.15105,187,0.30380,125,-0.4840,68,-1.3943
ENSG00000114861,FOXP1,17,-1.8341,29,-0.9787,36,-0.9995,204,2.42742,94,0.91895
ENSG00000163412,EIF4E3,30,-0.5382,48,0.21558,53,0.79739,6,-2.9206,37,-0.1744
ENSG00000170837,GPR27,30,-0.2348,43,0.36242,36,0.10499,35,0.03828,27,-0.3696
ENSG00000163602,RYBP,24,-0.4273,44,0.58676,32,0.15470,51,0.84500,2,-3.9644
ENSG00000163605,PPP4R2,31,-0.3181,64,0.91383,35,-0.1737,35,-0.1086,36,-0.0566
ENSG00000121440,PDZRN3,12,-0.9712,35,0.73696,25,0.43302,33,0.68158,1,-4.4900
ENSG00000185008,ROBO2,31,-0.6323,111,1.54015,55,0.62478,4,-3.5949,0,-6.5611
ENSG00000169855,ROBO1,21,-0.7631,25,-0.4499,41,0.65831,42,0.33672,20,-0.7694
ENSG00000175161,CADM2,151,-0.8479,373,0.67732,314,0.79919,117,-1.1593,110,-1.2469
ENSG00000083937,CHMP2B,46,-0.1985,74,0.59714,47,-0.2468,41,-0.3455,72,0.54472
ENSG00000163320,CGGBP1,41,-0.8097,71,0.12694,64,-0.0683,88,0.47625,95,0.60941
ENSG00000269028,MTRNR2L12,11189,1.01627,1575,-2.1981,5065,-0.7056,6582,-0.0196,10770,0.79499
ENSG00000261292,AC110491.1,10,-1.5618,44,0.78726,40,1.52871,4,-2.7304,0,-5.8359
ENSG00000113966,ARL6,12,-0.9844,53,1.47176,25,0.42117,2,-3.1404,15,-0.6222
ENSG00000080822,CLDND1,283,1.94584,98,-0.2474,51,-1.8112,149,0.42492,83,-0.5132
ENSG00000184220,CMSS1,37,-0.5235,82,0.81305,61,0.63850,27,-0.9521,12,-2.0955
ENSG00000036054,TBC1D23,14,-0.6428,41,1.16576,18,-0.3796,47,1.37934,0,-4.9360
ENSG00000114021,NIT2,15,-1.2661,63,1.13255,36,0.35216,34,0.08687,14,-1.2824
ENSG00000154174,TOMM70,37,-1.0256,148,1.34094,78,0.47113,42,-0.7221,18,-2.0034
ENSG00000114354,TFG,54,-0.1518,99,0.84918,62,0.16145,68,0.21925,4,-3.9684
ENSG00000174173,TRMT10C,19,-0.5879,51,1.09885,31,0.54410,15,-0.8125,3,-3.1367
ENSG00000081154,PCNP,149,0.02692,112,-0.4291,154,0.15157,123,-0.2757,162,0.16037
ENSG00000066422,ZBTB11,14,-1.4182,59,0.91221,41,0.62900,13,-1.4257,32,-0.0904
ENSG00000114391,RPL24,931,0.10859,573,-0.6672,613,-0.8971,1947,1.35975,1325,0.67918
ENSG00000182504,CEP97,14,-0.3186,26,0.72524,16,-0.0706,19,0.22665,12,-0.4542
ENSG00000144815,NXPE3,23,-0.1991,32,0.37565,26,0.01422,20,-0.4033,29,0.22886
ENSG00000170017,ALCAM,60,-1.1128,111,-0.0833,122,0.11695,221,1.06383,108,-0.1207
ENSG00000114439,BBX,41,-0.0551,26,-0.7347,27,-1.0838,84,1.15089,96,1.38576
ENSG00000196776,CD47,71,-0.6015,173,0.90516,105,0.14491,42,-1.3290,119,0.27984
ENSG00000114446,IFT57,20,-0.6550,47,0.73061,31,0.15035,48,0.77939,6,-2.3647
ENSG00000198919,DZIP3,49,-0.3081,76,0.41887,65,0.32064,36,-0.7478,50,-0.2530
ENSG00000144827,ABHD10,28,-0.9513,84,0.88866,62,0.80892,29,-0.7993,8,-2.5783
ENSG00000144834,TAGLN3,143,-1.1037,581,1.27137,342,0.71892,69,-2.1051,101,-1.5293
ENSG00000091972,CD200,38,-1.2260,173,1.32975,96,0.63405,25,-1.7401,35,-1.2442
ENSG00000144848,ATG3,47,0.04808,60,0.43689,31,-0.9926,76,0.82458,76,0.83034
ENSG00000138459,SLC35A5,27,0.25443,42,0.92838,23,-0.1258,15,-0.7127,13,-0.9599
ENSG00000163608,NEPRO,13,-0.3794,38,1.41795,16,-0.0278,8,-1.0521,10,-0.7042
ENSG00000072858,SIDT1,4,-2.2410,34,1.07814,16,-0.2032,7,-1.2915,45,1.59650
ENSG00000176542,USF3,15,-0.4988,26,0.44362,22,0.39034,28,0.54581,2,-3.2420
ENSG00000121579,NAA50,31,-0.4933,55,0.48666,40,-0.0680,53,0.41342,40,-0.0428
ENSG00000114573,ATP6V1A,87,-1.2740,401,1.29778,230,0.68975,82,-1.2669,56,-1.8290
ENSG00000184307,ZDHHC23,7,-1.1368,32,1.26562,20,0.95180,3,-2.1498,0,-4.9996
ENSG00000181722,ZBTB20,39,0.54486,7,-2.1583,4,-3.7305,100,2.20823,88,1.94166
ENSG00000172020,GAP43,488,-0.8059,945,0.31057,1069,1.11886,203,-2.0538,335,-1.3062
ENSG00000185565,LSAMP,130,-0.2616,151,0.00124,185,0.65898,108,-0.5233,65,-1.2935
ENSG00000144847,IGSF11,23,0.77535,28,1.00223,13,-0.3483,11,-0.4551,0,-5.0327
ENSG00000113845,TIMMDC1,45,0.01391,47,0.08730,45,0.06714,49,0.18071,30,-0.5755
ENSG00000138495,COX17,106,-0.3002,126,0.00791,123,-0.0627,226,0.97932,77,-0.7513
ENSG00000082701,GSK3B,51,-0.6515,163,1.31651,90,0.55756,33,-1.2615,4,-4.1499
ENSG00000163428,LRRC58,36,0.24558,19,-0.7774,22,-0.8740,49,0.73969,63,1.17881
ENSG00000163430,FSTL1,44,0.35444,1,-5.3031,15,-1.8620,131,2.32241,67,1.00206
ENSG00000065518,NDUFB4,289,-0.0216,276,-0.0918,312,0.19363,304,0.06462,206,-0.5537
ENSG00000144840,RABL3,23,-0.3721,30,0.07409,29,0.01903,23,-0.3578,44,0.67096
ENSG00000145087,STXBP5L,30,-0.7144,96,1.26102,55,0.64779,10,-2.2519,11,-2.1579
ENSG00000173230,GOLGB1,61,-0.3104,39,-0.9656,69,-0.1645,115,0.73699,111,0.67443
ENSG00000163406,SLC15A2,40,0.25485,12,-1.5884,43,0.64708,24,-0.5981,19,-0.9071
ENSG00000114023,FAM162A,79,-0.7144,177,0.64098,136,0.40336,62,-1.0071,117,-0.0278
ENSG00000114030,KPNA1,39,-0.4936,83,0.77760,49,-0.1317,57,0.15146,53,0.03467
ENSG00000173175,ADCY5,53,-0.1673,69,0.26769,52,-0.3141,63,0.12043,85,0.62614
ENSG00000206527,HACD2,38,-0.5304,88,0.87892,52,0.03635,56,0.14666,34,-0.6306
ENSG00000065534,MYLK,52,0.75812,9,-1.9576,30,-0.3766,59,0.84192,26,-0.4788
ENSG00000160145,KALRN,50,-0.9690,194,1.33112,108,0.62643,30,-1.6604,24,-1.9773
ENSG00000082781,ITGB5,38,0.47993,3,-3.3090,24,-0.4449,60,1.21178,30,0.03497
ENSG00000163848,ZNF148,31,-0.4175,47,0.27713,41,0.12546,32,-0.3201,48,0.29849
ENSG00000114520,SNX4,24,-0.3410,43,0.65798,36,0.70874,17,-0.8016,1,-4.2851
ENSG00000144909,OSBPL11,22,0.55537,15,-0.1183,14,-0.4131,19,0.27956,15,-0.1551
ENSG00000114544,SLC41A3,91,-0.0506,189,1.18002,95,0.02879,54,-0.8527,39,-1.3601
ENSG00000144908,ALDH1L1,85,0.82677,9,-2.6322,64,0.47549,28,-1.0137,22,-1.3643
ENSG00000163884,KLF15,34,1.13338,5,-1.9996,21,0.26735,13,-0.5655,0,-5.3316
ENSG00000159685,CHCHD6,46,-0.4134,81,0.54248,71,0.65731,19,-1.6914,33,-0.8665
ENSG00000114554,PLXNA1,17,-1.5545,69,0.74917,60,1.11674,13,-1.7692,21,-1.1326
ENSG00000163870,TPRA1,19,-0.3588,32,0.48407,22,-0.1466,53,1.38991,0,-5.6344
ENSG00000114631,PODXL2,117,-0.2561,140,0.05955,160,0.52544,76,-0.8968,104,-0.4184
ENSG00000114626,ABTB1,32,-0.2220,49,0.45229,41,0.32812,28,-0.4000,21,-0.8715
ENSG00000074416,MGLL,193,0.72211,88,-0.6300,128,-0.0810,127,-0.0656,78,-0.8230
ENSG00000058262,SEC61A1,43,-0.4156,54,-0.0191,56,0.08125,104,1.08473,21,-1.4705
ENSG00000175792,RUVBL1,13,-0.3170,35,1.32097,16,0.02191,11,-0.5515,6,-1.3663
ENSG00000163902,RPN1,59,-0.7428,111,0.32885,86,-0.1475,154,0.86961,95,0.06852
ENSG00000075785,RAB7A,143,-0.4359,290,0.75854,182,-0.0145,160,-0.2151,185,0.01528
ENSG00000177646,ACAD9,20,-0.1897,33,0.62104,22,-0.0326,8,-1.5887,32,0.60191
ENSG00000240682,ISY1,13,-0.5118,18,0.06912,14,-0.6476,38,1.27641,26,0.60699
ENSG00000169714,CNBP,147,-0.2987,159,-0.1409,166,-0.1334,303,0.92717,153,-0.1995
ENSG00000181789,COPG1,34,-0.9733,101,0.82182,68,0.30869,72,0.25299,32,-0.9987
ENSG00000183624,HMCES,26,-0.3573,47,0.63661,35,0.27121,31,-0.0459,14,-1.2246
ENSG00000184897,H1FX,130,-0.4873,193,0.18705,188,0.26837,232,0.48381,95,-0.9187
ENSG00000129071,MBD4,12,-1.0133,41,0.96433,24,0.19984,14,-0.7498,26,0.22695
ENSG00000163913,IFT122,10,-1.0812,24,0.37138,27,1.15219,14,-0.4570,0,-4.7566
ENSG00000004399,PLXND1,31,-0.2553,45,0.36963,40,0.30590,33,-0.1551,21,-0.8583
ENSG00000172765,TMCC1,21,-0.3856,37,0.53612,34,0.75879,15,-0.8493,3,-2.9697
ENSG00000196455,PIK3R4,18,-0.3620,43,1.04816,20,-0.3664,18,-0.3905,31,0.49443
ENSG00000017260,ATP2C1,63,-0.8090,213,1.26204,111,0.28829,85,-0.2692,30,-1.8198
ENSG00000198585,NUDT16,46,0.05714,43,-0.0557,46,0.04919,25,-0.8943,60,0.45386
ENSG00000114686,MRPL3,36,-0.4507,68,0.59231,56,0.53820,28,-0.7763,23,-1.1158
ENSG00000196353,CPNE4,9,-2.2800,120,1.98308,48,0.69477,8,-2.3945,2,-3.9722
ENSG00000138246,DNAJC13,16,-0.5633,37,0.87165,24,0.28085,27,0.36237,2,-3.0948
ENSG00000081307,UBA5,17,-0.7578,38,0.57178,28,0.22268,17,-0.6551,33,0.36305
ENSG00000144868,TMEM108,18,-0.6796,43,0.76410,23,-0.4172,47,0.90033,29,0.09793
ENSG00000091527,CDV3,49,-0.5089,67,0.00621,60,-0.2628,90,0.48646,107,0.78732
ENSG00000163781,TOPBP1,14,-0.5398,38,1.15030,19,-0.0576,5,-1.9770,27,0.52661
ENSG00000091513,TF,142,2.52857,8,-2.5529,2,-5.3240,97,1.19474,79,0.81707
ENSG00000144867,SRPRB,23,-0.7969,53,0.56263,42,0.38681,58,0.70656,4,-3.0643
ENSG00000154917,RAB6B,229,-1.0448,730,0.90494,557,0.94167,104,-2.1408,159,-1.5117
ENSG00000114019,AMOTL2,22,0.28266,21,0.16204,17,-0.2308,28,0.69178,8,-1.2720
ENSG00000129055,ANAPC13,57,-0.2466,94,0.58205,73,0.33551,57,-0.2235,25,-1.4693
ENSG00000182923,CEP63,18,0.10487,21,0.30146,14,-0.4463,42,1.51537,0,-5.0454
ENSG00000154928,EPHB1,16,-0.1858,16,-0.1572,25,1.27699,3,-2.5721,0,-5.2161
ENSG00000114054,PCCB,19,-0.4849,24,-0.0763,29,0.45126,30,0.27744,14,-0.8822
ENSG00000168917,SLC35G2,24,0.36411,24,0.37852,22,0.33796,13,-0.5801,0,-5.2711
ENSG00000158092,NCK1,15,-0.0981,29,0.99167,16,-0.0414,21,0.47323,0,-5.0871
ENSG00000114098,ARMC8,27,-0.6471,79,1.17933,45,0.41010,26,-0.6531,9,-2.1327
ENSG00000158186,MRAS,99,-0.0454,138,0.50257,113,0.32831,79,-0.3789,34,-1.6753
ENSG00000114107,CEP70,20,0.06605,23,0.28198,11,-1.2560,14,-0.4318,59,1.96352
ENSG00000051382,PIK3CB,41,-0.5381,80,0.57069,67,0.54697,61,0.13677,5,-3.6207
ENSG00000175110,MRPS22,24,-0.4155,41,0.49778,40,0.93268,3,-3.2738,11,-1.4547
ENSG00000184432,COPB2,24,-0.6670,58,0.78766,38,0.17634,60,0.85140,2,-4.3243
ENSG00000114115,RBP1,43,-0.1636,12,-2.0238,31,-1.0517,190,2.58293,31,-0.6562
ENSG00000158258,CLSTN2,47,-0.1130,149,1.92827,49,-0.0458,7,-2.9624,4,-3.6235
ENSG00000114120,SLC25A36,41,-0.6157,99,0.85306,70,0.52201,53,-0.1857,8,-2.9578
ENSG00000177311,ZBTB38,25,-0.9025,82,1.07905,48,0.35383,30,-0.5567,26,-0.7823
ENSG00000155903,RASA2,11,-0.4664,32,1.20982,17,0.31990,13,-0.2848,0,-4.9698
ENSG00000114125,RNF7,83,-0.1781,114,0.34696,86,-0.1615,116,0.38143,89,-0.0531
ENSG00000069849,ATP1B3,42,-1.2860,101,0.17602,82,-0.2800,189,1.24026,124,0.50179
ENSG00000114126,TFDP2,26,-0.2249,27,-0.1851,28,-0.1558,33,0.12719,46,0.70700
ENSG00000175066,GK5,19,0.42561,16,0.15004,14,-0.2190,26,0.91582,0,-5.0061
ENSG00000144935,TRPC1,16,-0.8561,41,0.70923,29,0.31432,18,-0.5993,27,0.03711
ENSG00000163714,U2SURP,44,-0.2247,58,0.23414,48,-0.1030,49,-0.0149,63,0.38821
ENSG00000175040,CHST2,18,-1.3249,79,1.17672,50,0.76021,10,-2.1063,21,-0.9444
ENSG00000114698,PLSCR4,61,1.30273,11,-1.5296,16,-1.5724,65,1.20290,40,0.37783
ENSG00000163754,GYG1,32,-0.3505,59,0.68406,31,-0.5748,51,0.43497,60,0.69341
ENSG00000071794,HLTF,23,-0.4455,45,0.67796,32,0.26977,27,-0.1336,16,-0.9221
