Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000126709,IFI6,275,0.30698,196,-0.2468,302,0.45915,244,0.10863,67,-1.8740,119,-1.1238,379,0.85418,354,0.73438
ENSG00000009780,FAM76A,19,0.62096,8,-0.6557,14,0.12402,10,-0.3522,8,-0.7362,8,-0.8010,6,-1.1857,35,1.73205
ENSG00000117758,STX12,80,-0.2512,59,-0.7170,86,-0.1273,103,0.15967,106,0.21100,85,-0.1665,107,0.21827,129,0.52906
ENSG00000117751,PPP1R8,26,0.31672,17,-0.4075,26,0.29408,18,-0.2982,21,-0.0064,21,-0.0498,12,-0.9389,32,0.66911
ENSG00000117748,RPA2,28,-0.9059,32,-0.6982,50,0.02010,38,-0.4292,50,0.00133,35,-0.5996,89,0.98712,90,1.00068
ENSG00000126698,DNAJC8,114,0.00890,100,-0.1973,103,-0.1481,130,0.21647,132,0.24308,112,-0.0236,105,-0.1276,113,-0.0039
ENSG00000130770,ATP5IF1,277,-1.2925,438,-0.5876,810,0.40564,778,0.33800,642,0.02259,788,0.41819,522,-0.3110,659,0.06518
ENSG00000180098,TRNAU1AP,25,0.68424,21,0.34998,11,-0.5794,20,0.26389,20,0.26748,10,-0.9297,13,-0.4164,21,0.39029
ENSG00000197989,SNHG12,16,0.23412,9,-0.7335,19,0.47908,18,0.35261,7,-0.9733,9,-0.7310,25,0.98071,14,0.00280
ENSG00000120656,TAF12,11,-0.3826,10,-0.6185,11,-0.3961,16,0.09864,19,0.44627,17,0.30161,17,0.26700,13,-0.2399
ENSG00000198492,YTHDF2,32,-1.2885,20,-1.9474,110,0.69734,61,-0.2818,96,0.46756,93,0.47806,57,-0.3803,91,0.36305
ENSG00000116350,SRSF4,46,0.23591,27,-0.5738,29,-0.4806,32,-0.3212,50,0.39376,37,-0.1140,33,-0.2896,64,0.79623
ENSG00000116353,MECR,13,-1.7597,29,-0.5716,49,0.26508,41,-0.0251,61,0.64619,34,-0.3577,79,1.07962,34,-0.3045
ENSG00000060656,PTPRU,13,-0.8449,7,-1.6627,28,0.30420,17,-0.4450,2,-3.3096,1,-4.5181,39,0.90080,97,2.79861
ENSG00000162511,LAPTM5,104,2.56573,34,0.38985,18,-0.6333,21,-0.3851,7,-2.0390,12,-1.2890,17,-0.6757,15,-0.8403
ENSG00000162512,SDC3,94,-0.6119,124,-0.1776,136,-0.0238,101,-0.5040,181,0.44849,166,0.34536,127,-0.1366,149,0.12891
ENSG00000134644,PUM1,70,-0.7589,50,-1.2708,102,-0.1719,159,0.55580,106,-0.1099,109,-0.0756,131,0.23951,185,0.82375
ENSG00000060688,SNRNP40,23,0.21649,15,-0.4495,30,0.65121,19,-0.0479,11,-0.8799,21,0.08706,17,-0.2257,22,0.18407
ENSG00000121766,ZCCHC17,60,-0.7758,102,0.05677,80,-0.3219,104,0.08799,116,0.26344,87,-0.2248,123,0.37108,126,0.41237
ENSG00000121769,FABP3,18,-3.1703,111,-0.4579,99,-0.6363,149,0.01379,303,1.24027,194,0.53298,166,0.18932,94,-0.7057
ENSG00000162517,PEF1,49,-0.8635,59,-0.5719,65,-0.4416,119,0.54991,104,0.32506,89,0.06908,84,-0.0239,111,0.42500
ENSG00000084636,COL16A1,65,1.17212,26,-0.3479,35,0.13178,24,-0.4505,25,-0.4269,11,-1.7723,48,0.64507,47,0.61588
ENSG00000121753,ADGRB2,60,-2.0835,182,-0.3969,273,0.25405,329,0.56478,318,0.50881,184,-0.4344,236,0.01400,340,0.62132
ENSG00000184007,PTP4A2,637,2.24361,132,-0.5770,165,-0.2271,83,-1.2904,166,-0.2209,139,-0.5560,111,-0.8388,138,-0.5072
ENSG00000121774,KHDRBS1,70,-0.4024,80,-0.1989,99,0.14562,64,-0.5311,100,0.16788,105,0.28763,103,0.21926,86,-0.0828
ENSG00000121775,TMEM39B,8,-0.7558,10,-0.3979,7,-0.8112,11,-0.1919,18,0.54429,13,0.12871,6,-1.0006,26,1.24279
ENSG00000025800,KPNA6,35,-0.3665,24,-0.9457,28,-0.6878,38,-0.1964,47,0.13985,47,0.14487,67,0.71194,59,0.48892
ENSG00000084652,TXLNA,32,0.97984,14,-0.3951,21,0.26986,7,-1.3247,17,-0.0525,20,0.22581,5,-1.7425,23,0.41553
ENSG00000160050,CCDC28B,14,-0.1616,18,0.24038,9,-0.8410,19,0.27142,6,-1.4476,18,0.26681,25,0.71657,15,-0.1000
ENSG00000084623,EIF3I,60,-0.8987,82,-0.4278,81,-0.4521,121,0.19485,131,0.32596,132,0.39429,115,0.11223,112,0.06679
ENSG00000175130,MARCKSL1,704,2.15532,152,-0.5731,207,-0.0885,142,-0.6831,120,-0.9431,239,0.17063,78,-1.5823,84,-1.4775
ENSG00000160058,BSDC1,47,-0.5832,60,-0.1963,50,-0.4754,57,-0.2793,101,0.66257,65,-0.0693,92,0.49817,73,0.11865
ENSG00000176261,ZBTB8OS,45,-0.0868,33,-0.5847,50,0.07127,67,0.53891,41,-0.2348,55,0.25598,33,-0.6053,53,0.14780
ENSG00000162521,RBBP4,61,-0.2206,40,-0.8802,67,-0.0823,73,0.05148,76,0.11552,69,-0.0278,85,0.30934,93,0.46266
ENSG00000162522,KIAA1522,1,-3.9593,21,0.44342,12,-0.4402,13,-0.3618,18,0.19707,29,1.20246,15,-0.0553,6,-1.4299
ENSG00000134684,YARS,44,-1.4460,74,-0.6565,70,-0.7456,104,-0.1131,198,0.96839,145,0.49348,128,0.22361,100,-0.1869
ENSG00000160097,FNDC5,8,-1.9064,18,-0.6880,14,-1.0728,31,0.13987,25,-0.1875,64,1.80146,10,-1.5973,21,-0.5034
ENSG00000121905,HPCA,87,-1.7489,214,-0.3725,266,-0.0306,200,-0.4823,489,1.00652,376,0.64481,201,-0.4712,226,-0.2906
ENSG00000121900,TMEM54,47,-0.1269,45,-0.1768,79,0.74448,56,0.17987,54,0.09805,55,0.16067,28,-0.9127,35,-0.5593
ENSG00000116514,RNF19B,10,-1.3094,16,-0.5126,27,0.30805,17,-0.4576,41,0.99772,28,0.42576,10,-1.2225,26,0.20643
ENSG00000004455,AK2,60,1.37152,25,-0.1206,25,-0.1513,17,-0.7022,22,-0.3440,22,-0.3891,26,-0.0934,26,-0.0705
ENSG00000142920,AZIN2,12,-1.2867,10,-1.5182,24,-0.2378,16,-0.9024,36,0.39562,56,1.43060,14,-1.0673,30,0.10268
ENSG00000160094,ZNF362,18,-0.0336,16,-0.1991,21,0.23098,15,-0.2470,18,-0.0147,15,-0.3698,19,0.10621,26,0.60765
ENSG00000134686,PHC2,65,-0.0683,47,-0.5674,60,-0.1962,61,-0.1720,73,0.10594,74,0.15913,88,0.41846,70,0.03979
ENSG00000163866,SMIM12,29,-1.2003,35,-0.9403,80,0.37479,59,-0.1284,63,-0.0135,72,0.24142,89,0.56071,73,0.21656
ENSG00000116544,DLGAP3,18,-1.6524,51,-0.0407,114,1.33140,51,-0.0552,40,-0.4185,51,-0.0692,46,-0.2081,52,-0.0231
ENSG00000163867,ZMYM6,14,-0.0855,9,-0.8007,13,-0.1753,6,-1.4651,18,0.25643,22,0.74521,13,-0.2575,18,0.33589
ENSG00000116560,SFPQ,161,0.44450,95,-0.4084,89,-0.5165,118,-0.0670,135,0.14435,117,-0.0968,132,0.11625,144,0.25801
ENSG00000146463,ZMYM4,18,-0.9445,40,0.32684,21,-0.6686,38,0.21433,36,0.12335,39,0.31436,34,0.03905,32,-0.0441
ENSG00000142687,KIAA0319L,36,-0.6714,35,-0.7152,86,0.71988,57,0.03379,41,-0.4634,51,-0.1479,64,0.23683,78,0.56192
ENSG00000020129,NCDN,130,-2.2806,335,-0.8548,737,0.40519,457,-0.3716,629,0.14031,690,0.34226,583,0.01721,939,0.82084
ENSG00000126067,PSMB2,79,-0.5101,71,-0.6617,84,-0.4126,93,-0.2532,129,0.27430,109,0.00770,126,0.23936,179,0.83440
ENSG00000142686,C1orf216,26,-1.7807,72,-0.2070,80,-0.0277,79,-0.0628,105,0.40596,84,0.05570,97,0.27824,109,0.47922
ENSG00000134698,AGO4,13,0.18751,5,-1.1414,7,-0.6793,18,0.73506,15,0.42957,12,-0.0136,4,-1.3813,18,0.67799
ENSG00000092847,AGO1,22,-0.1140,21,-0.2177,20,-0.2911,18,-0.3985,18,-0.4552,30,0.40496,30,0.36312,27,0.17374
ENSG00000126070,AGO3,36,1.56230,14,-0.0305,12,-0.2852,15,0.01229,11,-0.4625,9,-0.8096,6,-1.4024,19,0.47330
ENSG00000116863,ADPRHL2,23,0.18940,16,-0.4209,9,-1.1554,10,-1.0096,22,0.12568,27,0.50960,23,0.19147,27,0.43071
ENSG00000054116,TRAPPC3,31,-1.0009,34,-0.8622,59,0.00560,50,-0.2549,80,0.51112,71,0.37185,62,0.08324,70,0.28904
ENSG00000116871,MAP7D1,180,0.15551,158,-0.0598,97,-0.8188,175,0.10669,183,0.18037,176,0.13957,155,-0.0904,173,0.08930
ENSG00000054118,THRAP3,72,0.60871,40,-0.3713,31,-0.7516,35,-0.5463,55,0.15554,41,-0.3678,83,0.84932,52,0.07758
ENSG00000196182,STK40,7,-1.4216,19,0.00191,20,0.09698,30,0.73508,18,-0.0897,20,0.06387,17,-0.1953,21,0.13256
ENSG00000181817,LSM10,36,-0.7033,33,-0.8046,79,0.56636,66,0.26312,41,-0.5019,59,0.09796,77,0.53220,54,-0.0623
ENSG00000116885,OSCP1,4,-2.3354,9,-1.3098,38,0.89053,14,-0.6511,25,0.20549,26,0.33453,35,0.76607,20,-0.1728
ENSG00000116898,MRPS15,49,-0.4157,61,-0.0606,54,-0.2640,72,0.21109,69,0.13277,61,-0.0628,96,0.68276,48,-0.4435
ENSG00000163873,GRIK3,9,-1.3548,16,-0.6269,36,0.72690,32,0.50549,1,-4.4089,9,-1.5519,21,-0.1731,77,2.18215
ENSG00000163875,MEAF6,38,-1.5886,61,-0.8793,145,0.51789,104,-0.0320,165,0.74387,108,0.03165,146,0.52458,80,-0.4434
ENSG00000134697,GNL2,12,-0.3118,13,-0.1947,6,-1.3702,16,0.06472,12,-0.2818,16,0.16400,13,-0.2317,30,1.14341
ENSG00000116922,C1orf109,3,-2.3665,8,-0.8987,21,0.54602,16,0.12942,20,0.49384,14,-0.1171,20,0.46988,18,0.29694
ENSG00000185090,MANEAL,8,-2.0698,21,-0.7260,24,-0.4731,40,0.30921,55,0.86038,32,-0.0476,25,-0.4509,59,0.98912
ENSG00000196449,YRDC,6,-1.4800,9,-0.8759,17,0.11424,16,-0.0284,31,1.09904,15,-0.0667,11,-0.6042,24,0.64455
ENSG00000197982,C1orf122,411,0.97295,262,0.20064,263,0.20761,179,-0.4075,169,-0.5004,213,-0.1532,183,-0.3746,191,-0.3101
ENSG00000183431,SF3A3,22,-0.6671,15,-1.2699,56,0.79791,29,-0.2745,34,-0.0030,46,0.56731,27,-0.3936,34,-0.0113
ENSG00000183520,UTP11,14,-1.0852,18,-0.7774,26,-0.2086,35,0.29556,37,0.37223,34,0.25107,34,0.24420,33,0.17680
ENSG00000185668,POU3F1,0,-4.7399,6,-1.6173,10,-0.8482,7,-1.2983,33,1.08449,48,2.49858,0,-5.1961,1,-3.3111
ENSG00000116954,RRAGC,33,-0.2490,16,-1.3062,35,-0.1597,43,0.16855,49,0.40117,48,0.40197,36,-0.1032,39,0.02613
ENSG00000174574,AKIRIN1,51,-0.5086,46,-0.6545,57,-0.3230,78,0.18169,76,0.13088,67,-0.0752,96,0.52537,91,0.43366
ENSG00000168653,NDUFS5,515,-0.5977,788,0.08021,787,0.07749,1004,0.48134,742,-0.0182,789,0.09283,700,-0.1132,641,-0.2541
ENSG00000127603,MACF1,154,0.59316,88,-0.3245,68,-0.7311,100,-0.1171,95,-0.1932,111,0.05465,94,-0.2130,148,0.52544
ENSG00000090621,PABPC4,95,1.14821,38,-0.3660,31,-0.7044,42,-0.2379,34,-0.5319,38,-0.4296,59,0.32280,60,0.35429
ENSG00000116983,HPCAL4,52,-2.0503,178,-0.1580,264,0.48654,211,0.11653,196,-0.0057,190,-0.0636,262,0.47229,228,0.23681
ENSG00000084072,PPIE,48,0.54241,27,-0.4048,33,-0.0993,32,-0.1074,29,-0.2725,38,0.16684,22,-0.6804,44,0.40821
ENSG00000131236,CAP1,107,-0.3437,86,-0.6782,133,0.01378,113,-0.2497,187,0.57625,134,0.02086,134,0.02256,162,0.33502
ENSG00000131238,PPT1,64,-1.1534,94,-0.5528,158,0.27930,165,0.34764,183,0.51774,137,0.04429,87,-0.6753,177,0.46747
ENSG00000084073,ZMPSTE24,22,-0.5494,22,-0.5695,33,0.07212,35,0.14980,40,0.35329,27,-0.2782,36,0.19480,44,0.52172
ENSG00000049089,COL9A2,95,3.94793,19,0.29936,2,-2.7669,5,-1.6256,3,-2.5081,3,-2.3552,7,-1.2960,4,-2.1019
ENSG00000084070,SMAP2,31,-1.8634,85,-0.3537,70,-0.6714,90,-0.2676,166,0.74077,122,0.25978,121,0.20604,151,0.57686
ENSG00000117016,RIMS3,18,-2.0399,80,0.25876,41,-0.8121,57,-0.2873,120,0.95603,99,0.72398,54,-0.3799,48,-0.5711
ENSG00000066136,NFYC,17,-1.1560,13,-1.5385,58,0.79183,40,0.15250,43,0.28655,40,0.15876,40,0.14398,36,-0.0124
ENSG00000179862,CITED4,23,0.52380,15,-0.2270,5,-1.8716,14,-0.3043,37,1.34606,25,0.75915,5,-1.9307,4,-2.1509
ENSG00000171793,CTPS1,1,-3.4958,13,-0.4182,15,-0.2474,27,0.70368,18,0.02982,27,0.90748,10,-0.8210,17,-0.0029
ENSG00000010803,SCMH1,7,-1.1201,11,-0.3813,15,0.09774,6,-1.3485,13,-0.1459,21,0.81494,14,-0.0224,19,0.47116
ENSG00000127124,HIVEP3,8,-1.0048,13,-0.2926,8,-0.9532,19,0.32080,13,-0.2587,12,-0.4980,20,0.36545,37,1.42670
ENSG00000198815,FOXJ3,20,-1.3548,24,-1.0955,55,0.22364,44,-0.1489,70,0.61377,45,-0.1165,78,0.80524,53,0.13967
ENSG00000177181,RIMKLA,2,-4.0579,26,-0.4900,20,-0.8869,52,0.62548,45,0.38196,55,0.84884,44,0.33013,22,-0.7270
ENSG00000127125,PPCS,62,0.19214,51,-0.0991,59,0.12570,35,-0.7113,71,0.42312,45,-0.3336,72,0.44747,52,-0.0823
ENSG00000171960,PPIH,15,-0.0913,9,-0.8990,27,0.92562,8,-1.0589,15,-0.0375,15,-0.0356,15,-0.1166,22,0.53972
ENSG00000065978,YBX1,229,1.90133,86,0.13432,53,-0.6404,41,-1.0152,66,-0.2935,68,-0.2736,46,-0.8549,57,-0.5196
ENSG00000164008,C1orf50,24,0.43525,20,0.12396,15,-0.2956,16,-0.2463,14,-0.4072,19,0.09658,13,-0.5934,25,0.51014
ENSG00000177868,SVBP,28,-0.5851,38,-0.1246,32,-0.3821,39,-0.0552,61,0.67311,45,0.19246,24,-0.8034,54,0.45367
ENSG00000117394,SLC2A1,93,1.28140,39,-0.1939,76,0.90403,42,-0.0845,29,-0.6798,34,-0.4691,21,-1.1350,30,-0.6015
ENSG00000117395,EBNA1BP2,34,-1.3491,56,-0.5871,77,-0.0864,85,0.05980,91,0.18522,93,0.23905,89,0.14519,116,0.58344
ENSG00000179178,TMEM125,104,4.77022,7,-0.9970,1,-3.8315,3,-2.3780,3,-2.1493,4,-1.9357,0,-4.2235,4,-1.9171
ENSG00000066322,ELOVL1,193,4.14264,15,-1.0823,7,-2.2299,9,-1.8789,8,-1.9561,15,-1.2594,8,-1.9311,7,-2.1383
ENSG00000159479,MED8,14,-0.6523,12,-0.9139,24,0.12694,18,-0.3296,30,0.50094,28,0.47285,25,0.19860,18,-0.2714
ENSG00000178922,HYI,38,1.66100,23,0.75368,19,0.41821,9,-0.7732,6,-1.4108,7,-1.0936,8,-0.8869,14,-0.0906
ENSG00000142949,PTPRF,64,-0.7777,74,-0.5513,81,-0.3986,99,-0.0833,208,1.17960,134,0.47716,73,-0.5647,73,-0.5596
ENSG00000066135,KDM4A,15,-0.0329,6,-1.4058,30,1.11414,6,-1.3217,22,0.56314,18,0.27861,10,-0.6679,14,-0.1815
ENSG00000126091,ST3GAL3,11,-2.1961,32,-0.5772,63,0.51114,51,0.16219,39,-0.2752,77,1.02689,30,-0.6559,36,-0.3889
ENSG00000117408,IPO13,132,1.61317,45,-0.2485,34,-0.6826,34,-0.6977,39,-0.4833,41,-0.4552,40,-0.4410,69,0.44624
ENSG00000117410,ATP6V0B,197,-1.3162,268,-0.8471,326,-0.5449,473,0.05054,634,0.53692,559,0.37963,512,0.17979,599,0.44201
ENSG00000117411,B4GALT2,54,-0.0867,73,0.40747,46,-0.3381,49,-0.2541,80,0.55166,61,0.10630,41,-0.5379,51,-0.1977
ENSG00000159214,CCDC24,12,-0.7235,16,-0.3487,22,0.19006,24,0.30333,26,0.42809,24,0.39517,15,-0.4450,14,-0.5115
ENSG00000178028,DMAP1,36,-0.6269,42,-0.3848,75,0.55752,55,0.05909,74,0.55049,47,-0.2353,52,-0.0262,52,-0.0494
ENSG00000117419,ERI3,105,-0.9513,153,-0.3732,191,-0.0209,196,0.02133,225,0.24781,163,-0.3097,276,0.59528,267,0.53767
ENSG00000187147,RNF220,129,0.14278,80,-0.6221,101,-0.2496,106,-0.1728,132,0.17186,141,0.32653,121,0.03074,115,-0.0427
ENSG00000126106,TMEM53,10,-0.5333,12,-0.3465,11,-0.4823,12,-0.2940,14,-0.1350,24,0.95295,15,-0.0009,11,-0.3919
ENSG00000142937,RPS8,2245,1.58539,972,0.10058,762,-0.2928,892,-0.0390,707,-0.4104,536,-0.9318,898,-0.0279,679,-0.4745
ENSG00000070785,EIF2B3,15,-0.7162,13,-0.9741,26,0.11889,24,0.00478,36,0.64349,33,0.57737,15,-0.7506,23,-0.0595
ENSG00000126107,HECTD3,8,-0.6591,16,0.34821,6,-1.1808,5,-1.4354,23,1.00358,15,0.33244,14,0.17600,12,-0.1034
ENSG00000126088,UROD,52,-0.6463,72,-0.1359,59,-0.4407,45,-0.8637,90,0.23602,91,0.29867,81,0.05692,121,0.73143
ENSG00000117450,PRDX1,401,0.40359,286,-0.1489,362,0.23660,298,-0.0840,237,-0.4438,228,-0.5667,384,0.33095,399,0.39547
ENSG00000117448,AKR1A1,57,0.08303,41,-0.4245,49,-0.1663,57,0.09076,50,-0.1311,56,0.05430,55,0.02360,66,0.33493
ENSG00000132780,NASP,73,1.70545,17,-0.7685,21,-0.4582,29,0.06432,27,-0.0579,16,-0.9200,21,-0.4388,30,0.12864
ENSG00000159592,GPBP1L1,41,0.65930,17,-0.6902,22,-0.3294,15,-0.9158,23,-0.2667,36,0.54001,23,-0.2672,32,0.24348
ENSG00000159596,TMEM69,3,-2.3175,12,-0.4383,11,-0.5376,21,0.47345,16,0.05717,14,-0.1790,17,0.10640,33,1.24623
ENSG00000086015,MAST2,22,-0.3464,23,-0.2790,55,1.15113,26,-0.0947,29,0.04498,34,0.38183,8,-1.9073,19,-0.5783
ENSG00000085998,POMGNT1,66,0.16311,39,-0.6749,42,-0.5749,42,-0.5663,56,-0.1149,80,0.55815,52,-0.2161,82,0.52676
ENSG00000132128,LRRC41,34,-0.5182,32,-0.6056,35,-0.4518,45,-0.0917,51,0.13088,57,0.34591,54,0.23485,60,0.38199
ENSG00000173660,UQCRH,293,-1.3533,626,-0.1750,669,-0.0687,769,0.15671,744,0.10452,939,0.57667,648,-0.1215,657,-0.0982
ENSG00000117480,FAAH,46,0.45222,20,-0.9037,22,-0.7091,39,0.15560,46,0.45180,31,-0.2134,42,0.27993,39,0.16077
ENSG00000079277,MKNK1,7,-1.4927,11,-0.8292,16,-0.3019,6,-1.8484,39,1.17333,31,0.91010,15,-0.4060,20,-0.0064
ENSG00000123472,ATPAF1,80,-0.7209,101,-0.3505,168,0.47630,183,0.62118,116,-0.1311,132,0.08771,138,0.14897,84,-0.6506
ENSG00000159658,EFCAB14,107,1.44444,49,0.09762,44,-0.0838,47,0.01576,39,-0.2923,40,-0.2463,25,-0.9320,26,-0.9123
ENSG00000186377,CYP4X1,1,-3.9979,6,-1.8551,11,-1.0741,11,-0.9548,36,0.88934,35,1.00259,26,0.33148,30,0.54495
ENSG00000162368,CMPK1,80,-0.2473,82,-0.2168,95,0.02205,95,0.01683,99,0.08983,115,0.38868,52,-0.9325,111,0.27799
ENSG00000162373,BEND5,8,-2.1652,32,-0.0906,32,-0.0718,35,0.06922,62,1.02678,38,0.23759,23,-0.5850,34,0.03766
ENSG00000162374,ELAVL4,20,-3.0222,88,-0.8481,82,-0.9677,143,-0.0912,257,0.89125,162,0.12336,214,0.57496,235,0.73566
ENSG00000185104,FAF1,23,-0.7142,27,-0.4067,20,-0.9001,29,-0.3426,60,0.86773,45,0.45233,21,-0.8416,51,0.59194
ENSG00000123091,RNF11,140,-1.6508,305,-0.4572,440,0.12732,405,-0.0071,475,0.25453,446,0.17161,512,0.37945,492,0.31308
ENSG00000085832,EPS15,101,-0.8821,90,-1.0659,254,0.59569,150,-0.2725,271,0.70600,193,0.15975,186,0.07249,160,-0.1700
ENSG00000117859,OSBPL9,33,0.97326,11,-0.7464,16,-0.1783,13,-0.5862,24,0.43770,15,-0.3386,16,-0.1833,21,0.24490
ENSG00000078618,NRDC,42,-1.0034,58,-0.5127,76,-0.0726,41,-1.0483,110,0.52637,105,0.52807,73,-0.1345,109,0.50817
ENSG00000169213,RAB3B,25,-2.8040,143,-0.1752,111,-0.5759,170,0.10378,265,0.85977,221,0.63670,142,-0.1871,137,-0.2427
ENSG00000117862,TXNDC12,25,-0.0869,18,-0.5739,27,0.05642,18,-0.6066,16,-0.7981,21,-0.3692,41,0.73388,49,1.05379
ENSG00000134717,BTF3L4,43,-0.7631,51,-0.5043,89,0.38365,87,0.34903,79,0.20307,56,-0.3932,77,0.14981,93,0.45862
ENSG00000157077,ZFYVE9,11,-1.3542,12,-1.2418,31,0.27287,24,-0.1315,32,0.30406,33,0.44277,30,0.19452,31,0.27018
ENSG00000134748,PRPF38A,36,1.22106,16,-0.1593,12,-0.5512,8,-1.1925,11,-0.6933,14,-0.3506,19,0.10781,27,0.70959
ENSG00000134744,TUT4,37,1.63536,13,-0.1628,10,-0.4942,25,0.91599,6,-1.2607,11,-0.5260,4,-1.6911,12,-0.2505
ENSG00000162377,COA7,6,-1.8558,11,-0.8865,13,-0.6096,34,0.85997,13,-0.6332,26,0.49902,31,0.73895,19,-0.0486
ENSG00000162378,ZYG11B,19,-3.0848,80,-0.9580,109,-0.4652,189,0.41538,205,0.56018,160,0.16153,214,0.63222,183,0.36925
ENSG00000116171,SCP2,105,0.40087,67,-0.3097,121,0.64609,76,-0.1271,66,-0.3447,73,-0.1987,77,-0.1030,79,-0.0575
ENSG00000162384,CZIB,37,-0.6462,55,-0.0361,60,0.10634,98,0.93839,49,-0.2091,55,-0.0469,46,-0.3239,51,-0.1618
ENSG00000162385,MAGOH,21,-0.6577,30,-0.0959,23,-0.5490,36,0.16651,34,0.06744,39,0.34597,32,0.00178,37,0.21473
ENSG00000157193,LRP8,8,-2.4684,28,-0.6573,35,-0.3273,46,0.09895,20,-1.1964,54,0.43929,68,0.74773,75,0.92090
ENSG00000058804,NDC1,3,-1.9962,5,-1.4810,22,0.77664,4,-1.7455,13,-0.0235,11,-0.3268,30,1.30867,23,0.84125
ENSG00000058799,YIPF1,10,-1.1066,14,-0.6322,22,0.02363,9,-1.2672,29,0.48712,18,-0.3107,35,0.81195,38,0.92804
ENSG00000081870,HSPB11,35,-0.3596,30,-0.6254,63,0.58245,72,0.80967,20,-1.2083,20,-1.3586,67,0.69985,71,0.79813
ENSG00000116209,TMEM59,231,0.23891,120,-0.8040,166,-0.2939,187,-0.1034,197,-0.0205,194,-0.0513,215,0.11973,292,0.63401
ENSG00000116221,MRPL37,19,-1.8153,44,-0.5588,67,0.11947,87,0.54792,42,-0.6098,72,0.26283,85,0.51117,74,0.27275
ENSG00000157216,SSBP3,76,-0.9314,110,-0.3648,131,-0.0800,152,0.16103,146,0.09725,72,-1.1264,252,1.02657,230,0.86081
ENSG00000243725,TTC4,8,-0.9554,8,-0.9105,23,0.66532,16,0.08148,21,0.49722,13,-0.2468,16,0.06442,19,0.32274
ENSG00000116133,DHCR24,59,-1.5225,103,-0.6752,74,-1.1825,136,-0.2379,317,1.19962,177,0.21495,169,0.11485,208,0.45593
ENSG00000162402,USP24,27,0.28489,20,-0.1604,12,-1.0115,12,-1.0107,31,0.53406,26,0.29965,26,0.25631,22,-0.0594
ENSG00000162407,PLPP3,105,0.53939,81,0.12145,157,1.25746,70,-0.1259,12,-2.7093,15,-2.5808,194,1.66207,31,-1.3773
ENSG00000162409,PRKAA2,10,-1.5967,21,-0.4610,8,-1.8093,33,0.25217,50,0.94295,31,0.17259,40,0.55015,31,0.13914
ENSG00000173406,DAB1,2,-2.8117,16,0.12686,2,-2.8188,7,-1.0694,50,2.22211,22,0.72895,7,-1.1076,6,-1.4338
ENSG00000162601,MYSM1,17,-0.3729,13,-0.7388,9,-1.2923,19,-0.1952,43,1.20394,22,0.07825,19,-0.1587,27,0.37241
ENSG00000177606,JUN,102,1.02463,32,-0.8564,30,-0.9586,22,-1.3982,99,0.96836,72,0.47777,22,-1.4485,51,-0.1377
ENSG00000134709,HOOK1,4,-2.6190,11,-1.2226,14,-0.8472,14,-0.8735,49,1.14923,28,0.19294,45,1.00154,31,0.34429
ENSG00000162599,NFIA,181,2.19125,68,0.35000,62,0.19824,28,-1.0254,5,-3.3947,14,-2.2039,61,0.16223,61,0.16650
ENSG00000162604,TM2D1,33,-1.0480,35,-0.9705,73,0.19813,65,-0.0020,65,-0.0062,62,-0.0699,77,0.28230,111,0.90843
ENSG00000162607,USP1,42,1.33731,16,-0.2428,9,-1.0981,9,-1.1065,15,-0.4189,15,-0.4669,28,0.61071,24,0.34850
ENSG00000116641,DOCK7,23,0.24173,22,0.12708,22,0.16826,8,-1.3801,24,0.27020,14,-0.5620,26,0.41654,26,0.45177
ENSG00000125703,ATG4C,65,2.28598,5,-1.8055,6,-1.6109,8,-1.2824,10,-1.0105,14,-0.5476,25,0.48749,21,0.22538
ENSG00000142856,ITGB3BP,17,0.28574,5,-1.4834,16,0.22514,18,0.37575,15,0.08996,13,-0.1637,15,0.12912,15,0.08452
ENSG00000079739,PGM1,18,-0.9172,31,-0.0877,41,0.40022,36,0.16874,36,0.16442,36,0.21310,22,-0.6113,35,0.13330
ENSG00000162434,JAK1,28,-1.2732,40,-0.7503,59,-0.1379,58,-0.1806,138,1.30168,83,0.48887,66,0.02536,26,-1.3844
ENSG00000162433,AK4,18,-1.1900,29,-0.4374,72,1.05630,43,0.20219,24,-0.7539,15,-1.5875,62,0.80526,68,0.96746
ENSG00000116675,DNAJC6,138,-1.5167,200,-0.9581,338,-0.1328,424,0.23627,538,0.63609,346,-0.1118,480,0.44106,497,0.49935
ENSG00000213625,LEPROT,34,1.27391,21,0.42896,15,-0.0838,11,-0.6240,8,-1.1027,10,-0.8739,28,0.93318,9,-0.9503
ENSG00000184588,PDE4B,59,0.25133,33,-0.6768,26,-1.0590,32,-0.6961,75,0.64744,53,0.08940,65,0.39606,60,0.27812
ENSG00000118473,SGIP1,37,-1.3447,55,-0.7518,86,-0.0336,82,-0.1056,93,0.09197,94,0.13088,112,0.39288,138,0.75526
ENSG00000198160,MIER1,30,0.69101,21,0.09812,12,-0.7766,9,-1.1565,9,-1.1221,19,-0.0609,32,0.79896,26,0.44038
