Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000113068,PFDN1,98,-0.1819,142,0.41317,109,-0.0086,147,0.46548,85,-0.3959,94,-0.2425,98,-0.1791,132,0.33121,80,-0.4972,91,-0.2948
ENSG00000131503,ANKHD1,102,1.27056,25,-0.9778,19,-1.3647,34,-0.5295,53,0.16850,54,0.20785,55,0.23531,47,-0.0239,56,0.25745,31,-0.6702
ENSG00000213523,SRA1,27,-0.1932,27,-0.1890,20,-0.6494,40,0.43467,30,-0.0595,35,0.22609,31,0.01171,33,0.14710,28,-0.1354,32,0.07248
ENSG00000243056,EIF4EBP3,22,1.38985,4,-1.1862,6,-0.5519,3,-1.4817,2,-1.8471,7,-0.3511,12,0.35965,5,-0.9424,23,1.52548,11,0.32332
ENSG00000113108,APBB3,14,-1.1500,33,0.17443,38,0.36500,33,0.17277,30,0.02472,20,-0.5945,34,0.20106,49,0.91225,11,-1.4760,17,-0.8391
ENSG00000176087,SLC35A4,30,0.90338,14,-0.3542,20,0.20850,21,0.33461,14,-0.2566,11,-0.7293,13,-0.4392,12,-0.5884,25,0.61139,17,-0.0121
ENSG00000131495,NDUFA2,210,-0.1551,340,0.61979,250,0.11845,267,0.22629,153,-0.6456,210,-0.1539,195,-0.2764,230,-0.0137,229,-0.0187,237,0.03075
ENSG00000113141,IK,114,0.68333,51,-0.6075,46,-0.7569,86,0.23063,98,0.43722,59,-0.3650,84,0.18971,72,-0.0707,69,-0.1241,71,-0.0732
ENSG00000120314,WDR55,10,-0.2097,7,-0.7689,8,-0.5372,19,0.88274,13,0.23632,8,-0.5225,10,-0.0931,13,0.23755,10,-0.1308,12,0.10930
ENSG00000170445,HARS,28,-1.3402,56,-0.2868,59,-0.1863,97,0.60656,77,0.21345,53,-0.3714,110,0.80352,82,0.36036,48,-0.5247,46,-0.5944
ENSG00000112855,HARS2,7,-0.4975,11,0.29594,10,0.13690,4,-1.3740,7,-0.4460,4,-1.3359,6,-0.7543,17,1.10890,10,0.06616,11,0.26193
ENSG00000146007,ZMAT2,108,-0.7841,183,0.03681,174,-0.0472,166,-0.1189,210,0.25234,218,0.31699,169,-0.0891,197,0.17229,188,0.07807,159,-0.1892
ENSG00000120324,PCDHB10,4,-1.0096,12,0.51629,7,-0.2514,6,-0.6202,13,0.57915,6,-0.6473,11,0.42027,10,0.30046,9,-0.0006,7,-0.2981
ENSG00000120327,PCDHB14,2,-2.7766,17,0.13470,17,0.20874,13,-0.1944,16,0.04757,19,0.32811,25,0.82807,18,0.30033,11,-0.4455,10,-0.5607
ENSG00000178913,TAF7,72,-0.3104,117,0.46027,87,-0.0257,76,-0.2258,63,-0.5088,113,0.40453,74,-0.2737,120,0.56400,71,-0.3277,54,-0.7484
ENSG00000131504,DIAPH1,9,-1.4661,26,0.20732,35,0.66624,29,0.37789,25,0.13219,14,-0.7802,19,-0.2859,22,-0.0390,27,0.24777,24,0.08760
ENSG00000171720,HDAC3,15,-0.7888,30,0.26207,40,0.75164,18,-0.5631,21,-0.3050,34,0.47694,16,-0.6886,35,0.57168,20,-0.3491,15,-0.8042
ENSG00000164620,RELL2,3,-2.8870,23,0.17454,21,0.04223,31,0.63651,36,0.92386,13,-0.6393,13,-0.6468,32,0.82270,5,-1.9268,16,-0.4154
ENSG00000081791,DELE1,31,1.00411,13,-0.3533,15,-0.1489,24,0.58986,12,-0.4186,19,0.22659,16,-0.0697,14,-0.2963,13,-0.3294,10,-0.6865
ENSG00000013561,RNF14,30,-0.5773,74,0.88958,39,-0.1705,31,-0.5112,36,-0.2808,51,0.27622,49,0.18965,57,0.49619,23,-0.9829,28,-0.6354
ENSG00000113552,GNPDA1,15,-1.5791,59,0.48993,45,0.03365,54,0.33129,37,-0.2654,42,-0.0704,55,0.35442,59,0.55649,34,-0.3770,21,-1.0878
ENSG00000131507,NDFIP1,183,-1.8351,644,0.08078,688,0.18778,666,0.13626,594,-0.0455,701,0.21876,684,0.17738,911,0.74079,382,-0.7327,364,-0.8063
ENSG00000187678,SPRY4,2,-1.9477,9,0.07152,4,-0.9880,8,-0.1651,8,-0.1876,8,-0.1978,15,0.79482,13,0.62924,6,-0.5465,12,0.46299
ENSG00000113578,FGF1,371,3.75418,9,-2.7302,9,-2.6859,29,-1.0796,14,-2.0891,43,-0.4551,38,-0.6783,8,-3.0838,84,0.58790,28,-1.1072
ENSG00000145819,ARHGAP26,13,-2.5134,91,0.33676,89,0.31473,66,-0.1672,79,0.10849,59,-0.3321,106,0.59155,101,0.57529,34,-1.1958,69,-0.0909
ENSG00000113580,NR3C1,61,0.23538,55,0.05438,39,-0.4666,31,-0.8060,54,0.01643,64,0.29853,90,0.85312,57,0.13858,39,-0.4594,35,-0.6400
ENSG00000145817,YIPF5,36,-0.4565,65,0.47243,52,0.11290,43,-0.1811,32,-0.6485,41,-0.2734,76,0.72899,64,0.49649,30,-0.7189,30,-0.7241
ENSG00000183775,KCTD16,5,-4.4121,218,1.19617,186,0.91523,84,-0.3639,160,0.66839,68,-0.6977,155,0.60910,84,-0.4089,55,-1.0131,70,-0.6476
ENSG00000133706,LARS,66,0.14293,54,-0.1737,45,-0.4370,53,-0.1955,53,-0.1894,83,0.51398,75,0.36358,55,-0.1533,75,0.34667,47,-0.3855
ENSG00000091009,RBM27,29,0.06455,28,0.01443,33,0.23737,19,-0.5842,25,-0.2037,32,0.19981,34,0.28954,27,-0.0799,27,-0.0454,28,0.01393
ENSG00000113649,TCERG1,39,-0.1568,46,0.10745,40,-0.1202,36,-0.2518,41,-0.0551,65,0.67665,35,-0.3174,51,0.32771,35,-0.3146,31,-0.4937
ENSG00000156475,PPP2R2B,79,-0.8126,134,0.00098,141,0.07437,149,0.16372,142,0.09168,136,0.01836,109,-0.3198,189,0.63147,103,-0.4120,104,-0.3936
ENSG00000113657,DPYSL3,105,0.64144,52,-0.4776,46,-0.6723,50,-0.5448,49,-0.5730,108,0.68410,78,0.15318,72,0.03014,102,0.59357,44,-0.7178
ENSG00000176049,JAKMIP2,34,-0.0744,31,-0.2217,21,-0.8566,25,-0.5453,23,-0.6611,63,0.89717,47,0.40383,46,0.42994,38,0.09258,23,-0.7062
ENSG00000145868,FBXO38,15,0.24798,15,0.22241,12,-0.0556,9,-0.5451,6,-1.2173,16,0.39770,23,0.92473,14,0.11243,7,-0.8857,10,-0.2976
ENSG00000173210,ABLIM3,9,-1.0405,18,-0.1073,10,-0.9666,21,0.17362,25,0.43508,27,0.57508,39,1.18038,16,-0.2821,11,-0.7969,16,-0.2777
ENSG00000164284,GRPEL2,14,-0.4358,10,-0.8900,20,0.16191,21,0.21782,14,-0.3825,25,0.47716,22,0.29242,22,0.34328,15,-0.3312,16,-0.2200
ENSG00000145882,PCYOX1L,8,-1.2689,29,0.59910,21,0.09811,15,-0.4294,22,0.15289,35,0.90430,15,-0.3980,27,0.51683,6,-1.7860,14,-0.5217
ENSG00000113712,CSNK1A1,116,-0.0812,128,0.07722,104,-0.2549,111,-0.1413,137,0.18952,123,0.00916,184,0.67001,113,-0.1269,142,0.24236,69,-0.8716
ENSG00000183111,ARHGEF37,65,3.08083,7,-0.9500,6,-1.1475,3,-1.8601,6,-1.1211,14,0.12644,14,0.18626,5,-1.3382,10,-0.2707,2,-2.2484
ENSG00000113716,HMGXB3,18,0.36018,15,0.10366,19,0.46303,9,-0.5945,7,-1.0712,29,1.18246,16,0.21775,13,-0.1696,10,-0.4902,6,-1.2651
ENSG00000182578,CSF1R,76,1.83140,16,-0.7049,21,-0.2977,20,-0.4087,15,-0.8307,19,-0.5001,16,-0.7172,11,-1.3783,52,1.14307,28,0.12277
ENSG00000113721,PDGFRB,11,-0.0095,5,-1.1450,6,-0.7762,7,-0.7058,9,-0.3289,6,-0.8834,4,-1.3698,3,-1.9876,60,3.21955,6,-0.7615
ENSG00000011083,SLC6A7,1,-3.9792,34,0.59183,29,0.31609,23,-0.0655,31,0.42757,3,-2.9389,10,-1.3498,53,1.60745,5,-2.1848,18,-0.4023
ENSG00000070808,CAMK2A,27,-3.4531,409,0.61749,491,0.92537,287,0.04023,307,0.14754,124,-1.2512,251,-0.1729,313,0.20104,183,-0.6577,371,0.45426
ENSG00000070814,TCOF1,45,0.31114,27,-0.4588,16,-1.2368,22,-0.7823,62,0.84886,25,-0.5723,48,0.42052,45,0.34036,33,-0.1907,37,0.02488
ENSG00000019582,CD74,451,2.44305,59,-1.0479,89,-0.4078,67,-0.8487,45,-1.4369,89,-0.4168,51,-1.2623,31,-2.0815,238,1.19296,125,0.11375
ENSG00000164587,RPS14,1935,1.12272,880,-0.1759,814,-0.2963,1139,0.23539,877,-0.1802,1054,0.10992,538,-0.9345,714,-0.5476,1118,0.20473,1035,0.08195
ENSG00000070614,NDST1,55,1.16530,23,-0.2633,22,-0.2996,25,-0.1512,19,-0.5533,20,-0.4604,41,0.65257,16,-0.8848,39,0.57081,23,-0.2408
ENSG00000171992,SYNPO,7,-4.2403,159,0.27124,246,0.99160,81,-0.7855,158,0.25723,143,0.10209,154,0.21568,135,0.00223,110,-0.3191,152,0.18963
ENSG00000086589,RBM22,41,0.18026,39,0.10875,24,-0.6672,51,0.52558,26,-0.5367,48,0.40425,48,0.42277,36,-0.0436,35,-0.0938,21,-0.8314
ENSG00000132912,DCTN4,58,-0.0438,39,-0.6320,55,-0.1198,42,-0.5289,67,0.19362,70,0.25461,81,0.50430,77,0.46690,56,-0.1064,31,-0.9732
ENSG00000211445,GPX3,10,-1.5590,74,1.65595,22,-0.3579,22,-0.3626,50,0.97728,8,-1.7872,1,-4.5292,39,0.64165,12,-1.3066,27,-0.0201
ENSG00000145901,TNIP1,31,0.19138,19,-0.5740,18,-0.6105,36,0.44304,21,-0.4363,33,0.27190,37,0.47984,26,-0.0900,32,0.21460,24,-0.2454
ENSG00000197043,ANXA6,47,-2.2065,333,0.80650,131,-0.6802,151,-0.4668,127,-0.7238,174,-0.2394,278,0.50309,394,1.29188,91,-1.2400,115,-0.8836
ENSG00000196743,GM2A,44,1.72364,8,-0.9798,8,-1.0860,15,-0.0793,9,-0.8438,9,-0.8633,16,0.04846,9,-0.9700,36,1.36977,11,-0.4968
ENSG00000123643,SLC36A1,2,-1.9231,9,-0.0216,6,-0.7340,3,-1.4557,6,-0.5610,23,1.51864,7,-0.4988,19,1.34344,4,-1.1503,3,-1.3886
ENSG00000113140,SPARC,341,2.35266,77,-0.2619,81,-0.1950,32,-1.5722,31,-1.6164,50,-0.9163,32,-1.6036,44,-1.1936,204,1.34529,67,-0.4741
ENSG00000177556,ATOX1,260,0.56668,205,0.18386,200,0.13890,239,0.43002,159,-0.2228,174,-0.0804,114,-0.7304,158,-0.2574,169,-0.1207,177,-0.0531
ENSG00000145907,G3BP1,41,0.22197,35,-0.0342,34,-0.0888,25,-0.5406,35,-0.0482,45,0.34967,32,-0.1579,37,0.04622,44,0.31349,30,-0.2884
ENSG00000155511,GRIA1,5,-4.4458,104,0.02744,106,0.05472,76,-0.4622,108,0.08651,196,1.07225,148,0.59483,129,0.42305,70,-0.5964,54,-0.9678
ENSG00000055147,FAM114A2,5,-0.8960,12,0.31851,9,-0.1373,14,0.58378,8,-0.2826,17,0.91978,11,0.19782,7,-0.4352,12,0.33146,3,-1.5249
ENSG00000164576,SAP30L,38,0.72875,25,0.04087,26,0.09950,28,0.25331,23,-0.0938,20,-0.2658,18,-0.4459,17,-0.5553,30,0.36318,23,-0.1041
ENSG00000155506,LARP1,115,-0.6314,134,-0.3845,86,-1.0625,150,-0.2112,306,0.94477,221,0.40004,214,0.35350,215,0.40315,121,-0.5467,114,-0.6341
ENSG00000170271,FAXDC2,110,2.54534,7,-2.0331,9,-1.6935,20,-0.4476,11,-1.3933,31,0.20094,20,-0.4658,9,-1.6678,53,1.09879,18,-0.6422
ENSG00000155508,CNOT8,30,-0.1884,38,0.15573,23,-0.5949,35,0.02527,26,-0.3919,42,0.34521,36,0.10310,42,0.35556,40,0.27415,20,-0.7852
ENSG00000082515,MRPL22,49,0.41367,46,0.32346,37,-0.0464,37,-0.0169,28,-0.4410,63,0.81399,25,-0.6659,36,-0.0926,27,-0.5305,33,-0.2334
ENSG00000155868,MED7,8,-0.9362,18,0.19035,15,-0.0378,15,-0.0686,19,0.33278,20,0.37532,23,0.58734,19,0.36083,5,-1.5576,10,-0.6494
ENSG00000055163,CYFIP2,61,-2.3559,347,0.27303,308,0.07819,233,-0.3566,275,-0.1011,334,0.20871,443,0.67437,383,0.49082,220,-0.4500,233,-0.3569
ENSG00000172568,FNDC9,1,-3.2746,34,1.65107,33,1.61808,10,-0.2996,15,0.23021,5,-1.2577,7,-0.8943,9,-0.5940,7,-0.8882,9,-0.5246
ENSG00000155858,LSM11,5,-2.0234,15,-0.5006,9,-1.2246,27,0.39069,31,0.57841,20,-0.1156,37,0.89480,33,0.78640,10,-1.1204,14,-0.6278
ENSG00000113282,CLINT1,16,-0.6936,29,0.17177,23,-0.2050,19,-0.4867,33,0.35789,41,0.71493,24,-0.1265,31,0.30267,21,-0.2969,18,-0.5201
ENSG00000145860,RNF145,44,-0.8863,88,0.18633,96,0.32697,46,-0.8374,96,0.32226,70,-0.1785,150,1.06001,90,0.23539,49,-0.7378,46,-0.8292
ENSG00000164332,UBLCP1,52,-0.5558,99,0.45341,81,0.13090,68,-0.1368,81,0.13604,61,-0.3094,84,0.18480,108,0.68496,36,-1.0961,41,-0.9210
ENSG00000170214,ADRA1B,4,-2.5669,38,0.76689,30,0.39419,13,-0.8822,13,-0.8764,29,0.31098,49,1.19307,22,-0.1368,15,-0.7379,25,0.11250
ENSG00000113312,TTC1,82,-0.3490,99,-0.0491,95,-0.1209,96,-0.0975,154,0.65681,104,0.02212,130,0.37400,122,0.31249,55,-0.9517,69,-0.6260
ENSG00000170234,PWWP2A,50,1.59268,14,-0.5219,9,-1.1994,16,-0.3143,26,0.47764,16,-0.2918,24,0.33314,16,-0.3424,17,-0.1774,10,-1.0196
ENSG00000170231,FABP6,27,-0.0516,1,-4.2382,0,-5.2354,25,-0.1250,16,-0.8491,83,1.89406,66,1.46498,21,-0.4447,26,-0.0670,16,-0.8461
ENSG00000164609,SLU7,114,-0.3612,136,-0.0844,91,-0.7006,133,-0.1176,263,0.99790,123,-0.2434,154,0.11570,176,0.37353,79,-0.9244,132,-0.1338
ENSG00000164611,PTTG1,2,-2.1345,8,-0.0915,3,-1.4244,20,1.25623,15,0.82251,2,-1.7796,2,-1.9500,15,0.90159,7,-0.3843,9,0.06817
ENSG00000145864,GABRB2,18,-3.8622,377,0.67189,194,-0.3933,281,0.18834,367,0.62472,217,-0.2184,314,0.37060,349,0.61759,139,-0.9073,139,-0.9078
ENSG00000022355,GABRA1,16,-4.4991,632,0.99083,256,-0.4706,433,0.36078,492,0.56854,261,-0.4435,451,0.42704,459,0.51659,174,-1.0603,173,-1.0665
ENSG00000280776,LINC01202,1,-3.2318,23,1.05041,11,-0.1191,16,0.46306,16,0.49356,1,-3.4960,5,-1.1860,22,1.21886,3,-1.8389,9,-0.4092
ENSG00000113327,GABRG2,9,-4.3982,284,0.76052,181,0.02375,162,-0.1482,235,0.44467,112,-0.7187,205,0.22570,292,0.93157,91,-1.0295,96,-0.9500
ENSG00000113328,CCNG1,20,0.11176,20,0.10507,18,-0.0328,19,-0.0013,15,-0.3165,23,0.29374,20,0.11388,22,0.30549,15,-0.3187,11,-0.7910
ENSG00000170584,NUDCD2,83,1.24996,39,0.00459,37,-0.0713,37,-0.0581,37,-0.0916,33,-0.2555,26,-0.5945,35,-0.1653,41,0.10006,23,-0.7875
ENSG00000038274,MAT2B,33,-1.4322,111,0.42639,94,0.15474,119,0.54293,72,-0.2560,81,-0.0798,75,-0.1927,122,0.67030,58,-0.5830,47,-0.9117
ENSG00000145934,TENM2,8,-3.1377,131,1.02959,95,0.48594,84,0.28921,116,0.82257,21,-1.8418,45,-0.6838,104,0.72385,23,-1.6861,41,-0.8416
ENSG00000113645,WWC1,40,0.25783,39,0.23653,32,-0.0546,30,-0.1572,30,-0.2013,29,-0.2088,22,-0.6536,31,-0.1665,56,0.82818,30,-0.1586
ENSG00000113643,RARS,16,-1.2709,39,0.09142,29,-0.4012,30,-0.3185,22,-0.7802,49,0.42916,42,0.20906,56,0.74595,46,0.33898,24,-0.6940
ENSG00000188573,FBLL1,10,-2.6753,47,-0.4693,49,-0.3960,84,0.45414,84,0.45142,112,0.94324,75,0.27826,80,0.44038,30,-1.1274,42,-0.6240
ENSG00000120137,PANK3,29,-0.5951,53,0.34239,51,0.29214,35,-0.2773,65,0.69139,32,-0.4479,46,0.14092,46,0.15126,31,-0.4924,32,-0.4291
ENSG00000184347,SLIT3,4,-3.0789,25,-0.5316,23,-0.6611,16,-1.2265,38,0.08368,52,0.59542,92,1.59591,54,0.77131,14,-1.4409,21,-0.8251
ENSG00000182132,KCNIP1,4,-2.7744,9,-1.4314,21,-0.2917,26,0.07772,21,-0.2356,56,1.34630,24,-0.0732,22,-0.1942,42,0.82673,27,0.11606
ENSG00000181163,NPM1,264,0.44525,218,0.13322,164,-0.3105,152,-0.4293,181,-0.1633,285,0.57031,241,0.29326,180,-0.1838,188,-0.1012,150,-0.4488
ENSG00000072803,FBXW11,102,0.01340,113,0.18349,107,0.08920,112,0.16345,91,-0.1625,98,-0.0438,144,0.57302,105,0.06864,78,-0.4042,56,-0.9178
ENSG00000168246,UBTD2,15,0.16803,14,0.08941,18,0.42492,14,0.10662,15,0.19684,7,-1.0440,17,0.38617,15,0.22592,9,-0.6505,8,-0.7418
ENSG00000214357,NEURL1B,15,0.19051,18,0.54137,11,-0.2472,16,0.34230,23,0.90139,5,-1.4942,2,-2.3875,11,-0.2308,10,-0.3874,20,0.69889
ENSG00000120129,DUSP1,15,-1.0516,35,0.19100,20,-0.6888,38,0.31986,52,0.83346,29,-0.1074,24,-0.3900,39,0.42444,34,0.16477,15,-1.1013
ENSG00000113719,ERGIC1,19,-1.0289,53,0.52984,47,0.34955,28,-0.4645,49,0.39458,34,-0.1895,43,0.19767,41,0.12992,32,-0.2863,32,-0.2930
ENSG00000037241,RPL26L1,28,-0.6371,33,-0.3773,52,0.33798,38,-0.1279,39,-0.1046,44,0.09940,26,-0.7254,67,0.88576,32,-0.4140,33,-0.3603
ENSG00000113732,ATP6V0E1,85,1.11736,34,-0.3717,42,-0.0576,32,-0.4791,27,-0.7098,52,0.31145,35,-0.3042,25,-0.9275,88,1.17216,30,-0.5500
ENSG00000164463,CREBRF,37,-0.0041,32,-0.2207,22,-0.7895,37,0.03189,39,0.10608,52,0.54742,60,0.79633,39,0.12408,25,-0.5875,21,-0.8418
ENSG00000113734,BNIP1,4,-1.1366,16,0.79138,10,-0.0191,7,-0.5517,15,0.65164,10,-0.0087,7,-0.4915,12,0.28593,3,-1.7070,13,0.44466
ENSG00000145919,BOD1,32,-0.1786,30,-0.2595,41,0.20189,70,1.10070,34,-0.0816,25,-0.5728,43,0.29518,30,-0.3015,37,0.06440,22,-0.7553
ENSG00000113742,CPEB4,61,-0.2994,71,-0.0594,96,0.41515,60,-0.3415,104,0.54984,66,-0.1874,75,0.01383,84,0.21641,61,-0.3090,54,-0.4902
ENSG00000170091,NSG2,45,-2.9059,491,0.72649,592,1.04658,295,-0.0966,344,0.14637,316,0.01252,220,-0.5557,385,0.36577,168,-0.9693,214,-0.5981
ENSG00000184845,DRD1,0,-4.7691,22,-0.0144,24,0.12592,24,0.16419,22,0.02942,24,0.13514,46,1.19386,35,0.83010,5,-2.0179,5,-2.1461
ENSG00000164466,SFXN1,25,-1.0979,57,0.16933,55,0.11509,34,-0.6303,61,0.27018,46,-0.1881,78,0.66650,64,0.40222,42,-0.3210,39,-0.4218
ENSG00000113749,HRH2,4,-2.3278,39,1.11002,54,1.69930,8,-1.2548,25,0.36714,5,-1.9306,23,0.21850,21,0.07689,7,-1.5367,11,-0.9152
ENSG00000145920,CPLX2,32,-2.9757,247,0.09267,374,0.77393,253,0.13598,230,-0.0195,253,0.13574,296,0.38948,165,-0.5838,249,0.10708,295,0.37932
ENSG00000051596,THOC3,8,-1.5770,26,0.23016,52,1.41536,17,-0.4188,24,0.12300,13,-0.8165,23,0.05528,28,0.39570,13,-0.8476,14,-0.7128
ENSG00000170085,SIMC1,1,-3.1582,17,0.83710,13,0.41211,6,-0.8443,10,-0.0602,13,0.33758,15,0.54006,11,0.06985,9,-0.1753,8,-0.4093
ENSG00000122203,KIAA1191,43,-1.4030,140,0.40233,83,-0.4162,122,0.18388,115,0.09043,107,-0.0296,155,0.57106,130,0.32119,96,-0.2022,75,-0.5716
ENSG00000175414,ARL10,21,-0.2030,29,0.27917,15,-0.6937,16,-0.6586,34,0.52466,40,0.78534,29,0.27507,24,-0.0303,13,-0.9853,23,-0.0778
ENSG00000048162,NOP16,10,-0.9746,23,0.20709,29,0.60408,26,0.38915,18,-0.2027,21,0.04068,10,-1.0845,25,0.37827,17,-0.2521,18,-0.1912
ENSG00000146066,HIGD2A,108,-0.1463,83,-0.5639,113,-0.0829,192,0.78311,84,-0.5335,125,0.08034,85,-0.5271,122,0.05139,132,0.16395,141,0.27042
ENSG00000175416,CLTB,92,-1.1229,203,0.10294,182,-0.0654,210,0.15662,213,0.18379,189,-0.0073,214,0.18747,230,0.34444,130,-0.5910,198,0.06266
ENSG00000113194,FAF2,27,0.13533,26,0.09619,18,-0.4797,20,-0.2811,25,0.04556,19,-0.3782,24,-0.0412,37,0.73523,21,-0.2200,16,-0.6775
ENSG00000146083,RNF44,23,-1.0683,45,-0.0560,49,0.10512,46,0.00754,65,0.53698,41,-0.1705,40,-0.2038,51,0.18179,49,0.10319,47,0.01489
ENSG00000169258,GPRIN1,1,-5.3346,46,0.15390,62,0.60849,38,-0.1740,39,-0.1205,40,-0.0958,61,0.58659,47,0.18398,41,-0.0430,43,0.04117
ENSG00000074317,SNCB,31,-4.1036,522,0.10950,422,-0.2283,555,0.20828,618,0.38000,390,-0.3516,585,0.29150,761,0.83504,302,-0.7429,415,-0.2515
ENSG00000048140,TSPAN17,3,-2.9581,46,0.83069,56,1.18372,20,-0.4994,13,-1.0761,19,-0.5885,31,0.20608,35,0.42402,20,-0.4846,23,-0.2476
ENSG00000248859,LINC01574,8,-0.1053,6,-0.5616,7,-0.3656,17,1.05474,11,0.30370,9,0.03936,5,-0.8426,8,-0.0484,10,0.17491,7,-0.3387
ENSG00000113763,UNC5A,2,-4.4861,95,1.07704,60,0.29233,41,-0.2883,44,-0.1780,23,-1.1934,72,0.61249,76,0.80216,19,-1.4159,36,-0.5141
ENSG00000113761,ZNF346,7,-0.8302,9,-0.3924,10,-0.3594,10,-0.3415,8,-0.6323,30,1.45930,10,-0.2974,15,0.33198,11,-0.1554,10,-0.2409
ENSG00000165671,NSD1,33,0.67340,17,-0.4112,22,0.02659,19,-0.1956,23,0.05762,20,-0.1104,28,0.37626,22,-0.0243,19,-0.2302,16,-0.4556
ENSG00000169228,RAB24,3,-1.8968,20,0.63210,15,0.20783,17,0.41722,15,0.19947,16,0.31147,9,-0.5462,19,0.61018,5,-1.3146,7,-0.9600
ENSG00000169230,PRELID1,72,-0.5955,138,0.41503,119,0.17705,109,0.04730,92,-0.2328,112,0.08316,100,-0.1019,128,0.34006,79,-0.4592,91,-0.2360
ENSG00000169223,LMAN2,39,-0.1625,40,-0.1243,46,0.10666,51,0.26547,34,-0.3471,50,0.24832,49,0.22378,47,0.16364,40,-0.1094,29,-0.6053
ENSG00000169220,RGS14,5,-2.5012,38,0.55121,45,0.83627,19,-0.5269,24,-0.1551,25,-0.0993,30,0.19295,33,0.41461,16,-0.7622,24,-0.1271
ENSG00000131187,F12,0,-5.3066,11,-0.8074,12,-0.7107,13,-0.5612,12,-0.6281,31,0.83505,38,1.14061,31,0.93685,15,-0.3797,12,-0.6539
ENSG00000198055,GRK6,9,-1.2485,23,0.06723,16,-0.4334,20,-0.1091,24,0.18460,21,-0.0227,24,0.14845,36,0.91891,16,-0.4801,13,-0.7318
ENSG00000131188,PRR7,14,-1.3734,62,0.94957,66,1.05545,33,-0.0825,30,-0.2381,36,0.07511,30,-0.1989,32,-0.1487,16,-1.1309,30,-0.2340
ENSG00000113758,DBN1,12,-2.1909,80,0.69078,52,0.00203,44,-0.2814,53,0.01925,34,-0.6505,87,0.83119,56,0.12757,57,0.14943,43,-0.3150
ENSG00000196923,PDLIM7,9,-0.6983,7,-1.2119,3,-2.2941,15,0.00364,23,0.66570,16,0.06975,14,-0.0452,27,1.08146,15,0.01703,9,-0.7135
ENSG00000183258,DDX41,17,-1.1835,36,-0.0387,40,0.12657,44,0.29740,37,0.02502,39,0.08934,47,0.39085,38,0.06355,34,-0.0967,33,-0.1468
ENSG00000146067,FAM193B,15,-0.1170,19,0.21666,17,0.00862,16,-0.0014,14,-0.2486,13,-0.3541,21,0.40018,17,0.05228,21,0.39169,11,-0.6679
ENSG00000184840,TMED9,45,-0.8091,83,0.14646,82,0.13052,71,-0.0981,51,-0.6142,97,0.39812,74,-0.0322,99,0.50147,81,0.10485,49,-0.6732
ENSG00000027847,B4GALT7,7,-1.4880,27,0.43495,24,0.29061,22,0.14321,24,0.25061,18,-0.1848,22,0.10133,24,0.33380,20,-0.0004,10,-1.1089
ENSG00000204677,FAM153CP,22,-0.7111,42,0.30995,35,-0.0037,43,0.34793,51,0.61810,13,-1.4773,43,0.34515,35,0.01276,31,-0.1815,32,-0.1263
ENSG00000145916,RMND5B,20,-0.4080,33,0.37940,30,0.26235,22,-0.2620,24,-0.0746,24,-0.0937,26,0.04202,27,0.06566,26,0.03469,24,-0.1364
ENSG00000145912,NHP2,134,-0.5112,252,0.48114,249,0.46145,191,0.03880,187,0.00449,213,0.21365,148,-0.3591,184,-0.0240,160,-0.2408,150,-0.3449
ENSG00000197451,HNRNPAB,57,0.33488,33,-0.5147,49,0.08728,46,0.00967,23,-1.0361,51,0.14800,36,-0.3996,60,0.48779,49,0.08313,43,-0.1061
ENSG00000113240,CLK4,31,0.85728,11,-0.7936,25,0.49313,14,-0.3520,13,-0.4577,15,-0.2644,26,0.59048,20,0.16827,12,-0.6482,12,-0.6310
ENSG00000176783,RUFY1,14,-0.1344,15,-0.0276,13,-0.2920,10,-0.5765,10,-0.6685,16,0.02540,24,0.70192,16,0.03533,20,0.42689,16,0.04223
ENSG00000169045,HNRNPH1,136,0.45853,115,0.17926,112,0.13433,83,-0.3356,84,-0.3140,75,-0.4863,127,0.33898,83,-0.3565,165,0.76910,66,-0.6922
ENSG00000127022,CANX,339,0.29621,226,-0.3467,159,-0.8817,305,0.12831,258,-0.1364,323,0.21745,344,0.31953,286,0.02597,339,0.29403,234,-0.2921
ENSG00000161013,MGAT4B,25,-0.7475,56,0.47333,76,0.98650,34,-0.2976,36,-0.2225,39,-0.0817,36,-0.2066,44,0.09212,32,-0.4098,34,-0.3078
ENSG00000161011,SQSTM1,209,-0.0264,226,0.10109,174,-0.3135,217,0.03369,170,-0.3485,338,0.75777,217,0.03443,206,-0.0535,201,-0.0839,172,-0.3346
ENSG00000161010,MRNIP,10,-0.8341,19,0.14834,14,-0.3776,17,-0.0843,17,-0.0312,14,-0.3684,29,0.76940,19,0.12536,19,0.11038,18,-0.0114
