Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to8,Feature log2 fold change topic 5to8
ENSG00000144381,HSPD1,169,-0.0474,143,-0.3028,182,0.16688
ENSG00000115541,HSPE1,194,-0.3382,211,-0.1189,255,0.35900
ENSG00000115540,MOB4,70,0.01110,41,-0.8378,76,0.28474
ENSG00000162944,RFTN2,31,-1.0756,64,0.33591,65,0.74089
ENSG00000178074,C2orf69,86,1.04590,22,-1.4893,46,-0.5954
ENSG00000196141,SPATS2L,107,0.41753,91,0.01694,77,-0.4134
ENSG00000082153,BZW1,111,0.13505,82,-0.3952,106,0.02791
ENSG00000013441,CLK1,80,0.31857,107,0.71449,53,-0.6934
ENSG00000155744,FAM126B,96,0.93883,51,-0.4511,50,-0.7649
ENSG00000119013,NDUFB3,106,-0.9341,176,0.08804,211,0.76289
ENSG00000115993,TRAK2,67,0.19635,82,0.46578,53,-0.4194
ENSG00000116030,SUMO1,142,0.17298,127,-0.0643,126,-0.1368
ENSG00000055044,NOP58,95,1.42650,40,-0.5756,34,-1.2550
ENSG00000204217,BMPR2,133,0.43810,108,-0.0417,95,-0.4082
ENSG00000163596,ICA1L,58,0.45585,44,-0.1489,41,-0.3806
ENSG00000138443,ABI2,342,0.49247,176,-0.7413,260,-0.2107
ENSG00000173166,RAPH1,54,1.00858,19,-1.0041,29,-0.6660
ENSG00000118257,NRP2,43,0.95871,32,0.12432,19,-1.0418
ENSG00000023228,NDUFS1,155,0.17000,126,-0.2125,140,-0.0736
ENSG00000114942,EEF1B2,226,-1.0817,581,0.70940,452,0.52375
ENSG00000114948,ADAM23,120,1.37084,42,-0.9003,47,-1.0822
ENSG00000118246,FASTKD2,55,0.43269,55,0.30654,37,-0.5706
ENSG00000118263,KLF7,51,0.62582,52,0.44217,28,-0.8507
ENSG00000118260,CREB1,47,0.64848,33,-0.1342,29,-0.5840
ENSG00000188674,C2orf80,64,0.42701,19,-1.5863,55,0.04669
ENSG00000138413,IDH1,26,-0.5840,32,-0.0924,41,0.56089
ENSG00000115020,PIKFYVE,45,0.32157,34,-0.2169,36,-0.2195
ENSG00000078018,MAP2,1166,0.11245,543,-1.1348,1213,0.26319
ENSG00000144406,UNC80,65,0.35431,46,-0.3008,52,-0.2196
ENSG00000115365,LANCL1,77,0.21150,52,-0.4835,70,-0.0152
ENSG00000178568,ERBB4,41,-0.6744,42,-0.4672,72,0.78714
ENSG00000144451,SPAG16,42,-0.5909,61,0.14084,65,0.46007
ENSG00000138363,ATIC,41,-0.1084,55,0.37923,42,-0.0822
ENSG00000115414,FN1,35,-1.5210,332,3.00903,45,-1.2764
ENSG00000079246,XRCC5,123,0.36176,104,-0.0379,94,-0.3332
ENSG00000260804,LINC01963,61,0.78181,22,-1.1225,39,-0.4027
ENSG00000144583,MARCH4,48,0.29136,6,-2.9221,48,0.33686
ENSG00000197756,RPL37A,1826,-1.1304,5382,0.90747,3651,0.42755
ENSG00000115457,IGFBP2,43,0.81611,16,-1.0008,26,-0.4676
ENSG00000115461,IGFBP5,163,0.89849,98,-0.2709,85,-0.7915
ENSG00000163466,ARPC2,167,0.09825,160,-0.0055,155,-0.0904
ENSG00000127837,AAMP,72,0.47716,50,-0.2669,52,-0.3551
ENSG00000127838,PNKD,139,-0.4002,139,-0.2983,195,0.48569
ENSG00000135926,TMBIM1,37,-0.9926,104,0.94306,66,0.30610
ENSG00000144579,CTDSP1,18,-1.1718,88,1.76614,31,-0.2157
ENSG00000171450,CDK5R2,248,0.76301,62,-1.6914,167,-0.2712
ENSG00000144567,RETREG2,296,0.77201,130,-0.8317,184,-0.4678
ENSG00000158552,ZFAND2B,33,0.14643,40,0.44074,27,-0.3566
ENSG00000198925,ATG9A,82,0.44623,46,-0.6294,64,-0.1984
ENSG00000115661,STK16,40,0.72511,14,-1.1354,26,-0.3420
ENSG00000127824,TUBA4A,312,1.07575,106,-1.0783,158,-0.7173
ENSG00000135924,DNAJB2,341,0.82454,201,-0.3423,190,-0.6845
ENSG00000054356,PTPRN,584,1.07787,218,-0.9332,291,-0.7579
ENSG00000072195,SPEG,37,0.45176,36,0.29417,24,-0.5837
ENSG00000123989,CHPF,121,0.44329,80,-0.3847,91,-0.2773
ENSG00000188760,TMEM198,93,1.37610,24,-1.3604,38,-0.9677
ENSG00000124006,OBSL1,64,0.08833,74,0.31608,56,-0.2339
ENSG00000114923,SLC4A3,132,0.62490,42,-1.3849,96,-0.1875
ENSG00000116106,EPHA4,156,1.54128,26,-1.9514,60,-1.0314
ENSG00000163082,SGPP2,56,1.47348,28,-0.3158,18,-1.4194
ENSG00000116120,FARSB,71,0.90754,41,-0.3234,37,-0.7801
ENSG00000123983,ACSL3,212,0.37200,115,-0.7296,176,-0.0947
ENSG00000171951,SCG2,161,0.80996,99,-0.2815,90,-0.6929
ENSG00000085449,WDFY1,56,0.79444,45,0.15698,29,-0.8763
ENSG00000135900,MRPL44,49,0.45109,29,-0.5336,37,-0.2339
ENSG00000135919,SERPINE2,348,-0.0330,173,-1.1257,402,0.40023
ENSG00000036257,CUL3,67,0.29101,55,-0.1226,54,-0.2274
ENSG00000168958,MFF,68,-0.7476,79,-0.3375,124,0.79988
ENSG00000173744,AGFG1,68,0.26835,48,-0.3850,59,-0.1045
ENSG00000153820,SPHKAP,53,0.53512,14,-1.6765,42,-0.0453
ENSG00000153823,PID1,31,-0.2232,33,-0.0215,36,0.21467
ENSG00000187957,DNER,197,-0.0917,224,0.14471,206,0.01961
ENSG00000153827,TRIP12,67,0.05829,50,-0.4414,68,0.11718
ENSG00000135932,CAB39,132,0.46476,73,-0.6340,101,-0.2154
ENSG00000135916,ITM2C,860,-0.6417,836,-0.5292,1468,0.78131
ENSG00000204128,C2orf72,58,-0.5912,50,-0.6748,97,0.78670
ENSG00000173692,PSMD1,249,0.88450,95,-0.9972,145,-0.5389
ENSG00000115053,NCL,215,-0.0154,353,0.84061,183,-0.4432
ENSG00000187514,PTMA,620,-0.3395,1406,1.16772,630,-0.3749
ENSG00000156973,PDE6D,29,-0.3352,33,-0.0746,38,0.33766
ENSG00000144524,COPS7B,35,0.38258,22,-0.4850,28,-0.1820
ENSG00000135930,EIF4E2,32,0.00343,19,-0.8295,36,0.28971
ENSG00000115468,EFHD1,56,-0.8973,148,0.93883,93,0.23936
ENSG00000204120,GIGYF2,55,0.05623,67,0.37551,49,-0.2344
ENSG00000182600,SNORC,55,-1.2258,234,1.48833,104,0.05609
ENSG00000066248,NGEF,100,1.85270,17,-1.7461,30,-1.3992
ENSG00000077044,DGKD,41,0.68806,15,-1.1452,28,-0.3023
ENSG00000188042,ARL4C,48,0.17758,36,-0.3537,44,-0.0277
ENSG00000157985,AGAP1,88,0.13839,73,-0.2093,82,-0.0445
ENSG00000132321,IQCA1,60,0.91989,38,-0.1504,30,-0.8658
ENSG00000198612,COPS8,147,0.48261,80,-0.6642,112,-0.2239
ENSG00000124831,LRRFIP1,66,0.29890,100,0.92498,42,-0.8177
ENSG00000132329,RAMP1,220,-0.4785,232,-0.2708,326,0.54381
ENSG00000184182,UBE2F,51,-0.0185,53,0.02048,52,0.00834
ENSG00000132323,ILKAP,49,0.51392,42,0.09506,32,-0.5478
ENSG00000144485,HES6,28,-0.9426,50,0.21861,54,0.70360
ENSG00000065802,ASB1,37,-0.1077,49,0.37841,38,-0.0824
ENSG00000130414,NDUFA10,129,0.59530,91,-0.1765,84,-0.5113
ENSG00000172428,COPS9,492,-0.9208,823,0.11577,960,0.73884
ENSG00000063660,GPC1,179,0.23896,156,-0.0611,150,-0.2022
ENSG00000142327,RNPEPL1,28,-0.2396,42,0.50478,31,-0.0316
ENSG00000130294,KIF1A,813,0.31278,504,-0.5601,692,-0.0886
ENSG00000115685,PPP1R7,148,0.60824,88,-0.4446,99,-0.4225
ENSG00000115677,HDLBP,151,0.14730,113,-0.3609,142,0.00392
ENSG00000168385,SEPTIN2,197,-0.4957,315,0.40129,269,0.24748
ENSG00000115694,STK25,203,0.50767,118,-0.5468,149,-0.2861
ENSG00000176946,THAP4,40,0.17693,6,-2.6591,43,0.42859
ENSG00000168397,ATG4B,74,0.86263,48,-0.1762,39,-0.7926
ENSG00000180902,D2HGDH,35,0.10144,29,-0.2175,33,-0.0059
ENSG00000188011,RTP5,122,1.33214,24,-1.7539,54,-0.8447
ENSG00000134121,CHL1,253,0.58639,98,-1.1239,186,-0.2048
ENSG00000113851,CRBN,73,0.34341,55,-0.2067,58,-0.2451
ENSG00000175928,LRRN1,29,-0.2107,32,0.03755,34,0.17729
ENSG00000150995,ITPR1,94,0.94613,49,-0.4657,48,-0.7673
ENSG00000134107,BHLHE40,55,-0.1609,93,0.75976,54,-0.2546
ENSG00000134108,ARL8B,201,0.43318,150,-0.1861,148,-0.3427
ENSG00000196277,GRM7,60,1.70559,5,-2.7009,21,-1.1095
ENSG00000196220,SRGAP3,113,0.69513,49,-0.9040,75,-0.3694
ENSG00000168137,SETD5,47,0.84351,41,0.30822,22,-1.0135
ENSG00000156959,LHFPL4,51,0.62053,16,-1.4444,38,-0.1716
ENSG00000134072,CAMK1,99,0.87468,29,-1.3714,60,-0.4430
ENSG00000171148,TADA3,144,-0.1609,135,-0.2291,168,0.24372
ENSG00000241553,ARPC4,222,0.79632,93,-0.8845,136,-0.4781
ENSG00000156990,RPUSD3,37,0.36194,21,-0.6801,31,-0.0995
ENSG00000171135,JAGN1,32,-0.3056,28,-0.4102,42,0.44277
ENSG00000163703,CRELD1,103,1.31280,22,-1.6786,46,-0.8375
ENSG00000163704,PRRT3,87,1.09586,14,-2.1111,47,-0.5482
ENSG00000125037,EMC3,67,0.12071,56,-0.2016,63,-0.0305
ENSG00000254999,BRK1,194,-0.0547,160,-0.3538,212,0.19246
ENSG00000157014,TATDN2,33,-0.1825,42,0.26117,37,0.04602
ENSG00000157020,SEC13,28,-0.5326,49,0.53496,38,0.20423
ENSG00000157087,ATP2B2,436,1.34613,105,-1.4869,188,-0.9090
ENSG00000132164,SLC6A11,29,0.26183,6,-2.0648,28,0.28123
ENSG00000157103,SLC6A1,202,-0.6627,335,0.32586,316,0.42605
ENSG00000144560,VGLL4,73,0.21731,88,0.47042,56,-0.4428
ENSG00000157152,SYN2,674,1.13178,186,-1.3690,337,-0.7087
ENSG00000132155,RAF1,49,0.48560,54,0.49035,30,-0.7289
ENSG00000144713,RPL32,1388,-0.9340,3790,0.96000,2368,0.25196
ENSG00000144711,IQSEC1,218,0.40753,178,-0.0574,161,-0.3705
ENSG00000163517,HDAC11,71,-0.3525,102,0.34540,87,0.15413
ENSG00000163520,FBLN2,55,0.31577,37,-0.4273,46,-0.1360
ENSG00000170860,LSM3,85,-0.2202,100,0.10331,99,0.15595
ENSG00000225733,FGD5-AS1,146,0.04629,136,-0.0873,143,-0.0062
ENSG00000177463,NR2C2,39,-0.2571,29,-0.6176,51,0.46914
ENSG00000131368,MRPS25,57,0.31569,48,-0.0581,45,-0.2788
ENSG00000131381,RBSN,62,0.21023,76,0.49923,48,-0.4522
ENSG00000131370,SH3BP5,71,1.15214,30,-0.6897,32,-0.9109
ENSG00000206560,ANKRD28,49,0.63910,29,-0.3926,31,-0.4726
ENSG00000131378,RFTN1,65,1.03021,3,-3.7801,39,-0.3533
ENSG00000131374,TBC1D5,46,-0.6572,81,0.41663,72,0.37285
ENSG00000182568,SATB1,98,0.15689,51,-0.9454,98,0.17407
ENSG00000144566,RAB5A,96,-0.1198,79,-0.4135,111,0.27434
ENSG00000114166,KAT2B,67,-0.4805,94,0.19086,94,0.34261
ENSG00000151789,ZNF385D,31,-0.5227,56,0.57690,42,0.17183
ENSG00000182247,UBE2E2,85,1.16972,23,-1.3337,41,-0.7559
ENSG00000170142,UBE2E1,48,-0.5824,64,0.04403,73,0.49860
ENSG00000197885,NKIRAS1,43,0.48541,36,0.02615,29,-0.4865
ENSG00000174748,RPL15,663,-0.6143,1145,0.43646,983,0.32696
ENSG00000174738,NR1D2,45,0.64297,46,0.45043,24,-0.8743
ENSG00000151090,THRB,153,0.88640,46,-1.3408,92,-0.4612
ENSG00000077097,TOP2B,103,0.25147,98,0.08901,84,-0.2811
ENSG00000179796,LRRC3B,55,-0.4226,22,-1.7375,88,0.89120
ENSG00000163512,AZI2,45,-0.1984,44,-0.1658,53,0.25275
ENSG00000163527,STT3B,75,0.90130,46,-0.2313,38,-0.8109
ENSG00000152642,GPD1L,98,1.31266,49,-0.3732,37,-1.2072
ENSG00000144635,DYNC1LI1,43,0.47696,40,0.21382,28,-0.5681
ENSG00000170275,CRTAP,39,-0.5093,90,1.03214,47,-0.1306
ENSG00000153560,UBP1,74,1.04576,50,0.00939,32,-1.0809
ENSG00000163539,CLASP2,216,0.54567,110,-0.7325,157,-0.2666
ENSG00000170248,PDCD6IP,49,0.25612,48,0.16688,39,-0.3224
ENSG00000172995,ARPP21,227,1.17373,71,-1.1612,108,-0.7998
ENSG00000178567,EPM2AIP1,98,1.09170,42,-0.7215,47,-0.8356
ENSG00000093167,LRRFIP2,38,0.13522,40,0.17126,33,-0.2068
ENSG00000144674,GOLGA4,94,0.02056,122,0.45649,85,-0.2443
ENSG00000144677,CTDSPL,47,0.01420,67,0.60713,41,-0.3246
ENSG00000060971,ACAA1,75,0.15372,89,0.40099,62,-0.3419
ENSG00000114742,WDR48,69,0.06480,52,-0.4245,70,0.10516
ENSG00000114745,GORASP1,35,0.54176,28,-0.0392,23,-0.5148
ENSG00000168028,RPSA,362,-0.9782,1064,1.05266,626,0.21939
ENSG00000168314,MOBP,77,-1.5640,637,2.57556,128,-0.7592
ENSG00000114784,EIF1B,120,0.20882,90,-0.3140,107,-0.0724
ENSG00000188846,RPL14,477,-0.6123,942,0.67231,676,0.18895
ENSG00000168036,CTNNB1,216,-0.0034,242,0.18591,210,-0.0821
ENSG00000182606,TRAK1,71,-0.0232,67,-0.1024,73,0.06538
ENSG00000187094,CCK,994,0.87871,296,-1.3790,601,-0.4456
ENSG00000093183,SEC22C,64,0.08470,41,-0.6577,65,0.16238
ENSG00000008324,SS18L2,66,1.25536,15,-1.5396,30,-0.8033
ENSG00000114857,NKTR,49,0.53245,39,-0.0249,33,-0.5116
ENSG00000114853,ZBTB47,83,-0.0745,119,0.54659,80,-0.2058
ENSG00000010282,HHATL,58,-0.5749,71,-0.0892,90,0.55186
ENSG00000181061,HIGD1A,311,0.23890,201,-0.5417,280,-0.0225
ENSG00000144647,POMGNT2,43,0.56094,36,0.06050,27,-0.5801
ENSG00000163788,SNRK,40,0.10836,49,0.42025,34,-0.3084
ENSG00000163807,KIAA1143,32,-0.0100,33,0.05456,32,-0.0148
ENSG00000169964,TMEM42,46,0.92330,29,-0.1689,23,-0.8614
ENSG00000075914,EXOSC7,35,0.46517,22,-0.4621,26,-0.2720
ENSG00000249992,TMEM158,216,1.04551,40,-1.9938,121,-0.5125
ENSG00000211456,SACM1L,103,1.19279,25,-1.5112,50,-0.7434
ENSG00000163818,LZTFL1,40,0.95450,9,-1.6892,23,-0.4659
ENSG00000160799,CCDC12,47,0.18925,31,-0.5160,43,0.01710
ENSG00000181555,SETD2,34,-0.0605,37,0.08774,35,0.01719
ENSG00000114648,KLHL18,41,0.86580,19,-0.6537,23,-0.6184
ENSG00000076201,PTPN23,50,-0.0160,31,-0.7724,56,0.29196
ENSG00000114650,SCAP,85,0.64874,51,-0.3925,55,-0.4826
ENSG00000114646,CSPG5,277,-0.3095,244,-0.4319,369,0.45407
ENSG00000173473,SMARCC1,28,-0.7980,71,0.90486,45,0.18731
ENSG00000132153,DHX30,143,0.58500,96,-0.2658,95,-0.4649
ENSG00000047849,MAP4,364,0.24281,332,0.01608,301,-0.2395
ENSG00000164050,PLXNB1,94,-0.9239,171,0.24737,181,0.67418
ENSG00000232112,TMA7,574,-0.4675,736,0.05661,808,0.39503
ENSG00000164054,SHISA5,144,0.18132,88,-0.6661,137,0.07227
ENSG00000010256,UQCRC1,271,0.41138,155,-0.6216,215,-0.1662
ENSG00000213672,NCKIPSD,62,0.99928,17,-1.4126,34,-0.5625
ENSG00000068745,IP6K2,87,0.70129,66,-0.0091,50,-0.6948
ENSG00000114302,PRKAR2A,67,1.01643,51,0.20063,28,-1.1495
ENSG00000178467,P4HTM,133,0.93740,44,-1.1689,75,-0.5514
ENSG00000178252,WDR6,72,-0.1111,74,-0.0387,79,0.11995
ENSG00000178057,NDUFAF3,130,0.11089,134,0.12529,117,-0.1617
ENSG00000178035,IMPDH2,57,0.08227,52,-0.0792,54,-0.0437
ENSG00000198218,QRICH1,49,0.39113,18,-1.2648,42,0.02037
ENSG00000172053,QARS,37,0.07557,46,0.39558,33,-0.2635
ENSG00000172037,LAMB2,22,-1.3480,99,1.49105,45,0.13138
ENSG00000185909,KLHDC8B,42,0.34990,38,0.10354,31,-0.3854
ENSG00000114316,USP4,38,-0.1227,27,-0.6104,44,0.34292
ENSG00000067560,RHOA,260,-0.3134,402,0.49642,304,0.03846
ENSG00000145022,TCTA,47,0.49178,34,-0.1840,33,-0.4026
ENSG00000145029,NICN1,48,0.56816,32,-0.2845,32,-0.4405
ENSG00000173402,DAG1,73,-0.2815,135,0.84091,77,-0.1979
ENSG00000164061,BSN,289,0.70351,105,-1.1555,195,-0.3155
ENSG00000164062,APEH,58,-0.1738,48,-0.4351,70,0.33173
ENSG00000176095,IP6K1,140,0.66473,69,-0.7150,93,-0.3921
ENSG00000164076,CAMKV,386,1.07978,95,-1.5589,204,-0.6173
ENSG00000164077,MON1A,38,0.39779,23,-0.5061,30,-0.1900
ENSG00000004534,RBM6,43,0.14856,48,0.28485,36,-0.2759
ENSG00000003756,RBM5,57,0.27043,49,-0.0677,47,-0.2302
ENSG00000188338,SLC38A3,18,-1.0721,51,0.89616,35,0.39459
ENSG00000114353,GNAI2,196,-0.4348,396,0.86921,232,-0.0829
ENSG00000114383,TUSC2,127,0.27128,80,-0.5709,112,-0.0446
ENSG00000126062,TMEM115,45,0.33227,28,-0.5536,38,-0.1098
ENSG00000088538,DOCK3,116,0.44086,55,-0.8996,93,-0.1154
ENSG00000145050,MANF,27,-0.3921,25,-0.4147,39,0.52189
ENSG00000259956,RBM15B,38,0.36312,14,-1.2516,33,0.04514
ENSG00000164081,TEX264,51,0.34678,35,-0.3970,42,-0.1772
ENSG00000090097,PCBP4,34,-0.5325,54,0.36025,48,0.30029
ENSG00000248487,ABHD14A,103,0.65291,43,-0.9717,71,-0.3089
ENSG00000162244,RPL29,621,-0.9016,1593,0.87674,1052,0.28427
ENSG00000164086,DUSP7,34,0.02889,34,0.01853,33,-0.0353
ENSG00000247596,TWF2,58,1.15732,35,-0.1398,23,-1.1348
ENSG00000164091,WDR82,295,0.91344,146,-0.5675,159,-0.6968
ENSG00000163930,BAP1,127,-0.1253,72,-0.9757,155,0.45034
ENSG00000010322,NISCH,152,-0.0652,114,-0.5034,170,0.25453
ENSG00000168273,SMIM4,23,-0.5950,26,-0.2468,38,0.63481
ENSG00000163939,PBRM1,34,0.16396,37,0.25898,28,-0.2777
ENSG00000114902,SPCS1,116,-0.3954,150,0.12839,153,0.29926
ENSG00000272573,MUSTN1,19,-2.2425,301,3.28724,39,-1.1876
ENSG00000163932,PRKCD,48,0.47774,17,-1.3267,39,-0.0524
ENSG00000163931,TKT,105,0.18080,58,-0.8109,101,0.11489
ENSG00000016391,CHDH,20,-1.3053,42,0.10386,52,1.03191
ENSG00000113811,SELENOK,150,-0.5419,163,-0.2747,233,0.60029
ENSG00000187672,ERC2,174,0.49701,138,-0.0485,119,-0.4649
ENSG00000163947,ARHGEF3,61,1.75104,20,-0.8504,17,-1.5259
ENSG00000157500,APPL1,84,0.50373,72,0.07295,56,-0.5269
ENSG00000168374,ARF4,71,0.10049,69,0.02816,65,-0.1074
ENSG00000163681,SLMAP,47,-0.3793,57,0.02979,62,0.33075
ENSG00000163686,ABHD6,52,0.44395,37,-0.2562,38,-0.3258
ENSG00000168297,PXK,34,-0.1366,45,0.35244,36,-0.0423
ENSG00000168291,PDHB,83,0.20629,81,0.10656,69,-0.2450
ENSG00000168301,KCTD6,40,0.25865,29,-0.3602,35,-0.1039
ENSG00000168309,FAM107A,1055,-0.5021,1408,0.09490,1516,0.40697
ENSG00000144724,PTPRG,58,0.10645,57,0.05854,53,-0.1267
ENSG00000114405,C3orf14,75,0.21655,41,-0.8047,70,0.07861
ENSG00000163618,CADPS,190,1.63264,35,-1.7451,67,-1.1629
ENSG00000163630,SYNPR,191,1.46044,50,-1.3082,74,-1.0699
ENSG00000163634,THOC7,67,-0.4184,40,-1.0991,102,0.75328
ENSG00000163636,PSMD6,71,0.70367,23,-1.3375,48,-0.2762
ENSG00000163637,PRICKLE2,95,0.87865,37,-0.9610,55,-0.5424
ENSG00000151276,MAGI1,193,1.22364,45,-1.5908,92,-0.7605
ENSG00000144741,SLC25A26,29,-0.3465,51,0.69116,33,-0.0463
ENSG00000144749,LRIG1,105,-0.5961,57,-1.3876,184,0.98333
ENSG00000172340,SUCLG2,25,-0.8564,56,0.65611,43,0.39102
ENSG00000183662,TAFA1,74,1.19498,6,-3.1723,39,-0.5508
ENSG00000144744,UBA3,39,0.11164,46,0.34344,34,-0.2705
ENSG00000144746,ARL6IP5,228,0.45690,163,-0.2419,167,-0.3444
ENSG00000114861,FOXP1,106,1.02131,116,0.80667,36,-1.5775
ENSG00000163412,EIF4E3,61,0.40862,45,-0.2262,46,-0.3021
ENSG00000170837,GPR27,34,0.05623,12,-1.5211,37,0.39725
ENSG00000163602,RYBP,54,0.68526,42,0.00626,32,-0.6849
ENSG00000163605,PPP4R2,53,-0.1267,43,-0.4072,61,0.27849
ENSG00000185008,ROBO2,67,0.87963,37,-0.4164,36,-0.7147
ENSG00000169855,ROBO1,41,0.13972,35,-0.1850,38,-0.0553
ENSG00000175161,CADM2,419,0.36109,199,-0.9507,358,-0.0234
ENSG00000083937,CHMP2B,53,-0.0312,71,0.45989,50,-0.1974
ENSG00000163320,CGGBP1,80,0.32675,83,0.29119,59,-0.4549
ENSG00000269028,MTRNR2L12,7512,-1.1058,22824,0.98799,14504,0.35502
ENSG00000261292,AC110491.1,58,1.03500,10,-2.1032,33,-0.4872
ENSG00000080822,CLDND1,109,-0.7150,394,1.72584,126,-0.5165
ENSG00000184220,CMSS1,88,0.55560,41,-0.8581,65,-0.2410
ENSG00000154174,TOMM70,94,0.82084,43,-0.7468,55,-0.5429
ENSG00000114354,TFG,57,-0.2084,54,-0.2301,69,0.28735
ENSG00000174173,TRMT10C,34,0.42887,15,-1.0365,28,-0.0688
ENSG00000081154,PCNP,146,-0.1662,169,0.12388,162,0.09751
ENSG00000066422,ZBTB11,65,0.74894,20,-1.4091,43,-0.3077
ENSG00000114391,RPL24,627,-0.8625,1521,0.81239,1045,0.29721
ENSG00000170017,ALCAM,101,0.06504,97,-0.0230,97,-0.0512
ENSG00000114439,BBX,54,0.05603,77,0.62945,46,-0.3780
ENSG00000196776,CD47,142,0.61140,71,-0.7250,98,-0.3350
ENSG00000114446,IFT57,45,0.52643,28,-0.4291,32,-0.3450
ENSG00000198919,DZIP3,114,0.72971,82,-0.0702,65,-0.6971
ENSG00000144827,ABHD10,87,0.97760,23,-1.4603,49,-0.5308
ENSG00000144834,TAGLN3,545,1.26850,194,-0.9163,234,-0.9662
ENSG00000091972,CD200,123,1.25200,30,-1.4753,57,-0.8124
ENSG00000144848,ATG3,42,-0.7242,70,0.26111,70,0.50957
ENSG00000121579,NAA50,35,-0.2528,37,-0.0954,43,0.27296
ENSG00000114573,ATP6V1A,256,0.81472,135,-0.5233,148,-0.6082
ENSG00000172020,GAP43,896,0.49325,349,-1.1754,708,-0.1001
ENSG00000185565,LSAMP,236,-0.0501,186,-0.4260,260,0.21393
ENSG00000113845,TIMMDC1,58,-0.0755,44,-0.4791,65,0.25590
ENSG00000138495,COX17,65,-0.7737,123,0.44960,109,0.44781
ENSG00000082701,GSK3B,102,0.84842,61,-0.2978,55,-0.7272
ENSG00000163428,LRRC58,40,0.05786,43,0.17100,37,-0.1328
ENSG00000065518,NDUFB4,239,-0.6884,246,-0.4750,420,0.80197
ENSG00000144840,RABL3,36,0.17310,27,-0.3388,33,-0.0288
ENSG00000145087,STXBP5L,67,0.60719,29,-0.9367,48,-0.2718
ENSG00000173230,GOLGB1,131,0.69870,88,-0.2029,78,-0.6076
ENSG00000163406,SLC15A2,34,-0.6491,29,-0.7706,60,0.86789
ENSG00000114023,FAM162A,144,0.03594,95,-0.6402,152,0.20336
ENSG00000114030,KPNA1,83,0.84352,39,-0.6751,48,-0.5884
ENSG00000173175,ADCY5,44,-0.5830,53,-0.1600,70,0.58887
ENSG00000206527,HACD2,103,0.77406,39,-1.0618,65,-0.4094
ENSG00000065534,MYLK,21,-1.6351,91,1.07829,59,0.62334
ENSG00000160145,KALRN,179,0.81254,44,-1.6976,116,-0.3203
ENSG00000082781,ITGB5,27,-0.9984,54,0.34094,54,0.68073
ENSG00000163848,ZNF148,64,0.46435,36,-0.6035,49,-0.2245
ENSG00000114520,SNX4,34,0.31544,14,-1.1268,30,0.06422
ENSG00000114544,SLC41A3,112,0.27433,78,-0.3989,96,-0.1054
ENSG00000144908,ALDH1L1,56,-0.9898,88,-0.0593,118,0.87672
ENSG00000159685,CHCHD6,42,-0.0925,34,-0.4214,48,0.25184
ENSG00000114554,PLXNA1,99,0.79821,41,-0.8979,60,-0.4764
ENSG00000114631,PODXL2,177,0.33159,148,-0.0698,139,-0.2895
ENSG00000114626,ABTB1,62,0.55102,39,-0.3897,43,-0.3839
ENSG00000074416,MGLL,138,-0.6481,279,0.68774,200,0.20853
ENSG00000058262,SEC61A1,88,0.20567,98,0.32242,71,-0.3509
ENSG00000163902,RPN1,95,0.57388,69,-0.1333,62,-0.5072
ENSG00000075785,RAB7A,256,0.47978,178,-0.2721,185,-0.3557
ENSG00000169714,CNBP,177,-0.0770,162,-0.1989,193,0.15453
ENSG00000181789,COPG1,81,0.64690,34,-0.9652,56,-0.3045
ENSG00000183624,HMCES,44,0.77889,21,-0.6871,27,-0.5176
ENSG00000184897,H1FX,219,0.33388,151,-0.3795,179,-0.1707
ENSG00000129071,MBD4,43,0.93954,15,-1.0424,24,-0.5843
ENSG00000163913,IFT122,53,0.42252,39,-0.2255,40,-0.3163
ENSG00000004399,PLXND1,94,0.63384,40,-0.9540,65,-0.2942
ENSG00000172765,TMCC1,37,0.17686,19,-0.9262,36,0.14983
ENSG00000017260,ATP2C1,136,0.55367,66,-0.7939,99,-0.2569
ENSG00000198585,NUDT16,48,0.09737,32,-0.5960,48,0.13111
ENSG00000114686,MRPL3,47,0.15348,27,-0.7575,46,0.12610
ENSG00000196353,CPNE4,57,0.94730,34,-0.2732,28,-0.8432
ENSG00000144868,TMEM108,36,-0.0502,31,-0.2675,38,0.15620
ENSG00000091527,CDV3,66,0.14306,71,0.22799,57,-0.2420
ENSG00000091513,TF,37,-1.4540,351,3.15772,40,-1.5095
ENSG00000144867,SRPRB,53,0.20488,25,-1.0621,52,0.15674
ENSG00000154917,RAB6B,691,0.66264,222,-1.3764,490,-0.2271
ENSG00000129055,ANAPC13,69,0.04066,56,-0.2985,69,0.08257
ENSG00000114054,PCCB,18,-0.8879,32,0.18599,35,0.67795
ENSG00000114098,ARMC8,59,0.84479,24,-0.9246,35,-0.5171
ENSG00000158186,MRAS,151,0.03944,94,-0.7265,160,0.22608
ENSG00000051382,PIK3CB,96,0.92100,15,-2.2508,59,-0.3537
ENSG00000175110,MRPS22,37,0.57626,33,0.21815,22,-0.6737
ENSG00000184432,COPB2,45,0.23260,29,-0.5516,40,-0.0131
ENSG00000114115,RBP1,40,-1.1185,73,0.07342,91,0.91103
