Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000132879,FBXO44,4,-5.5635,378,1.29506,335,1.07270,279,0.75140,113,-0.7229,66,-1.5484,191,0.11404,149,-0.2929,92,-1.0357
ENSG00000011021,CLCN6,23,-2.0234,155,0.97169,107,0.32518,42,-1.1224,42,-1.1517,95,0.13565,168,1.10912,74,-0.2634,81,-0.1240
ENSG00000116685,KIAA2013,152,1.82124,96,0.95153,25,-1.2115,36,-0.6622,46,-0.2737,29,-0.9715,52,-0.0906,32,-0.8447,25,-1.2250
ENSG00000116688,MFN2,86,-0.4661,225,1.13652,149,0.41237,78,-0.6260,97,-0.2789,82,-0.5437,128,0.16326,43,-1.5301,153,0.46598
ENSG00000048707,VPS13D,290,2.00807,90,-0.1104,76,-0.3776,111,0.22733,62,-0.6868,42,-1.2968,51,-0.9887,34,-1.5789,109,0.21025
ENSG00000162496,DHRS3,328,2.23143,33,-1.6933,21,-2.3379,9,-3.4762,46,-1.1636,80,-0.3247,252,1.66665,49,-1.0717,65,-0.6486
ENSG00000116731,PRDM2,81,0.09757,108,0.57776,136,0.98301,108,0.57943,58,-0.4390,50,-0.6462,47,-0.7398,46,-0.7983,51,-0.6409
ENSG00000142634,EFHD2,84,0.62151,19,-1.7306,44,-0.4156,134,1.47051,90,0.72890,77,0.47647,65,0.19499,5,-3.6981,2,-4.6473
ENSG00000116786,PLEKHM2,15,-2.7076,86,-0.0609,95,0.10401,110,0.34151,86,-0.0548,102,0.21938,122,0.51303,114,0.39793,74,-0.3061
ENSG00000065526,SPEN,287,2.01812,44,-1.1821,79,-0.2911,92,-0.0356,55,-0.8399,100,0.09672,58,-0.7658,52,-0.9248,82,-0.2212
ENSG00000055070,SZRD1,1,-4.9557,12,-1.7638,14,-1.5075,2,-4.0069,64,0.83429,101,1.68184,30,-0.4229,76,1.13452,50,0.39939
ENSG00000159363,ATP13A2,79,-0.8334,161,0.30883,98,-0.4898,202,0.69057,93,-0.5661,102,-0.4344,124,-0.1171,105,-0.3787,237,0.97460
ENSG00000117118,SDHB,1,-5.6363,60,-0.0765,64,0.03760,103,0.83469,59,-0.0918,58,-0.1116,46,-0.4996,68,0.13271,104,0.86148
ENSG00000117115,PADI2,48,-0.4888,57,-0.2163,30,-1.1711,42,-0.6771,101,0.73409,82,0.38297,99,0.69727,62,-0.0747,64,-0.0301
ENSG00000117154,IGSF21,30,-1.3589,144,1.16185,93,0.39656,177,1.55471,56,-0.4193,22,-1.8341,58,-0.3759,20,-1.9915,57,-0.3841
ENSG00000159423,ALDH4A1,1,-5.1960,1,-5.1019,2,-4.5594,9,-2.3987,40,-0.2337,28,-0.7742,212,3.04370,65,0.56892,57,0.33692
ENSG00000053372,MRTO4,16,-1.6834,83,0.89260,61,0.38477,72,0.64417,28,-0.8789,39,-0.3658,71,0.62018,21,-1.3150,48,-0.0255
ENSG00000053371,AKR7A2,1,-5.2155,36,-0.4179,33,-0.5525,49,0.08411,30,-0.6942,77,0.83556,63,0.49601,77,0.83772,54,0.24442
ENSG00000077549,CAPZB,220,-0.1900,334,0.49847,224,-0.1557,220,-0.1879,127,-1.0409,323,0.44060,408,0.84211,126,-1.0591,243,-0.0248
ENSG00000173436,MICOS10,67,-1.5718,278,0.66255,131,-0.5560,236,0.38882,232,0.35730,207,0.17226,143,-0.4220,207,0.17137,177,-0.0877
ENSG00000158747,NBL1,636,1.47814,204,-0.4674,281,0.04311,211,-0.4128,231,-0.2660,257,-0.1016,320,0.25691,187,-0.6027,133,-1.1207
ENSG00000162545,CAMK2N1,433,-1.1585,943,0.06003,1308,0.60718,969,0.10444,754,-0.2986,816,-0.1735,568,-0.7429,1301,0.59831,1084,0.29057
ENSG00000158828,PINK1,238,-0.6609,502,0.54365,358,-0.0160,445,0.34231,319,-0.2004,330,-0.1458,335,-0.1216,317,-0.2107,409,0.20111
ENSG00000127483,HP1BP3,125,-0.7507,262,0.43298,174,-0.2364,175,-0.2295,140,-0.5814,250,0.35683,313,0.73651,163,-0.3407,212,0.08276
ENSG00000075151,EIF4G3,38,-1.5258,82,-0.3381,145,0.58946,197,1.12914,67,-0.6493,58,-0.8781,64,-0.7381,114,0.19447,149,0.64017
ENSG00000076864,RAP1GAP,42,-1.9964,377,1.57194,142,-0.1370,338,1.36434,106,-0.5939,74,-1.1536,136,-0.2012,58,-1.5126,116,-0.4576
ENSG00000090686,USP48,165,1.95495,71,0.38417,42,-0.4650,29,-1.0068,42,-0.4653,54,-0.0645,46,-0.3232,49,-0.2178,7,-3.1334
ENSG00000070831,CDC42,237,0.13671,309,0.58141,159,-0.5019,340,0.74833,154,-0.5483,195,-0.1732,247,0.20514,166,-0.4304,152,-0.5715
ENSG00000169641,LUZP1,242,1.86992,110,0.41886,49,-0.8773,114,0.47111,39,-1.1944,24,-1.9034,32,-1.5270,92,0.11478,67,-0.3932
ENSG00000125944,HNRNPR,60,-0.7522,112,0.23210,43,-1.2721,168,0.92718,88,-0.1642,170,0.94661,63,-0.6869,90,-0.1243,81,-0.2993
ENSG00000142676,RPL11,940,0.97434,271,-1.0523,357,-0.6264,358,-0.6215,681,0.41619,862,0.82092,344,-0.6846,592,0.18203,361,-0.6090
ENSG00000057757,PITHD1,1,-6.5952,110,-0.1585,124,0.03345,327,1.76115,64,-0.9959,49,-1.3977,222,1.01627,133,0.14299,65,-0.9799
ENSG00000011009,LYPLA2,2,-4.8933,111,1.17303,90,0.78907,70,0.37260,24,-1.2719,49,-0.2225,81,0.61433,49,-0.1929,27,-1.1355
ENSG00000189266,PNRC2,39,-0.7243,73,0.28244,37,-0.8032,62,0.00207,60,-0.0568,97,0.75895,53,-0.2354,34,-0.9249,100,0.81203
ENSG00000188529,SRSF10,12,-1.9191,16,-1.5948,29,-0.6601,93,1.26368,42,-0.1097,39,-0.2046,39,-0.2045,53,0.29461,77,0.92346
ENSG00000001461,NIPAL3,70,0.21553,117,1.08698,52,-0.2639,54,-0.2009,86,0.55045,33,-0.9722,38,-0.7510,37,-0.7864,66,0.12173
ENSG00000133226,SRRM1,230,2.02652,13,-2.6361,57,-0.4294,54,-0.5147,65,-0.2323,61,-0.3360,84,0.16898,68,-0.1673,46,-0.7808
ENSG00000169504,CLIC4,389,3.28050,0,-8.1418,0,-7.0047,14,-2.5737,77,-0.0357,178,1.43143,4,-4.1911,40,-1.0378,3,-4.7714
ENSG00000117614,SYF2,58,-0.2633,79,0.24031,23,-1.6573,63,-0.1361,47,-0.5817,115,0.87957,69,0.03111,76,0.18545,83,0.32035
ENSG00000117616,RSRP1,154,1.42677,111,0.82725,33,-1.1304,17,-2.1201,36,-1.0046,54,-0.3713,73,0.11075,62,-0.1547,72,0.10282
ENSG00000183726,TMEM50A,177,0.75954,237,1.28131,100,-0.1964,65,-0.8569,68,-0.7949,195,0.92797,53,-1.1735,28,-2.0981,90,-0.3522
ENSG00000162430,SELENON,175,1.21040,94,0.13603,98,0.20447,78,-0.1613,54,-0.7336,101,0.26117,42,-1.1375,84,-0.0437,51,-0.8154
ENSG00000117640,MTFR1L,49,-0.9536,175,1.12039,83,-0.1368,83,-0.1455,56,-0.7692,58,-0.7041,115,0.38148,117,0.41115,82,-0.1710
ENSG00000117632,STMN1,270,-1.0335,1000,1.10926,707,0.50025,805,0.72432,378,-0.5173,286,-0.9475,432,-0.3038,334,-0.7093,491,-0.0993
ENSG00000158008,EXTL1,9,-3.2042,111,0.60530,129,0.87106,101,0.43635,57,-0.4727,70,-0.1628,107,0.53630,50,-0.6919,61,-0.3783
ENSG00000142669,SH3BGRL3,125,-0.7571,280,0.53647,218,0.11933,165,-0.3271,148,-0.4952,275,0.50307,224,0.16360,207,0.03545,181,-0.1831
ENSG00000198830,HMGN2,205,0.41547,50,-1.7841,109,-0.5926,201,0.38358,126,-0.3748,342,1.32195,125,-0.3885,134,-0.2752,141,-0.1937
ENSG00000117713,ARID1A,1,-5.8278,56,-0.3962,185,1.67934,66,-0.1227,46,-0.6949,79,0.16658,89,0.36520,62,-0.2347,60,-0.2899
ENSG00000090273,NUDC,115,-0.3030,209,0.67653,134,-0.0617,184,0.45772,131,-0.0936,148,0.09725,104,-0.4695,155,0.17136,74,-0.9952
ENSG00000253368,TRNP1,1,-5.0103,57,0.57170,37,-0.1333,42,0.04672,41,0.04216,41,0.03897,47,0.25755,51,0.37293,46,0.20105
ENSG00000142784,WDTC1,196,1.53695,52,-0.7176,112,0.52902,63,-0.4002,74,-0.1638,24,-1.8826,93,0.21505,74,-0.1632,46,-0.8810
ENSG00000186501,TMEM222,36,-1.5313,113,0.23240,186,1.08985,133,0.50125,86,-0.2109,48,-1.1261,161,0.83285,49,-1.0997,72,-0.5007
ENSG00000158195,WASF2,69,0.52809,24,-1.1512,22,-1.2494,35,-0.5552,44,-0.1805,100,1.18802,86,0.92534,25,-1.0393,43,-0.2443
ENSG00000126705,AHDC1,188,1.40634,87,0.06991,75,-0.1835,136,0.81416,46,-0.9401,35,-1.3327,85,0.01778,66,-0.3755,35,-1.3370
ENSG00000126709,IFI6,443,1.18287,171,-0.4231,70,-1.7806,228,0.03961,202,-0.1547,515,1.46943,271,0.32725,63,-1.9311,38,-2.6654
ENSG00000117758,STX12,56,-0.8017,100,0.10899,77,-0.3033,96,0.03857,93,-0.0066,64,-0.6075,114,0.32909,133,0.58832,108,0.23362
ENSG00000126698,DNAJC8,56,-1.1037,75,-0.6544,164,0.62288,83,-0.4959,88,-0.3956,99,-0.2136,130,0.23047,150,0.46654,172,0.70583
ENSG00000130770,ATP5IF1,272,0.41159,500,1.50272,197,-0.1184,109,-1.0365,140,-0.6528,150,-0.5519,98,-1.1968,283,0.47700,158,-0.4646
ENSG00000198492,YTHDF2,17,-2.0721,59,-0.1441,73,0.19636,102,0.74565,57,-0.2116,54,-0.3086,78,0.30764,46,-0.5360,99,0.69705
ENSG00000116350,SRSF4,123,1.11203,21,-1.7391,131,1.22091,66,0.04780,45,-0.5536,60,-0.1087,48,-0.4643,50,-0.4114,34,-0.9748
ENSG00000162512,SDC3,118,-1.1453,353,0.60508,206,-0.2791,170,-0.5820,199,-0.3369,226,-0.1296,443,1.00701,242,-0.0178,249,0.02784
ENSG00000134644,PUM1,77,-1.2207,264,0.73735,274,0.80396,239,0.56660,128,-0.4472,143,-0.2708,190,0.18304,92,-0.9682,121,-0.5411
ENSG00000121766,ZCCHC17,2,-5.8127,117,0.19287,186,0.98327,176,0.88414,91,-0.2109,44,-1.3288,103,-0.0114,81,-0.3933,136,0.44066
ENSG00000121769,FABP3,31,-1.2648,176,1.60140,111,0.75024,89,0.37020,54,-0.4253,23,-1.7296,69,-0.0441,40,-0.8884,44,-0.7345
ENSG00000162517,PEF1,3,-4.5963,125,0.72545,97,0.28707,97,0.29190,56,-0.5901,98,0.30886,49,-0.7852,87,0.11147,118,0.62025
ENSG00000121753,ADGRB2,93,-1.8364,417,0.51608,492,0.80015,339,0.16842,238,-0.4014,180,-0.8352,350,0.22080,328,0.11440,314,0.04649
ENSG00000184007,PTP4A2,203,0.06694,211,0.12671,134,-0.5937,143,-0.4909,418,1.31838,217,0.17182,127,-0.6812,229,0.26249,74,-1.5052
ENSG00000121774,KHDRBS1,186,0.37940,192,0.43896,169,0.22085,182,0.35053,79,-0.9725,167,0.20663,136,-0.1287,77,-1.0180,138,-0.1079
ENSG00000025800,KPNA6,25,-0.9256,71,0.73029,31,-0.5953,14,-1.7440,33,-0.4948,16,-1.5749,94,1.23001,53,0.23849,73,0.78402
ENSG00000084623,EIF3I,151,0.33522,107,-0.2271,72,-0.8509,236,1.11250,70,-0.8866,168,0.51382,121,-0.0207,123,0.00307,59,-1.1329
ENSG00000175130,MARCKSL1,11,-4.3279,30,-2.8561,64,-1.7410,219,0.15626,227,0.20892,244,0.33459,511,1.67048,187,-0.1055,301,0.68560
ENSG00000160058,BSDC1,98,0.25412,76,-0.1703,77,-0.1398,117,0.54714,84,-0.0010,98,0.25201,59,-0.5508,55,-0.6827,93,0.15923
ENSG00000162521,RBBP4,87,-0.0385,47,-1.0063,100,0.19460,75,-0.2788,57,-0.7016,145,0.81837,106,0.28422,55,-0.7464,129,0.61762
ENSG00000134684,YARS,139,0.79758,68,-0.3754,106,0.34205,121,0.56384,39,-1.2314,57,-0.6583,77,-0.1921,67,-0.3944,102,0.27644
ENSG00000121905,HPCA,10,-4.2934,373,1.20563,293,0.77532,268,0.61899,114,-0.7679,51,-1.9646,183,-0.0115,135,-0.5037,236,0.40288
ENSG00000121900,TMEM54,13,-1.6330,4,-3.3661,24,-0.7652,62,0.80551,52,0.48872,65,0.86447,19,-1.0833,57,0.64187,51,0.47406
ENSG00000134686,PHC2,244,1.60762,82,-0.2765,67,-0.5972,130,0.47353,62,-0.7182,131,0.48450,93,-0.0892,18,-2.5384,53,-0.9515
ENSG00000116544,DLGAP3,53,-1.4950,130,-0.0959,200,0.61667,194,0.55733,104,-0.4495,80,-0.8585,110,-0.3612,165,0.29194,208,0.68017
ENSG00000116560,SFPQ,272,0.89484,141,-0.2052,170,0.10435,105,-0.6585,100,-0.7443,222,0.54221,136,-0.2547,96,-0.7987,196,0.33812
ENSG00000146463,ZMYM4,79,0.68643,12,-2.2474,99,1.09184,55,0.08219,43,-0.2943,21,-1.3977,65,0.34588,23,-1.2963,74,0.56785
ENSG00000142687,KIAA0319L,160,1.14506,137,0.85991,52,-0.7075,107,0.44368,47,-0.8625,55,-0.6223,84,0.03866,40,-1.1248,55,-0.6312
ENSG00000020129,NCDN,187,-1.6693,1335,1.56149,812,0.65058,773,0.56610,246,-1.2561,326,-0.8260,347,-0.7287,254,-1.2082,671,0.32542
ENSG00000126067,PSMB2,77,-0.7492,214,0.93372,147,0.29380,103,-0.2866,88,-0.5400,129,0.07584,104,-0.2745,77,-0.7394,170,0.53475
ENSG00000142686,C1orf216,52,-0.8157,253,1.92730,148,0.88887,38,-1.2748,41,-1.1777,19,-2.2965,91,0.07724,77,-0.2033,65,-0.4702
ENSG00000092847,AGO1,71,0.47864,9,-2.6754,122,1.45384,58,0.14779,61,0.21831,37,-0.5467,54,0.03209,21,-1.4208,44,-0.3024
ENSG00000054116,TRAPPC3,150,1.21248,87,0.26696,87,0.27402,97,0.45546,28,-1.4886,19,-2.0610,107,0.60890,53,-0.5250,37,-1.0955
ENSG00000116871,MAP7D1,276,0.32563,247,0.14184,264,0.24902,309,0.51541,128,-0.8912,214,-0.0867,157,-0.5799,131,-0.8557,310,0.52240
ENSG00000054118,THRAP3,1,-5.8998,104,0.53450,131,0.93342,106,0.55780,64,-0.2518,120,0.78328,42,-0.9241,61,-0.3397,49,-0.6720
ENSG00000116898,MRPS15,1,-4.9782,51,0.39964,42,0.08687,32,-0.3565,38,-0.0689,54,0.50536,20,-1.0600,51,0.42634,68,0.91551
ENSG00000163875,MEAF6,1,-5.8084,241,1.66993,116,0.34471,119,0.39686,55,-0.8307,55,-0.8303,41,-1.2839,96,0.03478,119,0.39552
ENSG00000197982,C1orf122,155,-0.7518,111,-1.2602,189,-0.4439,322,0.42231,257,0.04900,272,0.14020,277,0.17099,275,0.16110,386,0.73365
ENSG00000116954,RRAGC,86,0.58429,104,0.91894,34,-0.8944,48,-0.3556,33,-0.9288,16,-2.0354,151,1.62292,16,-1.9861,54,-0.1822
ENSG00000174574,AKIRIN1,26,-2.0011,126,0.43072,182,1.06794,122,0.37370,51,-0.9950,156,0.78853,89,-0.1485,55,-0.8917,68,-0.5742
ENSG00000168653,NDUFS5,213,-1.0218,525,0.41444,384,-0.1010,472,0.23589,395,-0.0533,457,0.18472,252,-0.7634,298,-0.5018,680,0.85973
ENSG00000127603,MACF1,802,1.71405,114,-1.5290,264,-0.2355,134,-1.2900,266,-0.2246,270,-0.2026,314,0.04398,343,0.18522,247,-0.3408
ENSG00000090621,PABPC4,200,1.12158,153,0.65302,53,-1.0382,104,0.00713,78,-0.4511,146,0.56590,68,-0.6527,50,-1.1213,79,-0.4277
ENSG00000116983,HPCAL4,68,-2.8813,516,0.21287,876,1.12835,523,0.23611,358,-0.3746,200,-1.2748,412,-0.1517,377,-0.2951,747,0.84321
ENSG00000168389,MFSD2A,64,0.08096,23,-1.4945,18,-1.8464,77,0.37889,41,-0.6063,231,2.53398,44,-0.5000,2,-4.8581,47,-0.4093
ENSG00000131236,CAP1,292,1.03081,263,0.83969,136,-0.2545,115,-0.5120,110,-0.5811,103,-0.6863,158,-0.0154,172,0.12317,85,-0.9891
ENSG00000131238,PPT1,157,0.09689,185,0.36853,160,0.12706,99,-0.6363,76,-1.0346,172,0.24873,113,-0.4307,181,0.32937,188,0.39487
ENSG00000084073,ZMPSTE24,73,0.36850,30,-1.0220,65,0.16629,75,0.40607,37,-0.7187,81,0.54322,77,0.46451,5,-3.4597,82,0.55251
ENSG00000084070,SMAP2,200,0.78053,236,1.06861,167,0.46643,96,-0.4236,70,-0.9085,41,-1.7057,202,0.79129,57,-1.2428,63,-1.0853
ENSG00000117016,RIMS3,14,-2.8009,105,0.20765,150,0.81755,101,0.14844,101,0.14986,64,-0.5870,70,-0.4299,131,0.58726,93,0.01859
ENSG00000066136,NFYC,1,-5.1550,63,0.57023,32,-0.5455,117,1.69885,32,-0.5160,46,0.03734,24,-0.9422,36,-0.3305,51,0.21674
ENSG00000198815,FOXJ3,152,0.96443,175,1.21511,34,-1.4205,154,0.98538,42,-1.1080,60,-0.5671,39,-1.2198,44,-1.0328,73,-0.2541
ENSG00000065978,YBX1,400,2.41769,40,-1.5686,51,-1.2167,87,-0.3895,116,0.07316,124,0.19037,55,-1.0792,64,-0.8682,60,-0.9699
ENSG00000117394,SLC2A1,690,1.77601,7,-5.2122,46,-2.5990,44,-2.6512,132,-1.0365,1266,3.29026,79,-1.7981,21,-3.7229,12,-4.4961
ENSG00000142949,PTPRF,59,-1.7181,252,0.56304,304,0.89035,174,-0.0524,131,-0.5009,97,-0.9714,207,0.23206,203,0.20373,189,0.08232
ENSG00000126091,ST3GAL3,3,-4.1967,42,-0.5103,72,0.33324,167,1.89397,56,-0.0685,71,0.32757,27,-1.1974,51,-0.2128,36,-0.7733
ENSG00000117408,IPO13,136,0.59380,131,0.52648,67,-0.5601,59,-0.7456,90,-0.0922,99,0.06770,64,-0.6349,116,0.32291,95,-0.0062
ENSG00000117410,ATP6V0B,104,-1.7218,567,0.98738,306,-0.0586,485,0.71023,238,-0.4598,168,-0.9940,430,0.50375,152,-1.1458,404,0.39961
ENSG00000117411,B4GALT2,39,-1.5644,87,-0.3288,107,0.01324,84,-0.3707,146,0.51817,126,0.26868,81,-0.4280,181,0.89173,108,0.02407
ENSG00000117419,ERI3,89,-1.0409,273,0.76345,174,0.00944,182,0.08534,106,-0.7727,147,-0.2583,244,0.56865,201,0.24253,141,-0.3236
ENSG00000187147,RNF220,158,0.67976,67,-0.7024,68,-0.6768,242,1.46222,74,-0.5608,69,-0.6529,106,0.01666,36,-1.6266,123,0.26019
