Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000242485,MRPL20,136,-0.4770,169,-0.1291,179,-0.0334,263,0.60457,159,-0.2224,138,-0.4458,197,0.11902,203,0.19241
ENSG00000235098,ANKRD65,37,0.82515,11,-1.1309,17,-0.4412,20,-0.1956,19,-0.2364,27,0.29945,18,-0.3222,27,0.31210
ENSG00000179403,VWA1,15,-1.1784,16,-1.1449,10,-1.8478,110,2.19702,41,0.36519,29,-0.2306,23,-0.5594,27,-0.3499
ENSG00000197785,ATAD3A,8,-1.5371,38,0.95508,25,0.26693,27,0.38541,10,-1.1694,20,-0.1264,20,-0.1232,23,0.09808
ENSG00000205090,TMEM240,81,0.53963,56,-0.0457,53,-0.1465,80,0.53719,35,-0.7919,40,-0.5849,85,0.63562,46,-0.4163
ENSG00000160075,SSU72,189,0.29411,179,0.20038,146,-0.1326,151,-0.0771,125,-0.3712,169,0.10276,150,-0.0907,158,-0.0043
ENSG00000228594,FNDC10,70,0.46240,46,-0.2126,50,-0.0849,53,-0.0043,27,-1.0578,47,-0.1967,72,0.50741,56,0.09335
ENSG00000272106,AL691432.2,27,0.33438,10,-1.1212,30,0.50103,30,0.50334,27,0.34527,13,-0.8303,19,-0.2291,20,-0.1076
ENSG00000197530,MIB2,40,0.05415,38,-0.0122,64,0.85467,44,0.21244,23,-0.8323,43,0.16523,32,-0.3185,32,-0.3382
ENSG00000215790,SLC35E2A,69,0.68756,66,0.60164,69,0.68116,40,-0.1958,51,0.18373,37,-0.3467,25,-0.9091,27,-0.9175
ENSG00000008130,NADK,64,0.95793,15,-1.3481,37,0.05803,34,-0.0973,24,-0.6183,32,-0.2048,50,0.54924,34,-0.1016
ENSG00000078369,GNB1,673,0.53893,508,0.07070,551,0.20485,385,-0.3743,411,-0.2718,438,-0.1698,450,-0.1265,481,-0.0201
ENSG00000187730,GABRD,269,0.89816,130,-0.3179,313,1.17057,98,-0.7538,51,-1.7542,169,0.10758,106,-0.6355,144,-0.1708
ENSG00000067606,PRKCZ,268,-0.1479,349,0.28033,310,0.08314,349,0.28065,224,-0.4375,195,-0.6503,268,-0.1511,343,0.28797
ENSG00000162585,FAAP20,69,0.01101,62,-0.1654,44,-0.6918,107,0.74463,61,-0.1820,69,0.00769,83,0.32430,60,-0.2231
ENSG00000157933,SKI,53,0.59928,30,-0.3334,36,-0.0363,49,0.48398,33,-0.1797,44,0.27514,18,-1.0890,34,-0.1321
ENSG00000157916,RER1,84,0.62370,62,0.11994,102,0.95043,42,-0.5111,51,-0.2085,51,-0.1963,33,-0.8792,48,-0.3405
ENSG00000157911,PEX10,45,0.28070,42,0.19036,32,-0.2841,37,-0.0457,35,-0.1050,27,-0.5253,37,-0.0435,42,0.22268
ENSG00000149527,PLCH2,53,0.88988,46,0.62462,62,1.16177,14,-1.2160,12,-1.5083,44,0.57397,18,-0.8534,16,-1.1076
ENSG00000157870,PRXL2B,66,-0.4898,139,0.71095,159,0.94723,79,-0.2261,82,-0.1491,59,-0.6862,76,-0.2706,77,-0.2810
ENSG00000177133,PRDM16-DT,18,-0.3078,14,-0.6570,8,-1.4609,13,-0.7675,20,-0.1221,34,0.72557,24,0.11846,33,0.78041
ENSG00000158109,TPRG1L,184,-0.2049,291,0.54407,259,0.35074,180,-0.2416,138,-0.6624,186,-0.1942,229,0.14690,209,-0.0048
ENSG00000130764,LRRC47,94,0.45421,112,0.75065,93,0.43871,63,-0.2019,46,-0.6904,55,-0.4079,40,-0.9102,69,-0.0460
ENSG00000196581,AJAP1,44,0.54717,14,-1.2637,73,1.45035,15,-1.1217,14,-1.2758,29,-0.0994,35,0.17553,30,-0.1053
ENSG00000069424,KCNAB2,407,0.74931,194,-0.4657,272,0.07251,225,-0.2356,170,-0.6737,251,-0.0592,206,-0.3703,308,0.32265
ENSG00000116254,CHD5,141,-0.5284,224,0.20559,238,0.30720,253,0.41148,121,-0.7642,154,-0.3986,269,0.51481,187,-0.0948
ENSG00000116251,RPL22,338,-0.3839,297,-0.5894,282,-0.6691,714,0.85553,740,0.91721,289,-0.6300,416,-0.0527,397,-0.1454
ENSG00000116237,ICMT,74,1.03778,33,-0.3243,88,1.35308,11,-1.8971,22,-0.9579,52,0.42539,23,-0.8440,29,-0.5720
ENSG00000097021,ACOT7,390,0.29570,443,0.51303,570,0.95180,233,-0.5323,143,-1.2818,217,-0.6441,317,-0.0400,307,-0.1042
ENSG00000171680,PLEKHG5,26,-0.3022,16,-1.0101,55,0.93475,29,-0.1561,23,-0.4887,22,-0.5840,31,-0.0262,41,0.49944
ENSG00000162408,NOL9,38,0.23768,42,0.40843,42,0.41960,41,0.37995,20,-0.7558,21,-0.7051,40,0.33573,25,-0.4832
ENSG00000162413,KLHL21,42,0.55992,32,0.09988,36,0.31510,30,0.02242,16,-0.9823,44,0.64005,10,-1.6491,29,-0.0341
ENSG00000116273,PHF13,14,-0.0623,14,-0.0485,35,1.48016,10,-0.5251,20,0.52774,12,-0.3300,9,-0.6776,8,-0.9204
ENSG00000041988,THAP3,23,-0.3693,45,0.72810,15,-1.0505,31,0.11110,17,-0.8814,32,0.12007,50,0.88433,25,-0.2497
ENSG00000007923,DNAJC11,34,-0.4004,46,0.08002,40,-0.1407,42,-0.0536,23,-0.9710,27,-0.7682,69,0.76707,56,0.47136
ENSG00000171735,CAMTA1,138,0.05117,139,0.06124,113,-0.2719,180,0.49478,88,-0.6557,132,-0.0211,159,0.28336,127,-0.0939
ENSG00000049245,VAMP3,10,-1.3940,13,-0.9258,9,-1.5173,83,2.21992,41,0.86156,15,-0.7157,12,-1.1529,19,-0.4400
ENSG00000049246,PER3,38,0.71213,25,0.02484,25,0.05765,33,0.51478,28,0.24742,14,-0.8495,8,-1.5810,24,-0.0493
ENSG00000116288,PARK7,301,-0.1524,350,0.09281,328,-0.0143,344,0.06274,296,-0.1756,273,-0.3073,274,-0.3005,405,0.38796
ENSG00000116285,ERRFI1,33,0.96312,44,1.44941,5,-1.9590,14,-0.4088,13,-0.5517,12,-0.6870,10,-0.9998,19,0.00576
ENSG00000162426,SLC45A1,61,0.66638,74,0.98905,65,0.76501,22,-0.9656,9,-2.2119,33,-0.3202,45,0.16656,29,-0.5850
ENSG00000142599,RERE,115,0.38209,105,0.23087,86,-0.0860,82,-0.1563,70,-0.4122,94,0.06019,111,0.33518,77,-0.2996
ENSG00000074800,ENO1,769,0.35343,765,0.34448,761,0.33603,654,0.08503,386,-0.7522,587,-0.0889,522,-0.2794,571,-0.1537
ENSG00000171612,SLC25A33,30,0.42188,14,-0.7811,18,-0.3537,22,-0.0771,23,0.00038,22,-0.0715,17,-0.4617,31,0.53695
ENSG00000188807,TMEM201,13,-0.7625,20,-0.0251,29,0.58015,18,-0.1863,12,-0.8628,33,0.76430,31,0.68918,15,-0.6027
ENSG00000171603,CLSTN1,824,0.50829,781,0.41640,1090,0.99610,441,-0.5078,254,-1.3563,577,-0.0812,572,-0.0938,460,-0.4943
ENSG00000178585,CTNNBIP1,33,-0.0842,24,-0.6068,18,-1.0002,57,0.79775,34,-0.0588,26,-0.4701,30,-0.2674,47,0.56677
ENSG00000162441,LZIC,11,-1.1111,26,0.21191,14,-0.7817,27,0.26603,32,0.59212,18,-0.3548,15,-0.6720,31,0.58522
ENSG00000130939,UBE4B,28,-0.3150,68,1.14660,29,-0.2543,27,-0.4019,20,-0.8247,46,0.46302,35,0.01266,29,-0.3244
ENSG00000054523,KIF1B,209,-0.3214,269,0.08116,344,0.48966,341,0.47500,189,-0.4854,186,-0.5045,284,0.16916,241,-0.1148
ENSG00000142657,PGD,48,-0.3359,101,0.90989,61,0.05882,64,0.14169,31,-1.0136,61,0.06121,64,0.12851,50,-0.2900
ENSG00000241563,CORT,94,-0.6080,18,-3.0822,41,-1.8573,188,0.50982,60,-1.2885,63,-1.2168,699,3.35417,40,-2.0524
ENSG00000160049,DFFA,36,0.48968,34,0.42000,21,-0.3231,30,0.22336,19,-0.5183,29,0.14883,15,-0.8615,26,0.00544
ENSG00000142655,PEX14,27,0.06734,32,0.30807,58,1.35314,17,-0.6771,7,-1.9655,27,0.06115,22,-0.2866,23,-0.2262
ENSG00000120948,TARDBP,93,0.46732,74,0.08763,93,0.46140,69,-0.0166,35,-1.0774,60,-0.2385,65,-0.1131,70,0.00868
ENSG00000116649,SRM,115,0.02427,144,0.39508,95,-0.2861,98,-0.2256,91,-0.3510,111,-0.0362,144,0.39526,111,-0.0406
ENSG00000171824,EXOSC10,34,0.95829,21,0.16103,17,-0.2213,27,0.54359,16,-0.2840,13,-0.6630,23,0.27361,11,-0.8914
ENSG00000198793,MTOR,16,-0.9642,36,0.25801,34,0.15387,40,0.41344,18,-0.8417,47,0.69498,39,0.39623,23,-0.4784
ENSG00000116661,FBXO2,186,-0.3252,205,-0.1731,209,-0.1402,274,0.29893,245,0.11702,244,0.10782,181,-0.3670,255,0.20604
ENSG00000132879,FBXO44,177,-0.1299,200,0.06700,266,0.53687,198,0.04625,116,-0.8000,181,-0.0928,167,-0.2266,212,0.18719
ENSG00000116670,MAD2L2,39,1.11708,12,-0.7539,21,0.05799,26,0.42964,16,-0.4086,20,-0.0041,21,0.02324,13,-0.7082
ENSG00000011021,CLCN6,53,-0.3701,144,1.32225,95,0.56931,58,-0.2204,55,-0.3067,33,-1.1040,45,-0.6189,60,-0.2077
ENSG00000116685,KIAA2013,53,0.63802,20,-0.8942,72,1.15445,52,0.59057,26,-0.5253,36,-0.0204,12,-1.6698,28,-0.4738
ENSG00000083444,PLOD1,19,-0.3543,35,0.58928,28,0.23078,24,-0.0286,13,-1.0177,19,-0.3873,33,0.49661,24,-0.0165
ENSG00000116688,MFN2,99,0.33983,106,0.45656,115,0.59331,75,-0.1028,61,-0.4445,79,-0.0315,63,-0.3765,62,-0.4483
ENSG00000116691,MIIP,15,-0.7339,26,0.16825,25,0.09830,51,1.28407,21,-0.1942,16,-0.6516,22,-0.1031,19,-0.3890
ENSG00000048707,VPS13D,54,0.14647,52,0.09694,67,0.49946,70,0.58135,37,-0.4339,44,-0.1943,55,0.18624,32,-0.7513
ENSG00000162496,DHRS3,45,0.53059,9,-1.9327,8,-2.0059,61,1.07178,33,0.01479,17,-1.0283,39,0.31878,40,0.38944
ENSG00000116731,PRDM2,69,0.24401,61,0.05162,69,0.25920,60,0.01946,34,-0.8804,53,-0.1847,53,-0.1758,67,0.23378
ENSG00000189337,KAZN,22,-1.0250,76,0.98647,24,-0.8779,41,-0.0328,37,-0.1981,39,-0.1197,76,1.00205,32,-0.4863
ENSG00000142634,EFHD2,2,-6.1387,184,0.17429,40,-2.1541,404,1.56892,131,-0.3685,3,-5.8421,430,1.69479,148,-0.2085
ENSG00000116138,DNAJC16,25,0.42239,25,0.43309,36,1.08185,20,0.08817,12,-0.7417,13,-0.5727,7,-1.4636,17,-0.2367
ENSG00000197312,DDI2,19,-0.2973,32,0.55705,18,-0.3708,24,0.10263,9,-1.3152,12,-0.9597,37,0.84086,26,0.25833
ENSG00000116786,PLEKHM2,96,0.25190,88,0.12149,82,-0.0051,77,-0.1012,76,-0.1199,92,0.19092,72,-0.2047,77,-0.1064
ENSG00000065526,SPEN,17,-0.4902,19,-0.3555,39,0.87412,27,0.25703,21,-0.1731,26,0.18164,33,0.57811,14,-0.9137
ENSG00000116809,ZBTB17,10,-0.8154,18,0.03980,27,0.76424,24,0.54995,22,0.40997,21,0.34370,3,-2.6317,15,-0.2763
ENSG00000185519,FAM131C,39,1.35424,11,-0.6856,12,-0.5996,24,0.44960,14,-0.4281,21,0.28677,10,-0.8681,15,-0.3581
ENSG00000055070,SZRD1,22,-0.2057,15,-0.7600,21,-0.2514,55,1.37890,29,0.28204,16,-0.6989,16,-0.6960,24,-0.0350
ENSG00000058453,CROCC,14,-0.2346,42,1.63520,7,-1.2846,18,0.19059,10,-0.7568,15,-0.1283,23,0.57843,9,-1.0422
ENSG00000159363,ATP13A2,265,0.67378,277,0.74776,169,-0.0759,196,0.16289,113,-0.7144,174,-0.0302,112,-0.7170,144,-0.3707
ENSG00000117118,SDHB,75,0.12071,68,-0.0527,83,0.29004,59,-0.2665,57,-0.3092,75,0.11960,56,-0.3515,77,0.18880
ENSG00000117115,PADI2,13,-1.1872,15,-1.0228,6,-2.3856,128,2.87211,61,1.24575,9,-1.7312,13,-1.2243,9,-1.8575
ENSG00000179051,RCC2,35,1.36943,4,-2.0844,17,0.09619,23,0.61685,14,-0.1258,28,0.99513,8,-1.0970,6,-1.5117
ENSG00000074964,ARHGEF10L,29,0.79271,15,-0.2667,15,-0.3187,26,0.58499,12,-0.5884,13,-0.5078,22,0.32321,15,-0.3214
ENSG00000117154,IGSF21,20,-1.7695,118,1.00238,87,0.47460,85,0.43165,66,0.02077,45,-0.5722,79,0.31647,43,-0.7256
ENSG00000159423,ALDH4A1,22,-0.5401,13,-1.2983,5,-2.7058,55,0.96077,37,0.31022,28,-0.1565,23,-0.4472,47,0.84386
ENSG00000127463,EMC1,24,-0.1629,44,0.83165,33,0.35397,37,0.52851,11,-1.3914,31,0.22948,36,0.47871,12,-1.2776
ENSG00000053372,MRTO4,42,0.15808,60,0.77877,43,0.21585,43,0.20009,31,-0.3118,23,-0.7536,34,-0.1737,32,-0.2996
ENSG00000053371,AKR7A2,32,0.24451,12,-1.2246,32,0.23791,35,0.40645,30,0.14748,25,-0.1873,20,-0.5371,31,0.22082
ENSG00000077549,CAPZB,179,-0.0659,266,0.59334,252,0.50417,192,0.05504,144,-0.4072,183,-0.0264,197,0.09376,130,-0.6285
ENSG00000173436,MICOS10,201,-0.6562,304,-0.0024,292,-0.0668,309,0.02815,404,0.47004,254,-0.2907,428,0.56918,272,-0.2003
ENSG00000158747,NBL1,115,-1.1305,447,1.07891,132,-0.9181,338,0.58971,185,-0.3988,118,-1.0963,385,0.81236,208,-0.2391
ENSG00000162545,CAMK2N1,1785,1.36892,479,-0.8322,905,0.17591,384,-1.1720,627,-0.4138,1378,0.89292,507,-0.7446,623,-0.4755
ENSG00000090432,MUL1,30,0.13283,40,0.62822,38,0.55040,35,0.41321,14,-0.9933,16,-0.8463,26,-0.0813,23,-0.2812
ENSG00000183114,FAM43B,4,-2.8192,26,-0.0563,2,-3.8664,53,1.17999,19,-0.5164,0,-5.3859,79,1.96367,28,0.10436
ENSG00000158828,PINK1,452,0.09461,529,0.35444,517,0.31576,340,-0.3608,317,-0.4726,343,-0.3466,443,0.06303,448,0.09232
ENSG00000244038,DDOST,37,0.94276,22,0.06326,30,0.57666,34,0.77213,10,-1.2022,13,-0.7456,19,-0.1575,13,-0.8597
ENSG00000117245,KIF17,9,-1.7203,42,0.69566,30,0.10983,23,-0.2595,18,-0.6402,5,-2.4587,52,1.07078,35,0.42496
ENSG00000189410,SH2D5,35,-0.1222,45,0.28843,66,0.94704,32,-0.2509,26,-0.5935,28,-0.4790,59,0.75069,24,-0.7793
ENSG00000127483,HP1BP3,118,0.20839,112,0.13188,135,0.44208,131,0.38930,92,-0.1920,93,-0.1649,66,-0.7111,92,-0.2143
ENSG00000075151,EIF4G3,144,0.59527,103,0.04437,177,0.96246,71,-0.5430,65,-0.6838,86,-0.2396,97,-0.0599,80,-0.4090
ENSG00000117298,ECE1,15,-0.5391,23,0.09621,13,-0.8119,53,1.54393,18,-0.3211,17,-0.4159,9,-1.3691,24,0.19575
ENSG00000162551,ALPL,4,-2.3544,10,-0.9674,1,-4.0883,46,1.55350,23,0.31032,5,-1.9912,35,1.03752,23,0.38311
ENSG00000076864,RAP1GAP,236,0.36071,274,0.61541,241,0.40105,200,0.09212,114,-0.8016,88,-1.1987,252,0.47437,149,-0.4277
ENSG00000090686,USP48,37,0.38001,42,0.63331,30,0.08326,25,-0.2224,18,-0.7453,35,0.31421,17,-0.8464,28,-0.0604
ENSG00000070831,CDC42,236,0.15893,228,0.10155,367,0.91102,233,0.13556,116,-0.9604,184,-0.2472,203,-0.0840,180,-0.3118
ENSG00000173372,C1QA,9,-1.0718,7,-1.3952,7,-1.4890,74,2.64444,23,0.40385,6,-1.5637,3,-2.3843,17,-0.0926
ENSG00000173369,C1QB,5,-1.8505,1,-3.3391,7,-1.3780,59,2.23601,52,1.98890,13,-0.4482,7,-1.2843,5,-1.8502
ENSG00000004487,KDM1A,167,1.44191,60,-0.3164,100,0.52901,72,-0.0298,34,-1.1687,66,-0.1513,57,-0.3833,50,-0.6717
ENSG00000169641,LUZP1,46,0.36694,42,0.19437,29,-0.3980,35,-0.0820,14,-1.4862,26,-0.5525,60,0.80444,40,0.17077
ENSG00000125944,HNRNPR,72,-0.2747,74,-0.2501,113,0.44507,108,0.37414,72,-0.2844,44,-1.0363,88,0.03081,102,0.31808
ENSG00000125945,ZNF436,34,1.04259,22,0.33947,42,1.41086,5,-2.0186,8,-1.2302,14,-0.4222,17,-0.1241,11,-0.8057
ENSG00000142676,RPL11,324,-0.4520,279,-0.6812,228,-0.9960,739,0.91908,722,0.87656,394,-0.1401,335,-0.3989,423,-0.0297
ENSG00000057757,PITHD1,239,0.08449,295,0.43498,288,0.39303,160,-0.5572,114,-1.0694,150,-0.6535,224,-0.0219,285,0.44240
ENSG00000011009,LYPLA2,99,0.86337,65,0.15175,64,0.13721,71,0.30457,39,-0.6582,38,-0.6931,42,-0.5547,57,-0.0642
ENSG00000117305,HMGCL,21,0.22527,13,-0.5245,11,-0.7339,27,0.63152,14,-0.4176,19,0.10001,22,0.32715,18,-0.0090
ENSG00000189266,PNRC2,23,-0.2206,51,1.12011,29,0.16340,18,-0.6342,21,-0.3426,38,0.59356,17,-0.6832,20,-0.4649
ENSG00000188529,SRSF10,47,0.08505,58,0.42522,67,0.68299,37,-0.3038,17,-1.4262,42,-0.0754,25,-0.8735,53,0.34116
ENSG00000001461,NIPAL3,56,-0.0026,54,-0.0706,85,0.69897,85,0.68730,72,0.41310,28,-1.0556,47,-0.2851,39,-0.6503
ENSG00000133226,SRRM1,45,0.74636,26,-0.1331,22,-0.4053,32,0.15628,28,-0.0601,23,-0.3550,17,-0.7862,33,0.23894
ENSG00000169504,CLIC4,3,-2.5065,7,-1.1824,3,-2.2496,54,2.15190,48,1.89800,12,-0.4781,7,-1.3190,7,-1.4333
ENSG00000117614,SYF2,39,0.14215,38,0.08843,38,0.08385,41,0.20104,34,-0.0851,36,0.01871,32,-0.1880,33,-0.1732
ENSG00000117616,RSRP1,55,0.33217,35,-0.3918,73,0.82928,59,0.45000,39,-0.2039,31,-0.5880,53,0.29878,28,-0.7933
ENSG00000183726,TMEM50A,55,0.11907,32,-0.7338,119,1.48671,55,0.12531,27,-0.9724,64,0.37878,33,-0.6894,36,-0.5901
ENSG00000204178,MACO1,15,-0.4682,13,-0.7071,31,0.65486,28,0.49359,7,-1.6129,35,0.87423,12,-0.8229,23,0.14624
ENSG00000117643,MAN1C1,58,1.52665,6,-2.0418,58,1.53429,9,-1.5234,7,-1.8282,36,0.65548,5,-2.2030,19,-0.4464
ENSG00000162430,SELENON,63,0.50855,23,-1.0594,52,0.18259,70,0.69229,40,-0.2205,35,-0.4413,38,-0.3260,48,0.05026
ENSG00000117640,MTFR1L,92,0.37784,70,-0.0619,64,-0.2079,74,0.01656,45,-0.7625,75,0.05310,90,0.34133,73,0.00887
ENSG00000117632,STMN1,698,-0.6576,1413,0.48122,1383,0.44566,1135,0.11673,739,-0.5687,772,-0.4992,1186,0.18862,1091,0.06014
ENSG00000158008,EXTL1,78,0.54654,74,0.46542,41,-0.4740,99,0.96993,41,-0.4843,30,-0.9763,31,-0.9059,54,-0.0620
ENSG00000142684,ZNF593,50,-0.2367,67,0.23647,48,-0.2966,83,0.57891,61,0.06383,48,-0.2987,56,-0.0646,55,-0.0914
ENSG00000142669,SH3BGRL3,71,-2.1178,461,0.80929,222,-0.3959,364,0.40433,307,0.12350,53,-2.5472,378,0.46784,353,0.41189
ENSG00000158062,UBXN11,23,-0.1725,35,0.47148,29,0.15711,24,-0.1134,34,0.42021,34,0.40922,15,-0.8341,21,-0.4261
ENSG00000117682,DHDDS,26,0.35473,14,-0.5880,24,0.26593,18,-0.2323,17,-0.3138,19,-0.1212,22,0.06637,23,0.20995
ENSG00000198830,HMGN2,110,0.11839,54,-1.0058,75,-0.4871,166,0.81432,139,0.50979,84,-0.3208,116,0.20584,88,-0.2679
ENSG00000117713,ARID1A,45,0.09906,82,1.12528,39,-0.1243,32,-0.4516,28,-0.6645,41,-0.0620,43,0.02352,36,-0.3007
ENSG00000204160,ZDHHC18,47,0.57298,29,-0.2098,59,0.95193,20,-0.8156,25,-0.4755,36,0.14396,24,-0.4890,30,-0.2015
ENSG00000090273,NUDC,180,0.37253,133,-0.1249,129,-0.1740,166,0.23657,145,0.01645,117,-0.3212,130,-0.1518,145,0.02667
ENSG00000253368,TRNP1,77,0.27909,82,0.39024,66,0.02713,40,-0.7712,54,-0.3030,91,0.56272,59,-0.1390,57,-0.2242
ENSG00000090020,SLC9A1,28,-0.3159,88,1.69207,59,0.94167,18,-1.0016,14,-1.3600,16,-1.1824,31,-0.1193,25,-0.5127
ENSG00000142784,WDTC1,41,-0.0406,20,-1.1127,46,0.16599,46,0.17298,38,-0.1645,27,-0.6688,42,0.02073,57,0.61724
ENSG00000186501,TMEM222,107,0.43290,95,0.24081,94,0.22549,132,0.79346,75,-0.1494,64,-0.3854,51,-0.7429,60,-0.5506
ENSG00000158195,WASF2,11,-0.7671,10,-0.9101,10,-1.0157,69,2.41792,25,0.44985,16,-0.2557,11,-0.7531,8,-1.3489
ENSG00000126705,AHDC1,52,0.33531,31,-0.4937,84,1.16222,46,0.12888,28,-0.6398,33,-0.4138,42,-0.0131,33,-0.4483
ENSG00000126709,IFI6,30,-2.0930,238,1.18735,90,-0.4405,174,0.62696,122,0.03545,90,-0.4398,170,0.58867,79,-0.7221
ENSG00000117758,STX12,65,-0.6835,147,0.63366,92,-0.1521,124,0.33916,81,-0.3403,76,-0.4503,110,0.13806,106,0.08925
ENSG00000117751,PPP1R8,15,-0.3820,25,0.40231,23,0.21765,23,0.27452,16,-0.3092,18,-0.1718,18,-0.1383,19,-0.0275
ENSG00000117748,RPA2,34,-0.0155,27,-0.3943,69,1.18156,42,0.34364,25,-0.5151,38,0.18715,19,-0.8914,27,-0.4082
ENSG00000126698,DNAJC8,103,0.24892,97,0.15513,94,0.10474,106,0.28818,76,-0.2493,95,0.10632,73,-0.3160,77,-0.2605
ENSG00000130770,ATP5IF1,536,0.27804,433,-0.0681,506,0.18408,276,-0.7776,293,-0.6864,515,0.21325,435,-0.0613,537,0.32749
ENSG00000180098,TRNAU1AP,33,1.23986,15,-0.1391,10,-0.7815,26,0.81457,17,0.13046,12,-0.4211,12,-0.4517,9,-0.9018
ENSG00000198492,YTHDF2,74,0.03702,96,0.45699,114,0.76220,69,-0.0775,33,-1.1993,41,-0.8825,86,0.28746,69,-0.0906
ENSG00000116350,SRSF4,49,0.18190,28,-0.6687,65,0.66604,71,0.79912,19,-1.2840,27,-0.7773,41,-0.1063,47,0.12787
ENSG00000116353,MECR,37,-0.0787,61,0.76043,40,0.05865,46,0.30954,37,-0.0672,37,-0.0380,23,-0.7865,32,-0.3090
ENSG00000060656,PTPRU,0,-8.5765,35,0.56755,0,-6.6077,56,1.38604,24,-0.0795,0,-6.5806,85,2.24809,13,-1.1199
ENSG00000162511,LAPTM5,9,-1.2167,4,-2.1778,6,-1.6768,58,1.90931,49,1.55265,22,0.15344,6,-1.7400,12,-0.8295
ENSG00000162512,SDC3,259,1.29259,99,-0.3470,122,-0.0050,103,-0.2723,111,-0.1532,124,0.02393,72,-0.8456,106,-0.2594
ENSG00000134644,PUM1,83,-0.6996,188,0.62888,177,0.52775,137,0.10407,88,-0.6045,93,-0.5091,194,0.68025,99,-0.4615
ENSG00000060688,SNRNP40,26,0.20788,27,0.23297,17,-0.4296,34,0.61961,19,-0.2667,13,-0.8562,25,0.11219,23,-0.0020
ENSG00000121766,ZCCHC17,132,0.12657,184,0.67937,141,0.23242,83,-0.6214,88,-0.5206,90,-0.4878,99,-0.3321,142,0.28041
ENSG00000121769,FABP3,307,0.17533,477,0.92653,303,0.15271,144,-1.0235,147,-0.9846,287,0.05994,278,0.01256,271,-0.0378
ENSG00000162517,PEF1,103,0.16737,86,-0.1219,157,0.89290,83,-0.1679,60,-0.6728,89,-0.0650,100,0.12296,77,-0.3214
ENSG00000084636,COL16A1,28,-0.8501,27,-0.9300,39,-0.3397,122,1.60911,61,0.37314,32,-0.6580,43,-0.1986,43,-0.2228
ENSG00000121753,ADGRB2,325,-0.0163,342,0.06492,533,0.81194,278,-0.2704,181,-0.9394,228,-0.5810,358,0.13746,357,0.15488
ENSG00000184007,PTP4A2,128,-0.2657,120,-0.3640,115,-0.4311,296,1.15046,258,0.90355,124,-0.3119,127,-0.2769,96,-0.8028
ENSG00000121774,KHDRBS1,91,0.03988,145,0.82809,105,0.27933,88,-0.0102,55,-0.7375,79,-0.1744,71,-0.3626,81,-0.1539
