Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000162929,KIAA1841,9,-0.6526,21,1.79306,0,-4.7278,4,-1.6465
ENSG00000237651,C2orf74,72,0.01325,86,0.58465,33,-1.1891,51,-0.5416
ENSG00000115464,USP34,37,-0.1512,47,0.50856,28,-0.5586,30,-0.4700
ENSG00000082898,XPO1,53,0.00930,53,0.00867,42,-0.3695,63,0.27887
ENSG00000115484,CCT4,87,-0.3169,112,0.26211,113,0.16173,87,-0.2716
ENSG00000173163,COMMD1,27,-0.2117,32,0.10542,42,0.54731,21,-0.6110
ENSG00000115504,EHBP1,30,-0.3766,49,1.02716,20,-0.9862,17,-1.2246
ENSG00000014641,MDH1,276,-0.5566,510,1.10366,261,-0.5782,135,-1.5843
ENSG00000169764,UGP2,150,-0.0764,196,0.75562,117,-0.4685,47,-1.8469
ENSG00000197329,PELI1,8,-1.2385,25,1.20658,8,-1.2369,17,-0.0483
ENSG00000119862,LGALSL,25,0.10849,32,1.04915,3,-2.8837,8,-1.6880
ENSG00000119844,AFTPH,18,-1.0239,45,1.07447,24,-0.5217,24,-0.5196
ENSG00000237638,LINC02245,11,-0.3617,21,1.64369,0,-4.7643,3,-2.1471
ENSG00000115902,SLC1A4,122,0.49597,104,0.25984,21,-2.2864,82,-0.2556
ENSG00000011523,CEP68,34,-0.0142,42,0.72232,28,-0.2777,6,-2.5501
ENSG00000138069,RAB1A,94,-0.7648,188,0.90383,131,-0.1512,81,-0.9169
ENSG00000138071,ACTR2,108,-0.5193,174,0.61225,125,-0.2247,112,-0.3972
ENSG00000198369,SPRED2,31,0.04143,36,0.53282,22,-0.5164,15,-1.1000
ENSG00000197223,C1D,35,-0.3595,55,0.88853,6,-2.8401,42,-0.0009
ENSG00000221823,PPP3R1,94,-0.7332,221,1.83040,45,-1.7778,14,-3.5015
ENSG00000119865,CNRIP1,75,-0.6697,160,1.47264,46,-1.3522,33,-1.8289
ENSG00000169604,ANTXR1,16,-0.5071,12,-1.2834,20,-0.0566,67,2.21074
ENSG00000198380,GFPT1,31,0.03306,37,0.70074,0,-5.8739,30,-0.0112
ENSG00000169599,NFU1,23,-0.5071,35,0.35852,31,0.00961,30,-0.0335
ENSG00000115977,AAK1,86,-0.2180,129,0.97606,69,-0.5466,19,-2.4662
ENSG00000087338,GMCL1,11,-0.5425,18,0.36821,21,0.52428,10,-0.7189
ENSG00000124380,SNRNP27,45,-0.2342,63,0.72585,27,-0.9589,35,-0.5742
ENSG00000169564,PCBP1,160,-0.4918,217,0.09872,209,-0.0042,279,0.48483
ENSG00000116001,TIA1,15,-1.2401,31,0.02638,47,0.74962,44,0.60100
ENSG00000116005,PCYOX1,40,-0.4028,54,0.20166,76,0.69998,30,-0.8089
ENSG00000143977,SNRPG,85,-0.1424,73,-0.6019,154,0.88951,119,0.43234
ENSG00000035141,FAM136A,19,-0.9354,34,0.08733,74,1.41300,16,-1.1402
ENSG00000075340,ADD2,120,-0.0611,180,1.40607,1,-6.1694,29,-2.2151
ENSG00000144043,TEX261,14,-0.9929,19,-0.6391,33,0.46798,61,1.58856
ENSG00000124357,NAGK,29,-0.9826,51,0.04246,76,0.70065,64,0.41371
ENSG00000124383,MPHOSPH10,15,-0.4334,24,0.62700,24,0.32673,6,-1.6646
ENSG00000124374,PAIP2B,23,-0.4482,14,-1.6400,20,-0.5925,112,2.65838
ENSG00000075292,ZNF638,41,-0.2727,54,0.36960,46,-0.0571,38,-0.3735
ENSG00000003137,CYP26B1,8,-1.9359,45,2.29694,7,-1.9279,11,-1.3586
ENSG00000144036,EXOC6B,30,-0.6616,47,0.28684,31,-0.5120,64,0.67149
ENSG00000144040,SFXN5,267,1.26085,122,-0.5518,78,-1.0330,102,-0.6181
ENSG00000135631,RAB11FIP5,39,0.40266,35,0.26821,23,-0.5374,15,-1.2095
ENSG00000272702,AC010913.1,25,0.49905,24,0.60094,4,-2.2615,7,-1.4968
ENSG00000135632,SMYD5,16,-0.6851,26,0.29333,11,-1.1693,41,0.96371
ENSG00000135617,PRADC1,24,-0.1179,28,0.22309,16,-0.7011,30,0.25517
ENSG00000135624,CCT7,74,-0.6317,122,0.46834,106,0.01223,98,-0.1145
ENSG00000163013,FBXO41,85,0.35674,86,0.61229,19,-2.0300,35,-1.0991
ENSG00000135625,EGR4,14,-0.3909,26,1.61165,6,-1.6811,0,-6.8803
ENSG00000144034,TPRKB,22,-0.0210,18,-0.5278,55,1.60225,7,-1.7526
ENSG00000124356,STAMBP,13,-0.4287,15,-0.2551,13,-0.3944,33,1.20367
ENSG00000114956,DGUOK,36,-0.9282,78,0.87689,55,-0.1552,43,-0.5340
ENSG00000163170,BOLA3,87,0.26250,85,0.33049,62,-0.3220,33,-1.3014
ENSG00000114978,MOB1A,18,-0.6751,23,-0.3530,44,0.86833,38,0.63265
ENSG00000204843,DCTN1,185,-0.4641,297,0.73092,220,-0.1287,125,-1.0200
ENSG00000005448,WDR54,11,-1.1989,32,1.30098,13,-0.8358,15,-0.5697
ENSG00000115274,INO80B,18,-0.3951,26,0.42798,17,-0.4631,24,0.06823
ENSG00000239779,WBP1,88,0.13672,69,-0.4450,63,-0.4255,139,0.91488
ENSG00000115275,MOGS,12,-0.4555,19,0.75452,0,-4.7010,21,0.53141
ENSG00000204822,MRPL53,18,-0.1165,12,-1.1432,50,1.78155,19,-0.0157
ENSG00000115307,AUP1,36,-0.6311,48,-0.1645,40,-0.3639,102,1.23362
ENSG00000115317,HTRA2,25,0.20983,25,0.36474,0,-5.4191,28,0.36675
ENSG00000135622,SEMA4F,14,-0.8643,33,1.40596,16,-0.5382,5,-2.2248
ENSG00000115350,POLE4,101,-0.0021,102,0.01300,76,-0.4621,125,0.35038
ENSG00000115364,MRPL19,17,-0.3558,22,0.17143,27,0.42714,17,-0.3222
ENSG00000176204,LRRTM4,15,-0.6412,36,2.16196,0,-4.6733,0,-7.1818
ENSG00000066032,CTNNA2,137,0.36757,111,-0.0612,94,-0.3023,96,-0.2679
ENSG00000162951,LRRTM1,33,-0.3347,57,1.30228,11,-2.0153,14,-1.5893
ENSG00000163541,SUCLG1,51,-0.5768,73,0.13680,65,-0.1113,99,0.58877
ENSG00000034510,TMSB10,2423,-0.4266,3558,0.48618,4315,0.58950,997,-1.7442
ENSG00000176407,KCMF1,54,0.27201,51,0.28035,39,-0.3027,22,-1.1421
ENSG00000152291,TGOLN2,61,-1.0070,141,0.90668,91,-0.2824,87,-0.3547
ENSG00000042445,RETSAT,27,-0.1071,20,-0.8452,27,-0.0966,67,1.50312
ENSG00000042493,CAPG,19,-0.6003,10,-2.0317,55,1.24917,80,2.03808
ENSG00000168906,MAT2A,63,-0.5514,64,-0.7205,140,0.84496,159,1.08699
ENSG00000115486,GGCX,21,-0.5569,27,-0.1474,25,-0.1785,52,1.05380
ENSG00000168899,VAMP5,19,-1.8537,20,-2.2512,102,0.99670,241,2.92373
ENSG00000168894,RNF181,68,-0.6273,78,-0.5731,211,1.38574,115,0.29044
ENSG00000168883,USP39,20,0.05797,17,-0.3388,27,0.50441,21,0.09451
ENSG00000115525,ST3GAL5,38,-0.8888,80,0.83232,45,-0.5254,59,-0.1113
ENSG00000132300,PTCD3,33,-0.2783,38,0.04619,15,-1.4712,69,1.04286
ENSG00000132305,IMMT,48,-0.4044,76,0.85833,39,-0.6741,34,-0.8773
ENSG00000132313,MRPL35,30,-0.3182,43,0.54197,38,0.10694,18,-1.0901
ENSG00000068615,REEP1,65,-0.1574,102,1.32458,13,-2.5293,17,-2.1542
ENSG00000115548,KDM3A,17,-0.2394,19,-0.0333,14,-0.4889,30,0.74530
ENSG00000115561,CHMP3,107,0.20014,113,0.49811,62,-0.7050,44,-1.2393
ENSG00000239305,RNF103,34,-0.3684,48,0.40547,30,-0.5242,45,0.12295
ENSG00000153561,RMND5A,36,-0.0829,49,0.89694,0,-5.6729,32,-0.2503
ENSG00000222041,CYTOR,16,-0.3591,22,0.48873,31,0.79391,1,-3.6402
ENSG00000172005,MAL,42,-1.4168,60,-1.1248,42,-1.2820,400,2.91786
ENSG00000144029,MRPS5,27,-0.5918,38,-0.0176,41,0.11826,57,0.69380
ENSG00000115041,KCNIP3,24,-0.6418,47,1.14684,1,-4.6295,35,0.05644
ENSG00000115042,FAHD2A,15,-1.0588,32,0.52873,10,-1.4488,48,0.99589
ENSG00000084090,STARD7,124,-0.2463,153,0.22190,120,-0.2701,155,0.14407
ENSG00000135956,TMEM127,55,-0.2209,67,0.23973,52,-0.2881,65,0.08286
ENSG00000144021,CIAO1,57,-0.2939,77,0.46521,27,-1.3932,82,0.35761
ENSG00000144028,SNRNP200,49,-0.2043,49,-0.3318,54,-0.0236,93,0.89278
ENSG00000114982,KANSL3,13,-0.7150,20,0.22161,33,0.97573,11,-0.8474
ENSG00000213337,ANKRD39,28,0.23733,32,0.78329,2,-3.3302,14,-0.8935
ENSG00000168758,SEMA4C,11,-0.4955,15,0.02092,8,-0.9824,29,1.12634
ENSG00000144199,FAHD2B,27,0.06381,26,0.01151,0,-5.6499,49,1.11881
ENSG00000135940,COX5B,911,0.24838,837,0.12197,580,-0.5238,673,-0.2864
ENSG00000115073,ACTR1B,60,-0.2180,78,0.43238,84,0.35500,26,-1.4898
ENSG00000075568,TMEM131,15,-1.6285,50,0.73161,68,0.89045,22,-0.9427
ENSG00000040933,INPP4A,35,-0.7074,71,1.12328,40,-0.4037,19,-1.5142
ENSG00000183513,COA5,58,0.25465,55,0.22383,11,-2.2926,60,0.28700
ENSG00000115446,UNC50,21,-0.6198,31,0.14206,8,-1.8850,62,1.29769
ENSG00000071073,MGAT4A,19,-0.7184,40,1.25190,19,-0.6128,9,-1.7101
ENSG00000196872,KIAA1211L,44,-0.5827,84,1.18850,52,-0.2459,7,-3.1917
ENSG00000185414,MRPL30,22,-0.5105,33,0.40455,29,0.00702,26,-0.1338
ENSG00000115514,TXNDC9,17,-0.1536,22,0.50292,0,-5.0043,26,0.60722
ENSG00000158417,EIF5B,60,-0.4532,97,0.75674,45,-0.8405,63,-0.3290
ENSG00000144218,AFF3,13,-1.2249,41,1.86476,3,-3.1662,15,-0.8182
ENSG00000170500,LONRF2,75,-0.7535,182,2.02000,5,-4.6755,24,-2.3556
ENSG00000115526,CHST10,29,0.05294,33,0.51329,17,-0.7854,18,-0.7459
ENSG00000115539,PDCL3,17,0.18727,12,-0.5949,19,0.31078,22,0.58038
ENSG00000170485,NPAS2,28,-0.5841,54,1.21120,14,-1.5840,23,-0.8329
ENSG00000071082,RPL31,1161,0.01660,1003,-0.3742,1670,0.63205,1207,0.07825
ENSG00000163162,RNF149,13,-0.4563,24,1.24767,1,-4.0675,12,-0.4882
ENSG00000175874,CREG2,128,-0.7272,300,1.88677,57,-1.8596,11,-4.2647
ENSG00000071054,MAP4K4,57,-0.5745,57,-0.7615,43,-0.9294,234,2.07846
ENSG00000233639,PANTR1,37,0.59059,16,-1.3174,35,0.38980,50,0.99631
ENSG00000198914,POU3F3,66,0.48907,43,-0.4728,33,-0.6966,75,0.63410
ENSG00000135972,MRPS9,14,-0.3164,23,1.03852,0,-4.8875,15,-0.1874
ENSG00000135966,TGFBRAP1,19,-0.1176,24,0.60556,16,-0.3837,10,-1.0904
ENSG00000115641,FHL2,11,-0.9381,26,1.16018,19,0.09043,4,-2.2616
ENSG00000071051,NCK2,32,0.02010,32,-0.0194,36,0.21228,28,-0.2274
ENSG00000115652,UXS1,13,-0.9540,30,0.94331,7,-1.7355,28,0.35171
ENSG00000144057,ST6GAL2,16,-0.9192,38,1.08894,12,-1.2198,25,-0.1776
ENSG00000135968,GCC2,69,0.02194,83,0.64236,56,-0.3134,18,-1.9984
ENSG00000153201,RANBP2,39,-0.7764,65,0.25865,96,0.81789,43,-0.5090
ENSG00000175701,MTLN,141,0.23759,125,-0.0030,146,0.26455,72,-0.8821
ENSG00000175772,LINC01106,14,-0.3694,26,1.70438,1,-3.5814,2,-2.9699
ENSG00000153107,ANAPC1,15,-0.4263,24,0.65318,18,-0.1051,11,-0.8653
ENSG00000153208,MERTK,25,0.86428,12,-0.7734,21,0.38827,13,-0.4322
ENSG00000188177,ZC3H6,55,0.77015,33,-0.3720,38,0.01378,23,-0.8040
ENSG00000114999,TTL,38,-0.6311,71,0.91834,27,-1.0783,46,-0.2755
ENSG00000125611,CHCHD5,62,0.27231,45,-0.4608,55,0.03143,71,0.46547
ENSG00000144136,SLC20A1,47,0.55785,39,0.33506,19,-0.9961,13,-1.5605
ENSG00000189223,PAX8-AS1,21,-0.0088,28,0.96939,10,-1.1640,5,-2.2436
ENSG00000115084,SLC35F5,15,-0.2127,15,-0.2594,25,0.65177,19,0.16628
ENSG00000115091,ACTR3,45,-0.6665,86,0.99357,28,-1.3235,55,-0.2572
ENSG00000175497,DPP10,34,-0.8198,86,1.97401,0,-6.6344,18,-1.6822
ENSG00000235026,DPP10-AS1,21,0.76613,16,0.33105,7,-1.1210,2,-2.8483
ENSG00000088205,DDX18,23,-0.9139,43,0.32630,46,0.30157,44,0.23187
ENSG00000125629,INSIG2,22,-0.3023,27,0.20255,35,0.51967,17,-0.6741
ENSG00000144119,C1QL2,22,-0.0306,27,0.71083,4,-2.3527,18,-0.2685
ENSG00000155368,DBI,479,-0.1720,288,-1.3993,776,0.66758,1309,1.66549
ENSG00000088179,PTPN4,36,0.26151,42,0.99919,0,-5.9428,11,-1.5787
ENSG00000226479,TMEM185B,15,-0.2923,17,0.03288,19,0.17329,20,0.20761
ENSG00000144118,RALB,79,0.31231,73,0.21209,79,0.25983,13,-2.5072
ENSG00000074054,CLASP1,50,-0.2099,74,0.98790,14,-2.1066,35,-0.7283
ENSG00000155438,NIFK,15,-0.4077,21,0.41867,3,-2.7318,31,0.86165
ENSG00000211460,TSN,45,-0.3608,65,0.52670,16,-1.9009,73,0.48693
ENSG00000136717,BIN1,95,-0.9768,183,0.31961,112,-0.6130,283,0.93541
ENSG00000163161,ERCC3,15,-0.2620,23,1.05978,0,-5.0566,14,-0.3244
ENSG00000169967,MAP3K2,13,-0.8266,22,0.24121,18,-0.2233,32,0.72538
ENSG00000163166,IWS1,18,-0.3001,16,-0.7095,26,0.35892,43,1.24265
ENSG00000144230,GPR17,21,-0.2875,17,-0.9099,29,0.22421,60,1.55133
ENSG00000136709,WDR33,30,-0.5302,45,0.37944,38,-0.0832,41,0.04277
ENSG00000144231,POLR2D,20,-0.0585,19,-0.1259,21,0.09120,24,0.27371
ENSG00000136715,SAP130,7,-1.0728,19,1.04891,14,-0.0311,7,-1.0063
ENSG00000136731,UGGT1,16,-0.5034,21,-0.0927,25,0.25620,31,0.61921
ENSG00000136720,HS6ST1,88,0.13125,85,0.07335,81,-0.0383,64,-0.3993
ENSG00000136699,SMPD4,20,-0.5870,34,0.60643,2,-3.5282,46,0.83067
ENSG00000152082,MZT2B,587,0.22719,500,-0.1255,469,-0.1748,538,0.04866
ENSG00000136710,CCDC115,43,-0.3402,57,0.29463,41,-0.3734,58,0.20485
ENSG00000136718,IMP4,57,-0.0914,62,0.08947,68,0.22168,49,-0.3088
ENSG00000072135,PTPN18,24,-0.3910,25,-0.5146,74,1.62426,19,-0.7197
ENSG00000136002,ARHGEF4,142,0.08668,158,0.47403,81,-0.8258,90,-0.6665
ENSG00000152102,FAM168B,94,-0.4662,152,0.75752,76,-0.7468,96,-0.3812
ENSG00000115762,PLEKHB2,160,-0.1682,219,0.74522,108,-0.7709,94,-0.9776
ENSG00000173272,MZT2A,239,0.14734,242,0.26734,162,-0.5092,165,-0.4792
ENSG00000150551,LYPD1,36,0.27516,34,0.31986,14,-1.2185,25,-0.3701
ENSG00000152127,MGAT5,25,-0.6306,48,1.07735,23,-0.6996,18,-1.0745
ENSG00000152128,TMEM163,21,-0.4105,40,1.66367,2,-3.3568,5,-2.4394
ENSG00000082258,CCNT2,18,-0.4258,29,0.69168,0,-5.3505,34,0.62062
ENSG00000115839,RAB3GAP1,41,-0.5160,72,0.91630,39,-0.5550,30,-0.9535
ENSG00000048991,R3HDM1,76,0.00881,96,0.78588,51,-0.6361,19,-2.1227
ENSG00000144224,UBXN4,49,-0.3187,55,-0.1764,48,-0.3099,102,0.95021
ENSG00000115866,DARS,57,-0.4838,63,-0.4102,77,0.06270,147,1.20929
ENSG00000150540,HNMT,12,-1.0931,17,-0.8023,46,1.16428,48,1.28256
ENSG00000168702,LRP1B,9,-1.5338,32,1.53694,21,-0.0197,5,-2.2300
ENSG00000121964,GTDC1,15,-1.0385,42,1.70101,1,-4.8357,20,-0.5194
ENSG00000169554,ZEB2,39,-1.2259,91,0.47066,22,-1.9583,163,1.29061
ENSG00000121989,ACVR2A,17,-0.5600,35,1.78277,1,-3.7448,5,-2.1959
ENSG00000115947,ORC4,28,-0.9298,62,0.94988,42,-0.1833,30,-0.7077
ENSG00000135999,EPC2,13,-0.3555,17,0.34226,11,-0.5480,18,0.25071
ENSG00000168280,KIF5C,260,0.03633,312,0.66032,102,-1.4279,168,-0.6705
ENSG00000168288,MMADHC,31,-0.7154,62,1.03174,28,-0.7791,30,-0.6609
ENSG00000080345,RIF1,17,-1.0929,43,1.06904,19,-0.7858,28,-0.1925
ENSG00000162980,ARL5A,30,-0.0333,36,0.58981,4,-3.0119,33,0.14110
ENSG00000182389,CACNB4,58,-0.3004,99,1.36967,16,-2.2547,20,-1.8971
ENSG00000115145,STAM2,18,0.26015,14,-0.3478,16,0.03164,18,0.27353
ENSG00000157827,FMNL2,51,-0.4936,55,-0.5065,14,-2.3606,196,2.02965
ENSG00000196504,PRPF40A,20,-0.6283,35,0.72621,22,-0.3797,22,-0.3556
ENSG00000177519,RPRM,9,-1.1945,28,1.68072,14,-0.4031,1,-3.4235
ENSG00000162989,KCNJ3,34,-0.9865,99,2.26821,6,-3.4700,7,-3.2132
ENSG00000153234,NR4A2,6,-3.2337,82,2.57071,30,-0.7508,12,-2.1303
ENSG00000115159,GPD2,41,-0.3080,63,0.88749,31,-0.6740,21,-1.2523
ENSG00000136541,ERMN,1,-5.5066,24,-1.9678,2,-4.7443,384,4.66569
ENSG00000144283,PKP4,38,-1.0816,79,0.33562,80,0.18956,94,0.47786
ENSG00000123636,BAZ2B,20,-0.1506,19,-0.3984,17,-0.3805,42,1.13477
ENSG00000136536,MARCH7,19,-0.9697,37,0.27872,43,0.42735,39,0.25046
ENSG00000136560,TANK,21,-0.3251,24,-0.0796,12,-1.0546,47,1.13882
ENSG00000115233,PSMD14,47,-0.5552,78,0.68522,56,-0.1878,44,-0.5823
ENSG00000136535,TBR1,16,-2.6003,144,3.42064,11,-2.9907,9,-3.1673
ENSG00000144290,SLC4A10,43,-0.5841,93,1.87736,9,-2.8148,5,-3.5381
ENSG00000115271,GCA,11,-1.7288,39,0.71465,23,-0.4904,49,0.76140
ENSG00000153253,SCN3A,36,-0.1767,53,0.98143,31,-0.4103,3,-3.6303
ENSG00000136531,SCN2A,125,-0.8279,308,1.79075,78,-1.4506,26,-3.0940
ENSG00000178662,CSRNP3,57,-0.4087,109,1.66973,14,-2.4290,7,-3.4846
ENSG00000144285,SCN1A,30,0.21671,32,0.52612,24,-0.2131,4,-2.7423
ENSG00000198648,STK39,49,-0.4215,66,0.17634,70,0.20293,64,0.05186
ENSG00000172292,CERS6,33,-0.6147,66,1.25204,39,-0.2847,4,-3.5588
ENSG00000138398,PPIG,58,-0.1694,77,0.64012,39,-0.7694,43,-0.6226
ENSG00000213160,KLHL23,21,-0.2281,33,1.23554,1,-4.0479,13,-0.9695
ENSG00000138385,SSB,69,-0.1790,83,0.23316,107,0.56280,35,-1.2150
ENSG00000138382,METTL5,49,-0.2048,70,0.77703,32,-0.8602,31,-0.8974
ENSG00000144357,UBR3,36,-0.9516,90,1.41196,33,-0.9689,28,-1.2110
ENSG00000128683,GAD1,124,0.03321,147,0.60012,113,-0.1181,26,-2.3737
ENSG00000115806,GORASP2,27,-0.2745,42,1.01856,0,-5.9381,28,-0.1780
ENSG00000198586,TLK1,43,-0.5463,67,0.43923,89,0.72553,22,-1.5165
ENSG00000071967,CYBRD1,54,0.13143,28,-1.3657,34,-0.6497,150,2.03653
ENSG00000077380,DYNC1I2,63,-1.0049,106,-0.1338,111,-0.0043,229,1.26868
ENSG00000115840,SLC25A12,25,-0.9731,66,1.61671,24,-0.9531,11,-2.1101
ENSG00000144355,DLX1,31,0.35360,26,0.05950,36,0.54568,3,-2.9264
ENSG00000091409,ITGA6,22,0.28108,10,-1.5410,34,0.96917,37,1.12393
ENSG00000091428,RAPGEF4,123,-0.1041,166,0.81193,42,-1.7539,89,-0.6104
ENSG00000172845,SP3,21,-0.0673,23,0.07958,28,0.38951,15,-0.5801
ENSG00000138430,OLA1,108,-0.3348,166,0.85513,110,-0.2605,41,-1.7617
ENSG00000138433,CIR1,25,-1.0423,46,0.00760,90,1.19838,41,-0.1725
ENSG00000163328,GPR155,38,-0.8332,89,1.47340,38,-0.7332,13,-2.3080
ENSG00000128656,CHN1,656,-0.8741,1665,1.83081,397,-1.5477,161,-2.8853
ENSG00000115966,ATF2,45,-0.1391,62,0.80031,24,-1.1026,27,-0.9234
ENSG00000154518,ATP5MC3,283,-0.2080,396,0.73902,204,-0.7014,177,-0.9251
ENSG00000144320,LNPK,33,-0.3104,40,0.10722,38,-0.0391,46,0.27657
ENSG00000128654,MTX2,43,-0.3405,68,0.95891,27,-1.0202,27,-1.0270
ENSG00000170144,HNRNPA3,135,-0.1049,162,0.39798,79,-0.9306,143,0.00183
ENSG00000116044,NFE2L2,38,-0.3243,30,-0.9906,74,0.84531,91,1.22806
ENSG00000018510,AGPS,14,-0.9600,28,0.59445,0,-5.5205,47,1.21497
ENSG00000079156,OSBPL6,22,-0.0366,31,1.16811,7,-1.7624,4,-2.6476
ENSG00000180228,PRKRA,47,-0.3265,63,0.39221,58,0.05793,41,-0.4785
ENSG00000116095,PLEKHA3,26,-0.6575,51,1.04561,21,-0.8967,24,-0.7038
ENSG00000187231,SESTD1,15,-1.0136,30,0.36449,25,-0.1044,38,0.60180
ENSG00000144331,ZNF385B,12,-0.8088,29,1.51282,12,-0.7913,3,-2.5771
ENSG00000170035,UBE2E3,64,-0.5069,116,1.11991,37,-1.2786,47,-0.9353
ENSG00000138434,ITPRID2,30,-0.2821,33,-0.2077,30,-0.2470,60,0.92478
ENSG00000115252,PDE1A,10,-2.9389,110,2.56190,28,-1.3161,25,-1.4740
ENSG00000077232,DNAJC10,29,-0.7764,47,0.18504,84,1.12014,24,-0.9664
ENSG00000061676,NCKAP1,167,-0.7194,336,1.07283,204,-0.3119,100,-1.4211
ENSG00000065548,ZC3H15,90,-0.3887,146,0.93965,88,-0.3727,36,-1.7630
ENSG00000138448,ITGAV,73,-0.0718,63,-0.4936,61,-0.3645,149,1.17635
ENSG00000144369,FAM171B,131,-0.4368,223,1.04484,80,-1.1480,90,-0.9623
ENSG00000204262,COL5A2,13,0.05512,14,0.49859,13,0.10602,2,-2.5411
ENSG00000138381,ASNSD1,14,-0.7786,21,-0.0498,36,0.83927,25,0.21682
ENSG00000128699,ORMDL1,34,-0.4653,50,0.33441,28,-0.7411,60,0.51049
ENSG00000198130,HIBCH,22,0.15456,20,-0.0719,0,-5.3105,39,1.13060
ENSG00000151689,INPP1,18,-0.6507,25,-0.1656,22,-0.3319,54,1.23478
ENSG00000151690,MFSD6,38,-1.2155,109,1.34693,30,-1.4150,64,-0.2715
ENSG00000138386,NAB1,13,-1.5047,32,0.12689,68,1.41207,24,-0.4038
ENSG00000115419,GLS,89,-0.7285,200,1.62825,60,-1.2370,21,-2.8227
ENSG00000115415,STAT1,36,-0.2213,40,-0.0707,46,0.20546,48,0.28770
ENSG00000144339,TMEFF2,23,-1.6231,88,1.44492,20,-1.6713,61,0.04009
ENSG00000196950,SLC39A10,88,-0.5303,175,1.57070,34,-1.9081,25,-2.3277
ENSG00000138411,HECW2,12,-1.1330,34,1.49067,0,-5.4714,23,0.03025
ENSG00000119041,GTF3C3,5,-1.7431,18,0.35390,25,0.74657,20,0.36155
ENSG00000197121,PGAP1,31,-0.9480,68,0.84478,75,0.58976,14,-2.0485
ENSG00000115524,SF3B1,45,-1.0765,81,-0.0881,134,0.81556,118,0.59894
ENSG00000115520,COQ10B,24,-0.1702,36,1.01124,14,-0.9893,7,-1.9378
ENSG00000144381,HSPD1,88,-0.8451,149,0.17188,236,0.88359,118,-0.2818
ENSG00000115541,HSPE1,205,-0.2491,218,-0.2017,274,0.26129,318,0.51648
ENSG00000115540,MOB4,55,-0.2094,77,0.72878,43,-0.5604,31,-1.0573
ENSG00000162944,RFTN2,33,0.03657,13,-1.9713,40,0.35306,102,2.14814
ENSG00000115896,PLCL1,15,-0.5696,20,-0.0477,8,-1.4716,46,1.41513
ENSG00000119042,SATB2,23,-0.3863,41,1.30929,12,-1.3731,7,-2.1099
ENSG00000178074,C2orf69,28,-0.6119,57,1.35724,19,-1.1070,12,-1.7966
ENSG00000196141,SPATS2L,49,-0.2301,51,-0.2039,95,0.94738,43,-0.3948
ENSG00000082153,BZW1,87,-0.3253,125,0.60049,52,-1.0746,102,-0.0162
ENSG00000013441,CLK1,33,-0.6099,41,-0.3176,51,0.16589,88,1.12409
ENSG00000196290,NIF3L1,6,-1.2310,21,2.43381,1,-3.2581,1,-3.0365
ENSG00000155744,FAM126B,40,-0.2372,60,0.94703,32,-0.5360,11,-2.1393
ENSG00000119013,NDUFB3,199,0.39777,165,0.02822,120,-0.4966,128,-0.3946
ENSG00000115993,TRAK2,29,-0.6375,56,1.04404,20,-1.1352,29,-0.5470
ENSG00000082146,STRADB,17,-0.0922,13,-0.7510,40,1.40730,16,-0.1467
ENSG00000155755,TMEM237,19,-0.2642,27,0.67179,14,-0.7615,16,-0.5185
ENSG00000003393,ALS2,12,-0.4414,22,1.22319,1,-3.7691,12,-0.4882
ENSG00000116030,SUMO1,93,-0.2726,139,0.85726,51,-1.1640,68,-0.7265
ENSG00000055044,NOP58,19,-0.7312,35,0.69387,31,0.15833,17,-0.7699
ENSG00000204217,BMPR2,74,-0.5998,137,0.97865,99,-0.0711,30,-1.9090
ENSG00000138439,FAM117B,6,-1.3678,21,1.65644,3,-1.9966,10,-0.4976
ENSG00000163596,ICA1L,23,-0.2032,37,1.26210,7,-2.0533,7,-1.9166
ENSG00000138442,WDR12,10,-0.8403,22,1.15840,0,-4.9463,19,0.28015
ENSG00000138443,ABI2,121,-0.4788,218,1.19572,86,-0.9515,52,-1.7007
ENSG00000173166,RAPH1,17,-0.6889,32,0.80313,31,0.36038,7,-1.8544
ENSG00000118257,NRP2,10,-0.5914,18,0.98463,0,-4.1368,16,0.26486
ENSG00000023228,NDUFS1,82,-0.4189,126,0.65959,58,-0.9140,97,-0.0999
ENSG00000114942,EEF1B2,332,-0.2628,339,-0.3207,579,0.71169,453,0.28601
ENSG00000204186,ZDBF2,15,-1.1648,41,1.24609,35,0.30742,3,-3.0546
ENSG00000114948,ADAM23,31,-0.7718,73,1.64496,28,-0.8679,2,-4.4808
ENSG00000118246,FASTKD2,21,-0.3109,30,0.49809,19,-0.4225,22,-0.2624
ENSG00000118263,KLF7,22,-0.5973,37,0.63654,39,0.41235,12,-1.4059
ENSG00000118260,CREB1,21,-0.4191,31,0.38574,29,0.11851,21,-0.3667
ENSG00000144401,METTL21A,14,-0.1647,17,0.30209,16,0.08293,10,-0.5803
ENSG00000178385,PLEKHM3,15,-0.4139,25,1.04159,5,-2.0419,14,-0.4731
ENSG00000188674,C2orf80,47,-0.6177,101,1.68201,20,-1.8464,11,-2.7402
ENSG00000138413,IDH1,16,-0.0766,17,0.03061,20,0.28581,14,-0.2657
