"Cluster","DE_classes","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","ONTOLOGY","op"
"Astro_down_AA","Astro_down_AA","GO:0036038","MKS complex","1/2","13/15849",0.0769230769230769,609.576923076923,24.6600021349845,0.00163986096830226,0.00327972193660453,NA,"TCTN1",1,"CC",FALSE
"Astro_down_AA","Astro_down_AA","GO:0035869","ciliary transition zone","1/2","69/15849",0.0144927536231884,114.847826086957,10.6469321953754,0.00868849374757708,0.00868849374757708,NA,"TCTN1",1,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0097060","synaptic membrane","21/77","442/15849",0.0475113122171946,9.77930892636775,13.0798159906055,1.33707276481648e-15,2.8078528061146e-13,1.8578274205871e-13,"CDH9/CACNG3/CNR1/TAMALIN/DNM1/GABRB2/GABRB3/GRIN1/KCNA3/KCNC2/RGS7BP/PCDH8/NSG2/SLC12A5/CACNG8/SCN2A/NETO2/NETO1/SYT7/GABBR2/PLPPR4",21,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0045211","postsynaptic membrane","17/77","313/15849",0.0543130990415335,11.1793286585619,12.7089862180318,1.15414032368764e-13,1.21184733987202e-11,8.01823803825096e-12,"CDH9/CACNG3/TAMALIN/GABRB2/GABRB3/GRIN1/KCNA3/KCNC2/RGS7BP/PCDH8/NSG2/SLC12A5/CACNG8/NETO2/NETO1/GABBR2/PLPPR4",17,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0099572","postsynaptic specialization","16/77","392/15849",0.0408163265306122,8.40127219719056,10.3675470817344,4.99447984605797e-11,3.49613589224058e-09,2.3132327708058e-09,"CACNG3/TAMALIN/GABRB2/GABRB3/GRIN1/RGS7BP/PAK3/NSG2/SLC12A5/CACNG8/SLC8A2/SYN2/NETO2/NETO1/DLGAP2/PLPPR4",16,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0099634","postsynaptic specialization membrane","11/77","153/15849",0.0718954248366013,14.7983193277311,11.9830293057971,1.8265171117355e-10,9.58921483661137e-09,6.34474365129174e-09,"CACNG3/GABRB2/GABRB3/GRIN1/RGS7BP/NSG2/SLC12A5/CACNG8/NETO2/NETO1/PLPPR4",11,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0098984","neuron to neuron synapse","14/77","411/15849",0.0340632603406326,7.01128069011281,8.62743328520902,9.47473882196515e-09,3.97939030522536e-07,2.63298005157768e-07,"CACNG3/TAMALIN/GRIN1/RGS7BP/PAK3/NSG2/CACNG8/SLC8A2/SYN2/NETO2/NETO1/SYT7/DLGAP2/PLPPR4",14,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0014069","postsynaptic density","13/77","358/15849",0.0363128491620112,7.47431618660669,8.65734851873267,1.5994943327168e-08,5.59823016450879e-07,3.70409213892311e-07,"CACNG3/TAMALIN/GRIN1/RGS7BP/PAK3/NSG2/CACNG8/SLC8A2/SYN2/NETO2/NETO1/DLGAP2/PLPPR4",13,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0032279","asymmetric synapse","13/77","374/15849",0.0347593582887701,7.15455934439892,8.41601780419164,2.68225779960017e-08,8.04677339880051e-07,5.32418089544695e-07,"CACNG3/TAMALIN/GRIN1/RGS7BP/PAK3/NSG2/CACNG8/SLC8A2/SYN2/NETO2/NETO1/DLGAP2/PLPPR4",13,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0034702","monoatomic ion channel complex","12/77","338/15849",0.0355029585798817,7.30761546146161,8.19016912500807,7.72349310019514e-08,2.02741693880122e-06,1.34144880161284e-06,"CACNG3/OLFM3/GABRB2/GABRB3/GRIN1/KCNA3/KCNC2/SCN3B/CACNG8/SCN2A/SCN3A/KCNIP4",12,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0098839","postsynaptic density membrane","8/77","125/15849",0.064,13.1731948051948,9.54700765036343,1.59455207508218e-07,3.72062150852509e-06,2.46176460714442e-06,"CACNG3/GRIN1/RGS7BP/NSG2/CACNG8/NETO2/NETO1/PLPPR4",8,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0042734","presynaptic membrane","9/77","179/15849",0.0502793296089385,10.3490531814554,8.78919008560545,2.0388101052456e-07,4.28150122101576e-06,2.83287298834125e-06,"CDH9/CNR1/DNM1/KCNA3/KCNC2/RGS7BP/PCDH8/SCN2A/SYT7",9,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0030133","transport vesicle","12/77","419/15849",0.0286396181384248,5.89492607631033,7.0951142891587,7.7436498212913e-07,1.47833314770107e-05,9.78145240584165e-06,"RAB3C/GRIN1/ICA1/SLC6A17/NPTX1/PCSK2/SEPTIN5/PTPRN/RAB27B/SYN2/SYT5/SYT7",12,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0098982","GABA-ergic synapse","7/77","107/15849",0.0654205607476635,13.4655904842821,9.03990777736381,8.553386141271e-07,1.49684257472242e-05,9.90392079515589e-06,"CNR1/CBLN4/GABRB2/NXPH1/KCNC2/SLC6A17/SLC4A10",7,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0008021","synaptic vesicle","9/77","219/15849",0.0410958904109589,8.45881515744529,7.76607575793282,1.11347423285889e-06,1.79868914538744e-05,1.19011011123379e-05,"RAB3C/GRIN1/ICA1/SLC6A17/SEPTIN5/RAB27B/SYN2/SYT5/SYT7",9,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0070382","exocytic vesicle","9/77","236/15849",0.038135593220339,7.84949372661237,7.40730971053047,2.06772305548668e-06,3.03441207949208e-05,2.00773130071656e-05,"RAB3C/GRIN1/ICA1/SLC6A17/SEPTIN5/RAB27B/SYN2/SYT5/SYT7",9,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:1902495","transmembrane transporter complex","12/77","463/15849",0.0259179265658747,5.3347171187344,6.61420425009256,2.19988610367014e-06,3.03441207949208e-05,2.00773130071656e-05,"CACNG3/OLFM3/GABRB2/GABRB3/GRIN1/KCNA3/KCNC2/SCN3B/CACNG8/SCN2A/SCN3A/KCNIP4",12,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0044306","neuron projection terminus","7/77","124/15849",0.0564516129032258,11.6195014662757,8.29485606469265,2.31193301294635e-06,3.03441207949208e-05,2.00773130071656e-05,"GRIN1/KCNA3/KCNC2/SLC4A10/PTPRN/SLC8A2/UCHL1",7,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:1990351","transporter complex","12/77","489/15849",0.0245398773006135,5.05107162775874,6.35796237397637,3.86336082081152e-06,4.77238689629658e-05,3.15766952536916e-05,"CACNG3/OLFM3/GABRB2/GABRB3/GRIN1/KCNA3/KCNC2/SCN3B/CACNG8/SCN2A/SCN3A/KCNIP4",12,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0030672","synaptic vesicle membrane","7/77","137/15849",0.0510948905109489,10.5169210351692,7.81682202310088,4.49201495506862e-06,4.96485863454953e-05,3.28501924691999e-05,"RAB3C/ICA1/SLC6A17/RAB27B/SYN2/SYT5/SYT7",7,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0099501","exocytic vesicle membrane","7/77","137/15849",0.0510948905109489,10.5169210351692,7.81682202310088,4.49201495506862e-06,4.96485863454953e-05,3.28501924691999e-05,"RAB3C/ICA1/SLC6A17/RAB27B/SYN2/SYT5/SYT7",7,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0043083","synaptic cleft","4/77","25/15849",0.16,32.932987012987,11.1645345293879,6.02841294509954e-06,6.32983359235452e-05,4.18816057238494e-05,"CBLN4/GRIN1/NXPH1/NPTX1",4,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0043204","perikaryon","7/77","149/15849",0.0469798657718121,9.6699206833435,7.42929565853498,7.81750215726968e-06,7.81750215726968e-05,5.17248263037392e-05,"KCNC2/RGS7BP/PCSK2/SLC4A10/SLC12A5/PTPRN/SLC8A2",7,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0034703","cation channel complex","8/77","213/15849",0.0375586854460094,7.73074812511432,6.91002342104109,8.8620762844586e-06,8.45925463516502e-05,5.59710081123701e-05,"CACNG3/KCNA3/KCNC2/SCN3B/CACNG8/SCN2A/SCN3A/KCNIP4",8,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0043679","axon terminus","6/77","108/15849",0.0555555555555556,11.4350649350649,7.60291410239612,1.39394011211244e-05,0.000127272792845049,8.42105697019872e-05,"GRIN1/KCNA3/KCNC2/SLC4A10/PTPRN/SLC8A2",6,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0030658","transport vesicle membrane","8/77","239/15849",0.0334728033472803,6.88974623702657,6.41037287371425,2.04265383378792e-05,0.000178732210456443,0.000118258906166669,"RAB3C/ICA1/SLC6A17/PTPRN/RAB27B/SYN2/SYT5/SYT7",8,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0001518","voltage-gated sodium channel complex","3/77","14/15849",0.214285714285714,44.1066790352505,11.2742785208229,3.86186964969379e-05,0.000324397050574279,0.000214638650004034,"SCN3B/SCN2A/SCN3A",3,"CC",FALSE
