"Cluster","DE_classes","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","ONTOLOGY","op"
"Astro_up_AA","Astro_up_AA","GO:0008328","ionotropic glutamate receptor complex","4/77","40/15849",0.1,20.5831168831169,8.66460605019578,4.12122764920564e-05,0.000332868387051225,0.000220243744815848,"CACNG3/OLFM3/GRIN1/CACNG8",4,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0098878","neurotransmitter receptor complex","4/77","44/15849",0.0909090909090909,18.7119244391972,8.22023150362122,6.03228144230495e-05,0.000469177445512607,0.000310433197030898,"CACNG3/OLFM3/GRIN1/CACNG8",4,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0043025","neuronal cell body","10/77","484/15849",0.0206611570247934,4.25271009981754,5.07797976998519,0.00011270857376675,0.000820563821664283,0.00054292944591321,"KCNC2/RGS7BP/PCSK2/SLC4A10/SLC12A5/PTPRN/SLC8A2/SYT5/UCHL1/KCNIP4",10,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0098685","Schaffer collateral - CA1 synapse","5/77","98/15849",0.0510204081632653,10.5015902464882,6.59241409712813,0.000113315956325068,0.000820563821664283,0.00054292944591321,"CACNG3/PCDH8/SYN2/NETO1/PLPPR4",5,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:1902710","GABA receptor complex","3/77","20/15849",0.15,30.8746753246753,9.34072663085484,0.00011843535972903,0.000829047518103212,0.000548542718744982,"GABRB2/GABRB3/GABBR2",3,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0034706","sodium channel complex","3/77","24/15849",0.125,25.7288961038961,8.47086384195759,0.000207354263040118,0.00140465791091693,0.000929397715493907,"SCN3B/SCN2A/SCN3A",3,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0032281","AMPA glutamate receptor complex","3/77","27/15849",0.111111111111111,22.8701298701299,7.94679049456473,0.000296534889816329,0.00194601021441966,0.00128758570578143,"CACNG3/OLFM3/CACNG8",3,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0150034","distal axon","7/77","268/15849",0.0261194029850746,5.37618724559023,5.04841256436046,0.000320462307469126,0.00203930559298535,0.00134931497881737,"CNR1/GRIN1/KCNA3/KCNC2/SLC4A10/PTPRN/SLC8A2",7,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0043197","dendritic spine","5/77","178/15849",0.0280898876404494,5.78177440536991,4.48270271953846,0.00173752248123811,0.0107317565017648,0.00710071106883685,"GABRB2/GABRB3/GRIN1/RGS7BP/SLC8A2",5,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0044309","neuron spine","5/77","180/15849",0.0277777777777778,5.71753246753247,4.44753853574877,0.00182477782567024,0.0109486669540214,0.00724423076657058,"GABRB2/GABRB3/GRIN1/RGS7BP/SLC8A2",5,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0098802","plasma membrane signaling receptor complex","5/77","182/15849",0.0274725274725275,5.65470244041673,4.41289816141706,0.0019152075302414,0.0111720439264082,0.00739202906408962,"CACNG3/OLFM3/GRIN1/CACNG8/GABBR2",5,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0043235","receptor complex","7/77","384/15849",0.0182291666666667,3.75213068181818,3.81459918543355,0.00260232722845803,0.0147699653507078,0.00977260865309987,"CACNG3/OLFM3/GABRB2/GABRB3/GRIN1/CACNG8/GABBR2",7,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:1902711","GABA-A receptor complex","2/77","18/15849",0.111111111111111,22.8701298701299,6.48668262639864,0.00338936319054961,0.0187306913161952,0.0123932393671066,"GABRB2/GABRB3",2,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:1904115","axon cytoplasm","3/77","63/15849",0.0476190476190476,9.80148423005566,4.89079376990502,0.00355169854616405,0.019124530633191,0.0126538247798557,"RAB27B/UCHL1/NETO1",3,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0060076","excitatory synapse","3/77","70/15849",0.0428571428571429,8.82133580705009,4.5822567979536,0.00477850942275589,0.0250871744694684,0.0165990327316784,"CACNG3/GRIN1/NETO1",3,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0032585","multivesicular body membrane","2/77","26/15849",0.0769230769230769,15.8331668331668,5.28889994309145,0.00702111196786698,0.035961793006148,0.0237942690566994,"NSG2/RAB27B",2,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0008076","voltage-gated potassium channel complex","3/77","86/15849",0.0348837209302326,7.18015705225008,4.01530471860191,0.00845285401358288,0.0422642700679144,0.0279643290674922,"KCNA3/KCNC2/KCNIP4",3,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0120111","neuron projection cytoplasm","3/77","88/15849",0.0340909090909091,7.01697166469894,3.95472807963987,0.0090013765886832,0.0439602112470575,0.0290864555619628,"RAB27B/UCHL1/NETO1",3,"CC",FALSE
"Astro_up_AA","Astro_up_AA","GO:0016342","catenin complex","2/77","30/15849",0.0666666666666667,13.7220779220779,4.87324645193064,0.00928050172649288,0.0442933036946251,0.029306847557346,"CDH9/JUP",2,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0097060","synaptic membrane","12/53","442/15849",0.0271493212669683,8.11867156151285,8.79230313567319,1.80534954148968e-08,2.58164984433025e-06,1.57730538888046e-06,"CNR1/DCC/DNM1/GABRB2/GABRG2/KCNC2/SLC12A5/CACNG8/SCN2A/NETO1/GABBR2/PLPPR4",12,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0098982","GABA-ergic synapse","7/53","107/15849",0.0654205607476635,19.563216363957,11.1600660507059,6.26028129916832e-08,4.47610112890535e-06,2.73475446226826e-06,"CNR1/CBLN4/GABRB2/GABRG2/NXPH1/KCNC2/SLC4A10",7,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0099572","postsynaptic specialization","10/53","392/15849",0.0255102040816327,7.62851366961879,7.6974732763922,5.76819833170419e-07,2.40636679151816e-05,1.47021305628272e-05,"DCC/MAPK8IP2/GABRB2/GABRG2/SLC12A5/ADGRB1/CACNG8/NETO1/NEURL1/PLPPR4",10,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0099634","postsynaptic specialization membrane","7/53","153/15849",0.0457516339869281,13.6814650388457,9.1300310112373,7.23404547964834e-07,2.40636679151816e-05,1.47021305628272e-05,"DCC/GABRB2/GABRG2/SLC12A5/CACNG8/NETO1/PLPPR4",7,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0045211","postsynaptic membrane","9/53","313/15849",0.0287539936102236,8.59852914581952,7.86472786291767,8.41386990041315e-07,2.40636679151816e-05,1.47021305628272e-05,"DCC/GABRB2/GABRG2/KCNC2/SLC12A5/CACNG8/NETO1/GABBR2/PLPPR4",9,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0043204","perikaryon","6/53","149/15849",0.0402684563758389,12.0417880207674,7.8439409731052,9.95515373890343e-06,0.000237264497443865,0.000144961010584032,"RTN4RL1/KCNC2/PCSK2/SLC4A10/SLC12A5/NEURL1",6,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0034702","monoatomic ion channel complex","8/53","338/15849",0.0236686390532544,7.07781623311377,6.54240792833333,1.51250401989846e-05,0.00030898296406497,0.000188778697220409,"GABRB2/GABRG2/KCNH5/KCNC2/CACNG8/SCN2A/SCN3A/KCNIP4",8,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:1902710","GABA receptor complex","3/53","20/15849",0.15,44.8556603773585,11.3675144989031,3.86681353313765e-05,0.000691192919048355,0.00042229674111898,"GABRB2/GABRG2/GABBR2",3,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0098984","neuron to neuron synapse","8/53","411/15849",0.0194647201946472,5.82068585594271,5.73569206916494,6.09224467472089e-05,0.000967989987205652,0.000591410886551852,"DCC/MAPK8IP2/ADGRB1/CACNG8/NETO1/LNX1/NEURL1/PLPPR4",8,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0034703","cation channel complex","6/53","213/15849",0.028169014084507,8.42359819293117,6.31819509072265,7.44513386601588e-05,0.00106465414284027,0.000650469590399282,"KCNH5/KCNC2/CACNG8/SCN2A/SCN3A/KCNIP4",6,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:1902495","transmembrane transporter complex","8/53","463/15849",0.0172786177105832,5.1669587187742,5.27106574354879,0.000139455319895445,0.00181291915864078,0.00110763555515042,"GABRB2/GABRG2/KCNH5/KCNC2/CACNG8/SCN2A/SCN3A/KCNIP4",8,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0014069","postsynaptic density","7/53","358/15849",0.0195530726256983,5.847106566881,5.37323652163794,0.000178394212264908,0.00207038204788996,0.00126493713636265,"DCC/MAPK8IP2/ADGRB1/CACNG8/NETO1/NEURL1/PLPPR4",7,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0043025","neuronal cell body","8/53","484/15849",0.0165289256198347,4.94277249337284,5.10281378534116,0.000188981581579408,0.00207038204788996,0.00126493713636265,"RTN4RL1/MAPK8IP2/KCNC2/PCSK2/SLC4A10/SLC12A5/KCNIP4/NEURL1",8,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:1990351","transporter complex","8/53","489/15849",0.016359918200409,4.89223289732608,5.06418128863132,0.000202694745947269,0.00207038204788996,0.00126493713636265,"GABRB2/GABRG2/KCNH5/KCNC2/CACNG8/SCN2A/SCN3A/KCNIP4",8,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0032279","asymmetric synapse","7/53","374/15849",0.018716577540107,5.59696297043689,5.21126407619539,0.000233161498349909,0.00222280628426914,0.00135806346407316,"DCC/MAPK8IP2/ADGRB1/CACNG8/NETO1/NEURL1/PLPPR4",7,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0032590","dendrite membrane","3/53","42/15849",0.0714285714285714,21.3598382749326,7.65289660877196,0.000369675512868067,0.00330397489625835,0.00201862286631905,"GABRG2/KCNC2/SLC12A5",3,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0098839","postsynaptic density membrane","4/53","125/15849",0.032,9.56920754716981,5.57141814261882,0.000800969666990121,0.00673756837526984,0.00411643853623406,"DCC/CACNG8/NETO1/PLPPR4",4,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0001518","voltage-gated sodium channel complex","2/53","14/15849",0.142857142857143,42.7196765498652,9.04581122326235,0.000973115789106056,0.00773086432456478,0.0047233105553101,"SCN2A/SCN3A",2,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0032589","neuron projection membrane","3/53","62/15849",0.0483870967741935,14.469567863664,6.15532950689035,0.00116179909665489,0.00874406688534995,0.00534234487658481,"GABRG2/KCNC2/SLC12A5",3,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0097440","apical dendrite","2/53","18/15849",0.111111111111111,33.2264150943396,7.92402210508484,0.00162216352718933,0.0110461611613369,0.00674885076474759,"SLC4A10/NEURL1",2,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:1902711","GABA-A receptor complex","2/53","18/15849",0.111111111111111,33.2264150943396,7.92402210508484,0.00162216352718933,0.0110461611613369,0.00674885076474759,"GABRB2/GABRG2",2,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0034706","sodium channel complex","2/53","24/15849",0.0833333333333333,24.9198113207547,6.79271064028321,0.00288894102141305,0.0165956750146978,0.0101394260303269,"SCN2A/SCN3A",2,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0043197","dendritic spine","4/53","178/15849",0.0224719101123595,6.71994912020352,4.44534441844758,0.00293375231810078,0.0165956750146978,0.0101394260303269,"GABRB2/GABRG2/ADGRB1/NEURL1",4,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0008076","voltage-gated potassium channel complex","3/53","86/15849",0.0348837209302326,10.4315489249671,5.08000820001911,0.00297135271480801,0.0165956750146978,0.0101394260303269,"KCNH5/KCNC2/KCNIP4",3,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0042734","presynaptic membrane","4/53","179/15849",0.0223463687150838,6.68240750500685,4.42869728603772,0.00299346013940162,0.0165956750146978,0.0101394260303269,"CNR1/DNM1/KCNC2/SCN2A",4,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0044309","neuron spine","4/53","180/15849",0.0222222222222222,6.64528301886792,4.4121770915798,0.0030539958191533,0.0165956750146978,0.0101394260303269,"GABRB2/GABRG2/ADGRB1/NEURL1",4,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0043083","synaptic cleft","2/53","25/15849",0.08,23.9230188679245,6.64408657153275,0.00313344912864923,0.0165956750146978,0.0101394260303269,"CBLN4/NXPH1",2,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0034705","potassium channel complex","3/53","97/15849",0.0309278350515464,9.24858976852752,4.72007961689385,0.00417174566170886,0.021170948272499,0.0129347714877984,"KCNH5/KCNC2/KCNIP4",3,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0098685","Schaffer collateral - CA1 synapse","3/53","98/15849",0.0306122448979592,9.15421640354255,4.69021561874589,0.00429340909022707,0.021170948272499,0.0129347714877984,"DCC/NETO1/PLPPR4",3,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0008021","synaptic vesicle","4/53","219/15849",0.0182648401826484,5.46187645386405,3.85133869203429,0.00611912056199867,0.0291678080121936,0.0178205967244172,"RAB3C/ICA1/SEPTIN5/RAB27B",4,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0070382","exocytic vesicle","4/53","236/15849",0.0169491525423729,5.06843620083147,3.64747173515833,0.00793199774111247,0.0365895379670672,0.0223550360785173,"RAB3C/ICA1/SEPTIN5/RAB27B",4,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0030672","synaptic vesicle membrane","3/53","137/15849",0.0218978102189781,6.54827158793555,3.77792962391178,0.0108024051409033,0.0468104222772477,0.0285996691130774,"RAB3C/ICA1/RAB27B",3,"CC",FALSE
"Astro_up_ALL","Astro_up_ALL","GO:0099501","exocytic vesicle membrane","3/53","137/15849",0.0218978102189781,6.54827158793555,3.77792962391178,0.0108024051409033,0.0468104222772477,0.0285996691130774,"RAB3C/ICA1/RAB27B",3,"CC",FALSE
"Inhib_up_ALL","Inhib_up_ALL","GO:0045179","apical cortex","1/3","7/15849",0.142857142857143,754.714285714286,27.443455577625,0.00132450314254173,0.0158940377105008,0.00975949683978119,"MYO5B",1,"CC",FALSE
"Inhib_up_ALL","Inhib_up_ALL","GO:0099738","cell cortex region","1/3","34/15849",0.0294117647058824,155.382352941176,12.3991110290449,0.00642234527296903,0.0354826485935971,0.0217875912416824,"MYO5B",1,"CC",FALSE
"Inhib_up_ALL","Inhib_up_ALL","GO:0016459","myosin complex","1/3","47/15849",0.0212765957446809,112.404255319149,10.524045401855,0.00887066214839927,0.0354826485935971,0.0217875912416824,"MYO5B",1,"CC",FALSE
"Macro_down_ALL","Macro_down_ALL","GO:0097443","sorting endosome","1/5","6/15849",0.166666666666667,528.3,22.9485104783991,0.00189166981792444,0.0331843197323461,0.0105851099624709,"NRP1",1,"CC",FALSE
"Macro_down_ALL","Macro_down_ALL","GO:0005883","neurofilament","1/5","11/15849",0.0909090909090909,288.163636363636,16.9244838982064,0.00346587355799011,0.0331843197323461,0.0105851099624709,"NRP1",1,"CC",FALSE
"Macro_down_ALL","Macro_down_ALL","GO:0002116","semaphorin receptor complex","1/5","14/15849",0.0714285714285714,226.414285714286,14.9891234588227,0.00440944198010873,0.0331843197323461,0.0105851099624709,"NRP1",1,"CC",FALSE
"Macro_down_ALL","Macro_down_ALL","GO:0005925","focal adhesion","2/5","415/15849",0.00481927710843374,15.2761445783133,5.23522744613591,0.0064906191793376,0.0331843197323461,0.0105851099624709,"DAB2/NRP1",2,"CC",FALSE
"Macro_down_ALL","Macro_down_ALL","GO:0030055","cell-substrate junction","2/5","425/15849",0.00470588235294118,14.9167058823529,5.16621198039903,0.0067988753134732,0.0331843197323461,0.0105851099624709,"DAB2/NRP1",2,"CC",FALSE
"Macro_down_ALL","Macro_down_ALL","GO:0005765","lysosomal membrane","2/5","435/15849",0.00459770114942529,14.5737931034483,5.09950465965285,0.0071138663345792,0.0331843197323461,0.0105851099624709,"GLIPR1/DAB2",2,"CC",FALSE
"Macro_down_ALL","Macro_down_ALL","GO:0098852","lytic vacuole membrane","2/5","435/15849",0.00459770114942529,14.5737931034483,5.09950465965285,0.0071138663345792,0.0331843197323461,0.0105851099624709,"GLIPR1/DAB2",2,"CC",FALSE
"Macro_down_ALL","Macro_down_ALL","GO:0005774","vacuolar membrane","2/5","473/15849",0.00422832980972516,13.4029598308668,4.86490135925039,0.00837176584132557,0.0331843197323461,0.0105851099624709,"GLIPR1/DAB2",2,"CC",FALSE
"Macro_down_ALL","Macro_down_ALL","GO:0005834","heterotrimeric G-protein complex","1/5","32/15849",0.03125,99.05625,9.86343140798788,0.0100558544643473,0.0331843197323461,0.0105851099624709,"GNG2",1,"CC",FALSE
"Macro_down_ALL","Macro_down_ALL","GO:0044298","cell body membrane","1/5","32/15849",0.03125,99.05625,9.86343140798788,0.0100558544643473,0.0331843197323461,0.0105851099624709,"P2RY12",1,"CC",FALSE
"Macro_down_ALL","Macro_down_ALL","GO:1905360","GTPase complex","1/5","38/15849",0.0263157894736842,83.4157894736842,9.03571176543798,0.0119322881573445,0.0357968644720335,0.0114184575668368,"GNG2",1,"CC",FALSE
"Macro_down_ALL","Macro_down_ALL","GO:0031234","extrinsic component of cytoplasmic side of plasma membrane","1/5","46/15849",0.0217391304347826,68.9086956521739,8.19359231673144,0.0144297724267513,0.0396818741735659,0.0126576951111853,"GNG2",1,"CC",FALSE
"Macro_down_ALL","Macro_down_ALL","GO:0035577","azurophil granule membrane","1/5","55/15849",0.0181818181818182,57.6327272727273,7.47381891487109,0.0172334029876787,0.0437463306610306,0.0139541724596589,"GLIPR1",1,"CC",FALSE
"Macro_up_AA","Macro_up_AA","GO:0090571","RNA polymerase II transcription repressor complex","1/2","15/15849",0.0666666666666667,528.3,22.9528585709764,0.00189202783245679,0.026459127182395,0.00397881611765338,"FOXO3",1,"CC",FALSE
