"Cluster","DE_classes","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","ONTOLOGY"
"vL1_down_AA","vL1_down_AA","GO:0005757","mitochondrial permeability transition pore complex","1/5","6/12930",0.166666666666667,431,20.7203840196298,0.00231839161081238,0.0268982883221243,0.0178825185521048,"PPIF",1,"CC"
"vL1_down_AA","vL1_down_AA","GO:0005922","connexin complex","1/5","11/12930",0.0909090909090909,235.090909090909,15.2763160791577,0.0042470981561249,0.0268982883221243,0.0178825185521048,"GJC2",1,"CC"
"vL1_down_AA","vL1_down_AA","GO:0033270","paranode region of axon","1/5","11/12930",0.0909090909090909,235.090909090909,15.2763160791577,0.0042470981561249,0.0268982883221243,0.0178825185521048,"GJC2",1,"CC"
"vL1_down_AA","vL1_down_AA","GO:0005921","gap junction","1/5","18/12930",0.0555555555555556,143.666666666667,11.9128096430469,0.00694227498145727,0.0293027598584938,0.0194810591857022,"GJC2",1,"CC"
"vL1_down_AA","vL1_down_AA","GO:0046930","pore complex","1/5","20/12930",0.05,129.3,11.2935564524864,0.00771125259434047,0.0293027598584938,0.0194810591857022,"PPIF",1,"CC"
"vL1_down_AA","vL1_down_AA","GO:0043209","myelin sheath","1/5","41/12930",0.024390243902439,63.0731707317073,7.82957954094227,0.0157567946428759,0.0498965163691071,0.0331721992481599,"GJC2",1,"CC"
"vL5a_down_ALL","vL5a_down_ALL","GO:0005852","eukaryotic translation initiation factor 3 complex","2/40","16/12930",0.125,40.40625,8.78578787211093,0.00108950909164106,0.0397442764315671,0.0369619739935882,"EIF3CL/EIF3C",2,"CC"
"vL5a_down_ALL","vL5a_down_ALL","GO:0033290","eukaryotic 48S preinitiation complex","2/40","17/12930",0.117647058823529,38.0294117647059,8.51027713406925,0.00123236372246111,0.0397442764315671,0.0369619739935882,"EIF3CL/EIF3C",2,"CC"
"vL5a_down_ALL","vL5a_down_ALL","GO:0016282","eukaryotic 43S preinitiation complex","2/40","18/12930",0.111111111111111,35.9166666666667,8.25768430336416,0.00138370010498617,0.0397442764315671,0.0369619739935882,"EIF3CL/EIF3C",2,"CC"
"vL5a_down_ALL","vL5a_down_ALL","GO:0070993","translation preinitiation complex","2/40","19/12930",0.105263157894737,34.0263157894737,8.02496217053535,0.0015434670458861,0.0397442764315671,0.0369619739935882,"EIF3CL/EIF3C",2,"CC"
"vL5a_up_ALL","vL5a_up_ALL","GO:0032279","asymmetric synapse","11/77","367/12930",0.0299727520435967,5.03308680420397,6.06665779569805,1.03382886611561e-05,0.00140113730074643,0.0011958497588163,"ADCY1/SYNPO/DTNB/NCS1/FYN/PSD/CAMK2A/BSN/PLXNA4/AKAP5/ARHGAP32",11,"CC"
"vL5a_up_ALL","vL5a_up_ALL","GO:0043204","perikaryon","7/77","135/12930",0.0518518518518519,8.70707070707071,6.96725424804824,1.51474302783398e-05,0.00140113730074643,0.0011958497588163,"CPLX2/SYNPO/ADCYAP1/DDN/FYN/GLRA3/RGS8",7,"CC"
"vL5a_up_ALL","vL5a_up_ALL","GO:0098984","neuron to neuron synapse","11/77","402/12930",0.027363184079602,4.59488272921109,5.66738163215049,2.41623521110593e-05,0.00149001171351533,0.00127170274268733,"ADCY1/SYNPO/DTNB/NCS1/FYN/PSD/CAMK2A/BSN/PLXNA4/AKAP5/ARHGAP32",11,"CC"
"vL5a_up_ALL","vL5a_up_ALL","GO:0014069","postsynaptic density","10/77","351/12930",0.0284900284900285,4.78410478410478,5.56313027243941,4.16411175652481e-05,0.00192590168739272,0.001643728324944,"ADCY1/SYNPO/DTNB/NCS1/FYN/PSD/CAMK2A/BSN/AKAP5/ARHGAP32",10,"CC"
"vL5a_up_ALL","vL5a_up_ALL","GO:0099572","postsynaptic specialization","10/77","382/12930",0.0261780104712042,4.39586591419052,5.2145944343218,8.4624973230866e-05,0.00313112400954204,0.00267236757571156,"ADCY1/SYNPO/DTNB/NCS1/FYN/PSD/CAMK2A/BSN/AKAP5/ARHGAP32",10,"CC"
"vL5a_up_ALL","vL5a_up_ALL","GO:0043197","dendritic spine","6/77","171/12930",0.0350877192982456,5.892002734108,4.98427509460151,0.000534700298367181,0.0150266495407734,0.0128250209451836,"SYNPO/DDN/PSD/CAMK2A/AKAP5/ARHGAP32",6,"CC"
"vL5a_up_ALL","vL5a_up_ALL","GO:0044309","neuron spine","6/77","173/12930",0.0346820809248555,5.8238870955634,4.94392057152278,0.000568575928569806,0.0150266495407734,0.0128250209451836,"SYNPO/DDN/PSD/CAMK2A/AKAP5/ARHGAP32",6,"CC"
