Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000172270,BSG,363,-0.3726,321,-0.5637,774,0.88488,557,0.37367,528,0.23123,517,0.19692,314,-0.6009,193,-1.3466
ENSG00000099822,HCN2,3,-4.8821,58,-0.5189,102,0.38274,130,0.94656,32,-1.4136,57,-0.5645,159,1.14769,59,-0.5106
ENSG00000099821,POLRMT,3,-3.6168,27,-0.3255,29,-0.2192,61,1.24289,15,-1.2723,21,-0.7672,65,1.12047,20,-0.7877
ENSG00000070423,RNF126,3,-3.7398,27,-0.4475,31,-0.2417,69,1.31469,22,-0.8150,50,0.52079,58,0.76043,0,-5.6083
ENSG00000099864,PALM,223,0.46080,151,-0.1779,237,0.55965,234,0.64210,279,0.84831,64,-1.4907,42,-2.1129,53,-1.7690
ENSG00000011304,PTBP1,110,1.43090,20,-1.3725,53,0.15209,15,-1.9069,60,0.35108,105,1.35064,37,-0.4049,19,-1.4544
ENSG00000129951,PLPPR3,3,-3.8701,42,0.08283,46,0.21488,110,2.44398,21,-0.9612,6,-2.7692,5,-2.9481,16,-1.4046
ENSG00000175221,MED16,59,0.28575,45,-0.1673,64,0.41987,55,0.17553,29,-0.8705,77,0.72462,47,-0.0933,18,-1.5733
ENSG00000198858,R3HDM4,3,-3.7357,36,-0.0325,88,1.55321,47,0.49412,1,-4.5146,35,-0.0543,35,-0.0563,35,-0.0720
ENSG00000065268,WDR18,3,-3.3183,19,-0.5757,52,1.08029,47,1.13298,28,0.01928,3,-3.0721,21,-0.4319,25,-0.1056
ENSG00000182087,TMEM259,251,1.57488,44,-1.3022,90,-0.2079,113,0.18026,71,-0.5722,62,-0.7812,150,0.62759,28,-1.9668
ENSG00000099817,POLR2E,173,0.90498,52,-1.0391,123,0.31193,83,-0.3515,110,0.12526,115,0.21227,97,-0.0693,75,-0.4700
ENSG00000167468,GPX4,522,0.21652,287,-0.7382,485,0.09646,528,0.27302,560,0.33450,452,-0.0182,421,-0.1313,331,-0.5140
ENSG00000118046,STK11,3,-4.0754,49,-0.1416,63,0.28598,97,1.23690,10,-2.5616,86,0.79368,34,-0.6924,41,-0.4177
ENSG00000099625,CBARP,3,-3.1224,27,0.19340,44,1.03108,50,1.61424,37,0.74194,0,-6.1940,0,-6.8606,3,-3.0321
ENSG00000099624,ATP5F1D,100,-1.5798,170,-0.7690,334,0.30929,322,0.28488,530,1.11151,279,0.01243,229,-0.3039,206,-0.4726
ENSG00000167470,MIDN,204,2.33088,30,-1.0236,22,-1.4671,51,-0.2556,51,-0.2025,95,0.81212,13,-2.2206,8,-2.9834
ENSG00000099622,CIRBP,456,0.49827,165,-1.1218,326,-0.0573,285,-0.3075,347,0.04405,424,0.37522,525,0.73792,227,-0.6322
ENSG00000228300,FAM174C,286,3.55413,13,-2.0950,26,-1.1309,7,-3.2243,35,-0.6625,52,-0.0428,43,-0.3364,10,-2.5035
ENSG00000160953,PWWP3A,3,-3.8913,25,-0.7355,51,0.36029,50,0.38537,13,-1.7500,68,0.86374,71,0.95009,35,-0.2335
ENSG00000115286,NDUFS7,401,1.21857,96,-1.1260,196,-0.0096,114,-0.9540,178,-0.1678,135,-0.6008,404,1.23170,139,-0.5572
ENSG00000130005,GAMT,233,0.96950,72,-0.9418,95,-0.5198,115,-0.2348,87,-0.6501,93,-0.5398,268,1.22576,103,-0.3815
ENSG00000071626,DAZAP1,3,-4.0841,23,-1.1500,77,0.75009,66,0.57505,9,-2.4709,64,0.43581,77,0.76292,55,0.19804
ENSG00000115268,RPS15,2303,0.58443,769,-1.1667,822,-1.0655,707,-1.4126,1603,-0.0177,2170,0.48258,2328,0.60311,3181,1.15693
ENSG00000115266,APC2,1115,3.28856,73,-1.7290,238,0.08897,155,-0.6611,85,-1.5071,20,-3.5790,88,-1.4597,96,-1.3255
ENSG00000119559,C19orf25,3,-3.9390,25,-0.8332,104,1.59607,54,0.47301,49,0.25745,24,-0.8693,33,-0.3837,33,-0.3975
ENSG00000071655,MBD3,127,1.12400,45,-0.5826,28,-1.2862,66,0.01643,120,1.02989,68,0.06448,61,-0.1143,7,-3.1973
ENSG00000127540,UQCR11,517,-0.2317,407,-0.6074,574,-0.0642,307,-1.1478,1054,0.96473,762,0.40195,662,0.16739,785,0.45169
ENSG00000079313,REXO1,58,1.26792,39,0.54816,58,1.26740,22,-0.4235,10,-1.5316,1,-4.0043,14,-0.9952,25,-0.1861
ENSG00000129911,KLF16,39,-0.4439,40,-0.4077,103,1.19967,101,1.42536,31,-0.8005,19,-1.4807,17,-1.7200,12,-2.2220
ENSG00000129968,ABHD17A,20,-2.9262,122,-0.2146,136,-0.0450,136,-0.0602,114,-0.3347,140,0.00394,285,1.22517,171,0.32915
ENSG00000227500,SCAMP4,3,-3.8793,15,-1.5408,61,0.68671,28,-0.6365,66,0.83814,11,-1.9429,111,1.81172,39,-0.0384
ENSG00000133275,CSNK1G2,3,-3.3290,44,0.78865,31,0.20906,45,0.97428,9,-1.7290,22,-0.3492,31,0.21662,18,-0.6915
ENSG00000133243,BTBD2,32,-1.9069,123,0.15810,139,0.35808,212,1.35408,93,-0.2821,89,-0.3589,47,-1.3343,56,-1.0780
ENSG00000099875,MKNK2,93,1.43264,13,-1.6804,41,0.01988,34,-0.3378,22,-0.9505,74,1.00700,18,-1.2620,37,-0.1343
ENSG00000065000,AP3D1,451,2.25197,58,-1.3116,114,-0.2575,150,0.21151,100,-0.4647,64,-1.1611,45,-1.6875,75,-0.9130
ENSG00000104886,PLEKHJ1,394,2.94677,28,-1.7803,80,-0.1670,83,-0.1116,66,-0.4770,11,-3.0878,36,-1.4100,18,-2.4099
ENSG00000104897,SF3A2,3,-2.9691,17,-0.3627,14,-0.6000,16,-0.4581,31,0.62351,34,0.76337,44,1.21311,16,-0.4072
ENSG00000104904,OAZ1,123,-1.8561,254,-0.7604,370,-0.1650,706,1.11503,456,0.17075,527,0.41287,330,-0.3476,221,-0.9733
ENSG00000130332,LSM7,394,2.44864,43,-1.4179,69,-0.6897,99,-0.1433,73,-0.6120,86,-0.3512,74,-0.5828,29,-1.9955
ENSG00000005206,SPPL2B,45,0.19972,24,-0.8178,99,1.59490,29,-0.5870,38,-0.0822,29,-0.5143,38,-0.0752,29,-0.4808
ENSG00000099800,TIMM13,3,-5.0563,55,-0.7999,146,0.79556,107,0.30269,96,0.08692,108,0.28470,109,0.29978,88,-0.0505
ENSG00000176533,GNG7,3,-5.1528,67,-0.5991,76,-0.3930,104,0.11465,131,0.48729,64,-0.6669,205,1.28384,124,0.40101
ENSG00000176490,DIRAS1,3,-4.8741,60,-0.4563,185,1.46026,204,2.17269,19,-2.1529,28,-1.6365,12,-2.8268,7,-3.6204
ENSG00000141873,SLC39A3,3,-3.4943,24,-0.4013,41,0.47242,44,0.70072,57,1.03240,32,0.07761,19,-0.7433,13,-1.3091
ENSG00000104969,SGTA,127,0.60993,52,-0.8335,79,-0.1638,97,0.18119,53,-0.7865,80,-0.1484,123,0.56165,83,-0.0990
ENSG00000172009,THOP1,57,-0.1032,34,-0.9160,75,0.33749,118,1.38861,70,0.22705,21,-1.6633,50,-0.3301,7,-3.2178
ENSG00000104964,TLE5,45,-3.2828,319,-0.3672,471,0.26565,691,1.11767,302,-0.4533,453,0.19900,308,-0.4212,329,-0.3185
ENSG00000088256,GNA11,9,-2.6170,35,-0.6333,65,0.35114,63,0.33981,35,-0.6171,129,1.58171,62,0.27934,10,-2.4080
ENSG00000125912,NCLN,3,-3.5345,20,-0.7373,65,1.21827,57,1.20431,6,-2.4449,40,0.40288,33,0.08362,4,-2.9390
ENSG00000161082,CELF5,3,-5.2141,166,0.82516,186,1.02819,258,2.17405,27,-2.0431,0,-8.2713,2,-5.3663,14,-2.9315
ENSG00000141905,NFIC,51,-1.2576,79,-0.5927,119,0.05852,95,-0.3444,86,-0.4648,137,0.29387,233,1.22159,138,0.29869
ENSG00000129932,DOHH,3,-4.2327,23,-1.2474,22,-1.3103,62,0.34413,7,-3.0130,48,-0.0935,159,2.04790,78,0.69571
ENSG00000105325,FZR1,10,-2.2064,31,-0.5177,70,0.81629,77,1.20297,15,-1.6067,13,-1.8008,66,0.71698,28,-0.6954
ENSG00000161091,MFSD12,4,-3.8137,35,-0.7568,79,0.53972,118,1.58049,18,-1.7101,5,-3.5715,92,0.79528,42,-0.4788
ENSG00000064961,HMG20B,3,-3.2813,13,-1.0863,13,-1.0762,2,-3.7725,56,1.28162,71,1.74292,46,0.91927,33,0.33294
ENSG00000186111,PIP5K1C,3,-3.8459,37,-0.0855,75,1.10404,75,1.34870,6,-2.7951,56,0.59164,18,-1.2195,9,-2.2345
ENSG00000183617,MRPL54,251,2.57748,22,-1.6610,19,-1.9063,28,-1.3954,79,0.31580,62,-0.0853,62,-0.0833,34,-0.9990
ENSG00000007264,MATK,3,-3.9910,52,0.28968,43,-0.0223,111,2.16610,31,-0.5182,9,-2.3702,0,-6.7825,32,-0.4618
ENSG00000167654,ATCAY,12,-3.3006,92,-0.3052,244,1.36573,252,1.82865,61,-0.9356,32,-1.8993,13,-3.2017,41,-1.5441
ENSG00000167657,DAPK3,55,0.40166,26,-0.7647,75,0.93268,69,0.93267,18,-1.3476,33,-0.4105,28,-0.6643,15,-1.6495
ENSG00000167658,EEF2,311,-0.3580,303,-0.3947,386,-0.0116,309,-0.4108,278,-0.5326,754,1.13587,492,0.38890,355,-0.1472
ENSG00000105229,PIAS4,3,-2.9851,26,0.29344,13,-0.7806,25,0.29178,3,-2.8833,18,-0.2906,68,2.07338,13,-0.7196
ENSG00000178951,ZBTB7A,3,-5.3718,218,1.12134,216,1.09716,157,0.63547,61,-0.9767,55,-1.1214,85,-0.4608,69,-0.7885
ENSG00000126934,MAP2K2,4,-5.4619,160,-0.0845,285,0.88575,298,1.17345,136,-0.3433,87,-1.0413,122,-0.5103,128,-0.4360
ENSG00000105255,FSD1,3,-4.2368,52,0.00914,161,2.07248,97,1.32061,18,-1.6048,17,-1.7070,10,-2.4086,9,-2.5223
ENSG00000141985,SH3GL1,3,-3.9587,43,0.00408,55,0.42746,79,1.29281,15,-1.6002,53,0.35329,41,-0.0633,15,-1.5548
ENSG00000167671,UBXN6,112,0.03320,56,-1.0501,216,1.15435,134,0.37033,90,-0.3199,117,0.09565,57,-1.0374,75,-0.6032
ENSG00000167674,HDGFL2,3,-3.3834,20,-0.5274,39,0.51521,41,0.73036,26,-0.1473,33,0.26312,29,0.00303,23,-0.3024
ENSG00000167680,SEMA6B,3,-5.0821,87,-0.1065,171,1.04155,236,2.18179,36,-1.4518,32,-1.6292,2,-5.1765,31,-1.6960
ENSG00000185361,TNFAIP8L1,3,-2.8831,20,0.01597,32,0.74157,51,2.10583,0,-6.7211,18,-0.1423,4,-2.2369,3,-2.7720
ENSG00000074842,MYDGF,80,0.49113,21,-1.6126,36,-0.7653,101,1.08139,32,-0.9754,63,0.09698,66,0.16113,35,-0.8305
ENSG00000141965,FEM1A,71,1.21082,15,-1.2390,48,0.54919,47,0.57460,26,-0.4258,1,-4.8343,37,0.11869,20,-0.8901
ENSG00000105355,PLIN3,3,-3.4307,14,-1.1379,12,-1.3612,5,-2.6748,34,0.24459,37,0.38075,98,2.20024,56,1.10370
ENSG00000130254,SAFB2,250,2.27862,34,-1.1783,49,-0.6292,84,0.26606,51,-0.5704,11,-2.8149,31,-1.3074,63,-0.2275
ENSG00000160633,SAFB,99,0.33600,53,-0.6737,137,0.88039,104,0.48564,13,-2.7417,56,-0.5922,126,0.73412,37,-1.2117
ENSG00000130255,RPL36,737,-0.9489,911,-0.6206,711,-1.0027,696,-1.1376,1530,0.20917,2930,1.35093,1494,0.16996,2412,0.99136
ENSG00000174917,MICOS13,315,0.95038,82,-1.2317,137,-0.4356,154,-0.2797,205,0.21014,221,0.33848,168,-0.1111,183,0.03107
ENSG00000167733,HSD11B1L,3,-4.5666,72,0.17937,113,0.93343,112,1.11580,63,-0.0553,27,-1.3372,57,-0.2086,25,-1.4586
ENSG00000196365,LONP1,218,2.34656,26,-1.3406,52,-0.2644,45,-0.5465,65,0.08109,49,-0.3595,30,-1.1362,26,-1.3396
ENSG00000174886,NDUFA11,136,-0.7442,76,-1.6258,237,0.14291,231,0.11261,403,1.05283,225,0.05196,243,0.18030,175,-0.3442
ENSG00000031823,RANBP3,3,-3.7776,27,-0.6676,19,-1.1490,77,1.34554,59,0.62083,25,-0.7587,54,0.44887,25,-0.7714
ENSG00000130382,MLLT1,3,-4.3713,33,-0.8223,104,1.02717,72,0.45337,49,-0.2204,68,0.30509,40,-0.5353,68,0.30372
ENSG00000125656,CLPP,3,-3.5216,27,-0.2672,50,0.77540,38,0.37163,25,-0.3739,34,0.12145,56,0.97534,12,-1.4398
ENSG00000125652,ALKBH7,3,-4.5272,36,-0.8932,45,-0.5413,44,-0.6188,128,1.21675,90,0.59301,114,0.99805,64,0.01349
ENSG00000125651,GTF2F1,112,1.95998,27,-0.5158,26,-0.5935,29,-0.4349,31,-0.3073,42,0.18498,18,-1.1422,24,-0.6952
ENSG00000088247,KHSRP,3,-4.2091,29,-0.8769,81,0.79292,72,0.68627,59,0.25092,52,0.03166,59,0.25893,29,-0.8777
ENSG00000125648,SLC25A23,269,0.70644,129,-0.4922,274,0.74025,221,0.43729,196,0.17784,84,-1.1525,120,-0.6073,70,-1.4300
ENSG00000104833,TUBB4A,327,-1.2443,235,-1.7414,839,0.23805,932,0.48317,243,-1.6896,527,-0.5092,1764,1.56452,731,0.01294
ENSG00000125730,C3,266,2.28287,14,-2.5512,25,-1.7269,1,-6.6334,61,-0.3865,125,0.79613,84,0.13235,123,0.76805
ENSG00000171105,INSR,3,-4.0421,26,-0.8247,70,0.72490,46,0.05479,45,0.00938,44,-0.0349,78,0.93211,46,0.03310
ENSG00000198816,ZNF358,5,-3.9646,61,-0.4068,80,0.02284,73,-0.1518,59,-0.4535,132,0.86192,110,0.53964,118,0.67239
ENSG00000032444,PNPLA6,60,-0.3636,35,-1.1939,64,-0.2389,126,1.05690,43,-0.8829,99,0.45525,84,0.18219,38,-1.0464
ENSG00000076924,XAB2,32,-0.0148,12,-1.4670,38,0.25240,41,0.46762,30,-0.1393,37,0.19730,50,0.71077,10,-1.7131
ENSG00000229833,PET100,3,-5.3264,62,-0.8875,71,-0.6954,136,0.41016,130,0.27575,147,0.48210,176,0.78715,128,0.24780
ENSG00000181029,TRAPPC5,52,-1.5079,91,-0.6615,214,0.72764,173,0.43160,174,0.37556,140,0.02018,116,-0.2875,112,-0.3366
ENSG00000142459,EVI5L,10,-2.5349,30,-0.8685,48,-0.1468,70,0.55516,55,0.07932,35,-0.6350,94,0.97661,61,0.24614
ENSG00000183248,PRR36,3,-4.3325,42,-0.4341,95,0.91120,152,2.45860,30,-0.9628,6,-3.1982,6,-3.3066,10,-2.4970
ENSG00000076984,MAP2K7,3,-3.2814,24,-0.1858,34,0.39605,40,0.81973,6,-2.1717,15,-0.8859,40,0.66472,37,0.56500
ENSG00000260001,TGFBR3L,3,-3.5643,48,0.67222,88,1.78350,51,0.92451,28,-0.2366,12,-1.4668,7,-2.2825,1,-4.2042
ENSG00000178531,CTXN1,3,-6.1653,156,-0.3727,391,1.18095,445,1.82371,109,-0.9237,45,-2.2461,57,-1.8961,118,-0.8093
ENSG00000104980,TIMM44,3,-3.1863,19,-0.3786,39,0.74237,47,1.34464,11,-1.2970,8,-1.6906,31,0.36554,18,-0.5059
ENSG00000066044,ELAVL1,110,1.08964,21,-1.5570,35,-0.7833,108,1.30991,3,-4.2349,46,-0.3643,56,-0.0355,32,-0.8955
ENSG00000090661,CERS4,3,-3.6937,19,-0.9435,23,-0.6590,26,-0.5473,30,-0.2413,70,1.15703,94,1.72324,27,-0.3960
ENSG00000167775,CD320,44,-0.5752,49,-0.4029,38,-0.8145,60,-0.1220,86,0.50186,177,1.82603,25,-1.4556,35,-0.9479
ENSG00000267855,NDUFA7,60,-0.7981,52,-1.0143,127,0.39254,99,-0.0150,212,1.30137,67,-0.6250,104,0.06348,78,-0.3868
ENSG00000233927,RPS28,1611,-0.1498,1078,-0.7829,883,-1.0881,824,-1.3063,1735,-0.0303,3056,0.92719,2212,0.36938,3689,1.27136
ENSG00000185236,RAB11B,246,0.80602,70,-1.2026,181,0.28419,184,0.35953,158,0.06173,81,-0.9873,192,0.37719,74,-1.1198
ENSG00000099785,MARCH2,3,-3.9157,35,-0.2512,78,1.08095,36,-0.2429,48,0.25229,39,-0.0917,46,0.18273,50,0.31172
ENSG00000099783,HNRNPM,39,-1.5674,52,-1.1404,83,-0.4228,116,0.14266,126,0.25192,239,1.38139,140,0.43006,59,-0.9330
ENSG00000198258,UBL5,165,-0.9837,158,-1.0481,361,0.25208,270,-0.2442,536,0.93157,440,0.58793,311,0.00909,270,-0.2151
ENSG00000127445,PIN1,92,-1.5650,201,-0.3752,446,0.95374,549,1.69163,141,-0.9283,116,-1.2243,132,-1.0208,60,-2.2135
ENSG00000105088,OLFM2,146,0.92920,82,-0.0414,195,1.46194,38,-1.3505,210,1.60939,1,-6.2995,16,-2.5065,33,-1.4648
ENSG00000080573,COL5A3,356,2.84813,39,-1.1865,84,0.00844,19,-2.3696,163,1.14999,44,-1.0016,14,-2.6343,10,-3.0861
ENSG00000130813,SHFL,3,-3.5883,36,0.16300,18,-0.9384,59,1.21366,16,-1.0822,75,1.42598,25,-0.4332,4,-3.0116
ENSG00000130811,EIF3G,3,-4.6426,37,-1.2008,52,-0.6913,46,-0.9772,100,0.36427,216,1.75883,100,0.35930,124,0.72053
ENSG00000130816,DNMT1,66,1.53342,13,-1.0753,18,-0.6191,40,0.73947,10,-1.5572,15,-0.9183,36,0.46040,7,-1.9878
ENSG00000105364,MRPL4,3,-4.2181,50,-0.0279,86,0.88132,74,0.72846,42,-0.3206,69,0.51011,36,-0.5280,24,-1.1368
ENSG00000105376,ICAM5,3,-4.2526,32,-0.7709,137,1.71544,133,2.18042,0,-8.1324,23,-1.2558,4,-3.5564,4,-3.7493
ENSG00000267673,FDX2,58,0.55885,24,-0.8408,14,-1.6268,65,0.90425,38,-0.1499,33,-0.3785,28,-0.5885,47,0.20867
ENSG00000105401,CDC37,3,-4.7702,35,-1.1941,80,0.11186,91,0.37841,63,-0.2764,197,1.72362,51,-0.6039,62,-0.3017
ENSG00000065989,PDE4A,3,-3.4858,51,0.85876,25,-0.2961,55,1.19978,24,-0.3892,50,0.82517,4,-2.7792,8,-2.0549
ENSG00000079999,KEAP1,144,1.26742,23,-1.6666,50,-0.5149,50,-0.5652,83,0.30048,42,-0.7824,106,0.72342,72,0.07406
ENSG00000129355,CDKN2D,3,-5.3208,99,-0.1633,194,0.97284,260,1.95648,22,-2.4433,29,-1.9999,68,-0.7540,51,-1.1919
ENSG00000129353,SLC44A2,403,1.56641,50,-1.8289,89,-0.9626,113,-0.6727,313,1.09060,171,0.05345,120,-0.5104,116,-0.5667
ENSG00000267100,ILF3-DT,3,-3.5236,16,-1.0027,26,-0.3166,57,1.21588,33,0.07951,28,-0.1859,53,0.87600,10,-1.6574
ENSG00000129351,ILF3,3,-4.8307,53,-0.6698,107,0.45742,110,0.59082,96,0.27473,78,-0.0689,92,0.20451,82,0.00843
ENSG00000213339,QTRT1,3,-3.9677,28,-0.6699,52,0.31150,81,1.35026,36,-0.2921,41,-0.0525,45,0.07457,18,-1.3424
ENSG00000079805,DNM2,444,2.59860,30,-2.0474,29,-2.0705,51,-1.3653,49,-1.3210,126,0.15504,188,0.84289,59,-1.0198
ENSG00000142453,CARM1,20,-1.4882,53,-0.0366,51,-0.0902,124,1.86124,27,-1.0726,45,-0.3014,23,-1.2962,18,-1.6746
ENSG00000130733,YIPF2,166,2.44138,25,-0.9408,38,-0.2726,35,-0.4430,28,-0.7533,41,-0.1476,31,-0.5954,8,-2.6005
ENSG00000127616,SMARCA4,9,-2.7531,42,-0.4790,80,0.56588,118,1.58474,27,-1.1304,40,-0.5510,50,-0.1997,26,-1.2155
ENSG00000105518,TMEM205,144,0.47337,42,-1.4480,100,-0.1265,104,-0.0764,189,0.94310,137,0.39688,95,-0.1979,57,-0.9948
ENSG00000105520,PLPPR2,157,-0.2076,146,-0.3223,328,1.03765,372,1.59046,62,-1.6342,83,-1.2005,45,-2.0878,41,-2.2332
ENSG00000130175,PRKCSH,207,0.58590,62,-1.3237,99,-0.6021,105,-0.5689,47,-1.7241,199,0.52241,315,1.33968,167,0.23022
ENSG00000196361,ELAVL3,117,-1.0633,333,0.61530,224,-0.0433,360,0.89453,37,-2.7771,108,-1.1803,413,0.99356,121,-1.0135
ENSG00000130159,ECSIT,3,-3.1352,24,-0.0091,59,1.57082,29,0.36898,12,-1.0157,11,-1.1402,22,-0.1407,26,0.14519
ENSG00000130165,ELOF1,102,1.38285,37,-0.3612,62,0.49674,42,-0.1483,17,-1.5481,61,0.46748,35,-0.4248,15,-1.7001
ENSG00000173875,ZNF791,3,-2.5840,22,0.45802,17,0.11080,30,1.23648,4,-2.0104,6,-1.5454,35,1.28898,1,-4.2273
ENSG00000105583,WDR83OS,255,0.77997,78,-1.1197,156,-0.0452,129,-0.3829,179,0.18311,238,0.66299,192,0.29833,84,-1.0114
ENSG00000095059,DHPS,3,-3.6668,18,-0.9853,50,0.59844,30,-0.2701,45,0.43971,52,0.67868,68,1.15616,16,-1.2296
ENSG00000105576,TNPO2,3,-5.1971,104,-0.0475,238,1.38400,190,1.18600,49,-1.2271,62,-0.8588,91,-0.2610,37,-1.6181
ENSG00000123144,TRIR,372,1.12801,103,-0.9845,133,-0.5805,171,-0.2161,110,-0.8775,240,0.36470,239,0.36007,192,-0.0036
ENSG00000198356,GET3,129,1.17103,31,-1.1393,78,0.29657,74,0.25681,48,-0.4619,71,0.14302,54,-0.2953,24,-1.5067
ENSG00000171223,JUNB,3,-5.8334,44,-1.9300,34,-2.3283,70,-1.3597,130,-0.2874,984,4.21207,33,-2.3821,37,-2.1836
ENSG00000167815,PRDX2,251,-0.5988,250,-0.6098,631,0.92062,568,0.87792,417,0.21114,210,-0.8779,200,-0.9550,203,-0.9253
ENSG00000105613,MAST1,3,-4.3524,40,-0.5232,76,0.51601,165,2.71901,9,-2.7853,8,-2.8980,2,-4.5530,35,-0.7376
ENSG00000179115,FARSA,46,-0.1041,15,-1.8180,81,0.83513,115,1.92537,6,-3.1273,17,-1.5907,39,-0.3569,7,-2.9485
ENSG00000179218,CALR,438,1.23103,80,-1.5201,204,-0.0790,188,-0.2358,190,-0.1917,306,0.59184,209,-0.0367,124,-0.8577
ENSG00000179262,RAD23A,128,0.13876,53,-1.2427,97,-0.3088,160,0.60414,105,-0.1864,156,0.46810,143,0.31786,56,-1.1538
ENSG00000179271,GADD45GIP1,514,1.97346,69,-1.4203,135,-0.3997,156,-0.1952,91,-1.0001,189,0.14097,91,-1.0005,158,-0.1522
ENSG00000008441,NFIX,749,2.19282,97,-1.3368,132,-0.8584,212,-0.1336,89,-1.4662,129,-0.8937,241,0.08670,194,-0.2592
ENSG00000104907,TRMT1,3,-2.9043,23,0.19498,21,0.07276,23,0.23467,42,1.23284,18,-0.2361,23,0.18647,8,-1.4740
ENSG00000160877,NACC1,3,-4.2819,60,0.20227,124,1.47115,65,0.38430,37,-0.5877,41,-0.4118,55,0.05179,29,-0.9313
ENSG00000104915,STX10,3,-3.5421,14,-1.2658,20,-0.7193,43,0.59882,55,0.93024,61,1.09953,33,0.04547,14,-1.2638
ENSG00000160888,IER2,240,2.40328,32,-1.1449,7,-3.3072,27,-1.5100,66,-0.0133,166,1.60647,8,-3.2100,27,-1.3876
ENSG00000141837,CACNA1A,3,-4.3339,63,0.22243,78,0.56642,142,2.21361,17,-1.7543,13,-2.2206,12,-2.3084,27,-1.1315
ENSG00000104979,C19orf53,16,-3.3937,77,-1.0651,175,0.22690,140,-0.1566,247,0.81077,212,0.54635,170,0.17816,195,0.40639
ENSG00000187556,NANOS3,3,-3.2213,18,-0.5059,8,-1.8004,41,0.93315,15,-0.7850,37,0.63323,27,0.10358,39,0.71051
ENSG00000132024,CC2D1A,3,-3.0362,34,0.68365,30,0.49360,35,0.90731,13,-0.8761,6,-2.0376,22,-0.0548,24,0.10507
ENSG00000141858,SAMD1,248,2.22118,33,-1.2702,74,-0.0215,49,-0.7304,25,-1.6628,53,-0.5403,92,0.33795,48,-0.6798
ENSG00000072062,PRKACA,3,-4.9320,43,-1.0455,82,-0.0385,196,1.91373,70,-0.2867,103,0.33932,45,-0.9732,17,-2.4381
ENSG00000072071,ADGRL1,200,0.47065,168,0.18422,220,0.64024,277,1.28162,67,-1.2444,23,-2.8368,52,-1.6395,66,-1.2734
ENSG00000123143,PKN1,35,-0.3331,25,-0.8497,40,-0.1152,25,-0.9184,51,0.25981,96,1.36625,73,0.87110,19,-1.2443
ENSG00000123159,GIPC1,3,-4.3938,31,-0.9535,62,0.12995,49,-0.2869,63,0.14788,81,0.55683,128,1.38471,52,-0.1644
ENSG00000132002,DNAJB1,166,0.16124,84,-0.9186,102,-0.6149,142,-0.1014,269,0.98468,278,1.04609,94,-0.7428,76,-1.0589
ENSG00000099797,TECR,216,0.05539,104,-1.0864,240,0.22841,107,-1.1552,386,1.04552,236,0.19706,353,0.88455,132,-0.7300
ENSG00000099795,NDUFB7,398,0.69597,152,-0.8573,194,-0.4830,142,-1.0627,391,0.66490,434,0.84774,287,0.14534,222,-0.2663
ENSG00000105135,ILVBL,246,2.40143,19,-1.9124,61,-0.1783,57,-0.3323,90,0.44125,22,-1.7472,41,-0.7864,23,-1.6969
ENSG00000074181,NOTCH3,3,-4.8081,34,-1.2507,25,-1.6882,13,-2.8094,70,-0.1417,507,4.44390,13,-2.6217,11,-2.9195
ENSG00000141867,BRD4,119,0.49989,130,0.65392,85,-0.0525,110,0.43657,32,-1.5421,128,0.62053,29,-1.6979,47,-0.9809
ENSG00000011243,AKAP8L,36,-0.5733,44,-0.2384,67,0.43733,64,0.42226,30,-0.8311,62,0.31545,60,0.25104,35,-0.6179
ENSG00000011451,WIZ,7,-2.2521,18,-0.9108,54,0.85359,25,-0.4553,107,2.20683,12,-1.5398,18,-0.9282,25,-0.3983
ENSG00000167460,TPM4,3,-5.2659,34,-1.7551,32,-1.8420,70,-0.7141,74,-0.5541,435,2.75191,147,0.55226,84,-0.3634
ENSG00000105058,FAM32A,3,-3.8632,25,-0.9199,30,-0.6834,82,1.20986,58,0.38069,96,1.27167,28,-0.7377,7,-2.7822
ENSG00000072958,AP1M1,35,-1.5731,64,-0.6396,152,0.75596,173,1.20192,113,0.25347,50,-1.0249,65,-0.6352,45,-1.1747
ENSG00000127528,KLF2,3,-5.4036,34,-1.8905,29,-2.1250,61,-1.1056,54,-1.1899,747,4.32202,14,-3.1871,41,-1.6003
ENSG00000085872,CHERP,3,-3.4489,25,-0.3521,57,1.03650,65,1.60490,0,-7.3833,30,-0.0288,33,0.12430,0,-7.6429
ENSG00000127526,SLC35E1,3,-3.2144,21,-0.2995,63,1.58162,30,0.34716,53,1.26007,1,-4.3505,8,-1.7367,19,-0.4650
ENSG00000214046,SMIM7,3,-4.1680,24,-1.0885,82,0.84842,64,0.51918,21,-1.3002,74,0.67177,62,0.37960,48,-0.0295
ENSG00000072954,TMEM38A,13,-0.9927,16,-0.6760,30,0.26275,70,2.40193,26,0.02486,0,-6.2902,4,-2.5319,0,-7.3689
