Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to12,Feature log2 fold change topic 2to12
ENSG00000228794,LINC01128,27,0.66058,17,-0.6605
ENSG00000188976,NOC2L,27,-0.5226,39,0.52267
ENSG00000188290,HES4,27,-1.4044,72,1.40444
ENSG00000187608,ISG15,27,-1.4745,75,1.47455
ENSG00000188157,AGRN,27,-0.2268,31,0.22681
ENSG00000131591,C1orf159,27,1.21315,11,-1.2131
ENSG00000078808,SDF4,27,-1.4014,72,1.40149
ENSG00000176022,B3GALT6,27,0.09292,25,-0.0929
ENSG00000160087,UBE2J2,27,-0.3972,35,0.39720
ENSG00000162572,SCNN1D,27,1.13072,12,-1.1307
ENSG00000131584,ACAP3,324,2.36622,63,-2.3662
ENSG00000127054,INTS11,27,-0.8855,50,0.88555
ENSG00000224051,CPTP,27,0.13892,24,-0.1389
ENSG00000107404,DVL1,27,-1.0873,58,1.08730
ENSG00000175756,AURKAIP1,27,-2.6831,175,2.68315
ENSG00000221978,CCNL2,27,-0.8491,49,0.84913
ENSG00000224870,MRPL20-AS1,27,1.40893,10,-1.4089
ENSG00000242485,MRPL20,27,-2.8085,191,2.80855
ENSG00000235098,ANKRD65,355,3.57425,29,-3.5742
ENSG00000179403,VWA1,52,-0.6882,83,0.68822
ENSG00000197785,ATAD3A,27,0.83409,15,-0.8340
ENSG00000205090,TMEM240,27,0.00485,27,-0.0048
ENSG00000160075,SSU72,27,-2.3246,136,2.32462
ENSG00000228594,FNDC10,27,0.14980,24,-0.1498
ENSG00000272106,AL691432.2,27,0.39607,20,-0.3960
ENSG00000197530,MIB2,27,-0.4020,36,0.40206
ENSG00000189339,SLC35E2B,27,-0.1021,29,0.10211
ENSG00000215790,SLC35E2A,27,0.24151,23,-0.2415
ENSG00000008130,NADK,27,0.14471,24,-0.1447
ENSG00000078369,GNB1,28,-3.7388,374,3.73882
ENSG00000187730,GABRD,27,-1.4710,75,1.47107
ENSG00000067606,PRKCZ,27,-2.5349,158,2.53495
ENSG00000162585,FAAP20,27,-1.1214,59,1.12145
ENSG00000157933,SKI,56,0.98467,28,-0.9846
ENSG00000157916,RER1,27,-1.3639,70,1.36397
ENSG00000157911,PEX10,27,-0.1963,31,0.19639
ENSG00000149527,PLCH2,27,0.63386,17,-0.6338
ENSG00000157881,PANK4,27,0.76528,16,-0.7652
ENSG00000157870,PRXL2B,27,-0.5637,40,0.56374
ENSG00000177133,PRDM16-DT,27,0.58335,18,-0.5833
ENSG00000158109,TPRG1L,27,-2.3676,140,2.36767
ENSG00000116213,WRAP73,27,1.09404,12,-1.0940
ENSG00000130764,LRRC47,27,-1.3292,68,1.32927
ENSG00000116198,CEP104,27,0.52670,18,-0.5267
ENSG00000198912,C1orf174,27,1.20470,11,-1.2047
ENSG00000196581,AJAP1,27,-0.0209,27,0.02096
ENSG00000069424,KCNAB2,27,-2.5993,165,2.59935
ENSG00000116254,CHD5,27,-1.5605,80,1.56058
ENSG00000116251,RPL22,235,-1.3005,579,1.30054
ENSG00000116237,ICMT,533,4.19014,29,-4.1901
ENSG00000097021,ACOT7,27,-3.0017,218,3.00172
ENSG00000215788,TNFRSF25,27,0.90513,14,-0.9051
ENSG00000171680,PLEKHG5,27,0.60985,17,-0.6098
ENSG00000162408,NOL9,27,0.11524,25,-0.1152
ENSG00000162413,KLHL21,27,-0.1749,30,0.17492
ENSG00000116273,PHF13,27,1.43213,10,-1.4321
ENSG00000041988,THAP3,27,0.60700,17,-0.6070
ENSG00000007923,DNAJC11,27,-0.0478,28,0.04785
ENSG00000171735,CAMTA1,60,-1.3922,159,1.39220
ENSG00000049245,VAMP3,28,-1.1816,63,1.18161
ENSG00000049246,PER3,27,-0.0051,27,0.00519
ENSG00000116288,PARK7,34,-3.3796,359,3.37965
ENSG00000116285,ERRFI1,27,0.40490,20,-0.4049
ENSG00000162426,SLC45A1,27,0.15194,24,-0.1519
ENSG00000142599,RERE,107,0.34917,84,-0.3491
ENSG00000074800,ENO1,358,-0.8715,655,0.87159
ENSG00000142583,SLC2A5,27,0.50601,19,-0.5060
ENSG00000171612,SLC25A33,27,-1.0338,55,1.03387
ENSG00000188807,TMEM201,27,1.16977,12,-1.1697
ENSG00000171608,PIK3CD,27,1.10706,12,-1.1070
ENSG00000171603,CLSTN1,27,-4.2146,507,4.21462
ENSG00000178585,CTNNBIP1,27,-0.5001,38,0.50017
ENSG00000162441,LZIC,462,3.66151,36,-3.6615
ENSG00000162444,RBP7,27,-0.0931,29,0.09315
ENSG00000130939,UBE4B,27,-0.4245,36,0.42458
ENSG00000054523,KIF1B,27,-3.1972,250,3.19726
ENSG00000142657,PGD,27,-0.9315,52,0.93157
ENSG00000241563,CORT,27,-1.3171,68,1.31715
ENSG00000160049,DFFA,27,-0.3793,35,0.37932
ENSG00000142655,PEX14,27,0.21749,23,-0.2174
ENSG00000120948,TARDBP,27,-0.9234,51,0.92346
ENSG00000116649,SRM,27,-1.8070,95,1.80705
ENSG00000171824,EXOSC10,27,0.03231,26,-0.0323
ENSG00000198793,MTOR,345,3.17629,38,-3.1762
ENSG00000120942,UBIAD1,344,5.04055,10,-5.0405
ENSG00000116661,FBXO2,163,-0.7048,266,0.70482
ENSG00000132879,FBXO44,27,-1.8815,101,1.88155
ENSG00000116670,MAD2L2,27,-0.0475,28,0.04759
ENSG00000177674,AGTRAP,27,0.35112,21,-0.3511
ENSG00000177000,MTHFR,27,1.19229,11,-1.1922
ENSG00000011021,CLCN6,27,-0.4195,36,0.41952
ENSG00000116685,KIAA2013,27,-0.5435,39,0.54352
ENSG00000083444,PLOD1,355,3.53666,30,-3.5366
ENSG00000116688,MFN2,27,-1.4789,76,1.47895
ENSG00000116691,MIIP,27,0.65905,17,-0.6590
ENSG00000048707,VPS13D,27,-0.5242,39,0.52421
ENSG00000162496,DHRS3,27,-0.6444,42,0.64447
ENSG00000116731,PRDM2,27,-1.1560,60,1.15605
ENSG00000189337,KAZN,27,-0.6783,43,0.67831
ENSG00000142634,EFHD2,355,1.55407,120,-1.5540
ENSG00000132906,CASP9,27,1.07162,12,-1.0716
ENSG00000116138,DNAJC16,27,0.43154,20,-0.4315
ENSG00000197312,DDI2,27,0.71867,16,-0.7186
ENSG00000116786,PLEKHM2,27,-1.3498,69,1.34985
ENSG00000065526,SPEN,27,-0.2648,32,0.26485
ENSG00000116809,ZBTB17,27,0.62635,17,-0.6263
ENSG00000185519,FAM131C,27,0.19691,23,-0.1969
ENSG00000037637,FBXO42,27,0.74834,16,-0.7483
ENSG00000055070,SZRD1,27,-0.1328,29,0.13288
ENSG00000157191,NECAP2,27,0.48773,19,-0.4877
ENSG00000219481,NBPF1,27,0.82018,15,-0.8201
ENSG00000058453,CROCC,27,1.38096,10,-1.3809
ENSG00000159363,ATP13A2,27,-2.3198,136,2.31986
ENSG00000117118,SDHB,27,-1.9469,105,1.94691
ENSG00000117115,PADI2,27,-1.3901,71,1.39018
ENSG00000179051,RCC2,27,0.66142,17,-0.6614
ENSG00000074964,ARHGEF10L,27,0.92715,14,-0.9271
ENSG00000117154,IGSF21,27,-1.3564,69,1.35649
ENSG00000159423,ALDH4A1,27,-0.2151,31,0.21516
ENSG00000127463,EMC1,27,0.16609,24,-0.1660
ENSG00000053372,MRTO4,27,-0.0880,29,0.08809
ENSG00000053371,AKR7A2,27,-1.0543,56,1.05439
ENSG00000040487,SLC66A1,27,1.30297,11,-1.3029
ENSG00000077549,CAPZB,36,-2.2716,173,2.27160
ENSG00000173436,MICOS10,921,1.55141,314,-1.5514
ENSG00000158747,NBL1,27,-2.6216,168,2.62169
ENSG00000169914,OTUD3,27,1.48978,9,-1.4897
ENSG00000162545,CAMK2N1,27,-4.8230,773,4.82304
ENSG00000090432,MUL1,27,0.15825,24,-0.1582
ENSG00000183114,FAM43B,27,0.27329,22,-0.2732
ENSG00000158828,PINK1,435,0.28422,357,-0.2842
ENSG00000244038,DDOST,27,-0.0578,28,0.05780
ENSG00000117245,KIF17,27,0.68586,16,-0.6858
ENSG00000189410,SH2D5,27,0.46383,19,-0.4638
ENSG00000127483,HP1BP3,27,-2.3820,142,2.38204
ENSG00000075151,EIF4G3,336,1.66323,106,-1.6632
ENSG00000117298,ECE1,172,3.18471,18,-3.1847
ENSG00000076864,RAP1GAP,27,-2.3238,136,2.32381
ENSG00000090686,USP48,317,2.99035,39,-2.9903
ENSG00000070831,CDC42,27,-2.9016,204,2.90165
ENSG00000173372,C1QA,252,1.97524,64,-1.9752
ENSG00000159189,C1QC,27,-1.1534,60,1.15348
ENSG00000173369,C1QB,27,-1.8378,97,1.83780
ENSG00000004487,KDM1A,27,-0.7490,45,0.74907
ENSG00000169641,LUZP1,27,-0.5503,39,0.55035
ENSG00000125944,HNRNPR,27,-1.7042,88,1.70427
ENSG00000125945,ZNF436,27,1.09500,12,-1.0950
ENSG00000117318,ID3,509,3.11119,58,-3.1111
ENSG00000142676,RPL11,782,0.58519,521,-0.5851
ENSG00000011007,ELOA,27,0.60997,17,-0.6099
ENSG00000057757,PITHD1,27,-2.5319,157,2.53191
ENSG00000011009,LYPLA2,27,-0.4146,36,0.41461
ENSG00000117308,GALE,27,1.16610,12,-1.1661
ENSG00000117305,HMGCL,27,0.38767,20,-0.3876
ENSG00000179163,FUCA1,27,0.99302,13,-0.9930
ENSG00000189266,PNRC2,27,-0.7382,45,0.73821
ENSG00000188529,SRSF10,27,-0.8261,48,0.82615
ENSG00000001460,STPG1,27,1.33524,10,-1.3352
ENSG00000001461,NIPAL3,236,1.89218,63,-1.8921
ENSG00000133226,SRRM1,27,-1.0267,55,1.02678
ENSG00000169504,CLIC4,27,-1.4188,73,1.41889
ENSG00000117614,SYF2,79,0.37751,60,-0.3775
ENSG00000117616,RSRP1,27,-1.0053,54,1.00530
ENSG00000183726,TMEM50A,846,3.24776,89,-3.2477
ENSG00000204178,MACO1,27,0.31889,21,-0.3188
ENSG00000157978,LDLRAP1,27,1.27092,11,-1.2709
ENSG00000117643,MAN1C1,27,-0.1188,29,0.11889
ENSG00000162430,SELENON,27,-0.3671,35,0.36716
ENSG00000117640,MTFR1L,27,-1.0012,54,1.00126
ENSG00000117632,STMN1,768,-0.5800,1148,0.58003
ENSG00000158008,EXTL1,27,-0.3113,33,0.31135
ENSG00000175087,PDIK1L,27,1.51365,9,-1.5136
ENSG00000142684,ZNF593,27,-0.8694,49,0.86941
ENSG00000142669,SH3BGRL3,130,-0.9413,250,0.94131
ENSG00000158062,UBXN11,27,0.62702,17,-0.6270
ENSG00000117682,DHDDS,27,0.74355,16,-0.7435
ENSG00000198830,HMGN2,27,-2.4379,148,2.43797
ENSG00000117713,ARID1A,27,-0.8945,50,0.89450
ENSG00000060642,PIGV,27,1.27733,11,-1.2773
ENSG00000204160,ZDHHC18,27,0.42036,20,-0.4203
ENSG00000142751,GPN2,27,1.23432,11,-1.2343
ENSG00000090273,NUDC,27,-2.4976,154,2.49766
ENSG00000253368,TRNP1,27,-0.8736,50,0.87362
ENSG00000090020,SLC9A1,27,0.73377,16,-0.7337
ENSG00000142784,WDTC1,27,0.21380,23,-0.2138
ENSG00000186501,TMEM222,27,-1.2339,64,1.23397
ENSG00000158195,WASF2,771,4.10466,44,-4.1046
ENSG00000126705,AHDC1,27,-0.2279,31,0.22797
ENSG00000126709,IFI6,28,-1.8507,101,1.85071
ENSG00000009780,FAM76A,27,0.95949,14,-0.9594
ENSG00000117758,STX12,27,-1.8575,98,1.85753
ENSG00000117751,PPP1R8,674,4.52486,29,-4.5248
ENSG00000117748,RPA2,27,-0.7737,46,0.77377
ENSG00000126698,DNAJC8,27,-2.1176,118,2.11762
ENSG00000130770,ATP5IF1,27,-4.1130,472,4.11307
ENSG00000204138,PHACTR4,27,1.20866,11,-1.2086
ENSG00000180098,TRNAU1AP,27,0.74971,16,-0.7497
ENSG00000197989,SNHG12,27,1.07125,12,-1.0712
ENSG00000120656,TAF12,27,0.61684,17,-0.6168
ENSG00000198492,YTHDF2,27,-1.2128,63,1.21285
ENSG00000116350,SRSF4,27,-0.7442,45,0.74429
ENSG00000116353,MECR,27,-0.2650,32,0.26500
ENSG00000060656,PTPRU,163,3.09308,19,-3.0930
ENSG00000162511,LAPTM5,37,-0.4909,52,0.49091
