"","top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
"1",1,"enrichment","OPC.1","CLIC4",3.68284978187661,0.0003977761103508,0.984544784717276,142,0.3200408381935,"ENSG00000169504"
"2",2,"enrichment","OPC.1","POLE2",3.45033691019507,0.000862364013046356,0.984544784717276,7776,0.418832381594594,"ENSG00000100479"
"3",3,"enrichment","OPC.1","FRZB",3.41455145521448,0.00096865384325711,0.984544784717276,1671,0.455888462978426,"ENSG00000162998"
"4",4,"enrichment","OPC.1","ZNF677",3.33525945365518,0.00124969811333968,0.984544784717276,10232,0.303066115099635,"ENSG00000197928"
"5",5,"enrichment","OPC.1","LGALSL-DT",3.29147651465908,0.00143606116439084,0.984544784717276,1290,0.397349527545086,"ENSG00000223935"
"6",6,"enrichment","OPC.1","HNMT",3.23771540694574,0.00170054036926104,0.984544784717276,1542,0.219887774536507,"ENSG00000150540"
"7",7,"enrichment","OPC.1","DCX",3.17717510533852,0.00205262448393011,0.984544784717276,11233,0.164127067841221,"ENSG00000077279"
"8",8,"enrichment","OPC.1","SNX21",3.17390663518982,0.00207344613093242,0.984544784717276,10508,0.292075776061008,"ENSG00000124104"
"9",9,"enrichment","OPC.1","GLO1",3.17296965730715,0.00207945135018935,0.984544784717276,3868,0.186469376582262,"ENSG00000124767"
"10",10,"enrichment","OPC.1","ZNF134",3.08776592395847,0.00269860622247846,0.984544784717276,10287,0.25000539464012,"ENSG00000213762"
"11",1,"enrichment","OPC.2","FYN",7.31444562398582,1.14515410560608e-10,6.85766495451893e-08,4078,0.293639429627076,"ENSG00000010810"
"12",2,"enrichment","OPC.2","PKP4",7.26916631081945,1.41183469415706e-10,7.9108352746207e-08,1582,0.383838772597135,"ENSG00000144283"
"13",3,"enrichment","OPC.2","TMEM108",6.87073635183549,8.79341821848584e-10,3.45005215482524e-07,2385,0.408255395960293,"ENSG00000144868"
"14",4,"enrichment","OPC.2","PPP2R2B",6.84401824293339,9.93176195933435e-10,3.76678625244354e-07,3552,0.325751833413244,"ENSG00000156475"
"15",5,"enrichment","OPC.2","STRN",6.55628098839178,3.65366883834714e-09,1.03928610106784e-06,1189,0.348014315571029,"ENSG00000115808"
"16",6,"enrichment","OPC.2","GNB4",6.54730449946068,3.80419852616123e-09,1.05399199580171e-06,2517,0.615243813328155,"ENSG00000114450"
"17",7,"enrichment","OPC.2","CDK18",6.50174277954799,4.66817361643931e-09,1.15731904864464e-06,890,1.2905279556592,"ENSG00000117266"
"18",8,"enrichment","OPC.2","FRMD4B",6.45628544995256,5.7231594246389e-09,1.35662724861545e-06,2205,0.328675895078614,"ENSG00000114541"
"19",9,"enrichment","OPC.2","BCAS1",6.43190000290692,6.38300402977439e-09,1.45251639701546e-06,10546,0.404896571647578,"ENSG00000064787"
"20",10,"enrichment","OPC.2","ARHGAP5",6.36347807320231,8.66335366514673e-09,1.93277721572627e-06,7723,0.340820270738462,"ENSG00000100852"
"21",1,"enrichment","OPC.3","RPL37",9.62744241332092,2.13214809540981e-15,2.42595810295728e-11,3182,1.11305534851613,"ENSG00000145592"
"22",2,"enrichment","OPC.3","RPLP2",8.44493624705538,5.75791853676424e-13,3.27567985556518e-09,6219,1.06323299941932,"ENSG00000177600"
"23",3,"enrichment","OPC.3","RPLP1",8.1817107808894,1.99273062385577e-12,7.55776301274367e-09,8296,1.00053276607655,"ENSG00000137818"
"24",4,"enrichment","OPC.3","RPL28",8.05050360940032,3.69443111540045e-12,1.05088093077566e-08,10250,0.857081332376718,"ENSG00000108107"
"25",5,"enrichment","OPC.3","RPL34",7.68064493777105,2.09006457344179e-11,4.75615094332413e-08,2910,0.995665914869011,"ENSG00000109475"
"26",6,"enrichment","OPC.3","RPL36",7.5965649059718,3.09371174835308e-11,5.8667087121269e-08,9764,0.956039357462998,"ENSG00000130255"
"27",7,"enrichment","OPC.3","RPS25",7.48871283201107,5.11054760591962e-11,8.30683009430763e-08,6706,0.81146199253805,"ENSG00000118181"
"28",8,"enrichment","OPC.3","RPS27",7.4095477873314,7.38074556773917e-11,9.14809961616237e-08,676,0.990160036022358,"ENSG00000177954"
"29",9,"enrichment","OPC.3","RPL13",7.40546754212683,7.52174998027902e-11,9.14809961616237e-08,8907,0.698222639401625,"ENSG00000167526"
"30",10,"enrichment","OPC.3","RPL38",7.38168081424662,8.39872753191962e-11,9.14809961616237e-08,9386,0.915392201560441,"ENSG00000172809"
