Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to13,Feature log2 fold change topic 2to13
ENSG00000228794,LINC01128,2,-3.1271,19,3.12713
ENSG00000188976,NOC2L,27,-0.5752,41,0.57523
ENSG00000188290,HES4,157,1.13309,71,-1.1330
ENSG00000187608,ISG15,53,-0.6743,85,0.67437
ENSG00000188157,AGRN,2,-3.8530,31,3.85302
ENSG00000131591,C1orf159,2,-2.5900,13,2.59004
ENSG00000078808,SDF4,60,-0.3358,75,0.33589
ENSG00000176022,B3GALT6,2,-3.8158,30,3.81588
ENSG00000160087,UBE2J2,2,-4.3525,44,4.35255
ENSG00000131584,ACAP3,69,0.07100,66,-0.0710
ENSG00000127054,INTS11,7,-2.7960,51,2.79605
ENSG00000224051,CPTP,41,0.55543,28,-0.5554
ENSG00000107404,DVL1,101,0.98664,51,-0.9866
ENSG00000175756,AURKAIP1,2,-6.2899,173,6.28991
ENSG00000221978,CCNL2,40,-0.3336,51,0.33360
ENSG00000224870,MRPL20-AS1,2,-2.2413,10,2.24133
ENSG00000242485,MRPL20,45,-2.0951,195,2.09514
ENSG00000235098,ANKRD65,43,0.81168,24,-0.8116
ENSG00000179403,VWA1,2,-4.8269,62,4.82699
ENSG00000197785,ATAD3A,2,-3.2639,21,3.26391
ENSG00000205090,TMEM240,2,-3.6763,28,3.67638
ENSG00000160075,SSU72,2,-6.1913,160,6.19133
ENSG00000228594,FNDC10,2,-3.6910,28,3.69105
ENSG00000272106,AL691432.2,2,-3.5204,25,3.52042
ENSG00000197530,MIB2,47,0.42650,35,-0.4265
ENSG00000189339,SLC35E2B,2,-3.9047,32,3.90472
ENSG00000215790,SLC35E2A,2,-3.6594,27,3.65942
ENSG00000008130,NADK,2,-3.5625,25,3.56257
ENSG00000078369,GNB1,216,-0.8965,402,0.89659
ENSG00000187730,GABRD,2,-5.5109,99,5.51092
ENSG00000067606,PRKCZ,72,-1.4127,193,1.41278
ENSG00000162585,FAAP20,2,-4.4753,52,4.47535
ENSG00000157933,SKI,2,-3.4343,23,3.43430
ENSG00000157916,RER1,2,-5.2838,85,5.28385
ENSG00000157911,PEX10,43,0.33891,34,-0.3389
ENSG00000149527,PLCH2,2,-3.1644,19,3.16446
ENSG00000157881,PANK4,2,-3.3977,23,3.39772
ENSG00000157870,PRXL2B,127,1.49101,45,-1.4910
ENSG00000177133,PRDM16-DT,60,2.51638,10,-2.5163
ENSG00000158109,TPRG1L,90,-0.8650,165,0.86505
ENSG00000116213,WRAP73,2,-2.3656,11,2.36563
ENSG00000130764,LRRC47,74,-0.1718,84,0.17189
ENSG00000116198,CEP104,2,-2.9832,17,2.98323
ENSG00000198912,C1orf174,2,-2.2718,10,2.27189
ENSG00000196581,AJAP1,52,0.72616,31,-0.7261
ENSG00000069424,KCNAB2,234,0.42398,174,-0.4239
ENSG00000116254,CHD5,79,-0.3224,99,0.32247
ENSG00000116251,RPL22,659,0.47143,475,-0.4714
ENSG00000116237,ICMT,2,-3.8801,32,3.88015
ENSG00000097021,ACOT7,54,-2.5249,311,2.52496
ENSG00000215788,TNFRSF25,2,-2.7847,15,2.78476
ENSG00000171680,PLEKHG5,38,0.68672,23,-0.6867
ENSG00000162408,NOL9,61,1.24335,25,-1.2433
ENSG00000162413,KLHL21,2,-3.8241,31,3.82411
ENSG00000116273,PHF13,2,-2.7737,14,2.77374
ENSG00000041988,THAP3,2,-3.2422,20,3.24226
ENSG00000007923,DNAJC11,75,1.34396,29,-1.3439
ENSG00000171735,CAMTA1,2,-6.1138,164,6.11384
ENSG00000049245,VAMP3,2,-4.5135,50,4.51357
ENSG00000049246,PER3,2,-3.3840,22,3.38401
ENSG00000116288,PARK7,271,-0.4677,375,0.46777
ENSG00000116285,ERRFI1,2,-3.5829,26,3.58294
ENSG00000162426,SLC45A1,35,-0.1525,38,0.15252
ENSG00000142599,RERE,143,0.77939,83,-0.7793
ENSG00000074800,ENO1,551,-0.3558,705,0.35588
ENSG00000142583,SLC2A5,72,2.60939,11,-2.6093
ENSG00000171612,SLC25A33,44,-0.0075,44,0.00753
ENSG00000188807,TMEM201,2,-2.6055,13,2.60550
ENSG00000171608,PIK3CD,2,-2.5818,13,2.58186
ENSG00000171603,CLSTN1,1056,0.77548,616,-0.7754
ENSG00000178585,CTNNBIP1,41,0.10539,38,-0.1053
ENSG00000162441,LZIC,2,-3.8400,31,3.84006
ENSG00000162444,RBP7,2,-3.3080,21,3.30805
ENSG00000130939,UBE4B,2,-4.2664,43,4.26643
ENSG00000054523,KIF1B,125,-1.0103,252,1.01035
ENSG00000142657,PGD,19,-1.5227,56,1.52279
ENSG00000241563,CORT,2,-8.2667,674,8.26672
ENSG00000160049,DFFA,2,-4.0688,36,4.06889
ENSG00000142655,PEX14,138,2.53461,23,-2.5346
ENSG00000120948,TARDBP,2,-4.7874,60,4.78744
ENSG00000116649,SRM,156,0.55345,106,-0.5534
ENSG00000171824,EXOSC10,2,-3.8108,30,3.81084
