"Cluster","DE_classes","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","ONTOLOGY"
"Excit-L2_5-1_down_ALL","Excit-L2_5-1_down_ALL","GO:0044309","neuron spine","2/5","170/14564",0.0117647058823529,34.2682352941176,8.08552324216293,0.00132359110214094,0.00794154661284565,0.00557301516690923,"LPAR1/DIP2A",2,"CC"
"Excit-L2_5-1_up_M","Excit-L2_5-1_up_M","GO:0070821","tertiary granule membrane","2/12","58/14564",0.0344827586206897,41.8505747126437,8.95144269624906,0.00100272150370644,0.0428661122907953,0.0297806674862367,"RAP2B/TSPAN14",2,"CC"
"Excit-L2_5-1_up_M","Excit-L2_5-1_up_M","GO:0035579","specific granule membrane","2/12","76/14564",0.0263157894736842,31.9385964912281,7.76529377599708,0.00171464449163181,0.0428661122907953,0.0297806674862367,"RAP2B/TSPAN14",2,"CC"
"Excit-L2_5-2_down_M","Excit-L2_5-2_down_M","GO:0009897","external side of plasma membrane","2/2","273/14564",0.00732600732600733,53.3479853479854,10.2324562234933,0.000350106385079342,0.00560170216126947,0.00184266518462812,"CDH13/BTNL9",2,"CC"
"Excit-L2_5-2_down_M","Excit-L2_5-2_down_M","GO:0016342","catenin complex","1/2","30/14564",0.0333333333333333,242.733333333333,15.5322545502853,0.00411564539699949,0.0329251631759959,0.0108306457815776,"CDH13",1,"CC"
"Excit-L2_5-2_down_M","Excit-L2_5-2_down_M","GO:0005901","caveola","1/2","77/14564",0.012987012987013,94.5714285714286,9.64782243304078,0.010546426786586,0.039040772124013,0.0128423592513201,"CDH13",1,"CC"
"Excit-L2_5-2_down_M","Excit-L2_5-2_down_M","GO:0098982","GABA-ergic synapse","1/2","96/14564",0.0104166666666667,75.8541666666667,8.62337466435899,0.0131401919395454,0.039040772124013,0.0128423592513201,"CDH13",1,"CC"
"Excit-L2_5-2_down_M","Excit-L2_5-2_down_M","GO:0019897","extrinsic component of plasma membrane","1/2","99/14564",0.0101010101010101,73.5555555555556,8.48904741621012,0.0135494226252725,0.039040772124013,0.0128423592513201,"CDH13",1,"CC"
"Excit-L2_5-2_down_M","Excit-L2_5-2_down_M","GO:0044853","plasma membrane raft","1/2","107/14564",0.00934579439252336,68.0560747663551,8.15869757872531,0.0146402895465049,0.039040772124013,0.0128423592513201,"CDH13",1,"CC"
"Excit-L2_5-2_down_M","Excit-L2_5-2_down_M","GO:0019898","extrinsic component of membrane","1/2","148/14564",0.00675675675675676,49.2027027027027,6.90732307591782,0.0202215103710908,0.0462205951339218,0.0152041431361585,"CDH13",1,"CC"
"Excit-L2_5-2_down_M","Excit-L2_5-2_down_M","GO:0005912","adherens junction","1/2","173/14564",0.00578034682080925,42.0924855491329,6.37191370198631,0.023616914287473,0.0472338285749461,0.0155374436101796,"CDH13",1,"CC"
"Excit-L2_5-2_up_ALL","Excit-L2_5-2_up_ALL","GO:0032281","AMPA glutamate receptor complex","1/1","24/14564",0.0416666666666667,606.833333333333,24.6136818321301,0.00164789892886574,0.00732399523940301,NA,"VWC2L",1,"CC"
"Excit-L2_5-2_up_ALL","Excit-L2_5-2_up_ALL","GO:0008328","ionotropic glutamate receptor complex","1/1","37/14564",0.027027027027027,393.621621621622,19.814681971246,0.00254051084866802,0.00732399523940301,NA,"VWC2L",1,"CC"
"Excit-L2_5-2_up_ALL","Excit-L2_5-2_up_ALL","GO:0098878","neurotransmitter receptor complex","1/1","40/14564",0.025,364.1,19.0551830219497,0.00274649821477613,0.00732399523940301,NA,"VWC2L",1,"CC"
"Excit-L2_5-2_up_ALL","Excit-L2_5-2_up_ALL","GO:0098802","plasma membrane signaling receptor complex","1/1","159/14564",0.00628930817610063,91.5974842767296,9.51827107602686,0.0109173304037353,0.0218346608074707,NA,"VWC2L",1,"CC"
"Excit-L2_5-2_up_ALL","Excit-L2_5-2_up_ALL","GO:0034702","monoatomic ion channel complex","1/1","311/14564",0.00321543408360129,46.8295819935691,6.76975494339117,0.0213540236198846,0.0310354298269707,NA,"VWC2L",1,"CC"
"Excit-L2_5-2_up_ALL","Excit-L2_5-2_up_ALL","GO:0043235","receptor complex","1/1","340/14564",0.00294117647058824,42.8352941176471,6.468020881046,0.0233452348255975,0.0310354298269707,NA,"VWC2L",1,"CC"
"Excit-L2_5-2_up_ALL","Excit-L2_5-2_up_ALL","GO:1902495","transmembrane transporter complex","1/1","428/14564",0.00233644859813084,34.0280373831776,5.74700246939025,0.0293875308981048,0.0310354298269707,NA,"VWC2L",1,"CC"
"Excit-L2_5-2_up_ALL","Excit-L2_5-2_up_ALL","GO:1990351","transporter complex","1/1","452/14564",0.00221238938053097,32.2212389380531,5.58759688399701,0.0310354298269707,0.0310354298269707,NA,"VWC2L",1,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:0098803","respiratory chain complex","9/10","98/14564",0.0918367346938776,133.751020408163,34.5629589037342,1.93119544549011e-19,3.08991271278418e-18,8.13134924416889e-19,"MT-ATP6/MT-CO2/MT-CO3/MT-CYB/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5",9,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:1990204","oxidoreductase complex","8/10","132/14564",0.0606060606060606,88.2666666666667,26.4001462321751,1.62881838438505e-15,1.30305470750804e-14,3.42909133554748e-15,"MT-CO2/MT-CO3/MT-CYB/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5",8,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:1902495","transmembrane transporter complex","9/10","428/14564",0.0210280373831776,30.6252336448598,16.3062704047335,1.46678891802588e-13,7.82287422947136e-13,2.05865111301878e-13,"MT-ATP6/MT-CO2/MT-CO3/MT-CYB/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5",9,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:1990351","transporter complex","9/10","452/14564",0.0199115044247788,28.9991150442478,15.8508836441807,2.40393346295646e-13,9.37748129759763e-13,2.4677582362099e-13,"MT-ATP6/MT-CO2/MT-CO3/MT-CYB/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5",9,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:0005743","mitochondrial inner membrane","9/10","462/14564",0.0194805194805195,28.3714285714286,15.6715638625425,2.93046290549926e-13,9.37748129759763e-13,2.4677582362099e-13,"MT-ATP6/MT-CO2/MT-CO3/MT-CYB/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5",9,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:0030964","NADH dehydrogenase complex","5/10","43/14564",0.116279069767442,169.348837209302,28.9787951981575,4.39737425397628e-11,1.00511411519458e-10,2.64503714524889e-11,"MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5",5,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:0045271","respiratory chain complex I","5/10","43/14564",0.116279069767442,169.348837209302,28.9787951981575,4.39737425397628e-11,1.00511411519458e-10,2.64503714524889e-11,"MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5",5,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:0070069","cytochrome complex","3/10","32/14564",0.09375,136.5375,20.1189821263953,1.14424192328465e-06,2.2884838465693e-06,6.02232591202447e-07,"MT-CO2/MT-CO3/MT-CYB",3,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:0045277","respiratory chain complex IV","2/10","18/14564",0.111111111111111,161.822222222222,17.8955379989552,6.45441491673824e-05,0.000114745154075347,3.01960931777228e-05,"MT-CO2/MT-CO3",2,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:0045275","respiratory chain complex III","1/10","12/14564",0.0833333333333333,121.366666666667,10.9337654487785,0.00821153962766452,0.0131384634042632,0.00345749036954296,"MT-CYB",1,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:0045259","proton-transporting ATP synthase complex","1/10","17/14564",0.0588235294117647,85.6705882352941,9.1559741467277,0.0116150658244166,0.0168946411991515,0.00444595821030302,"MT-ATP6",1,"CC"
"Excit-L5-2_down_ALL","Excit-L5-2_down_ALL","GO:0016469","proton-transporting two-sector ATPase complex","1/10","42/14564",0.0238095238095238,34.6761904761905,5.72886549399701,0.0284755407395567,0.0379673876527423,0.00999141780335323,"MT-ATP6",1,"CC"
"Excit-L5-2_down_M","Excit-L5-2_down_M","GO:0001673","male germ cell nucleus","1/2","46/14564",0.0217391304347826,158.304347826087,12.5226474926586,0.00630718614100745,0.0279171368871647,0.0117545839524904,"ZBTB16",1,"CC"
"Excit-L5-2_down_M","Excit-L5-2_down_M","GO:0043073","germ cell nucleus","1/2","57/14564",0.0175438596491228,127.754385964912,11.236770923865,0.00781247009012909,0.0279171368871647,0.0117545839524904,"ZBTB16",1,"CC"
"Excit-L5-2_down_M","Excit-L5-2_down_M","GO:0017053","transcription repressor complex","1/2","70/14564",0.0142857142857143,104.028571428571,10.1261062218934,0.00958997099476855,0.0279171368871647,0.0117545839524904,"ZBTB16",1,"CC"
"Excit-L5-2_down_M","Excit-L5-2_down_M","GO:0005604","basement membrane","1/2","88/14564",0.0113636363636364,82.75,9.01435628944865,0.012048495203567,0.0279171368871647,0.0117545839524904,"SMOC2",1,"CC"
"Excit-L5-2_down_M","Excit-L5-2_down_M","GO:0016605","PML body","1/2","102/14564",0.00980392156862745,71.3921568627451,8.36065088460954,0.0139585684435823,0.0279171368871647,0.0117545839524904,"ZBTB16",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0000221","vacuolar proton-transporting V-type ATPase, V1 domain","1/2","10/14564",0.1,728.2,26.958305722562,0.00137282477030187,0.0124579569172614,0.00238429797459548,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0033180","proton-transporting V-type ATPase, V1 domain","1/2","10/14564",0.1,728.2,26.958305722562,0.00137282477030187,0.0124579569172614,0.00238429797459548,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0033178","proton-transporting two-sector ATPase complex, catalytic domain","1/2","11/14564",0.0909090909090909,662,25.7010843299544,0.00151005538391047,0.0124579569172614,0.00238429797459548,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0098850","extrinsic component of synaptic vesicle membrane","1/2","11/14564",0.0909090909090909,662,25.7010843299544,0.00151005538391047,0.0124579569172614,0.00238429797459548,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0000137","Golgi cis cisterna","1/2","17/14564",0.0588235294117647,428.352941176471,20.6611431998792,0.00233324104158883,0.0135844304348672,0.00259989099231908,"GOLGA8A",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0031312","extrinsic component of organelle membrane","1/2","22/14564",0.0454545454545455,331,18.152778957172,0.00301896977254579,0.0135844304348672,0.00259989099231908,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0016471","vacuolar proton-transporting V-type ATPase complex","1/2","23/14564",0.0434782608695652,316.608695652174,17.751933012549,0.00315608722959804,0.0135844304348672,0.00259989099231908,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0033176","proton-transporting V-type ATPase complex","1/2","24/14564",0.0416666666666667,303.416666666667,17.3763697365033,0.0032931952569375,0.0135844304348672,0.00259989099231908,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0090533","cation-transporting ATPase complex","1/2","40/14564",0.025,182.05,13.4374021237236,0.00548564125339501,0.0189215584230223,0.00362135089435834,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0016469","proton-transporting two-sector ATPase complex","1/2","42/14564",0.0238095238095238,173.380952380952,13.1108429153577,0.00575952726811801,0.0189215584230223,0.00362135089435834,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0098533","ATPase dependent transmembrane transport complex","1/2","46/14564",0.0217391304347826,158.304347826087,12.5226474926586,0.00630718614100745,0.0189215584230223,0.00362135089435834,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0005801","cis-Golgi network","1/2","58/14564",0.0172413793103448,125.551724137931,11.1383231374296,0.00794925750722564,0.0218604581448705,0.00418381974064507,"GOLGA8A",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0032580","Golgi cisterna membrane","1/2","77/14564",0.012987012987013,94.5714285714286,9.64782243304078,0.010546426786586,0.0267716987659491,0.00512377009874624,"GOLGA8A",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0031985","Golgi cisterna","1/2","100/14564",0.01,72.82,8.44561156901537,0.0136858139944219,0.0315782889759319,0.0060436916700348,"GOLGA8A",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:1904949","ATPase complex","1/2","120/14564",0.00833333333333333,60.6833333333333,7.69360460536326,0.0164116611376802,0.0315782889759319,0.0060436916700348,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0030665","clathrin-coated vesicle membrane","1/2","122/14564",0.00819672131147541,59.6885245901639,7.62867908537577,0.0166840383983196,0.0315782889759319,0.0060436916700348,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0005795","Golgi stack","1/2","132/14564",0.00757575757575758,55.1666666666667,7.32631732473058,0.0180453589187352,0.0315782889759319,0.0060436916700348,"GOLGA8A",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0030672","synaptic vesicle membrane","1/2","133/14564",0.0075187969924812,54.7518796992481,7.29795485447529,0.0181814391073547,0.0315782889759319,0.0060436916700348,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0099501","exocytic vesicle membrane","1/2","133/14564",0.0075187969924812,54.7518796992481,7.29795485447529,0.0181814391073547,0.0315782889759319,0.0060436916700348,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0019898","extrinsic component of membrane","1/2","148/14564",0.00675675675675676,49.2027027027027,6.90732307591782,0.0202215103710908,0.0333654921122998,0.00638574011718656,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0030662","coated vesicle membrane","1/2","184/14564",0.00543478260869565,39.5760869565217,6.17131265836115,0.025109024927503,0.0394570391717904,0.00755158644436181,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0030136","clathrin-coated vesicle","1/2","197/14564",0.0050761421319797,36.9644670050761,5.95598513070136,0.0268709573759432,0.0403064360639149,0.00771415044285452,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0008021","synaptic vesicle","1/2","209/14564",0.00478468899521531,34.8421052631579,5.77509091892045,0.0284959421021656,0.0408854821465854,0.00782497265963356,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0070382","exocytic vesicle","1/2","224/14564",0.00446428571428571,32.5089285714286,5.569458579625,0.0305252634930567,0.041007195946023,0.00784826716670297,"ATP6V1H",1,"CC"
"Excit-L5-2_up_ALL","Excit-L5-2_up_ALL","GO:0030658","transport vesicle membrane","1/2","228/14564",0.0043859649122807,31.9385964912281,5.5180285720587,0.0310660575348659,0.041007195946023,0.00784826716670297,"ATP6V1H",1,"CC"
