Feature ID,Feature Name,Feature count topic 1to8,Feature log2 fold change topic 1to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000228794,LINC01128,19,1.72342,5,-1.7234
ENSG00000188976,NOC2L,51,0.19618,44,-0.1961
ENSG00000188290,HES4,92,-1.4704,256,1.47044
ENSG00000187608,ISG15,66,-0.7155,109,0.71555
ENSG00000188157,AGRN,41,-1.2690,98,1.26905
ENSG00000078808,SDF4,70,-0.6206,109,0.62069
ENSG00000176022,B3GALT6,38,1.13330,17,-1.1333
ENSG00000160087,UBE2J2,47,-0.0116,47,0.01167
ENSG00000162572,SCNN1D,17,0.57137,11,-0.5713
ENSG00000131584,ACAP3,103,1.27390,42,-1.2739
ENSG00000127054,INTS11,50,-0.1527,56,0.15279
ENSG00000224051,CPTP,33,-0.3643,42,0.36433
ENSG00000107404,DVL1,71,0.13182,65,-0.1318
ENSG00000175756,AURKAIP1,148,0.17151,131,-0.1715
ENSG00000221978,CCNL2,47,-0.5630,69,0.56308
ENSG00000242485,MRPL20,164,0.57229,110,-0.5722
ENSG00000179403,VWA1,28,-0.9966,57,0.99666
ENSG00000197785,ATAD3A,17,-0.1952,20,0.19524
ENSG00000205090,TMEM240,40,0.62323,26,-0.6232
ENSG00000160075,SSU72,165,0.31773,133,-0.3177
ENSG00000228594,FNDC10,47,1.69655,14,-1.6965
ENSG00000272106,AL691432.2,22,0.24701,18,-0.2470
ENSG00000197530,MIB2,40,-0.7017,65,0.70174
ENSG00000189339,SLC35E2B,16,1.30673,6,-1.3067
ENSG00000215790,SLC35E2A,33,0.69844,20,-0.6984
ENSG00000008130,NADK,34,-0.3755,44,0.37554
ENSG00000078369,GNB1,451,0.79070,261,-0.7907
ENSG00000187730,GABRD,111,2.52402,19,-2.5240
ENSG00000067606,PRKCZ,208,1.58762,69,-1.5876
ENSG00000162585,FAAP20,60,0.28967,49,-0.2896
ENSG00000157933,SKI,34,-0.2033,39,0.20336
ENSG00000157916,RER1,59,-0.0041,59,0.00417
ENSG00000157911,PEX10,33,-0.1017,36,0.10172
ENSG00000149527,PLCH2,30,1.89294,8,-1.8929
ENSG00000197921,HES5,37,2.76216,5,-2.7621
ENSG00000157870,PRXL2B,65,1.12544,30,-1.1254
ENSG00000177133,PRDM16-DT,31,0.60730,20,-0.6073
ENSG00000158109,TPRG1L,145,0.68241,90,-0.6824
ENSG00000130764,LRRC47,74,0.67628,46,-0.6762
ENSG00000196581,AJAP1,34,1.27254,14,-1.2725
ENSG00000069424,KCNAB2,234,1.75537,69,-1.7553
ENSG00000116254,CHD5,127,2.12023,29,-2.1202
ENSG00000116251,RPL22,473,-1.3376,1197,1.33763
ENSG00000116237,ICMT,36,0.05696,35,-0.0569
ENSG00000158292,GPR153,20,0.60592,13,-0.6059
ENSG00000097021,ACOT7,209,1.76509,61,-1.7650
ENSG00000215788,TNFRSF25,19,1.53686,6,-1.5368
ENSG00000171680,PLEKHG5,34,1.44860,12,-1.4486
ENSG00000162408,NOL9,32,0.14895,29,-0.1489
ENSG00000162413,KLHL21,38,0.70100,23,-0.7010
ENSG00000116273,PHF13,16,-0.7086,27,0.70862
ENSG00000041988,THAP3,21,1.37048,8,-1.3704
ENSG00000007923,DNAJC11,38,0.07658,36,-0.0765
ENSG00000171735,CAMTA1,213,0.33653,169,-0.3365
ENSG00000049245,VAMP3,24,-1.5699,72,1.56992
ENSG00000049246,PER3,33,-0.5580,49,0.55800
ENSG00000116288,PARK7,318,0.02946,311,-0.0294
ENSG00000116285,ERRFI1,20,-0.4743,28,0.47436
ENSG00000162426,SLC45A1,37,4.67898,1,-4.6789
ENSG00000142599,RERE,119,0.60608,78,-0.6060
ENSG00000074800,ENO1,656,0.53575,453,-0.5357
ENSG00000171612,SLC25A33,53,1.02864,26,-1.0286
ENSG00000171603,CLSTN1,561,0.98669,283,-0.9866
ENSG00000178585,CTNNBIP1,38,1.20918,16,-1.2091
ENSG00000162441,LZIC,30,-0.7257,50,0.72575
ENSG00000130939,UBE4B,35,0.33688,28,-0.3368
ENSG00000054523,KIF1B,261,0.75981,154,-0.7598
ENSG00000142657,PGD,54,0.58136,36,-0.5813
ENSG00000241563,CORT,77,2.38279,14,-2.3827
ENSG00000160049,DFFA,34,-0.8768,62,0.87685
ENSG00000142655,PEX14,25,0.74861,15,-0.7486
ENSG00000120948,TARDBP,58,0.15115,52,-0.1511
ENSG00000116649,SRM,106,0.15147,95,-0.1514
ENSG00000171824,EXOSC10,21,0.89722,11,-0.8972
ENSG00000198793,MTOR,41,0.08130,39,-0.0813
ENSG00000116661,FBXO2,317,0.21448,273,-0.2144
ENSG00000132879,FBXO44,153,1.88385,41,-1.8838
ENSG00000116670,MAD2L2,22,0.32534,18,-0.3253
ENSG00000011021,CLCN6,61,2.66274,9,-2.6627
ENSG00000116685,KIAA2013,34,0.19571,30,-0.1957
ENSG00000083444,PLOD1,21,-1.5570,63,1.55704
ENSG00000116688,MFN2,75,0.81860,42,-0.8186
ENSG00000116691,MIIP,19,2.26795,4,-2.2679
ENSG00000048707,VPS13D,42,1.00843,21,-1.0084
ENSG00000162496,DHRS3,30,-1.2936,73,1.29361
ENSG00000116731,PRDM2,60,0.26722,50,-0.2672
ENSG00000189337,KAZN,47,0.32743,37,-0.3274
ENSG00000142634,EFHD2,54,0.31360,43,-0.3136
ENSG00000116138,DNAJC16,25,0.68122,15,-0.6812
ENSG00000197312,DDI2,23,1.92068,6,-1.9206
ENSG00000116786,PLEKHM2,87,1.10383,40,-1.1038
ENSG00000065526,SPEN,36,-0.1884,42,0.18840
ENSG00000185519,FAM131C,20,4.00953,1,-4.0095
ENSG00000037637,FBXO42,19,-0.5111,27,0.51117
ENSG00000055070,SZRD1,24,-1.1211,54,1.12114
ENSG00000159363,ATP13A2,163,0.99919,81,-0.9991
ENSG00000117118,SDHB,77,0.29003,63,-0.2900
ENSG00000117115,PADI2,33,-1.9705,131,1.97058
ENSG00000179051,RCC2,22,0.16492,20,-0.1649
ENSG00000074964,ARHGEF10L,23,-0.4752,32,0.47523
ENSG00000117154,IGSF21,50,0.67085,31,-0.6708
ENSG00000159423,ALDH4A1,34,1.93952,8,-1.9395
ENSG00000127463,EMC1,30,1.34796,12,-1.3479
ENSG00000053372,MRTO4,36,0.58674,24,-0.5867
ENSG00000053371,AKR7A2,42,-0.4349,57,0.43494
ENSG00000077549,CAPZB,187,-0.6773,299,0.67735
ENSG00000173436,MICOS10,303,0.58695,201,-0.5869
ENSG00000158747,NBL1,193,-0.6539,304,0.65390
ENSG00000162545,CAMK2N1,1083,1.10549,503,-1.1054
ENSG00000090432,MUL1,24,0.79657,13,-0.7965
ENSG00000158828,PINK1,361,0.66052,228,-0.6605
ENSG00000244038,DDOST,24,-1.1677,55,1.16772
ENSG00000117245,KIF17,17,1.45387,6,-1.4538
ENSG00000189410,SH2D5,29,2.69641,4,-2.6964
ENSG00000127483,HP1BP3,150,0.07342,142,-0.0734
ENSG00000075151,EIF4G3,124,0.27869,102,-0.2786
ENSG00000117298,ECE1,17,-1.8230,60,1.82301
ENSG00000076864,RAP1GAP,143,2.73854,21,-2.7385
ENSG00000090686,USP48,33,0.63208,21,-0.6320
ENSG00000070831,CDC42,211,0.23968,179,-0.2396
ENSG00000173372,C1QA,18,-2.2174,86,2.21744
ENSG00000159189,C1QC,12,-2.9447,99,2.94477
ENSG00000173369,C1QB,32,-2.0369,133,2.03697
ENSG00000004487,KDM1A,52,1.20011,22,-1.2001
ENSG00000169641,LUZP1,48,0.12049,44,-0.1204
ENSG00000125944,HNRNPR,96,0.42039,72,-0.4203
ENSG00000125945,ZNF436,17,2.51219,3,-2.5121
ENSG00000117318,ID3,14,-4.7160,376,4.71609
ENSG00000142676,RPL11,423,-1.6958,1372,1.69580
ENSG00000011007,ELOA,18,0.79612,10,-0.7961
ENSG00000057757,PITHD1,162,2.32785,32,-2.3278
ENSG00000011009,LYPLA2,45,0.68440,28,-0.6844
ENSG00000117305,HMGCL,19,-1.0037,39,1.00376
ENSG00000189266,PNRC2,37,-1.0905,80,1.09052
ENSG00000188529,SRSF10,45,-0.1264,49,0.12642
ENSG00000001461,NIPAL3,53,1.52535,18,-1.5253
ENSG00000133226,SRRM1,55,-0.4681,77,0.46819
ENSG00000169504,CLIC4,17,-3.2480,168,3.24801
ENSG00000117614,SYF2,59,-0.8798,109,0.87981
ENSG00000117616,RSRP1,42,0.24648,35,-0.2464
ENSG00000183726,TMEM50A,72,-0.6602,114,0.66029
ENSG00000204178,MACO1,24,0.08955,23,-0.0895
ENSG00000117643,MAN1C1,36,-1.4655,99,1.46553
ENSG00000162430,SELENON,42,-0.0978,45,0.09782
ENSG00000117640,MTFR1L,51,0.44433,38,-0.4443
ENSG00000117632,STMN1,854,1.07806,404,-1.0780
ENSG00000158008,EXTL1,38,1.60949,12,-1.6094
ENSG00000142684,ZNF593,36,0.13214,33,-0.1321
ENSG00000142669,SH3BGRL3,212,-0.4708,295,0.47086
ENSG00000158062,UBXN11,24,0.53868,16,-0.5386
ENSG00000117682,DHDDS,20,2.54670,3,-2.5467
ENSG00000198830,HMGN2,111,-1.1769,251,1.17695
ENSG00000117713,ARID1A,64,0.11110,59,-0.1111
ENSG00000204160,ZDHHC18,31,-0.4076,42,0.40764
ENSG00000090273,NUDC,131,0.06278,125,-0.0627
ENSG00000253368,TRNP1,76,1.91652,20,-1.9165
ENSG00000090020,SLC9A1,28,1.19046,12,-1.1904
ENSG00000142784,WDTC1,31,-0.3315,39,0.33158
ENSG00000186501,TMEM222,74,0.02993,72,-0.0299
ENSG00000158195,WASF2,27,-1.4940,78,1.49407
ENSG00000126705,AHDC1,48,0.54424,33,-0.5442
ENSG00000126709,IFI6,112,-0.8417,202,0.84170
ENSG00000117758,STX12,82,0.43489,60,-0.4348
ENSG00000117751,PPP1R8,24,0.80274,14,-0.8027
ENSG00000117748,RPA2,45,0.03176,44,-0.0317
