Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000179403,VWA1,63,1.33330,5,-2.5016,21,-0.6856,76,1.71845,14,-1.2999
ENSG00000197785,ATAD3A,11,-1.1458,17,-0.4903,36,1.29129,15,-0.6020,15,-0.7425
ENSG00000205090,TMEM240,24,-0.8018,34,-0.2512,41,0.02959,28,-0.5620,56,0.68587
ENSG00000160075,SSU72,137,-0.5209,176,-0.1232,199,0.11176,185,-0.0409,211,0.20984
ENSG00000228594,FNDC10,30,-0.4108,48,0.31616,39,-0.0218,43,0.15094,38,-0.0495
ENSG00000272106,AL691432.2,28,0.01178,12,-1.2388,21,-0.5234,37,0.50285,39,0.71834
ENSG00000197530,MIB2,37,-0.0718,16,-1.3275,47,0.48546,35,-0.1832,40,0.06242
ENSG00000189339,SLC35E2B,18,-0.1573,23,0.26774,24,0.41492,20,-0.0226,13,-0.6824
ENSG00000215790,SLC35E2A,28,-0.6868,33,-0.4506,39,-0.2190,50,0.21250,60,0.63883
ENSG00000008130,NADK,39,0.46497,25,-0.2744,33,0.25530,24,-0.3369,25,-0.3200
ENSG00000078369,GNB1,422,-0.1699,515,0.15915,469,0.00556,487,0.06426,457,-0.0473
ENSG00000187730,GABRD,80,-1.3070,169,-0.1360,189,0.07015,119,-0.6942,267,0.77226
ENSG00000067606,PRKCZ,165,-0.5659,248,0.09111,262,0.25777,205,-0.2187,237,0.02195
ENSG00000162585,FAAP20,86,0.97061,42,-0.2419,55,0.27866,48,-0.0304,25,-1.1633
ENSG00000157933,SKI,35,0.19849,42,0.53952,25,-0.4287,37,0.30387,28,-0.1664
ENSG00000157916,RER1,43,-1.0140,52,-0.7100,100,0.52343,83,0.04145,85,0.09372
ENSG00000157911,PEX10,27,-0.1833,32,0.05845,30,-0.0760,36,0.26178,31,-0.0016
ENSG00000149527,PLCH2,28,0.01243,30,0.11355,36,0.67129,12,-1.2643,21,-0.4565
ENSG00000157881,PANK4,10,-1.0927,17,-0.3317,27,0.68343,6,-1.7511,25,0.38892
ENSG00000157870,PRXL2B,56,-0.4348,66,-0.1818,80,0.19121,59,-0.3714,85,0.26913
ENSG00000177133,PRDM16-DT,39,0.80278,17,-0.5497,5,-2.6082,63,1.75431,29,0.34047
ENSG00000158109,TPRG1L,136,-0.8522,207,-0.1863,278,0.43981,260,0.18826,210,-0.1872
ENSG00000130764,LRRC47,54,-0.6652,56,-0.6070,113,0.82909,77,-0.1010,65,-0.4320
ENSG00000196581,AJAP1,23,-0.9282,30,-0.5230,41,-0.0264,30,-0.5299,64,0.87264
ENSG00000069424,KCNAB2,203,-0.3324,324,0.44454,274,0.22918,126,-1.0724,258,0.06712
ENSG00000116254,CHD5,134,0.07549,136,0.10607,129,0.01318,111,-0.2271,128,-0.0001
ENSG00000116251,RPL22,862,1.02114,515,0.11943,393,-0.4320,357,-0.4748,460,-0.0791
ENSG00000116237,ICMT,25,-0.9021,36,-0.3549,52,0.36123,27,-0.7764,57,0.47271
ENSG00000097021,ACOT7,210,-0.8976,271,-0.5022,470,0.60266,279,-0.4524,393,0.11977
ENSG00000215788,TNFRSF25,24,0.26470,15,-0.4215,21,0.10703,9,-1.1564,24,0.39242
ENSG00000171680,PLEKHG5,25,-0.3522,25,-0.3510,33,0.13679,13,-1.3404,44,0.67767
ENSG00000162408,NOL9,20,-0.4675,30,0.15014,25,-0.1316,35,0.41123,28,0.04591
ENSG00000162413,KLHL21,30,-0.2080,26,-0.4234,36,0.10902,36,0.07831,37,0.14817
ENSG00000041988,THAP3,14,-0.8267,15,-0.7160,24,0.02294,28,0.29113,30,0.48371
ENSG00000007923,DNAJC11,22,-0.7650,32,-0.1814,39,0.19445,36,-0.0130,40,0.21870
ENSG00000171735,CAMTA1,116,-0.1785,133,0.05052,131,0.03094,159,0.35391,116,-0.2025
ENSG00000049245,VAMP3,56,1.40230,9,-1.5785,10,-1.6803,80,2.17776,13,-1.1580
ENSG00000049246,PER3,29,0.37317,21,-0.1489,17,-0.6529,24,0.00867,31,0.54931
ENSG00000116288,PARK7,382,-0.1452,423,0.02105,446,0.15453,413,-0.0204,393,-0.1168
ENSG00000116285,ERRFI1,21,0.11349,17,-0.2504,20,0.01541,21,0.09779,19,-0.0091
ENSG00000162426,SLC45A1,33,-0.3885,29,-0.6029,53,0.61456,32,-0.4289,40,-0.0708
ENSG00000142599,RERE,111,0.06304,103,-0.0671,94,-0.2787,95,-0.1838,132,0.41386
ENSG00000074800,ENO1,680,-0.3477,758,-0.1716,903,0.16472,844,0.00364,873,0.06935
ENSG00000171612,SLC25A33,85,1.56231,20,-0.9171,32,-0.2521,50,0.56446,17,-1.2418
ENSG00000171603,CLSTN1,502,-0.8183,650,-0.4114,1052,0.56957,699,-0.2945,847,0.02085
ENSG00000178585,CTNNBIP1,29,-0.0364,26,-0.2653,28,-0.1316,67,1.42590,17,-1.0308
ENSG00000162441,LZIC,43,0.93047,19,-0.4088,25,0.05942,28,0.21282,16,-0.7849
ENSG00000130939,UBE4B,17,-1.2308,28,-0.4837,45,0.47364,57,0.70486,31,-0.3565
ENSG00000054523,KIF1B,187,-0.3686,198,-0.2828,244,0.08230,303,0.42825,231,-0.0340
ENSG00000142657,PGD,47,-0.3360,37,-0.6902,78,0.76606,66,0.23413,39,-0.7221
ENSG00000241563,CORT,55,-1.1144,44,-1.4447,218,2.22483,84,-0.4372,24,-2.5002
ENSG00000160049,DFFA,25,-0.1188,28,0.04136,20,-0.6436,35,0.44510,34,0.46591
ENSG00000142655,PEX14,25,-0.0508,15,-0.8606,40,1.23235,16,-0.6865,14,-1.0419
ENSG00000120948,TARDBP,61,-0.0999,43,-0.6626,71,0.20661,63,-0.0364,69,0.13703
ENSG00000116649,SRM,91,-0.3624,107,-0.1041,115,0.03044,85,-0.4640,141,0.42299
ENSG00000171824,EXOSC10,21,-0.2807,12,-1.0933,31,0.55356,18,-0.4570,27,0.14645
ENSG00000198793,MTOR,34,-0.3862,39,-0.1723,59,0.78573,21,-1.1110,38,-0.2538
ENSG00000116661,FBXO2,432,0.86660,222,-0.2602,255,-0.0531,202,-0.4101,233,-0.2133
ENSG00000132879,FBXO44,87,-1.1071,157,-0.1772,219,0.55787,148,-0.2710,176,0.00597
ENSG00000116670,MAD2L2,39,0.11408,43,0.24256,32,-0.3141,28,-0.4331,44,0.36479
ENSG00000011021,CLCN6,36,-0.8279,52,-0.2594,69,0.32941,60,-0.0092,64,0.11140
ENSG00000116685,KIAA2013,39,-0.1005,25,-0.7639,40,-0.0876,50,0.30401,49,0.32126
ENSG00000083444,PLOD1,30,0.83403,17,-0.1734,15,-0.4404,25,0.48984,15,-0.3186
ENSG00000116688,MFN2,70,-0.3984,85,-0.0794,110,0.51674,69,-0.4114,80,-0.2058
ENSG00000116691,MIIP,22,0.05622,19,-0.1274,25,0.44803,22,0.06283,15,-0.6513
ENSG00000048707,VPS13D,41,-0.2506,33,-0.5789,56,0.38758,54,0.19518,43,-0.1976
ENSG00000162496,DHRS3,41,1.40523,6,-1.5783,10,-1.1424,37,1.20586,16,-0.2555
ENSG00000116731,PRDM2,53,-0.4093,54,-0.3739,73,0.16504,62,-0.1439,78,0.27159
ENSG00000189337,KAZN,16,-1.3486,27,-0.5364,47,0.51361,57,0.69675,31,-0.3454
ENSG00000142634,EFHD2,52,-0.9518,21,-2.2964,140,1.04173,219,1.49314,24,-2.2963
ENSG00000116138,DNAJC16,13,-1.0025,18,-0.5429,26,0.04688,24,-0.0948,35,0.65058
ENSG00000116786,PLEKHM2,61,-0.3723,61,-0.3928,75,-0.0846,94,0.32987,89,0.28551
ENSG00000065526,SPEN,43,1.09227,23,-0.0193,17,-0.6455,19,-0.2907,24,0.08496
ENSG00000037637,FBXO42,7,-1.6035,20,-0.0345,26,0.57749,10,-1.0185,24,0.32412
ENSG00000055070,SZRD1,45,1.55706,14,-0.4683,15,-0.4232,18,-0.0661,13,-0.5903
ENSG00000159363,ATP13A2,141,-0.4026,177,-0.0441,224,0.52337,191,0.08148,135,-0.5407
ENSG00000117118,SDHB,83,-0.3608,99,-0.0729,106,0.05191,110,0.10024,109,0.10614
ENSG00000117115,PADI2,68,1.51179,32,0.15753,8,-2.3366,72,1.63567,18,-0.8127
ENSG00000117154,IGSF21,45,-0.5404,34,-0.9575,90,0.95601,86,0.52631,33,-1.1131
ENSG00000159423,ALDH4A1,40,0.64147,32,0.28834,19,-0.7593,41,0.68896,24,-0.2382
ENSG00000127463,EMC1,16,-1.0461,18,-0.8659,37,0.38613,28,-0.2068,40,0.45059
ENSG00000053372,MRTO4,21,-0.9137,43,0.20992,48,0.54076,42,0.15106,28,-0.5567
ENSG00000053371,AKR7A2,61,0.27593,43,-0.2866,49,-0.1144,53,0.03915,54,0.09909
ENSG00000077549,CAPZB,160,-0.5346,151,-0.6275,269,0.45842,192,-0.2453,237,0.12175
ENSG00000173436,MICOS10,437,0.41037,364,0.10336,348,0.04185,309,-0.1690,291,-0.3020
ENSG00000158747,NBL1,189,-0.0285,150,-0.4025,251,0.67240,223,0.24814,112,-0.9663
ENSG00000162545,CAMK2N1,1276,-0.3160,2213,0.60447,1194,-0.5618,857,-0.9442,2235,0.75803
ENSG00000090432,MUL1,26,0.00264,18,-0.5515,35,0.75239,24,-0.1456,17,-0.7134
ENSG00000158828,PINK1,339,-0.4667,461,0.03118,551,0.48666,542,0.30154,312,-0.6773
ENSG00000244038,DDOST,39,-0.0005,29,-0.4491,42,0.18822,29,-0.4474,44,0.21842
ENSG00000117245,KIF17,12,-1.1493,11,-1.3154,44,1.50754,34,0.41416,10,-1.6695
ENSG00000189410,SH2D5,23,-0.8646,31,-0.4171,52,0.59602,26,-0.7258,45,0.19006
ENSG00000127483,HP1BP3,125,-0.0358,84,-0.6692,136,0.13936,99,-0.4129,154,0.36574
ENSG00000075151,EIF4G3,68,-0.9702,77,-0.7898,150,0.43657,139,0.16178,136,0.14849
ENSG00000076864,RAP1GAP,67,-1.5928,103,-0.9449,277,1.05292,146,-0.4012,175,-0.1294
ENSG00000090686,USP48,40,0.10337,26,-0.5938,36,-0.1173,34,-0.1693,47,0.44159
ENSG00000070831,CDC42,175,-0.4298,146,-0.7159,305,0.73611,236,0.05347,178,-0.4592
ENSG00000173372,C1QA,107,2.84283,16,-0.7323,10,-1.7207,3,-3.2622,26,-0.0309
ENSG00000159189,C1QC,90,2.79936,10,-1.2392,13,-1.0392,8,-1.5012,15,-0.6995
ENSG00000173369,C1QB,141,2.78515,19,-0.9471,14,-1.6835,25,-0.5470,26,-0.5219
ENSG00000004487,KDM1A,55,-0.1211,23,-1.5103,75,0.57843,57,-0.0695,58,-0.0483
ENSG00000169641,LUZP1,28,-0.3009,33,-0.0673,43,0.57680,24,-0.5599,29,-0.2792
ENSG00000125944,HNRNPR,44,-1.2470,104,0.10734,109,0.25755,103,0.08600,102,0.07978
ENSG00000125945,ZNF436,9,-1.4759,26,0.10893,23,-0.1055,15,-0.7767,38,0.89503
ENSG00000142676,RPL11,945,1.32891,402,-0.1715,338,-0.5979,376,-0.2821,419,-0.1232
ENSG00000057757,PITHD1,153,-0.5608,180,-0.3045,254,0.38798,227,0.07577,206,-0.0990
ENSG00000011009,LYPLA2,30,-0.8138,55,0.16007,58,0.34941,37,-0.4972,53,0.09123
ENSG00000117308,GALE,14,-0.2319,15,-0.1387,14,-0.4114,25,0.67348,19,0.22421
ENSG00000117305,HMGCL,21,0.29216,13,-0.4866,17,-0.0089,25,0.62452,14,-0.3742
ENSG00000179163,FUCA1,16,-0.3071,13,-0.6636,27,0.72649,16,-0.3447,17,-0.2879
ENSG00000189266,PNRC2,66,0.69968,23,-0.9899,46,0.12291,33,-0.4524,45,0.03721
ENSG00000188529,SRSF10,39,-0.2333,40,-0.1834,51,0.29512,36,-0.3391,46,0.03372
ENSG00000001461,NIPAL3,41,-0.2355,22,-1.1550,52,0.24523,76,0.82468,40,-0.2921
ENSG00000133226,SRRM1,48,0.17966,44,0.02790,36,-0.3922,38,-0.1783,53,0.41561
ENSG00000169504,CLIC4,73,2.08462,6,-2.0544,8,-2.0026,61,1.69839,13,-1.0049
ENSG00000117614,SYF2,82,0.73419,35,-0.6699,51,-0.1036,57,0.11733,49,-0.1330
ENSG00000117616,RSRP1,42,0.31006,26,-0.4465,31,-0.2255,30,-0.2471,43,0.41769
ENSG00000183726,TMEM50A,89,0.03343,73,-0.2758,88,0.02540,78,-0.1771,96,0.19069
ENSG00000204178,MACO1,25,0.07622,21,-0.2186,32,0.69844,16,-0.6438,17,-0.5767
ENSG00000117643,MAN1C1,27,-0.7660,45,0.05239,42,-0.0796,9,-2.3381,70,1.02308
ENSG00000162430,SELENON,77,1.25842,36,-0.0518,26,-0.7653,30,-0.3488,40,0.09402
ENSG00000117640,MTFR1L,67,0.07013,58,-0.1641,58,-0.2360,69,0.11046,74,0.26067
ENSG00000117632,STMN1,990,-0.7581,1116,-0.5692,2134,0.75916,1527,-0.0643,1336,-0.3244
ENSG00000158008,EXTL1,45,-0.3672,73,0.42264,62,0.22597,50,-0.1996,49,-0.2698
ENSG00000142684,ZNF593,41,0.36382,15,-1.2583,42,0.57423,35,0.10374,24,-0.5691
ENSG00000142669,SH3BGRL3,310,0.06192,187,-0.7461,379,0.59785,423,0.58764,166,-1.0448
ENSG00000158062,UBXN11,16,-0.6612,21,-0.2054,27,0.28504,16,-0.6053,29,0.35397
ENSG00000117682,DHDDS,20,-0.2552,14,-0.7666,27,0.36099,21,-0.1456,24,0.12100
ENSG00000198830,HMGN2,171,0.64763,93,-0.3661,96,-0.4264,134,0.23688,123,0.11031
ENSG00000117713,ARID1A,46,-0.3119,44,-0.3615,68,0.48680,38,-0.5924,56,0.02629
ENSG00000204160,ZDHHC18,23,-0.4609,34,0.19735,28,-0.2163,34,0.15611,35,0.27448
ENSG00000142751,GPN2,18,-0.1057,6,-1.6143,24,0.64359,19,-0.0139,17,-0.1546
ENSG00000090273,NUDC,123,-0.5786,173,-0.0390,172,-0.0645,193,0.14845,205,0.28865
ENSG00000253368,TRNP1,42,-0.6740,60,-0.0874,77,0.48117,49,-0.4107,63,-0.0272
ENSG00000090020,SLC9A1,11,-1.3802,18,-0.5764,37,0.90353,14,-0.9461,27,0.09604
ENSG00000142784,WDTC1,26,-0.1765,34,0.24042,22,-0.5661,33,0.19424,37,0.46096
ENSG00000186501,TMEM222,51,-0.7486,75,-0.1298,85,0.11234,99,0.33502,84,0.07630
ENSG00000158195,WASF2,42,1.44223,13,-0.5114,13,-0.7679,38,1.22972,8,-1.3202
ENSG00000126705,AHDC1,15,-1.7706,43,-0.1559,60,0.60310,41,-0.2231,49,0.07824
ENSG00000126709,IFI6,107,0.21565,45,-1.1526,100,0.16275,169,1.02245,64,-0.6962
ENSG00000117758,STX12,66,-0.5084,83,-0.1429,107,0.41699,122,0.50451,65,-0.5939
ENSG00000117751,PPP1R8,17,-0.5992,20,-0.3327,29,0.39201,32,0.48057,20,-0.3682
ENSG00000117748,RPA2,41,-0.6856,47,-0.4540,69,0.20720,43,-0.6158,83,0.56001
ENSG00000126698,DNAJC8,125,-0.0255,99,-0.3931,147,0.36234,110,-0.2228,119,-0.1233
ENSG00000130770,ATP5IF1,392,-0.8662,681,0.01354,814,0.46140,459,-0.6210,713,0.10513
ENSG00000180098,TRNAU1AP,18,-0.0917,9,-1.1092,20,0.16083,31,0.86378,16,-0.3102
ENSG00000198492,YTHDF2,34,-1.1219,53,-0.4256,94,0.81121,56,-0.3268,63,-0.1815
ENSG00000116350,SRSF4,54,0.30417,32,-0.5193,48,0.18932,56,0.39097,35,-0.4566
ENSG00000116353,MECR,42,-0.0383,33,-0.4270,46,0.16569,41,-0.0758,45,0.07737
ENSG00000162511,LAPTM5,60,1.52954,38,0.65659,11,-1.6227,30,0.27216,22,-0.2918
ENSG00000162512,SDC3,121,-0.0720,92,-0.5163,142,0.28659,94,-0.4684,138,0.17466
ENSG00000134644,PUM1,90,-0.4498,97,-0.3299,130,0.20363,104,-0.2280,136,0.26456
ENSG00000060688,SNRNP40,22,0.00507,14,-0.7692,26,0.38496,19,-0.2725,22,0.01698
ENSG00000121766,ZCCHC17,80,-0.7265,126,-0.0165,141,0.26025,124,-0.0384,130,0.04983
ENSG00000121769,FABP3,126,-0.8513,171,-0.3701,287,0.74263,197,-0.1373,181,-0.3163
ENSG00000162517,PEF1,79,-0.4883,87,-0.3371,116,0.16906,89,-0.3041,129,0.35866
ENSG00000084636,COL16A1,22,-0.4040,10,-1.6553,30,0.10846,47,0.84927,30,0.08872
ENSG00000121753,ADGRB2,220,-0.5805,286,-0.1582,360,0.31944,296,-0.1038,320,0.02923
ENSG00000184007,PTP4A2,174,0.37717,108,-0.4116,116,-0.4027,206,0.67276,138,-0.0087
ENSG00000121774,KHDRBS1,92,-0.1466,104,0.05052,100,-0.0062,79,-0.3866,115,0.25316
ENSG00000025800,KPNA6,29,-0.2453,30,-0.1839,43,0.61918,24,-0.5502,28,-0.3069
ENSG00000084652,TXLNA,19,-0.2181,19,-0.2087,20,-0.2558,28,0.37373,26,0.29303
ENSG00000084623,EIF3I,110,-0.1719,119,-0.0371,149,0.48308,110,-0.1765,96,-0.4429
ENSG00000175130,MARCKSL1,417,1.07975,133,-0.8350,121,-1.2467,593,1.78394,146,-0.7819
ENSG00000160058,BSDC1,45,-0.4775,37,-0.7583,66,0.21990,62,0.04125,70,0.29012
ENSG00000176261,ZBTB8OS,26,-0.6413,48,0.33918,39,0.03294,45,0.24067,37,-0.0918
ENSG00000162521,RBBP4,67,-0.3750,86,0.01994,92,0.18286,64,-0.4636,94,0.18814
ENSG00000162522,KIAA1522,18,-0.4678,24,0.05469,18,-0.5770,14,-0.7608,39,1.07533
ENSG00000134684,YARS,78,-0.6448,79,-0.6194,151,0.65217,80,-0.6059,121,0.07657
ENSG00000121905,HPCA,142,-0.8647,214,-0.2085,337,0.84325,167,-0.6046,207,-0.3010
ENSG00000121900,TMEM54,57,0.47217,36,-0.2692,37,-0.2912,74,0.93068,32,-0.5485
ENSG00000116514,RNF19B,17,-0.9618,33,0.03779,31,-0.0925,27,-0.2603,43,0.60950
ENSG00000004455,AK2,31,0.65824,14,-0.5995,14,-0.8167,40,1.11707,20,-0.0841
ENSG00000142920,AZIN2,25,-0.0086,25,0.01781,31,0.55617,26,0.04143,15,-0.8904
ENSG00000134686,PHC2,57,-0.0966,38,-0.7105,73,0.48705,61,0.03686,52,-0.2643
ENSG00000163866,SMIM12,43,-0.6725,54,-0.3162,71,0.19085,83,0.39871,65,-0.0011
ENSG00000116544,DLGAP3,78,0.20273,85,0.33940,46,-0.8419,57,-0.3192,98,0.70581
ENSG00000116560,SFPQ,130,0.05052,93,-0.5018,125,-0.0253,129,0.03915,142,0.22656
ENSG00000146463,ZMYM4,44,0.43018,23,-0.5870,27,-0.4780,30,-0.2074,47,0.63166
ENSG00000142687,KIAA0319L,59,0.15025,52,-0.0765,58,0.16547,36,-0.6463,56,0.06065
ENSG00000020129,NCDN,386,-0.9288,557,-0.3495,698,0.02222,323,-1.2021,1085,0.95357
ENSG00000126067,PSMB2,88,-0.7163,103,-0.4831,156,0.27679,103,-0.4792,174,0.45349
ENSG00000142686,C1orf216,50,-1.0823,104,0.06036,111,0.24327,73,-0.5018,120,0.36416
ENSG00000092847,AGO1,19,-0.0485,21,0.09265,21,0.10115,20,-0.0159,18,-0.1495
ENSG00000116863,ADPRHL2,20,-0.1577,17,-0.3488,27,0.51327,22,0.01307,17,-0.4303
ENSG00000054116,TRAPPC3,41,-0.6070,45,-0.4860,72,0.41879,51,-0.2584,65,0.14944
ENSG00000116871,MAP7D1,161,-0.3972,201,-0.0427,224,0.19499,158,-0.4274,228,0.20197
ENSG00000054118,THRAP3,50,0.04003,54,0.18608,42,-0.3142,50,0.04276,54,0.21067
ENSG00000196182,STK40,21,0.28352,15,-0.2797,20,0.27016,9,-1.1321,19,0.11760
ENSG00000181817,LSM10,49,-0.2281,47,-0.2914,59,0.12633,65,0.23690,55,-0.0236
ENSG00000116885,OSCP1,11,-1.3029,18,-0.4876,31,0.59643,18,-0.4958,28,0.25901
ENSG00000116898,MRPS15,49,-0.2579,54,-0.1202,70,0.48518,50,-0.2333,49,-0.3066
ENSG00000163875,MEAF6,76,-0.7108,88,-0.4794,152,0.64483,90,-0.4351,117,-0.0217
ENSG00000183317,EPHA10,7,-1.3341,12,-0.6530,20,0.23429,2,-2.9648,31,1.18636
ENSG00000185090,MANEAL,19,-1.5164,38,-0.4470,63,0.56827,27,-0.9541,64,0.48499
ENSG00000197982,C1orf122,371,0.72318,205,-0.2698,221,-0.2043,298,0.34380,201,-0.3498
ENSG00000183431,SF3A3,26,-0.5490,23,-0.7774,42,0.29258,34,-0.1196,43,0.32325
ENSG00000183520,UTP11,38,0.27159,29,-0.1548,28,-0.3223,21,-0.6385,43,0.56902
ENSG00000116954,RRAGC,22,-1.0562,33,-0.4286,52,0.45634,40,-0.1119,47,0.16085
ENSG00000174574,AKIRIN1,71,-0.5023,93,-0.0594,92,-0.1161,83,-0.2393,125,0.52094
ENSG00000168653,NDUFS5,611,-0.3133,897,0.31874,813,0.22162,691,-0.1152,645,-0.2620
ENSG00000127603,MACF1,94,0.11784,81,-0.1331,103,0.39986,94,0.11939,61,-0.6585
ENSG00000090621,PABPC4,61,0.49398,37,-0.3340,38,-0.4090,49,0.12953,52,0.25319
ENSG00000116983,HPCAL4,237,-0.4122,341,0.18454,257,-0.3824,224,-0.5026,436,0.73344
ENSG00000084072,PPIE,34,0.09842,13,-1.3852,36,0.25381,37,0.21018,33,0.05049
ENSG00000168389,MFSD2A,24,0.39608,12,-0.7239,13,-0.7224,30,0.77749,23,0.35413
ENSG00000131236,CAP1,108,-0.5252,120,-0.3622,167,0.26370,109,-0.5151,180,0.36317
ENSG00000131238,PPT1,84,-0.6759,100,-0.4048,144,0.26635,106,-0.3087,153,0.34849
ENSG00000084073,ZMPSTE24,29,-0.3409,30,-0.2829,37,0.04060,38,0.07398,40,0.23118
ENSG00000084070,SMAP2,112,-0.6466,134,-0.3573,186,0.25304,105,-0.7402,214,0.49981
ENSG00000117016,RIMS3,51,-0.4867,78,0.21309,88,0.63458,61,-0.1876,47,-0.6853
ENSG00000066136,NFYC,25,-0.7384,23,-0.8592,40,0.03804,30,-0.4307,58,0.82394
ENSG00000179862,CITED4,13,-0.7756,24,0.17177,31,0.97476,22,0.03795,10,-1.3541
ENSG00000127124,HIVEP3,21,0.16192,14,-0.4348,19,0.03518,10,-0.9720,24,0.48424
ENSG00000198815,FOXJ3,31,-0.8281,41,-0.3824,66,0.57952,35,-0.6610,57,0.15848
ENSG00000177181,RIMKLA,17,-0.7259,33,0.28964,30,0.20207,23,-0.3293,29,0.08632
ENSG00000127125,PPCS,50,-0.3999,68,0.09576,69,0.16955,60,-0.0980,64,-0.0062
ENSG00000171960,PPIH,11,-0.8902,9,-1.0860,23,0.48267,18,-0.1113,23,0.31094
ENSG00000065978,YBX1,194,1.59865,54,-0.6291,48,-1.0469,82,0.03785,83,0.07976
ENSG00000164008,C1orf50,31,0.44524,18,-0.3888,29,0.45899,18,-0.4416,18,-0.4916
ENSG00000177868,SVBP,37,-0.1225,27,-0.5978,44,0.25446,22,-0.9405,49,0.43947
ENSG00000117394,SLC2A1,185,2.50738,27,-1.0176,28,-1.1712,38,-0.4626,37,-0.5871
ENSG00000117395,EBNA1BP2,43,-1.3872,107,0.04471,119,0.31113,92,-0.1994,118,0.23952
ENSG00000066322,ELOVL1,46,1.12965,4,-2.6428,15,-0.9625,77,2.21581,10,-1.5038
ENSG00000159479,MED8,14,-0.8588,25,0.03733,36,1.03430,18,-0.4910,15,-0.8560
ENSG00000142949,PTPRF,107,-0.6691,135,-0.2975,179,0.22982,98,-0.8072,211,0.53016
ENSG00000126091,ST3GAL3,30,-0.6897,39,-0.2619,46,0.01996,27,-0.8310,66,0.75239
ENSG00000117408,IPO13,64,-0.0782,59,-0.2029,55,-0.4335,84,0.38406,82,0.40130
ENSG00000132768,DPH2,14,-0.3457,9,-0.9787,23,0.79283,12,-0.5096,16,-0.1543
ENSG00000117410,ATP6V0B,333,-0.8477,363,-0.7109,727,0.62822,424,-0.4690,615,0.16078
ENSG00000117411,B4GALT2,68,0.00586,63,-0.1124,63,-0.1369,62,-0.1288,78,0.28790
ENSG00000159214,CCDC24,10,-1.3078,19,-0.3446,30,0.64484,11,-1.1522,28,0.36180
ENSG00000178028,DMAP1,61,0.18905,24,-1.2639,58,0.14748,43,-0.3797,67,0.40099
ENSG00000117419,ERI3,193,-0.1686,188,-0.2063,253,0.41663,162,-0.4515,203,-0.0958
ENSG00000187147,RNF220,85,-0.3618,80,-0.4493,126,0.40770,112,0.08491,98,-0.1544
ENSG00000126106,TMEM53,16,-0.3030,14,-0.5292,27,0.84707,11,-0.8911,17,-0.2785
ENSG00000142937,RPS8,1500,1.08086,747,-0.1287,653,-0.4618,700,-0.2344,777,-0.0728
ENSG00000070785,EIF2B3,24,-0.6714,22,-0.7767,52,0.96681,30,-0.3178,29,-0.4317
ENSG00000126107,HECTD3,15,-0.2122,13,-0.3844,21,0.44602,11,-0.7243,18,0.09270
ENSG00000126088,UROD,81,-0.0184,67,-0.3321,97,0.39686,92,0.19451,63,-0.4823
ENSG00000117450,PRDX1,476,0.56989,254,-0.4722,327,-0.0897,424,0.36916,293,-0.2802
ENSG00000117448,AKR1A1,64,0.37921,36,-0.5685,59,0.33315,42,-0.2985,45,-0.2334
ENSG00000132780,NASP,31,0.23729,21,-0.3684,27,0.01540,23,-0.2291,29,0.15074
