"","top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
"1",1,"enrichment","Endo.1","DSEL-AS1",5.80991343135675,5.01779090890914e-07,0.00316923673806701,5562,2.36766298588589,"ENSG00000265533"
"2",2,"enrichment","Endo.1","SLC13A3",5.40236500490789,2.06675779177391e-06,0.00652682110642201,5867,3.86766687865549,"ENSG00000158296"
"3",3,"enrichment","Endo.1","PATJ",5.11763892195059,5.49527659296501e-06,0.00707322109406604,172,1.9808092866771,"ENSG00000132849"
"4",4,"enrichment","Endo.1","TRPM3",4.99755810362442,8.27134166921472e-06,0.00707322109406604,3286,4.01056193726705,"ENSG00000083067"
"5",5,"enrichment","Endo.1","PLEKHG4B",4.98737007855997,8.56241248296616e-06,0.00707322109406604,1881,1.99338070438924,"ENSG00000153404"
"6",6,"enrichment","Endo.1","SLC5A5",4.97263790478272,9.00123931115236e-06,0.00707322109406604,5659,3.28963679247289,"ENSG00000105641"
"7",7,"enrichment","Endo.1","IGFN1",4.95882481467007,9.43278015512102e-06,0.00707322109406604,464,1.58982973214608,"ENSG00000163395"
"8",8,"enrichment","Endo.1","ATP1B3",4.90795140682534,1.12051515119106e-05,0.00707322109406604,1436,2.86551341732561,"ENSG00000069849"
"9",9,"enrichment","Endo.1","INSRR",4.86901268792846,1.2779605768988e-05,0.00707322109406604,373,2.2036547672417,"ENSG00000027644"
"10",10,"enrichment","Endo.1","RYR1",4.86493680165742,1.29564901800929e-05,0.00707322109406604,5707,1.55107448695001,"ENSG00000196218"
"11",1,"enrichment","Endo.2","ADGRL4",36.0686340084317,7.09508149975211e-37,3.4554930410099e-33,215,5.88253460216334,"ENSG00000162618"
"12",2,"enrichment","Endo.2","CLDN5",35.7384896189938,1.09420298955348e-36,3.4554930410099e-33,6007,6.30830711917406,"ENSG00000184113"
"13",3,"enrichment","Endo.2","PTPRB",34.3197208585598,7.3517685495156e-36,1.54779233862468e-32,4251,6.79247076605637,"ENSG00000127329"
"14",4,"enrichment","Endo.2","VWF",32.4810805106899,9.69837775446572e-35,1.53137384743014e-31,4081,7.3001819476935,"ENSG00000110799"
