Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000179403,VWA1,13,-1.0013,16,-0.7380,32,0.40582,9,-1.6119,9,-1.6440,16,-0.7005,41,0.82488,67,1.74790
ENSG00000160072,ATAD3B,22,0.33219,6,-1.6017,21,0.22664,23,0.39830,16,-0.2224,23,0.39403,20,0.14859,14,-0.4096
ENSG00000197785,ATAD3A,15,-0.4862,15,-0.4292,30,0.62260,21,0.01676,21,0.02674,21,0.03045,23,0.21803,18,-0.2370
ENSG00000205090,TMEM240,53,0.15483,33,-0.5888,58,0.29187,75,0.74705,33,-0.6020,53,0.16221,42,-0.2426,40,-0.3276
ENSG00000160075,SSU72,233,0.25273,165,-0.3151,233,0.25860,198,-0.0177,191,-0.0710,250,0.37209,172,-0.2422,157,-0.3880
ENSG00000228594,FNDC10,31,-0.4404,37,-0.1329,42,0.04154,52,0.40501,56,0.55376,36,-0.1966,41,0.00726,30,-0.4869
ENSG00000272106,AL691432.2,42,0.43828,27,-0.2785,30,-0.0979,46,0.60052,25,-0.3950,22,-0.5999,36,0.17889,29,-0.1607
ENSG00000197530,MIB2,42,-0.6150,46,-0.4610,62,0.01014,72,0.25197,83,0.50900,75,0.33502,72,0.26850,40,-0.6957
ENSG00000189339,SLC35E2B,35,-0.0607,33,-0.1567,37,0.01035,50,0.52796,46,0.38233,34,-0.1319,25,-0.6165,33,-0.1826
ENSG00000215790,SLC35E2A,39,0.33783,29,-0.1501,40,0.39217,33,0.07844,36,0.18814,30,-0.0955,19,-0.8392,28,-0.1767
ENSG00000008130,NADK,40,-0.0406,38,-0.1196,40,-0.0562,46,0.16057,38,-0.1367,43,0.06179,53,0.42670,32,-0.4029
ENSG00000078369,GNB1,552,0.19813,468,-0.0761,561,0.22413,469,-0.0708,487,-0.0110,576,0.27037,393,-0.3575,414,-0.2739
ENSG00000187730,GABRD,268,0.91462,70,-1.2848,119,-0.4541,299,1.12271,119,-0.4480,155,-0.0316,159,0.01853,71,-1.2428
ENSG00000067606,PRKCZ,237,0.04987,230,-0.0030,240,0.07026,221,-0.0655,221,-0.0684,337,0.64833,184,-0.3590,171,-0.4820
ENSG00000162585,FAAP20,33,-0.8016,68,0.38263,83,0.71738,48,-0.1880,35,-0.6803,48,-0.1977,40,-0.4796,79,0.62043
ENSG00000157933,SKI,41,0.66936,28,0.03623,25,-0.1363,24,-0.1828,18,-0.6985,32,0.25459,14,-1.0789,37,0.52413
ENSG00000157916,RER1,77,-0.3084,85,-0.1528,86,-0.1250,75,-0.3441,81,-0.2246,86,-0.1402,190,1.25666,65,-0.5740
ENSG00000157911,PEX10,36,-0.1855,34,-0.2714,39,-0.0301,34,-0.2578,36,-0.1640,24,-0.8135,67,0.88874,50,0.36821
ENSG00000149527,PLCH2,37,-0.1814,39,-0.0831,57,0.53181,34,-0.3214,42,0.01831,61,0.65094,34,-0.3108,27,-0.6653
ENSG00000157881,PANK4,19,-0.2680,7,-1.8613,28,0.35024,37,0.79606,22,-0.0317,19,-0.3297,30,0.46375,21,-0.1502
ENSG00000197921,HES5,68,-0.5585,35,-1.5804,176,1.04804,46,-1.1761,23,-2.1626,40,-1.3633,268,1.88888,115,0.29313
ENSG00000272449,AL139246.5,32,0.19833,19,-0.6442,39,0.54209,14,-1.0645,10,-1.5355,18,-0.7272,76,1.82177,17,-0.7693
ENSG00000157873,TNFRSF14,16,-0.1344,4,-2.2647,13,-0.4248,16,-0.1219,22,0.43312,11,-0.7283,37,1.33552,19,0.16052
ENSG00000157870,PRXL2B,58,-0.3327,63,-0.2113,76,0.09173,110,0.73022,87,0.32312,69,-0.0521,43,-0.8157,67,-0.1112
ENSG00000177133,PRDM16-DT,39,-0.1642,22,-1.0510,45,0.09833,26,-0.7968,7,-2.7702,13,-1.7781,136,2.17958,55,0.41936
ENSG00000158109,TPRG1L,174,-0.3746,253,0.23946,226,0.04602,253,0.23527,280,0.41099,230,0.07489,147,-0.6475,193,-0.2094
ENSG00000116213,WRAP73,11,-0.7191,16,-0.0653,14,-0.3104,19,0.15255,26,0.72051,12,-0.5550,22,0.42604,16,-0.0739
ENSG00000130764,LRRC47,101,0.21955,93,0.07997,92,0.05450,103,0.24440,118,0.47400,90,0.02568,51,-0.8863,62,-0.5661
ENSG00000116198,CEP104,8,-0.6750,13,0.01295,7,-0.9598,15,0.21428,19,0.58700,27,1.20348,7,-0.9015,9,-0.6018
ENSG00000198912,C1orf174,8,-0.8899,10,-0.6306,24,0.81827,13,-0.2307,21,0.61990,21,0.57818,11,-0.4344,9,-0.6621
ENSG00000196581,AJAP1,82,0.67970,35,-0.7177,42,-0.4346,99,1.03422,55,0.00064,59,0.11674,46,-0.2725,20,-1.5345
ENSG00000069424,KCNAB2,534,0.87942,297,-0.1263,286,-0.1840,282,-0.2078,286,-0.1846,274,-0.2535,334,0.06636,271,-0.2749
ENSG00000116254,CHD5,142,-0.4507,191,0.03233,231,0.34975,151,-0.3474,199,0.10248,274,0.64769,170,-0.1607,140,-0.4654
ENSG00000116251,RPL22,611,0.17828,729,0.47890,405,-0.4910,465,-0.2680,382,-0.5823,403,-0.4981,590,0.12008,804,0.65023
ENSG00000116237,ICMT,37,-0.4669,36,-0.5009,46,-0.0933,81,0.86725,64,0.45198,32,-0.6539,51,0.05262,45,-0.1500
ENSG00000158292,GPR153,33,0.88804,14,-0.4832,16,-0.2887,25,0.44105,16,-0.2891,22,0.22452,13,-0.5642,15,-0.4407
ENSG00000097021,ACOT7,299,0.06297,272,-0.0942,293,0.02799,340,0.27588,476,0.86411,260,-0.1638,198,-0.5986,165,-0.8838
ENSG00000215788,TNFRSF25,35,-0.0595,14,-1.4333,23,-0.7120,76,1.32993,39,0.13546,31,-0.2212,41,0.20389,28,-0.3842
ENSG00000171680,PLEKHG5,41,0.06481,34,-0.2327,22,-0.9150,65,0.86073,46,0.26352,28,-0.5393,43,0.12513,36,-0.1435
ENSG00000162408,NOL9,31,-0.2095,39,0.15798,48,0.51577,37,0.09274,30,-0.2803,39,0.18252,26,-0.4682,32,-0.1739
ENSG00000204859,ZBTB48,7,-0.9326,5,-1.3827,10,-0.4295,13,-0.1044,22,0.77093,15,0.10067,12,-0.2115,25,1.03621
ENSG00000162413,KLHL21,45,-0.0890,35,-0.4990,48,0.01340,54,0.19427,40,-0.2921,35,-0.4956,79,0.86364,46,-0.0603
ENSG00000116273,PHF13,20,-0.2815,10,-1.3027,35,0.67739,30,0.39125,27,0.24105,23,-0.0640,22,-0.1325,22,-0.1176
ENSG00000041988,THAP3,34,0.15148,26,-0.2912,45,0.61397,33,0.10226,29,-0.1174,26,-0.2917,39,0.39299,16,-0.9848
ENSG00000007923,DNAJC11,43,0.34078,32,-0.1358,38,0.13585,35,-0.0308,35,-0.0297,40,0.22953,29,-0.3236,29,-0.2886
ENSG00000171735,CAMTA1,128,-0.5474,238,0.46593,296,0.85126,149,-0.3148,130,-0.5224,124,-0.6049,185,0.04305,193,0.11028
ENSG00000049245,VAMP3,26,0.12468,21,-0.2664,18,-0.4911,13,-0.9877,15,-0.7526,22,-0.1561,37,0.70553,43,0.97194
ENSG00000049246,PER3,37,-0.0021,28,-0.4587,43,0.24424,37,-0.0141,20,-0.9398,52,0.56501,48,0.43411,31,-0.2568
ENSG00000116288,PARK7,542,0.33627,453,0.03588,403,-0.1559,432,-0.0432,407,-0.1408,421,-0.0841,453,0.03640,435,-0.0291
ENSG00000116285,ERRFI1,17,-0.3701,31,0.66063,31,0.62706,22,0.09165,19,-0.1447,15,-0.5634,25,0.27566,9,-1.3415
ENSG00000162426,SLC45A1,24,-0.6272,22,-0.7699,40,0.15353,55,0.71379,52,0.60959,37,0.05847,27,-0.4545,31,-0.2351
ENSG00000142599,RERE,122,0.03769,119,0.00557,152,0.40432,152,0.41259,118,-0.0116,76,-0.7075,118,-0.0177,95,-0.3675
ENSG00000074800,ENO1,604,-0.3108,442,-0.8062,820,0.19050,804,0.15681,713,-0.0408,622,-0.2636,1112,0.71618,733,0.00381
ENSG00000171612,SLC25A33,45,-0.1280,37,-0.4138,75,0.75188,29,-0.8240,22,-1.2391,41,-0.2542,78,0.82640,59,0.33641
ENSG00000188807,TMEM201,13,-0.3713,18,0.16530,16,0.03772,16,0.03299,21,0.45841,16,0.05331,6,-1.5271,21,0.48527
ENSG00000171603,CLSTN1,733,-0.2286,855,0.02369,961,0.21899,1165,0.54768,1043,0.35739,784,-0.1197,711,-0.2769,491,-0.8628
ENSG00000178585,CTNNBIP1,38,-0.1649,37,-0.2017,51,0.32394,24,-0.8564,51,0.35278,41,-0.0352,45,0.11961,47,0.19648
ENSG00000162441,LZIC,29,-0.1503,40,0.38100,47,0.64397,25,-0.3749,19,-0.7869,30,-0.0735,23,-0.5447,42,0.43848
ENSG00000130939,UBE4B,33,-0.2376,39,0.03380,55,0.62400,39,0.05731,55,0.61688,43,0.19678,20,-0.9677,20,-1.0150
ENSG00000054523,KIF1B,312,0.16936,361,0.41466,332,0.27071,191,-0.6269,317,0.19559,268,-0.0833,243,-0.2445,232,-0.3164
ENSG00000142657,PGD,24,-1.1087,46,-0.0753,104,1.33586,38,-0.3851,50,0.04262,47,-0.0566,36,-0.4981,44,-0.1516
ENSG00000175279,CENPS,13,0.01984,9,-0.4375,10,-0.4050,15,0.29440,13,0.09196,12,-0.0919,12,-0.0121,16,0.38461
ENSG00000241563,CORT,144,1.36176,83,0.36654,169,1.67790,14,-2.3887,37,-0.9513,34,-1.0480,12,-2.6351,43,-0.7207
ENSG00000160049,DFFA,38,0.62444,20,-0.4362,31,0.27159,14,-0.9420,24,-0.1174,22,-0.2822,25,-0.0537,35,0.47072
ENSG00000142655,PEX14,23,-0.5778,36,0.12034,34,0.04326,33,-0.0190,37,0.15591,37,0.16724,48,0.62131,19,-0.9101
ENSG00000120948,TARDBP,72,-0.2584,68,-0.3407,83,-0.0328,91,0.11989,86,0.03617,111,0.45872,83,-0.0271,81,-0.0644
ENSG00000116649,SRM,116,-0.0666,106,-0.2163,119,-0.0238,148,0.34105,120,-0.0105,121,0.00023,118,-0.0344,118,-0.0344
ENSG00000171824,EXOSC10,15,-0.7775,15,-0.7148,27,0.16260,31,0.41812,32,0.46470,21,-0.2329,30,0.35824,23,-0.1082
ENSG00000198793,MTOR,63,0.49276,42,-0.1782,47,0.02452,44,-0.0895,38,-0.3158,54,0.22432,49,0.06356,37,-0.3719
ENSG00000204624,DISP3,22,0.47509,8,-1.0527,13,-0.3377,29,0.91682,9,-0.9411,7,-1.2190,31,1.08808,13,-0.4294
ENSG00000116661,FBXO2,327,-0.1276,306,-0.2327,324,-0.1410,277,-0.3955,293,-0.3046,256,-0.5168,514,0.63780,529,0.68721
ENSG00000132879,FBXO44,139,-0.3836,128,-0.5221,229,0.43769,230,0.44549,187,0.09775,238,0.49965,153,-0.2350,109,-0.7765
ENSG00000116670,MAD2L2,48,0.53930,26,-0.4544,24,-0.5749,66,1.10657,27,-0.4023,14,-1.3616,36,0.03804,37,0.10001
ENSG00000177674,AGTRAP,8,-1.0964,4,-2.0970,25,0.73542,5,-1.6224,2,-2.8878,6,-1.5626,51,2.10375,29,1.00712
ENSG00000177000,MTHFR,7,-1.3396,17,-0.0854,16,-0.1721,25,0.56462,24,0.48571,20,0.20534,15,-0.2752,18,0.02965
ENSG00000011021,CLCN6,52,-0.5685,66,-0.1848,109,0.65589,62,-0.2893,82,0.16588,119,0.81303,40,-0.9525,62,-0.2903
ENSG00000116685,KIAA2013,27,-0.5384,46,0.31550,33,-0.2164,43,0.20743,51,0.49953,37,-0.0206,43,0.21898,22,-0.8300
ENSG00000083444,PLOD1,14,-0.8395,27,0.24854,37,0.76513,10,-1.2534,19,-0.3462,25,0.10258,36,0.73409,19,-0.3138
ENSG00000116688,MFN2,106,0.00249,95,-0.1745,127,0.30281,97,-0.1427,121,0.21810,123,0.24200,78,-0.5048,102,-0.0730
ENSG00000116691,MIIP,17,-0.0287,11,-0.7679,17,-0.0373,18,0.07632,27,0.74951,17,-0.0676,13,-0.4097,19,0.13931
ENSG00000048707,VPS13D,37,-0.4909,53,0.07225,50,-0.0092,51,0.01775,69,0.52867,61,0.32196,42,-0.2931,40,-0.3675
ENSG00000162496,DHRS3,16,-0.1778,9,-1.0575,17,-0.1401,8,-1.2457,6,-1.6518,9,-1.0919,45,1.61052,36,1.16054
ENSG00000116731,PRDM2,75,-0.0690,59,-0.4513,108,0.55018,113,0.62842,69,-0.1875,91,0.24932,58,-0.4816,51,-0.6731
ENSG00000189337,KAZN,17,-1.2498,44,0.21590,52,0.50332,27,-0.5690,53,0.52393,52,0.48494,19,-1.0909,45,0.24657
ENSG00000142634,EFHD2,22,-2.6330,221,1.00144,247,1.21315,27,-2.3406,247,1.21038,103,-0.2949,46,-1.5530,79,-0.7221
ENSG00000116138,DNAJC16,12,-1.1927,21,-0.3854,30,0.19577,25,-0.1161,48,0.97950,21,-0.3920,33,0.32823,25,-0.1295
ENSG00000197312,DDI2,14,-0.7114,14,-0.7190,43,1.13601,29,0.43901,27,0.29562,23,0.02285,13,-0.8329,16,-0.5564
ENSG00000116786,PLEKHM2,104,0.18629,109,0.27913,114,0.35192,78,-0.2745,80,-0.2460,80,-0.2461,78,-0.2865,98,0.09968
ENSG00000065526,SPEN,27,-0.2657,46,0.60513,31,-0.0396,44,0.53694,33,0.06637,28,-0.2323,13,-1.3356,33,0.05801
ENSG00000116809,ZBTB17,20,0.00900,22,0.18581,29,0.61864,19,-0.0826,19,-0.0501,16,-0.3658,23,0.23295,11,-0.9029
ENSG00000185519,FAM131C,16,-0.1022,24,0.61435,35,1.26857,8,-1.1143,6,-1.5806,9,-0.9668,29,0.95193,7,-1.2973
ENSG00000037637,FBXO42,19,-0.2206,23,0.10505,21,-0.0772,20,-0.1728,25,0.24507,24,0.14108,29,0.47824,14,-0.7357
ENSG00000055070,SZRD1,28,-0.0937,29,-0.0388,30,0.03337,29,-0.0064,16,-0.9067,25,-0.2733,43,0.62285,36,0.31561
ENSG00000157191,NECAP2,5,-1.5335,11,-0.4466,20,0.52073,7,-1.0965,12,-0.3114,11,-0.4054,23,0.78986,26,1.03732
ENSG00000058453,CROCC,22,0.20956,12,-0.7461,12,-0.7304,28,0.64212,28,0.61435,16,-0.2522,28,0.60283,8,-1.3420
ENSG00000238142,BX284668.5,20,0.77293,15,0.29245,9,-0.4588,8,-0.7604,9,-0.4626,14,0.13048,11,-0.1845,15,0.21380
ENSG00000159363,ATP13A2,158,0.12021,156,0.10023,190,0.42888,129,-0.2103,209,0.59673,123,-0.2880,98,-0.6534,113,-0.4289
ENSG00000117118,SDHB,112,0.32316,99,0.11404,90,-0.0452,109,0.27687,91,-0.0163,90,-0.0409,84,-0.1597,63,-0.5982
ENSG00000117115,PADI2,22,-0.6148,17,-1.0225,54,0.89919,15,-1.1727,13,-1.4457,21,-0.7047,35,0.14350,81,1.66850
ENSG00000179051,RCC2,24,0.17179,13,-0.7229,24,0.20986,18,-0.2674,15,-0.5907,31,0.66133,31,0.61378,14,-0.6486
ENSG00000074964,ARHGEF10L,10,-0.8154,15,-0.2109,27,0.80111,8,-1.1140,9,-0.9093,19,0.20072,34,1.21881,12,-0.4855
ENSG00000117154,IGSF21,31,-1.3162,98,0.50940,108,0.67668,70,-0.0511,103,0.60475,73,0.01197,24,-1.7060,71,-0.0218
ENSG00000159423,ALDH4A1,29,-0.2077,18,-0.9268,47,0.60338,29,-0.2218,9,-1.9010,20,-0.7822,67,1.24444,44,0.48008
ENSG00000169991,IFFO2,11,-0.6804,13,-0.4451,17,-0.0737,15,-0.2303,13,-0.4195,20,0.24563,44,1.64057,6,-1.5794
ENSG00000127481,UBR4,18,0.27311,14,-0.0747,24,0.77945,9,-0.7486,12,-0.3123,17,0.23616,17,0.22473,8,-0.9740
ENSG00000127463,EMC1,24,-0.6218,29,-0.3372,28,-0.3636,47,0.46520,37,0.04648,31,-0.2084,56,0.76332,33,-0.1361
ENSG00000053372,MRTO4,47,0.17923,42,-0.0221,58,0.52226,32,-0.4339,47,0.15938,41,-0.0471,40,-0.1115,32,-0.4326
ENSG00000053371,AKR7A2,55,0.33458,46,0.01288,29,-0.7195,42,-0.1189,34,-0.4478,32,-0.5461,65,0.60561,59,0.44498
ENSG00000077549,CAPZB,179,-0.2697,200,-0.0874,224,0.09557,241,0.21571,255,0.31234,202,-0.0721,247,0.25942,143,-0.6302
ENSG00000173436,MICOS10,476,0.20605,513,0.33372,456,0.13681,298,-0.5533,357,-0.2662,499,0.28556,305,-0.5177,458,0.14357
ENSG00000158747,NBL1,170,-0.7052,279,0.09353,230,-0.2257,171,-0.6918,317,0.30694,276,0.07015,445,0.89907,224,-0.2674
ENSG00000169914,OTUD3,17,-0.3005,15,-0.5452,18,-0.1999,24,0.21702,40,1.09593,32,0.73788,6,-1.8215,15,-0.5536
ENSG00000162545,CAMK2N1,2465,0.81921,1378,-0.1710,954,-0.7578,2314,0.70590,1127,-0.4947,1381,-0.1683,1369,-0.1819,1255,-0.3227
ENSG00000090432,MUL1,24,-0.2745,20,-0.5925,39,0.48760,31,0.12402,39,0.48569,24,-0.3304,26,-0.1999,29,0.02510
ENSG00000183114,FAM43B,2,-2.9342,11,-0.3576,26,1.08394,7,-1.1134,20,0.61094,7,-1.1275,20,0.63350,18,0.46889
ENSG00000158828,PINK1,328,-0.4183,629,0.66689,533,0.37793,350,-0.3139,493,0.24851,409,-0.0636,266,-0.7509,392,-0.1322
ENSG00000244038,DDOST,29,0.04410,16,-0.8480,24,-0.2630,30,0.11125,37,0.46829,29,0.03019,41,0.62803,19,-0.6236
ENSG00000117245,KIF17,4,-2.0636,36,1.35099,16,-0.0782,6,-1.5810,29,0.96070,30,1.02200,10,-0.7634,2,-3.2228
ENSG00000189410,SH2D5,37,-0.2164,24,-0.8963,33,-0.3831,73,0.93420,50,0.29577,44,0.08533,31,-0.4910,45,0.10260
ENSG00000127483,HP1BP3,111,-0.2997,96,-0.5263,160,0.30162,177,0.47874,156,0.25928,130,-0.0419,101,-0.4540,136,0.03566
ENSG00000075151,EIF4G3,79,-0.4065,102,0.00104,123,0.32521,118,0.25226,148,0.64092,110,0.13475,56,-0.9540,76,-0.4617
ENSG00000117298,ECE1,14,-0.6919,12,-0.8975,18,-0.2605,15,-0.5684,11,-1.0971,10,-1.1669,68,2.15265,25,0.21510
ENSG00000162551,ALPL,3,-2.2007,14,0.07282,16,0.35563,6,-1.1590,26,1.20443,16,0.29507,13,0.03264,10,-0.3584
ENSG00000076864,RAP1GAP,189,-0.3861,230,-0.0729,276,0.22828,254,0.09186,404,0.89452,290,0.31467,138,-0.8795,141,-0.8458
ENSG00000090686,USP48,30,-0.3118,29,-0.3691,33,-0.1542,41,0.19408,41,0.17315,52,0.59606,28,-0.4608,39,0.09790
ENSG00000070831,CDC42,216,-0.2189,256,0.05742,281,0.21336,232,-0.1030,374,0.70280,261,0.08540,173,-0.5765,186,-0.4602
ENSG00000133216,EPHB2,8,-0.6441,7,-0.8052,19,0.72884,20,0.74651,19,0.66186,10,-0.4033,9,-0.5746,9,-0.5925
ENSG00000004487,KDM1A,68,0.35741,37,-0.6022,69,0.38211,70,0.41396,48,-0.2006,54,-0.0253,58,0.09239,33,-0.7843
ENSG00000169641,LUZP1,27,-0.5652,40,0.07337,43,0.20374,51,0.48363,42,0.15343,39,0.03351,37,-0.0660,27,-0.5524
ENSG00000125944,HNRNPR,102,0.01900,80,-0.3625,121,0.30409,130,0.42137,111,0.16705,82,-0.3341,100,-0.0191,80,-0.3711
ENSG00000125945,ZNF436,24,-0.4395,30,-0.1041,38,0.27367,37,0.26220,49,0.73950,40,0.36331,15,-1.1748,22,-0.5929
ENSG00000249087,ZNF436-AS1,17,-0.3046,8,-1.3657,19,-0.1005,18,-0.2344,19,-0.1489,19,-0.1153,46,1.40874,18,-0.1752
ENSG00000117318,ID3,5,-2.8607,11,-1.8298,10,-1.9194,6,-2.5486,6,-2.6193,3,-3.5176,106,2.04351,136,2.66972
ENSG00000142676,RPL11,560,-0.0424,607,0.09181,382,-0.6529,390,-0.6215,387,-0.6332,548,-0.0760,831,0.62793,888,0.74600
ENSG00000011007,ELOA,16,-0.2413,15,-0.3325,23,0.36002,17,-0.1054,25,0.51152,14,-0.4241,21,0.25610,15,-0.2541
ENSG00000057757,PITHD1,243,-0.0070,294,0.31637,260,0.10760,263,0.12989,274,0.19631,293,0.30569,171,-0.5688,151,-0.7686
ENSG00000011009,LYPLA2,63,0.09422,38,-0.7202,47,-0.3759,87,0.65233,57,-0.0729,66,0.16791,77,0.43144,41,-0.6032
ENSG00000117308,GALE,27,0.22988,9,-1.3937,27,0.26295,32,0.52030,22,-0.0669,19,-0.3070,31,0.50826,18,-0.4253
ENSG00000117305,HMGCL,18,-0.4508,17,-0.5722,30,0.39089,15,-0.7437,24,-0.0201,19,-0.3739,35,0.64705,34,0.57787
ENSG00000179163,FUCA1,14,-0.0957,14,-0.0408,16,0.19872,17,0.26028,16,0.19955,13,-0.1269,11,-0.4558,14,-0.0368
ENSG00000189266,PNRC2,57,-0.0280,48,-0.3186,67,0.23628,67,0.22697,64,0.17218,54,-0.1237,65,0.18855,43,-0.4874
ENSG00000188529,SRSF10,49,-0.0633,49,-0.0797,72,0.58035,62,0.31528,50,-0.0419,47,-0.1443,44,-0.2612,37,-0.5148
ENSG00000001460,STPG1,18,0.40600,20,0.55262,10,-0.5208,16,0.16468,13,-0.1203,20,0.56953,8,-0.9158,9,-0.7647
ENSG00000001461,NIPAL3,30,-1.0143,65,0.20557,81,0.60104,48,-0.2872,78,0.51662,61,0.11848,33,-0.8777,61,0.10935
ENSG00000133226,SRRM1,36,-0.0748,38,0.03094,35,-0.1020,49,0.45053,52,0.55259,33,-0.2060,22,-0.8350,35,-0.1390
ENSG00000169504,CLIC4,4,-2.0125,19,0.28013,18,0.23649,2,-2.7539,5,-1.7284,10,-0.6797,16,-0.0083,53,2.25599
ENSG00000117614,SYF2,30,-1.0892,57,-0.0987,63,0.07226,51,-0.2824,69,0.20709,54,-0.1777,72,0.29772,88,0.62568
ENSG00000117616,RSRP1,66,-0.3431,53,-0.6854,97,0.29740,120,0.65552,103,0.39227,84,0.04999,68,-0.2823,60,-0.4902
ENSG00000183726,TMEM50A,145,0.52508,37,-1.6552,112,0.08541,170,0.79954,102,-0.0762,104,-0.0443,111,0.06392,72,-0.6319
ENSG00000204178,MACO1,34,0.25901,23,-0.3826,44,0.70847,37,0.40123,24,-0.3399,15,-1.0046,27,-0.1070,28,-0.0362
ENSG00000117643,MAN1C1,60,0.47263,15,-1.6997,17,-1.4972,113,1.66397,37,-0.3019,28,-0.7549,58,0.41932,32,-0.5242
ENSG00000162430,SELENON,37,-0.4945,33,-0.6838,54,0.10176,42,-0.2924,44,-0.2368,37,-0.5189,89,0.96752,70,0.53769
ENSG00000117640,MTFR1L,57,-0.4264,95,0.41153,63,-0.2463,101,0.51670,69,-0.1206,71,-0.0583,76,0.03721,60,-0.3240
ENSG00000117632,STMN1,1656,-0.0278,1694,0.00892,2026,0.30836,1668,-0.0165,2256,0.49297,2428,0.62111,845,-1.0950,905,-0.9890
ENSG00000158008,EXTL1,65,0.04155,57,-0.1931,53,-0.3003,72,0.20659,79,0.35450,67,0.08427,59,-0.1222,58,-0.1613
ENSG00000142684,ZNF593,57,-0.0138,66,0.23999,54,-0.0889,42,-0.4867,59,0.05625,60,0.06682,60,0.08634,59,0.05957
ENSG00000142669,SH3BGRL3,299,-0.2342,508,0.65644,446,0.42805,205,-0.8320,460,0.48325,352,0.02977,197,-0.8969,297,-0.2472
ENSG00000158062,UBXN11,26,0.03746,25,-0.0220,35,0.53839,27,0.07040,27,0.09281,23,-0.1750,23,-0.1455,18,-0.5728
ENSG00000117682,DHDDS,19,-0.2636,12,-0.9633,36,0.78621,25,0.16609,32,0.58765,30,0.44504,8,-1.5222,19,-0.3206
ENSG00000198830,HMGN2,119,-0.2471,92,-0.6567,157,0.20559,146,0.08540,74,-0.9945,128,-0.1300,198,0.59403,197,0.58686
ENSG00000117713,ARID1A,29,-0.8247,35,-0.5266,37,-0.4367,55,0.20892,57,0.25719,56,0.23409,78,0.80531,42,-0.2311
