Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000188976,NOC2L,131,1.13522,64,-0.0798,80,0.47310,31,-1.4727
ENSG00000188290,HES4,30,-1.4868,224,1.88022,62,-0.5761,69,-0.2712
ENSG00000187608,ISG15,30,-1.3361,138,1.13462,74,0.09435,59,-0.3853
ENSG00000078808,SDF4,30,-1.3731,187,1.66579,85,0.41055,34,-1.4507
ENSG00000160087,UBE2J2,30,-0.6199,26,-0.8113,53,0.49308,44,-0.0304
ENSG00000131584,ACAP3,36,-1.6095,60,-0.8409,146,1.07906,82,-0.4558
ENSG00000127054,INTS11,30,-0.8816,72,0.51910,61,0.40509,43,-0.4338
ENSG00000224051,CPTP,30,-0.4360,71,0.99150,44,0.26597,27,-0.7755
ENSG00000107404,DVL1,30,-1.4086,46,-0.7637,85,0.36756,85,0.28486
ENSG00000175756,AURKAIP1,30,-2.1232,55,-1.2183,131,0.22830,158,0.63652
ENSG00000221978,CCNL2,30,-1.2165,136,1.25123,77,0.43545,39,-1.0002
ENSG00000242485,MRPL20,30,-2.4806,124,-0.3447,167,0.22985,186,0.44164
ENSG00000205090,TMEM240,30,-1.0276,7,-3.0342,78,0.90535,57,-0.0383
ENSG00000160075,SSU72,39,-1.9950,141,-0.0372,171,0.46878,145,0.01457
ENSG00000228594,FNDC10,87,1.02198,39,-0.3070,43,-0.2179,42,-0.2342
ENSG00000197530,MIB2,30,-0.3090,26,-0.5485,46,0.68898,29,-0.4617
ENSG00000189339,SLC35E2B,30,-0.2175,0,-6.4465,43,0.66231,35,0.06094
ENSG00000078369,GNB1,47,-3.2206,271,-0.6173,483,0.53825,448,0.25692
ENSG00000187730,GABRD,30,-2.5289,68,-1.3158,244,1.42220,119,-0.5922
ENSG00000067606,PRKCZ,51,-2.1051,33,-2.7229,275,0.94078,210,0.09141
ENSG00000162585,FAAP20,30,-0.7398,91,1.08608,44,-0.2046,45,-0.1483
ENSG00000157933,SKI,30,-0.9433,71,0.41556,58,0.15063,54,-0.0497
ENSG00000157916,RER1,30,-1.0518,50,-0.2646,77,0.79281,47,-0.4495
ENSG00000157870,PRXL2B,30,-1.2997,75,0.12071,86,0.63075,58,-0.3717
ENSG00000158109,TPRG1L,30,-2.7610,136,-0.4915,274,1.23653,138,-0.6092
ENSG00000130764,LRRC47,595,3.03156,49,-1.5017,92,-0.8105,54,-1.6307
ENSG00000196581,AJAP1,30,-0.8267,14,-1.9027,73,1.12755,40,-0.4663
ENSG00000069424,KCNAB2,88,-1.6620,73,-1.9333,320,0.62679,291,0.27949
ENSG00000116254,CHD5,30,-2.6700,39,-2.2938,265,1.36657,148,-0.3456
ENSG00000116251,RPL22,30,-4.0710,1057,1.46792,362,-0.5544,525,0.31228
ENSG00000116237,ICMT,30,-0.7540,53,0.13692,68,1.02997,27,-1.0931
ENSG00000097021,ACOT7,34,-3.0241,70,-1.9655,409,1.65258,181,-0.6761
ENSG00000162408,NOL9,30,-0.7298,31,-0.6653,59,0.59395,44,-0.1553
ENSG00000007923,DNAJC11,30,-0.4529,46,0.24800,50,0.66666,27,-0.7627
ENSG00000171735,CAMTA1,30,-2.7593,200,0.12181,230,0.61650,173,-0.1457
ENSG00000116288,PARK7,32,-3.1690,151,-0.8815,310,0.45070,317,0.41778
ENSG00000142599,RERE,30,-1.8515,114,0.21234,113,0.31946,102,0.04595
ENSG00000074800,ENO1,482,-0.2065,452,-0.3113,625,0.35921,500,-0.1930
ENSG00000171603,CLSTN1,30,-4.3851,220,-1.4979,936,1.68458,401,-0.7297
ENSG00000178585,CTNNBIP1,30,-0.5874,49,0.18866,48,0.28105,40,-0.1842
ENSG00000162441,LZIC,30,-0.4778,71,0.93512,37,-0.2201,39,-0.1035
ENSG00000130939,UBE4B,30,-0.6288,33,-0.4613,56,0.63392,39,-0.3049
ENSG00000054523,KIF1B,373,0.02406,218,-0.8240,426,0.40745,338,-0.1782
ENSG00000142657,PGD,30,-0.5382,20,-1.1692,56,0.86707,35,-0.4004
ENSG00000241563,CORT,11787,8.11390,2,-9.4839,61,-5.2687,30,-6.0356
ENSG00000120948,TARDBP,426,2.57010,69,-0.7452,83,-0.6642,56,-1.2968
ENSG00000116649,SRM,30,-1.6119,51,-0.8030,117,0.96205,73,-0.3289
ENSG00000198793,MTOR,30,-0.4254,11,-1.9504,51,0.79639,35,-0.2084
ENSG00000116661,FBXO2,30,-2.9387,159,-0.4427,193,-0.2167,310,0.95392
ENSG00000132879,FBXO44,313,1.09723,75,-1.2239,208,0.67436,87,-1.2128
ENSG00000011021,CLCN6,30,-1.0227,5,-3.4941,85,1.25545,47,-0.4005
ENSG00000116688,MFN2,30,-1.8657,64,-0.7308,139,0.96556,87,-0.3123
ENSG00000048707,VPS13D,374,2.50851,47,-1.1697,78,-0.5894,55,-1.1431
ENSG00000162496,DHRS3,30,-0.4642,109,1.78113,24,-1.1017,42,0.07424
ENSG00000116731,PRDM2,30,-1.5597,111,0.48388,101,0.57430,66,-0.4577
ENSG00000189337,KAZN,30,-0.6260,60,0.49276,55,0.58089,31,-0.7372
ENSG00000142634,EFHD2,30,-0.9445,24,-1.2715,64,0.44801,61,0.21945
ENSG00000116786,PLEKHM2,30,-1.3993,55,-0.4638,77,0.10091,91,0.47419
ENSG00000065526,SPEN,30,-0.9164,111,1.24178,52,-0.1109,46,-0.3328
ENSG00000159363,ATP13A2,278,1.03237,26,-2.6490,190,0.65523,99,-0.8314
ENSG00000117118,SDHB,30,-1.4251,96,0.39351,80,0.16392,77,0.05484
ENSG00000117115,PADI2,30,-0.3297,69,1.05872,13,-2.0419,60,1.23291
ENSG00000117154,IGSF21,104,0.81519,18,-1.9225,86,0.86263,37,-1.0439
ENSG00000127463,EMC1,30,-0.5634,44,0.03901,64,1.30589,18,-1.5714
ENSG00000053372,MRTO4,30,-0.3309,0,-6.5563,51,1.02272,32,-0.2975
ENSG00000053371,AKR7A2,30,-0.3148,46,0.37068,34,-0.1435,38,0.10383
ENSG00000077549,CAPZB,46,-2.2638,222,0.13635,249,0.56070,191,-0.1371
ENSG00000173436,MICOS10,30,-3.0968,304,0.43223,230,-0.0439,284,0.44107
ENSG00000158747,NBL1,30,-2.6325,294,0.92198,192,0.32703,147,-0.3067
ENSG00000162545,CAMK2N1,797,-1.0213,428,-1.9560,1646,0.20153,1977,0.60296
ENSG00000158828,PINK1,612,0.57565,296,-0.6053,470,0.22460,368,-0.3348
ENSG00000189410,SH2D5,30,-0.7494,7,-2.7911,74,1.37580,34,-0.6777
ENSG00000127483,HP1BP3,96,-1.0357,261,0.56296,197,0.15174,176,-0.1133
ENSG00000075151,EIF4G3,30,-2.1853,121,-0.0666,161,0.71258,113,-0.2269
ENSG00000076864,RAP1GAP,266,0.93449,19,-3.1184,214,1.02184,80,-1.2468
ENSG00000090686,USP48,30,-0.8261,70,0.53857,49,-0.0739,53,0.09832
ENSG00000070831,CDC42,30,-2.8634,218,0.14441,283,1.09174,138,-0.7318
ENSG00000004487,KDM1A,423,3.30556,44,-1.0215,52,-1.0942,29,-1.9204
ENSG00000169641,LUZP1,63,0.06567,66,0.12363,74,0.54332,41,-0.7746
ENSG00000125944,HNRNPR,30,-1.8272,119,0.30729,108,0.25195,102,0.06962
ENSG00000142676,RPL11,1473,1.28252,1640,1.48806,342,-1.5312,611,-0.2887
ENSG00000057757,PITHD1,32,-2.5502,95,-0.9052,239,1.06091,148,-0.2833
ENSG00000011009,LYPLA2,30,-0.3846,32,-0.2605,56,1.19926,19,-1.2812
ENSG00000189266,PNRC2,30,-1.2646,119,0.95246,67,-0.0269,64,-0.1144
ENSG00000188529,SRSF10,30,-0.9373,93,0.89780,50,-0.1996,56,0.03813
ENSG00000001461,NIPAL3,41,-0.3692,25,-1.1057,66,0.69334,45,-0.2717
ENSG00000133226,SRRM1,30,-0.9147,130,1.54532,52,-0.0696,38,-0.6791
ENSG00000117614,SYF2,30,-1.0598,140,1.50792,46,-0.5718,59,-0.0133
ENSG00000117616,RSRP1,30,-1.2740,91,0.48042,88,0.74197,47,-0.7426
ENSG00000183726,TMEM50A,30,-1.6777,150,0.86779,114,0.70636,56,-0.9077
ENSG00000117643,MAN1C1,30,-0.4791,51,0.38073,56,0.96721,20,-1.3107
ENSG00000162430,SELENON,68,0.63446,90,1.12748,36,-0.5797,38,-0.4034
ENSG00000117640,MTFR1L,30,-1.3031,55,-0.3830,83,0.50936,69,-0.0094
ENSG00000117632,STMN1,30,-5.2216,306,-1.8404,1521,1.33483,892,-0.2618
ENSG00000158008,EXTL1,30,-0.7061,5,-3.1873,65,0.96887,43,-0.1879
ENSG00000142669,SH3BGRL3,30,-2.7559,220,0.28312,195,0.12972,213,0.31247
ENSG00000198830,HMGN2,30,-2.5349,368,1.46210,121,-0.6416,184,0.31667
ENSG00000117713,ARID1A,30,-1.2736,120,0.95195,83,0.56100,44,-0.8702
ENSG00000090273,NUDC,30,-2.4483,125,-0.2978,168,0.30277,175,0.34635
ENSG00000253368,TRNP1,30,-1.1216,24,-1.4767,78,0.67549,63,0.05416
ENSG00000142784,WDTC1,112,1.13250,51,-0.1967,48,-0.4250,54,-0.1329
ENSG00000186501,TMEM222,30,-1.4165,82,0.15311,100,0.86177,54,-0.6569
ENSG00000126705,AHDC1,30,-0.8573,78,0.68279,60,0.39831,40,-0.5459
ENSG00000126709,IFI6,30,-2.3723,519,2.43168,125,-0.3250,78,-1.1496
ENSG00000117758,STX12,30,-1.7847,97,0.02316,120,0.64062,85,-0.2411
ENSG00000117751,PPP1R8,30,-0.2917,33,-0.1191,36,0.00258,39,0.16521
ENSG00000117748,RPA2,30,-0.6532,56,0.33051,57,0.66509,31,-0.7322
