Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6to8,Feature log2 fold change topic 6to8
ENSG00000066248,NGEF,109,-0.8200,199,0.36499,185,0.18370
ENSG00000085978,ATG16L1,14,-0.7072,22,0.07858,25,0.40424
ENSG00000188042,ARL4C,58,0.01387,51,-0.2635,64,0.24128
ENSG00000157985,AGAP1,69,-0.0299,44,-0.9300,96,0.82000
ENSG00000132321,IQCA1,16,-0.3178,17,-0.2638,23,0.48120
ENSG00000198612,COPS8,108,-0.6445,179,0.36579,159,0.08078
ENSG00000124831,LRRFIP1,27,-0.7334,47,0.34677,43,0.15318
ENSG00000132329,RAMP1,183,0.31579,121,-0.5451,173,0.24391
ENSG00000184182,UBE2F,42,-0.4212,61,0.35700,51,-0.0547
ENSG00000132323,ILKAP,34,-0.2643,41,0.12810,40,0.07177
ENSG00000144485,HES6,20,-0.3759,26,0.14580,26,0.13189
ENSG00000132326,PER2,20,-0.2971,20,-0.3062,29,0.50505
ENSG00000065802,ASB1,26,-0.1580,23,-0.3891,34,0.48102
ENSG00000068024,HDAC4,18,-0.4436,28,0.45658,22,-0.1460
ENSG00000130414,NDUFA10,124,-0.6700,204,0.32496,189,0.13817
ENSG00000172428,COPS9,768,0.44597,504,-0.4347,623,0.03252
ENSG00000063660,GPC1,97,-0.3165,134,0.35992,109,-0.1319
ENSG00000188542,DUSP28,31,0.11126,31,0.12993,26,-0.2268
ENSG00000130294,KIF1A,384,-0.3197,511,0.27636,447,-0.0409
ENSG00000122085,MTERF4,27,0.03358,28,0.12628,25,-0.1568
ENSG00000115685,PPP1R7,122,-0.3866,172,0.32139,148,-0.0410
ENSG00000115677,HDLBP,128,-0.2715,165,0.26304,144,-0.0618
ENSG00000168385,SEPTIN2,174,0.82972,78,-0.8468,117,0.01726
ENSG00000115694,STK25,137,-0.2504,167,0.14896,159,0.04064
ENSG00000176720,BOK,16,-0.7768,24,-0.1082,32,0.61890
ENSG00000176946,THAP4,43,-0.0606,44,-0.0081,45,0.05589
ENSG00000168397,ATG4B,49,-0.4436,82,0.66743,53,-0.3824
ENSG00000168395,ING5,24,-0.1342,26,0.02756,26,0.07676
ENSG00000180902,D2HGDH,29,0.00384,30,0.03704,29,-0.0403
ENSG00000188011,RTP5,31,-0.4400,20,-1.3437,65,1.39171
ENSG00000134121,CHL1,171,-0.9008,321,0.31381,317,0.27916
ENSG00000144619,CNTN4,20,-0.2374,25,0.16803,23,0.01169
ENSG00000113851,CRBN,49,-0.3247,73,0.53256,51,-0.3164
ENSG00000175928,LRRN1,27,0.23892,20,-0.3593,25,0.14606
ENSG00000150995,ITPR1,71,-0.7476,130,0.47156,109,0.03202
ENSG00000134107,BHLHE40,57,-0.5480,103,0.70851,66,-0.3553
ENSG00000134108,ARL8B,104,-0.9909,253,0.87861,160,-0.2727
ENSG00000196277,GRM7,18,-0.9752,48,1.22643,22,-0.6905
ENSG00000196220,SRGAP3,36,-1.0436,75,0.35336,74,0.31204
ENSG00000206573,THUMPD3-AS1,17,-0.0658,16,-0.2101,20,0.25312
ENSG00000134077,THUMPD3,15,-0.6419,22,0.04822,25,0.39555
ENSG00000156959,LHFPL4,34,0.02938,33,-0.0482,34,0.02433
ENSG00000163719,MTMR14,16,-0.1892,23,0.62517,14,-0.5328
ENSG00000134072,CAMK1,90,-0.5112,131,0.23748,126,0.12886
ENSG00000171148,TADA3,74,-0.0097,71,-0.1241,79,0.12912
ENSG00000241553,ARPC4,172,-0.1734,211,0.27524,176,-0.1485
ENSG00000156990,RPUSD3,33,-0.5942,53,0.33758,48,0.07894
ENSG00000171135,JAGN1,28,-0.5927,43,0.28002,41,0.13703
ENSG00000163703,CRELD1,48,-0.9377,97,0.43395,87,0.17655
ENSG00000163704,PRRT3,31,-0.7046,58,0.56296,44,-0.0911
ENSG00000125037,EMC3,67,-0.6971,103,0.09829,115,0.37946
ENSG00000254999,BRK1,238,-0.1464,272,0.13707,254,-0.0245
ENSG00000157014,TATDN2,38,0.07410,44,0.42403,29,-0.5250
ENSG00000157020,SEC13,34,-0.4884,52,0.35587,44,-0.0081
ENSG00000157087,ATP2B2,166,-0.6488,264,0.25359,258,0.19793
ENSG00000157103,SLC6A1,227,0.11548,135,-0.9499,284,0.72377
ENSG00000196639,HRH1,12,-0.7318,20,0.28692,19,0.21305
ENSG00000197548,ATG7,19,-0.6670,38,0.77048,24,-0.3459
ENSG00000144560,VGLL4,38,-0.4037,48,0.05210,52,0.24310
ENSG00000157152,SYN2,471,-0.9447,1085,0.79126,730,-0.2008
ENSG00000075975,MKRN2,21,-0.2864,21,-0.4156,32,0.59315
ENSG00000132155,RAF1,22,-0.4912,30,0.17008,31,0.18384
ENSG00000144712,CAND2,17,-0.3715,27,0.62110,18,-0.3824
ENSG00000144713,RPL32,1846,0.80028,1044,-0.4067,1076,-0.3429
ENSG00000144711,IQSEC1,123,-0.5736,195,0.36063,171,0.04208
ENSG00000163517,HDAC11,43,-0.4340,56,0.06852,60,0.24698
ENSG00000163520,FBLN2,27,-0.8442,38,-0.2890,60,0.81818
ENSG00000170876,TMEM43,17,-0.7880,35,0.61815,26,-0.1008
ENSG00000170860,LSM3,109,-0.0470,107,-0.0913,118,0.12655
ENSG00000225733,FGD5-AS1,101,0.09268,81,-0.3908,109,0.29391
ENSG00000177463,NR2C2,32,-0.3877,41,0.08663,43,0.19860
ENSG00000131368,MRPS25,67,-0.2411,88,0.37665,69,-0.2063
ENSG00000131381,RBSN,47,-0.0340,49,0.04008,48,-0.0131
ENSG00000131370,SH3BP5,47,-0.7972,91,0.50925,75,0.02107
ENSG00000144597,EAF1,15,-0.8395,27,0.29986,27,0.26032
ENSG00000206560,ANKRD28,21,-0.4979,36,0.64712,24,-0.3200
ENSG00000154813,DPH3,21,-0.3238,30,0.44816,23,-0.2227
ENSG00000131378,RFTN1,26,-0.8647,56,0.69907,39,-0.1444
ENSG00000154822,PLCL2,18,-1.0925,53,1.25612,25,-0.6557
ENSG00000131374,TBC1D5,42,0.03465,33,-0.4328,48,0.37593
ENSG00000182568,SATB1,81,-0.3911,137,0.82809,75,-0.6145
ENSG00000144566,RAB5A,75,-0.3324,90,0.01174,98,0.23437
ENSG00000114166,KAT2B,45,1.17791,17,-0.8991,23,-0.3065
ENSG00000182247,UBE2E2,63,-0.6609,112,0.50910,89,-0.0600
ENSG00000170142,UBE2E1,53,0.03520,57,0.21056,47,-0.2482
ENSG00000197885,NKIRAS1,41,-0.6846,85,0.91183,47,-0.4993
ENSG00000174748,RPL15,899,0.00380,858,-0.1018,935,0.09708
ENSG00000174738,NR1D2,39,-0.4646,65,0.67643,42,-0.3775
ENSG00000151090,THRB,81,-0.5933,141,0.57758,103,-0.1774
ENSG00000077097,TOP2B,74,-0.5536,95,-0.1162,122,0.49760
ENSG00000179796,LRRC3B,33,0.58554,24,-0.0146,19,-0.5272
ENSG00000187118,CMC1,40,0.19540,42,0.38991,27,-0.5999
ENSG00000163512,AZI2,44,-0.0140,54,0.47505,35,-0.5055
ENSG00000163527,STT3B,27,-1.3588,60,0.03726,80,0.75952
ENSG00000144645,OSBPL10,10,-1.0514,23,0.64603,18,0.01357
ENSG00000152642,GPD1L,36,-0.5884,63,0.57010,46,-0.1724
ENSG00000144635,DYNC1LI1,39,-0.9690,103,1.11917,52,-0.5642
ENSG00000170266,GLB1,17,-0.4561,24,0.20601,23,0.12493
ENSG00000170275,CRTAP,45,0.79931,19,-0.9091,32,0.09607
ENSG00000153558,FBXL2,28,-1.1240,79,0.99455,46,-0.3317
ENSG00000153560,UBP1,39,-0.2898,48,0.10167,48,0.11645
ENSG00000163539,CLASP2,128,-0.6717,189,0.04637,219,0.41475
ENSG00000170248,PDCD6IP,31,-0.5841,57,0.73657,36,-0.3626
ENSG00000172995,ARPP21,121,-0.7173,164,-0.2012,234,0.67070
ENSG00000178567,EPM2AIP1,37,-0.7826,77,0.74872,51,-0.2480
ENSG00000076242,MLH1,24,-0.1717,29,0.21205,25,-0.0829
ENSG00000093167,LRRFIP2,24,0.33470,22,0.16658,16,-0.4743
ENSG00000144674,GOLGA4,37,0.07878,31,-0.2604,38,0.18729
ENSG00000144677,CTDSPL,20,-0.0122,21,0.13362,19,-0.1267
ENSG00000060971,ACAA1,50,-0.1740,68,0.49563,46,-0.3927
ENSG00000114742,WDR48,33,-0.5602,52,0.33780,46,0.05730
ENSG00000114745,GORASP1,25,-0.2954,31,0.08367,31,0.13826
ENSG00000144659,SLC25A38,29,-0.0274,37,0.57605,22,-0.6155
ENSG00000168028,RPSA,540,0.41388,367,-0.3944,444,0.02496
ENSG00000168314,MOBP,36,-0.9532,27,-1.6037,113,1.87963
ENSG00000170011,MYRIP,37,-0.4403,76,1.30697,26,-1.2158
ENSG00000114784,EIF1B,143,-0.5911,252,0.61400,179,-0.2192
ENSG00000168032,ENTPD3,21,-0.7151,27,-0.2626,41,0.72442
ENSG00000188846,RPL14,624,0.44932,419,-0.3845,495,-0.0164
ENSG00000168036,CTNNB1,169,-0.1350,168,-0.1780,204,0.27473
ENSG00000182606,TRAK1,47,-0.4897,77,0.54559,56,-0.2117
ENSG00000187094,CCK,1067,-1.1578,1320,-0.9169,3444,1.49783
ENSG00000114812,VIPR1,25,-0.5521,41,0.48403,32,-0.1025
ENSG00000093183,SEC22C,29,-0.5884,39,-0.0615,48,0.46775
ENSG00000008324,SS18L2,38,-0.5845,63,0.42638,52,-0.0200
ENSG00000114857,NKTR,20,0.00604,20,0.00176,20,-0.0066
ENSG00000114853,ZBTB47,31,-0.1307,25,-0.5408,42,0.59038
ENSG00000010282,HHATL,39,0.08515,28,-0.6204,46,0.49433
ENSG00000181061,HIGD1A,218,-0.3402,311,0.41590,242,-0.1752
ENSG00000144647,POMGNT2,63,-0.1747,90,0.68048,52,-0.6127
ENSG00000163788,SNRK,27,-0.5368,46,0.55675,34,-0.1920
ENSG00000160746,ANO10,17,-0.4876,28,0.46491,22,-0.1249
ENSG00000163807,KIAA1143,22,-0.6777,42,0.74431,27,-0.3090
ENSG00000169964,TMEM42,27,-0.4196,38,0.31737,33,-0.0141
ENSG00000163812,ZDHHC3,23,-0.6308,39,0.47448,32,-0.0418
ENSG00000075914,EXOSC7,23,-0.5200,38,0.55845,27,-0.2052
ENSG00000249992,TMEM158,74,-0.8364,135,0.32034,131,0.23798
ENSG00000211456,SACM1L,31,-0.6857,54,0.44609,45,0.02196
ENSG00000163818,LZTFL1,25,-0.6832,41,0.25180,41,0.22015
ENSG00000160799,CCDC12,41,-0.1210,55,0.55012,35,-0.5010
ENSG00000181555,SETD2,22,-0.3156,28,0.13056,27,0.10563
ENSG00000088727,KIF9,23,0.33462,22,0.28785,14,-0.6166
ENSG00000114648,KLHL18,22,-0.3187,32,0.45927,23,-0.2388
ENSG00000076201,PTPN23,32,-0.6144,59,0.70233,39,-0.3029
ENSG00000114650,SCAP,46,-0.2831,51,-0.1038,61,0.31079
ENSG00000163832,ELP6,27,-0.1565,27,-0.2464,35,0.35332
ENSG00000114646,CSPG5,162,0.02432,136,-0.3544,182,0.31514
ENSG00000132153,DHX30,115,-0.2230,134,0.07905,134,0.09119
ENSG00000047849,MAP4,235,-0.4674,336,0.24972,315,0.08789
ENSG00000164050,PLXNB1,88,1.04343,20,-1.8417,65,0.44376
ENSG00000232112,TMA7,682,0.16168,567,-0.2288,653,0.09034
ENSG00000164054,SHISA5,76,-0.5018,115,0.34953,100,0.00730
ENSG00000010256,UQCRC1,207,-0.4492,304,0.33535,263,-0.0128
ENSG00000008300,CELSR3,16,-0.3388,20,0.17578,20,0.07613
ENSG00000213672,NCKIPSD,48,-0.7924,98,0.69240,69,-0.1794
ENSG00000068745,IP6K2,56,-0.3834,82,0.41363,65,-0.1417
ENSG00000114302,PRKAR2A,16,-1.0148,30,0.09978,36,0.54654
ENSG00000177479,ARIH2,27,-0.3035,36,0.29682,31,-0.0741
ENSG00000178467,P4HTM,106,-0.6879,172,0.25460,169,0.22009
ENSG00000178252,WDR6,32,-0.5631,47,0.20934,47,0.19002
ENSG00000178149,DALRD3,19,-0.4843,26,0.13167,27,0.21753
ENSG00000178057,NDUFAF3,134,-0.1624,144,-0.0308,156,0.15505
ENSG00000178035,IMPDH2,49,0.05697,52,0.18912,43,-0.2436
ENSG00000198218,QRICH1,42,-0.2399,55,0.34425,44,-0.1719
ENSG00000172053,QARS,41,0.17995,37,-0.0464,36,-0.1030
ENSG00000172046,USP19,20,-0.6268,35,0.55610,26,-0.1323
ENSG00000185909,KLHDC8B,16,-0.8044,28,0.22462,29,0.31614
ENSG00000114316,USP4,26,0.00555,30,0.30691,22,-0.3289
ENSG00000067560,RHOA,243,0.18449,216,-0.0495,211,-0.1038
ENSG00000145022,TCTA,30,-0.4814,41,0.11928,43,0.22790
ENSG00000145029,NICN1,37,-0.4586,51,0.18825,50,0.14448
ENSG00000173402,DAG1,47,-0.0927,41,-0.3705,58,0.41760
ENSG00000164061,BSN,210,-0.4184,292,0.25163,269,0.05328
ENSG00000164062,APEH,58,-0.2988,84,0.50041,60,-0.2997
ENSG00000164068,RNF123,24,-0.4804,41,0.68545,26,-0.3765
ENSG00000176095,IP6K1,72,-0.6350,109,0.16255,114,0.28036
ENSG00000164076,CAMKV,227,-0.6088,317,-0.0002,377,0.42219
ENSG00000164077,MON1A,17,-0.9936,38,0.63806,30,-0.0078
ENSG00000004534,RBM6,29,-0.2116,28,-0.3291,40,0.46647
ENSG00000003756,RBM5,39,-0.9366,72,0.18882,79,0.42143
ENSG00000114353,GNAI2,154,0.18703,131,-0.1408,139,-0.0154
ENSG00000243477,NAA80,12,-0.8335,26,0.75399,17,-0.2233
ENSG00000114383,TUSC2,98,-0.3134,154,0.72645,89,-0.5525
ENSG00000114388,NPRL2,20,-0.5561,34,0.59168,24,-0.2177
ENSG00000126062,TMEM115,28,-0.5117,43,0.34704,38,0.01639
ENSG00000088543,C3orf18,18,-0.0728,16,-0.3687,22,0.40127
ENSG00000088538,DOCK3,70,-0.8336,127,0.31853,123,0.23830
ENSG00000145050,MANF,32,-0.4111,45,0.31333,39,-0.0156
ENSG00000259956,RBM15B,29,-0.3852,37,0.04838,40,0.23440
ENSG00000164081,TEX264,41,-0.2270,50,0.19606,46,-0.0247
ENSG00000164082,GRM2,8,-1.4850,27,0.89098,19,-0.0499
ENSG00000090097,PCBP4,32,0.12246,29,-0.0680,30,-0.0324
ENSG00000248487,ABHD14A,99,-0.5498,162,0.46336,129,-0.0818
ENSG00000162244,RPL29,835,0.53631,517,-0.4646,634,-0.0241
ENSG00000164086,DUSP7,19,-0.5621,33,0.59330,23,-0.2154
ENSG00000023330,ALAS1,27,-0.9015,63,0.88127,38,-0.3267
ENSG00000247596,TWF2,42,-0.6711,72,0.41369,62,0.04714
ENSG00000164091,WDR82,106,-0.4150,143,0.16909,141,0.13485
ENSG00000163930,BAP1,91,0.20179,68,-0.4303,91,0.24038
ENSG00000010322,NISCH,155,-0.3408,217,0.36621,177,-0.1210
ENSG00000168273,SMIM4,38,0.00331,32,-0.3343,43,0.31342
ENSG00000163939,PBRM1,17,-0.3375,21,0.07456,22,0.17647
ENSG00000163938,GNL3,29,-0.4816,49,0.65566,32,-0.3413
ENSG00000016864,GLT8D1,16,-1.1893,31,-0.1474,46,0.85886
ENSG00000114902,SPCS1,126,-0.6981,214,0.35429,195,0.12483
ENSG00000114904,NEK4,20,0.04555,19,-0.0725,20,0.03523
ENSG00000163932,PRKCD,17,-1.4107,55,0.86524,39,-0.0533
ENSG00000163931,TKT,58,-0.8996,124,0.62881,95,-0.0485
ENSG00000113811,SELENOK,121,0.07672,119,0.03592,112,-0.0991
ENSG00000157445,CACNA2D3,18,-1.1994,49,0.73831,37,-0.0122
ENSG00000187672,ERC2,87,0.05957,79,-0.1405,87,0.08987
ENSG00000163946,TASOR,12,-1.0703,20,-0.2149,30,0.86528
ENSG00000163947,ARHGEF3,28,-1.0324,73,0.92751,44,-0.3049
ENSG00000157500,APPL1,34,-0.3644,48,0.30949,41,-0.0440
ENSG00000174840,PDE12,12,-1.0929,24,0.13438,28,0.55077
ENSG00000168374,ARF4,56,-0.8859,111,0.47615,96,0.10532
ENSG00000163681,SLMAP,36,0.15015,33,-0.0163,32,-0.1078
ENSG00000163686,ABHD6,32,-0.8992,67,0.58807,52,-0.0052
ENSG00000163684,RPP14,14,-0.4496,20,0.22489,19,0.10145
ENSG00000168297,PXK,15,-1.0280,32,0.34839,31,0.30936
ENSG00000168291,PDHB,83,-0.2961,124,0.59922,81,-0.4150
ENSG00000168301,KCTD6,24,-0.5549,38,0.32390,34,0.06830
ENSG00000168309,FAM107A,562,0.81301,213,-1.1694,426,0.27180
ENSG00000144724,PTPRG,48,0.12379,36,-0.4934,52,0.35820
ENSG00000114405,C3orf14,81,-0.2709,97,0.06692,100,0.13762
ENSG00000163618,CADPS,98,-0.9970,246,0.95355,146,-0.3542
ENSG00000163630,SYNPR,149,-0.6076,225,0.19066,229,0.23603
ENSG00000163634,THOC7,98,-0.2430,142,0.60621,90,-0.4656
ENSG00000163636,PSMD6,47,-0.9417,89,0.23834,93,0.37547
ENSG00000163637,PRICKLE2,52,-0.2689,68,0.25968,59,-0.0602
ENSG00000151276,MAGI1,46,-0.6211,80,0.52069,62,-0.0975
ENSG00000144741,SLC25A26,38,-0.2476,57,0.66748,34,-0.5350
ENSG00000144749,LRIG1,75,0.72282,30,-1.1217,60,0.32431
ENSG00000183662,TAFA1,53,-0.7567,114,0.92439,65,-0.4662
ENSG00000144747,TMF1,17,-0.4231,23,0.24593,22,0.06229
ENSG00000144744,UBA3,32,-0.6901,52,0.23681,52,0.23918
ENSG00000144746,ARL6IP5,159,-0.8204,284,0.29320,280,0.25658
ENSG00000114861,FOXP1,32,-0.5072,46,0.17093,46,0.19324
ENSG00000163412,EIF4E3,40,-0.5610,53,-0.0512,65,0.44161
ENSG00000170837,GPR27,28,-0.4738,37,0.04685,41,0.29375
ENSG00000163602,RYBP,22,-0.8210,45,0.56657,35,-0.0261
ENSG00000163605,PPP4R2,27,-0.4515,31,-0.1984,42,0.50950
ENSG00000121440,PDZRN3,18,-0.1909,24,0.47229,17,-0.3522
ENSG00000113805,CNTN3,15,-1.2629,34,0.24557,38,0.51944
ENSG00000185008,ROBO2,25,-1.2903,73,0.87441,50,-0.1165
ENSG00000169855,ROBO1,29,-0.1271,27,-0.3068,37,0.38637
ENSG00000175161,CADM2,181,-0.6186,296,0.37447,260,0.05583
ENSG00000083937,CHMP2B,32,-0.5257,43,-0.0211,51,0.39155
ENSG00000163320,CGGBP1,54,-0.3392,63,-0.0688,74,0.31606
ENSG00000269028,MTRNR2L12,5355,1.62672,1058,-1.7615,2409,-0.2044
ENSG00000261292,AC110491.1,23,0.02952,17,-0.6269,29,0.54234
ENSG00000113966,ARL6,23,-0.4843,39,0.57128,27,-0.2441
ENSG00000080822,CLDND1,95,-0.6665,106,-0.5575,197,0.94993
ENSG00000080819,CPOX,12,-0.8281,19,-0.0628,24,0.60466
ENSG00000184220,CMSS1,61,-0.4644,84,0.18834,83,0.14818
ENSG00000036054,TBC1D23,15,-0.3233,20,0.30122,17,-0.0645
ENSG00000114021,NIT2,31,-0.8307,68,0.76843,45,-0.2411
ENSG00000154174,TOMM70,52,-0.7450,108,0.81487,67,-0.3464
ENSG00000114354,TFG,57,-0.3890,87,0.53048,62,-0.2663
ENSG00000174173,TRMT10C,19,-0.8165,32,0.20176,34,0.34534
ENSG00000081154,PCNP,151,0.21657,132,-0.0668,129,-0.1143
ENSG00000066422,ZBTB11,30,-0.1409,36,0.21404,31,-0.1087
ENSG00000114391,RPL24,803,0.52715,552,-0.2533,562,-0.2155
ENSG00000144815,NXPE3,17,-0.7120,32,0.59749,24,-0.1240
ENSG00000170017,ALCAM,42,-0.9984,72,-0.0695,97,0.69795
ENSG00000114439,BBX,29,0.30617,15,-1.0063,32,0.61080
ENSG00000196776,CD47,112,-0.4732,168,0.35270,144,-0.0149
ENSG00000114446,IFT57,25,-0.7929,53,0.75424,35,-0.2479
ENSG00000198919,DZIP3,49,-0.4233,71,0.30850,62,-0.0022
ENSG00000144827,ABHD10,35,-0.7798,67,0.50604,55,0.01446
ENSG00000144834,TAGLN3,348,-0.7103,649,0.58355,489,-0.1099
ENSG00000091972,CD200,68,-0.9986,150,0.58597,121,0.05009
ENSG00000144848,ATG3,56,0.27907,48,-0.0556,45,-0.1815
ENSG00000138459,SLC35A5,24,-0.3749,35,0.33522,29,-0.0638
ENSG00000163608,NEPRO,13,-1.0599,25,0.13579,30,0.53378
ENSG00000206530,CFAP44,13,-0.6622,17,-0.2514,25,0.68442
ENSG00000072858,SIDT1,15,-0.6964,34,1.14221,15,-0.7748
ENSG00000121579,NAA50,43,-0.3171,59,0.35015,48,-0.1210
ENSG00000114573,ATP6V1A,194,-0.7579,405,0.82392,251,-0.3486
ENSG00000184307,ZDHHC23,10,-1.5698,37,1.06682,23,-0.2062
ENSG00000172020,GAP43,484,-0.9525,1152,0.87941,721,-0.2951
ENSG00000185565,LSAMP,110,-0.1561,102,-0.3492,143,0.44488
ENSG00000113845,TIMMDC1,45,-0.2840,46,-0.2761,64,0.46935
ENSG00000138495,COX17,157,0.19022,154,0.18449,121,-0.3567
ENSG00000082701,GSK3B,65,-0.3837,94,0.38478,76,-0.1104
ENSG00000163428,LRRC58,20,-0.3241,23,-0.0860,27,0.32210
ENSG00000065518,NDUFB4,373,-0.0150,394,0.10854,360,-0.0983
ENSG00000144840,RABL3,23,0.20696,21,-0.0388,20,-0.1343
ENSG00000145087,STXBP5L,34,-0.5544,59,0.60381,42,-0.2323
ENSG00000173230,GOLGB1,33,-0.8259,71,0.81370,45,-0.2949
ENSG00000114023,FAM162A,111,-0.4698,144,0.02402,163,0.31326
ENSG00000114030,KPNA1,45,-0.5518,74,0.45534,59,-0.0719
ENSG00000173175,ADCY5,40,-0.1014,46,0.20559,40,-0.1308
ENSG00000206527,HACD2,42,-0.4248,53,0.02812,59,0.28023
ENSG00000065534,MYLK,22,0.43338,9,-1.3995,24,0.76180
ENSG00000160145,KALRN,102,-0.6957,179,0.43667,152,0.03790
ENSG00000163848,ZNF148,25,-0.3975,34,0.20649,32,0.08530
ENSG00000114520,SNX4,29,-0.5008,44,0.30107,40,0.05706
ENSG00000114544,SLC41A3,95,-0.3755,146,0.57756,100,-0.3294
ENSG00000144908,ALDH1L1,50,1.00165,8,-2.3173,41,0.69238
ENSG00000159685,CHCHD6,91,-0.3868,115,0.05378,124,0.23023
ENSG00000114554,PLXNA1,32,-0.9241,71,0.75097,49,-0.1678
ENSG00000163870,TPRA1,24,0.12681,25,0.23467,19,-0.3549
ENSG00000114631,PODXL2,92,-0.9293,197,0.60061,155,-0.0021
ENSG00000114626,ABTB1,43,-0.3032,63,0.53841,43,-0.3394
ENSG00000074416,MGLL,143,0.38680,96,-0.4480,123,0.09767
ENSG00000058262,SEC61A1,47,-0.1299,55,0.20581,48,-0.1086
ENSG00000175792,RUVBL1,12,-0.9071,25,0.51666,21,0.07450
ENSG00000163902,RPN1,82,-0.3898,122,0.46015,93,-0.1878
ENSG00000075785,RAB7A,161,-0.3110,226,0.42208,174,-0.2035
ENSG00000177646,ACAD9,24,-0.3001,35,0.45093,26,-0.2434
ENSG00000169714,CNBP,159,0.00702,151,-0.1021,165,0.09481
ENSG00000181789,COPG1,44,-0.9533,94,0.56143,77,0.05219
ENSG00000183624,HMCES,36,-0.1944,46,0.34045,36,-0.2026
ENSG00000184897,H1FX,186,-0.2394,227,0.16689,213,0.01432
ENSG00000129071,MBD4,24,-0.3598,28,-0.0520,33,0.31396
ENSG00000163913,IFT122,34,0.09748,34,0.11665,30,-0.2008
ENSG00000004399,PLXND1,39,0.06740,42,0.29962,31,-0.3747
ENSG00000172765,TMCC1,21,-0.7573,27,-0.3692,44,0.84152
ENSG00000196455,PIK3R4,16,-0.7641,33,0.77710,21,-0.2914
ENSG00000017260,ATP2C1,83,-0.6851,163,0.74633,106,-0.3065
ENSG00000198585,NUDT16,29,-1.0490,67,0.57403,56,0.08833
ENSG00000114686,MRPL3,34,-0.8295,70,0.65597,51,-0.1176
ENSG00000196353,CPNE4,11,-2.4118,89,2.05055,28,-1.0230
ENSG00000138246,DNAJC13,18,-0.4551,26,0.24737,24,0.08221
ENSG00000081307,UBA5,25,-0.6162,36,0.06352,41,0.36563
ENSG00000144868,TMEM108,16,-0.6551,33,0.86211,19,-0.4605
ENSG00000091527,CDV3,51,-0.2321,60,0.10917,59,0.06764
ENSG00000163781,TOPBP1,13,-0.9661,30,0.72486,21,-0.1160
ENSG00000091513,TF,50,-1.5676,53,-1.6595,248,2.24080
ENSG00000144867,SRPRB,35,-0.5262,61,0.63442,41,-0.2859
ENSG00000154917,RAB6B,427,-0.4718,587,0.14591,599,0.19541
ENSG00000114019,AMOTL2,18,-0.2376,28,0.77474,15,-0.6756
ENSG00000129055,ANAPC13,58,-0.3011,85,0.52502,59,-0.3258
ENSG00000114054,PCCB,23,-0.6106,34,0.10940,37,0.31786
ENSG00000168917,SLC35G2,15,-0.4380,32,1.43129,9,-1.4071
ENSG00000114098,ARMC8,36,-0.4244,51,0.29700,45,0.01043
ENSG00000158186,MRAS,127,-0.0044,134,0.11315,121,-0.1117
ENSG00000051382,PIK3CB,32,-0.8819,49,-0.1528,70,0.71565
ENSG00000175110,MRPS22,22,-0.7434,41,0.53651,32,-0.0393
ENSG00000184432,COPB2,30,-0.7071,54,0.45757,45,0.02279
ENSG00000114115,RBP1,38,1.36089,7,-1.8587,21,0.13276
ENSG00000158258,CLSTN2,30,-1.9531,165,1.59429,70,-0.6514
ENSG00000114120,SLC25A36,30,-0.8300,63,0.66265,46,-0.1246
ENSG00000177311,ZBTB38,29,-0.8877,49,0.04225,60,0.53733
ENSG00000114125,RNF7,102,0.10187,92,-0.1118,98,0.02772
ENSG00000069849,ATP1B3,51,-0.6530,97,0.71544,64,-0.2924
ENSG00000114126,TFDP2,18,-0.4001,21,-0.1474,27,0.42977
ENSG00000175054,ATR,13,-0.4940,19,0.16193,19,0.19378
ENSG00000144935,TRPC1,20,-0.5434,41,1.05170,19,-0.7754
ENSG00000163714,U2SURP,34,-0.4294,47,0.20244,45,0.11082
ENSG00000175040,CHST2,45,-0.0886,42,-0.2435,53,0.30082
ENSG00000163754,GYG1,30,-0.3076,49,0.81651,26,-0.6684
ENSG00000071794,HLTF,18,-0.7124,35,0.70046,24,-0.2374
ENSG00000082996,RNF13,36,-0.6844,62,0.36647,56,0.10413
ENSG00000070087,PFN2,393,-0.5361,622,0.41024,518,-0.0341
ENSG00000196428,TSC22D2,35,-0.2638,33,-0.4320,51,0.59189
ENSG00000120742,SERP1,133,0.50105,92,-0.2598,96,-0.1838
ENSG00000144895,EIF2A,40,0.01122,32,-0.4957,48,0.44768
ENSG00000198843,SELENOT,119,-0.3852,151,0.05991,161,0.22313
ENSG00000181788,SIAH2,20,-0.7938,33,0.06185,39,0.46862
ENSG00000144893,MED12L,15,-0.3179,14,-0.5082,23,0.69272
ENSG00000152601,MBNL1,58,-0.3665,90,0.61207,59,-0.3757
ENSG00000181467,RAP2B,35,-0.5414,50,0.11513,53,0.26996
ENSG00000174953,DHX36,35,-0.7116,66,0.58656,50,-0.1124
ENSG00000163655,GMPS,20,-0.6974,32,0.13234,35,0.34658
ENSG00000169282,KCNAB1,31,-1.0091,78,0.95560,46,-0.3498
ENSG00000114850,SSR3,68,-0.1473,75,0.03012,77,0.08403
ENSG00000174891,RSRC1,38,0.34647,22,-0.7492,37,0.38486
ENSG00000178053,MLF1,19,-0.3102,17,-0.5957,30,0.75967
