Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to9,Feature log2 fold change topic 3to9
ENSG00000228794,LINC01128,146,3.04474,2,-4.0170,20,-1.8963
ENSG00000188976,NOC2L,146,1.81698,47,-0.1850,40,-1.2513
ENSG00000188290,HES4,146,-0.1117,776,3.27861,70,-2.7119
ENSG00000187608,ISG15,146,0.40484,144,0.38194,106,-0.4595
ENSG00000188157,AGRN,146,1.84759,80,0.71614,35,-1.6956
ENSG00000078808,SDF4,146,0.76776,182,1.15949,72,-1.1847
ENSG00000176022,B3GALT6,146,1.81613,46,-0.2331,41,-1.2329
ENSG00000160087,UBE2J2,146,1.61008,55,-0.1027,47,-1.1039
ENSG00000131584,ACAP3,146,0.52959,93,-0.2193,102,-0.2209
ENSG00000127054,INTS11,146,1.38196,117,0.96458,47,-1.4701
ENSG00000224051,CPTP,146,2.10425,36,-0.4084,33,-1.4339
ENSG00000107404,DVL1,146,0.79751,147,0.80451,75,-0.9627
ENSG00000175756,AURKAIP1,146,-0.3400,211,0.25115,182,0.02383
ENSG00000221978,CCNL2,146,1.15917,108,0.62308,59,-1.0991
ENSG00000242485,MRPL20,146,-0.3297,152,-0.2680,189,0.33664
ENSG00000179403,VWA1,146,1.00662,160,1.17245,60,-1.3449
ENSG00000205090,TMEM240,146,1.39951,8,-3.1067,62,-0.3154
ENSG00000160075,SSU72,146,-0.0750,111,-0.5070,160,0.31358
ENSG00000228594,FNDC10,146,1.79858,33,-0.7701,43,-1.0478
ENSG00000197530,MIB2,146,1.67750,50,-0.1938,45,-1.1264
ENSG00000008130,NADK,146,2.55642,36,-0.0934,23,-1.9726
ENSG00000078369,GNB1,146,-1.4712,339,-0.1722,416,0.77601
ENSG00000187730,GABRD,146,0.66833,20,-2.3839,102,0.29283
ENSG00000067606,PRKCZ,146,-0.5171,85,-1.3563,228,0.97537
ENSG00000162585,FAAP20,146,0.63057,135,0.49562,89,-0.6663
ENSG00000157933,SKI,146,1.41710,86,0.47135,50,-1.2102
