"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
1,"enrichment","dlpfc_Oligo.1","LINC02343",6.59515638805061,5.70656848007274e-09,8.79667531203213e-05,9948,2.76498862971766,"ENSG00000271850"
2,"enrichment","dlpfc_Oligo.1","MBOAT1",6.30734073885196,1.91607300577383e-08,9.84542179466787e-05,4978,3.05311450777524,"ENSG00000172197"
3,"enrichment","dlpfc_Oligo.1","LINC00609",5.67660140310239,2.58503620671865e-07,0.000746696039410618,10305,1.90405862862978,"ENSG00000257585"
4,"enrichment","dlpfc_Oligo.1","AC110809.1",5.54359872209297,4.42473557938527e-07,0.000832543117938574,3713,2.00463786249779,"ENSG00000287383"
5,"enrichment","dlpfc_Oligo.1","PZP",5.2982976769443,1.17791235134436e-06,0.00144281254375648,9154,2.01260100211683,"ENSG00000126838"
6,"enrichment","dlpfc_Oligo.1","AC111152.2",5.2736848042756,1.2983034145549e-06,0.00144281254375648,10741,1.7256162010505,"ENSG00000259647"
7,"enrichment","dlpfc_Oligo.1","NMUR2",5.2225919132696,1.58804375026506e-06,0.001529980900646,4735,2.17234745650006,"ENSG00000132911"
8,"enrichment","dlpfc_Oligo.1","KANK4",5.00514892498555,3.70942097384999e-06,0.00272289163389989,537,2.78657640029414,"ENSG00000132854"
9,"enrichment","dlpfc_Oligo.1","HOXD1",4.9628402946116,4.36748182723873e-06,0.00300757662552792,2222,1.98275403947794,"ENSG00000128645"
10,"enrichment","dlpfc_Oligo.1","C12orf56",4.95580428496795,4.48746431314578e-06,0.00300757662552792,9494,2.3548910602328,"ENSG00000185306"
1,"enrichment","dlpfc_Oligo.2","ARMC7",3.63452749827693,0.000512476797193044,0.416610302618045,12579,1.41395962978551,"ENSG00000125449"
2,"enrichment","dlpfc_Oligo.2","LINC00463",3.52544028117678,0.000730988995791399,0.416610302618045,9908,1.55694816385069,"ENSG00000234056"
3,"enrichment","dlpfc_Oligo.2","SLC39A1",3.42916640433777,0.000994714787650494,0.416610302618045,928,1.43352104143269,"ENSG00000143570"
4,"enrichment","dlpfc_Oligo.2","COL4A2",3.30862438295341,0.00145224276237794,0.416610302618045,10161,1.46380213667212,"ENSG00000134871"
5,"enrichment","dlpfc_Oligo.2","LINC02192",3.29691154501858,0.00150596983077798,0.416610302618045,11581,1.03141405514092,"ENSG00000261325"
6,"enrichment","dlpfc_Oligo.2","PYDC1",3.25508971477859,0.00171343982849635,0.416610302618045,11564,0.955693524477917,"ENSG00000169900"
