"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
1,"enrichment","hpc_Oligo.1","SYTL2",3.10268275412826,0.0032500981356267,0.506905670118178,1808,0.429493972177382,"ENSG00000137501"
2,"enrichment","hpc_Oligo.1","RASSF8",3.06303364798766,0.00362959325005767,0.506905670118178,822,0.467678003417341,"ENSG00000123094"
3,"enrichment","hpc_Oligo.1","CRYL1",2.95533420648836,0.00488080500314873,0.567583874330134,3098,0.332725763900361,"ENSG00000165475"
4,"enrichment","hpc_Oligo.1","MBOAT1",2.8987118290086,0.00569024702173207,0.593225550571184,7819,1.47829933587936,"ENSG00000172197"
5,"enrichment","hpc_Oligo.1","PLCG1",2.87851190126365,0.00600808628241636,0.593225550571184,5970,0.409966647032321,"ENSG00000124181"
6,"enrichment","hpc_Oligo.1","FAR1",2.87416597044807,0.00607859197928727,0.593225550571184,2966,0.29635900350843,"ENSG00000197601"
7,"enrichment","hpc_Oligo.1","PRELID2",2.85444166576531,0.00640835909693956,0.596333298876419,478,0.533386940768011,"ENSG00000186314"
8,"enrichment","hpc_Oligo.1","RFX3-AS1",2.85412960813812,0.00641370739541548,0.596333298876419,1517,0.326411156578144,"ENSG00000232104"
9,"enrichment","hpc_Oligo.1","ELOVL1",2.83138188071218,0.00681492856059506,0.596333298876419,7740,0.595879998364363,"ENSG00000066322"
10,"enrichment","hpc_Oligo.1","ATG4C",2.77146973407082,0.00798567504978088,0.596751860933969,1803,0.272090311506337,"ENSG00000125703"
1,"enrichment","hpc_Oligo.2","ELAVL1",3.55208449728171,0.000885508371082725,0.998690855147633,5375,0.417638774761505,"ENSG00000066044"
2,"enrichment","hpc_Oligo.2","COLEC12",3.50109976460508,0.001030612392785,0.998690855147633,656,0.771013329353395,"ENSG00000158270"
3,"enrichment","hpc_Oligo.2","SH2B1",3.2683073912195,0.00203316019795917,0.998690855147633,5843,0.594298247328861,"ENSG00000178188"
4,"enrichment","hpc_Oligo.2","AURKAIP1",3.12448845816167,0.00305768212378877,0.998690855147633,6446,0.7018363795568,"ENSG00000175756"
5,"enrichment","hpc_Oligo.2","AC110285.1",3.00365751370001,0.00427645974385649,0.998690855147633,5619,0.42302308541714,"ENSG00000262223"
6,"enrichment","hpc_Oligo.2","PTOV1",2.94099212030083,0.00507508976897524,0.998690855147633,5825,0.343358118779899,"ENSG00000104960"
7,"enrichment","hpc_Oligo.2","EXOSC10",2.87989142944977,0.00598596169487416,0.998690855147633,5288,0.419047669662324,"ENSG00000171824"
8,"enrichment","hpc_Oligo.2","THOP1",2.85081457496961,0.00647088059826609,0.998690855147633,7447,0.745926886241117,"ENSG00000172009"
9,"enrichment","hpc_Oligo.2","PLD3",2.82389148725774,0.00695216244272286,0.998690855147633,2580,0.280052129819597,"ENSG00000105223"
10,"enrichment","hpc_Oligo.2","FAM50A",2.81159820306817,0.00718277660744003,0.998690855147633,6892,0.460879174469273,"ENSG00000071859"
1,"enrichment","hpc_Oligo.3","RBFOX1",8.71552975675299,2.35008333883411e-11,1.85774087934837e-07,11,1.8212281287411,"ENSG00000078328"
2,"enrichment","hpc_Oligo.3","PPP2R2C",6.68892588756442,2.49561727027704e-08,4.931963630385e-05,1062,0.729300990192148,"ENSG00000074211"
3,"enrichment","hpc_Oligo.3","NEGR1",6.05629998157688,2.26204863177458e-07,0.000357629888683562,68,0.732499802996193,"ENSG00000172260"
4,"enrichment","hpc_Oligo.3","SNHG14",5.68005281166898,8.33602341576478e-07,0.00109827108502701,76,0.734805408853912,"ENSG00000224078"
5,"enrichment","hpc_Oligo.3","AFF3",5.53811822487067,1.35990185861281e-06,0.001523601364714,345,1.65723753581113,"ENSG00000144218"
6,"enrichment","hpc_Oligo.3","IQCJ-SCHIP1",5.24755065628586,3.68040831860947e-06,0.00250983436778657,17,0.814217076009207,"ENSG00000283154"
7,"enrichment","hpc_Oligo.3","OPCML",5.20188192436997,4.29990216301133e-06,0.00250983436778657,15,1.4026398530065,"ENSG00000183715"
8,"enrichment","hpc_Oligo.3","RASGRF1",5.19451983063781,4.40898733976804e-06,0.00250983436778657,1150,1.01356231113907,"ENSG00000058335"
9,"enrichment","hpc_Oligo.3","ZDHHC14",5.04178448853341,7.40138979834613e-06,0.00325044368644034,650,0.50748316515105,"ENSG00000175048"
10,"enrichment","hpc_Oligo.3","GRIA3",4.91315271705216,1.14176563467169e-05,0.004297932067657,367,0.740175410632256,"ENSG00000125675"
1,"enrichment","hpc_Oligo.4","STOX2",3.29667716041848,0.00187395405066884,0.999186819937609,1149,0.267307071017922,"ENSG00000173320"
2,"enrichment","hpc_Oligo.4","DIDO1",3.0718467023702,0.00354198685119029,0.999186819937609,4909,0.348157526345392,"ENSG00000101191"
3,"enrichment","hpc_Oligo.4","RGL1",3.07093642070411,0.00355096110064876,0.999186819937609,1355,0.207228935392466,"ENSG00000143344"
