"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
1,"enrichment","dlpfc_Oligo.1","MBOAT1",5.93673580362429,1.26028899621699e-07,0.00179881048430051,4599,3.04568359156811,"ENSG00000172197"
2,"enrichment","dlpfc_Oligo.1","LINC02343",5.55156224472824,5.68151818447694e-07,0.00261114194866547,9232,2.56049755814975,"ENSG00000271850"
3,"enrichment","dlpfc_Oligo.1","LINC00609",5.41607415382806,9.58219507464914e-07,0.00261114194866547,9560,1.90974454605414,"ENSG00000257585"
4,"enrichment","dlpfc_Oligo.1","AC111152.2",5.38068454914321,1.09765653275365e-06,0.00261114194866547,9980,1.87541912329948,"ENSG00000259647"
5,"enrichment","dlpfc_Oligo.1","C12orf56",5.19225421745609,2.25135778150232e-06,0.00317381586147642,8813,2.57185732271438,"ENSG00000185306"
6,"enrichment","dlpfc_Oligo.1","AC110809.1",5.17220350393813,2.42894027631923e-06,0.00317381586147642,3439,2.0886416185045,"ENSG00000287383"
7,"enrichment","dlpfc_Oligo.1","PZP",5.02591656261829,4.21293351933099e-06,0.00377755725451078,8499,2.05356027687431,"ENSG00000126838"
8,"enrichment","dlpfc_Oligo.1","AC108721.1",4.96472708101344,5.29504039382856e-06,0.00419867286339528,8798,2.06539440557189,"ENSG00000258214"
9,"enrichment","dlpfc_Oligo.1","AC010974.2",4.90620503873308,6.58249254612959e-06,0.00427054164140489,1934,2.81061142479171,"ENSG00000286068"
10,"enrichment","dlpfc_Oligo.1","AC012494.2",4.88481005514016,7.12586328667543e-06,0.00442206289959645,1732,2.5205190966165,"ENSG00000229494"
1,"enrichment","dlpfc_Oligo.2","ARMC7",3.6201155292119,0.00057662420625577,0.314063591829261,11680,1.54322221423772,"ENSG00000125449"
2,"enrichment","dlpfc_Oligo.2","ACTA2",3.48963565348045,0.000873147908882453,0.314063591829261,7393,1.32649298962092,"ENSG00000107796"
3,"enrichment","dlpfc_Oligo.2","PLCD1",3.4217948361313,0.00107967980347676,0.314063591829261,2523,1.41136483228429,"ENSG00000187091"
4,"enrichment","dlpfc_Oligo.2","STK32B",3.39057847708556,0.00118952822745135,0.314063591829261,3265,1.34407597454626,"ENSG00000152953"
5,"enrichment","dlpfc_Oligo.2","COL4A2",3.38924415502885,0.00119445138874693,0.314063591829261,9432,1.61473636372106,"ENSG00000134871"
6,"enrichment","dlpfc_Oligo.2","TOX2",3.37649340891652,0.00124247814526854,0.314063591829261,13168,1.76687525974176,"ENSG00000124191"
7,"enrichment","dlpfc_Oligo.2","IGHMBP2",3.3729047451865,0.00125632065538525,0.314063591829261,8088,1.85524646006669,"ENSG00000132740"
8,"enrichment","dlpfc_Oligo.2","CHRNA7",3.3589516763772,0.00131153806768623,0.314063591829261,9988,1.45840793223257,"ENSG00000175344"
9,"enrichment","dlpfc_Oligo.2","LINC00463",3.35097674712329,0.00134411868710111,0.314063591829261,9194,1.58351328993487,"ENSG00000234056"
10,"enrichment","dlpfc_Oligo.2","AL162493.1",3.32616372999973,0.00145044278561676,0.314063591829261,9371,1.51134109400104,"ENSG00000288016"
1,"enrichment","dlpfc_Oligo.3","LINC02398",4.36453552939609,4.65368938064926e-05,0.289239300370985,8544,1.94939207563089,"ENSG00000256287"
2,"enrichment","dlpfc_Oligo.3","MARCH4",4.2620129854405,6.67293862354453e-05,0.289239300370985,2231,2.1656231835899,"ENSG00000144583"
3,"enrichment","dlpfc_Oligo.3","TMEM266",4.2526030614629,6.89595885044384e-05,0.289239300370985,10282,1.94262005472549,"ENSG00000169758"
4,"enrichment","dlpfc_Oligo.3","NPFFR2",3.98597242214316,0.000172448587448177,0.289239300370985,3451,1.62976171898421,"ENSG00000056291"
5,"enrichment","dlpfc_Oligo.3","LRFN2",3.95549641272016,0.000191130263549508,0.289239300370985,4781,2.4264203024746,"ENSG00000156564"
6,"enrichment","dlpfc_Oligo.3","GRIN3A",3.87935145388222,0.000246695162793577,0.289239300370985,6802,2.04572204848491,"ENSG00000198785"
7,"enrichment","dlpfc_Oligo.3","COL19A1",3.82194824717462,0.00029851391083957,0.289239300370985,4885,1.95522693551658,"ENSG00000082293"
8,"enrichment","dlpfc_Oligo.3","AC018754.1",3.82146013100159,0.000298996345563677,0.289239300370985,4072,1.557789915561,"ENSG00000285190"
9,"enrichment","dlpfc_Oligo.3","AL109615.4",3.76786178987985,0.000356765615977003,0.289239300370985,4825,1.62388122061797,"ENSG00000287562"
10,"enrichment","dlpfc_Oligo.3","LINC01811",3.7541129581529,0.000373223126132555,0.289239300370985,2511,1.88848152219307,"ENSG00000226320"
1,"enrichment","dlpfc_Oligo.4","AL592295.5",4.27542180244311,6.41369873553357e-05,0.915427220522706,958,1.51778767893189,"ENSG00000288093"
2,"enrichment","dlpfc_Oligo.4","TCEAL1",3.43956956734005,0.00102498067141147,0.973316327671402,14066,1.87117052071617,"ENSG00000172465"
3,"enrichment","dlpfc_Oligo.4","UBE2L6",3.37617620906795,0.00124768683045661,0.973316327671402,7893,1.64855770614001,"ENSG00000156587"
4,"enrichment","dlpfc_Oligo.4","CKMT1B",3.26473057258439,0.00175382411391845,0.973316327671402,10072,1.67052184399403,"ENSG00000237289"
5,"enrichment","dlpfc_Oligo.4","C2orf80",3.24361985718403,0.00186926727745058,0.973316327671402,2204,1.85992439659484,"ENSG00000188674"
6,"enrichment","dlpfc_Oligo.4","GADD45A",3.18292667669537,0.00224220794775291,0.973316327671402,535,1.51525883161662,"ENSG00000116717"
7,"enrichment","dlpfc_Oligo.4","LINC02668",3.16518743555558,0.00236374185741595,0.973316327671402,7079,1.415663196677,"ENSG00000226762"
8,"enrichment","dlpfc_Oligo.4","AF106564.1",3.13786765611447,0.00256304227772259,0.973316327671402,6040,1.40636674274587,"ENSG00000272163"
9,"enrichment","dlpfc_Oligo.4","PRSS3",3.13547025052962,0.00258126227510763,0.973316327671402,6583,1.71607218843769,"ENSG00000010438"
10,"enrichment","dlpfc_Oligo.4","GADD45GIP1",3.04786143660158,0.00333643312520974,0.973316327671402,12311,1.59706321915754,"ENSG00000179271"
1,"enrichment","dlpfc_Oligo.5","CCDC107",3.47860064637561,0.000903061835923406,0.00937681901811658,6613,1.98186889217899,"ENSG00000159884"
2,"enrichment","dlpfc_Oligo.5","SYCE1",2.9393919337592,0.00454443972313188,0.0245100725457821,7636,1.58301585171106,"ENSG00000171772"
3,"enrichment","dlpfc_Oligo.5","AJ009632.2",2.63239680488265,0.0105733912927378,0.0420139236974518,13321,1.60951907113797,"ENSG00000229425"
4,"enrichment","dlpfc_Oligo.5","UQCRHL",2.61177125615752,0.0111670930712071,0.0434613014081368,134,1.0844179040436,"ENSG00000233954"
5,"enrichment","dlpfc_Oligo.5","TMEM271",2.57886102012323,0.0121773548907657,0.0459321845549415,3217,1.35277988813167,"ENSG00000273238"
6,"enrichment","dlpfc_Oligo.5","SYNGR3",2.45658820335928,0.0166969238323202,0.0563392893282994,10483,1.47748970858436,"ENSG00000127561"
7,"enrichment","dlpfc_Oligo.5","DDT",2.43164357116001,0.0177861363438581,0.0586452313255825,13517,1.61180475537457,"ENSG00000099977"
8,"enrichment","dlpfc_Oligo.5","KLK7",2.40809146247607,0.018872563346637,0.0608859883643897,12804,1.1749809643048,"ENSG00000169035"
9,"enrichment","dlpfc_Oligo.5","LIX1",2.39276481455998,0.0196110837077705,0.0625914574599752,4109,1.26259015272482,"ENSG00000145721"
10,"enrichment","dlpfc_Oligo.5","AC010913.1",2.3873552382178,0.0198778481866162,0.0631463447958096,1692,1.06851162161114,"ENSG00000272702"
1,"enrichment","dlpfc_Oligo.6","AC068489.1",3.7394583945384,0.000388342314338618,0.00173973943896896,2279,1.52936111547968,"ENSG00000234446"
2,"enrichment","dlpfc_Oligo.6","AC107373.2",3.1808693306528,0.00223892054867738,0.00670924060282853,6043,1.35674464017118,"ENSG00000272157"
3,"enrichment","dlpfc_Oligo.6","CCL27",2.9254149101971,0.00471337064455547,0.0120563578448378,6601,1.10415669552079,"ENSG00000213927"
4,"enrichment","dlpfc_Oligo.6","PPP1R1C",2.81056207908009,0.00650464278744377,0.0156335144211919,2086,1.26131297045458,"ENSG00000150722"
5,"enrichment","dlpfc_Oligo.6","AL138740.1",2.75074394294203,0.0076682304388889,0.0178383440956645,4588,1.00780639679599,"ENSG00000287359"
6,"enrichment","dlpfc_Oligo.6","EFCAB12",2.70296517653487,0.00873148545437147,0.0197910897078361,2933,0.946676548842082,"ENSG00000172771"
7,"enrichment","dlpfc_Oligo.6","IPO4",2.56820975740486,0.0124957372368419,0.0264342163304348,9510,1.12534824101777,"ENSG00000196497"
8,"enrichment","dlpfc_Oligo.6","AC012150.1",2.56196336016554,0.0127015122777078,0.0267587778142448,8581,0.934057504603301,"ENSG00000257258"
