"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
1,"enrichment","dlpfc_Oligo.1","LINC01445",5.69299372608332,1.42669799767631e-07,0.00073888689299656,4036,3.23433056306235,"ENSG00000231427"
2,"enrichment","dlpfc_Oligo.1","DPYD-AS1",5.50232196409612,3.24997076650243e-07,0.00104674319157689,461,2.97578789777028,"ENSG00000232878"
3,"enrichment","dlpfc_Oligo.1","SAMMSON",5.3476733231451,6.27747674753926e-07,0.00108370173585019,2003,3.23739868927811,"ENSG00000240405"
4,"enrichment","dlpfc_Oligo.1","MVB12B",5.29054231821035,7.98793047752198e-07,0.00118198548408818,5073,1.93616072409477,"ENSG00000196814"
5,"enrichment","dlpfc_Oligo.1","LINC02511",5.25531566313077,9.26172172347263e-07,0.00119916142014662,2677,3.12134809495894,"ENSG00000248869"
6,"enrichment","dlpfc_Oligo.1","MAN2A1",5.15203644783141,1.42520608635738e-06,0.00143856599584859,3057,2.29691346036682,"ENSG00000112893"
7,"enrichment","dlpfc_Oligo.1","LINC00609",5.12758895141572,1.57731587633885e-06,0.00143856599584859,7033,2.54973303464031,"ENSG00000257585"
8,"enrichment","dlpfc_Oligo.1","FMNL2",5.09963327334856,1.77072656548839e-06,0.00143856599584859,1423,1.6085360374574,"ENSG00000157827"
9,"enrichment","dlpfc_Oligo.1","AC109492.1",5.07782055749976,1.93753961593279e-06,0.00143856599584859,3008,2.41137557104562,"ENSG00000249061"
10,"enrichment","dlpfc_Oligo.1","PTCSC3",5.0769652977313,1.94438346610159e-06,0.00143856599584859,7034,2.81817426894143,"ENSG00000259104"
1,"enrichment","dlpfc_Oligo.2","SPATA22",3.40459936804353,0.00097442242707348,0.409258976753554,8109,2.1447243036178,"ENSG00000141255"
2,"enrichment","dlpfc_Oligo.2","PACRG-AS3",3.38029479976671,0.00105450544275962,0.409258976753554,3852,2.08175406123281,"ENSG00000225683"
3,"enrichment","dlpfc_Oligo.2","HSD11B1",3.32223225777405,0.00127155800146912,0.409258976753554,827,1.8647999828013,"ENSG00000117594"
4,"enrichment","dlpfc_Oligo.2","CPB1",3.29712210256339,0.00137784771563551,0.409258976753554,2199,1.9734358308164,"ENSG00000153002"
5,"enrichment","dlpfc_Oligo.2","LINC01792",3.17524729313605,0.00202260788248982,0.409258976753554,1564,2.18480180798918,"ENSG00000237166"
6,"enrichment","dlpfc_Oligo.2","LINC02511",3.15056453376321,0.0021835473828579,0.409258976753554,2677,2.02511156037986,"ENSG00000248869"
7,"enrichment","dlpfc_Oligo.2","AC004690.2",3.14726725276831,0.00220592790580899,0.409258976753554,4263,2.33195539227148,"ENSG00000241345"
8,"enrichment","dlpfc_Oligo.2","LINC01299",3.14680922874102,0.00220905361633562,0.409258976753554,4549,2.01438398735416,"ENSG00000254081"
9,"enrichment","dlpfc_Oligo.2","SLC45A3",3.14316182030576,0.00223409232617023,0.409258976753554,813,2.07923114881129,"ENSG00000158715"
10,"enrichment","dlpfc_Oligo.2","PDGFD",3.13706357659209,0.0022765464305399,0.409258976753554,6054,1.67892896552263,"ENSG00000170962"
1,"enrichment","dlpfc_Oligo.3","PCDH8",3.13411012925681,0.00229584093703605,0.635540023059003,6867,1.57441969878453,"ENSG00000136099"
2,"enrichment","dlpfc_Oligo.3","TRUB2",2.91380735040198,0.00445576724339359,0.635540023059003,5091,1.63202015886854,"ENSG00000167112"
3,"enrichment","dlpfc_Oligo.3","SFXN3",2.83671639521939,0.00557586488730601,0.635540023059003,5494,1.55331997625548,"ENSG00000107819"
4,"enrichment","dlpfc_Oligo.3","GPAA1",2.82477955099218,0.00577075765199649,0.635540023059003,4747,1.49789022777442,"ENSG00000197858"
5,"enrichment","dlpfc_Oligo.3","PSMG3",2.81942306530885,0.00586022490797449,0.635540023059003,3880,1.41377042623853,"ENSG00000157778"
6,"enrichment","dlpfc_Oligo.3","CALB1",2.77370420507432,0.00667712066909673,0.635540023059003,4612,1.34172183540118,"ENSG00000104327"
7,"enrichment","dlpfc_Oligo.3","TYMSOS",2.75851163547644,0.00697079483765563,0.635540023059003,8626,1.70144702105438,"ENSG00000176912"
8,"enrichment","dlpfc_Oligo.3","APBB1IP",2.74039905961399,0.0073362888153623,0.635540023059003,5263,1.43422192399637,"ENSG00000077420"
9,"enrichment","dlpfc_Oligo.3","THYN1",2.71887651508354,0.00779325411589878,0.635540023059003,6169,1.3320265258311,"ENSG00000151500"
10,"enrichment","dlpfc_Oligo.3","RBP7",2.70520721514296,0.00809677866617168,0.635540023059003,66,1.43352148267244,"ENSG00000162444"
1,"enrichment","dlpfc_Oligo.4","CENPB",3.70203857529966,0.000359811751031927,0.976728531760764,9426,1.92994876191992,"ENSG00000125817"
2,"enrichment","dlpfc_Oligo.4","GADD45GIP1",3.39088801400174,0.00101878053033685,0.976728531760764,8999,1.58733721563236,"ENSG00000179271"
3,"enrichment","dlpfc_Oligo.4","CAVIN1",3.12378439736508,0.00237144716587933,0.976728531760764,8343,1.87509331580748,"ENSG00000177469"
4,"enrichment","dlpfc_Oligo.4","DPM3",3.09834632643572,0.00256392090606432,0.976728531760764,622,1.53128186053562,"ENSG00000179085"
5,"enrichment","dlpfc_Oligo.4","SAP30L",3.0218889786916,0.00323326705075752,0.976728531760764,3243,1.57536862824999,"ENSG00000164576"
6,"enrichment","dlpfc_Oligo.4","PRCD",2.96883177651552,0.00378917595311063,0.976728531760764,8552,1.57946764152612,"ENSG00000214140"
7,"enrichment","dlpfc_Oligo.4","SEC13",2.91365277582305,0.00445988222571574,0.976728531760764,1763,1.58962871049697,"ENSG00000157020"
8,"enrichment","dlpfc_Oligo.4","CD74",2.88579026027105,0.00483859808467764,0.976728531760764,3225,1.5908547626354,"ENSG00000019582"
9,"enrichment","dlpfc_Oligo.4","RTN4R",2.85244543202047,0.00533059531670301,0.976728531760764,9791,1.58961198733744,"ENSG00000040608"
