Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to8,Feature log2 fold change topic 2to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000145016,RUBCN,40,-0.5386,61,0.27989,64,0.18423,58,0.04444,45,-0.3930
ENSG00000122068,FYTTD1,55,0.10689,53,0.13731,58,0.18726,54,0.07654,38,-0.5081
ENSG00000186001,LRCH3,55,1.47768,18,-0.7010,29,0.41632,12,-0.9723,25,0.16138
ENSG00000114473,IQCG,20,0.40002,13,-0.5839,12,-0.3948,38,1.49265,13,-0.2780
ENSG00000182899,RPL35A,997,0.20091,677,-0.7760,1278,0.60254,1496,0.86382,1013,0.25173
ENSG00000182903,ZNF721,21,-0.7797,40,0.48795,21,-0.7874,53,0.62985,24,-0.6392
ENSG00000174227,PIGG,31,0.36741,28,0.50888,6,-2.0189,17,-0.5060,21,-0.2131
ENSG00000273238,TMEM271,15,-2.2733,88,0.95284,54,-0.3995,67,-0.0688,45,-0.7413
ENSG00000169020,ATP5ME,1236,0.46268,909,-0.0615,733,-0.3615,1258,0.49080,757,-0.3408
ENSG00000215375,MYL5,17,-0.2612,25,0.86476,8,-1.4262,6,-1.7339,19,-0.1591
ENSG00000185619,PCGF3,22,-0.5421,36,0.40599,35,0.12098,11,-1.5239,33,0.04341
ENSG00000168993,CPLX1,38,-2.1938,230,1.63815,40,-2.1209,93,-0.8800,98,-0.8540
ENSG00000178950,GAK,28,-0.9077,62,0.82360,52,0.03042,7,-2.9640,44,-0.2396
ENSG00000127419,TMEM175,53,0.46547,45,0.55874,22,-0.8559,21,-0.9501,29,-0.5217
ENSG00000145214,DGKQ,6,-2.7254,51,1.41512,43,0.19814,18,-1.0653,14,-1.6067
ENSG00000127418,FGFRL1,30,1.60905,6,-1.5111,8,-0.4201,0,-5.9299,27,1.66691
ENSG00000159692,CTBP1,102,-0.7961,196,0.50531,178,0.06151,116,-0.6040,146,-0.2739
ENSG00000090316,MAEA,39,-1.0514,102,1.23549,53,-0.5820,37,-1.1309,43,-0.9532
ENSG00000163950,SLBP,28,-1.7722,106,0.65519,80,-0.1882,90,-0.0003,69,-0.4346
ENSG00000168936,TMEM129,44,0.44229,32,-0.0778,43,0.39220,12,-1.5589,37,0.16706
ENSG00000068078,FGFR3,138,-0.6906,126,-1.4430,707,2.04308,114,-0.9740,376,1.03021
ENSG00000168924,LETM1,29,-0.8311,54,0.31573,36,-0.5055,61,0.31942,46,-0.1363
ENSG00000109685,NSD2,50,-0.1940,67,0.71735,49,-0.2225,32,-0.8561,37,-0.7070
ENSG00000185049,NELFA,14,-0.6101,22,0.12545,44,1.22015,11,-0.9772,15,-0.5447
ENSG00000243449,C4orf48,816,0.90407,444,-0.1690,443,-0.0828,407,-0.2169,416,-0.1986
ENSG00000185818,NAT8L,129,-0.6978,210,0.12604,191,-0.0892,72,-1.5603,285,0.61026
ENSG00000123933,MXD4,27,-0.7963,36,-0.7466,79,0.85614,69,0.64773,64,0.57404
ENSG00000159733,ZFYVE28,14,-0.7602,25,0.40544,30,0.42915,20,-0.1798,16,-0.6071
ENSG00000063978,RNF4,41,-0.0801,46,0.22528,23,-0.9372,55,0.39443,38,-0.2029
ENSG00000125386,FAM193A,24,0.56163,18,0.23248,20,0.29135,0,-6.0524,16,-0.0885
ENSG00000087266,SH3BP2,25,0.40930,6,-2.4661,69,2.15769,54,1.68443,21,0.08909
ENSG00000087274,ADD1,224,0.07514,225,0.19795,202,-0.0820,160,-0.4431,198,-0.1293
ENSG00000109736,MFSD10,41,-0.2853,55,0.41945,62,0.36794,23,-1.1349,40,-0.3704
ENSG00000249673,NOP14-AS1,14,-0.0293,16,0.49956,20,0.53451,9,-0.6927,7,-1.1202
ENSG00000125388,GRK4,17,0.18923,13,-0.3756,5,-1.7332,42,1.65729,12,-0.3257
ENSG00000197386,HTT,48,-0.2050,66,0.76204,7,-2.9748,29,-0.9307,54,-0.0037
ENSG00000159788,RGS12,36,-0.1039,35,-0.2822,65,0.84727,33,-0.2264,40,0.07674
ENSG00000163956,LRPAP1,85,-1.3995,249,0.62900,285,0.46776,169,-0.3579,133,-0.7739
ENSG00000184160,ADRA2C,6,-0.9733,9,-0.6779,29,1.57009,1,-3.1297,18,0.85920
ENSG00000132406,TMEM128,55,0.51321,41,0.14204,51,0.38395,30,-0.4365,26,-0.7075
ENSG00000168824,NSG1,8,-3.8776,148,1.24449,75,-0.6214,81,-0.5016,73,-0.7038
ENSG00000168818,STX18,29,0.03882,30,0.22086,26,-0.1306,33,0.26967,20,-0.5642
ENSG00000072832,CRMP1,61,-2.0356,303,1.10371,155,-0.6456,177,-0.4429,156,-0.6919
ENSG00000181215,C4orf50,0,-6.1811,40,1.71800,7,-1.9697,17,-0.7356,17,-0.8054
ENSG00000152969,JAKMIP1,20,-2.2291,116,1.25800,53,-0.7765,88,-0.0001,40,-1.2567
ENSG00000109501,WFS1,98,-0.2098,113,0.04092,158,0.54878,84,-0.4401,105,-0.1056
ENSG00000074211,PPP2R2C,86,-1.4121,275,0.96353,122,-0.8980,148,-0.6022,173,-0.3946
ENSG00000013288,MAN2B2,21,-1.0530,49,0.59521,36,-0.2086,29,-0.5633,37,-0.2013
ENSG00000179010,MRFAP1,426,0.11461,434,0.33637,307,-0.3943,316,-0.3531,334,-0.2900
ENSG00000170846,AC093323.1,25,-1.3800,78,0.98643,34,-0.9309,60,-0.0551,39,-0.7655
ENSG00000178988,MRFAP1L1,104,-0.2668,138,0.42383,74,-0.7826,120,-0.0476,108,-0.2243
ENSG00000186222,BLOC1S4,1,-4.1746,19,-0.1557,59,1.77240,13,-0.6606,18,-0.2175
ENSG00000170871,KIAA0232,91,0.28270,81,0.23282,52,-0.5922,59,-0.3865,72,-0.1074
ENSG00000132405,TBC1D14,63,0.05067,65,0.18488,38,-0.7387,54,-0.2084,64,0.08716
ENSG00000173011,TADA2B,9,-1.4743,33,1.26611,18,-0.5203,11,-1.2602,15,-0.8299
ENSG00000109519,GRPEL1,30,-0.7185,53,0.43573,36,-0.4077,73,0.68855,29,-0.8271
ENSG00000184985,SORCS2,24,0.34567,15,-0.6766,40,1.20230,3,-2.6986,28,0.68037
ENSG00000196526,AFAP1,3,-2.8514,28,0.50555,5,-2.3993,10,-1.2918,40,0.88364
ENSG00000163995,ABLIM2,15,-1.7249,59,1.04695,24,-1.0126,40,-0.2185,32,-0.6285
ENSG00000251615,AC104825.1,21,0.85826,13,0.15396,5,-1.2433,4,-1.4651,13,0.14050
ENSG00000071127,WDR1,100,-0.2219,119,0.11251,175,0.67348,83,-0.5095,96,-0.3104
ENSG00000178163,ZNF518B,2,-3.1761,27,0.90313,0,-5.7425,37,0.83717,16,-0.4853
ENSG00000157869,RAB28,56,0.96075,25,-0.6757,29,-0.1092,51,0.81472,31,0.00346
ENSG00000038219,BOD1L1,29,-1.1095,63,0.17671,45,-0.4581,62,0.03905,72,0.31572
ENSG00000137449,CPEB2,71,0.33969,71,0.87220,24,-1.3155,10,-2.5335,44,-0.4615
ENSG00000118564,FBXL5,157,0.75589,93,-0.1638,100,0.03846,87,-0.1765,89,-0.1627
ENSG00000237765,FAM200B,153,0.80879,80,-0.4653,61,-0.6383,123,0.44760,108,0.26402
ENSG00000169762,TAPT1,36,-0.0729,35,-0.2562,24,-0.6769,58,0.70103,45,0.30608
ENSG00000169744,LDB2,6,-2.9917,74,2.02869,4,-3.7664,34,-0.5811,22,-1.3286
ENSG00000151552,QDPR,1893,3.17670,210,-1.3729,94,-1.9806,285,-0.3177,225,-0.7320
ENSG00000002549,LAP3,47,0.18575,30,-0.9641,127,1.90138,19,-1.2000,49,0.29390
ENSG00000118579,MED28,67,0.31493,57,0.13496,52,-0.1000,45,-0.3280,49,-0.2169
ENSG00000163257,DCAF16,33,0.38959,27,0.18382,23,-0.1437,21,-0.3003,21,-0.3594
ENSG00000145147,SLIT2,19,-1.5703,80,1.98980,20,-1.4961,24,-1.2633,18,-1.7805
ENSG00000163138,PACRGL,22,-0.2762,26,0.03267,39,0.62288,34,0.39551,17,-0.6689
ENSG00000185774,KCNIP4,5,-3.4886,83,1.69469,39,-0.6253,30,-1.0269,26,-1.3156
ENSG00000152990,ADGRA3,61,1.23992,14,-1.7893,54,1.02323,6,-2.3365,63,1.50018
ENSG00000109819,PPARGC1A,4,-1.7547,18,0.75639,12,-0.2853,6,-1.4183,15,0.02037
ENSG00000109606,DHX15,99,0.94650,57,0.14134,51,-0.1123,23,-1.3304,43,-0.4012
ENSG00000181982,CCDC149,6,-1.3206,14,0.05606,14,-0.0467,21,0.59044,15,0.04294
ENSG00000053900,ANAPC4,33,0.25586,29,0.15314,48,0.85223,25,-0.2016,13,-1.2222
ENSG00000091490,SEL1L3,4,-1.9942,18,0.22351,10,-0.7010,23,0.50692,19,0.22898
ENSG00000250317,SMIM20,37,-0.1959,34,-0.6064,61,0.62118,66,0.73187,48,0.26327
ENSG00000168214,RBPJ,181,1.78628,52,-0.5633,17,-1.9322,87,0.52325,51,-0.3459
ENSG00000109689,STIM2,25,-0.1206,31,0.47370,22,-0.3646,26,-0.0747,19,-0.5928
ENSG00000169851,PCDH7,19,-3.1301,218,1.56000,50,-1.7381,64,-1.3651,117,-0.4970
ENSG00000047365,ARAP2,113,2.55985,17,-1.2564,1,-3.9773,45,0.82838,22,-0.3355
ENSG00000181826,RELL1,18,0.39641,5,-2.2444,40,1.79465,38,1.65408,17,0.34730
ENSG00000065882,TBC1D1,5,-2.4563,27,0.05691,80,1.86073,13,-1.1010,16,-0.8171
ENSG00000109787,KLF3,64,1.21206,22,-0.8854,40,0.43531,43,0.53727,31,0.02295
ENSG00000109790,KLHL5,73,0.86774,36,-0.4900,55,0.41033,55,0.40050,36,-0.2544
ENSG00000157796,WDR19,10,-1.1691,25,0.28136,42,0.95395,13,-0.8035,18,-0.3943
ENSG00000035928,RFC1,63,1.15007,27,-0.4164,33,0.06240,20,-0.6633,34,0.12634
ENSG00000163682,RPL9,1491,0.42157,867,-0.8215,1659,0.59511,2009,0.91351,1254,0.15857
ENSG00000121897,LIAS,23,0.48353,17,0.05366,21,0.40010,18,0.09123,10,-0.8564
ENSG00000109814,UGDH,9,-0.5365,15,0.68961,9,-0.4619,2,-2.7485,13,0.06177
ENSG00000163683,SMIM14,82,0.00576,85,0.14365,35,-1.2835,137,0.83962,65,-0.3811
ENSG00000078140,UBE2K,64,-0.9219,148,0.99776,62,-0.9797,73,-0.7305,85,-0.5299
ENSG00000121892,PDS5A,60,0.54475,44,0.13217,40,-0.1024,44,0.04973,29,-0.6445
ENSG00000163697,APBB2,124,1.63738,39,-0.5794,42,-0.1546,17,-1.4754,53,0.21737
ENSG00000154277,UCHL1,225,-3.2345,2697,1.51415,1255,-0.6945,1455,-0.4677,892,-1.2898
ENSG00000064042,LIMCH1,232,1.24757,99,-0.3216,74,-0.6028,100,-0.1329,105,-0.0587
ENSG00000109133,TMEM33,92,0.23331,91,0.49140,66,-0.2994,47,-0.8006,58,-0.5257
ENSG00000014824,SLC30A9,78,-0.3472,116,0.69784,69,-0.5349,74,-0.4275,68,-0.5984
ENSG00000124406,ATP8A1,195,0.58386,163,0.74944,43,-1.7097,98,-0.5034,73,-0.9990
ENSG00000183783,KCTD8,3,-1.6021,13,0.62497,0,-6.3779,3,-1.9387,17,0.83697
ENSG00000151806,GUF1,22,-0.4005,29,-0.0027,21,-0.4755,65,1.31855,18,-0.7468
ENSG00000163281,GNPDA2,9,-1.3263,22,-0.1583,52,1.34451,31,0.50292,14,-0.7408
ENSG00000163285,GABRG1,65,-0.6270,76,-0.7605,129,0.42713,147,0.64604,153,0.80152
ENSG00000260878,AC104072.1,5,-2.9628,52,1.08440,11,-1.8763,2,-4.0262,51,0.41684
ENSG00000151834,GABRA2,27,-1.0123,50,-0.1365,48,-0.1075,31,-0.7713,84,0.87476
ENSG00000109158,GABRA4,3,-3.5335,58,1.57167,7,-2.6971,33,-0.3578,26,-0.7560
ENSG00000163288,GABRB1,5,-1.9514,22,0.18897,8,-1.4377,16,-0.3430,33,0.83462
ENSG00000260918,AC107398.3,12,-3.2408,125,0.53706,89,-0.3065,82,-0.4379,123,0.22053
ENSG00000169019,COMMD8,21,-0.3448,24,-0.2507,65,1.47527,24,-0.1555,18,-0.6164
ENSG00000109171,SLAIN2,17,0.01872,16,-0.2501,13,-0.4708,31,0.93212,17,-0.0109
ENSG00000075539,FRYL,109,2.41427,21,-0.8248,2,-3.6503,22,-0.3276,26,-0.0985
ENSG00000109180,OCIAD1,198,-0.5942,366,0.99050,187,-0.6796,181,-0.7307,177,-0.8162
ENSG00000145247,OCIAD2,10,-2.4581,67,0.86054,56,0.03557,47,-0.2394,35,-0.7045
ENSG00000109184,DCUN1D4,43,-0.4840,67,0.43539,53,-0.1638,41,-0.5508,54,-0.1679
ENSG00000163069,SGCB,126,0.87957,71,-0.0729,54,-0.4664,53,-0.4876,71,-0.0373
ENSG00000109189,USP46,80,-0.3779,109,0.20360,107,0.05952,95,-0.1191,95,-0.1395
ENSG00000226950,DANCR,64,0.14415,54,-0.2804,83,0.54626,54,-0.1350,63,0.13034
ENSG00000184178,SCFD2,2,-2.2876,16,0.87455,7,-0.8204,12,-0.0247,10,-0.4066
ENSG00000145216,FIP1L1,25,-0.1737,30,0.20328,11,-1.3680,36,0.37901,28,0.01940
ENSG00000072201,LNX1,2,-3.5701,41,1.50758,0,-5.4318,30,-0.0111,19,-0.7190
ENSG00000134853,PDGFRA,88,1.08917,23,-1.6704,25,-0.8971,73,0.76833,95,1.44050
ENSG00000157404,KIT,13,-1.2892,40,1.03224,19,-0.7312,13,-1.2672,25,-0.3618
ENSG00000128039,SRD5A3,21,-0.3363,32,0.81804,23,-0.2056,9,-1.5855,19,-0.5705
ENSG00000134851,TMEM165,197,2.21371,43,-0.7134,48,-0.1996,32,-0.8374,40,-0.5382
ENSG00000134852,CLOCK,17,-0.7717,32,0.41164,21,-0.4659,28,-0.0400,27,-0.1156
ENSG00000090989,EXOC1,45,-0.0356,53,0.61161,20,-1.2581,48,0.07121,31,-0.6464
ENSG00000128059,PPAT,16,-0.1242,19,0.37363,20,0.19603,5,-1.7833,17,-0.0882
ENSG00000128050,PAICS,75,0.20111,70,0.22723,60,-0.1505,43,-0.6601,61,-0.1331
ENSG00000174780,SRP72,62,-0.1325,66,-0.0625,94,0.52008,66,-0.0403,63,-0.1346
ENSG00000171476,HOPX,28,-3.6407,423,1.17781,233,-0.5156,122,-1.4914,276,-0.2776
ENSG00000084092,NOA1,10,-0.4211,19,1.32193,6,-1.1307,1,-3.8261,9,-0.6591
ENSG00000047315,POLR2B,44,-0.9306,104,1.02878,49,-0.7760,40,-1.1032,60,-0.5149
ENSG00000163453,IGFBP7,121,-0.7795,44,-3.2347,1424,3.98985,279,0.52915,136,-0.6453
ENSG00000150471,ADGRL3,61,-0.3983,86,0.33967,69,-0.1989,33,-1.3279,89,0.21061
ENSG00000145242,EPHA5,11,-2.4975,93,2.56781,13,-2.2683,20,-1.6613,16,-2.0783
ENSG00000145241,CENPC,31,1.49698,12,-0.1250,0,-6.3356,7,-0.8823,14,0.18800
ENSG00000033178,UBA6,43,0.49127,36,0.60963,6,-2.4007,19,-0.7579,26,-0.3258
ENSG00000083896,YTHDC1,95,0.69158,59,-0.1208,19,-1.7837,83,0.47893,63,0.04409
ENSG00000132467,UTP3,12,-1.3532,38,0.87850,34,0.16246,12,-1.4380,22,-0.5438
ENSG00000018189,RUFY3,195,-0.2413,253,0.38633,173,-0.4323,249,0.14070,175,-0.4495
ENSG00000132463,GRSF1,106,-0.3395,157,0.69264,136,0.04683,108,-0.3113,67,-1.0997
ENSG00000173542,MOB1B,22,-1.2338,58,0.51490,92,0.97948,18,-1.5670,34,-0.6321
ENSG00000156136,DCK,36,-0.2425,41,-0.1023,48,0.17243,58,0.48422,40,-0.1039
ENSG00000080493,SLC4A4,27,-1.5751,43,-1.5178,236,1.92335,30,-1.4195,162,1.44629
ENSG00000163626,COX18,24,0.41212,19,0.19513,10,-0.8431,19,0.08526,15,-0.2957
ENSG00000132466,ANKRD17,35,-0.8990,72,0.47479,43,-0.6022,72,0.18888,54,-0.2659
ENSG00000163738,MTHFD2L,23,1.01427,10,-0.7133,12,0.01707,9,-0.4664,18,0.64554
ENSG00000169116,PARM1,4,-2.1337,25,1.41602,9,-0.9995,13,-0.5760,10,-1.0178
ENSG00000163743,RCHY1,30,-0.5591,50,0.46745,37,-0.2613,35,-0.3291,38,-0.2433
ENSG00000138769,CDKL2,19,-0.4772,36,1.33833,13,-1.0257,4,-2.6676,16,-0.8144
ENSG00000138757,G3BP2,112,-1.5481,413,1.31398,177,-0.8594,223,-0.5075,158,-1.1024
ENSG00000138768,USO1,64,0.41948,58,0.59645,15,-1.7610,23,-1.1718,44,-0.2087
ENSG00000138744,NAAA,14,-0.4530,24,1.25997,3,-2.5667,10,-0.9301,12,-0.7419
ENSG00000198301,SDAD1,26,-0.1638,40,1.39321,4,-2.7167,9,-1.6797,17,-0.8884
ENSG00000138750,NUP54,42,1.35494,18,-0.1083,12,-0.6850,10,-0.8681,16,-0.2332
ENSG00000138760,SCARB2,438,2.15933,94,-0.8507,135,0.10943,34,-1.9771,123,-0.0462
ENSG00000189157,FAM47E,22,0.93886,14,0.44715,0,-6.5471,6,-1.1088,11,-0.1361
ENSG00000138758,SEPTIN11,74,-0.5553,98,-0.2767,214,1.13692,85,-0.3578,111,0.06281
ENSG00000118816,CCNI,350,1.12380,141,-0.6801,185,0.08088,231,0.43406,181,0.04687
ENSG00000138764,CCNG2,43,0.51974,32,0.14968,26,-0.2661,6,-2.3278,35,0.21415
ENSG00000138767,CNOT6L,19,-0.0790,22,0.35235,15,-0.5057,11,-0.9381,21,0.07547
ENSG00000169288,MRPL1,22,-1.1450,55,0.57934,37,-0.3689,57,0.30013,33,-0.5867
ENSG00000138759,FRAS1,0,-4.6076,21,1.72945,6,-1.3204,19,0.43890,2,-2.7599
ENSG00000138756,BMP2K,36,0.85458,13,-1.3066,33,0.69092,22,0.05175,36,0.98300
ENSG00000163291,PAQR3,33,0.40970,27,0.23335,13,-1.0428,23,-0.1793,24,-0.1399
ENSG00000152784,PRDM8,13,-1.7166,60,1.74204,0,-6.2154,9,-2.2279,32,-0.4361
ENSG00000273156,AC124016.2,9,-1.3773,25,0.05863,19,-0.4022,38,0.71632,26,0.12155
ENSG00000138668,HNRNPD,148,-0.0156,148,-0.0261,208,0.52751,161,0.11758,119,-0.3833
ENSG00000152795,HNRNPDL,527,0.63363,380,0.24776,337,-0.0796,262,-0.4718,237,-0.6756
ENSG00000145293,ENOPH1,176,0.35508,157,0.40382,54,-1.4618,126,-0.1661,118,-0.3024
ENSG00000249242,TMEM150C,35,-0.2882,51,0.74626,16,-1.4606,49,0.20690,26,-0.8095
ENSG00000145284,SCD5,952,1.00093,455,-0.3982,471,-0.1394,365,-0.5330,605,0.28214
ENSG00000138674,SEC31A,54,-0.0444,58,0.20211,72,0.43037,42,-0.4357,43,-0.4213
ENSG00000251022,THAP9-AS1,29,0.52797,24,0.49287,0,-4.8435,14,-0.5706,20,-0.0708
ENSG00000189308,LIN54,16,0.33096,13,-0.0839,6,-1.2430,25,1.01546,11,-0.3452
ENSG00000138663,COPS4,37,-1.3185,114,1.13884,69,-0.3841,64,-0.4874,44,-1.1298
ENSG00000163319,MRPS18C,48,-0.7812,89,0.43221,97,0.32501,84,0.09669,50,-0.7686
ENSG00000163624,CDS1,1,-4.6524,58,1.59289,23,-0.9352,19,-1.2025,26,-0.7776
ENSG00000163625,WDFY3,100,0.71738,67,0.17773,14,-2.2501,67,0.07401,58,-0.1699
ENSG00000180769,WDFY3-AS2,33,1.54909,7,-1.4300,0,-4.7584,5,-1.3590,33,1.79910
ENSG00000109339,MAPK10,88,-1.0247,222,1.12555,71,-1.3317,154,-0.1729,97,-0.9403
ENSG00000163629,PTPN13,26,0.60977,17,-0.1800,27,0.63087,0,-5.0727,22,0.31615
ENSG00000172493,AFF1,16,0.23484,7,-1.7911,40,1.74837,20,0.55690,22,0.83838
ENSG00000145332,KLHL8,34,1.16214,18,0.27997,1,-3.8349,12,-0.4933,13,-0.3658
ENSG00000198189,HSD17B11,28,-0.2593,30,-0.3263,59,0.94893,36,0.12908,32,-0.0473
ENSG00000170502,NUDT9,36,-0.1981,48,0.64420,48,0.26001,10,-2.0910,30,-0.5364
ENSG00000152583,SPARCL1,922,-0.4793,969,-0.7721,2873,1.37433,499,-1.4077,1992,0.84608
ENSG00000118785,SPP1,1111,4.57793,26,-3.4368,21,-2.7824,62,-1.1811,121,-0.1888
ENSG00000118762,PKD2,31,1.05956,12,-0.7151,33,1.19245,9,-0.8279,15,-0.0738
ENSG00000118777,ABCG2,1,-4.9501,7,-3.4591,278,4.26288,83,1.36850,12,-1.6916
ENSG00000163644,PPM1K,107,-0.2164,130,0.21047,156,0.37734,75,-0.7497,112,-0.1556
ENSG00000138642,HERC6,13,-0.1168,17,0.57120,1,-3.9310,11,-0.3529,15,0.08428
ENSG00000145337,PYURF,129,0.25167,107,-0.0803,146,0.45109,112,0.03566,90,-0.3355
ENSG00000138641,HERC3,14,-1.6845,54,1.01133,31,-0.4865,35,-0.2947,26,-0.7818
ENSG00000177432,NAP1L5,19,-3.6299,316,1.65266,126,-0.8904,145,-0.6872,105,-1.2484
ENSG00000138640,FAM13A,2,-3.9271,39,1.56435,19,-0.6122,11,-1.4467,17,-0.8449
ENSG00000185477,GPRIN3,4,-2.4752,38,2.35616,6,-2.1000,15,-0.8096,5,-2.4099
ENSG00000145335,SNCA,84,-2.5929,655,1.59013,184,-1.4359,436,-0.1264,191,-1.4657
ENSG00000163104,SMARCAD1,16,-0.2996,19,-0.0714,37,1.03245,0,-4.9457,23,0.32402
ENSG00000163110,PDLIM5,54,0.43918,15,-2.3247,128,1.94120,32,-0.3966,86,1.41920
ENSG00000138696,BMPR1B,35,0.69068,11,-1.8181,62,1.65898,10,-1.2534,46,1.28758
ENSG00000182168,UNC5C,40,1.71484,13,-0.3370,2,-2.8133,7,-0.9647,16,0.20362
ENSG00000138698,RAP1GDS1,133,0.00409,160,0.77943,83,-0.7244,122,-0.1225,64,-1.1805
ENSG00000168785,TSPAN5,102,0.09716,121,0.98903,36,-1.4803,56,-0.8368,55,-0.9129
ENSG00000151247,EIF4E,92,-0.0942,114,0.59974,55,-0.8761,86,-0.1925,71,-0.5390
ENSG00000164024,METAP1,12,-1.1652,37,1.38555,1,-4.2950,12,-1.1601,21,-0.3947
ENSG00000197894,ADH5,119,0.34700,88,-0.2513,70,-0.4727,76,-0.3475,131,0.56014
ENSG00000109270,LAMTOR3,68,0.14834,71,0.50011,32,-1.0136,44,-0.5409,53,-0.2715
ENSG00000164031,DNAJB14,37,-1.4156,107,0.52985,85,-0.1403,88,-0.0940,80,-0.2572
ENSG00000164032,H2AFZ,99,-0.8008,194,0.60791,202,0.30866,161,-0.0491,87,-1.0596
ENSG00000138814,PPP3CA,95,-1.7566,375,0.90486,151,-1.0615,267,-0.1928,244,-0.3636
ENSG00000254531,AP001816.1,7,-1.6661,27,0.86479,15,-0.5662,29,0.44427,11,-1.0886
ENSG00000109332,UBE2D3,166,-0.1561,198,0.26882,203,0.15290,142,-0.4029,155,-0.2893
ENSG00000145354,CISD2,75,-0.0022,86,0.48806,45,-0.7998,102,0.48032,41,-0.9803
ENSG00000164038,SLC9B2,9,-1.4103,30,1.21285,19,-0.2696,8,-1.5004,14,-0.8282
ENSG00000164039,BDH2,112,1.24234,29,-1.5235,115,1.28101,35,-0.6398,82,0.80872
ENSG00000169836,TACR3,9,-0.1075,8,-0.6069,0,-4.0841,2,-2.1454,24,1.84301
ENSG00000168772,CXXC4,6,-2.3729,42,1.12236,11,-1.5623,40,0.30199,19,-0.8615
ENSG00000138777,PPA2,43,-0.2027,53,0.31572,43,-0.1935,30,-0.7396,49,-0.0054
ENSG00000145348,TBCK,7,-1.4594,20,0.23438,18,-0.0359,18,-0.0576,20,0.17318
ENSG00000164022,AIMP1,59,1.05813,22,-0.9134,55,0.93303,13,-1.2728,43,0.58124
ENSG00000138801,PAPSS1,139,0.27457,128,0.32934,89,-0.4179,70,-0.7993,105,-0.1803
ENSG00000138796,HADH,66,0.39003,48,-0.2487,54,0.08674,71,0.52553,46,-0.1934
ENSG00000109475,RPL34,2378,0.44161,1221,-1.0998,2128,0.26283,4042,1.33708,2271,0.40930
ENSG00000198856,OSTC,27,-0.5028,43,0.61222,59,0.75837,20,-0.8908,17,-1.2381
ENSG00000164089,ETNPPL,103,-0.5658,77,-1.6718,223,0.65316,67,-1.2089,423,2.17153
ENSG00000188517,COL25A1,1,-3.6242,8,-1.2039,4,-1.5237,7,-0.9206,43,2.54282
ENSG00000138802,SEC24B,38,0.29223,32,0.05159,45,0.56240,15,-1.1466,29,-0.1802
ENSG00000005059,MCUB,12,0.28136,5,-1.6684,24,1.37048,5,-1.0995,23,1.51518
ENSG00000123739,PLA2G12A,66,0.55543,50,0.22316,19,-1.3528,42,-0.1568,42,-0.1580
ENSG00000109534,GAR1,17,0.11817,15,-0.1548,37,1.38138,0,-4.3325,15,-0.1008
ENSG00000170522,ELOVL6,22,0.02519,25,0.67201,12,-0.8191,13,-0.7437,16,-0.4937
ENSG00000138660,AP1AR,14,-1.5441,49,0.71822,47,0.24235,18,-1.2251,34,-0.3213
ENSG00000174720,LARP7,85,0.98691,32,-1.0382,58,0.35076,64,0.49846,63,0.53158
ENSG00000145362,ANK2,292,-0.7482,574,0.78308,378,-0.3519,308,-0.6662,345,-0.5346
ENSG00000145349,CAMK2D,72,-1.7730,288,0.90892,122,-0.9908,161,-0.5631,206,-0.2037
ENSG00000174607,UGT8,309,6.19917,1,-5.2343,0,-7.7686,0,-6.9446,16,-0.9603
ENSG00000164100,NDST3,0,-4.1933,20,1.55022,7,-1.0477,1,-3.8709,13,-0.2633
ENSG00000269893,SNHG8,161,-0.0535,138,-0.5809,217,0.42153,336,1.14531,160,-0.0698
ENSG00000145388,METTL14,10,-0.3551,11,-0.4579,31,1.47963,0,-4.6284,17,0.52079
ENSG00000150961,SEC24D,5,-0.8360,10,0.42027,10,0.26254,10,0.25991,5,-0.7996
ENSG00000172403,SYNPO2,14,-0.5179,15,-0.7004,54,1.73706,44,1.34817,6,-1.7266
ENSG00000145390,USP53,17,0.21457,13,-0.3962,22,0.57257,23,0.63203,13,-0.2201
ENSG00000164096,C4orf3,258,0.62885,164,-0.2129,185,0.09530,162,-0.1172,172,-0.0297
ENSG00000164111,ANXA5,174,1.64777,18,-2.8358,159,1.47806,154,1.42748,84,0.46033
ENSG00000164112,TMEM155,0,-4.9375,21,1.00183,4,-1.9765,36,1.26257,5,-1.6913
ENSG00000123737,EXOSC9,10,-0.8415,20,0.34404,16,-0.2139,25,0.51453,13,-0.4960
ENSG00000138686,BBS7,18,-1.0600,51,1.68054,7,-2.3539,25,-0.5840,14,-1.5057
ENSG00000138688,KIAA1109,71,-0.1809,95,0.71356,64,-0.3385,26,-1.6604,64,-0.3682
ENSG00000138685,FGF2,55,0.90670,10,-2.5414,113,2.22712,17,-0.9225,59,1.20921
ENSG00000151458,ANKRD50,10,-1.9416,49,1.20045,29,-0.4226,23,-0.7701,22,-0.8500
ENSG00000164066,INTU,23,-0.2142,26,-0.0102,31,0.30405,10,-1.3914,33,0.42194
ENSG00000164070,HSPA4L,10,-3.0560,115,1.59907,22,-2.0011,44,-0.9716,56,-0.6438
ENSG00000164073,MFSD8,31,0.46048,25,0.36711,11,-1.0563,16,-0.5347,20,-0.2460
