Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000103168,TAF1C,13,-0.5526,21,0.23656,35,1.07862,10,-0.9669,11,-0.8576,16,-0.2437,26,0.58885
ENSG00000103175,WFDC1,4,-2.4401,6,-2.3149,40,0.83849,75,1.98354,29,0.32233,11,-1.1842,35,0.60833
ENSG00000103187,COTL1,14,-1.6387,39,-0.1793,42,-0.0227,40,-0.0840,34,-0.3985,85,1.15670,60,0.54574
ENSG00000135686,KLHL36,28,0.15414,16,-0.8943,44,0.91469,42,0.82530,22,-0.2413,18,-0.5291,30,0.27981
ENSG00000103194,USP10,42,-0.3240,68,0.58881,41,-0.3722,60,0.23705,55,0.09412,21,-1.3547,41,-0.3651
ENSG00000153786,ZDHHC7,30,-0.2031,39,0.24965,24,-0.5390,39,0.20105,38,0.15021,35,0.03128,24,-0.5401
ENSG00000135709,KIAA0513,175,-0.0010,183,0.09207,251,0.59304,240,0.51532,163,-0.1233,127,-0.5016,81,-1.1893
ENSG00000131149,GSE1,8,-1.6536,21,-0.3087,52,1.25861,30,0.33881,25,0.05966,10,-1.2968,31,0.37091
ENSG00000131148,EMC8,26,-0.1903,40,0.70053,19,-0.6132,20,-0.5491,33,0.23089,25,-0.2292,14,-1.1083
ENSG00000131143,COX4I1,1058,-0.3087,1345,0.09391,991,-0.4121,1189,-0.1246,1567,0.36618,1362,0.09266,1088,-0.2649
ENSG00000103264,FBXO31,97,1.23882,42,-0.1945,46,-0.0053,80,0.88148,34,-0.5193,39,-0.2635,7,-2.6864
ENSG00000140941,MAP1LC3B,297,0.17929,334,0.49691,207,-0.3916,250,-0.1000,287,0.14122,184,-0.5778,143,-0.9620
ENSG00000140948,ZCCHC14,27,0.09339,16,-0.8296,50,1.15476,41,0.79855,16,-0.7383,27,0.12665,25,0.01490
ENSG00000154118,JPH3,168,0.29559,117,-0.3576,184,0.43983,147,0.07431,173,0.39249,153,0.13908,52,-1.5102
ENSG00000103257,SLC7A5,87,0.53419,47,-0.5460,57,-0.1546,76,0.32198,59,-0.1082,54,-0.2271,92,0.63107
ENSG00000179588,ZFPM1,23,-0.8584,41,0.02920,55,0.52172,38,-0.0709,41,0.03583,45,0.17177,36,-0.1765
ENSG00000051523,CYBA,13,-1.6765,15,-1.7406,11,-2.0078,25,-0.7656,31,-0.5051,65,0.74084,190,2.92784
ENSG00000167508,MVD,55,-0.2949,65,-0.0369,100,0.67987,81,0.32826,58,-0.2440,67,0.03427,48,-0.5111
ENSG00000260630,SNAI3-AS1,17,-0.5840,29,0.36485,29,0.23547,22,-0.1752,25,0.04897,33,0.48248,7,-1.8334
ENSG00000198931,APRT,84,0.14621,80,0.08592,54,-0.5345,65,-0.2562,65,-0.2918,84,0.15965,108,0.56890
ENSG00000141012,GALNS,14,-0.8551,35,0.76772,13,-0.9073,24,-0.0470,31,0.42805,16,-0.6444,12,-1.1028
ENSG00000167515,TRAPPC2L,127,0.03586,124,0.00414,109,-0.2079,196,0.75735,105,-0.2865,104,-0.2807,121,-0.0427
ENSG00000176715,ACSF3,6,-1.7518,33,1.03805,19,-0.1242,16,-0.4577,15,-0.5266,19,-0.1460,20,-0.1078
ENSG00000167522,ANKRD11,99,-0.1106,95,-0.2276,111,0.06050,155,0.61298,131,0.38380,58,-0.9369,95,-0.1883
ENSG00000197912,SPG7,81,-0.3206,101,0.03037,105,0.09405,135,0.50109,99,-0.0053,102,0.04210,69,-0.5644
ENSG00000167526,RPL13,973,-0.6145,1020,-0.6645,1495,0.06199,930,-0.6851,1214,-0.3003,2270,0.75372,3229,1.38063
ENSG00000178773,CPNE7,81,0.04585,126,1.09935,28,-1.5817,49,-0.7307,90,0.23813,56,-0.5161,15,-2.4406
ENSG00000131165,CHMP1A,80,-0.1784,96,0.13334,131,0.61495,120,0.46105,82,-0.1756,61,-0.6050,57,-0.7139
ENSG00000185324,CDK10,66,0.66233,44,-0.0172,49,0.18135,53,0.29450,29,-0.7307,45,0.02499,39,-0.1921
ENSG00000158792,SPATA2L,31,0.35255,41,1.12208,26,0.08184,8,-1.6932,20,-0.3544,19,-0.4051,3,-2.9981
ENSG00000075399,VPS9D1,54,0.45005,51,0.47991,18,-1.2803,31,-0.4119,41,0.02656,48,0.25768,21,-0.9875
ENSG00000204991,SPIRE2,14,-0.6951,23,0.16097,27,0.37503,8,-1.5095,39,1.16234,15,-0.5844,4,-2.4043
ENSG00000141002,TCF25,156,-0.3576,226,0.30378,240,0.33359,164,-0.2754,215,0.16883,158,-0.3423,132,-0.6214
ENSG00000258947,TUBB3,363,-0.6347,907,1.21914,377,-0.5787,345,-0.7151,596,0.16560,301,-0.9218,145,-2.0155
ENSG00000140995,DEF8,68,-0.4203,102,0.27602,67,-0.4593,101,0.20182,113,0.42961,83,-0.1110,43,-1.1264
ENSG00000003249,DBNDD1,74,-0.0072,85,0.29683,50,-0.6192,84,0.20981,87,0.30242,64,-0.2238,38,-1.0271
ENSG00000141013,GAS8,21,0.22943,23,0.42599,11,-0.8059,24,0.39981,21,0.18718,17,-0.1388,3,-2.5587
ENSG00000272636,DOC2B,78,1.48150,7,-2.5661,162,3.10748,5,-2.6133,10,-1.8761,15,-1.2069,26,-0.3728
ENSG00000141252,VPS53,65,-0.0838,78,0.25053,95,0.52801,69,0.00364,68,-0.0130,44,-0.6923,45,-0.6478
ENSG00000167699,GLOD4,80,0.41819,75,0.43309,44,-0.5137,56,-0.1591,60,-0.0487,45,-0.4807,45,-0.4949
ENSG00000177370,TIMM22,13,-1.1342,42,0.90103,39,0.50613,13,-1.2203,25,-0.2396,25,-0.1665,17,-0.7831
ENSG00000159842,ABR,489,0.54779,384,0.19387,306,-0.2134,440,0.37228,347,-0.0173,292,-0.2897,128,-1.5432
ENSG00000108953,YWHAE,694,0.09484,705,0.15713,733,0.18440,673,0.04568,632,-0.0596,546,-0.2874,514,-0.3798
ENSG00000167193,CRK,119,0.56808,78,-0.1451,104,0.35491,77,-0.1277,72,-0.2572,48,-0.8638,111,0.45292
ENSG00000132376,INPP5K,42,0.45455,34,0.13977,27,-0.2604,21,-0.6182,30,-0.0694,39,0.33764,25,-0.3690
ENSG00000174238,PITPNA,130,0.04712,144,0.28336,106,-0.2723,108,-0.2443,163,0.48027,70,-0.9093,88,-0.5663
ENSG00000167703,SLC43A2,43,-0.0280,60,0.74375,50,0.22975,50,0.21547,20,-1.3119,46,0.10381,24,-0.8987
ENSG00000167705,RILP,7,-1.6533,18,-0.2958,5,-2.0672,26,0.36900,39,1.28254,17,-0.2966,20,-0.0876
ENSG00000174231,PRPF8,64,-1.0156,116,-0.1268,96,-0.3918,179,0.61401,168,0.58867,93,-0.4401,115,-0.1040
ENSG00000132386,SERPINF1,235,2.12383,80,0.23595,61,-0.2586,47,-0.6549,45,-0.7933,15,-2.3338,28,-1.4234
ENSG00000132383,RPA1,47,0.24178,40,-0.0576,27,-0.6304,59,0.60183,39,-0.0775,37,-0.1468,40,-0.0292
ENSG00000185924,RTN4RL1,74,1.23826,41,0.28925,24,-0.5757,38,0.12494,36,0.04693,8,-2.2067,15,-1.3273
ENSG00000070366,SMG6,24,0.11703,24,0.14254,14,-0.7505,23,0.05442,30,0.55913,11,-1.0637,19,-0.2353
ENSG00000167721,TSR1,8,-1.2395,30,1.07662,5,-1.8156,6,-1.7167,25,0.53967,17,-0.1476,11,-0.8178
ENSG00000141258,SGSM2,110,0.50073,64,-0.4652,69,-0.2634,118,0.61506,80,-0.0279,109,0.48333,53,-0.6590
ENSG00000070444,MNT,49,0.40936,47,0.44912,31,-0.3237,39,0.06666,33,-0.2160,40,0.08744,12,-1.6668
ENSG00000007168,PAFAH1B1,295,-0.2567,482,0.74188,282,-0.3261,305,-0.2022,413,0.32251,171,-1.0936,139,-1.4047
ENSG00000132361,CLUH,75,0.18140,72,0.15009,100,0.64964,55,-0.3235,69,0.04596,56,-0.2976,32,-1.1469
ENSG00000132359,RAP1GAP2,87,0.02265,75,-0.2552,213,1.56975,60,-0.5629,85,-0.0210,65,-0.4423,37,-1.3020
ENSG00000213977,TAX1BP3,11,-1.0423,11,-1.3196,10,-1.1936,12,-0.8858,7,-1.7544,29,0.45055,112,3.16079
ENSG00000127774,EMC6,70,-0.0613,89,0.42321,30,-1.3356,62,-0.2501,79,0.15387,83,0.21839,57,-0.3709
ENSG00000083454,P2RX5,59,1.52807,27,0.28336,19,-0.3166,42,0.93988,11,-1.2623,6,-2.0438,8,-1.5604
ENSG00000083457,ITGAE,51,0.04316,51,0.06521,67,0.48825,46,-0.1208,43,-0.2564,61,0.34358,31,-0.7123
ENSG00000004660,CAMKK1,236,1.21221,108,-0.1245,150,0.42472,241,1.24633,63,-1.0118,44,-1.4694,29,-2.0687
ENSG00000074755,ZZEF1,43,1.47988,15,-0.2764,3,-2.5804,20,0.15839,15,-0.2968,20,0.17666,16,-0.1190
ENSG00000167740,CYB5D2,19,-0.8962,44,0.48554,42,0.31437,34,-0.0211,27,-0.4459,34,-0.0365,33,-0.0693
ENSG00000185722,ANKFY1,52,0.79001,27,-0.3180,17,-0.9861,23,-0.5118,26,-0.3436,39,0.32931,55,0.88758
ENSG00000132388,UBE2G1,101,1.00985,59,0.15728,36,-0.6677,54,-0.0425,44,-0.3888,45,-0.3063,49,-0.1987
ENSG00000183018,SPNS2,60,0.48624,49,0.19037,15,-1.6741,60,0.46800,43,-0.0432,38,-0.2641,40,-0.1660
ENSG00000132382,MYBBP1A,41,0.28949,30,-0.2716,24,-0.5758,36,0.09090,51,0.74144,25,-0.4784,25,-0.4624
ENSG00000141456,PELP1,26,-0.8306,49,0.21654,29,-0.6591,45,0.04508,40,-0.1483,47,0.09455,66,0.66828
ENSG00000141480,ARRB2,115,0.75702,77,0.11226,68,-0.1030,66,-0.1613,63,-0.2454,63,-0.2210,58,-0.3535
ENSG00000161920,MED11,7,-1.5986,18,-0.1196,10,-1.0104,20,0.04561,27,0.60696,16,-0.3122,33,0.86882
ENSG00000142507,PSMB6,156,-0.2295,182,0.02378,151,-0.2744,221,0.33490,183,0.02575,174,-0.0524,186,0.05157
ENSG00000141503,MINK1,173,0.86898,106,0.07590,72,-0.5455,132,0.41317,89,-0.2390,85,-0.2870,63,-0.7432
ENSG00000108528,SLC25A11,234,0.61159,193,0.38965,122,-0.4432,196,0.31853,130,-0.3798,113,-0.5613,108,-0.6330
ENSG00000108523,RNF167,109,0.41627,88,0.07779,84,-0.0178,80,-0.0951,73,-0.2714,68,-0.3437,97,0.21494
ENSG00000108518,PFN1,107,-1.0567,194,-0.1799,215,0.02333,172,-0.3326,176,-0.3301,232,0.14931,460,1.31594
ENSG00000091640,SPAG7,82,0.02053,93,0.28628,71,-0.2008,85,0.07979,85,0.08031,66,-0.3249,58,-0.5246
ENSG00000108509,CAMTA2,100,-0.1317,113,0.07081,159,0.61243,100,-0.1387,115,0.10389,87,-0.3539,75,-0.5867
ENSG00000129250,KIF1C,22,-0.8356,16,-1.5080,51,0.52154,11,-1.7907,24,-0.7672,56,0.67111,137,2.36091
ENSG00000234327,AC012146.1,57,0.80660,30,-0.3044,29,-0.2581,26,-0.4565,30,-0.2632,45,0.41444,41,0.27299
ENSG00000029725,RABEP1,72,-0.7563,126,0.14234,118,0.01486,162,0.53158,118,0.00470,108,-0.1242,99,-0.2618
ENSG00000129197,RPAIN,67,-0.2371,81,0.07707,70,-0.1694,112,0.59162,83,0.10359,69,-0.1886,53,-0.5929
ENSG00000108561,C1QBP,188,0.26377,185,0.30907,170,0.09578,150,-0.1033,162,0.02537,93,-0.8439,119,-0.4652
ENSG00000005100,DHX33,19,-0.2036,26,0.29357,31,0.54981,26,0.25870,24,0.10575,9,-1.2995,12,-0.9271
ENSG00000072849,DERL2,23,-0.1463,40,1.06742,20,-0.3622,24,-0.0305,16,-0.7197,21,-0.3044,11,-1.2859
ENSG00000091592,NLRP1,44,0.17155,33,-0.3514,50,0.38494,73,1.02288,39,0.00615,22,-0.8633,27,-0.6023
ENSG00000179314,WSCD1,20,-0.1002,12,-1.1233,21,-0.0743,59,1.70989,15,-0.6049,25,0.18849,28,0.37693
ENSG00000091622,PITPNM3,86,0.26575,55,-0.5462,69,-0.0988,95,0.43067,115,0.86721,70,-0.0676,16,-2.3085
ENSG00000129235,TXNDC17,90,0.24102,78,0.01813,70,-0.1585,80,0.06037,79,0.04497,85,0.15179,55,-0.5179
ENSG00000108590,MED31,51,0.35101,55,0.63744,29,-0.5387,42,0.03546,28,-0.6618,39,-0.0724,29,-0.5495
ENSG00000219200,RNASEK,708,0.07145,777,0.29331,497,-0.4880,677,-0.0008,727,0.12938,553,-0.3214,551,-0.3271
ENSG00000258315,C17orf49,125,0.69435,62,-0.5546,89,0.12181,71,-0.2202,88,0.13401,68,-0.2949,106,0.40782
ENSG00000132535,DLG4,98,0.08131,72,-0.4943,156,0.85668,130,0.54643,90,-0.0590,77,-0.3026,72,-0.3883
ENSG00000072778,ACADVL,115,-0.0265,132,0.27123,101,-0.2246,107,-0.1307,101,-0.2542,130,0.18085,113,-0.0548
ENSG00000040633,PHF23,19,-0.4304,35,0.69985,28,0.11154,34,0.46722,16,-0.7894,21,-0.3231,17,-0.6731
ENSG00000170296,GABARAP,608,0.13584,547,-0.0443,473,-0.2657,522,-0.1072,524,-0.1139,642,0.22489,653,0.25290
ENSG00000175826,CTDNEP1,74,-0.4172,94,-0.0514,111,0.22004,119,0.33226,96,-0.0128,98,0.01156,91,-0.0986
ENSG00000170291,ELP5,51,0.30002,50,0.37783,35,-0.2780,38,-0.1547,49,0.25245,29,-0.5589,20,-1.1502
ENSG00000132507,EIF5A,161,-0.0598,194,0.32105,135,-0.3387,136,-0.3224,176,0.10160,130,-0.3876,171,0.04457
ENSG00000132522,GPS2,42,-0.2367,48,-0.0621,67,0.50928,11,-2.2874,61,0.40091,51,0.04882,56,0.19347
ENSG00000215041,NEURL4,30,-0.3536,39,0.06502,32,-0.2711,56,0.63961,47,0.42565,33,-0.1988,14,-1.4554
ENSG00000205544,TMEM256,76,-0.4185,101,0.04997,68,-0.5933,73,-0.4829,106,0.13172,127,0.40340,129,0.43442
ENSG00000169992,NLGN2,113,0.42398,98,0.25085,94,0.11309,124,0.57019,72,-0.3456,54,-0.7492,50,-0.8716
ENSG00000174282,ZBTB4,61,-0.5187,87,0.04957,71,-0.2797,98,0.22625,92,0.14349,90,0.09879,84,-0.0134
ENSG00000181222,POLR2A,131,0.43318,94,-0.1260,172,0.89137,87,-0.2324,81,-0.3642,63,-0.7281,105,0.07532
ENSG00000239697,TNFSF12,55,0.10466,49,-0.0737,58,0.19423,57,0.16510,56,0.14659,44,-0.2466,40,-0.3942
ENSG00000161955,TNFSF13,19,-0.1865,7,-1.7692,30,0.56888,28,0.47199,25,0.33028,43,1.19322,17,-0.3036
ENSG00000161960,EIF4A1,315,0.45142,275,0.29789,177,-0.4752,236,-0.0184,211,-0.2171,196,-0.3175,218,-0.1449
ENSG00000129255,MPDU1,35,-0.2106,46,0.31669,24,-0.7756,26,-0.6551,38,-0.0778,34,-0.2680,65,0.79411
ENSG00000129194,SOX15,26,0.37215,23,0.25685,24,0.25700,15,-0.4771,23,0.16618,24,0.22270,2,-3.3701
ENSG00000129245,FXR2,86,0.03132,109,0.55302,103,0.31703,56,-0.6287,74,-0.2290,69,-0.3124,55,-0.6664
ENSG00000141504,SAT2,144,0.53469,105,0.02429,92,-0.1839,111,0.11014,94,-0.1628,106,0.04585,79,-0.4301
ENSG00000129244,ATP1B2,69,-0.9728,69,-1.1578,140,0.12577,120,-0.1121,178,0.59827,315,1.53380,85,-0.6534
ENSG00000108947,EFNB3,94,0.50904,85,0.43920,104,0.66400,42,-0.7576,59,-0.2719,48,-0.5588,29,-1.3095
ENSG00000183011,NAA38,293,-0.6407,398,-0.2053,292,-0.6434,473,0.11452,672,0.81022,478,0.13164,332,-0.4459
ENSG00000170004,CHD3,127,0.53692,66,-0.6285,143,0.73685,102,0.17502,85,-0.1233,99,0.13150,74,-0.3293
ENSG00000170043,TRAPPC1,118,-0.5427,229,0.70944,107,-0.6900,136,-0.3269,186,0.20124,145,-0.2230,102,-0.7712
ENSG00000179094,PER1,72,1.50384,27,-0.2379,37,0.33742,22,-0.4580,22,-0.5426,20,-0.6016,24,-0.3303
ENSG00000220205,VAMP2,899,0.06162,949,0.19507,1029,0.28061,1087,0.36979,858,-0.0151,662,-0.4227,412,-1.1520
ENSG00000179029,TMEM107,15,-0.3734,17,-0.2681,19,-0.0010,53,1.74127,17,-0.1617,8,-1.2466,11,-0.7908
ENSG00000196544,BORCS6,38,1.15016,24,0.46250,10,-0.9458,16,-0.3129,12,-0.7763,9,-1.0638,22,0.24591
ENSG00000108961,RANGRF,59,0.49564,47,0.15835,29,-0.6072,32,-0.4931,41,-0.1045,47,0.13623,44,0.03788
ENSG00000161970,RPL26,791,-0.4439,682,-0.8199,1046,-0.0020,854,-0.3228,933,-0.2045,1647,0.74774,2222,1.27729
ENSG00000166579,NDEL1,68,-0.3042,114,0.72856,50,-0.7797,86,0.08017,94,0.25455,47,-0.8723,40,-1.0981
ENSG00000133026,MYH10,162,0.58267,140,0.45109,128,0.18615,118,0.05939,104,-0.1525,74,-0.6631,25,-2.2570
ENSG00000170310,STX8,24,-0.7829,45,0.20826,46,0.20281,22,-0.9650,50,0.40476,39,-0.0631,39,-0.0629
ENSG00000007237,GAS7,165,-0.5388,261,0.23790,334,0.58781,298,0.40005,227,-0.0505,171,-0.4901,127,-0.9469
ENSG00000133028,SCO1,13,-0.8677,27,0.34280,37,0.76009,15,-0.6491,21,-0.2118,23,-0.0185,21,-0.1758
ENSG00000065559,MAP2K4,205,0.42697,179,0.26172,176,0.17078,216,0.51291,155,-0.0326,66,-1.3427,70,-1.2637
ENSG00000006740,ARHGAP44,48,-0.2116,66,0.37261,92,0.83664,85,0.71523,39,-0.6096,31,-0.8637,20,-1.5149
ENSG00000006744,ELAC2,11,-1.5258,36,0.35388,22,-0.5130,37,0.26917,39,0.42652,29,-0.0831,22,-0.5135
ENSG00000109099,PMP22,13,-2.6822,23,-2.1572,86,0.14023,28,-1.5780,34,-1.3953,145,1.00886,383,3.05921
ENSG00000214941,ZSWIM7,32,-0.3339,41,0.06921,49,0.31526,35,-0.2087,43,0.11614,43,0.10720,32,-0.3620
ENSG00000011295,TTC19,119,0.51715,100,0.30653,101,0.24687,110,0.38751,66,-0.4788,47,-0.9361,57,-0.6527
ENSG00000141027,NCOR1,137,0.64432,63,-0.7297,183,1.15222,70,-0.4265,71,-0.4638,72,-0.3869,130,0.55702
ENSG00000166582,CENPV,40,-0.5460,57,0.00688,88,0.70581,72,0.38549,60,0.07744,51,-0.1897,29,-1.0597
ENSG00000170315,UBB,1152,-0.3629,1545,0.13370,1283,-0.1936,1621,0.18064,1492,0.05311,1493,0.04774,1323,-0.1454
ENSG00000175061,SNHG29,124,-0.9570,175,-0.5364,213,-0.1240,235,0.03306,254,0.18019,304,0.45086,393,0.88836
ENSG00000181350,LRRC75A,37,-0.3105,42,-0.1556,31,-0.5956,62,0.48527,47,0.06659,48,0.09771,56,0.33712
ENSG00000133030,MPRIP,150,-0.0743,174,0.22246,147,-0.1046,123,-0.3849,173,0.17922,136,-0.2256,144,-0.1377
ENSG00000141030,COPS3,75,0.15388,95,0.73380,59,-0.2165,78,0.20734,57,-0.3276,46,-0.6126,26,-1.4527
ENSG00000205309,NT5M,0,-5.2938,16,0.04689,5,-1.6286,13,-0.3210,31,1.38626,20,0.39329,8,-1.0370
ENSG00000141026,MED9,48,0.83474,29,0.05504,40,0.55502,21,-0.4567,26,-0.1728,14,-1.0519,23,-0.3748
ENSG00000108551,RASD1,172,0.86692,152,0.90601,91,-0.1772,88,-0.2253,57,-0.9815,41,-1.4096,58,-0.8697
ENSG00000133027,PEMT,24,-0.6308,41,0.30317,28,-0.3540,45,0.37454,38,0.10601,37,0.04334,23,-0.6410
ENSG00000108557,RAI1,37,-0.3944,60,0.50848,54,0.18957,59,0.34074,53,0.17808,29,-0.7574,12,-2.0960
ENSG00000072310,SREBF1,18,-1.4187,35,-0.4769,31,-0.5634,39,-0.2392,39,-0.2433,102,1.38590,77,0.87530
ENSG00000175662,TOM1L2,153,0.14752,147,0.11038,153,0.15013,117,-0.2781,140,0.00394,142,0.03125,109,-0.3933
ENSG00000108591,DRG2,34,-0.1255,47,0.55565,33,-0.1747,32,-0.2179,23,-0.7693,39,0.10814,40,0.14491
ENSG00000091542,ALKBH5,98,0.07796,76,-0.3975,115,0.33757,104,0.18267,100,0.12421,77,-0.2908,109,0.25470
ENSG00000177731,FLII,37,0.02145,40,0.20623,29,-0.3321,46,0.38787,32,-0.2098,29,-0.3206,36,0.00525
ENSG00000177427,MIEF2,3,-2.4994,24,0.33512,6,-1.6958,42,1.24756,23,0.27412,15,-0.4676,16,-0.3265
ENSG00000176994,SMCR8,5,-1.7891,21,0.34457,36,1.16950,22,0.32622,15,-0.3141,8,-1.2367,14,-0.3192
ENSG00000273018,FAM106A,74,0.27253,64,0.04156,88,0.54613,85,0.49113,31,-1.1940,51,-0.3139,76,0.30030
ENSG00000141127,PRPSAP2,39,0.09100,41,0.23879,39,0.12264,38,0.07406,21,-0.9545,38,0.04942,47,0.40553
ENSG00000072134,EPN2,61,-0.1735,55,-0.4075,101,0.66013,37,-0.9519,48,-0.5924,91,0.47971,126,1.04086
ENSG00000108641,B9D1,84,0.78258,53,0.01726,35,-0.6332,64,0.32578,68,0.48955,29,-0.9173,17,-1.7230
ENSG00000128482,RNF112,38,0.10097,35,0.01293,62,0.92265,53,0.65300,29,-0.3218,25,-0.5581,11,-1.7450
ENSG00000072210,ALDH3A2,67,0.64232,52,0.28306,51,0.18620,32,-0.5578,39,-0.2778,35,-0.4075,36,-0.3771
ENSG00000083290,ULK2,44,-0.0599,31,-0.7706,50,0.12830,83,0.97100,55,0.31106,51,0.16894,31,-0.6072
ENSG00000108599,AKAP10,25,-0.0889,24,-0.1877,24,-0.1706,60,1.38565,21,-0.3534,9,-1.6403,31,0.28303
ENSG00000128487,SPECC1,43,0.19959,38,-0.0032,23,-0.7344,21,-0.8854,31,-0.3402,54,0.58650,60,0.77857
ENSG00000124422,USP22,402,0.26349,371,0.17791,391,0.22131,406,0.27933,353,0.06224,252,-0.4786,141,-1.3612
ENSG00000109016,DHRS7B,14,-0.7302,29,0.59055,12,-0.8783,26,0.25488,13,-0.8262,25,0.22224,29,0.46054
ENSG00000178307,TMEM11,33,0.47828,32,0.64437,10,-1.3449,14,-0.8386,27,0.23145,18,-0.4387,15,-0.7560
ENSG00000212719,LINC02693,29,-0.4737,40,0.04356,30,-0.4344,69,0.94038,47,0.33324,29,-0.4707,21,-0.9590
ENSG00000256618,MTRNR2L1,9,-2.8746,51,-0.3159,45,-0.4325,47,-0.3709,66,0.17742,155,1.63849,58,-0.0593
ENSG00000109046,WSB1,51,-0.5764,65,-0.2460,103,0.55688,56,-0.4370,49,-0.6915,67,-0.1437,165,1.37262
ENSG00000141068,KSR1,9,-1.0378,25,0.76166,21,0.23603,18,0.01943,10,-1.0246,21,0.28701,15,-0.3134
ENSG00000232859,LYRM9,118,0.36793,109,0.32014,128,0.50467,65,-0.5855,95,0.02585,78,-0.2976,33,-1.6096
ENSG00000087095,NLK,159,0.49639,145,0.45944,62,-0.9937,202,0.90614,113,-0.0574,40,-1.6505,47,-1.3915
ENSG00000109084,TMEM97,25,0.30480,32,1.05660,2,-3.1415,9,-1.1973,22,0.13864,22,0.14049,5,-2.1496
ENSG00000109083,IFT20,54,0.54443,36,-0.1364,40,0.07593,50,0.40136,29,-0.4826,34,-0.1851,41,0.10026
ENSG00000109079,TNFAIP1,35,-0.1296,45,0.33642,36,-0.0877,20,-0.9508,52,0.58091,28,-0.5024,24,-0.7304
ENSG00000004142,POLDIP2,49,-0.4183,78,0.43715,51,-0.3450,36,-0.8787,80,0.42032,61,-0.0527,45,-0.5358
ENSG00000244045,TMEM199,5,-2.2627,23,-0.0606,26,0.11287,37,0.68442,31,0.48596,22,-0.1577,19,-0.4044
ENSG00000004139,SARM1,18,-0.0735,21,0.22896,23,0.29762,17,-0.1840,9,-1.1717,8,-1.2121,41,1.30372
ENSG00000109103,UNC119,48,-0.4499,63,-0.0365,50,-0.3849,68,0.09497,94,0.73811,51,-0.3518,45,-0.5354
ENSG00000087111,PIGS,36,-0.1112,41,0.15125,41,0.12542,35,-0.1392,43,0.20368,44,0.24628,17,-1.2536
ENSG00000109107,ALDOC,359,-1.4434,1004,0.19590,577,-0.7220,988,0.12366,1138,0.40553,1370,0.66524,565,-0.7538
ENSG00000007202,KIAA0100,42,-0.1918,50,0.10268,33,-0.5870,55,0.24031,53,0.19743,54,0.19180,36,-0.4363
ENSG00000132581,SDF2,47,0.38952,39,0.12702,25,-0.6259,35,-0.0752,40,0.13729,35,-0.0752,29,-0.3437
ENSG00000109111,SUPT6H,50,0.27533,52,0.44916,29,-0.5706,55,0.42814,22,-1.1085,33,-0.3819,55,0.43019
ENSG00000198242,RPL23A,318,-1.0905,366,-1.0497,573,-0.1793,539,-0.2741,662,0.05881,1146,0.96853,1413,1.34556
ENSG00000173065,FAM222B,33,0.70996,21,0.02194,23,0.16696,28,0.44574,17,-0.3445,9,-1.2306,19,-0.1514
ENSG00000132591,ERAL1,30,-0.3640,52,0.69854,44,0.24324,26,-0.5627,27,-0.5718,32,-0.2729,37,-0.0662
ENSG00000132589,FLOT2,82,-0.6091,138,0.28087,164,0.49121,116,-0.0647,130,0.13270,104,-0.2363,69,-0.8710
ENSG00000063015,SEZ6,51,-1.0784,167,1.17245,168,0.82804,54,-0.9827,77,-0.4830,50,-1.1073,40,-1.4184
ENSG00000108256,NUFIP2,73,0.51351,47,-0.2534,69,0.42515,83,0.72417,46,-0.2543,37,-0.5758,38,-0.5377
ENSG00000160551,TAOK1,116,0.27756,103,0.11295,138,0.56523,126,0.41106,67,-0.6524,47,-1.1148,106,0.13392
ENSG00000108262,GIT1,196,0.37323,144,-0.1550,167,0.10674,186,0.28877,142,-0.1655,177,0.20471,115,-0.4731
ENSG00000198720,ANKRD13B,28,-0.2129,24,-0.5497,51,0.76177,51,0.75947,26,-0.3485,35,0.11902,31,-0.0418
ENSG00000167549,CORO6,47,0.02557,63,0.65626,59,0.38299,44,-0.0873,41,-0.2315,30,-0.6949,16,-1.6478
ENSG00000141298,SSH2,24,-0.0424,24,-0.0486,30,0.34252,32,0.41669,9,-1.5218,25,0.06094,43,0.91328
ENSG00000126653,NSRP1,3,-2.6996,21,-0.0254,14,-0.6370,18,-0.1962,13,-0.8139,30,0.60636,56,1.68035
ENSG00000108578,BLMH,4,-1.9721,21,0.35291,25,0.58836,11,-0.7280,13,-0.4737,11,-0.7424,35,1.15072
ENSG00000108582,CPD,42,-0.4531,67,0.35575,124,1.32505,33,-0.8318,22,-1.5322,38,-0.6397,84,0.64592
ENSG00000108587,GOSR1,1,-4.0530,14,-0.3447,15,-0.1224,19,0.22709,26,0.89225,13,-0.3143,22,0.48220
ENSG00000196712,NF1,80,-0.0448,110,0.63407,81,-0.0304,57,-0.5696,83,0.00845,65,-0.3726,45,-0.9168
ENSG00000126861,OMG,146,0.09955,163,0.37580,212,0.71606,112,-0.3169,74,-1.0489,91,-0.6340,172,0.36779
ENSG00000126860,EVI2A,7,-2.8453,11,-2.4170,32,-0.5893,17,-1.5536,8,-2.7326,80,0.88024,282,3.75012
