Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000122873,CISD1,25,-2.0703,49,-1.0891,190,1.36974,81,-0.3214,62,-0.7465,87,-0.2031,86,-0.2229,121,0.33132
ENSG00000237949,LINC00844,1,-6.0977,15,-2.6590,39,-1.3488,229,1.74110,151,0.94256,99,0.22894,96,0.17076,107,0.36135
ENSG00000165443,PHYHIPL,65,-1.0362,112,-0.1928,121,-0.0810,72,-0.8935,147,0.24381,133,0.08041,195,0.72386,173,0.51406
ENSG00000108091,CCDC6,8,-3.4024,97,0.33894,160,1.52328,41,-1.0207,14,-2.6177,53,-0.6128,63,-0.3491,112,0.58555
ENSG00000151150,ANK3,329,0.61185,273,0.29560,259,0.24261,238,0.06817,104,-1.2243,79,-1.6282,136,-0.8169,374,0.83370
ENSG00000138311,ZNF365,1,-5.1559,148,2.17502,65,0.69343,34,-0.4748,4,-3.4001,3,-3.9407,44,-0.0348,44,-0.0366
ENSG00000171988,JMJD1C,246,2.02151,50,-0.7493,44,-1.0536,60,-0.4734,70,-0.2253,39,-1.1265,88,0.14389,86,0.10427
ENSG00000148634,HERC4,96,0.94646,60,0.13651,68,0.40993,29,-1.0190,75,0.50523,69,0.35865,13,-2.1544,17,-1.7564
ENSG00000096746,HNRNPH3,127,-0.1294,126,-0.1418,144,0.08601,138,0.00113,227,0.83869,115,-0.2845,86,-0.7403,132,-0.0702
ENSG00000204130,RUFY2,136,1.69119,74,0.57606,55,0.08091,50,-0.0748,38,-0.5187,15,-1.8644,43,-0.3229,6,-3.2569
ENSG00000060339,CCAR1,306,2.21424,32,-1.6251,87,-0.1165,68,-0.4914,34,-1.5514,75,-0.3250,101,0.13997,42,-1.2168
ENSG00000198954,KIF1BP,32,-0.5751,49,0.07676,39,-0.2979,29,-0.7453,48,0.04791,41,-0.2170,52,0.17084,90,1.11670
ENSG00000122862,SRGN,199,1.21241,16,-2.7197,26,-2.1491,56,-0.8827,543,3.66132,9,-3.5739,7,-3.8707,1,-6.6056
ENSG00000122958,VPS26A,1,-5.2567,91,0.84812,53,-0.0552,70,0.39220,70,0.40519,80,0.62352,53,-0.0656,22,-1.3659
ENSG00000156515,HK1,117,-0.9771,349,0.78842,331,0.83001,138,-0.7299,113,-1.0266,308,0.57116,66,-1.8317,211,-0.0541
ENSG00000079332,SAR1A,108,-0.0185,161,0.64810,124,0.23731,109,-0.0030,114,0.06509,96,-0.2127,65,-0.8240,83,-0.4366
ENSG00000180817,PPA1,152,-0.1418,244,0.64318,142,-0.2880,157,-0.0905,220,0.46057,98,-0.8323,149,-0.1710,191,0.23067
ENSG00000148730,EIF4EBP2,168,0.54403,100,-0.3061,80,-0.7334,112,-0.1221,140,0.24349,178,0.64161,142,0.26609,89,-0.4926
ENSG00000107738,VSIR,268,1.91825,0,-8.3810,27,-2.0356,59,-0.6997,210,1.42145,104,0.19073,60,-0.6823,78,-0.2653
ENSG00000197746,PSAP,828,-0.5146,1785,0.74579,1064,-0.1332,709,-0.7572,1097,-0.0684,1361,0.28493,1180,0.04969,1210,0.09097
ENSG00000107742,SPOCK2,410,0.21271,333,-0.1261,385,0.12840,262,-0.5054,495,0.52773,246,-0.6024,178,-1.1004,544,0.69140
ENSG00000166295,ANAPC16,297,2.09767,38,-1.3958,66,-0.6254,51,-0.9610,50,-0.9831,43,-1.2253,81,-0.2479,157,0.85158
ENSG00000168209,DDIT4,2,-6.7153,130,-1.1096,43,-2.9159,131,-1.1031,330,0.35873,573,1.33405,519,1.15000,616,1.47348
ENSG00000107745,MICU1,58,-0.1110,124,1.16861,57,-0.1602,25,-1.4207,86,0.52998,26,-1.3788,33,-0.9843,96,0.71753
ENSG00000182180,MRPS16,51,-0.3289,63,0.01142,54,-0.2646,63,0.01024,82,0.45385,80,0.40125,47,-0.4582,69,0.15771
ENSG00000138279,ANXA7,112,-0.2392,181,0.54424,92,-0.6135,55,-1.3409,143,0.14840,169,0.42167,186,0.59299,143,0.15192
ENSG00000107758,PPP3CB,364,-0.1288,741,1.07783,665,1.06620,142,-1.5807,301,-0.4297,139,-1.6172,216,-0.9491,317,-0.3496
ENSG00000172586,CHCHD1,29,-1.1506,54,-0.1723,43,-0.6145,53,-0.2127,77,0.38725,89,0.63138,66,0.15096,91,0.68788
ENSG00000148660,CAMK2G,154,0.22032,147,0.13666,102,-0.4906,108,-0.3506,123,-0.1527,224,0.85262,115,-0.2474,137,0.03178
ENSG00000156650,KAT6B,190,1.80585,67,-0.0456,64,-0.1373,42,-0.7658,57,-0.3174,64,-0.1132,32,-1.1663,41,-0.8309
ENSG00000156671,SAMD8,184,1.14197,97,0.05024,83,-0.2313,59,-0.7315,79,-0.2779,93,-0.0275,62,-0.6596,108,0.22424
ENSG00000165637,VDAC2,41,-1.4036,59,-0.8363,109,0.13868,82,-0.3340,136,0.49675,61,-0.7831,98,-0.0439,213,1.29055
ENSG00000156113,KCNMA1,281,0.26647,246,0.04837,347,0.73384,169,-0.5508,111,-1.2024,249,0.06567,171,-0.5301,231,-0.0576
ENSG00000138326,RPS24,791,0.23423,326,-1.1601,633,-0.1464,778,0.20751,1117,0.82198,359,-1.0165,870,0.39417,662,-0.0570
ENSG00000108175,ZMIZ1,290,1.55379,99,-0.2954,94,-0.4242,73,-0.7683,119,-0.0092,198,0.84861,48,-1.4231,60,-1.0636
ENSG00000165424,ZCCHC24,166,0.53626,21,-2.6266,39,-1.8766,322,1.76228,160,0.46950,144,0.29371,49,-1.3813,141,0.26447
ENSG00000122359,ANXA11,513,1.70168,228,0.23772,246,0.43151,70,-1.6022,156,-0.3744,121,-0.7672,85,-1.3095,107,-0.9590
ENSG00000122378,PRXL2A,137,-1.1479,237,-0.2981,295,0.06261,230,-0.3430,223,-0.3966,396,0.54121,397,0.54880,359,0.37622
ENSG00000108219,TSPAN14,124,1.09638,33,-1.0424,87,0.56609,32,-1.0811,69,0.08154,54,-0.2940,21,-1.7149,78,0.29311
ENSG00000165678,GHITM,292,-0.3099,437,0.34568,449,0.45583,247,-0.5749,326,-0.1313,325,-0.1373,296,-0.2876,367,0.05590
ENSG00000107771,CCSER2,211,1.10777,124,0.18667,105,-0.0914,78,-0.5390,67,-0.7929,97,-0.1962,114,0.05179,91,-0.2996
ENSG00000173267,SNCG,316,0.05345,458,0.67252,369,0.35765,156,-1.0531,103,-1.6773,554,1.01176,227,-0.4724,200,-0.6736
ENSG00000148671,ADIRF,1796,2.12220,101,-2.6169,348,-0.8504,198,-1.6230,1091,1.12405,162,-1.9210,683,0.30859,365,-0.6944
ENSG00000148672,GLUD1,153,-1.5344,75,-2.5851,192,-1.3121,276,-0.6423,470,0.21107,771,1.06355,752,1.01972,838,1.21693
ENSG00000138138,ATAD1,88,0.08649,82,-0.0136,126,0.81954,38,-1.2233,66,-0.3701,62,-0.4552,66,-0.3754,95,0.21870
ENSG00000171862,PTEN,492,1.52611,236,0.22236,203,-0.0336,106,-1.0368,202,-0.0333,71,-1.6453,140,-0.6146,204,-0.0218
ENSG00000185745,IFIT1,11,-2.6988,89,0.53386,41,-0.7842,34,-0.9853,147,1.42489,93,0.60751,38,-0.8239,87,0.48570
ENSG00000180628,PCGF5,203,1.33603,33,-1.6138,121,0.47916,65,-0.5793,104,0.16324,39,-1.3592,104,0.17141,56,-0.8179
ENSG00000119938,PPP1R3C,1,-6.2327,37,-1.4682,44,-1.3264,85,-0.1812,115,0.31243,173,1.01713,236,1.59964,122,0.41106
ENSG00000107854,TNKS2,111,0.52230,105,0.42382,88,0.15629,44,-0.9538,34,-1.3289,52,-0.7008,88,0.13890,119,0.63192
ENSG00000107864,CPEB3,20,-1.6719,41,-0.5949,71,0.33777,40,-0.6217,12,-2.3692,138,1.46244,57,-0.0793,86,0.60519
ENSG00000148690,FRA10AC1,1,-5.5328,125,0.81260,40,-1.1343,139,1.00462,74,-0.0674,136,0.96316,85,0.16714,53,-0.6037
ENSG00000108231,LGI1,3,-4.3358,54,-0.0374,70,0.43233,29,-1.0321,97,0.93675,46,-0.3005,56,-0.0058,77,0.53648
ENSG00000095637,SORBS1,375,1.15964,191,3.00788,191,0.00512,87,-1.2139,186,-0.0366,59,-1.7952,178,-0.1114,257,0.49211
ENSG00000197430,OPALIN,12,-2.6471,53,-0.4580,8,-3.3802,284,2.67841,130,1.03547,92,0.44544,17,-2.1335,31,-1.2877
ENSG00000077147,TM9SF3,350,1.41589,156,0.00593,142,-0.1593,122,-0.3870,192,0.34632,108,-0.5725,78,-1.0828,107,-0.5830
ENSG00000196233,LCOR,1,-5.0244,48,0.25258,58,0.68438,54,0.47492,61,0.65924,63,0.70917,20,-1.1305,5,-3.0059
ENSG00000187122,SLIT1,86,-1.5911,512,1.31259,339,0.67676,177,-0.4854,89,-1.5355,360,0.67643,98,-1.3949,161,-0.6344
ENSG00000171314,PGAM1,115,-1.8645,520,0.48725,492,0.46058,239,-0.7613,409,0.09123,514,0.47030,373,-0.0581,329,-0.2601
ENSG00000155229,MMS19,96,0.81797,78,0.46942,67,0.24892,56,-0.0700,46,-0.3895,49,-0.2929,36,-0.7469,33,-0.8942
ENSG00000171160,MORN4,1,-5.1352,97,1.35871,74,1.04714,44,0.00920,35,-0.3683,4,-3.4523,13,-1.8302,55,0.34722
ENSG00000155256,ZFYVE27,70,0.59770,90,1.03991,58,0.31750,33,-0.6336,17,-1.6056,11,-2.2645,29,-0.7958,74,0.68536
ENSG00000155265,GOLGA7B,25,-1.5562,105,0.68920,91,0.53259,47,-0.5975,83,0.30348,48,-0.5672,86,0.35733,46,-0.6608
ENSG00000119946,CNNM1,1,-5.2196,12,-2.1048,110,1.93244,48,0.05936,45,-0.0518,55,0.25504,5,-3.2244,34,-0.5060
ENSG00000120053,GOT1,16,-3.1032,258,1.16445,202,0.86922,64,-1.1103,60,-1.2195,87,-0.6411,144,0.16109,143,0.14411
ENSG00000099194,SCD,275,-0.6187,261,-0.6996,190,-1.2958,1232,2.02149,478,0.26573,517,0.39875,269,-0.6539,243,-0.8078
ENSG00000166136,NDUFB8,231,-0.3743,242,-0.3014,280,-0.0768,277,-0.0830,312,0.10723,266,-0.1463,372,0.40282,366,0.37259
ENSG00000055950,MRPL43,135,0.94842,69,-0.1850,79,0.03795,34,-1.2849,33,-1.3169,87,0.18911,84,0.14790,95,0.34289
ENSG00000107819,SFXN3,129,0.82444,130,0.83811,77,-0.0431,42,-1.0011,21,-2.0000,168,1.30128,10,-3.0824,57,-0.5259
ENSG00000166167,BTRC,100,0.11005,110,0.26221,142,0.82503,53,-0.9013,41,-1.2656,62,-0.6452,67,-0.5349,126,0.48752
ENSG00000107829,FBXW4,97,0.41953,67,-0.1738,50,-0.7228,77,0.02920,114,0.69310,118,0.75597,90,0.29977,13,-2.5750
ENSG00000198408,OGA,447,0.84501,379,0.55923,368,0.60133,189,-0.5685,136,-1.0705,153,-0.8947,145,-0.9814,249,-0.1339
ENSG00000120049,KCNIP2,23,-2.0047,125,0.59677,157,1.21491,17,-2.4604,51,-0.8416,92,0.08236,72,-0.3039,91,0.06761
ENSG00000166197,NOLC1,88,0.50802,54,-0.3015,59,-0.1837,47,-0.5161,43,-0.6390,77,0.28891,68,0.07279,89,0.52707
ENSG00000107862,GBF1,3,-4.0269,72,0.77759,49,0.16287,48,0.10159,35,-0.3748,23,-1.0486,30,-0.6129,96,1.29600
ENSG00000059915,PSD,395,-0.9572,600,-0.3047,913,0.44148,594,-0.3217,601,-0.3024,431,-0.8241,1203,0.85169,883,0.32175
ENSG00000107872,FBXL15,4,-4.4688,151,0.95367,100,0.29462,95,0.16796,106,0.34961,44,-1.0493,34,-1.4132,137,0.78925
ENSG00000107874,CUEDC2,142,0.95355,37,-1.2102,73,-0.1711,81,0.00914,80,-0.0102,77,-0.0728,82,0.03230,80,-0.0202
ENSG00000138107,ACTR1A,63,-1.4483,303,1.07993,205,0.46922,116,-0.5204,78,-1.1174,252,0.75267,117,-0.5017,107,-0.6447
ENSG00000171206,TRIM8,82,-0.2171,68,-0.5101,79,-0.3264,56,-0.8158,143,0.69339,119,0.38618,94,-0.0038,128,0.50789
ENSG00000138175,ARL3,7,-3.6057,38,-1.2131,108,0.51403,52,-0.7405,69,-0.2881,70,-0.2780,99,0.29083,195,1.49352
ENSG00000166275,BORCS7,78,0.16123,40,-0.8641,84,0.34730,41,-0.8329,97,0.53907,100,0.58477,64,-0.1420,43,-0.7857
ENSG00000148798,INA,104,-0.8625,405,1.40489,270,0.79841,74,-1.3877,34,-2.5483,110,-0.7883,173,-0.0675,186,0.04821
ENSG00000173915,ATP5MD,75,-2.6814,324,-0.4871,569,0.49375,274,-0.7521,463,0.08107,168,-1.4980,622,0.57269,901,1.23303
ENSG00000107954,NEURL1,119,-0.4539,214,0.49908,202,0.46595,181,0.22151,100,-0.7311,86,-0.9553,135,-0.2542,186,0.26528
ENSG00000107957,SH3PXD2A,74,-0.2587,167,1.11950,129,0.78182,76,-0.2075,41,-1.1796,65,-0.4687,46,-1.0060,55,-0.7096
ENSG00000065613,SLK,381,2.66099,83,-0.2245,65,-0.6783,65,-0.6167,29,-1.8027,28,-1.8663,65,-0.6097,79,-0.3112
ENSG00000148834,GSTO1,23,-1.7275,89,0.35769,81,0.24025,37,-1.0097,103,0.60976,52,-0.5029,42,-0.8348,135,1.07147
ENSG00000156395,SORCS3,1,-5.1730,118,1.68845,60,0.54113,47,0.06024,26,-0.8545,58,0.41153,28,-0.7566,10,-2.3280
ENSG00000148700,ADD3,223,-0.5015,70,-2.2546,242,-0.4177,308,0.01056,324,0.09199,391,0.40449,441,0.60916,511,0.86683
ENSG00000119950,MXI1,312,1.73211,4,-5.0292,71,-0.8788,104,-0.1944,107,-0.1494,134,0.21074,184,0.74490,73,-0.7553
ENSG00000150593,PDCD4,50,0.04416,59,0.30153,54,0.18931,39,-0.3420,114,1.48347,1,-5.1407,14,-1.8536,53,0.13765
ENSG00000108061,SHOC2,139,0.29260,173,0.66311,161,0.64591,54,-1.1799,50,-1.2907,87,-0.4504,106,-0.1458,111,-0.0636
ENSG00000119927,GPAM,57,-0.4565,16,-2.3725,41,-1.0831,52,-0.6161,124,0.80735,127,0.85369,166,1.33307,66,-0.2442
ENSG00000099204,ABLIM1,188,0.48009,98,-0.5665,121,-0.2734,119,-0.2672,184,0.45079,224,0.78679,124,-0.1935,84,-0.8097
ENSG00000165832,TRUB1,1,-5.1495,74,0.85190,87,1.41253,43,-0.0512,25,-0.9082,47,0.07320,10,-2.2892,28,-0.7507
ENSG00000107518,ATRNL1,150,-0.0184,304,1.19747,195,0.48362,86,-0.8901,83,-0.9450,25,-2.7209,174,0.22760,152,0.00494
ENSG00000165868,HSPA12A,131,-0.7115,380,1.04250,262,0.46124,90,-1.2828,138,-0.6297,162,-0.3838,106,-1.0343,322,0.74758
ENSG00000187164,SHTN1,171,-0.1485,256,0.51670,111,-0.9113,395,1.28942,162,-0.2276,215,0.22659,108,-0.8709,157,-0.2855
ENSG00000165650,PDZD8,103,0.61333,67,-0.0890,56,-0.4344,60,-0.2719,106,0.66639,57,-0.3387,81,0.21443,53,-0.4501
ENSG00000229847,EMX2OS,49,-0.1172,0,-7.5628,59,0.21594,27,-1.0511,51,-0.0378,14,-2.0305,113,1.33463,100,1.10601
ENSG00000170370,EMX2,2,-4.5274,25,-1.0683,43,-0.2534,63,0.41367,70,0.57762,15,-1.7677,134,1.77862,48,-0.0236
ENSG00000107560,RAB11FIP2,105,0.70196,108,0.74929,44,-0.7957,30,-1.2622,49,-0.5499,57,-0.3146,128,1.05077,56,-0.3230
ENSG00000165669,FAM204A,122,1.09216,73,0.19976,54,-0.3034,33,-1.0490,65,0.01372,27,-1.3399,115,0.98240,36,-0.9214
ENSG00000151893,CACUL1,55,-0.4226,68,-0.0747,90,0.43242,39,-0.9382,52,-0.5073,129,0.99382,77,0.12238,44,-0.7502
ENSG00000107581,EIF3A,50,-1.1575,88,-0.2733,131,0.42925,106,0.01907,154,0.63727,129,0.34741,97,-0.1140,56,-0.9845
ENSG00000119979,DENND10,17,-1.5571,87,1.01824,48,0.01743,32,-0.6057,29,-0.7958,73,0.70455,29,-0.7970,66,0.53659
ENSG00000165672,PRDX3,1,-6.4891,197,0.89224,146,0.43523,76,-0.6807,130,0.17498,88,-0.4374,147,0.38281,116,-0.0020
ENSG00000151923,TIAL1,64,0.05526,76,0.33890,52,-0.3161,48,-0.4210,110,0.96489,42,-0.6264,46,-0.4679,69,0.16040
ENSG00000151929,BAG3,39,-0.8776,0,-7.9592,12,-2.8261,10,-2.8321,89,0.42543,198,1.90011,115,0.85296,146,1.28722
ENSG00000198825,INPP5F,65,-2.2485,451,0.78189,481,1.08306,195,-0.5958,146,-1.0432,360,0.39565,93,-1.7186,278,-0.0307
ENSG00000066468,FGFR2,77,-0.1331,18,-2.3375,49,-0.9368,62,-0.4626,125,0.67636,114,0.50948,140,0.87009,118,0.57494
ENSG00000107669,ATE1,1,-5.3544,88,0.91070,55,0.10910,35,-0.6024,31,-0.7960,105,1.21756,38,-0.4679,55,0.12254
ENSG00000107679,PLEKHA1,231,1.24098,167,0.66313,135,0.34698,59,-0.9943,63,-0.8931,97,-0.2296,84,-0.4599,38,-1.6454
ENSG00000166033,HTRA1,133,-2.4360,122,-2.5648,230,-1.7616,445,-0.6203,851,0.42506,1527,1.47561,978,0.66346,1402,1.31237
ENSG00000065154,OAT,29,-3.0467,355,0.79485,291,0.53326,88,-1.4316,227,0.04162,256,0.24202,164,-0.4770,288,0.43872
ENSG00000107902,LHPP,121,0.16772,20,-2.5293,80,-0.5414,177,0.81641,202,1.05383,119,0.14988,91,-0.2950,89,-0.3223
ENSG00000019995,ZRANB1,55,-0.4754,66,-0.1712,75,0.02464,46,-0.7560,56,-0.4479,132,0.98484,42,-0.8764,118,0.78754
ENSG00000175029,CTBP2,35,-0.9101,105,0.85583,53,-0.3086,15,-2.2175,84,0.47324,110,0.93005,53,-0.2787,60,-0.0778
ENSG00000188690,UROS,38,-2.3521,180,0.03419,233,0.53523,173,-0.0305,132,-0.4585,215,0.32497,198,0.18800,187,0.08929
ENSG00000150760,DOCK1,104,1.33341,10,-2.3042,19,-1.5298,99,1.23550,27,-0.8922,98,1.22563,24,-1.0872,32,-0.6564
ENSG00000132334,PTPRE,58,0.11696,52,-0.0566,111,1.54436,42,-0.3997,3,-4.3311,31,-0.8837,36,-0.6224,42,-0.3822
ENSG00000175470,PPP2R2D,1,-5.1420,81,1.00243,55,0.37553,36,-0.3481,10,-2.1861,30,-0.6228,61,0.51197,74,0.84405
ENSG00000176171,BNIP3,2,-6.5165,254,0.48100,219,0.26964,146,-0.4186,187,-0.0288,187,-0.0248,187,-0.0290,309,0.81885
ENSG00000165752,STK32C,10,-2.5024,94,0.97453,57,0.15147,39,-0.4881,73,0.53440,17,-1.6974,41,-0.4105,87,0.83323
ENSG00000068383,INPP5A,179,1.65524,60,-0.2538,64,-0.1583,15,-2.3282,51,-0.5100,44,-0.7239,68,-0.0368,85,0.31835
ENSG00000197177,ADGRA1,9,-3.0832,31,-1.2747,146,1.58164,76,0.12013,37,-1.0051,142,1.20566,16,-2.2676,30,-1.3081
ENSG00000171798,KNDC1,198,0.04916,240,0.36989,293,0.83980,62,-1.7395,98,-1.0478,146,-0.4356,110,-0.8759,288,0.67727
ENSG00000130640,TUBGCP2,28,-1.2052,91,0.66191,75,0.37472,54,-0.1962,66,0.13330,54,-0.2040,43,-0.5573,65,0.09831
ENSG00000130643,CALY,227,-0.6331,662,1.14985,616,1.24900,117,-1.6359,126,-1.5340,192,-0.8916,164,-1.1351,325,-0.0635
ENSG00000127884,ECHS1,188,0.52484,179,0.43841,100,-0.5535,128,-0.1130,138,0.01277,120,-0.2073,112,-0.3285,168,0.33192
ENSG00000203772,SPRN,34,-1.2756,197,1.61245,88,0.21498,50,-0.6986,22,-1.9510,115,0.62994,29,-1.5147,84,0.10522
ENSG00000177963,RIC8A,64,-0.3927,201,1.57729,37,-1.3291,81,-0.0192,62,-0.4317,99,0.30373,57,-0.5701,98,0.29981
ENSG00000185627,PSMD13,1,-5.8443,109,0.68325,66,-0.1609,44,-0.7789,82,0.19641,108,0.65597,39,-0.9786,137,1.08623
ENSG00000185201,IFITM2,268,2.26702,4,-4.2194,13,-2.9184,19,-2.1890,359,3.01715,15,-2.4901,5,-4.0996,16,-2.4335
ENSG00000142089,IFITM3,715,1.57822,103,-1.6129,50,-2.8446,161,-0.9359,1025,2.35035,213,-0.4999,168,-0.8740,144,-1.1026
ENSG00000182272,B4GALNT4,1,-6.4818,61,-0.9668,149,0.54603,121,0.12049,47,-1.3366,194,0.91719,146,0.42700,145,0.41067
ENSG00000185187,SIGIRR,92,0.78546,53,-0.1186,35,-0.8742,48,-0.2772,70,0.33374,85,0.66328,57,-0.0142,41,-0.5301
ENSG00000174915,PTDSS2,52,-0.0452,93,0.92441,50,-0.1173,52,-0.0290,49,-0.1300,98,1.02391,22,-1.3456,14,-1.9895
ENSG00000023191,RNH1,1,-5.2312,32,-0.5881,30,-0.7610,54,0.21453,136,1.89493,41,-0.2026,16,-1.6551,83,0.95893
ENSG00000174775,HRAS,9,-3.2586,33,-1.4714,157,1.27904,93,0.15272,56,-0.6475,137,0.80333,65,-0.4298,57,-0.6323
ENSG00000177030,DEAF1,109,-0.6838,198,0.26995,162,-0.0655,244,0.61613,155,-0.1348,136,-0.3382,146,-0.2239,201,0.29169
ENSG00000177156,TALDO1,1,-5.7942,49,-0.5575,67,-0.0613,89,0.40463,117,0.86072,106,0.68773,70,-0.0059,62,-0.1823
ENSG00000177225,GATD1,15,-2.0207,36,-0.7630,73,0.42935,61,0.07527,68,0.24017,96,0.82053,52,-0.1839,52,-0.1911
ENSG00000184524,CEND1,187,-0.8080,470,0.68458,387,0.41571,227,-0.5035,132,-1.3403,702,1.41454,163,-1.0189,151,-1.1306
ENSG00000177542,SLC25A22,74,-0.4326,221,1.43732,98,0.02374,70,-0.5004,44,-1.2360,135,0.55641,82,-0.2607,48,-1.0777
ENSG00000177600,RPLP2,970,0.37160,353,-1.2285,579,-0.5187,1141,0.64791,1559,1.20523,540,-0.5736,782,0.01576,464,-0.8069
ENSG00000177697,CD151,534,3.21515,20,-2.5414,37,-1.8064,31,-1.9267,205,1.05945,73,-0.6402,29,-2.0437,23,-2.3411
ENSG00000177700,POLR2L,45,-2.3517,241,0.20658,206,-0.0613,192,-0.1631,358,0.87840,206,-0.0541,208,-0.0372,252,0.27962
ENSG00000177830,CHID1,34,-1.0216,45,-0.6089,69,0.07416,50,-0.4469,91,0.52639,98,0.64561,58,-0.2116,82,0.35034
ENSG00000183020,AP2A2,139,-0.4815,439,1.48000,203,0.13803,127,-0.6252,102,-0.9684,151,-0.3497,177,-0.0983,155,-0.3168
ENSG00000078902,TOLLIP,164,-0.6088,430,0.98006,263,0.15975,155,-0.7024,95,-1.4420,347,0.60695,220,-0.1473,234,-0.0485
ENSG00000174672,BRSK2,165,0.40969,164,0.40670,220,1.10066,86,-0.6405,78,-0.7888,136,0.09687,44,-1.6353,43,-1.6932
ENSG00000184545,DUSP8,92,-0.7460,118,-0.3551,218,0.77512,158,0.11270,106,-0.5322,62,-1.3498,233,0.76687,123,-0.2949
ENSG00000117984,CTSD,267,-0.7078,469,0.19004,384,-0.1521,386,-0.1251,529,0.39096,714,0.90674,339,-0.3325,284,-0.6087
ENSG00000214026,MRPL23,1,-5.1052,65,0.67436,69,0.94790,30,-0.5535,48,0.17187,24,-0.9273,25,-0.8286,57,0.44483
ENSG00000110651,CD81,399,-0.4659,367,-0.5955,207,-1.5977,414,-0.4067,1037,1.13606,852,0.78371,730,0.51716,596,0.17722
ENSG00000269821,KCNQ1OT1,191,1.68798,6,-3.6843,105,0.68576,81,0.14499,9,-3.0823,26,-1.6137,76,0.05061,65,-0.1934
ENSG00000205531,NAP1L4,27,-2.1339,241,1.32832,81,-0.5796,92,-0.3151,103,-0.1285,211,1.07829,112,4.46861,59,-0.9937
ENSG00000167323,STIM1,79,-0.1447,213,1.58087,140,0.97068,52,-0.8094,42,-1.1324,14,-2.6977,57,-0.6572,42,-1.1183
ENSG00000244734,HBB,5980,9.15398,49,-3.9126,4,-7.5474,9,-6.2443,3,-7.8074,0,-10.926,4,-7.4908,6,-6.7888
ENSG00000166311,SMPD1,1,-5.0791,55,0.08125,53,0.02946,29,-0.9313,64,0.32534,100,1.09666,46,-0.2148,70,0.48221
ENSG00000166313,APBB1,259,-0.8079,866,1.19379,556,0.48545,355,-0.3180,247,-0.8844,458,0.09380,244,-0.9002,351,-0.3332
ENSG00000132254,ARFIP2,1,-4.9127,96,1.29502,31,-0.6601,33,-0.4907,56,0.35602,107,1.50740,11,-2.1126,40,-0.2003
ENSG00000166333,ILK,119,1.12183,0,-7.6295,49,-0.4076,21,-1.6355,113,1.04127,71,0.23720,75,0.33709,55,-0.1664
ENSG00000166337,TAF10,22,-2.5705,121,0.01151,142,0.31496,127,0.09190,155,0.41829,55,-1.1984,144,0.29843,172,0.60418
ENSG00000166340,TPP1,25,-3.0271,114,-0.7677,119,-0.7780,104,-0.9117,225,0.31612,459,1.60030,194,0.07489,310,0.86572
ENSG00000175390,EIF3F,83,-0.2370,83,-0.2464,70,-0.5824,117,0.30928,133,0.53415,85,-0.1970,98,0.01693,131,0.50392
ENSG00000166402,TUB,113,1.16655,5,-3.4626,90,0.91654,26,-1.2315,29,-1.0327,48,-0.2829,54,-0.0834,58,0.02022
ENSG00000166441,RPL27A,655,0.08806,283,-1.2240,494,-0.4111,874,0.56931,1109,0.98632,445,-0.5295,796,0.41098,435,-0.5651
ENSG00000175348,TMEM9B,40,-1.4218,126,0.37857,127,0.46181,62,-0.7394,80,-0.3446,176,0.96167,36,-1.5649,124,0.35286
ENSG00000175352,NRIP3,52,-0.7937,18,-2.3649,148,1.09919,95,0.14730,66,-0.4264,118,0.51253,82,-0.0935,52,-0.8121
ENSG00000184014,DENND5A,64,-0.5404,60,-0.6270,96,0.12840,133,0.65047,102,0.21369,115,0.40841,59,-0.6640,82,-0.1389
ENSG00000205339,IPO7,169,0.48794,148,0.27380,140,0.20056,108,-0.2390,114,-0.1593,129,0.04730,90,-0.5209,92,-0.4957
ENSG00000133812,SBF2,121,1.24574,36,-0.7755,40,-0.6868,36,-0.7690,57,-0.0475,55,-0.0983,90,0.70175,54,-0.1253
ENSG00000255823,MTRNR2L8,5520,0.88858,929,-1.9350,1861,-0.9770,6724,1.24783,3386,0.05993,2291,-0.5633,4385,0.48951,2414,-0.4810
ENSG00000110315,RNF141,33,-1.2897,48,-0.7250,72,-0.1052,134,0.94278,112,0.63806,88,0.23528,52,-0.6154,76,-0.0029
ENSG00000072952,MRVI1,316,2.41535,10,-3.2568,44,-1.1918,71,-0.3410,48,-0.9451,42,-1.1473,90,0.05079,124,0.57567
ENSG00000110321,EIF4G2,482,0.51892,245,-0.5779,425,0.35623,268,-0.4361,418,0.27971,288,-0.3212,221,-0.7347,399,0.20436
ENSG00000170242,USP47,197,1.86138,35,-1.0583,60,-0.2560,69,-0.0101,43,-0.7523,43,-0.7728,64,-0.1344,55,-0.3719
ENSG00000050165,DKK3,485,-1.1375,1797,0.99346,1034,0.05879,417,-1.3667,787,-0.3859,1289,0.41600,864,-0.2387,1311,0.44419
ENSG00000133816,MICAL2,178,1.99693,107,1.00514,58,-0.0236,42,-0.5577,8,-3.0047,39,-0.6414,33,-0.9223,9,-2.8111
