Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to10,Feature log2 fold change topic 5to10
ENSG00000157916,RER1,72,0.31716,54,-0.1658,48,-0.3408,61,0.09389
ENSG00000157911,PEX10,14,-0.5735,22,0.10995,16,-0.4460,23,0.26165
ENSG00000149527,PLCH2,12,-0.1297,9,-0.5739,12,-0.0944,14,0.43511
ENSG00000157881,PANK4,9,-0.8620,12,-0.4453,13,-0.2905,19,0.66491
ENSG00000197921,HES5,2,-2.6432,19,0.48973,19,0.38920,15,-0.0260
ENSG00000157870,PRXL2B,64,-0.1753,55,-0.4360,72,0.01946,77,0.32865
ENSG00000177133,PRDM16-DT,7,-1.0291,30,1.61495,10,-0.5152,10,-0.9178
ENSG00000158109,TPRG1L,142,-0.2337,116,-0.6000,196,0.29005,179,0.32388
ENSG00000130764,LRRC47,69,-0.0356,41,-0.9106,84,0.26087,79,0.41932
ENSG00000116198,CEP104,12,-0.0042,14,0.26038,29,1.52436,8,-1.0056
ENSG00000198912,C1orf174,16,0.58837,6,-1.0032,19,0.88276,11,-0.1434
ENSG00000196581,AJAP1,20,-1.2549,23,-1.1313,35,-0.4150,60,1.20894
ENSG00000069424,KCNAB2,125,-0.8068,173,-0.3283,152,-0.5035,245,0.64812
ENSG00000116254,CHD5,67,-0.8932,103,-0.2451,227,1.08090,115,-0.1248
ENSG00000116251,RPL22,823,0.77565,608,0.30554,332,-0.6897,463,-0.3554
ENSG00000116237,ICMT,34,0.01308,28,-0.3332,25,-0.4356,37,0.35711
ENSG00000158292,GPR153,18,0.46851,8,-0.7788,10,-0.3561,14,0.37002
ENSG00000097021,ACOT7,188,-0.6908,168,-0.9372,308,0.08690,347,0.73894
ENSG00000171680,PLEKHG5,11,-1.2909,19,-0.4389,23,-0.1356,30,0.69986
ENSG00000162408,NOL9,52,1.05036,23,-0.2740,32,0.23594,24,-0.4354
ENSG00000162413,KLHL21,30,0.35626,21,-0.1807,17,-0.4996,25,0.13304
ENSG00000116273,PHF13,16,0.08454,14,-0.1630,16,0.08127,15,0.04153
ENSG00000041988,THAP3,17,-0.2592,15,-0.4712,21,0.09613,22,0.34700
ENSG00000007923,DNAJC11,14,-0.9239,22,-0.2335,32,0.36521,27,0.27099
ENSG00000171735,CAMTA1,134,-0.0953,116,-0.3555,260,1.00752,133,-0.2385
ENSG00000049245,VAMP3,60,1.60137,26,0.15581,18,-0.4062,18,-0.8589
ENSG00000049246,PER3,30,0.44160,18,-0.3732,20,-0.2022,23,0.11536
ENSG00000116288,PARK7,336,-0.2110,389,0.02596,195,-1.0508,421,0.36311
ENSG00000116285,ERRFI1,31,0.60827,14,-0.7265,26,0.30700,21,0.01835
ENSG00000162426,SLC45A1,11,-1.0963,13,-0.9894,33,0.56469,27,0.62114
ENSG00000142599,RERE,106,0.12559,74,-0.4897,88,-0.1756,107,0.31570
ENSG00000074800,ENO1,549,-0.3181,590,-0.2304,577,-0.2418,735,0.35027
ENSG00000142583,SLC2A5,6,-0.6878,12,0.46806,8,-0.1434,9,-0.0770
ENSG00000171612,SLC25A33,34,0.19851,40,0.52013,38,0.35498,25,-0.5931
ENSG00000188807,TMEM201,3,-1.6975,8,-0.2831,23,1.46479,9,-0.2268
ENSG00000171603,CLSTN1,416,-0.6088,331,-1.0462,670,0.14282,731,0.74086
ENSG00000178585,CTNNBIP1,12,-1.0271,25,0.05867,52,1.27094,21,-0.4100
ENSG00000162441,LZIC,29,0.14016,29,0.16215,27,0.04507,25,-0.1814
ENSG00000130939,UBE4B,34,0.10905,22,-0.6623,45,0.56359,33,0.09392
ENSG00000054523,KIF1B,209,-0.0330,195,-0.1563,316,0.64317,203,-0.1726
ENSG00000142657,PGD,52,0.57848,32,-0.2194,51,0.52313,33,-0.3348
ENSG00000175279,CENPS,8,-0.7243,11,-0.2455,11,-0.1886,14,0.46290
ENSG00000241563,CORT,65,-0.2039,31,-1.4527,311,2.69565,50,-1.1113
ENSG00000160049,DFFA,64,1.20249,23,-0.4963,34,0.12886,28,-0.3682
ENSG00000142655,PEX14,25,0.16585,18,-0.4199,27,0.24769,23,0.09183
ENSG00000120948,TARDBP,76,0.43724,44,-0.4854,51,-0.2212,61,0.18716
ENSG00000116649,SRM,77,-0.2856,66,-0.5828,55,-0.7910,110,0.72849
ENSG00000171824,EXOSC10,13,-0.5514,9,-1.0615,18,-0.0091,22,0.80010
ENSG00000198793,MTOR,26,-0.5469,29,-0.4468,30,-0.3478,43,0.59670
ENSG00000116661,FBXO2,242,0.02955,267,0.21660,184,-0.4021,236,-0.0271
ENSG00000132879,FBXO44,129,-0.1659,78,-1.0282,135,-0.0937,168,0.68163
ENSG00000116670,MAD2L2,10,-1.2093,18,-0.4361,9,-1.3258,29,1.04460
ENSG00000177674,AGTRAP,26,1.72220,12,0.37457,7,-0.4519,6,-1.0991
ENSG00000177000,MTHFR,9,-0.4699,10,-0.2764,31,1.59464,10,-0.5654
ENSG00000011021,CLCN6,26,-0.7105,26,-0.8020,76,1.01794,43,0.16640
ENSG00000116685,KIAA2013,38,0.46545,18,-0.7272,32,0.21526,29,0.13071
ENSG00000083444,PLOD1,28,1.10855,11,-0.3849,18,0.32227,12,-0.4460
ENSG00000116688,MFN2,63,-0.3790,53,-0.7188,93,0.22828,90,0.46458
ENSG00000116691,MIIP,13,-0.1149,8,-0.8181,14,0.07320,15,0.48994
ENSG00000028137,TNFRSF1B,169,3.46710,29,-0.0748,8,-1.8997,11,-2.3450
ENSG00000048707,VPS13D,46,0.13010,31,-0.5511,70,0.81497,41,-0.1055
ENSG00000162496,DHRS3,33,1.15735,18,0.19080,27,0.83342,11,-1.0855
ENSG00000116731,PRDM2,63,-0.2497,64,-0.2696,91,0.33085,77,0.12227
ENSG00000189337,KAZN,47,0.53367,17,-1.1599,79,1.47210,29,-0.4394
ENSG00000142634,EFHD2,129,0.80171,55,-0.6320,305,2.48399,41,-1.7023
ENSG00000116138,DNAJC16,16,-0.2735,11,-0.9590,29,0.63019,21,0.34079
ENSG00000197312,DDI2,18,-0.1552,12,-0.8042,32,0.75039,21,0.16158
ENSG00000116786,PLEKHM2,39,-0.3205,50,0.07938,47,-0.0310,49,0.06805
ENSG00000065526,SPEN,47,0.86935,30,0.14741,42,0.68446,21,-0.7994
ENSG00000116809,ZBTB17,14,0.17436,12,-0.0873,11,-0.1153,12,0.03054
ENSG00000185519,FAM131C,12,-0.2852,14,-0.0893,24,0.78344,14,-0.2040
ENSG00000037637,FBXO42,7,-1.3058,11,-0.8320,30,0.89994,19,0.38564
ENSG00000055070,SZRD1,17,-0.1438,27,0.63338,17,-0.1435,17,-0.3664
ENSG00000157191,NECAP2,13,0.17225,14,0.29903,14,0.32706,10,-0.4048
ENSG00000159363,ATP13A2,54,-0.9731,68,-0.6746,142,0.55569,113,0.44086
ENSG00000117118,SDHB,90,-0.0148,77,-0.2811,66,-0.4916,99,0.35310
ENSG00000117115,PADI2,72,1.07329,60,0.87810,32,-0.2532,26,-1.1076
ENSG00000179051,RCC2,7,-0.7142,13,0.31830,16,0.53027,10,-0.2332
ENSG00000074964,ARHGEF10L,4,-1.2058,12,0.56211,9,0.07023,8,-0.1194
ENSG00000117154,IGSF21,35,-0.6521,34,-0.7625,92,0.89392,57,0.21015
ENSG00000159423,ALDH4A1,9,-1.3097,38,1.13821,14,-0.5791,19,-0.3946
ENSG00000127463,EMC1,28,0.07878,18,-0.6765,38,0.56272,27,0.11361
ENSG00000053372,MRTO4,37,-0.2059,27,-0.7422,53,0.36585,46,0.35185
ENSG00000053371,AKR7A2,42,-0.1803,54,0.24393,44,-0.1032,46,-0.0686
ENSG00000077549,CAPZB,218,-0.0691,174,-0.4740,189,-0.2944,254,0.42779
ENSG00000173436,MICOS10,220,-0.5680,402,0.45082,213,-0.6204,320,0.04943
ENSG00000158747,NBL1,155,-0.1498,142,-0.3146,242,0.57792,170,-0.0040
ENSG00000169914,OTUD3,8,-1.3175,17,-0.2765,23,0.19309,22,0.45986
ENSG00000162545,CAMK2N1,865,-0.9988,1573,-0.0762,674,-1.3755,1955,0.73910
ENSG00000090432,MUL1,21,0.08202,15,-0.4218,32,0.80336,19,-0.1483
ENSG00000158828,PINK1,331,0.05519,271,-0.2916,371,0.23769,326,0.06684
ENSG00000244038,DDOST,22,-0.0089,16,-0.5705,18,-0.3516,26,0.47854
ENSG00000117245,KIF17,7,-1.3355,7,-1.3902,30,1.00003,19,0.56218
ENSG00000189410,SH2D5,24,-0.6002,23,-0.7107,33,-0.0933,41,0.67110
ENSG00000127483,HP1BP3,170,0.20859,103,-0.6467,208,0.53275,152,0.06061
ENSG00000075151,EIF4G3,106,-0.1355,86,-0.5000,127,0.15851,124,0.29289
ENSG00000117298,ECE1,82,2.87167,11,-0.7805,7,-1.4573,11,-1.2572
ENSG00000076864,RAP1GAP,98,-0.4064,57,-1.3388,172,0.50488,147,0.61356
ENSG00000090686,USP48,55,0.63771,30,-0.3554,47,0.37849,35,-0.2198
ENSG00000070831,CDC42,281,0.42586,153,-0.5937,281,0.42679,215,-0.0116
ENSG00000173372,C1QA,268,3.09454,56,0.04177,25,-1.2040,24,-2.0762
ENSG00000159189,C1QC,208,2.64417,55,0.16780,22,-1.2718,27,-1.6271
ENSG00000173369,C1QB,310,2.37484,105,0.40800,29,-1.6174,49,-1.4757
ENSG00000004487,KDM1A,49,-0.0313,37,-0.5364,37,-0.4537,57,0.50169
ENSG00000169641,LUZP1,9,-1.7971,25,-0.3870,49,0.73341,34,0.32467
ENSG00000125944,HNRNPR,104,0.05880,62,-0.8077,115,0.23280,109,0.34512
ENSG00000125945,ZNF436,8,-1.8323,11,-1.4992,24,-0.1409,36,1.38772
ENSG00000204219,TCEA3,46,2.50892,10,-0.2868,15,0.35115,6,-1.6832
ENSG00000117318,ID3,236,4.90774,19,-0.8024,4,-2.9903,4,-3.8965
ENSG00000142676,RPL11,981,1.55074,443,0.18932,263,-0.6517,310,-0.7783
ENSG00000011007,ELOA,14,-0.1400,12,-0.5012,29,1.00830,15,-0.1452
ENSG00000057757,PITHD1,163,-0.0889,107,-0.8112,202,0.25571,190,0.39510
ENSG00000011009,LYPLA2,45,0.16732,26,-0.7563,26,-0.7146,47,0.61508
ENSG00000117308,GALE,6,-1.4941,8,-1.1073,7,-1.2051,22,1.52675
ENSG00000117305,HMGCL,5,-1.5955,19,0.46634,13,-0.2244,16,0.12722
ENSG00000179163,FUCA1,14,0.06492,7,-1.0250,18,0.52766,14,0.29800
ENSG00000189266,PNRC2,92,0.94779,45,-0.2335,50,-0.0506,47,-0.2880
ENSG00000188529,SRSF10,57,0.22005,34,-0.6352,49,-0.0364,54,0.30191
ENSG00000001461,NIPAL3,62,0.40638,33,-0.6539,115,1.48780,40,-0.6025
ENSG00000133226,SRRM1,96,0.62081,66,0.00998,91,0.53042,56,-0.5002
ENSG00000169504,CLIC4,215,3.71227,27,-0.4672,25,-0.5339,11,-2.7463
ENSG00000117614,SYF2,97,0.55705,56,-0.3613,61,-0.1998,70,0.05057
ENSG00000117616,RSRP1,28,-0.4160,16,-1.3832,35,-0.0668,45,0.92226
ENSG00000183726,TMEM50A,111,0.49614,58,-0.6046,55,-0.6324,90,0.34911
ENSG00000204178,MACO1,60,1.21632,17,-0.9045,32,0.16794,27,-0.2017
ENSG00000117643,MAN1C1,14,-1.5132,23,-0.7862,13,-1.5353,50,1.40609
ENSG00000162430,SELENON,45,0.74099,27,-0.0626,28,-0.0499,26,-0.2761
ENSG00000117640,MTFR1L,98,0.78512,47,-0.4559,66,0.14101,58,-0.1430
ENSG00000117632,STMN1,1062,-0.5178,1000,-0.6716,1279,-0.2265,1735,0.67610
ENSG00000158008,EXTL1,14,-1.3925,34,-0.0961,40,0.16910,39,0.36423
ENSG00000142684,ZNF593,40,-0.0025,38,-0.1056,38,-0.0654,41,0.09460
ENSG00000142669,SH3BGRL3,364,0.65652,197,-0.3782,283,0.23427,234,-0.1544
ENSG00000158062,UBXN11,22,0.01559,16,-0.5340,10,-1.1624,26,0.66848
ENSG00000117682,DHDDS,18,0.11336,14,-0.2915,25,0.58398,16,-0.1174
ENSG00000198830,HMGN2,208,0.83969,128,0.04732,116,-0.1205,112,-0.3762
ENSG00000117713,ARID1A,79,0.45264,40,-0.6918,80,0.46952,60,0.00392
ENSG00000204160,ZDHHC18,16,-0.4202,13,-0.8370,25,0.29632,24,0.50582
ENSG00000142751,GPN2,4,-2.0557,12,-0.4745,16,0.01905,19,0.77965
ENSG00000090273,NUDC,213,0.12355,192,-0.0556,123,-0.7440,210,0.21960
ENSG00000253368,TRNP1,38,-0.4913,33,-0.7803,35,-0.6331,64,0.87079
ENSG00000090020,SLC9A1,19,0.08012,11,-0.8495,26,0.54526,19,0.20476
ENSG00000142784,WDTC1,13,-1.0317,29,0.28010,41,0.81546,23,-0.2836
ENSG00000186501,TMEM222,38,-0.6275,42,-0.5327,70,0.31645,64,0.39784
ENSG00000158195,WASF2,73,1.98532,26,0.20241,17,-0.4730,15,-1.1882
ENSG00000126705,AHDC1,36,-0.2046,20,-1.1850,79,1.08821,42,0.13302
ENSG00000126709,IFI6,389,1.98106,103,-0.3688,245,1.10094,72,-1.5390
ENSG00000009780,FAM76A,9,-0.5236,10,-0.4484,17,0.37823,14,0.29056
ENSG00000117758,STX12,129,0.55543,70,-0.4785,126,0.51714,87,-0.1765
ENSG00000117751,PPP1R8,36,0.29878,21,-0.5943,36,0.30862,31,0.10127
ENSG00000117748,RPA2,45,-0.1415,35,-0.6216,55,0.15934,54,0.36121
ENSG00000126698,DNAJC8,148,-0.0676,143,-0.1424,133,-0.2409,163,0.20472
ENSG00000130770,ATP5IF1,416,-0.6387,596,-0.0849,333,-0.9800,718,0.56478
ENSG00000204138,PHACTR4,11,0.18260,11,0.35912,16,0.82701,7,-0.6972
ENSG00000180098,TRNAU1AP,36,1.20845,12,-0.6103,16,-0.0862,16,-0.2357
ENSG00000197989,SNHG12,24,0.98319,11,-0.3057,9,-0.6487,13,-0.0866
ENSG00000120656,TAF12,17,0.38561,12,-0.2441,13,-0.0454,13,0.01056
ENSG00000198492,YTHDF2,75,0.14243,40,-0.9407,103,0.66080,72,0.15883
ENSG00000116350,SRSF4,50,0.25438,39,-0.1553,38,-0.1823,43,0.06318
ENSG00000116353,MECR,15,-1.1020,26,-0.3578,28,-0.2096,37,0.63666
ENSG00000060656,PTPRU,9,-0.0293,4,-1.1370,47,3.20007,4,-1.8452
ENSG00000162511,LAPTM5,198,2.08811,80,0.48728,33,-0.9714,37,-1.3775
ENSG00000162512,SDC3,188,0.23424,124,-0.4702,159,-0.0393,172,0.20746
ENSG00000134644,PUM1,117,-0.0122,60,-1.1216,216,1.01000,121,0.08988
ENSG00000060688,SNRNP40,5,-1.6362,13,-0.4625,16,-0.1278,20,0.77488
ENSG00000121766,ZCCHC17,110,-0.4688,97,-0.7260,128,-0.2403,176,0.69570
ENSG00000121769,FABP3,86,-0.7997,100,-0.6225,137,-0.0684,168,0.66845
ENSG00000162517,PEF1,67,-0.3181,54,-0.7293,58,-0.5427,98,0.75102
ENSG00000084636,COL16A1,37,0.64616,17,-0.6528,30,0.30639,25,-0.0367
ENSG00000121753,ADGRB2,142,-0.3685,119,-0.7069,174,-0.0492,207,0.57598
ENSG00000184007,PTP4A2,280,1.05510,140,-0.1100,154,0.04824,129,-0.4619
ENSG00000121774,KHDRBS1,99,-0.2542,88,-0.4987,142,0.31175,125,0.26546
ENSG00000121775,TMEM39B,2,-2.1869,7,-0.6880,15,0.42584,13,0.72064
ENSG00000025800,KPNA6,38,-0.3461,30,-0.7932,90,1.04699,48,0.04118
ENSG00000084652,TXLNA,37,1.32216,15,-0.2154,16,-0.0762,14,-0.5268
ENSG00000160050,CCDC28B,10,-0.8047,22,0.50322,15,-0.1959,16,-0.0590
ENSG00000084623,EIF3I,142,0.52458,88,-0.2722,86,-0.2804,104,0.04142
ENSG00000175130,MARCKSL1,291,0.74681,233,0.42664,193,0.07004,150,-0.6606
ENSG00000160058,BSDC1,70,0.30189,40,-0.6208,60,0.06988,61,0.21544
ENSG00000160062,ZBTB8A,8,-0.2484,7,-0.4560,13,0.56884,9,0.11407
ENSG00000176261,ZBTB8OS,65,0.61220,43,-0.0701,35,-0.3594,43,-0.1028
ENSG00000162521,RBBP4,90,0.13741,74,-0.1948,95,0.22430,82,-0.0183
ENSG00000162522,KIAA1522,14,-0.5029,24,0.40082,7,-1.4457,20,0.24476
ENSG00000134684,YARS,51,-0.9183,71,-0.4729,91,-0.0324,107,0.59542
ENSG00000116497,S100PBP,16,0.51369,10,-0.2895,19,0.87145,10,-0.4443
ENSG00000160097,FNDC5,24,0.11204,16,-0.5323,21,-0.1030,24,0.31866
ENSG00000121905,HPCA,197,-0.5005,155,-0.9467,228,-0.2717,328,0.83605
ENSG00000121900,TMEM54,59,0.37966,44,-0.1343,48,0.04871,46,-0.0890
ENSG00000116514,RNF19B,33,0.31770,16,-0.8803,27,0.00109,30,0.36375
ENSG00000004455,AK2,36,1.11553,19,0.08192,21,0.18864,15,-0.6754
ENSG00000142920,AZIN2,13,-0.6508,8,-1.4208,22,0.19576,24,0.89139
ENSG00000160094,ZNF362,12,-0.0406,13,0.05235,20,0.79607,11,-0.3831
ENSG00000134686,PHC2,88,0.72721,47,-0.3270,68,0.30674,52,-0.2508
ENSG00000163866,SMIM12,57,0.11423,41,-0.4476,50,-0.1079,57,0.27190
ENSG00000116544,DLGAP3,23,-1.1334,55,0.21639,36,-0.4924,53,0.33048
ENSG00000163867,ZMYM6,10,-0.4094,8,-0.9187,21,0.68573,15,0.33596
ENSG00000116560,SFPQ,208,0.52541,109,-0.5508,171,0.20217,151,0.01808
ENSG00000146463,ZMYM4,42,0.29817,38,0.15433,32,-0.1399,33,-0.1751
ENSG00000142687,KIAA0319L,29,-0.8920,40,-0.4566,66,0.38442,57,0.38966
ENSG00000020129,NCDN,284,-1.0154,246,-1.3328,353,-0.6804,720,1.35078
ENSG00000126067,PSMB2,152,0.21985,87,-0.7148,129,-0.0450,145,0.34645
ENSG00000142686,C1orf216,80,-0.0535,54,-0.7390,97,0.24240,91,0.35174
ENSG00000092847,AGO1,12,-0.5685,16,-0.1368,31,0.94454,17,-0.1849
ENSG00000126070,AGO3,8,-0.9206,13,-0.2326,30,1.13040,14,-0.1579
ENSG00000116863,ADPRHL2,11,-0.6815,13,-0.5044,14,-0.3900,21,0.68740
ENSG00000054116,TRAPPC3,37,-0.5535,39,-0.5248,41,-0.4053,63,0.66629
ENSG00000116871,MAP7D1,152,-0.0460,124,-0.4140,107,-0.5959,177,0.47853
ENSG00000054118,THRAP3,81,0.53855,40,-0.6232,77,0.46066,57,-0.0672
ENSG00000196182,STK40,20,0.28284,16,-0.0500,16,-0.1166,17,-0.0392
ENSG00000181817,LSM10,36,-0.2765,38,-0.2084,27,-0.7236,48,0.46983
ENSG00000116885,OSCP1,7,-1.3942,12,-0.7342,8,-1.2244,25,1.26976
ENSG00000116898,MRPS15,44,-0.3165,48,-0.2038,33,-0.7299,60,0.48235
ENSG00000163873,GRIK3,22,0.72708,4,-1.7358,62,2.81191,8,-1.5640
ENSG00000163875,MEAF6,76,-0.3330,60,-0.7516,116,0.35631,104,0.40506
ENSG00000163877,SNIP1,13,0.06489,7,-0.9396,16,0.36766,14,0.34110
ENSG00000134697,GNL2,25,0.66043,18,0.16551,18,0.09563,14,-0.4376
ENSG00000116922,C1orf109,14,-0.0532,7,-1.1412,11,-0.3734,18,0.79540
ENSG00000183317,EPHA10,13,-0.1389,6,-1.3002,5,-1.5462,19,1.23707
ENSG00000185090,MANEAL,24,-0.6285,20,-1.0265,23,-0.7229,47,1.08251
ENSG00000196449,YRDC,20,0.45869,9,-0.8730,12,-0.2702,16,0.39171
ENSG00000197982,C1orf122,197,0.09699,223,0.33981,118,-0.7158,183,-0.0594
ENSG00000183431,SF3A3,35,-0.0804,28,-0.4636,31,-0.2917,41,0.42517
ENSG00000183520,UTP11,60,0.89535,29,-0.3060,21,-0.8196,35,0.00780
ENSG00000116954,RRAGC,60,0.56763,27,-0.7285,52,0.32845,43,0.03057
ENSG00000174574,AKIRIN1,112,0.17494,72,-0.5801,76,-0.4520,113,0.43777
ENSG00000168653,NDUFS5,492,-0.6499,728,-0.0402,448,-0.7918,841,0.48922
ENSG00000127603,MACF1,99,0.27478,78,-0.1247,149,0.96596,72,-0.4888
ENSG00000090621,PABPC4,99,1.03304,57,0.11305,71,0.46765,41,-0.7656
ENSG00000116983,HPCAL4,262,-0.2834,266,-0.2861,309,-0.0199,338,0.29195
ENSG00000084072,PPIE,36,0.39171,22,-0.3761,24,-0.2348,29,0.15195
ENSG00000168389,MFSD2A,101,2.43659,16,-0.8752,19,-0.5083,19,-0.9797
ENSG00000131236,CAP1,172,0.06976,138,-0.3056,119,-0.5029,179,0.33750
ENSG00000131238,PPT1,91,-0.1461,75,-0.5049,105,0.07115,109,0.33638
ENSG00000117000,RLF,10,-0.2160,9,-0.3064,16,0.58893,11,0.00807
ENSG00000259943,AL050341.2,8,-0.9799,17,0.08443,11,-0.5191,18,0.40544
ENSG00000084073,ZMPSTE24,38,0.39991,26,-0.2062,45,0.66500,27,-0.3289
ENSG00000049089,COL9A2,5,-0.7113,18,1.42750,8,-0.0727,6,-0.9397
ENSG00000084070,SMAP2,132,-0.0403,85,-0.8051,152,0.18514,151,0.40531
ENSG00000117016,RIMS3,57,-0.5899,65,-0.4424,134,0.77442,86,0.09787
ENSG00000066136,NFYC,35,0.15217,20,-0.8229,53,0.83764,32,0.00364
ENSG00000179862,CITED4,38,1.05760,8,-1.3938,11,-0.9646,22,0.44606
ENSG00000171793,CTPS1,10,-0.5215,7,-1.0214,13,-0.0942,17,0.80803
ENSG00000127124,HIVEP3,15,-0.2194,9,-1.0046,40,1.41118,17,-0.1548
ENSG00000198815,FOXJ3,37,-0.6459,28,-1.1581,66,0.28764,66,0.73168
ENSG00000177181,RIMKLA,11,-1.0775,16,-0.4980,28,0.42258,24,0.43653
ENSG00000127125,PPCS,51,-0.2521,57,-0.0880,56,-0.1093,63,0.18826
ENSG00000186409,CCDC30,19,0.10851,17,-0.0799,16,-0.2397,19,0.09528
ENSG00000171960,PPIH,18,0.14148,11,-0.7250,11,-0.6194,19,0.58290
ENSG00000065978,YBX1,304,2.15790,87,-0.0893,48,-1.0095,65,-1.0155
ENSG00000164008,C1orf50,8,-1.1977,16,-0.1966,19,0.07773,20,0.43521
ENSG00000177868,SVBP,42,0.10322,33,-0.3220,22,-0.8804,44,0.43540
ENSG00000117394,SLC2A1,309,3.40649,33,-0.9307,27,-1.1611,28,-1.8361
ENSG00000117395,EBNA1BP2,96,-0.1516,84,-0.4024,42,-1.4175,125,0.70734
ENSG00000179178,TMEM125,24,1.80796,9,0.20435,19,1.34607,4,-1.9760
ENSG00000066322,ELOVL1,48,1.86468,17,0.04524,22,0.47364,10,-1.3330
ENSG00000159479,MED8,27,0.27556,21,-0.1741,27,0.24764,22,-0.0984
ENSG00000178922,HYI,28,0.77606,17,0.01485,16,-0.1216,16,-0.3197
ENSG00000142949,PTPRF,102,-0.6013,106,-0.5964,111,-0.4697,178,0.74627
ENSG00000066135,KDM4A,15,-0.0059,11,-0.5397,21,0.49612,16,0.11002
ENSG00000126091,ST3GAL3,23,-0.2254,26,-0.0588,24,-0.1771,28,0.18398
ENSG00000117408,IPO13,54,0.23047,40,-0.2899,39,-0.2752,49,0.18795
ENSG00000117410,ATP6V0B,258,-0.4702,227,-0.7334,376,0.12607,398,0.54847
ENSG00000117411,B4GALT2,66,0.28862,54,-0.0425,66,0.30500,52,-0.2107
ENSG00000159214,CCDC24,11,-0.6108,10,-0.8852,15,-0.1687,21,0.79920
ENSG00000178028,DMAP1,46,0.27563,30,-0.4299,46,0.24500,40,0.05166
ENSG00000117419,ERI3,135,-0.2449,124,-0.4268,157,-0.0078,173,0.35887
ENSG00000187147,RNF220,66,-0.3447,71,-0.2614,122,0.63983,82,-0.0036
ENSG00000126106,TMEM53,12,-0.3177,13,-0.2167,12,-0.3290,16,0.37095
ENSG00000142937,RPS8,1665,0.83664,1070,0.11313,602,-0.8021,941,-0.2272
ENSG00000070785,EIF2B3,26,0.06389,22,-0.2108,15,-0.7459,28,0.34742
ENSG00000126107,HECTD3,11,-0.4369,12,-0.3401,22,0.62993,15,0.07564
ENSG00000126088,UROD,76,-0.0343,67,-0.2702,73,-0.0970,82,0.22211
