Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6to11,Feature log2 fold change topic 6to11
ENSG00000188976,NOC2L,3,-3.4214,142,2.42588,30,-0.3794,28,-0.7437
ENSG00000188290,HES4,3,-4.4404,80,0.11729,96,0.52157,75,0.01259
ENSG00000187608,ISG15,3,-5.3346,59,-1.2957,85,-0.8996,201,1.65733
ENSG00000078808,SDF4,209,0.72437,123,-0.1290,66,-1.2674,157,0.56484
ENSG00000160087,UBE2J2,3,-3.5173,136,2.17918,33,-0.3260,32,-0.5562
ENSG00000131584,ACAP3,3,-4.7926,283,1.88158,62,-0.7858,96,0.01769
ENSG00000127054,INTS11,536,3.52998,79,-0.2080,34,-1.7128,47,-1.6135
ENSG00000107404,DVL1,3,-4.1050,107,0.97775,39,-0.7682,70,0.62521
ENSG00000175756,AURKAIP1,255,1.47922,127,0.28893,72,-0.7156,95,-0.3368
ENSG00000221978,CCNL2,120,1.31487,130,1.46160,23,-1.5025,47,-0.4481
ENSG00000242485,MRPL20,267,1.42469,179,0.72631,84,-0.5673,93,-0.5849
ENSG00000179403,VWA1,4,-6.0140,24,-3.5410,58,-2.5250,445,3.44177
ENSG00000205090,TMEM240,3,-3.6053,213,3.09782,39,-0.1186,21,-1.6696
ENSG00000160075,SSU72,3,-4.8645,232,1.41199,94,-0.1128,97,-0.0959
ENSG00000078369,GNB1,238,0.09044,377,0.84675,191,-0.3128,214,-0.1507
ENSG00000067606,PRKCZ,3,-4.3837,239,2.11043,45,-0.8337,68,-0.1486
ENSG00000162585,FAAP20,285,1.96237,49,-0.9533,70,-0.5060,78,-0.4852
ENSG00000157933,SKI,220,2.34114,100,0.84948,38,-0.8055,36,-1.2562
ENSG00000157916,RER1,3,-4.4179,95,0.40692,51,-0.6666,92,0.87236
ENSG00000157870,PRXL2B,3,-3.7542,239,3.12379,35,-0.5174,27,-1.3549
ENSG00000158109,TPRG1L,244,2.06694,228,1.92470,41,-1.0791,38,-1.6341
ENSG00000069424,KCNAB2,3,-4.4233,389,3.19632,82,0.22972,28,-2.1598
ENSG00000116254,CHD5,3,-4.8524,601,3.60239,117,0.32967,23,-3.0339
ENSG00000116251,RPL22,1837,0.90587,276,-2.0403,321,-2.0525,1427,1.21287
ENSG00000097021,ACOT7,3,-4.2643,407,3.66112,33,-1.2217,36,-1.5005
ENSG00000171735,CAMTA1,320,1.33849,259,0.96431,145,0.01278,95,-1.0905
ENSG00000049245,VAMP3,262,1.17251,0,-9.7540,45,-1.8310,171,1.10380
ENSG00000116288,PARK7,777,1.93702,173,-0.5990,207,-0.4012,205,-0.6108
ENSG00000142599,RERE,165,1.19219,207,1.60754,66,-0.3751,52,-1.1172
ENSG00000074800,ENO1,2575,2.89496,711,0.41866,616,0.23481,150,-2.7726
ENSG00000171603,CLSTN1,830,1.75292,1087,2.30120,211,-0.6492,123,-2.0489
ENSG00000054523,KIF1B,866,1.82838,328,0.14293,168,-1.0534,267,-0.3469
ENSG00000120948,TARDBP,283,2.35222,59,-0.3914,32,-1.4936,66,-0.4153
ENSG00000116649,SRM,211,1.58506,226,1.72079,63,-0.5159,47,-1.3934
ENSG00000116661,FBXO2,725,2.09326,340,0.70913,302,0.67125,75,-2.3879
ENSG00000132879,FBXO44,3,-4.4263,318,2.67578,73,-0.0333,45,-1.2371
ENSG00000011021,CLCN6,3,-3.4602,196,3.14376,29,-0.4646,21,-1.4298
ENSG00000116688,MFN2,3,-3.9970,96,0.91459,36,-0.7731,66,0.66334
ENSG00000116731,PRDM2,3,-3.6363,119,1.75307,21,-1.2266,47,0.33285
ENSG00000116786,PLEKHM2,3,-3.9901,119,1.30412,63,0.28228,48,-0.3640
ENSG00000065526,SPEN,3,-3.4907,63,0.79929,33,-0.3061,43,0.38376
ENSG00000055070,SZRD1,318,2.39314,27,-1.7292,43,-1.1962,74,-0.3456
ENSG00000159363,ATP13A2,3,-4.0399,183,2.05072,57,0.00453,44,-0.6834
ENSG00000117118,SDHB,159,1.62871,97,0.75016,39,-0.8049,49,-0.5927
ENSG00000117115,PADI2,3,-5.1693,14,-3.1986,40,-1.9543,204,2.87870
ENSG00000077549,CAPZB,459,1.63438,397,1.36700,93,-1.1417,133,-0.7715
ENSG00000173436,MICOS10,476,0.85228,243,-0.2364,140,-1.2612,328,0.52684
ENSG00000158747,NBL1,3,-5.5790,394,1.47837,134,-0.3882,168,0.06901
ENSG00000162545,CAMK2N1,3,-7.0950,776,0.82086,368,-0.4664,547,0.54003
ENSG00000158828,PINK1,305,0.76825,255,0.47130,128,-0.7349,191,0.01961
ENSG00000127483,HP1BP3,380,1.81874,161,0.31206,92,-0.6766,106,-0.6182
ENSG00000075151,EIF4G3,265,1.91974,167,1.06048,41,-1.3349,68,-0.7078
ENSG00000076864,RAP1GAP,3,-4.0708,349,3.59139,47,-0.3804,23,-2.0566
ENSG00000070831,CDC42,359,0.77181,332,0.63909,87,-1.6562,252,0.40103
ENSG00000125944,HNRNPR,164,1.00903,68,-0.4079,47,-1.1438,101,0.42666
ENSG00000117318,ID3,274,2.05232,4,-4.4370,49,-0.9915,84,-0.0110
ENSG00000142676,RPL11,1052,-0.1116,226,-2.4260,357,-1.9873,1678,1.83466
ENSG00000057757,PITHD1,321,1.84347,151,0.50991,47,-1.5069,100,-0.2936
ENSG00000189266,PNRC2,259,1.90970,44,-1.0401,40,-1.3659,87,0.04691
ENSG00000001461,NIPAL3,3,-4.6030,27,-1.7132,11,-3.3184,143,3.47050
ENSG00000133226,SRRM1,3,-4.3663,85,0.28436,46,-0.8017,92,1.02575
ENSG00000169504,CLIC4,3,-5.2439,1,-7.0143,45,-1.8536,216,2.94888
ENSG00000117614,SYF2,254,1.43267,44,-1.3607,67,-0.8821,115,0.20792
ENSG00000117616,RSRP1,277,1.92875,132,0.59800,30,-1.9042,84,-0.2530
ENSG00000183726,TMEM50A,3,-4.7930,125,0.43643,60,-0.8477,123,0.99230
ENSG00000162430,SELENON,521,3.28280,94,-0.0300,42,-1.4422,52,-1.5108
ENSG00000117640,MTFR1L,3,-3.4623,107,1.77189,44,0.31193,29,-0.7358
ENSG00000117632,STMN1,6,-6.2459,890,1.03510,112,-2.4497,666,1.43476
ENSG00000142669,SH3BGRL3,586,1.29288,172,-0.6992,131,-1.2947,304,0.39805
ENSG00000198830,HMGN2,259,0.77923,62,-1.4432,88,-1.0874,197,0.74593
ENSG00000117713,ARID1A,3,-3.9281,97,1.01104,34,-0.7609,62,0.59559
ENSG00000090273,NUDC,1049,3.29941,216,0.19094,71,-1.7286,105,-1.4868
