Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000158480,SPATA2,112,1.97107,18,-0.9372,18,-1.0355,22,-0.7658,13,-1.4136,26,-0.4175,67,1.06210,35,0.01860,32,-0.1455
ENSG00000124226,RNF114,112,1.79425,48,0.36569,33,-0.2296,25,-0.6899,61,0.75765,33,-0.2359,40,0.09450,21,-0.9509,21,-0.9498
ENSG00000244687,UBE2V1,112,-0.2121,101,-0.3631,106,-0.3140,118,-0.1430,105,-0.3051,144,0.18700,205,0.75050,152,0.29035,124,-0.0614
ENSG00000240849,TMEM189,112,1.97111,40,0.24194,23,-0.6818,30,-0.2417,7,-2.3772,42,0.29137,31,-0.1505,24,-0.5674,32,-0.1415
ENSG00000172216,CEBPB,112,2.17156,28,-0.1479,22,-0.5526,20,-0.6968,12,-1.4311,15,-1.0811,20,-0.6581,30,-0.0574,36,0.26393
ENSG00000196396,PTPN1,112,3.11914,14,-0.5218,11,-0.8839,11,-0.8817,8,-1.3922,19,-0.1066,8,-1.3244,18,-0.2045,9,-1.1737
ENSG00000124243,BCAS4,112,1.82647,6,-2.6216,29,-0.4079,19,-1.0485,24,-0.6507,19,-1.0511,52,0.52006,61,0.86643,27,-0.5214
ENSG00000101126,ADNP,112,1.12218,40,-0.4892,40,-0.5517,38,-0.6104,63,0.19466,25,-1.2275,66,0.27545,56,0.02281,74,0.50131
ENSG00000000419,DPM1,112,1.74027,25,-0.6967,25,-0.7170,31,-0.3656,12,-1.7898,42,0.10180,53,0.47549,48,0.35854,28,-0.5339
ENSG00000026559,KCNG1,112,0.69628,20,-1.9219,37,-1.0729,35,-1.1697,13,-2.5706,157,1.26189,60,-0.2756,124,0.97353,93,0.43495
ENSG00000054793,ATP9A,112,-0.9222,112,-0.9112,147,-0.5482,183,-0.1866,151,-0.4624,175,-0.2411,169,-0.2907,270,0.48524,369,1.07942
ENSG00000020256,ZFP64,112,2.96499,6,-1.9151,10,-1.2203,7,-1.6550,14,-0.6721,34,0.74295,8,-1.5263,11,-1.0653,25,0.24304
ENSG00000064787,BCAS1,112,1.31326,277,3.14158,43,-0.2443,32,-0.7154,30,-0.7529,4,-3.5162,6,-3.0998,4,-3.6698,30,-0.8118
ENSG00000101132,PFDN4,112,0.30119,88,-0.0776,70,-0.4472,107,0.26206,71,-0.4048,112,0.30698,110,0.27344,100,0.13445,76,-0.3286
ENSG00000101134,DOK5,112,1.77456,12,-1.7697,28,-0.5372,31,-0.3573,13,-1.5558,71,0.97808,44,0.19942,45,0.25362,21,-0.9759
ENSG00000054803,CBLN4,112,0.42609,0,-7.7206,43,-1.1157,5,-4.2342,54,-0.6943,55,-0.6739,61,-0.5061,362,3.36051,3,-4.7656
ENSG00000124098,FAM210B,112,2.06007,26,-0.3714,21,-0.6931,25,-0.4456,0,-5.2659,19,-0.7913,37,0.19453,53,0.85527,17,-1.0630
ENSG00000101138,CSTF1,112,3.07886,10,-1.0392,7,-1.6538,9,-1.3353,4,-2.2271,8,-1.3147,25,0.30854,19,-0.1201,18,-0.1685
ENSG00000022277,RTF2,112,0.52444,107,0.44988,63,-0.4068,65,-0.3540,58,-0.4912,94,0.25103,74,-0.1146,91,0.20937,80,0.00476
ENSG00000101144,BMP7,112,2.83032,41,0.93137,20,-0.2098,39,0.94346,1,-3.6496,0,-5.8809,6,-1.9266,4,-2.6322,5,-2.2079
ENSG00000101146,RAE1,112,1.66493,26,-0.6780,15,-1.5285,27,-0.6435,64,0.72229,63,0.69619,41,0.00638,36,-0.2147,33,-0.3422
ENSG00000124225,PMEPA1,112,0.87504,44,-0.5843,41,-0.7256,60,-0.1159,32,-1.0403,21,-1.6559,93,0.56773,50,-0.4102,117,1.07572
ENSG00000124209,RAB22A,112,1.03143,39,-0.6227,47,-0.3633,58,-0.0367,65,0.15691,57,-0.0478,66,0.17325,67,0.22853,41,-0.5926
ENSG00000124164,VAPB,112,0.70900,44,-0.7232,44,-0.7799,68,-0.0824,77,0.11820,74,0.04752,69,-0.0508,66,-0.1299,98,0.55300
ENSG00000124222,STX16,112,1.84085,31,-0.2863,25,-0.6208,21,-0.9146,28,-0.4480,20,-0.9212,44,0.26955,34,-0.1422,43,0.27190
ENSG00000087460,GNAS,112,-3.9941,1009,-0.7631,1233,-0.4923,1300,-0.4060,2746,0.80866,1190,-0.5117,2714,0.78936,2712,0.88667,1647,-0.0116
ENSG00000101158,NELFCD,112,2.19501,32,0.07606,16,-1.0686,23,-0.4481,18,-0.7913,31,0.03141,22,-0.5029,22,-0.5311,31,0.00145
ENSG00000124172,ATP5F1E,112,-3.6929,1664,0.33331,1722,0.42912,1533,0.22254,1424,0.08730,1497,0.16529,1462,0.12823,1438,0.11186,984,-0.5215
ENSG00000101166,PRELID3B,112,2.85221,22,-0.0104,15,-0.6861,13,-0.8946,13,-0.7735,20,-0.1637,12,-0.9422,14,-0.7326,15,-0.6885
ENSG00000087495,PHACTR3,112,1.10731,83,0.61883,56,-0.0204,44,-0.3968,29,-0.9982,43,-0.4248,38,-0.6094,75,0.50355,38,-0.6204
ENSG00000196227,FAM217B,112,0.63973,43,-0.8319,44,-0.8703,64,-0.2617,91,0.30820,63,-0.2642,106,0.55737,70,-0.1156,100,0.52059
ENSG00000179242,CDH4,112,1.89946,26,-0.4851,21,-0.8711,35,-0.0341,64,0.92773,26,-0.4921,3,-3.5045,12,-1.6730,50,0.56048
ENSG00000149657,LSM14B,112,1.26508,30,-0.7946,27,-1.0116,34,-0.6788,79,0.68091,65,0.37549,35,-0.5759,50,-0.0470,62,0.31613
ENSG00000101182,PSMA7,112,-1.4006,269,-0.0684,209,-0.4981,248,-0.2155,247,-0.2024,502,0.93148,370,0.43018,377,0.51056,247,-0.2202
ENSG00000184402,SS18L1,112,1.92260,11,-1.7523,20,-0.9190,22,-0.8047,35,-0.0145,24,-0.5898,39,0.15478,44,0.36858,35,-0.0417
ENSG00000101180,HRH3,112,1.81200,10,-1.9951,31,-0.3188,45,0.29520,32,-0.2562,9,-2.1231,62,0.78813,13,-1.6202,44,0.25109
ENSG00000130703,OSBPL2,112,1.88152,30,-0.3080,26,-0.5671,35,-0.0485,22,-0.7422,49,0.47430,36,0.00454,29,-0.3529,21,-0.8747
ENSG00000130706,ADRM1,112,0.56262,63,-0.3346,45,-0.9115,85,0.13806,120,0.68145,114,0.58926,85,0.12597,63,-0.3622,70,-0.1958
ENSG00000171858,RPS21,112,-3.3538,2035,1.04461,1475,0.57134,1319,0.36903,1108,0.05913,664,-0.7285,875,-0.3078,959,-0.1800,785,-0.5099
ENSG00000060491,OGFR,112,1.58605,24,-0.8706,29,-0.6525,25,-0.8722,35,-0.2801,92,1.24367,37,-0.2223,43,0.01511,31,-0.5371
ENSG00000092758,COL9A3,112,2.95829,49,1.34028,15,-0.5456,6,-1.8975,26,0.29820,6,-1.8417,2,-3.4766,8,-1.4362,12,-0.8901
ENSG00000101190,TCFL5,112,2.49141,19,-0.5155,19,-0.5386,19,-0.5666,26,-0.0445,18,-0.5881,16,-0.7383,19,-0.5747,21,-0.3931
ENSG00000101191,DIDO1,112,3.04941,9,-1.1543,11,-1.0017,11,-0.9361,13,-0.7129,8,-1.3022,16,-0.4033,15,-0.4919,17,-0.2725
ENSG00000101193,GID8,112,1.27683,22,-1.2807,28,-0.9704,42,-0.3099,54,0.09734,51,0.00616,54,0.09592,39,-0.4280,75,0.68437
ENSG00000225978,HAR1A,112,3.31580,13,-0.5689,10,-0.9976,9,-1.1157,14,-0.4648,16,-0.2426,3,-2.5604,19,0.00287,5,-2.0637
ENSG00000149658,YTHDF1,112,2.12190,24,-0.4208,16,-1.0728,21,-0.7082,17,-0.9088,28,-0.1997,36,0.20160,31,-0.0580,31,-0.0516
ENSG00000101198,NKAIN4,112,1.33480,107,1.26336,58,0.28833,82,0.92406,20,-1.3559,5,-3.2222,21,-1.2942,20,-1.4154,27,-0.9807
ENSG00000101199,ARFGAP1,112,1.64956,45,0.14091,18,-1.2738,27,-0.7115,24,-0.8421,22,-0.9245,53,0.38686,50,0.33483,45,0.14559
ENSG00000101204,CHRNA4,112,1.56603,17,-1.3962,25,-0.9091,42,-0.0527,66,0.67274,18,-1.2785,18,-1.3392,17,-1.4380,81,1.15884
ENSG00000075043,KCNQ2,112,-0.3811,104,-0.4930,131,-0.1504,161,0.20505,64,-1.2115,168,0.25109,135,-0.0847,141,-0.0250,205,0.63781
ENSG00000101210,EEF1A2,112,-2.6165,330,-1.0205,539,-0.2976,643,0.00084,574,-0.1774,905,0.54148,1086,0.84059,726,0.20994,769,0.30994
ENSG00000125534,PPDPF,112,-1.0482,345,0.70034,231,0.06595,243,0.15340,175,-0.3679,320,0.57885,198,-0.1830,216,-0.0481,180,-0.3528
ENSG00000197457,STMN3,112,-2.0948,254,-0.8747,348,-0.4308,447,-0.0138,518,0.22000,595,0.44047,699,0.70095,457,0.02462,587,0.46389
ENSG00000101246,ARFRP1,112,1.38852,48,0.00972,37,-0.4362,46,-0.0544,26,-0.9070,35,-0.4832,54,0.18197,48,0.01171,42,-0.2085
ENSG00000197114,ZGPAT,112,3.27259,6,-1.6661,10,-0.9977,8,-1.4006,1,-3.5031,21,0.17950,19,-0.0232,12,-0.6954,13,-0.5541
ENSG00000125520,SLC2A4RG,112,3.12967,18,-0.1202,14,-0.5766,20,0.00990,0,-4.6803,0,-5.1202,4,-2.2996,7,-1.5973,21,0.11666
ENSG00000101150,TPD52L2,112,1.24366,33,-0.6987,45,-0.2361,33,-0.7432,29,-0.8975,58,0.18489,58,0.17574,66,0.41002,49,-0.1039
ENSG00000101152,DNAJC5,112,-0.3002,77,-0.8539,99,-0.5232,142,0.08084,133,-0.0248,187,0.51131,80,-0.8019,153,0.20205,193,0.62068
ENSG00000198276,UCKL1,112,3.07350,30,0.59240,5,-2.0285,13,-0.6914,0,-6.1924,23,0.15956,14,-0.6180,18,-0.2052,7,-1.5564
ENSG00000196700,ZNF512B,112,2.46837,26,-0.0708,14,-1.0544,16,-0.8049,42,0.69065,16,-0.7874,20,-0.4175,19,-0.5532,18,-0.6704
ENSG00000101161,PRPF6,112,1.43855,45,-0.0595,32,-0.5835,49,0.08279,31,-0.6144,56,0.28630,41,-0.1981,43,-0.1333,35,-0.4391
ENSG00000171703,TCEA2,112,-0.3436,140,0.00581,137,-0.0329,149,0.11406,144,0.04948,181,0.41183,161,0.22083,125,-0.1797,127,-0.1617
ENSG00000171700,RGS19,112,3.20047,17,-0.1576,6,-1.6893,11,-0.8373,5,-2.0065,12,-0.7007,9,-1.1380,7,-1.5779,24,0.34886
ENSG00000125510,OPRL1,112,2.76960,9,-1.4287,8,-1.6307,5,-2.2326,17,-0.4601,14,-0.8079,35,0.65377,18,-0.4163,27,0.23780
ENSG00000171695,LKAAEAR1,112,2.97445,14,-0.6249,20,-0.1254,11,-0.9842,25,0.23946,15,-0.5272,23,0.11537,10,-1.1978,3,-2.7982
ENSG00000203880,PCMTD2,112,1.84485,34,-0.1170,22,-0.8495,30,-0.3692,14,-1.4614,32,-0.2233,18,-1.0953,37,0.00934,47,0.41385
ENSG00000280071,GATD3B,112,1.04842,48,-0.2815,37,-0.7250,35,-0.8188,70,0.27824,64,0.15740,79,0.48234,71,0.33904,48,-0.3060
ENSG00000155304,HSPA13,112,0.37944,31,-1.5787,34,-1.4901,57,-0.7072,154,0.90115,85,-0.0422,80,-0.1412,104,0.29419,144,0.88958
ENSG00000180530,NRIP1,112,1.76418,18,-1.1335,14,-1.6341,23,-0.8094,52,0.46877,9,-2.1268,34,-0.1970,47,0.33429,55,0.60882
ENSG00000155313,USP25,112,2.48166,19,-0.4966,17,-0.7560,18,-0.6028,17,-0.6996,33,0.34171,9,-1.5877,22,-0.3472,22,-0.3327
ENSG00000215386,MIR99AHG,112,2.95905,32,0.62461,19,-0.2296,20,-0.1524,16,-0.4841,2,-3.5258,0,-6.2068,4,-2.5626,17,-0.3650
ENSG00000154639,CXADR,112,1.01165,15,-2.0029,33,-0.9465,25,-1.3846,21,-1.5575,50,-0.2686,51,-0.2326,127,1.41730,77,0.45171
ENSG00000154640,BTG3,112,2.83014,14,-0.7048,10,-1.3122,2,-3.7549,5,-2.0917,12,-0.9823,23,0.04351,52,1.56375,1,-4.2571
ENSG00000224924,LINC00320,112,3.03010,46,1.27264,7,-1.6302,8,-1.4469,12,-0.7976,30,0.57655,1,-3.8335,10,-1.0847,9,-1.3094
ENSG00000154654,NCAM2,112,-0.2301,71,-0.9069,68,-1.0509,118,-0.1632,88,-0.5864,442,2.08974,10,-3.7064,124,-0.0726,171,0.48256
ENSG00000154719,MRPL39,112,2.95519,20,-0.1059,11,-1.1108,9,-1.3421,37,0.85366,12,-0.8950,20,-0.1074,13,-0.8083,7,-1.7474
ENSG00000154721,JAM2,112,2.54101,42,0.75585,19,-0.4974,24,-0.1251,11,-1.2086,3,-3.0066,3,-3.2286,12,-1.2580,28,0.15679
ENSG00000154723,ATP5PF,112,-1.9929,453,0.11730,410,-0.0422,440,0.07777,669,0.74382,570,0.48350,513,0.31346,402,-0.0740,321,-0.4481
ENSG00000142192,APP,112,-2.5820,385,-0.7502,298,-1.2079,424,-0.6480,787,0.35597,987,0.72240,1072,0.85774,768,0.34828,922,0.68121
ENSG00000198862,LTN1,112,3.05039,18,-0.2217,11,-0.9535,8,-1.4485,13,-0.6942,11,-0.9303,30,0.58257,14,-0.6757,9,-1.2157
ENSG00000156253,RWDD2B,112,2.49561,11,-1.2899,18,-0.6639,14,-0.9650,27,0.05513,27,0.03987,14,-0.9725,29,0.12620,16,-0.8046
ENSG00000156256,USP16,112,2.04529,35,0.09651,18,-0.9996,32,-0.0682,40,0.30270,26,-0.3814,21,-0.6950,35,0.08279,14,-1.3319
ENSG00000156261,CCT8,112,0.01918,49,-1.2223,62,-0.9275,92,-0.3036,151,0.49702,154,0.52928,134,0.31098,118,0.11394,144,0.47120
ENSG00000171189,GRIK1,112,1.18421,13,-2.0723,16,-1.8633,15,-2.0210,456,4.46706,1,-5.0214,4,-3.6758,24,-1.2651,1,-5.7985
ENSG00000156299,TIAM1,112,0.88696,32,-1.0286,33,-1.0843,76,0.29016,164,1.54718,58,-0.1454,19,-1.8434,44,-0.6043,71,0.18152
ENSG00000142168,SOD1,112,-2.8176,703,-0.0752,599,-0.3482,775,0.08364,1109,0.64903,1312,0.92655,842,0.20737,699,-0.0918,684,-0.1276
ENSG00000142207,URB1,112,2.53120,13,-1.0317,10,-1.4900,6,-2.1287,30,0.21759,31,0.26643,24,-0.1188,21,-0.3879,28,0.09179
ENSG00000256073,URB1-AS1,112,3.31313,12,-0.5930,16,-0.2520,12,-0.6500,3,-2.5407,22,0.29376,7,-1.4153,8,-1.2316,6,-1.8078
ENSG00000159079,CFAP298,112,1.33590,33,-0.6224,32,-0.7102,32,-0.7011,62,0.36054,43,-0.2033,59,0.29774,61,0.35880,41,-0.3072
ENSG00000159082,SYNJ1,112,-0.4923,41,-1.9864,96,-0.7717,136,-0.2082,160,0.06434,228,0.62507,233,0.66371,169,0.16233,212,0.56127
ENSG00000159086,PAXBP1,112,3.20964,21,0.09686,7,-1.4869,5,-1.9215,2,-3.3592,6,-1.6451,26,0.44228,15,-0.3956,15,-0.4289
ENSG00000205927,OLIG2,112,2.08077,80,1.45711,22,-0.6341,28,-0.2329,46,0.54673,5,-2.6082,18,-0.8555,9,-1.9319,22,-0.6661
ENSG00000184221,OLIG1,112,-0.2076,386,1.85587,149,0.26037,101,-0.3895,179,0.53380,37,-1.8540,50,-1.4142,102,-0.3744,97,-0.4602
ENSG00000142166,IFNAR1,112,1.70559,27,-0.5940,33,-0.3120,33,-0.2938,40,-0.0011,33,-0.2828,47,0.26407,32,-0.3521,31,-0.4088
ENSG00000159128,IFNGR2,112,1.04309,46,-0.3731,40,-0.6216,29,-1.1167,57,-0.0402,66,0.18409,89,0.66333,69,0.27669,57,-0.0271
ENSG00000142188,TMEM50B,112,0.87645,38,-0.7908,41,-0.7338,44,-0.6175,106,0.78765,73,0.18241,70,0.13673,60,-0.1101,74,0.23838
ENSG00000159131,GART,112,3.06599,8,-1.3845,10,-1.0636,10,-1.1569,35,0.85627,6,-1.7389,8,-1.3371,18,-0.1719,10,-1.1383
ENSG00000159140,SON,112,-0.0746,141,0.29243,72,-0.7936,94,-0.3705,106,-0.1562,118,0.01300,146,0.34177,136,0.25146,149,0.41614
ENSG00000205758,CRYZL1,112,1.32401,61,0.33429,26,-1.0342,54,0.14741,73,0.60872,32,-0.6820,38,-0.4040,35,-0.5565,49,-0.0234
ENSG00000205726,ITSN1,112,0.95593,39,-0.7079,47,-0.4371,83,0.52024,84,0.50015,46,-0.4469,42,-0.5936,49,-0.3861,60,-0.0479
ENSG00000241837,ATP5PO,112,-1.8278,385,0.03890,336,-0.1906,340,-0.1680,536,0.56278,491,0.42292,481,0.38971,435,0.25223,330,-0.2206
ENSG00000243927,MRPS6,112,0.29457,79,-0.2388,47,-1.0863,93,0.00662,170,0.98050,70,-0.4237,84,-0.1457,106,0.23458,97,0.08857
ENSG00000198743,SLC5A3,112,1.92410,11,-1.7490,13,-1.5931,24,-0.6379,67,1.02033,8,-2.2007,13,-1.5083,38,0.13657,50,0.60517
ENSG00000159200,RCAN1,112,0.93253,71,0.20512,36,-0.8850,40,-0.7329,106,0.84143,49,-0.3621,66,0.07755,69,0.16998,59,-0.0952
ENSG00000185917,SETD4,112,3.05570,4,-2.3023,8,-1.4114,9,-1.2121,30,0.60948,18,-0.1942,9,-1.2600,12,-0.8903,18,-0.2364
ENSG00000159228,CBR1,112,0.47513,256,1.89915,58,-0.5928,66,-0.3790,77,-0.1128,102,0.33558,76,-0.1386,43,-1.0399,59,-0.5494
ENSG00000142197,DOP1B,112,2.47596,9,-1.6208,9,-1.6607,10,-1.5949,9,-1.5770,37,0.52548,31,0.21243,6,-2.2913,50,1.15058
ENSG00000159256,MORC3,112,2.71009,10,-1.2954,9,-1.5557,14,-0.8216,20,-0.2559,33,0.49632,8,-1.5447,19,-0.3977,22,-0.1202
ENSG00000185808,PIGP,112,1.93449,42,0.27479,18,-1.0651,26,-0.5168,19,-0.9126,53,0.63960,38,0.10003,27,-0.4262,26,-0.4751
ENSG00000182670,TTC3,112,-1.5234,206,-0.6088,234,-0.4445,378,0.36743,192,-0.7149,215,-0.5443,359,0.25125,304,-0.0072,530,0.99778
ENSG00000157538,VPS26C,112,2.74289,13,-0.8507,13,-0.9299,14,-0.7885,18,-0.4012,12,-0.9940,28,0.24848,17,-0.5656,18,-0.4648
ENSG00000157540,DYRK1A,112,1.21140,30,-0.8701,39,-0.4837,41,-0.4314,44,-0.2961,69,0.42298,40,-0.4395,53,0.00084,64,0.31933
ENSG00000157542,KCNJ6,112,1.33605,46,-0.1007,6,-3.2222,63,0.42320,19,-1.4213,15,-1.7753,9,-2.4629,15,-1.8715,136,2.01025
ENSG00000157557,ETS2,112,0.80912,51,-0.4219,33,-1.1401,35,-1.0498,9,-2.9630,135,1.13085,150,1.30520,46,-0.6313,95,0.60281
ENSG00000183527,PSMG1,112,2.09418,13,-1.3020,22,-0.6431,13,-1.4085,26,-0.3456,49,0.64775,44,0.46549,26,-0.3902,28,-0.2271
ENSG00000185658,BRWD1,112,-0.1686,78,-0.7135,95,-0.4429,128,0.04890,91,-0.4873,180,0.58834,173,0.51969,87,-0.5997,182,0.67546
ENSG00000205581,HMGN1,112,0.92042,98,0.70257,47,-0.4821,73,0.26033,79,0.35188,42,-0.6047,64,0.01806,30,-1.1637,61,-0.0500
ENSG00000182093,GET1,112,0.09297,114,0.12532,79,-0.4764,77,-0.5063,127,0.29324,185,0.90483,118,0.17796,111,0.08704,89,-0.2784
ENSG00000185437,SH3BGR,112,2.52990,35,0.46793,15,-0.8625,21,-0.3908,13,-1.0344,25,-0.0561,9,-1.5697,22,-0.2544,14,-0.9468
ENSG00000183036,PCP4,112,-0.7002,60,-1.6263,154,-0.2289,157,-0.1935,65,-1.5155,893,2.93126,347,1.09676,26,-2.9630,71,-1.4488
ENSG00000171587,DSCAM,112,3.30997,14,-0.4006,7,-1.5565,5,-1.8531,1,-4.0530,11,-0.7135,37,1.11259,3,-2.6952,18,-0.0583
ENSG00000173276,ZBTB21,112,3.40546,9,-1.0510,6,-1.5921,8,-1.3281,0,-4.4085,5,-1.8049,12,-0.6112,22,0.33152,12,-0.6649
ENSG00000160188,RSPH1,112,2.35718,30,0.07957,23,-0.3280,22,-0.3967,12,-1.2913,21,-0.4744,22,-0.3516,27,-0.0713,13,-1.1931
ENSG00000160194,NDUFV3,112,-0.3817,153,0.10090,165,0.24828,161,0.20514,187,0.41937,117,-0.3111,165,0.22679,123,-0.2564,114,-0.3771
ENSG00000160199,PKNOX1,112,3.15830,13,-0.5976,6,-1.7766,11,-0.9341,15,-0.4166,17,-0.1933,9,-1.1743,10,-1.0706,18,-0.1361
ENSG00000160209,PDXK,112,-0.3336,129,-0.1056,121,-0.2307,172,0.37552,203,0.60650,80,-0.8374,117,-0.2622,114,-0.3322,174,0.39330
ENSG00000160213,CSTB,112,-0.1612,213,0.87089,105,-0.2820,134,0.13451,118,-0.0769,166,0.46432,150,0.29698,92,-0.4922,95,-0.4388
ENSG00000160214,RRP1,112,2.27842,18,-0.7681,16,-0.9614,7,-2.0979,45,0.66330,35,0.27561,43,0.60574,21,-0.5153,20,-0.6212
ENSG00000160216,AGPAT3,112,0.83136,82,0.33972,64,-0.0549,52,-0.4061,52,-0.3695,62,-0.1113,57,-0.2417,67,0.00469,66,-0.0033
ENSG00000141959,PFKL,112,0.00931,92,-0.2968,88,-0.3889,112,0.01959,122,0.14186,98,-0.1859,151,0.48142,119,0.12026,115,0.06551
ENSG00000160226,CFAP410,112,1.38643,25,-0.9683,40,-0.2836,38,-0.3700,43,-0.1734,39,-0.3060,69,0.59029,54,0.22173,34,-0.5775
ENSG00000142185,TRPM2,112,1.65678,11,-1.9234,21,-1.0551,20,-1.1096,34,-0.2848,47,0.20865,35,-0.2216,50,0.35686,55,0.50248
ENSG00000184787,UBE2G2,112,1.78312,32,-0.2584,24,-0.7430,19,-1.0926,55,0.56610,21,-0.8682,27,-0.5288,46,0.31423,35,-0.1242
ENSG00000184900,SUMO3,112,-0.5661,108,-0.6098,110,-0.6334,166,0.05050,110,-0.5853,210,0.41358,159,-0.0195,250,0.77927,173,0.12262
ENSG00000183255,PTTG1IP,112,1.39599,122,1.55154,34,-0.5353,57,0.31080,52,0.15520,11,-2.0886,17,-1.4936,35,-0.4947,25,-1.0415
ENSG00000160255,ITGB2,112,2.80004,42,0.94027,15,-0.7013,22,-0.0480,23,-0.0042,0,-4.7153,5,-2.1690,11,-1.2037,11,-1.1960
ENSG00000160256,FAM207A,112,2.07557,22,-0.5865,21,-0.6901,23,-0.6050,19,-0.8081,40,0.33027,25,-0.3782,34,0.07033,25,-0.4341
ENSG00000197381,ADARB1,112,1.74209,24,-0.7542,28,-0.5677,37,-0.0741,9,-2.1389,45,0.22735,39,-0.0204,43,0.17027,32,-0.3458
ENSG00000223768,LINC00205,112,1.94782,24,-0.5697,20,-0.8672,28,-0.3634,26,-0.4771,29,-0.2930,15,-1.2447,46,0.48529,30,-0.2567
ENSG00000182871,COL18A1,112,3.34882,32,0.87959,8,-1.3445,14,-0.3875,6,-1.6155,6,-1.5050,7,-1.3642,7,-1.4890,8,-1.2315
ENSG00000142156,COL6A1,112,2.55264,35,0.47727,14,-1.0258,14,-0.9389,34,0.44391,27,0.07000,15,-0.8362,15,-0.8537,13,-1.0481
ENSG00000160285,LSS,112,2.82346,30,0.40882,6,-2.1332,24,0.09505,35,0.69050,14,-0.7120,7,-1.6480,4,-2.4328,15,-0.6862
ENSG00000160294,MCM3AP,112,2.00521,22,-0.6325,15,-1.2599,42,0.35673,25,-0.4809,18,-0.9124,39,0.22772,31,-0.1347,24,-0.5690
ENSG00000182362,YBEY,112,2.33858,35,0.32258,24,-0.2969,21,-0.5014,32,0.15007,33,0.20178,24,-0.2742,14,-1.1188,9,-1.7128
ENSG00000160299,PCNT,112,2.61764,20,-0.3231,13,-1.0849,23,-0.1497,37,0.59693,13,-0.9661,1,-4.6610,11,-1.3291,25,0.02152
ENSG00000160305,DIP2A,112,2.36115,33,0.25890,5,-2.5753,28,-0.0146,42,0.61346,6,-2.1578,2,-3.6120,5,-2.6737,48,0.96179
ENSG00000160307,S100B,112,-1.4553,1452,2.89077,364,0.38115,253,-0.2421,283,-0.0465,87,-1.8267,133,-1.1908,79,-2.0672,170,-0.8887
ENSG00000160310,PRMT2,112,-0.1362,179,0.61080,96,-0.3940,144,0.28911,176,0.57796,115,-0.0901,128,0.08024,72,-0.8628,125,0.04787
ENSG00000183307,TMEM121B,112,1.94790,11,-1.6678,10,-1.9355,28,-0.3930,36,0.04435,28,-0.3644,14,-1.3294,12,-1.6082,77,1.47576
ENSG00000069998,HDHD5,112,2.67592,8,-1.6492,14,-0.8985,24,0.00791,14,-0.8431,24,-0.0373,11,-1.2385,19,-0.4026,17,-0.5762
ENSG00000182902,SLC25A18,112,1.25614,78,0.66292,63,0.35775,81,0.79671,67,0.40372,16,-1.7763,12,-2.1036,21,-1.4106,27,-1.0184
ENSG00000131100,ATP6V1E1,112,-1.8777,284,-0.4854,235,-0.8221,392,0.01588,509,0.42696,661,0.85247,486,0.35185,393,0.01938,480,0.36612
ENSG00000099968,BCL2L13,112,2.83189,17,-0.4634,12,-1.0435,13,-0.8693,2,-3.6359,15,-0.6276,32,0.51778,15,-0.6541,19,-0.2698
ENSG00000015475,BID,112,0.98436,69,0.21444,50,-0.3009,43,-0.5550,76,0.35763,46,-0.4283,109,0.94099,41,-0.6266,52,-0.2388
ENSG00000243156,MICAL3,112,1.73188,39,-0.0133,14,-1.6284,35,-0.1999,16,-1.3324,31,-0.3606,44,0.18592,25,-0.7431,61,0.77421
ENSG00000215193,PEX26,112,2.45428,22,-0.3105,14,-1.0340,28,0.04588,21,-0.4011,6,-2.1689,11,-1.3670,22,-0.3315,26,-0.0562
ENSG00000278558,TMEM191B,112,1.81195,15,-1.3689,32,-0.2858,25,-0.6668,16,-1.2883,21,-0.9097,60,0.74534,54,0.63792,22,-0.8561
ENSG00000183628,DGCR6,112,2.17851,27,-0.2337,29,-0.1209,23,-0.4721,45,0.56946,24,-0.3674,14,-1.1424,20,-0.6753,18,-0.8527
ENSG00000273032,DGCR9,112,1.17865,28,-0.9694,31,-0.8932,50,-0.1304,14,-2.0029,66,0.32136,43,-0.3328,79,0.68194,58,0.13399
ENSG00000070413,DGCR2,112,0.63626,38,-1.0142,37,-1.1274,69,-0.1345,82,0.15254,90,0.29730,73,-0.0291,72,-0.0547,109,0.67214
ENSG00000100056,ESS2,112,2.83495,14,-0.7110,10,-1.3344,15,-0.6199,10,-1.2384,18,-0.3608,14,-0.6994,17,-0.4586,21,-0.1013
ENSG00000100075,SLC25A1,112,2.18847,58,1.00289,17,-0.9276,17,-0.9419,37,0.28012,20,-0.6682,36,0.22304,17,-0.9197,18,-0.8808
ENSG00000100084,HIRA,112,2.51191,16,-0.7568,17,-0.6755,19,-0.4916,11,-1.2483,7,-1.8583,17,-0.6403,15,-0.9354,38,0.63512
ENSG00000242259,C22orf39,112,0.82209,76,0.20171,48,-0.5283,59,-0.2149,71,0.09034,76,0.21377,61,-0.1386,50,-0.4802,79,0.28596
