Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to9,Feature log2 fold change topic 2to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000225830,ERCC6,11,0.37896,9,0.22869,2,-1.9937,10,0.19743
ENSG00000197444,OGDHL,15,-2.3086,84,1.00196,47,-0.6647,63,-0.2294
ENSG00000227345,PARG,13,-0.5317,20,0.47594,13,-0.6196,18,-0.0775
ENSG00000099290,WASHC2A,21,0.06970,22,0.58372,14,-0.5577,9,-1.2062
ENSG00000198964,SGMS1,43,1.22993,18,-0.5818,23,0.19280,15,-0.4790
ENSG00000185532,PRKG1,5,-0.9019,8,-0.6982,30,1.96589,4,-1.0336
ENSG00000177613,CSTF2T,29,0.00748,31,0.55496,18,-0.7282,17,-0.7786
ENSG00000122873,CISD1,58,-1.8949,239,1.11025,151,-0.4685,122,-0.7972
ENSG00000072401,UBE2D1,28,0.21041,26,0.29656,9,-1.4553,25,0.07028
ENSG00000108064,TFAM,23,0.05177,24,0.45916,14,-0.6610,15,-0.6243
ENSG00000237949,LINC00844,938,4.65522,28,-3.6629,112,-0.0939,32,-1.9915
ENSG00000165443,PHYHIPL,184,-0.1490,214,0.32271,224,0.16024,105,-1.0058
ENSG00000148541,FAM13C,96,1.59962,35,-0.2788,16,-1.2725,16,-1.2491
ENSG00000108091,CCDC6,17,-1.9620,72,0.97917,52,-0.2805,40,-0.6804
ENSG00000151150,ANK3,253,0.82132,156,0.10865,82,-0.9642,99,-0.6702
ENSG00000072422,RHOBTB1,32,1.80801,10,-0.3794,4,-1.3897,4,-1.6080
ENSG00000150347,ARID5B,60,0.95219,33,-0.0768,27,-0.3154,17,-1.0225
ENSG00000138311,ZNF365,48,-1.0703,116,1.35792,34,-1.5758,53,-0.9345
ENSG00000181915,ADO,50,0.29749,42,0.03542,43,0.05015,29,-0.5337
ENSG00000148572,NRBF2,14,-1.1680,36,1.10002,16,-0.9558,19,-0.7193
ENSG00000171988,JMJD1C,53,0.47511,39,-0.0720,38,-0.0476,31,-0.3555
ENSG00000165476,REEP3,119,3.85512,6,-2.8495,20,0.20811,7,-1.4621
ENSG00000198739,LRRTM3,10,-1.9063,44,1.31026,18,-1.0723,24,-0.6483
ENSG00000108176,DNAJC12,37,-1.0566,84,0.88087,54,-0.4669,45,-0.7575
ENSG00000096717,SIRT1,21,0.86436,11,-0.2884,14,0.25019,7,-0.8138
ENSG00000148634,HERC4,25,-0.0509,27,0.38951,21,-0.3164,17,-0.6427
ENSG00000096746,HNRNPH3,146,0.60874,99,-0.0775,93,-0.1153,73,-0.4851
ENSG00000204130,RUFY2,64,0.58478,45,0.08466,41,-0.1253,23,-1.0248
ENSG00000122912,SLC25A16,4,-2.1230,19,0.96382,11,-0.5265,13,-0.3256
ENSG00000060339,CCAR1,92,0.61941,62,-0.0987,61,-0.0380,44,-0.5341
ENSG00000165730,STOX1,13,-0.2720,12,-0.9901,33,1.23555,28,0.92785
ENSG00000107625,DDX50,24,-0.0384,26,0.46058,16,-0.6510,17,-0.5114
ENSG00000165732,DDX21,56,0.96580,30,-0.2086,26,-0.2606,21,-0.6000
ENSG00000198954,KIF1BP,51,-0.4059,73,0.62915,58,-0.2093,33,-1.0734
ENSG00000122862,SRGN,28,1.28897,5,-2.5282,60,2.82412,10,-0.3463
ENSG00000122958,VPS26A,66,0.28886,57,0.22752,47,-0.2436,34,-0.7577
ENSG00000156502,SUPV3L1,10,-1.0379,23,1.08251,12,-0.7475,10,-0.9946
ENSG00000156515,HK1,34,-2.9393,288,1.30352,151,-0.7270,165,-0.5961
ENSG00000171224,FAM241B,2,-4.1761,53,1.24515,27,-0.7338,36,-0.3157
ENSG00000099284,H2AFY2,10,-0.0994,12,0.64455,6,-0.8804,6,-0.7374
ENSG00000079332,SAR1A,85,-0.0267,92,0.34162,58,-0.6167,74,-0.2464
ENSG00000180817,PPA1,208,-0.4104,298,0.61701,190,-0.5465,185,-0.5869
ENSG00000172731,LRRC20,11,-1.0639,23,0.41983,17,-0.3803,24,0.18296
ENSG00000148730,EIF4EBP2,68,0.61094,40,-0.6994,69,0.64671,56,0.31464
ENSG00000166224,SGPL1,23,1.37057,8,-0.8140,15,0.61233,6,-0.6661
ENSG00000166228,PCBD1,27,-1.4935,78,0.53621,66,-0.1309,69,-0.0608
ENSG00000107731,UNC5B,70,2.96904,6,-2.3347,29,1.15082,5,-1.5361
ENSG00000198246,SLC29A3,14,0.71832,9,-0.0317,9,-0.1054,5,-0.9024
ENSG00000107738,VSIR,41,1.13778,12,-1.9020,70,2.14462,22,0.09718
ENSG00000197746,PSAP,1087,-0.0149,1151,0.26821,1101,0.00530,678,-0.7486
ENSG00000107742,SPOCK2,53,-2.0328,222,0.58873,230,0.20845,160,-0.3628
ENSG00000138303,ASCC1,37,1.41641,13,-0.7546,17,0.17677,13,-0.2967
ENSG00000166295,ANAPC16,81,0.56247,53,-0.3789,70,0.31766,56,-0.0461
ENSG00000168209,DDIT4,44,1.41838,13,-1.3332,44,1.43781,13,-0.6032
ENSG00000148719,DNAJB12,33,0.35735,27,0.14918,21,-0.3294,19,-0.5143
ENSG00000107745,MICU1,39,-0.5153,61,0.69800,43,-0.3860,31,-0.8874
ENSG00000156026,MCU,1,-2.9278,11,0.50408,17,0.86784,4,-1.1961
ENSG00000122884,P4HA1,23,0.65361,11,-1.0729,41,1.70332,10,-0.6627
ENSG00000122882,ECD,15,0.04771,16,0.54128,9,-0.6787,8,-0.8544
ENSG00000138286,FAM149B1,24,1.15765,11,-0.4757,9,-0.3981,12,-0.0191
ENSG00000213551,DNAJC9,8,-1.2315,20,0.71130,15,-0.2561,13,-0.4492
ENSG00000182180,MRPS16,39,0.06608,39,0.15108,35,-0.1153,30,-0.3408
ENSG00000138279,ANXA7,90,-0.5659,146,0.76647,80,-0.7393,87,-0.6264
ENSG00000107758,PPP3CB,51,-2.5749,350,1.59762,121,-1.3138,173,-0.7789
ENSG00000166348,USP54,98,2.97776,12,-1.8001,20,0.00676,7,-1.4886
ENSG00000176986,SEC24C,32,0.13218,30,0.15380,29,0.00647,20,-0.5960
ENSG00000196968,FUT11,23,1.02917,11,-0.4005,13,0.12111,8,-0.5598
ENSG00000172586,CHCHD1,42,-0.9719,83,0.33430,68,-0.2319,88,0.18810
ENSG00000214655,ZSWIM8,25,0.22511,22,0.20703,23,0.12032,10,-1.1713
ENSG00000166507,NDST2,11,-0.9079,21,0.33855,23,0.29382,15,-0.4337
ENSG00000148660,CAMK2G,60,-1.7037,206,0.64905,213,0.22055,120,-0.6775
ENSG00000035403,VCL,14,-0.4533,18,-0.3070,41,1.25726,12,-0.7556
ENSG00000185009,AP3M1,22,0.33467,17,-0.1006,20,0.22938,13,-0.4127
ENSG00000156110,ADK,18,-0.3535,22,-0.1278,37,0.77884,18,-0.3744
ENSG00000156650,KAT6B,52,0.57570,33,-0.4657,44,0.33525,39,0.14310
ENSG00000156671,SAMD8,57,0.54169,41,-0.0210,32,-0.3608,34,-0.2754
ENSG00000165637,VDAC2,102,-0.9305,212,0.85793,137,-0.4797,112,-0.7900
ENSG00000165644,COMTD1,1,-2.6520,12,0.61358,10,-0.0750,11,0.06130
ENSG00000165655,ZNF503,4,-1.9180,16,0.60222,17,0.31850,9,-0.6113
ENSG00000156113,KCNMA1,33,-1.8409,131,1.01546,86,-0.4238,74,-0.6490
ENSG00000151208,DLG5,11,-0.1401,12,0.05415,15,0.40709,8,-0.5227
ENSG00000148606,POLR3A,19,-1.1067,47,1.16107,18,-1.2113,25,-0.7040
ENSG00000138326,RPS24,2126,0.95943,987,-0.8031,1778,0.65609,1261,0.09678
ENSG00000108175,ZMIZ1,47,-0.9305,95,0.64613,76,-0.1884,59,-0.5782
ENSG00000108179,PPIF,72,0.97115,37,-0.3636,42,0.07212,29,-0.4908
ENSG00000165424,ZCCHC24,308,3.10364,28,-2.3330,90,0.65099,37,-0.7544
ENSG00000225484,NUTM2B-AS1,10,-0.0998,11,0.09925,13,0.33643,7,-0.6013
ENSG00000133678,TMEM254,17,-0.1588,21,0.66159,12,-0.6391,10,-0.9537
ENSG00000189129,PLAC9,3,-2.9843,22,-0.5544,28,0.19270,66,1.65970
ENSG00000122359,ANXA11,20,-2.2675,107,1.15695,52,-0.8481,71,-0.3880
ENSG00000122378,PRXL2A,145,-1.0055,297,0.38273,322,0.23736,215,-0.3993
ENSG00000108219,TSPAN14,29,-0.4539,40,0.27748,34,-0.2036,37,-0.0452
ENSG00000185737,NRG3,8,-1.9167,34,1.21941,14,-1.1056,22,-0.4434
ENSG00000165678,GHITM,154,-1.6486,535,1.16836,293,-0.6795,266,-0.8284
ENSG00000148600,CDHR1,19,-0.3039,27,1.00632,7,-1.7146,13,-0.8428
ENSG00000107771,CCSER2,88,0.19611,79,0.06663,68,-0.2244,70,-0.1622
ENSG00000182771,GRID1,29,0.64674,19,-0.1030,21,0.10392,12,-0.7889
ENSG00000062650,WAPL,36,1.04952,17,-0.5136,24,0.33486,13,-0.5197
ENSG00000122367,LDB3,136,5.34255,3,-3.8513,4,-1.7881,2,-2.8548
ENSG00000107779,BMPR1A,22,0.67579,13,-0.5760,21,0.56491,15,0.01840
ENSG00000173267,SNCG,29,-3.2865,314,1.34757,92,-1.5863,248,-0.0867
ENSG00000148671,ADIRF,115,1.07660,39,-1.5914,145,1.48219,91,0.67872
ENSG00000148672,GLUD1,185,-0.3905,189,-0.9375,658,1.75367,247,0.06901
ENSG00000122376,SHLD2,11,0.19713,10,0.10681,10,0.10408,6,-0.6893
ENSG00000223482,NUTM2A-AS1,33,0.69812,20,-0.2681,21,-0.0528,20,-0.1327
ENSG00000107789,MINPP1,8,-0.4443,13,1.13774,4,-1.4315,5,-1.2112
ENSG00000138138,ATAD1,33,-1.2113,82,0.80481,61,-0.2670,46,-0.6838
ENSG00000171862,PTEN,43,-0.9554,84,0.34154,85,0.11239,71,-0.1672
ENSG00000138134,STAMBPL1,5,-2.1374,27,1.61446,10,-1.2486,11,-1.0360
ENSG00000107798,LIPA,184,2.70613,27,-1.6151,44,0.09088,20,-1.1373
ENSG00000119922,IFIT2,48,2.61102,7,-1.5064,15,0.45474,2,-2.6151
ENSG00000119917,IFIT3,36,0.91373,16,-0.9029,40,1.07837,18,-0.2154
ENSG00000185745,IFIT1,50,-0.5179,77,0.54775,72,0.04184,35,-1.0673
ENSG00000152778,IFIT5,21,0.16971,19,-0.0023,28,0.63606,8,-1.3623
ENSG00000152782,PANK1,2,-1.9444,10,1.06075,6,-0.4192,5,-0.7136
ENSG00000148688,RPP30,20,-0.5577,33,0.70202,24,-0.2983,15,-0.9716
ENSG00000180628,PCGF5,64,-0.1762,69,-0.1912,103,0.58867,69,-0.0556
ENSG00000165338,HECTD2,1,-3.6149,26,2.06486,5,-2.0862,11,-0.8913
ENSG00000119938,PPP1R3C,28,0.46022,15,-1.2275,60,1.82137,19,-0.0972
ENSG00000107854,TNKS2,46,0.00960,49,0.34307,42,-0.1295,27,-0.8385
ENSG00000174721,FGFBP3,8,-0.0036,8,-0.3759,10,0.31454,12,0.52810
ENSG00000095564,BTAF1,17,0.91339,8,-0.7974,20,1.15196,5,-0.8012
ENSG00000107864,CPEB3,17,-2.0863,75,0.68111,61,-0.1464,62,-0.1308
ENSG00000198060,MARCH5,20,-0.6009,31,0.42077,28,-0.0717,22,-0.4077
ENSG00000138190,EXOC6,6,-2.3706,39,1.30757,23,-0.5209,17,-1.0055
ENSG00000138207,RBP4,13,-2.6170,93,1.70296,27,-1.5288,44,-0.8158
ENSG00000148690,FRA10AC1,163,0.65765,101,-0.3385,117,0.11197,105,-0.0538
ENSG00000108231,LGI1,9,-2.8211,69,0.59694,88,0.53849,40,-0.7023
ENSG00000108239,TBC1D12,66,2.42355,10,-1.6779,26,0.69553,10,-0.7293
ENSG00000095637,SORBS1,61,-0.0963,64,-0.0153,74,0.21224,61,-0.0974
ENSG00000059573,ALDH18A1,9,-0.8396,18,0.84092,9,-0.7768,11,-0.5233
ENSG00000119977,TCTN3,7,-1.1905,14,-0.2829,36,1.45765,9,-0.7572
ENSG00000177853,ZNF518A,29,1.44940,9,-0.9125,14,0.26136,12,0.02311
ENSG00000197430,OPALIN,723,5.52473,16,-3.8763,17,-2.2926,4,-4.3811
ENSG00000077147,TM9SF3,96,-0.1190,112,0.46454,92,-0.1923,56,-0.9597
ENSG00000196233,LCOR,48,1.18240,21,-0.4529,23,-0.0467,17,-0.5017
ENSG00000187122,SLIT1,13,-3.3081,151,1.98160,48,-1.3867,53,-1.2672
ENSG00000052749,RRP12,6,-1.6583,22,1.61697,2,-2.9803,13,-0.5075
ENSG00000171314,PGAM1,196,-1.6913,677,0.87829,442,-0.4582,467,-0.3757
ENSG00000171311,EXOSC1,11,-0.9781,24,0.80445,18,-0.1766,11,-1.0143
ENSG00000171307,ZDHHC16,10,-0.7956,20,0.63179,14,-0.3302,13,-0.4844
ENSG00000155229,MMS19,32,-0.3412,44,0.69221,21,-0.9643,29,-0.4902
ENSG00000165886,UBTD1,11,0.28001,8,-0.4810,13,0.55175,11,0.26772
ENSG00000171160,MORN4,10,-1.9085,37,0.45714,24,-0.5430,48,0.50640
ENSG00000155252,PI4K2A,6,-2.4020,39,1.13182,23,-0.5674,23,-0.5403
ENSG00000119986,AVPI1,19,-0.6351,31,0.52285,20,-0.5377,25,-0.1621
ENSG00000155256,ZFYVE27,15,-1.3307,40,0.69480,32,-0.1602,27,-0.4611
ENSG00000155265,GOLGA7B,20,-1.2199,50,0.71377,38,-0.2716,34,-0.4449
ENSG00000095713,CRTAC1,9,-1.9745,41,1.60244,15,-1.2354,16,-1.1070
ENSG00000107521,HPS1,22,-0.0520,23,0.17187,20,-0.1697,20,-0.1990
ENSG00000119946,CNNM1,2,-4.2291,52,1.72890,14,-1.6651,30,-0.5065
ENSG00000120053,GOT1,47,-2.8242,385,1.67794,138,-1.2496,174,-0.9071
ENSG00000155287,SLC25A28,32,0.16332,31,0.32680,21,-0.4888,20,-0.5740
ENSG00000119929,CUTC,35,1.13674,17,-0.1052,9,-0.9403,11,-0.7087
ENSG00000014919,COX15,23,0.43155,16,-0.3489,23,0.42926,16,-0.0931
ENSG00000107566,ERLIN1,6,-0.8516,12,0.63005,11,0.05084,6,-0.9666
ENSG00000213341,CHUK,17,0.65278,11,-0.2462,15,0.49448,6,-0.9716
ENSG00000095485,CWF19L1,11,-0.1654,13,0.19541,15,0.29822,7,-0.7715
ENSG00000196072,BLOC1S2,46,-0.8278,87,0.62384,58,-0.4680,65,-0.3032
ENSG00000099194,SCD,1862,3.11299,175,-2.3073,488,0.46956,258,-0.5389
ENSG00000235823,OLMALINC,115,3.16490,8,-2.7251,45,1.20641,12,-0.8574
ENSG00000166136,NDUFB8,345,-0.4548,485,0.28242,337,-0.4908,514,0.17165
ENSG00000166135,HIF1AN,31,0.64460,20,-0.1343,17,-0.3524,19,-0.1294
ENSG00000119906,SLF2,81,1.71518,25,-0.7678,33,0.18016,13,-1.2351
ENSG00000055950,MRPL43,89,0.58458,58,-0.2845,72,0.23535,53,-0.2449
ENSG00000107816,LZTS2,81,1.85399,22,-0.8588,23,-0.2831,19,-0.5642
ENSG00000186862,PDZD7,6,-0.8943,13,1.49140,1,-3.2115,6,-0.7547
ENSG00000107819,SFXN3,22,-1.0116,47,0.63210,25,-0.8000,43,0.04049
ENSG00000166167,BTRC,19,-1.9142,82,1.30223,40,-0.8090,39,-0.8618
ENSG00000166171,DPCD,23,-0.8536,45,0.60262,34,-0.2705,31,-0.4308
ENSG00000166169,POLL,12,-0.2011,14,0.05095,15,0.13795,13,-0.0763
ENSG00000107829,FBXW4,86,1.36895,32,-0.7525,47,0.33680,29,-0.4148
ENSG00000107833,NPM3,4,-1.9306,19,0.65833,19,0.17391,12,-0.5233
ENSG00000198408,OGA,106,-0.5157,163,0.61094,110,-0.4579,104,-0.5508
ENSG00000120049,KCNIP2,5,-2.9569,42,0.98820,26,-0.4998,32,-0.1972
ENSG00000120029,ARMH3,16,0.14896,14,-0.0238,18,0.35496,10,-0.5772
ENSG00000166189,HPS6,4,-1.8691,19,1.35507,12,-0.3756,5,-1.7107
ENSG00000148840,PPRC1,3,-1.6893,11,1.76268,2,-1.8630,4,-1.1651
ENSG00000166197,NOLC1,44,-0.4698,66,0.53544,50,-0.2758,41,-0.5994
ENSG00000107862,GBF1,21,-1.0812,47,0.63918,48,0.19812,21,-1.0520
ENSG00000059915,PSD,33,-2.8436,231,0.32615,261,0.28911,258,0.27029
ENSG00000107872,FBXL15,28,-1.5697,85,0.51895,73,-0.1153,78,-0.0103
ENSG00000107874,CUEDC2,91,-0.3403,114,0.01586,125,0.14570,122,0.11539
ENSG00000269609,RPARP-AS1,8,-1.0117,18,0.64411,13,-0.3132,12,-0.3708
ENSG00000138111,MFSD13A,7,-1.2549,19,0.78877,18,0.09344,8,-1.1994
ENSG00000138107,ACTR1A,67,-0.7746,126,0.85723,58,-0.9981,83,-0.4411
ENSG00000171206,TRIM8,66,0.28116,49,-0.5639,88,0.75814,63,0.20947
ENSG00000138175,ARL3,70,-0.6306,106,0.02610,130,0.34117,111,0.08752
ENSG00000166272,WBP1L,31,0.45673,22,-0.2865,29,0.34090,21,-0.1871
ENSG00000166275,BORCS7,99,0.19087,90,0.12444,88,0.00815,60,-0.5941
ENSG00000214435,AS3MT,15,0.60741,9,-0.4347,14,0.42850,10,-0.0963
ENSG00000148842,CNNM2,16,-0.4108,22,0.52535,14,-0.6002,17,-0.3055
ENSG00000076685,NT5C2,22,-0.2114,25,0.03689,30,0.29485,22,-0.2230
ENSG00000148798,INA,22,-2.9718,194,1.31544,99,-0.7611,111,-0.5814
ENSG00000173915,ATP5MD,399,-1.0870,867,0.42071,710,-0.2032,835,0.05259
ENSG00000148843,PDCD11,21,0.73141,13,-0.0454,12,-0.1929,8,-0.7483
ENSG00000107954,NEURL1,7,-3.2891,72,0.89900,30,-1.1290,78,0.35762
ENSG00000107957,SH3PXD2A,79,1.12750,39,-0.1505,25,-0.6998,25,-0.7366
ENSG00000065613,SLK,59,0.05492,61,0.34025,31,-0.9319,53,-0.1135
ENSG00000148834,GSTO1,156,-0.1005,176,0.30752,155,-0.1170,115,-0.5772
ENSG00000065621,GSTO2,14,-0.2568,19,0.79030,7,-1.1683,10,-0.6899
ENSG00000156395,SORCS3,5,-2.2332,29,1.32827,16,-0.6200,13,-0.9871
ENSG00000108018,SORCS1,0,-8.3634,18,1.44272,10,-0.5415,9,-0.7360
ENSG00000108039,XPNPEP1,21,-0.2853,27,0.34167,23,-0.1612,20,-0.4002
ENSG00000148700,ADD3,341,1.46143,94,-1.5262,356,1.54275,122,-0.2469
ENSG00000119950,MXI1,142,1.30041,53,-0.8961,104,0.75691,49,-0.4355
ENSG00000119953,SMNDC1,28,0.40858,22,0.13265,19,-0.2308,14,-0.6690
ENSG00000108055,SMC3,66,1.25188,27,-0.6363,41,0.46928,18,-0.8003
ENSG00000150593,PDCD4,57,0.73154,34,-0.3258,44,0.31781,26,-0.4890
ENSG00000214413,BBIP1,57,0.88482,31,-0.3441,42,0.38912,18,-0.9009
ENSG00000108061,SHOC2,33,-1.1164,78,0.73102,54,-0.3807,52,-0.4349
ENSG00000150594,ADRA2A,5,-1.4706,17,1.85741,5,-1.4989,3,-1.9761
ENSG00000119927,GPAM,9,-1.2831,16,-1.0491,74,2.19787,19,-0.1445
ENSG00000023041,ZDHHC6,13,-0.6022,22,0.67879,16,-0.3044,11,-0.8349
ENSG00000260917,AL158212.3,5,-1.1075,12,0.55354,10,-0.1035,9,-0.3233
ENSG00000148737,TCF7L2,15,-0.0457,12,-0.8998,46,1.82691,10,-0.6105
ENSG00000196865,NHLRC2,13,0.30369,9,-0.4703,13,0.29330,14,0.48627
ENSG00000043591,ADRB1,3,-2.7707,23,1.01669,16,-0.3176,14,-0.4629
ENSG00000165813,CCDC186,33,-0.0408,37,0.49698,21,-0.7069,23,-0.5576
ENSG00000169129,AFAP1L2,10,-0.8095,18,0.34786,21,0.28731,12,-0.5280
ENSG00000099204,ABLIM1,75,0.13330,62,-0.5175,125,0.97306,65,-0.0809
ENSG00000151553,FAM160B1,14,-0.9592,31,1.17418,11,-1.2396,15,-0.8387
ENSG00000165832,TRUB1,13,-1.8521,54,1.52467,14,-1.7238,29,-0.6742
ENSG00000107518,ATRNL1,8,-3.7922,128,1.62750,46,-1.2325,69,-0.6413
ENSG00000165868,HSPA12A,34,-2.1089,163,1.20266,90,-0.6602,87,-0.7014
ENSG00000187164,SHTN1,529,2.65354,91,-1.2287,62,-1.0735,49,-1.4125
ENSG00000165650,PDZD8,63,0.93019,32,-0.5336,46,0.40925,29,-0.3115
ENSG00000229847,EMX2OS,16,-0.0963,12,-1.2298,50,1.85229,22,0.40783
ENSG00000170370,EMX2,62,1.40085,12,-2.3101,92,2.17122,38,0.59071
ENSG00000107560,RAB11FIP2,30,-1.0082,63,0.51344,51,-0.1816,50,-0.2082
ENSG00000165669,FAM204A,64,-0.0755,72,0.36731,50,-0.4833,53,-0.3703
ENSG00000151893,CACUL1,26,-0.5919,42,0.72387,22,-0.8140,28,-0.4320
ENSG00000188613,NANOS1,6,-0.5716,8,-0.3455,15,0.86987,10,0.23290
ENSG00000107581,EIF3A,150,0.39229,118,0.02531,106,-0.1574,92,-0.3888
ENSG00000119979,DENND10,38,-0.2955,48,0.23132,45,-0.0485,40,-0.2292
ENSG00000183605,SFXN4,17,0.14024,17,0.27572,10,-0.6866,14,-0.2265
ENSG00000165672,PRDX3,76,-0.6367,124,0.51986,102,-0.1765,82,-0.5104
ENSG00000198873,GRK5,3,-1.7430,13,1.01804,7,-0.6952,8,-0.4307
ENSG00000148908,RGS10,52,2.38541,7,-2.1589,25,1.01823,17,0.37090
ENSG00000151923,TIAL1,44,0.12244,42,0.16908,43,0.08519,25,-0.7525
ENSG00000151929,BAG3,21,0.67828,7,-2.0804,64,2.81382,9,-0.5848
ENSG00000198825,INPP5F,45,-2.0078,201,1.27959,89,-0.9848,114,-0.6112
ENSG00000197771,MCMBP,24,0.92164,11,-0.6951,17,0.33238,16,0.25620
ENSG00000107651,SEC23IP,14,-0.1895,17,0.25861,17,0.07407,11,-0.5778
ENSG00000120008,WDR11,18,-0.1524,23,0.62372,14,-0.5378,11,-0.9643
ENSG00000066468,FGFR2,282,3.06668,25,-2.4817,113,1.16698,23,-1.3555
ENSG00000107669,ATE1,36,-0.1422,42,0.39951,28,-0.5184,31,-0.3442
ENSG00000107672,NSMCE4A,22,0.80620,13,-0.0811,10,-0.3614,9,-0.5732
ENSG00000138162,TACC2,7,-2.2382,37,1.03661,24,-0.4325,22,-0.5289
ENSG00000107679,PLEKHA1,82,-0.0981,99,0.78696,31,-1.5900,58,-0.6237
ENSG00000166033,HTRA1,449,0.77120,184,-1.5435,898,2.03849,263,-0.1011
ENSG00000119965,C10orf88,11,-0.6172,19,0.74138,15,-0.1995,8,-1.1929
ENSG00000179988,PSTK,8,-1.1359,19,0.89674,11,-0.6609,11,-0.5331
ENSG00000095574,IKZF5,54,1.48407,19,-0.7275,26,0.23501,14,-0.6685
ENSG00000196177,ACADSB,14,-1.1061,33,0.54149,28,-0.1322,25,-0.2643
ENSG00000154473,BUB3,52,0.40722,42,0.22743,33,-0.3107,22,-0.8986
ENSG00000154478,GPR26,0,-8.0338,26,0.85592,8,-1.5818,35,0.69007
ENSG00000182022,CHST15,3,-2.9518,34,1.48826,17,-0.7263,15,-0.9832
ENSG00000065154,OAT,86,-1.0863,195,0.69923,165,-0.0895,109,-0.7332
ENSG00000107902,LHPP,501,3.41437,41,-2.3687,92,0.06948,47,-0.9717
ENSG00000189319,FAM53B,37,2.27250,7,-1.1765,8,-0.3722,7,-0.6149
ENSG00000203791,EEF1AKMT2,19,-0.0875,20,-0.0283,30,0.61592,13,-0.7064
ENSG00000165660,ABRAXAS2,6,-1.0964,14,0.48580,16,0.31026,8,-0.7470
ENSG00000019995,ZRANB1,46,-0.3458,66,0.83908,29,-1.0401,34,-0.8094
ENSG00000175029,CTBP2,34,0.33239,29,0.38112,17,-0.6986,16,-0.8174
ENSG00000107938,EDRF1,4,-1.2025,12,1.17179,2,-2.2611,9,-0.1894
ENSG00000188690,UROS,76,-0.7280,130,0.38170,102,-0.2701,120,-0.0161
ENSG00000107949,BCCIP,42,0.28989,35,0.01885,31,-0.2210,32,-0.1592
ENSG00000150760,DOCK1,100,2.75917,12,-2.0564,36,0.77080,14,-0.6502
ENSG00000132334,PTPRE,11,-0.9176,23,0.64813,11,-0.9436,21,0.04277
ENSG00000170430,MGMT,37,0.70398,21,-0.6131,37,0.71644,22,-0.1379
ENSG00000108010,GLRX3,27,-0.5712,44,0.72323,31,-0.3781,21,-0.9079
ENSG00000176769,TCERG1L,0,-6.9562,13,1.12333,7,-0.5159,9,-0.1881
ENSG00000175470,PPP2R2D,19,-0.9210,40,0.69194,20,-0.8968,34,-0.0647
ENSG00000176171,BNIP3,137,-0.8041,258,0.73691,175,-0.4250,152,-0.6427
ENSG00000188385,JAKMIP3,21,1.05705,11,0.03315,5,-1.0687,6,-0.9121
ENSG00000151640,DPYSL4,13,-1.7682,48,0.70684,36,-0.2668,38,-0.1711
ENSG00000165752,STK32C,17,-2.1408,83,1.25128,41,-0.8107,46,-0.6480
ENSG00000148814,LRRC27,9,-0.7547,16,0.63400,11,-0.4498,11,-0.3999
ENSG00000171813,PWWP2B,5,-1.9213,22,0.75637,17,-0.2533,17,-0.2304
ENSG00000068383,INPP5A,27,-0.7489,47,0.30222,39,-0.1932,47,0.09688
ENSG00000148826,NKX6-2,328,5.66388,6,-4.1441,11,-1.7171,1,-4.5759
ENSG00000197177,ADGRA1,10,-2.0953,47,0.88729,38,-0.1120,28,-0.6222
ENSG00000171798,KNDC1,28,-1.6513,92,0.63517,75,-0.1450,73,-0.1879
ENSG00000130640,TUBGCP2,33,-0.7166,58,0.63046,37,-0.5279,42,-0.3491
ENSG00000198546,ZNF511,19,-0.0768,21,0.18256,17,-0.2880,19,-0.0868
ENSG00000130643,CALY,49,-3.0208,445,1.35250,221,-0.8065,252,-0.6024
ENSG00000127884,ECHS1,108,-0.2942,134,0.13549,137,0.07707,120,-0.1309
ENSG00000148824,MTG1,13,-0.4942,19,0.32103,22,0.35022,10,-0.8802
ENSG00000203772,SPRN,4,-3.2437,46,1.41747,15,-1.4068,32,-0.2754
ENSG00000171772,SYCE1,0,-8.2138,16,1.59286,6,-1.0705,9,-0.5296
ENSG00000177951,BET1L,20,0.60917,13,-0.1714,11,-0.3384,14,0.00645
ENSG00000177963,RIC8A,38,-0.7049,63,0.28859,70,0.24977,47,-0.3915
ENSG00000142082,SIRT3,13,-1.3065,34,0.64648,25,-0.3001,27,-0.2155
ENSG00000185627,PSMD13,52,-0.6946,90,0.66303,64,-0.3630,54,-0.6185
ENSG00000185201,IFITM2,31,1.57027,5,-2.3238,50,2.54704,7,-0.7906
ENSG00000142089,IFITM3,272,2.50203,26,-2.7702,238,2.21204,30,-1.2363
ENSG00000182272,B4GALNT4,29,-0.8794,50,-0.1491,87,0.84801,51,-0.0229
ENSG00000185187,SIGIRR,52,0.73664,25,-1.0600,71,1.26118,37,0.19341
ENSG00000174915,PTDSS2,33,0.51710,23,-0.1130,23,-0.0380,19,-0.3109
ENSG00000023191,RNH1,189,1.73648,57,-0.7933,71,0.04562,38,-0.9136
ENSG00000174775,HRAS,87,-0.2519,106,0.17961,74,-0.5034,119,0.23621
ENSG00000099849,RASSF7,1,-2.7056,12,2.16035,1,-2.9515,5,-0.9401
ENSG00000070047,PHRF1,16,0.36482,12,-0.1719,17,0.47873,8,-0.6323
