OR,Pval,NumSig,SetSize,test,fdr_cut,DEG_n,ID,common_genes,gene_set
0,1,0,49,Astro.1_up,0.05,5,Ast,,Mathys_early
3.8778104683114676,0.26843085127210975,1,1022,Astro.1_up,0.05,5,Ex,SNPH,Mathys_early
0,1,0,180,Astro.1_up,0.05,5,In,,Mathys_early
0,1,0,7,Astro.1_up,0.05,5,Mic,,Mathys_early
0,1,0,93,Astro.1_up,0.05,5,Oli,,Mathys_early
0,1,0,18,Astro.1_up,0.05,5,Opc,,Mathys_early
0,1,0,49,Astro.1_down,0.05,2,Ast,,Mathys_early
0,1,0,1022,Astro.1_down,0.05,2,Ex,,Mathys_early
0,1,0,180,Astro.1_down,0.05,2,In,,Mathys_early
0,1,0,7,Astro.1_down,0.05,2,Mic,,Mathys_early
0,1,0,93,Astro.1_down,0.05,2,Oli,,Mathys_early
0,1,0,18,Astro.1_down,0.05,2,Opc,,Mathys_early
0,1,0,48,Astro.2_up,0.05,10,Ast,,Mathys_early
1.457880808445352,0.5205490876029577,1,708,Astro.2_up,0.05,10,Ex,PGM2L1,Mathys_early
0,1,0,146,Astro.2_up,0.05,10,In,,Mathys_early
0,1,0,6,Astro.2_up,0.05,10,Mic,,Mathys_early
0,1,0,76,Astro.2_up,0.05,10,Oli,,Mathys_early
0,1,0,16,Astro.2_up,0.05,10,Opc,,Mathys_early
4.48024790312828,0.206768498754066,1,48,Astro.2_down,0.05,48,Ast,PLCE1,Mathys_early
0.2780614990003668,0.970856722085137,1,708,Astro.2_down,0.05,48,Ex,GYG2,Mathys_early
0,1,0,146,Astro.2_down,0.05,48,In,,Mathys_early
0,1,0,6,Astro.2_down,0.05,48,Mic,,Mathys_early
0,1,0,76,Astro.2_down,0.05,48,Oli,,Mathys_early
0,1,0,16,Astro.2_down,0.05,48,Opc,,Mathys_early
0,1,0,48,Astro.3_up,0.05,5,Ast,,Mathys_early
0,1,0,798,Astro.3_up,0.05,5,Ex,,Mathys_early
0,1,0,153,Astro.3_up,0.05,5,In,,Mathys_early
0,1,0,7,Astro.3_up,0.05,5,Mic,,Mathys_early
0,1,0,89,Astro.3_up,0.05,5,Oli,,Mathys_early
0,1,0,18,Astro.3_up,0.05,5,Opc,,Mathys_early
0,1,0,48,Astro.3_down,0.05,18,Ast,,Mathys_early
0,1,0,798,Astro.3_down,0.05,18,Ex,,Mathys_early
0,1,0,153,Astro.3_down,0.05,18,In,,Mathys_early
0,1,0,7,Astro.3_down,0.05,18,Mic,,Mathys_early
0,1,0,89,Astro.3_down,0.05,18,Oli,,Mathys_early
0,1,0,18,Astro.3_down,0.05,18,Opc,,Mathys_early
0,1,0,41,Astro.4_up,0.05,0,Ast,,Mathys_early
0,1,0,515,Astro.4_up,0.05,0,Ex,,Mathys_early
0,1,0,107,Astro.4_up,0.05,0,In,,Mathys_early
0,1,0,5,Astro.4_up,0.05,0,Mic,,Mathys_early
0,1,0,62,Astro.4_up,0.05,0,Oli,,Mathys_early
0,1,0,15,Astro.4_up,0.05,0,Opc,,Mathys_early
0,1,0,41,Astro.4_down,0.05,0,Ast,,Mathys_early
0,1,0,515,Astro.4_down,0.05,0,Ex,,Mathys_early
0,1,0,107,Astro.4_down,0.05,0,In,,Mathys_early
0,1,0,5,Astro.4_down,0.05,0,Mic,,Mathys_early
0,1,0,62,Astro.4_down,0.05,0,Oli,,Mathys_early
0,1,0,15,Astro.4_down,0.05,0,Opc,,Mathys_early
0,1,0,22,Astro.5_up,0.05,0,Ast,,Mathys_early
0,1,0,81,Astro.5_up,0.05,0,Ex,,Mathys_early
0,1,0,20,Astro.5_up,0.05,0,In,,Mathys_early
0,1,0,3,Astro.5_up,0.05,0,Mic,,Mathys_early
0,1,0,23,Astro.5_up,0.05,0,Oli,,Mathys_early
0,1,0,6,Astro.5_up,0.05,0,Opc,,Mathys_early
0,1,0,22,Astro.5_down,0.05,0,Ast,,Mathys_early
0,1,0,81,Astro.5_down,0.05,0,Ex,,Mathys_early
0,1,0,20,Astro.5_down,0.05,0,In,,Mathys_early
0,1,0,3,Astro.5_down,0.05,0,Mic,,Mathys_early
0,1,0,23,Astro.5_down,0.05,0,Oli,,Mathys_early
0,1,0,6,Astro.5_down,0.05,0,Opc,,Mathys_early
