OR,Pval,NumSig,SetSize,test,fdr_cut,DEG_n,ID,common_genes,gene_set
0.9660115981889548,0.6172341069278742,2,611,Astro_up,0.05,62,Astro,"KCNIP4,LINGO1",Grubman
0.8486754996420707,0.695049700964425,1,347,Astro_up,0.05,62,Endo,LINGO1,Grubman
1.39539575868464,0.5163006778731276,1,213,Astro_up,0.05,62,Micro,LINGO1,Grubman
8.936801188064964,4.358058664058384e-11,19,879,Astro_up,0.05,62,Neuron,"NPTXR,CACNG8,NXPH1,KCNIP4,GABRB2,SNPH,SLC12A5,RAB3C,SCN2A,ADGRB1,CA10,KCNC2,CNTN4,VSTM2A,LINGO1,TMEM132D,DNM1,ATRNL1,CDH18",Grubman
1.4579760382434652,0.5011404295498932,1,204,Astro_up,0.05,62,Oligo,LINGO1,Grubman
7.819194597035347,7.076528381357278e-6,9,397,Astro_up,0.05,62,OPC,"NXPH1,GABRB2,SNPH,SLC4A10,FGF12,XKR4,CNTN4,MYT1L,LINGO1",Grubman
0,1,0,611,Astro_down,0.05,13,Astro,,Grubman
0,1,0,347,Astro_down,0.05,13,Endo,,Grubman
0,1,0,213,Astro_down,0.05,13,Micro,,Grubman
0,1,0,879,Astro_down,0.05,13,Neuron,,Grubman
0,1,0,204,Astro_down,0.05,13,Oligo,,Grubman
0,1,0,397,Astro_down,0.05,13,OPC,,Grubman
1.6334598263218902,0.48331307949051805,1,187,Macro_up,0.05,10,Astro,ATP1B3,Grubman
2.785110990654825,0.32549722773593404,1,113,Macro_up,0.05,10,Endo,ATP1B3,Grubman
2.0959355251865004,0.4048608807415037,1,148,Macro_up,0.05,10,Micro,CSF2RA,Grubman
0,1,0,256,Macro_up,0.05,10,Neuron,,Grubman
0,1,0,78,Macro_up,0.05,10,Oligo,,Grubman
0,1,0,128,Macro_up,0.05,10,OPC,,Grubman
0,1,0,187,Macro_down,0.05,5,Astro,,Grubman
0,1,0,113,Macro_down,0.05,5,Endo,,Grubman
