OR,Pval,NumSig,SetSize,test,fdr_cut,DEG_n,ID,common_genes,gene_set
0,1,0,610,Astro.1_up,0.05,5,Astro,,Grubman
0,1,0,345,Astro.1_up,0.05,5,Endo,,Grubman
0,1,0,208,Astro.1_up,0.05,5,Micro,,Grubman
12.33636037029163,0.023736155060304884,2,866,Astro.1_up,0.05,5,Neuron,"NPTXR,SNPH",Grubman
0,1,0,199,Astro.1_up,0.05,5,Oligo,,Grubman
10.635097638044051,0.10985864055330397,1,388,Astro.1_up,0.05,5,OPC,SNPH,Grubman
0,1,0,610,Astro.1_down,0.05,2,Astro,,Grubman
0,1,0,345,Astro.1_down,0.05,2,Endo,,Grubman
0,1,0,208,Astro.1_down,0.05,2,Micro,,Grubman
0,1,0,866,Astro.1_down,0.05,2,Neuron,,Grubman
0,1,0,199,Astro.1_down,0.05,2,Oligo,,Grubman
0,1,0,388,Astro.1_down,0.05,2,OPC,,Grubman
1.794821219043089,0.45192112489376013,1,583,Astro.2_up,0.05,10,Astro,GPAM,Grubman
0,1,0,279,Astro.2_up,0.05,10,Endo,,Grubman
0,1,0,178,Astro.2_up,0.05,10,Micro,,Grubman
5.3130827143287735,0.033669426487125155,3,748,Astro.2_up,0.05,10,Neuron,"SV2B,ZBTB18,GLUL",Grubman
5.948081915119688,0.16965242588137908,1,184,Astro.2_up,0.05,10,Oligo,GLUL,Grubman
3.0397951702570785,0.3021602051587112,1,353,Astro.2_up,0.05,10,OPC,SLC4A10,Grubman
3.258814883255686,0.006080868482202727,8,583,Astro.2_down,0.05,48,Astro,"SNED1,CP,ARHGEF3,SLCO3A1,MAN1C1,MOBP,PLCE1,BNC2",Grubman
3.1963258163768473,0.044307836905624204,4,279,Astro.2_down,0.05,48,Endo,"IGFBP5,BNC2,GPC6,C8orf34",Grubman
1.1742776545767717,0.5788099563199012,1,178,Astro.2_down,0.05,48,Micro,ARHGEF3,Grubman
2.12067940653384,0.06449653664640308,7,748,Astro.2_down,0.05,48,Neuron,"ST18,CSRNP3,ENPP2,ABCA8,MOBP,MAML3,PLCB4",Grubman
3.5955112388677155,0.05808621083298857,3,184,Astro.2_down,0.05,48,Oligo,"ST18,MOBP,BCAS1",Grubman
1.8275793831385654,0.23985672931502416,3,353,Astro.2_down,0.05,48,OPC,"IGFBP5,MOB3B,GPC6",Grubman
0,1,0,597,Astro.3_up,0.05,5,Astro,,Grubman
9.173500212188479,0.12609102130487082,1,300,Astro.3_up,0.05,5,Endo,CNTN5,Grubman
0,1,0,188,Astro.3_up,0.05,5,Micro,,Grubman
8.680768876978776,0.044093061182228784,2,806,Astro.3_up,0.05,5,Neuron,"CNTN5,CHRM3",Grubman
0,1,0,196,Astro.3_up,0.05,5,Oligo,,Grubman
7.26372428549774,0.15591979656565702,1,376,Astro.3_up,0.05,5,OPC,CNTN5,Grubman
3.591854826847981,0.06653820010124743,3,597,Astro.3_down,0.05,18,Astro,"PLP1,CDK18,MBP",Grubman
0,1,0,300,Astro.3_down,0.05,18,Endo,,Grubman
0,1,0,188,Astro.3_down,0.05,18,Micro,,Grubman
5.02280459741829,0.007194180720834033,5,806,Astro.3_down,0.05,18,Neuron,"PLP1,TF,SLC24A2,PLLP,MBP",Grubman
16.460648299135645,2.2333601578095687e-4,4,196,Astro.3_down,0.05,18,Oligo,"OPALIN,PLP1,SLC24A2,LINC01608",Grubman
3.63875697548047,0.11944839207684906,2,376,Astro.3_down,0.05,18,OPC,"PLP1,SLC24A2",Grubman
0,1,0,554,Astro.4_up,0.05,0,Astro,,Grubman
0,1,0,262,Astro.4_up,0.05,0,Endo,,Grubman
0,1,0,171,Astro.4_up,0.05,0,Micro,,Grubman
0,1,0,645,Astro.4_up,0.05,0,Neuron,,Grubman
0,1,0,165,Astro.4_up,0.05,0,Oligo,,Grubman
0,1,0,313,Astro.4_up,0.05,0,OPC,,Grubman
0,1,0,554,Astro.4_down,0.05,0,Astro,,Grubman
0,1,0,262,Astro.4_down,0.05,0,Endo,,Grubman
0,1,0,171,Astro.4_down,0.05,0,Micro,,Grubman
0,1,0,645,Astro.4_down,0.05,0,Neuron,,Grubman
0,1,0,165,Astro.4_down,0.05,0,Oligo,,Grubman
0,1,0,313,Astro.4_down,0.05,0,OPC,,Grubman
0,1,0,335,Astro.5_up,0.05,0,Astro,,Grubman
0,1,0,131,Astro.5_up,0.05,0,Endo,,Grubman
0,1,0,79,Astro.5_up,0.05,0,Micro,,Grubman
0,1,0,293,Astro.5_up,0.05,0,Neuron,,Grubman
0,1,0,112,Astro.5_up,0.05,0,Oligo,,Grubman
0,1,0,169,Astro.5_up,0.05,0,OPC,,Grubman
0,1,0,335,Astro.5_down,0.05,0,Astro,,Grubman
0,1,0,131,Astro.5_down,0.05,0,Endo,,Grubman
0,1,0,79,Astro.5_down,0.05,0,Micro,,Grubman
0,1,0,293,Astro.5_down,0.05,0,Neuron,,Grubman
0,1,0,112,Astro.5_down,0.05,0,Oligo,,Grubman
0,1,0,169,Astro.5_down,0.05,0,OPC,,Grubman
1.6334598263218902,0.48331307949051805,1,187,Macro_up,0.05,10,Astro,ATP1B3,Grubman
2.785110990654825,0.32549722773593404,1,113,Macro_up,0.05,10,Endo,ATP1B3,Grubman
2.0959355251865004,0.4048608807415037,1,148,Macro_up,0.05,10,Micro,CSF2RA,Grubman
0,1,0,256,Macro_up,0.05,10,Neuron,,Grubman
0,1,0,78,Macro_up,0.05,10,Oligo,,Grubman
0,1,0,128,Macro_up,0.05,10,OPC,,Grubman
0,1,0,187,Macro_down,0.05,5,Astro,,Grubman
0,1,0,113,Macro_down,0.05,5,Endo,,Grubman
4.721059253617346,0.22837185823315354,1,148,Macro_down,0.05,5,Micro,P2RY12,Grubman
0,1,0,256,Macro_down,0.05,5,Neuron,,Grubman
0,1,0,78,Macro_down,0.05,5,Oligo,,Grubman
0,1,0,128,Macro_down,0.05,5,OPC,,Grubman
0,1,0,432,Micro.1_up,0.05,1,Astro,,Grubman
0,1,0,254,Micro.1_up,0.05,1,Endo,,Grubman
0,1,0,221,Micro.1_up,0.05,1,Micro,,Grubman
0,1,0,661,Micro.1_up,0.05,1,Neuron,,Grubman
0,1,0,164,Micro.1_up,0.05,1,Oligo,,Grubman
0,1,0,311,Micro.1_up,0.05,1,OPC,,Grubman
0,1,0,432,Micro.1_down,0.05,0,Astro,,Grubman
0,1,0,254,Micro.1_down,0.05,0,Endo,,Grubman
0,1,0,221,Micro.1_down,0.05,0,Micro,,Grubman
0,1,0,661,Micro.1_down,0.05,0,Neuron,,Grubman
0,1,0,164,Micro.1_down,0.05,0,Oligo,,Grubman
0,1,0,311,Micro.1_down,0.05,0,OPC,,Grubman
0,1,0,442,Micro.2_up,0.05,0,Astro,,Grubman
0,1,0,267,Micro.2_up,0.05,0,Endo,,Grubman
0,1,0,219,Micro.2_up,0.05,0,Micro,,Grubman
0,1,0,687,Micro.2_up,0.05,0,Neuron,,Grubman
0,1,0,166,Micro.2_up,0.05,0,Oligo,,Grubman
0,1,0,317,Micro.2_up,0.05,0,OPC,,Grubman
0,1,0,442,Micro.2_down,0.05,1,Astro,,Grubman
0,1,0,267,Micro.2_down,0.05,1,Endo,,Grubman
0,1,0,219,Micro.2_down,0.05,1,Micro,,Grubman
0,1,0,687,Micro.2_down,0.05,1,Neuron,,Grubman
0,1,0,166,Micro.2_down,0.05,1,Oligo,,Grubman
0,1,0,317,Micro.2_down,0.05,1,OPC,,Grubman
Inf,0.0464470528840083,1,368,Micro.3_up,0.05,1,Astro,RGS7,Grubman
0,1,0,236,Micro.3_up,0.05,1,Endo,,Grubman
0,1,0,213,Micro.3_up,0.05,1,Micro,,Grubman
0,1,0,534,Micro.3_up,0.05,1,Neuron,,Grubman
0,1,0,144,Micro.3_up,0.05,1,Oligo,,Grubman
0,1,0,255,Micro.3_up,0.05,1,OPC,,Grubman
0,1,0,368,Micro.3_down,0.05,0,Astro,,Grubman
0,1,0,236,Micro.3_down,0.05,0,Endo,,Grubman
0,1,0,213,Micro.3_down,0.05,0,Micro,,Grubman
0,1,0,534,Micro.3_down,0.05,0,Neuron,,Grubman
0,1,0,144,Micro.3_down,0.05,0,Oligo,,Grubman
0,1,0,255,Micro.3_down,0.05,0,OPC,,Grubman
6.0061872373856575,0.021746451557775874,3,346,Micro.4_up,0.05,13,Astro,"KCNIP4,FGF14,PCDH7",Grubman
2.967473492441082,0.30332670862841526,1,198,Micro.4_up,0.05,13,Endo,LINGO2,Grubman
2.7650034971400244,0.3211665281642433,1,212,Micro.4_up,0.05,13,Micro,FGF14,Grubman
21.726261882727314,4.839550038340268e-7,8,502,Micro.4_up,0.05,13,Neuron,"KCNIP4,GRM5,LINGO2,KALRN,PTPRT,FGF14,PCDH7,LRRTM4",Grubman
9.048028567307798,0.026633443794248306,2,144,Micro.4_up,0.05,13,Oligo,"PCDH7,LRRTM4",Grubman
12.685478387600611,7.576361288041211e-4,4,248,Micro.4_up,0.05,13,OPC,"DLGAP1,SLC4A10,MYT1L,PTPRT",Grubman
0,1,0,346,Micro.4_down,0.05,2,Astro,,Grubman
0,1,0,198,Micro.4_down,0.05,2,Endo,,Grubman
0,1,0,212,Micro.4_down,0.05,2,Micro,,Grubman
0,1,0,502,Micro.4_down,0.05,2,Neuron,,Grubman
0,1,0,144,Micro.4_down,0.05,2,Oligo,,Grubman
0,1,0,248,Micro.4_down,0.05,2,OPC,,Grubman
0,1,0,183,Micro.5_up,0.05,0,Astro,,Grubman
0,1,0,109,Micro.5_up,0.05,0,Endo,,Grubman
0,1,0,138,Micro.5_up,0.05,0,Micro,,Grubman
0,1,0,259,Micro.5_up,0.05,0,Neuron,,Grubman
0,1,0,91,Micro.5_up,0.05,0,Oligo,,Grubman
0,1,0,123,Micro.5_up,0.05,0,OPC,,Grubman
0,1,0,183,Micro.5_down,0.05,0,Astro,,Grubman
0,1,0,109,Micro.5_down,0.05,0,Endo,,Grubman
0,1,0,138,Micro.5_down,0.05,0,Micro,,Grubman
0,1,0,259,Micro.5_down,0.05,0,Neuron,,Grubman
0,1,0,91,Micro.5_down,0.05,0,Oligo,,Grubman
0,1,0,123,Micro.5_down,0.05,0,OPC,,Grubman
0,1,0,563,OPC.1_up,0.05,0,Astro,,Grubman
0,1,0,307,OPC.1_up,0.05,0,Endo,,Grubman
0,1,0,190,OPC.1_up,0.05,0,Micro,,Grubman
0,1,0,840,OPC.1_up,0.05,0,Neuron,,Grubman
0,1,0,200,OPC.1_up,0.05,0,Oligo,,Grubman
0,1,0,391,OPC.1_up,0.05,0,OPC,,Grubman
0,1,0,563,OPC.1_down,0.05,0,Astro,,Grubman
0,1,0,307,OPC.1_down,0.05,0,Endo,,Grubman
0,1,0,190,OPC.1_down,0.05,0,Micro,,Grubman
0,1,0,840,OPC.1_down,0.05,0,Neuron,,Grubman
0,1,0,200,OPC.1_down,0.05,0,Oligo,,Grubman
0,1,0,391,OPC.1_down,0.05,0,OPC,,Grubman
0,1,0,527,OPC.2_up,0.05,0,Astro,,Grubman
0,1,0,281,OPC.2_up,0.05,0,Endo,,Grubman
0,1,0,176,OPC.2_up,0.05,0,Micro,,Grubman
0,1,0,791,OPC.2_up,0.05,0,Neuron,,Grubman
0,1,0,189,OPC.2_up,0.05,0,Oligo,,Grubman
0,1,0,381,OPC.2_up,0.05,0,OPC,,Grubman
0,1,0,527,OPC.2_down,0.05,0,Astro,,Grubman
0,1,0,281,OPC.2_down,0.05,0,Endo,,Grubman
0,1,0,176,OPC.2_down,0.05,0,Micro,,Grubman
0,1,0,791,OPC.2_down,0.05,0,Neuron,,Grubman
0,1,0,189,OPC.2_down,0.05,0,Oligo,,Grubman
0,1,0,381,OPC.2_down,0.05,0,OPC,,Grubman
0,1,0,569,OPC.3_up,0.05,0,Astro,,Grubman
0,1,0,313,OPC.3_up,0.05,0,Endo,,Grubman
0,1,0,195,OPC.3_up,0.05,0,Micro,,Grubman
0,1,0,847,OPC.3_up,0.05,0,Neuron,,Grubman
0,1,0,203,OPC.3_up,0.05,0,Oligo,,Grubman
0,1,0,393,OPC.3_up,0.05,0,OPC,,Grubman
0,1,0,569,OPC.3_down,0.05,0,Astro,,Grubman
0,1,0,313,OPC.3_down,0.05,0,Endo,,Grubman
0,1,0,195,OPC.3_down,0.05,0,Micro,,Grubman
0,1,0,847,OPC.3_down,0.05,0,Neuron,,Grubman
0,1,0,203,OPC.3_down,0.05,0,Oligo,,Grubman
0,1,0,393,OPC.3_down,0.05,0,OPC,,Grubman
0,1,0,534,OPC.4_up,0.05,0,Astro,,Grubman
0,1,0,284,OPC.4_up,0.05,0,Endo,,Grubman
0,1,0,181,OPC.4_up,0.05,0,Micro,,Grubman
0,1,0,790,OPC.4_up,0.05,0,Neuron,,Grubman
0,1,0,186,OPC.4_up,0.05,0,Oligo,,Grubman
0,1,0,382,OPC.4_up,0.05,0,OPC,,Grubman
0,1,0,534,OPC.4_down,0.05,0,Astro,,Grubman
0,1,0,284,OPC.4_down,0.05,0,Endo,,Grubman
0,1,0,181,OPC.4_down,0.05,0,Micro,,Grubman
0,1,0,790,OPC.4_down,0.05,0,Neuron,,Grubman
0,1,0,186,OPC.4_down,0.05,0,Oligo,,Grubman
0,1,0,382,OPC.4_down,0.05,0,OPC,,Grubman
0,1,0,208,OPC.5_up,0.05,0,Astro,,Grubman
0,1,0,105,OPC.5_up,0.05,0,Endo,,Grubman
0,1,0,64,OPC.5_up,0.05,0,Micro,,Grubman
0,1,0,291,OPC.5_up,0.05,0,Neuron,,Grubman
0,1,0,91,OPC.5_up,0.05,0,Oligo,,Grubman
0,1,0,174,OPC.5_up,0.05,0,OPC,,Grubman
0,1,0,208,OPC.5_down,0.05,0,Astro,,Grubman
0,1,0,105,OPC.5_down,0.05,0,Endo,,Grubman
0,1,0,64,OPC.5_down,0.05,0,Micro,,Grubman
0,1,0,291,OPC.5_down,0.05,0,Neuron,,Grubman
0,1,0,91,OPC.5_down,0.05,0,Oligo,,Grubman
0,1,0,174,OPC.5_down,0.05,0,OPC,,Grubman
0,1,0,548,Oligo.1_up,0.05,0,Astro,,Grubman
0,1,0,328,Oligo.1_up,0.05,0,Endo,,Grubman
0,1,0,193,Oligo.1_up,0.05,0,Micro,,Grubman
0,1,0,836,Oligo.1_up,0.05,0,Neuron,,Grubman
0,1,0,204,Oligo.1_up,0.05,0,Oligo,,Grubman
0,1,0,377,Oligo.1_up,0.05,0,OPC,,Grubman
0,1,0,548,Oligo.1_down,0.05,0,Astro,,Grubman
0,1,0,328,Oligo.1_down,0.05,0,Endo,,Grubman
0,1,0,193,Oligo.1_down,0.05,0,Micro,,Grubman
0,1,0,836,Oligo.1_down,0.05,0,Neuron,,Grubman
0,1,0,204,Oligo.1_down,0.05,0,Oligo,,Grubman
0,1,0,377,Oligo.1_down,0.05,0,OPC,,Grubman
0,1,0,536,Oligo.2_up,0.05,0,Astro,,Grubman
0,1,0,307,Oligo.2_up,0.05,0,Endo,,Grubman
0,1,0,186,Oligo.2_up,0.05,0,Micro,,Grubman
0,1,0,826,Oligo.2_up,0.05,0,Neuron,,Grubman
0,1,0,204,Oligo.2_up,0.05,0,Oligo,,Grubman
0,1,0,372,Oligo.2_up,0.05,0,OPC,,Grubman
0,1,0,536,Oligo.2_down,0.05,0,Astro,,Grubman
0,1,0,307,Oligo.2_down,0.05,0,Endo,,Grubman
0,1,0,186,Oligo.2_down,0.05,0,Micro,,Grubman
0,1,0,826,Oligo.2_down,0.05,0,Neuron,,Grubman
0,1,0,204,Oligo.2_down,0.05,0,Oligo,,Grubman
0,1,0,372,Oligo.2_down,0.05,0,OPC,,Grubman
3.298314602077659,3.0922785211329098e-18,89,562,Oligo.3_up,0.05,679,Astro,"GPM6A,COL21A1,HIF3A,ZFP36,DDAH1,IGFBP7,PDGFRB,SESN3,RORA,SORBS1,DAAM1,KLF12,CAMK4,CABLES1,PDZRN3,SAT1,FLNA,CACNB2,GFAP,ZEB1,ST6GAL1,NHS,DUSP1,SLC1A2,C1orf21,NR2F2-AS1,LAMA5,SLC24A3,UNC80,SLC7A2,CACNA2D3,MIAT,INPP4B,SYNE1,KCNIP4,COL5A3,WFS1,SLC4A4,PCLO,HSPB8,LINC00299,SPTAN1,ADAMTS9-AS2,ENTPD1,VIM,UNC5D,CDH10,ETNPPL,CD44,ALDH1L1,MAST4,INPP5D,PDE7B,CACHD1,DCLK1,PLEKHA5,SLCO1C1,MGAT4C,ADGRV1,DKK3,NHSL1,KCNQ3,GRAMD1B,RBMS3,SYTL4,PTPRG,LMO3,ARHGEF17,NR4A1,RNF150,AGBL4,MSI2,ANGPTL4,ADAMTS17,MYRIP,GPC5,PTCHD1,PDE4D,NRXN1,ARHGEF4,TPST1,FGF14,BCAT2,AHNAK,NKAIN3,TENM2,VAV3,NLGN4X,ITGB4",Grubman
4.375180110060888,1.48890933624463e-19,67,331,Oligo.3_up,0.05,679,Endo,"COL11A1,GPM6A,COL21A1,SLC7A5,IGFBP7,PDXK,BTG1,MEF2C,ITGA6,PDZRN3,MAPK10,FLNA,CACNB2,UTRN,SRGN,IGFBP5,DGKB,HLA-E,ADAMTS9,SLC24A3,NR2F1-AS1,SLC7A2,ECHDC2,FOXP2,CACNA2D3,SLC41A2,COL5A3,LRFN5,SLC4A4,RALGPS2,KCNT2,TRPM3,EPAS1,CLU,ADAMTS9-AS2,CELF2,RANBP3L,CD59,PDE8B,MCTP1,HCN1,PDE7B,ETS2,TENM4,MAP2,RGS4,CPNE8,MAP3K5,NR2F1,MAPK4,PTPRG,GPC6,AGBL4,MAMLD1,MYRIP,GPC5,A2M,PDE4D,TESC,CNN3,SAMD4A,AFF3,SLC1A1,HLF,STOM,GOLGA8A,KIAA1217",Grubman
3.532766705408317,7.709778890856746e-9,34,193,Oligo.3_up,0.05,679,Micro,"FOS,ZFP36L1,MEF2C,JUNB,SAT1,SRGN,ARHGAP26,GFAP,RBMS1,THRB,ST6GAL1,SH3RF3,DUSP1,LPAR6,GRIP1,DPP10,SLC4A7,IQGAP2,CSF2RA,NR4A3,DENND3,ETS2,DIRC3,ADGRV1,NR4A2,NHSL1,OLR1,PTPRG,TLR2,NRXN1,DPP6,FGF14,CD69,BTG2",Grubman
