OR,Pval,NumSig,SetSize,test,fdr_cut,DEG_n,ID,common_genes,gene_set
12.904472573453885,0.01196526452750739,2,49,Astro_up,0.05,62,Ast,"KCNIP4,ATRNL1",Mathys_early
1.782843817462469,0.13923640675881985,6,1041,Astro_up,0.05,62,Ex,"OPCML,KCNIP4,SNPH,YWHAG,LINGO1,PGM2L1",Mathys_early
1.6281040366049144,0.46392487235675084,1,183,Astro_up,0.05,62,In,YWHAG,Mathys_early
0,1,0,7,Astro_up,0.05,62,Mic,,Mathys_early
3.2015895321582253,0.27346946796545935,1,94,Astro_up,0.05,62,Oli,LINGO1,Mathys_early
0,1,0,18,Astro_up,0.05,62,Opc,,Mathys_early
0,1,0,49,Astro_down,0.05,13,Ast,,Mathys_early
0,1,0,1041,Astro_down,0.05,13,Ex,,Mathys_early
0,1,0,183,Astro_down,0.05,13,In,,Mathys_early
0,1,0,7,Astro_down,0.05,13,Mic,,Mathys_early
0,1,0,94,Astro_down,0.05,13,Oli,,Mathys_early
0,1,0,18,Astro_down,0.05,13,Opc,,Mathys_early
0,1,0,12,Macro_up,0.05,10,Ast,,Mathys_early
2.5697093290174733,0.3467657113935583,1,122,Macro_up,0.05,10,Ex,ATP1B3,Mathys_early
0,1,0,29,Macro_up,0.05,10,In,,Mathys_early
0,1,0,5,Macro_up,0.05,10,Mic,,Mathys_early
0,1,0,25,Macro_up,0.05,10,Oli,,Mathys_early
0,1,0,8,Macro_up,0.05,10,Opc,,Mathys_early
0,1,0,12,Macro_down,0.05,5,Ast,,Mathys_early
0,1,0,122,Macro_down,0.05,5,Ex,,Mathys_early
0,1,0,29,Macro_down,0.05,5,In,,Mathys_early
0,1,0,5,Macro_down,0.05,5,Mic,,Mathys_early
0,1,0,25,Macro_down,0.05,5,Oli,,Mathys_early
0,1,0,8,Macro_down,0.05,5,Opc,,Mathys_early
0,1,0,45,Micro_up,0.05,0,Ast,,Mathys_early
0,1,0,963,Micro_up,0.05,0,Ex,,Mathys_early
0,1,0,177,Micro_up,0.05,0,In,,Mathys_early
0,1,0,9,Micro_up,0.05,0,Mic,,Mathys_early
0,1,0,88,Micro_up,0.05,0,Oli,,Mathys_early
0,1,0,17,Micro_up,0.05,0,Opc,,Mathys_early
0,1,0,45,Micro_down,0.05,2,Ast,,Mathys_early
0,1,0,963,Micro_down,0.05,2,Ex,,Mathys_early
0,1,0,177,Micro_down,0.05,2,In,,Mathys_early
0,1,0,9,Micro_down,0.05,2,Mic,,Mathys_early
0,1,0,88,Micro_down,0.05,2,Oli,,Mathys_early
0,1,0,17,Micro_down,0.05,2,Opc,,Mathys_early
8.733087054276625,0.0060095241950120105,3,48,Oligo_up,0.05,163,Ast,"GFAP,ZFP36L1,AHNAK",Mathys_early
0.7236516376427371,0.8309397187364179,6,1060,Oligo_up,0.05,163,Ex,"ADAMTS10,GFAP,RIMS4,CASKIN1,JPH3,NEDD9",Mathys_early
0,1,0,185,Oligo_up,0.05,163,In,,Mathys_early
0,1,0,8,Oligo_up,0.05,163,Mic,,Mathys_early
1.373604264348615,0.5208572524919677,1,95,Oligo_up,0.05,163,Oli,MEF2C,Mathys_early
0,1,0,18,Oligo_up,0.05,163,Opc,,Mathys_early
0,1,0,48,Oligo_down,0.05,15,Ast,,Mathys_early
0,1,0,1060,Oligo_down,0.05,15,Ex,,Mathys_early
0,1,0,185,Oligo_down,0.05,15,In,,Mathys_early
0,1,0,8,Oligo_down,0.05,15,Mic,,Mathys_early
0,1,0,95,Oligo_down,0.05,15,Oli,,Mathys_early
0,1,0,18,Oligo_down,0.05,15,Opc,,Mathys_early
0,1,0,49,OPC_up,0.05,0,Ast,,Mathys_early
