OR,Pval,NumSig,SetSize,test,fdr_cut,DEG_n,ID,common_genes,gene_set
0,1,0,305,Astro.1_up,0.05,5,Astro_down,,Grubman_reg
0,1,0,305,Astro.1_up,0.05,5,Astro_up,,Grubman_reg
0,1,0,170,Astro.1_up,0.05,5,Endo_down,,Grubman_reg
0,1,0,175,Astro.1_up,0.05,5,Endo_up,,Grubman_reg
0,1,0,97,Astro.1_up,0.05,5,Micro_down,,Grubman_reg
0,1,0,111,Astro.1_up,0.05,5,Micro_up,,Grubman_reg
0,1,0,329,Astro.1_up,0.05,5,Neuron_down,,Grubman_reg
20.331806748630004,0.009491059094321722,2,537,Astro.1_up,0.05,5,Neuron_up,"NPTXR,SNPH",Grubman_reg
0,1,0,93,Astro.1_up,0.05,5,Oligo_down,,Grubman_reg
0,1,0,106,Astro.1_up,0.05,5,Oligo_up,,Grubman_reg
0,1,0,165,Astro.1_up,0.05,5,OPC_down,,Grubman_reg
18.722852603911473,0.06438783373312529,1,223,Astro.1_up,0.05,5,OPC_up,SNPH,Grubman_reg
0,1,0,305,Astro.1_down,0.05,2,Astro_down,,Grubman_reg
0,1,0,305,Astro.1_down,0.05,2,Astro_up,,Grubman_reg
0,1,0,170,Astro.1_down,0.05,2,Endo_down,,Grubman_reg
0,1,0,175,Astro.1_down,0.05,2,Endo_up,,Grubman_reg
0,1,0,97,Astro.1_down,0.05,2,Micro_down,,Grubman_reg
0,1,0,111,Astro.1_down,0.05,2,Micro_up,,Grubman_reg
0,1,0,329,Astro.1_down,0.05,2,Neuron_down,,Grubman_reg
0,1,0,537,Astro.1_down,0.05,2,Neuron_up,,Grubman_reg
0,1,0,93,Astro.1_down,0.05,2,Oligo_down,,Grubman_reg
0,1,0,106,Astro.1_down,0.05,2,Oligo_up,,Grubman_reg
0,1,0,165,Astro.1_down,0.05,2,OPC_down,,Grubman_reg
0,1,0,223,Astro.1_down,0.05,2,OPC_up,,Grubman_reg
3.622972863024124,0.2612925524637202,1,298,Astro.2_up,0.05,10,Astro_down,GPAM,Grubman_reg
0,1,0,285,Astro.2_up,0.05,10,Astro_up,,Grubman_reg
0,1,0,141,Astro.2_up,0.05,10,Endo_down,,Grubman_reg
0,1,0,138,Astro.2_up,0.05,10,Endo_up,,Grubman_reg
0,1,0,84,Astro.2_up,0.05,10,Micro_down,,Grubman_reg
0,1,0,94,Astro.2_up,0.05,10,Micro_up,,Grubman_reg
8.503027495519285,0.0317600822655373,2,287,Astro.2_up,0.05,10,Neuron_down,"SV2B,ZBTB18",Grubman_reg
2.3002794773039428,0.37654106536268317,1,461,Astro.2_up,0.05,10,Neuron_up,GLUL,Grubman_reg
0,1,0,88,Astro.2_up,0.05,10,Oligo_down,,Grubman_reg
11.555075803292663,0.09204972322027283,1,96,Astro.2_up,0.05,10,Oligo_up,GLUL,Grubman_reg
7.281763805890026,0.14128038780938257,1,151,Astro.2_up,0.05,10,OPC_down,SLC4A10,Grubman_reg
0,1,0,202,Astro.2_up,0.05,10,OPC_up,,Grubman_reg
0,1,0,298,Astro.2_down,0.05,48,Astro_down,,Grubman_reg
6.97725928015854,5.548215276487871e-5,8,285,Astro.2_down,0.05,48,Astro_up,"SNED1,CP,ARHGEF3,SLCO3A1,MAN1C1,MOBP,PLCE1,BNC2",Grubman_reg
6.5056202813282304,0.0045672061979537965,4,141,Astro.2_down,0.05,48,Endo_down,"IGFBP5,BNC2,GPC6,C8orf34",Grubman_reg
0,1,0,138,Astro.2_down,0.05,48,Endo_up,,Grubman_reg
0,1,0,84,Astro.2_down,0.05,48,Micro_down,,Grubman_reg
2.253890571111929,0.36535061035854244,1,94,Astro.2_down,0.05,48,Micro_up,ARHGEF3,Grubman_reg
2.267953744629099,0.158729993685655,3,287,Astro.2_down,0.05,48,Neuron_down,"ST18,MAML3,PLCB4",Grubman_reg
1.8875048780661217,0.17927908171355306,4,461,Astro.2_down,0.05,48,Neuron_up,"CSRNP3,ENPP2,ABCA8,MOBP",Grubman_reg
7.729507567241063,0.008575320009315894,3,88,Astro.2_down,0.05,48,Oligo_down,"ST18,MOBP,BCAS1",Grubman_reg
0,1,0,96,Astro.2_down,0.05,48,Oligo_up,,Grubman_reg
2.858213845915866,0.1636287720805786,2,151,Astro.2_down,0.05,48,OPC_down,"MOB3B,GPC6",Grubman_reg
1.031552368179276,0.625609841842948,1,202,Astro.2_down,0.05,48,OPC_up,IGFBP5,Grubman_reg
0,1,0,300,Astro.3_up,0.05,5,Astro_down,,Grubman_reg
0,1,0,297,Astro.3_up,0.05,5,Astro_up,,Grubman_reg
18.15430849185417,0.06642378331542187,1,154,Astro.3_up,0.05,5,Endo_down,CNTN5,Grubman_reg
0,1,0,146,Astro.3_up,0.05,5,Endo_up,,Grubman_reg
0,1,0,88,Astro.3_up,0.05,5,Micro_down,,Grubman_reg
0,1,0,100,Astro.3_up,0.05,5,Micro_up,,Grubman_reg
0,1,0,308,Astro.3_up,0.05,5,Neuron_down,,Grubman_reg
14.476995722382439,0.017792378762200276,2,498,Astro.3_up,0.05,5,Neuron_up,"CNTN5,CHRM3",Grubman_reg
0,1,0,91,Astro.3_up,0.05,5,Oligo_down,,Grubman_reg
0,1,0,105,Astro.3_up,0.05,5,Oligo_up,,Grubman_reg
17.46108466076093,0.06893835241900248,1,160,Astro.3_up,0.05,5,OPC_down,CNTN5,Grubman_reg
0,1,0,216,Astro.3_up,0.05,5,OPC_up,,Grubman_reg
0,1,0,300,Astro.3_down,0.05,18,Astro_down,,Grubman_reg
7.457271093329322,0.010991860101738247,3,297,Astro.3_down,0.05,18,Astro_up,"PLP1,CDK18,MBP",Grubman_reg
0,1,0,154,Astro.3_down,0.05,18,Endo_down,,Grubman_reg
0,1,0,146,Astro.3_down,0.05,18,Endo_up,,Grubman_reg
0,1,0,88,Astro.3_down,0.05,18,Micro_down,,Grubman_reg
0,1,0,100,Astro.3_down,0.05,18,Micro_up,,Grubman_reg
0,1,0,308,Astro.3_down,0.05,18,Neuron_down,,Grubman_reg
8.39989983522039,8.7204117964237e-4,5,498,Astro.3_down,0.05,18,Neuron_up,"PLP1,TF,SLC24A2,PLLP,MBP",Grubman_reg
36.6187347132423,1.111659711015501e-5,4,91,Astro.3_down,0.05,18,Oligo_down,"OPALIN,PLP1,SLC24A2,LINC01608",Grubman_reg
0,1,0,105,Astro.3_down,0.05,18,Oligo_up,,Grubman_reg
0,1,0,160,Astro.3_down,0.05,18,OPC_down,,Grubman_reg
