OR,Pval,NumSig,SetSize,test,fdr_cut,DEG_n,ID,common_genes,gene_set
0,1,0,20,vVasc_up,0.05,3,Ast_down,,Mathys_reg
0,1,0,29,vVasc_up,0.05,3,Ast_up,,Mathys_reg
0,1,0,351,vVasc_up,0.05,3,Ex_down,,Mathys_reg
0,1,0,153,vVasc_up,0.05,3,Ex_up,,Mathys_reg
0,1,0,33,vVasc_up,0.05,3,In_down,,Mathys_reg
0,1,0,2,vVasc_up,0.05,3,In_up,,Mathys_reg
0,1,0,7,vVasc_up,0.05,3,Mic_down,,Mathys_reg
0,1,0,18,vVasc_up,0.05,3,Mic_up,,Mathys_reg
0,1,0,39,vVasc_up,0.05,3,Oli_down,,Mathys_reg
0,1,0,85,vVasc_up,0.05,3,Oli_up,,Mathys_reg
0,1,0,9,vVasc_up,0.05,3,Opc_down,,Mathys_reg
0,1,0,7,vVasc_up,0.05,3,Opc_up,,Mathys_reg
0,1,0,20,vVasc_down,0.05,4,Ast_down,,Mathys_reg
0,1,0,29,vVasc_down,0.05,4,Ast_up,,Mathys_reg
0,1,0,351,vVasc_down,0.05,4,Ex_down,,Mathys_reg
0,1,0,153,vVasc_down,0.05,4,Ex_up,,Mathys_reg
0,1,0,33,vVasc_down,0.05,4,In_down,,Mathys_reg
0,1,0,2,vVasc_down,0.05,4,In_up,,Mathys_reg
0,1,0,7,vVasc_down,0.05,4,Mic_down,,Mathys_reg
0,1,0,18,vVasc_down,0.05,4,Mic_up,,Mathys_reg
0,1,0,39,vVasc_down,0.05,4,Oli_down,,Mathys_reg
0,1,0,85,vVasc_down,0.05,4,Oli_up,,Mathys_reg
0,1,0,9,vVasc_down,0.05,4,Opc_down,,Mathys_reg
0,1,0,7,vVasc_down,0.05,4,Opc_up,,Mathys_reg
0,1,0,26,vL1_up,0.05,0,Ast_down,,Mathys_reg
0,1,0,35,vL1_up,0.05,0,Ast_up,,Mathys_reg
0,1,0,475,vL1_up,0.05,0,Ex_down,,Mathys_reg
