OR,Pval,NumSig,SetSize,test,fdr_cut,DEG_n,ID,common_genes,gene_set
0,1,0,213,Vasc~Sp09D08_up,0.05,8,Astro_down,,Grubman_reg
0,1,0,269,Vasc~Sp09D08_up,0.05,8,Astro_up,,Grubman_reg
11.545084756940975,0.0944055999336032,1,111,Vasc~Sp09D08_up,0.05,8,Endo_down,JAZF1,Grubman_reg
0,1,0,159,Vasc~Sp09D08_up,0.05,8,Endo_up,,Grubman_reg
0,1,0,80,Vasc~Sp09D08_up,0.05,8,Micro_down,,Grubman_reg
13.669238636377068,0.0804736458978168,1,94,Vasc~Sp09D08_up,0.05,8,Micro_up,JAZF1,Grubman_reg
0,1,0,243,Vasc~Sp09D08_up,0.05,8,Neuron_down,,Grubman_reg
2.542652977381506,0.3546359677270233,1,480,Vasc~Sp09D08_up,0.05,8,Neuron_up,KCNQ2,Grubman_reg
0,1,0,71,Vasc~Sp09D08_up,0.05,8,Oligo_down,,Grubman_reg
13.243003565054556,0.08294576652646124,1,97,Vasc~Sp09D08_up,0.05,8,Oligo_up,NPTX2,Grubman_reg
11.545084756940975,0.0944055999336032,1,111,Vasc~Sp09D08_up,0.05,8,OPC_down,JAZF1,Grubman_reg
6.254695261463813,0.16588767941263294,1,202,Vasc~Sp09D08_up,0.05,8,OPC_up,NPTX2,Grubman_reg
1.9719421000895236,0.4094611287845068,1,213,Vasc~Sp09D08_down,0.05,22,Astro_down,KLHL32,Grubman_reg
3.266987289478746,0.13886436181958256,2,269,Vasc~Sp09D08_down,0.05,22,Astro_up,"CNTN2,TFEB",Grubman_reg
0,1,0,111,Vasc~Sp09D08_down,0.05,22,Endo_down,,Grubman_reg
0,1,0,159,Vasc~Sp09D08_down,0.05,22,Endo_up,,Grubman_reg
0,1,0,80,Vasc~Sp09D08_down,0.05,22,Micro_down,,Grubman_reg
0,1,0,94,Vasc~Sp09D08_down,0.05,22,Micro_up,,Grubman_reg
0,1,0,243,Vasc~Sp09D08_down,0.05,22,Neuron_down,,Grubman_reg
3.974885617332029,0.027051233523340507,4,480,Vasc~Sp09D08_down,0.05,22,Neuron_up,"CAPN3,CNTN2,TFEB,ELOVL1",Grubman_reg
6.0660354957198495,0.15985084785973824,1,71,Vasc~Sp09D08_down,0.05,22,Oligo_down,CMTM5,Grubman_reg
0,1,0,97,Vasc~Sp09D08_down,0.05,22,Oligo_up,,Grubman_reg
0,1,0,111,Vasc~Sp09D08_down,0.05,22,OPC_down,,Grubman_reg
9.862112147927947,0.0013043885152640954,4,202,Vasc~Sp09D08_down,0.05,22,OPC_up,"CAPN3,CNTN2,TFEB,ELOVL1",Grubman_reg
0,1,0,267,L1~Sp09D05_up,0.05,0,Astro_down,,Grubman_reg
0,1,0,293,L1~Sp09D05_up,0.05,0,Astro_up,,Grubman_reg
0,1,0,134,L1~Sp09D05_up,0.05,0,Endo_down,,Grubman_reg
0,1,0,175,L1~Sp09D05_up,0.05,0,Endo_up,,Grubman_reg
0,1,0,98,L1~Sp09D05_up,0.05,0,Micro_down,,Grubman_reg
0,1,0,105,L1~Sp09D05_up,0.05,0,Micro_up,,Grubman_reg
0,1,0,293,L1~Sp09D05_up,0.05,0,Neuron_down,,Grubman_reg
0,1,0,531,L1~Sp09D05_up,0.05,0,Neuron_up,,Grubman_reg
0,1,0,80,L1~Sp09D05_up,0.05,0,Oligo_down,,Grubman_reg
0,1,0,104,L1~Sp09D05_up,0.05,0,Oligo_up,,Grubman_reg
0,1,0,146,L1~Sp09D05_up,0.05,0,OPC_down,,Grubman_reg
0,1,0,219,L1~Sp09D05_up,0.05,0,OPC_up,,Grubman_reg
0,1,0,267,L1~Sp09D05_down,0.05,1,Astro_down,,Grubman_reg
0,1,0,293,L1~Sp09D05_down,0.05,1,Astro_up,,Grubman_reg
0,1,0,134,L1~Sp09D05_down,0.05,1,Endo_down,,Grubman_reg
0,1,0,175,L1~Sp09D05_down,0.05,1,Endo_up,,Grubman_reg
0,1,0,98,L1~Sp09D05_down,0.05,1,Micro_down,,Grubman_reg
0,1,0,105,L1~Sp09D05_down,0.05,1,Micro_up,,Grubman_reg
0,1,0,293,L1~Sp09D05_down,0.05,1,Neuron_down,,Grubman_reg
0,1,0,531,L1~Sp09D05_down,0.05,1,Neuron_up,,Grubman_reg
0,1,0,80,L1~Sp09D05_down,0.05,1,Oligo_down,,Grubman_reg
0,1,0,104,L1~Sp09D05_down,0.05,1,Oligo_up,,Grubman_reg
0,1,0,146,L1~Sp09D05_down,0.05,1,OPC_down,,Grubman_reg
0,1,0,219,L1~Sp09D05_down,0.05,1,OPC_up,,Grubman_reg
0,1,0,273,L2.3~Sp09D01_up,0.05,0,Astro_down,,Grubman_reg
0,1,0,295,L2.3~Sp09D01_up,0.05,0,Astro_up,,Grubman_reg
0,1,0,148,L2.3~Sp09D01_up,0.05,0,Endo_down,,Grubman_reg
0,1,0,176,L2.3~Sp09D01_up,0.05,0,Endo_up,,Grubman_reg
0,1,0,104,L2.3~Sp09D01_up,0.05,0,Micro_down,,Grubman_reg
0,1,0,106,L2.3~Sp09D01_up,0.05,0,Micro_up,,Grubman_reg
0,1,0,320,L2.3~Sp09D01_up,0.05,0,Neuron_down,,Grubman_reg
0,1,0,546,L2.3~Sp09D01_up,0.05,0,Neuron_up,,Grubman_reg
