OR,Pval,NumSig,SetSize,test,fdr_cut,DEG_n,ID,common_genes
0,1,0,391,Micro.2_up,0.05,0,Ex,
0,1,0,27,Micro.2_up,0.05,0,In,
0,1,0,34,Micro.2_up,0.05,0,Mic,
0,1,0,123,Micro.2_up,0.05,0,Oli,
0,1,0,20,Micro.2_up,0.05,0,Opc,
0,1,0,47,Micro.2_down,0.05,1,Ast,
0,1,0,391,Micro.2_down,0.05,1,Ex,
0,1,0,27,Micro.2_down,0.05,1,In,
0,1,0,34,Micro.2_down,0.05,1,Mic,
0,1,0,123,Micro.2_down,0.05,1,Oli,
0,1,0,20,Micro.2_down,0.05,1,Opc,
0,1,0,37,Micro.3_up,0.05,1,Ast,
0,1,0,357,Micro.3_up,0.05,1,Ex,
0,1,0,22,Micro.3_up,0.05,1,In,
0,1,0,34,Micro.3_up,0.05,1,Mic,
0,1,0,99,Micro.3_up,0.05,1,Oli,
0,1,0,13,Micro.3_up,0.05,1,Opc,
0,1,0,37,Micro.3_down,0.05,0,Ast,
0,1,0,357,Micro.3_down,0.05,0,Ex,
0,1,0,22,Micro.3_down,0.05,0,In,
0,1,0,34,Micro.3_down,0.05,0,Mic,
0,1,0,99,Micro.3_down,0.05,0,Oli,
0,1,0,13,Micro.3_down,0.05,0,Opc,
17.557021383484038,0.06121038884113916,1,35,Micro.4_up,0.05,13,Ast,KCNIP4
0,1,0,309,Micro.4_up,0.05,13,Ex,
0,1,0,20,Micro.4_up,0.05,13,In,
0,1,0,34,Micro.4_up,0.05,13,Mic,
5.865079919907453,0.16884618740875357,1,102,Micro.4_up,0.05,13,Oli,DLGAP1
0,1,0,14,Micro.4_up,0.05,13,Opc,
0,1,0,35,Micro.4_down,0.05,2,Ast,
0,1,0,309,Micro.4_down,0.05,2,Ex,
0,1,0,20,Micro.4_down,0.05,2,In,
0,1,0,34,Micro.4_down,0.05,2,Mic,
0,1,0,102,Micro.4_down,0.05,2,Oli,
0,1,0,14,Micro.4_down,0.05,2,Opc,
0,1,0,18,Micro.5_up,0.05,0,Ast,
0,1,0,68,Micro.5_up,0.05,0,Ex,
0,1,0,9,Micro.5_up,0.05,0,In,
0,1,0,24,Micro.5_up,0.05,0,Mic,
0,1,0,34,Micro.5_up,0.05,0,Oli,
0,1,0,9,Micro.5_up,0.05,0,Opc,
0,1,0,18,Micro.5_down,0.05,0,Ast,
0,1,0,68,Micro.5_down,0.05,0,Ex,
0,1,0,9,Micro.5_down,0.05,0,In,
0,1,0,24,Micro.5_down,0.05,0,Mic,
0,1,0,34,Micro.5_down,0.05,0,Oli,
0,1,0,9,Micro.5_down,0.05,0,Opc,
0,1,0,64,OPC.1_up,0.05,0,Ast,
0,1,0,625,OPC.1_up,0.05,0,Ex,
0,1,0,44,OPC.1_up,0.05,0,In,
0,1,0,25,OPC.1_up,0.05,0,Mic,
0,1,0,155,OPC.1_up,0.05,0,Oli,
0,1,0,27,OPC.1_up,0.05,0,Opc,
0,1,0,64,OPC.1_down,0.05,0,Ast,
0,1,0,625,OPC.1_down,0.05,0,Ex,
0,1,0,44,OPC.1_down,0.05,0,In,
0,1,0,25,OPC.1_down,0.05,0,Mic,
0,1,0,155,OPC.1_down,0.05,0,Oli,
0,1,0,27,OPC.1_down,0.05,0,Opc,
0,1,0,57,OPC.2_up,0.05,0,Ast,
0,1,0,547,OPC.2_up,0.05,0,Ex,
0,1,0,37,OPC.2_up,0.05,0,In,
0,1,0,25,OPC.2_up,0.05,0,Mic,
0,1,0,141,OPC.2_up,0.05,0,Oli,
0,1,0,26,OPC.2_up,0.05,0,Opc,
0,1,0,57,OPC.2_down,0.05,0,Ast,
0,1,0,547,OPC.2_down,0.05,0,Ex,
0,1,0,37,OPC.2_down,0.05,0,In,
0,1,0,25,OPC.2_down,0.05,0,Mic,
0,1,0,141,OPC.2_down,0.05,0,Oli,
0,1,0,26,OPC.2_down,0.05,0,Opc,
0,1,0,65,OPC.3_up,0.05,0,Ast,
0,1,0,629,OPC.3_up,0.05,0,Ex,
0,1,0,44,OPC.3_up,0.05,0,In,
0,1,0,25,OPC.3_up,0.05,0,Mic,
0,1,0,158,OPC.3_up,0.05,0,Oli,
0,1,0,27,OPC.3_up,0.05,0,Opc,
0,1,0,65,OPC.3_down,0.05,0,Ast,
0,1,0,629,OPC.3_down,0.05,0,Ex,
0,1,0,44,OPC.3_down,0.05,0,In,
0,1,0,25,OPC.3_down,0.05,0,Mic,
0,1,0,158,OPC.3_down,0.05,0,Oli,
0,1,0,27,OPC.3_down,0.05,0,Opc,
0,1,0,55,OPC.4_up,0.05,0,Ast,
0,1,0,539,OPC.4_up,0.05,0,Ex,
0,1,0,38,OPC.4_up,0.05,0,In,
0,1,0,25,OPC.4_up,0.05,0,Mic,
0,1,0,142,OPC.4_up,0.05,0,Oli,
0,1,0,25,OPC.4_up,0.05,0,Opc,
0,1,0,55,OPC.4_down,0.05,0,Ast,
0,1,0,539,OPC.4_down,0.05,0,Ex,
0,1,0,38,OPC.4_down,0.05,0,In,
0,1,0,25,OPC.4_down,0.05,0,Mic,
0,1,0,142,OPC.4_down,0.05,0,Oli,
0,1,0,25,OPC.4_down,0.05,0,Opc,
0,1,0,23,OPC.5_up,0.05,0,Ast,
0,1,0,32,OPC.5_up,0.05,0,Ex,
0,1,0,4,OPC.5_up,0.05,0,In,
0,1,0,7,OPC.5_up,0.05,0,Mic,
0,1,0,39,OPC.5_up,0.05,0,Oli,
0,1,0,14,OPC.5_up,0.05,0,Opc,
0,1,0,23,OPC.5_down,0.05,0,Ast,
0,1,0,32,OPC.5_down,0.05,0,Ex,
0,1,0,4,OPC.5_down,0.05,0,In,
0,1,0,7,OPC.5_down,0.05,0,Mic,
0,1,0,39,OPC.5_down,0.05,0,Oli,
0,1,0,14,OPC.5_down,0.05,0,Opc,
0,1,0,59,Oligo.1_up,0.05,0,Ast,
0,1,0,614,Oligo.1_up,0.05,0,Ex,
0,1,0,42,Oligo.1_up,0.05,0,In,
0,1,0,25,Oligo.1_up,0.05,0,Mic,
0,1,0,162,Oligo.1_up,0.05,0,Oli,
0,1,0,24,Oligo.1_up,0.05,0,Opc,
0,1,0,59,Oligo.1_down,0.05,0,Ast,
0,1,0,614,Oligo.1_down,0.05,0,Ex,
0,1,0,42,Oligo.1_down,0.05,0,In,
0,1,0,25,Oligo.1_down,0.05,0,Mic,
0,1,0,162,Oligo.1_down,0.05,0,Oli,
0,1,0,24,Oligo.1_down,0.05,0,Opc,
0,1,0,60,Oligo.2_up,0.05,0,Ast,
0,1,0,609,Oligo.2_up,0.05,0,Ex,
0,1,0,40,Oligo.2_up,0.05,0,In,
0,1,0,24,Oligo.2_up,0.05,0,Mic,
0,1,0,161,Oligo.2_up,0.05,0,Oli,
0,1,0,22,Oligo.2_up,0.05,0,Opc,
0,1,0,60,Oligo.2_down,0.05,0,Ast,
0,1,0,609,Oligo.2_down,0.05,0,Ex,
0,1,0,40,Oligo.2_down,0.05,0,In,
0,1,0,24,Oligo.2_down,0.05,0,Mic,
0,1,0,161,Oligo.2_down,0.05,0,Oli,
0,1,0,22,Oligo.2_down,0.05,0,Opc,
4.378265451188179,4.467385444794134e-5,13,61,Oligo.3_up,0.05,679,Ast,"ZFP36L1,CABLES1,GFAP,CPE,KCNIP4,COL27A1,PLEKHA5,SLCO1C1,NR2F1,SYTL4,BRINP2,AHNAK,ITGB4"
0.9341996373678855,0.6654925482608267,30,540,Oligo.3_up,0.05,679,Ex,"MAF,SESN3,PCED1B,GFAP,ADAMTS10,PTPRN,CYCS,PER1,TCF7L1,CHD5,GOLGA7B,UST,RGS4,NAP1L5,YPEL1,CAPRIN2,STAT4,CYP4X1,PALM,LMO3,PPFIA3,NR4A1,CASKIN1,SLC17A7,YWHAH,FBXO41,CAMK2B,GPRASP1,RIN3,CERS5"
0.3974036413703442,0.9179622376809635,1,41,Oligo.3_up,0.05,679,In,TRPC3
4.582149215130738,0.004223898831861781,6,27,Oligo.3_up,0.05,679,Mic,"RORA,SAT1,ZC3HAV1,TNFRSF1B,NR4A2,PTPRG"
0.617299712536978,0.9170815280505296,6,160,Oligo.3_up,0.05,679,Oli,"GPM6A,RAMP1,SNAP25,RGS4,GPC5,GRM7"
2.5217888614705686,0.13750354498965112,3,22,Oligo.3_up,0.05,679,Opc,"SNAP25,ATP13A4,CACNA1D"
2.2966335062671486,0.10848613759435288,4,61,Oligo.3_down,0.05,343,Ast,"GPRC5B,IL1RAPL1,CSRP1,COLGALT2"
0.6654086758602866,0.9339496367074154,11,540,Oligo.3_down,0.05,343,Ex,"HSD11B1,DLG2,PDE6B,COA4,ZKSCAN1,BORCS5,SORCS2,EXOG,UEVLD,COL9A3,BIN1"
0.8123663569002669,0.711804060810311,1,41,Oligo.3_down,0.05,343,In,PDE8A
1.2513202361044184,0.559033971037866,1,27,Oligo.3_down,0.05,343,Mic,RAD51B
3.471134593991378,8.662096305649349e-5,15,160,Oligo.3_down,0.05,343,Oli,"CA2,VEZF1,TESK2,GPRC5B,TP53TG5,SOX10,QDPR,CSRP1,ZKSCAN1,KCNH8,RDX,LIFR,PDE8A,VWA1,LAMP1"
0,1,0,22,Oligo.3_down,0.05,343,Opc,
0,1,0,59,Oligo.4_up,0.05,0,Ast,
0,1,0,562,Oligo.4_up,0.05,0,Ex,
0,1,0,41,Oligo.4_up,0.05,0,In,
0,1,0,27,Oligo.4_up,0.05,0,Mic,
0,1,0,159,Oligo.4_up,0.05,0,Oli,
0,1,0,23,Oligo.4_up,0.05,0,Opc,
0,1,0,59,Oligo.4_down,0.05,0,Ast,
0,1,0,562,Oligo.4_down,0.05,0,Ex,
0,1,0,41,Oligo.4_down,0.05,0,In,
0,1,0,27,Oligo.4_down,0.05,0,Mic,
0,1,0,159,Oligo.4_down,0.05,0,Oli,
0,1,0,23,Oligo.4_down,0.05,0,Opc,
3.6475963072300313,0.24680289857899873,1,58,Oligo.5_up,0.05,47,Ast,AHNAK
1.93207918975552,0.1700174046896909,4,446,Oligo.5_up,0.05,47,Ex,"NEDD9,GPCPD1,PCED1B,EGR1"
0,1,0,30,Oligo.5_up,0.05,47,In,
8.018712966541214,0.12342075868055047,1,27,Oligo.5_up,0.05,47,Mic,SYTL3
0,1,0,152,Oligo.5_up,0.05,47,Oli,
0,1,0,23,Oligo.5_up,0.05,47,Opc,
0,1,0,58,Oligo.5_down,0.05,7,Ast,
8.301881505155249,0.038204870546070635,2,446,Oligo.5_down,0.05,7,Ex,"SORCS2,COL9A3"
0,1,0,30,Oligo.5_down,0.05,7,In,
0,1,0,27,Oligo.5_down,0.05,7,Mic,
10.49229070735506,0.1050072523863873,1,152,Oligo.5_down,0.05,7,Oli,RHOBTB3
0,1,0,23,Oligo.5_down,0.05,7,Opc,
0,1,0,42,Vasc.Endo_up,0.05,1,Ast,
0,1,0,188,Vasc.Endo_up,0.05,1,Ex,
0,1,0,17,Vasc.Endo_up,0.05,1,In,
0,1,0,24,Vasc.Endo_up,0.05,1,Mic,
0,1,0,80,Vasc.Endo_up,0.05,1,Oli,
0,1,0,10,Vasc.Endo_up,0.05,1,Opc,
0,1,0,42,Vasc.Endo_down,0.05,1,Ast,
0,1,0,188,Vasc.Endo_down,0.05,1,Ex,
0,1,0,17,Vasc.Endo_down,0.05,1,In,
0,1,0,24,Vasc.Endo_down,0.05,1,Mic,
0,1,0,80,Vasc.Endo_down,0.05,1,Oli,
0,1,0,10,Vasc.Endo_down,0.05,1,Opc,
0,1,0,52,Vasc.VLMC_up,0.05,1,Ast,
0,1,0,254,Vasc.VLMC_up,0.05,1,Ex,
0,1,0,20,Vasc.VLMC_up,0.05,1,In,
0,1,0,26,Vasc.VLMC_up,0.05,1,Mic,
0,1,0,98,Vasc.VLMC_up,0.05,1,Oli,
0,1,0,16,Vasc.VLMC_up,0.05,1,Opc,
0,1,0,52,Vasc.VLMC_down,0.05,3,Ast,
12.608012161744426,0.11037719707175742,1,254,Vasc.VLMC_down,0.05,3,Ex,HSD11B1
0,1,0,20,Vasc.VLMC_down,0.05,3,In,
0,1,0,26,Vasc.VLMC_down,0.05,3,Mic,
0,1,0,98,Vasc.VLMC_down,0.05,3,Oli,
0,1,0,16,Vasc.VLMC_down,0.05,3,Opc,
0,1,0,61,Excit.L2_up,0.05,0,Ast,
0,1,0,694,Excit.L2_up,0.05,0,Ex,
0,1,0,48,Excit.L2_up,0.05,0,In,
0,1,0,27,Excit.L2_up,0.05,0,Mic,
0,1,0,156,Excit.L2_up,0.05,0,Oli,
0,1,0,26,Excit.L2_up,0.05,0,Opc,
0,1,0,61,Excit.L2_down,0.05,0,Ast,
0,1,0,694,Excit.L2_down,0.05,0,Ex,
0,1,0,48,Excit.L2_down,0.05,0,In,
0,1,0,27,Excit.L2_down,0.05,0,Mic,
0,1,0,156,Excit.L2_down,0.05,0,Oli,
0,1,0,26,Excit.L2_down,0.05,0,Opc,
0,1,0,64,Excit.L2_5.1_up,0.05,0,Ast,
0,1,0,699,Excit.L2_5.1_up,0.05,0,Ex,
0,1,0,48,Excit.L2_5.1_up,0.05,0,In,
0,1,0,31,Excit.L2_5.1_up,0.05,0,Mic,
0,1,0,163,Excit.L2_5.1_up,0.05,0,Oli,
0,1,0,28,Excit.L2_5.1_up,0.05,0,Opc,
0,1,0,64,Excit.L2_5.1_down,0.05,6,Ast,
0,1,0,699,Excit.L2_5.1_down,0.05,6,Ex,
0,1,0,48,Excit.L2_5.1_down,0.05,6,In,
0,1,0,31,Excit.L2_5.1_down,0.05,6,Mic,
0,1,0,163,Excit.L2_5.1_down,0.05,6,Oli,
0,1,0,28,Excit.L2_5.1_down,0.05,6,Opc,
0,1,0,51,Excit.L2_5.2_up,0.05,1,Ast,
0,1,0,657,Excit.L2_5.2_up,0.05,1,Ex,
0,1,0,45,Excit.L2_5.2_up,0.05,1,In,
0,1,0,23,Excit.L2_5.2_up,0.05,1,Mic,
0,1,0,141,Excit.L2_5.2_up,0.05,1,Oli,
0,1,0,25,Excit.L2_5.2_up,0.05,1,Opc,
0,1,0,51,Excit.L2_5.2_down,0.05,0,Ast,
0,1,0,657,Excit.L2_5.2_down,0.05,0,Ex,
0,1,0,45,Excit.L2_5.2_down,0.05,0,In,
0,1,0,23,Excit.L2_5.2_down,0.05,0,Mic,
0,1,0,141,Excit.L2_5.2_down,0.05,0,Oli,
0,1,0,25,Excit.L2_5.2_down,0.05,0,Opc,
0,1,0,61,Excit.L5.1_up,0.05,0,Ast,
0,1,0,694,Excit.L5.1_up,0.05,0,Ex,
0,1,0,48,Excit.L5.1_up,0.05,0,In,
0,1,0,27,Excit.L5.1_up,0.05,0,Mic,
0,1,0,155,Excit.L5.1_up,0.05,0,Oli,
0,1,0,27,Excit.L5.1_up,0.05,0,Opc,
0,1,0,61,Excit.L5.1_down,0.05,0,Ast,
0,1,0,694,Excit.L5.1_down,0.05,0,Ex,
0,1,0,48,Excit.L5.1_down,0.05,0,In,
0,1,0,27,Excit.L5.1_down,0.05,0,Mic,
0,1,0,155,Excit.L5.1_down,0.05,0,Oli,
0,1,0,27,Excit.L5.1_down,0.05,0,Opc,
0,1,0,51,Excit.L5.2_up,0.05,3,Ast,
0,1,0,616,Excit.L5.2_up,0.05,3,Ex,
0,1,0,45,Excit.L5.2_up,0.05,3,In,
0,1,0,22,Excit.L5.2_up,0.05,3,Mic,
0,1,0,139,Excit.L5.2_up,0.05,3,Oli,
0,1,0,25,Excit.L5.2_up,0.05,3,Opc,
0,1,0,51,Excit.L5.2_down,0.05,16,Ast,
0,1,0,616,Excit.L5.2_down,0.05,16,Ex,
0,1,0,45,Excit.L5.2_down,0.05,16,In,
0,1,0,22,Excit.L5.2_down,0.05,16,Mic,
0,1,0,139,Excit.L5.2_down,0.05,16,Oli,
0,1,0,25,Excit.L5.2_down,0.05,16,Opc,
0,1,0,52,Excit.L6_CT_up,0.05,0,Ast,
0,1,0,652,Excit.L6_CT_up,0.05,0,Ex,
0,1,0,45,Excit.L6_CT_up,0.05,0,In,
0,1,0,23,Excit.L6_CT_up,0.05,0,Mic,
0,1,0,144,Excit.L6_CT_up,0.05,0,Oli,
0,1,0,23,Excit.L6_CT_up,0.05,0,Opc,
0,1,0,52,Excit.L6_CT_down,0.05,0,Ast,
0,1,0,652,Excit.L6_CT_down,0.05,0,Ex,
0,1,0,45,Excit.L6_CT_down,0.05,0,In,
0,1,0,23,Excit.L6_CT_down,0.05,0,Mic,
0,1,0,144,Excit.L6_CT_down,0.05,0,Oli,
0,1,0,23,Excit.L6_CT_down,0.05,0,Opc,
0,1,0,55,Excit.L6b_up,0.05,0,Ast,
0,1,0,665,Excit.L6b_up,0.05,0,Ex,
0,1,0,45,Excit.L6b_up,0.05,0,In,
0,1,0,25,Excit.L6b_up,0.05,0,Mic,
0,1,0,147,Excit.L6b_up,0.05,0,Oli,
0,1,0,24,Excit.L6b_up,0.05,0,Opc,
0,1,0,55,Excit.L6b_down,0.05,0,Ast,
0,1,0,665,Excit.L6b_down,0.05,0,Ex,
0,1,0,45,Excit.L6b_down,0.05,0,In,
0,1,0,25,Excit.L6b_down,0.05,0,Mic,
0,1,0,147,Excit.L6b_down,0.05,0,Oli,
0,1,0,24,Excit.L6b_down,0.05,0,Opc,
0,1,0,50,Inhib.Lamp5_Lhx6_up,0.05,0,Ast,
0,1,0,655,Inhib.Lamp5_Lhx6_up,0.05,0,Ex,
0,1,0,47,Inhib.Lamp5_Lhx6_up,0.05,0,In,
0,1,0,25,Inhib.Lamp5_Lhx6_up,0.05,0,Mic,
0,1,0,147,Inhib.Lamp5_Lhx6_up,0.05,0,Oli,
0,1,0,22,Inhib.Lamp5_Lhx6_up,0.05,0,Opc,
0,1,0,50,Inhib.Lamp5_Lhx6_down,0.05,0,Ast,
0,1,0,655,Inhib.Lamp5_Lhx6_down,0.05,0,Ex,
0,1,0,47,Inhib.Lamp5_Lhx6_down,0.05,0,In,
0,1,0,25,Inhib.Lamp5_Lhx6_down,0.05,0,Mic,
0,1,0,147,Inhib.Lamp5_Lhx6_down,0.05,0,Oli,
0,1,0,22,Inhib.Lamp5_Lhx6_down,0.05,0,Opc,
0,1,0,57,Inhib.Pvalb_up,0.05,0,Ast,
0,1,0,666,Inhib.Pvalb_up,0.05,0,Ex,
0,1,0,47,Inhib.Pvalb_up,0.05,0,In,
0,1,0,27,Inhib.Pvalb_up,0.05,0,Mic,
0,1,0,147,Inhib.Pvalb_up,0.05,0,Oli,
0,1,0,25,Inhib.Pvalb_up,0.05,0,Opc,
0,1,0,57,Inhib.Pvalb_down,0.05,0,Ast,
0,1,0,666,Inhib.Pvalb_down,0.05,0,Ex,
0,1,0,47,Inhib.Pvalb_down,0.05,0,In,
0,1,0,27,Inhib.Pvalb_down,0.05,0,Mic,
0,1,0,147,Inhib.Pvalb_down,0.05,0,Oli,
0,1,0,25,Inhib.Pvalb_down,0.05,0,Opc,
0,1,0,65,Inhib.Vip_up,0.05,0,Ast,
0,1,0,693,Inhib.Vip_up,0.05,0,Ex,
0,1,0,48,Inhib.Vip_up,0.05,0,In,
0,1,0,28,Inhib.Vip_up,0.05,0,Mic,
0,1,0,160,Inhib.Vip_up,0.05,0,Oli,
0,1,0,28,Inhib.Vip_up,0.05,0,Opc,
0,1,0,65,Inhib.Vip_down,0.05,14,Ast,
0,1,0,693,Inhib.Vip_down,0.05,14,Ex,
0,1,0,48,Inhib.Vip_down,0.05,14,In,
0,1,0,28,Inhib.Vip_down,0.05,14,Mic,
20.423578722818437,0.005678999718410325,2,160,Inhib.Vip_down,0.05,14,Oli,"LDB3,SEMA3B"
0,1,0,28,Inhib.Vip_down,0.05,14,Opc,
0,1,0,43,Inhib.Chandelier_up,0.05,0,Ast,
0,1,0,480,Inhib.Chandelier_up,0.05,0,Ex,
0,1,0,40,Inhib.Chandelier_up,0.05,0,In,
0,1,0,19,Inhib.Chandelier_up,0.05,0,Mic,
0,1,0,114,Inhib.Chandelier_up,0.05,0,Oli,
0,1,0,15,Inhib.Chandelier_up,0.05,0,Opc,
0,1,0,43,Inhib.Chandelier_down,0.05,0,Ast,
0,1,0,480,Inhib.Chandelier_down,0.05,0,Ex,
0,1,0,40,Inhib.Chandelier_down,0.05,0,In,
0,1,0,19,Inhib.Chandelier_down,0.05,0,Mic,
0,1,0,114,Inhib.Chandelier_down,0.05,0,Oli,
0,1,0,15,Inhib.Chandelier_down,0.05,0,Opc,
0,1,0,51,Inhib.Sst_up,0.05,0,Ast,
0,1,0,606,Inhib.Sst_up,0.05,0,Ex,
0,1,0,44,Inhib.Sst_up,0.05,0,In,
0,1,0,24,Inhib.Sst_up,0.05,0,Mic,
0,1,0,136,Inhib.Sst_up,0.05,0,Oli,
0,1,0,22,Inhib.Sst_up,0.05,0,Opc,
0,1,0,51,Inhib.Sst_down,0.05,2,Ast,
0,1,0,606,Inhib.Sst_down,0.05,2,Ex,
0,1,0,44,Inhib.Sst_down,0.05,2,In,
0,1,0,24,Inhib.Sst_down,0.05,2,Mic,
0,1,0,136,Inhib.Sst_down,0.05,2,Oli,
0,1,0,22,Inhib.Sst_down,0.05,2,Opc,
