OR,Pval,NumSig,SetSize,test,fdr_cut,DEG_n,ID,common_genes,gene_set
4.099931512743208,0.2563459753714641,1,970,Astro.1_up,0.05,5,E34_E33_AD_down,NPTXR,Blanchard
0,1,0,1898,Astro.1_up,0.05,5,E34_E33_AD_up,,Blanchard
1.4926166906439329,0.5390476849295391,1,2420,Astro.1_up,0.05,5,E34_E33_noAD_down,SNPH,Blanchard
0.2753269022152012,0.9604556973138417,1,8025,Astro.1_up,0.05,5,E34_E33_noAD_up,NPTXR,Blanchard
1.4976735282229812,0.5379297219609723,1,2412,Astro.1_up,0.05,5,E4+_E33_ALL_down,GABBR2,Blanchard
0.3135209889608618,0.9466939089240555,1,7482,Astro.1_up,0.05,5,E4+_E33_ALL_up,NPTXR,Blanchard
0,1,0,432,Astro.1_up,0.05,5,ipsc_down,,Blanchard
0,1,0,1026,Astro.1_up,0.05,5,ipsc_up,,Blanchard
8.475057431930841,0.13548939826974016,1,484,Astro.1_up,0.05,5,Nebula_down,PLPPR4,Blanchard
0,1,0,807,Astro.1_up,0.05,5,Nebula_up,,Blanchard
0,1,0,970,Astro.1_down,0.05,2,E34_E33_AD_down,,Blanchard
0,1,0,1898,Astro.1_down,0.05,2,E34_E33_AD_up,,Blanchard
0,1,0,2420,Astro.1_down,0.05,2,E34_E33_noAD_down,,Blanchard
1.101550823753391,0.7252715001751522,1,8025,Astro.1_down,0.05,2,E34_E33_noAD_up,GOLGA6L10,Blanchard
0,1,0,2412,Astro.1_down,0.05,2,E4+_E33_ALL_down,,Blanchard
1.2543540546414416,0.6904203997301419,1,7482,Astro.1_down,0.05,2,E4+_E33_ALL_up,GOLGA6L10,Blanchard
0,1,0,432,Astro.1_down,0.05,2,ipsc_down,,Blanchard
0,1,0,1026,Astro.1_down,0.05,2,ipsc_up,,Blanchard
0,1,0,484,Astro.1_down,0.05,2,Nebula_down,,Blanchard
0,1,0,807,Astro.1_down,0.05,2,Nebula_up,,Blanchard
1.2367730327214685,0.5772106182714527,1,824,Astro.2_up,0.05,10,E34_E33_AD_down,FZD8,Blanchard
1.4106209965336056,0.4579354160111896,2,1505,Astro.2_up,0.05,10,E34_E33_AD_up,"SV2B,GLUL",Blanchard
2.1898623516438835,0.21673744215467353,3,1637,Astro.2_up,0.05,10,E34_E33_noAD_down,"SLC4A10,SV2B,GLUL",Blanchard
0.29792545145409605,0.9853820929025323,3,5893,Astro.2_up,0.05,10,E34_E33_noAD_up,"GPAM,FZD8,ZBTB18",Blanchard
3.0744640770704623,0.08588400120517692,4,1783,Astro.2_up,0.05,10,E4+_E33_ALL_down,"SLC4A10,NETO1,SV2B,GLUL",Blanchard
0.21108463060715557,0.9947990809645422,2,5416,Astro.2_up,0.05,10,E4+_E33_ALL_up,"GPAM,ZBTB18",Blanchard
0,1,0,294,Astro.2_up,0.05,10,ipsc_down,,Blanchard
5.994001866466855,0.02512937183702937,3,669,Astro.2_up,0.05,10,ipsc_up,"SLC4A10,NETO1,TRIL",Blanchard
0,1,0,354,Astro.2_up,0.05,10,Nebula_down,,Blanchard
0,1,0,584,Astro.2_up,0.05,10,Nebula_up,,Blanchard
1.2957843210262738,0.3623272946888058,5,824,Astro.2_down,0.05,48,E34_E33_AD_down,"ARRDC4,CSRNP3,MOBP,MOB3B,DAAM2",Blanchard
0.9628437001861747,0.5987176314953615,7,1505,Astro.2_down,0.05,48,E34_E33_AD_up,"ST18,CP,ARHGEF3,CCDC30,LAMA2,RETREG1,PIEZO2",Blanchard
0.7283219135435255,0.8207534350787079,6,1637,Astro.2_down,0.05,48,E34_E33_noAD_down,"SNED1,CPAMD8,GUCY1A1,MAN1C1,MOBP,GINS3",Blanchard
