OR,Pval,NumSig,SetSize,test,fdr_cut,DEG_n,ID,common_genes,gene_set
0,1,0,23,Vasc~Sp09D08_up,0.05,8,Ast_down,,Mathys_early_reg
0,1,0,18,Vasc~Sp09D08_up,0.05,8,Ast_up,,Mathys_early_reg
0,1,0,806,Vasc~Sp09D08_up,0.05,8,Ex_down,,Mathys_early_reg
7.287961814816789,0.14443871942215625,1,174,Vasc~Sp09D08_up,0.05,8,Ex_up,HMG20A,Mathys_early_reg
0,1,0,177,Vasc~Sp09D08_up,0.05,8,In_down,,Mathys_early_reg
0,1,0,6,Vasc~Sp09D08_up,0.05,8,In_up,,Mathys_early_reg
0,1,0,3,Vasc~Sp09D08_up,0.05,8,Mic_down,,Mathys_early_reg
0,1,0,5,Vasc~Sp09D08_up,0.05,8,Mic_up,,Mathys_early_reg
0,1,0,39,Vasc~Sp09D08_up,0.05,8,Oli_down,,Mathys_early_reg
0,1,0,42,Vasc~Sp09D08_up,0.05,8,Oli_up,,Mathys_early_reg
0,1,0,8,Vasc~Sp09D08_up,0.05,8,Opc_down,,Mathys_early_reg
0,1,0,3,Vasc~Sp09D08_up,0.05,8,Opc_up,,Mathys_early_reg
0,1,0,23,Vasc~Sp09D08_down,0.05,22,Ast_down,,Mathys_early_reg
0,1,0,18,Vasc~Sp09D08_down,0.05,22,Ast_up,,Mathys_early_reg
0,1,0,806,Vasc~Sp09D08_down,0.05,22,Ex_down,,Mathys_early_reg
0,1,0,174,Vasc~Sp09D08_down,0.05,22,Ex_up,,Mathys_early_reg
2.384870226760445,0.3539035571565158,1,177,Vasc~Sp09D08_down,0.05,22,In_down,PDE8A,Mathys_early_reg
0,1,0,6,Vasc~Sp09D08_down,0.05,22,In_up,,Mathys_early_reg
0,1,0,3,Vasc~Sp09D08_down,0.05,22,Mic_down,,Mathys_early_reg
0,1,0,5,Vasc~Sp09D08_down,0.05,22,Mic_up,,Mathys_early_reg
11.208518323523586,0.09108465072964789,1,39,Vasc~Sp09D08_down,0.05,22,Oli_down,CMTM5,Mathys_early_reg
0,1,0,42,Vasc~Sp09D08_down,0.05,22,Oli_up,,Mathys_early_reg
0,1,0,8,Vasc~Sp09D08_down,0.05,22,Opc_down,,Mathys_early_reg
0,1,0,3,Vasc~Sp09D08_down,0.05,22,Opc_up,,Mathys_early_reg
0,1,0,26,L1~Sp09D05_up,0.05,0,Ast_down,,Mathys_early_reg
0,1,0,20,L1~Sp09D05_up,0.05,0,Ast_up,,Mathys_early_reg
0,1,0,854,L1~Sp09D05_up,0.05,0,Ex_down,,Mathys_early_reg
0,1,0,192,L1~Sp09D05_up,0.05,0,Ex_up,,Mathys_early_reg
0,1,0,177,L1~Sp09D05_up,0.05,0,In_down,,Mathys_early_reg
0,1,0,9,L1~Sp09D05_up,0.05,0,In_up,,Mathys_early_reg
0,1,0,3,L1~Sp09D05_up,0.05,0,Mic_down,,Mathys_early_reg
0,1,0,5,L1~Sp09D05_up,0.05,0,Mic_up,,Mathys_early_reg
0,1,0,44,L1~Sp09D05_up,0.05,0,Oli_down,,Mathys_early_reg
0,1,0,43,L1~Sp09D05_up,0.05,0,Oli_up,,Mathys_early_reg
0,1,0,12,L1~Sp09D05_up,0.05,0,Opc_down,,Mathys_early_reg
0,1,0,3,L1~Sp09D05_up,0.05,0,Opc_up,,Mathys_early_reg
0,1,0,26,L1~Sp09D05_down,0.05,1,Ast_down,,Mathys_early_reg
0,1,0,20,L1~Sp09D05_down,0.05,1,Ast_up,,Mathys_early_reg
0,1,0,854,L1~Sp09D05_down,0.05,1,Ex_down,,Mathys_early_reg
0,1,0,192,L1~Sp09D05_down,0.05,1,Ex_up,,Mathys_early_reg
0,1,0,177,L1~Sp09D05_down,0.05,1,In_down,,Mathys_early_reg
0,1,0,9,L1~Sp09D05_down,0.05,1,In_up,,Mathys_early_reg
0,1,0,3,L1~Sp09D05_down,0.05,1,Mic_down,,Mathys_early_reg
0,1,0,5,L1~Sp09D05_down,0.05,1,Mic_up,,Mathys_early_reg
0,1,0,44,L1~Sp09D05_down,0.05,1,Oli_down,,Mathys_early_reg
0,1,0,43,L1~Sp09D05_down,0.05,1,Oli_up,,Mathys_early_reg
0,1,0,12,L1~Sp09D05_down,0.05,1,Opc_down,,Mathys_early_reg
0,1,0,3,L1~Sp09D05_down,0.05,1,Opc_up,,Mathys_early_reg
0,1,0,26,L2.3~Sp09D01_up,0.05,0,Ast_down,,Mathys_early_reg
0,1,0,20,L2.3~Sp09D01_up,0.05,0,Ast_up,,Mathys_early_reg
0,1,0,867,L2.3~Sp09D01_up,0.05,0,Ex_down,,Mathys_early_reg
0,1,0,196,L2.3~Sp09D01_up,0.05,0,Ex_up,,Mathys_early_reg
0,1,0,178,L2.3~Sp09D01_up,0.05,0,In_down,,Mathys_early_reg
0,1,0,9,L2.3~Sp09D01_up,0.05,0,In_up,,Mathys_early_reg
0,1,0,3,L2.3~Sp09D01_up,0.05,0,Mic_down,,Mathys_early_reg
0,1,0,6,L2.3~Sp09D01_up,0.05,0,Mic_up,,Mathys_early_reg
0,1,0,44,L2.3~Sp09D01_up,0.05,0,Oli_down,,Mathys_early_reg
0,1,0,43,L2.3~Sp09D01_up,0.05,0,Oli_up,,Mathys_early_reg
0,1,0,15,L2.3~Sp09D01_up,0.05,0,Opc_down,,Mathys_early_reg
0,1,0,3,L2.3~Sp09D01_up,0.05,0,Opc_up,,Mathys_early_reg
0,1,0,26,L2.3~Sp09D01_down,0.05,0,Ast_down,,Mathys_early_reg
0,1,0,20,L2.3~Sp09D01_down,0.05,0,Ast_up,,Mathys_early_reg
0,1,0,867,L2.3~Sp09D01_down,0.05,0,Ex_down,,Mathys_early_reg
0,1,0,196,L2.3~Sp09D01_down,0.05,0,Ex_up,,Mathys_early_reg
0,1,0,178,L2.3~Sp09D01_down,0.05,0,In_down,,Mathys_early_reg
0,1,0,9,L2.3~Sp09D01_down,0.05,0,In_up,,Mathys_early_reg
0,1,0,3,L2.3~Sp09D01_down,0.05,0,Mic_down,,Mathys_early_reg
0,1,0,6,L2.3~Sp09D01_down,0.05,0,Mic_up,,Mathys_early_reg
0,1,0,44,L2.3~Sp09D01_down,0.05,0,Oli_down,,Mathys_early_reg
0,1,0,43,L2.3~Sp09D01_down,0.05,0,Oli_up,,Mathys_early_reg
0,1,0,15,L2.3~Sp09D01_down,0.05,0,Opc_down,,Mathys_early_reg
0,1,0,3,L2.3~Sp09D01_down,0.05,0,Opc_up,,Mathys_early_reg
0,1,0,27,LD~Sp09D02_up,0.05,0,Ast_down,,Mathys_early_reg
0,1,0,20,LD~Sp09D02_up,0.05,0,Ast_up,,Mathys_early_reg
0,1,0,877,LD~Sp09D02_up,0.05,0,Ex_down,,Mathys_early_reg
0,1,0,198,LD~Sp09D02_up,0.05,0,Ex_up,,Mathys_early_reg
0,1,0,180,LD~Sp09D02_up,0.05,0,In_down,,Mathys_early_reg
