Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000153113,CAST,48,0.88285,25,-0.2449,23,-0.3193,23,-0.3549,24,-0.2485,41,0.62242
ENSG00000113441,LNPEP,41,-0.4476,56,0.05587,94,0.89416,48,-0.2692,59,0.12000,41,-0.4493
ENSG00000174136,RGMB,95,0.27781,97,0.42063,46,-0.8659,102,0.54053,29,-1.5581,31,-1.4556
ENSG00000174132,FAM174A,113,0.76577,76,0.14018,49,-0.5710,82,0.31524,41,-0.8423,31,-1.2517
ENSG00000145730,PAM,305,0.98921,228,0.67061,36,-2.3316,185,0.18836,71,-1.3290,36,-2.3247
ENSG00000145725,PPIP5K2,28,0.10438,37,0.78496,23,-0.1764,21,-0.4065,18,-0.5685,17,-0.6770
ENSG00000181751,C5orf30,53,0.29029,66,0.88895,21,-1.1496,38,-0.3299,26,-0.8255,34,-0.4144
ENSG00000184349,EFNA5,14,-0.4540,28,0.92508,25,0.44834,17,-0.1436,12,-0.7132,0,-6.0474
ENSG00000145743,FBXL17,54,-0.5992,88,0.20978,120,0.67260,95,0.36903,54,-0.6188,20,-2.0545
ENSG00000198961,PJA2,515,0.13382,618,0.58489,463,-0.0362,500,0.11170,215,-1.2254,191,-1.3995
ENSG00000112893,MAN2A1,9,-1.4913,26,0.03725,15,-0.7747,12,-1.2980,15,-0.7963,99,2.50636
ENSG00000164209,SLC25A46,154,0.39664,161,0.62915,143,0.27691,98,-0.4036,55,-1.2058,78,-0.6891
ENSG00000152495,CAMK4,142,0.82205,100,0.32548,102,0.26610,73,-0.3328,70,-0.3151,28,-1.7177
ENSG00000164211,STARD4,18,-0.1337,34,1.21639,6,-1.7583,18,-0.1892,13,-0.6894,8,-1.4288
ENSG00000134986,NREP,54,-0.8483,130,0.73918,56,-0.7881,107,0.28043,70,-0.4483,43,-1.1800
ENSG00000224032,EPB41L4A-AS1,69,-0.1753,74,-0.0868,95,0.33218,78,0.01937,80,0.05284,73,-0.0983
ENSG00000134982,APC,85,-0.8084,128,-0.2324,230,0.78393,145,0.02680,167,0.25034,131,-0.1362
ENSG00000153037,SRP19,110,1.06716,57,-0.0535,49,-0.2516,59,0.01873,24,-1.3495,52,-0.1853
ENSG00000129625,REEP5,614,0.57440,573,0.62553,287,-0.6402,426,-0.0311,192,-1.2546,231,-0.9755
ENSG00000172795,DCP2,21,-0.8095,42,0.36864,50,0.57542,38,0.17751,13,-1.5403,28,-0.3762
ENSG00000047188,YTHDC2,42,0.90537,32,0.61649,20,-0.2809,18,-0.5868,18,-0.4495,12,-1.0722
ENSG00000152503,TRIM36,64,-0.6034,126,0.66128,77,-0.3075,110,0.32922,51,-0.9585,39,-1.3623
ENSG00000164221,CCDC112,7,-1.2900,15,-0.3040,28,0.78703,21,0.39816,16,-0.1027,14,-0.2906
ENSG00000134970,TMED7,75,0.25286,57,-0.2352,64,-0.0015,60,-0.1488,46,-0.5181,107,0.83560
ENSG00000129596,CDO1,157,1.26160,64,-0.3164,72,-0.0489,84,0.25554,31,-1.3623,42,-0.8856
ENSG00000145782,ATG12,81,0.59499,66,0.33172,42,-0.4741,43,-0.5364,46,-0.3187,69,0.32195
ENSG00000177879,AP3S1,185,0.37689,188,0.54454,147,0.00591,129,-0.2459,105,-0.5266,76,-1.0235
ENSG00000145781,COMMD10,15,-0.5547,21,-0.0835,19,-0.2435,28,0.48847,15,-0.5906,25,0.17833
ENSG00000092421,SEMA6A,17,-0.7194,29,0.09106,2,-3.5237,23,-0.3449,30,0.13525,71,1.60601
ENSG00000172869,DMXL1,36,-0.0280,53,0.85217,24,-0.6543,32,-0.2555,16,-1.2233,33,-0.1678
ENSG00000133835,HSD17B4,43,-0.8820,74,-0.0518,50,-0.6566,80,0.12548,77,0.04168,124,0.81571
ENSG00000205302,SNX2,70,0.62251,49,0.06437,48,-0.0020,49,0.05075,36,-0.4470,29,-0.7542
ENSG00000064652,SNX24,11,-0.8140,19,0.02077,24,0.32715,21,0.16001,17,-0.1562,19,0.01161
ENSG00000151292,CSNK1G3,14,-0.9397,25,-0.0701,38,0.60314,31,0.35101,34,0.40574,7,-1.8845
ENSG00000155324,GRAMD2B,18,-0.2022,10,-1.2804,9,-1.2080,6,-1.9751,64,2.04968,62,1.96601
ENSG00000164904,ALDH7A1,39,-0.4794,22,-1.5802,75,0.55604,51,-0.0587,121,1.39958,76,0.57728
ENSG00000164902,PHAX,64,0.11882,61,0.05225,50,-0.2633,58,-0.0378,38,-0.6964,84,0.56605
ENSG00000164241,C5orf63,20,-0.3402,13,-1.1351,68,1.77412,15,-0.9537,32,0.45957,41,0.85087
ENSG00000205279,CTXN3,18,-2.2340,159,1.84917,18,-2.1944,80,0.03173,27,-1.6190,5,-4.0334
ENSG00000245937,LINC01184,23,-0.4868,37,0.28309,25,-0.3814,33,0.04627,39,0.32012,24,-0.4216
ENSG00000064651,SLC12A2,12,-2.4661,52,-0.3402,21,-1.6345,30,-1.3254,48,-0.4134,293,2.99539
ENSG00000066583,ISOC1,27,0.57979,26,0.71644,11,-0.8765,10,-1.1784,20,0.08839,23,0.32857
ENSG00000169567,HINT1,869,-0.2319,1217,0.41279,888,-0.1972,1124,0.23548,770,-0.4212,502,-1.0789
ENSG00000186687,LYRM7,31,-0.5466,49,0.21568,60,0.49560,47,0.15350,25,-0.8897,36,-0.3113
ENSG00000158985,CDC42SE2,146,-0.0179,145,-0.0353,220,0.65548,166,0.24690,66,-1.2359,111,-0.4522
ENSG00000158987,RAPGEF6,14,-0.5854,20,0.03828,31,0.72396,13,-0.7697,20,-0.0166,34,0.88792
ENSG00000217128,FNIP1,18,-0.5129,26,0.10348,28,0.17301,29,0.32853,13,-0.9448,24,-0.0535
ENSG00000164398,ACSL6,140,0.02998,174,0.50724,93,-0.6077,154,0.23361,117,-0.2621,43,-1.7607
ENSG00000113522,RAD50,54,0.20359,45,-0.0834,64,0.47673,42,-0.2561,33,-0.5583,62,0.43253
ENSG00000131437,KIF3A,238,0.04644,315,0.68533,210,-0.1499,251,0.17028,88,-1.4815,79,-1.6402
ENSG00000164402,SEPTIN8,179,-0.1233,169,-0.2684,169,-0.2199,154,-0.4486,194,0.00700,424,1.33130
ENSG00000198944,SOWAHA,190,0.77803,84,-0.6554,163,0.52607,132,0.23537,122,0.05126,58,-1.0915
ENSG00000164405,UQCRQ,744,-0.2162,814,-0.0928,577,-0.6129,1104,0.56918,887,0.06487,558,-0.6647
ENSG00000072364,AFF4,76,0.69888,47,-0.1198,46,-0.1122,49,-0.0394,37,-0.4728,51,0.04316
ENSG00000170606,HSPA4,66,-0.4429,113,0.55197,40,-1.2182,108,0.44494,72,-0.3046,37,-1.3415
ENSG00000113583,C5orf15,48,0.64116,31,-0.0481,31,-0.0704,27,-0.3554,27,-0.2713,41,0.40625
ENSG00000213585,VDAC1,399,0.26509,479,0.77946,313,-0.1240,320,-0.1133,159,-1.1698,118,-1.6145
ENSG00000113558,SKP1,748,-0.0351,901,0.35145,797,0.06739,714,-0.1394,655,-0.2454,601,-0.3816
ENSG00000113575,PPP2CA,270,-0.1173,403,0.72780,319,0.14483,280,-0.0759,154,-0.9877,117,-1.3984
ENSG00000119048,UBE2B,264,0.47520,247,0.48999,202,0.04189,197,-0.0038,98,-1.0898,76,-1.4620
ENSG00000237190,CDKN2AIPNL,60,0.09747,60,0.14777,62,0.16420,64,0.26793,36,-0.6757,31,-0.9142
ENSG00000043143,JADE2,71,0.49205,57,0.16805,46,-0.2004,56,0.14431,34,-0.6650,34,-0.6823
ENSG00000152700,SAR1B,52,0.10339,48,-0.0093,46,-0.0940,39,-0.4384,48,-0.0287,79,0.79851
ENSG00000164615,CAMLG,146,-0.0648,196,0.54589,106,-0.5694,171,0.23950,101,-0.6425,71,-1.1713
ENSG00000145833,DDX46,30,0.25321,26,0.00962,32,0.33221,17,-0.7291,27,0.08847,38,0.64297
ENSG00000181904,C5orf24,69,0.58572,46,-0.0890,53,0.15892,45,-0.1173,25,-1.0024,59,0.34614
ENSG00000113621,TXNDC15,46,0.02107,40,-0.2494,84,1.00378,44,-0.0679,44,-0.0423,29,-0.7030
ENSG00000113648,H2AFY,98,0.00542,94,-0.0710,156,0.77026,102,0.09662,54,-0.9309,79,-0.3290
ENSG00000145824,CXCL14,26,-2.8934,30,-3.0143,8,-4.5207,475,3.04607,222,0.31989,52,-1.9184
ENSG00000120708,TGFBI,2,-4.1944,121,3.03678,0,-6.5798,24,-1.1814,9,-2.4076,16,-1.6261
ENSG00000113658,SMAD5,19,-0.1217,22,0.11604,14,-0.6062,12,-0.9767,23,0.17536,48,1.44174
ENSG00000271824,SMIM32,0,-6.1953,44,2.51783,0,-6.6457,17,-0.1981,2,-2.9442,0,-7.4075
ENSG00000152377,SPOCK1,212,-0.0810,273,0.44177,235,0.08263,215,-0.0737,156,-0.5642,161,-0.5081
ENSG00000146021,KLHL3,40,0.55057,24,-0.3390,70,1.55431,19,-0.7343,19,-0.5739,24,-0.2281
ENSG00000177733,HNRNPA0,171,0.43556,140,0.14005,134,0.03780,138,0.11300,65,-1.0841,104,-0.3594
ENSG00000031003,FAM13B,60,0.55778,41,-0.0873,54,0.39688,47,0.22622,21,-1.1025,26,-0.7682
ENSG00000112981,NME5,16,-1.1309,45,0.64074,45,0.47545,38,0.25926,20,-0.7606,5,-2.7035
ENSG00000112983,BRD8,43,-0.2029,58,0.33279,61,0.33047,50,0.04128,27,-0.9094,38,-0.4147
ENSG00000094880,CDC23,31,0.41025,28,0.29633,19,-0.4164,19,-0.4720,24,-0.0341,28,0.23634
ENSG00000120709,FAM53C,32,-0.4033,45,0.16905,35,-0.2903,51,0.41950,36,-0.2415,27,-0.7056
ENSG00000120733,KDM3B,39,0.14152,30,-0.3732,35,-0.0164,39,0.17031,31,-0.2482,47,0.45677
ENSG00000132563,REEP2,245,0.09187,281,0.41771,249,0.11930,240,0.08161,161,-0.5687,94,-1.3904
ENSG00000120738,EGR1,109,0.71035,71,0.00087,141,1.15424,53,-0.5687,22,-1.7468,65,-0.1407
ENSG00000120705,ETF1,67,0.29200,53,-0.1135,60,0.10814,66,0.34800,32,-0.8542,44,-0.3791
ENSG00000113013,HSPA9,245,0.23292,264,0.47156,187,-0.1986,203,-0.0891,155,-0.4930,134,-0.7217
ENSG00000044115,CTNNA1,49,-0.5572,49,-0.6626,70,0.01060,59,-0.3235,83,0.27848,169,1.52433
ENSG00000146006,LRRTM2,19,-0.7857,21,-0.7760,120,2.40300,28,-0.2666,17,-0.9953,17,-0.9705
ENSG00000120725,SIL1,39,0.71856,23,-0.1757,28,0.19358,19,-0.5433,28,0.14685,31,0.30684
ENSG00000120727,PAIP2,209,0.27771,199,0.26591,107,-0.7710,190,0.15970,129,-0.4905,146,-0.2947
ENSG00000170464,DNAJC18,68,0.52519,45,-0.1592,39,-0.3789,61,0.44833,23,-1.1611,44,-0.1722
ENSG00000131508,UBE2D2,127,-0.2095,174,0.38937,131,-0.1671,143,-0.0377,139,-0.0701,105,-0.5070
ENSG00000171604,CXXC5,159,0.24269,121,-0.2416,261,1.08660,102,-0.5728,104,-0.4275,173,0.38690
ENSG00000146005,PSD2,20,-1.2010,30,-0.7398,48,0.10306,59,0.60397,81,0.98817,30,-0.6064
ENSG00000185129,PURA,15,-0.8956,23,-0.4055,52,1.04664,26,-0.1121,36,0.42464,27,-0.0192
ENSG00000182700,IGIP,139,0.68491,96,0.09018,67,-0.4893,102,0.22332,52,-0.8779,65,-0.5327
ENSG00000120306,CYSTM1,92,-0.2492,89,-0.3740,111,0.04914,114,0.12460,138,0.40608,125,0.24155
ENSG00000113068,PFDN1,141,0.38205,118,0.11920,76,-0.5838,125,0.25688,81,-0.4955,83,-0.4515
ENSG00000131503,ANKHD1,36,0.19676,23,-0.6535,39,0.32288,22,-0.7367,39,0.30537,73,1.39061
ENSG00000213523,SRA1,13,-1.4819,48,0.71258,34,-0.0483,29,-0.3675,39,0.19832,31,-0.1727
ENSG00000113108,APBB3,41,-0.3214,76,0.95559,34,-0.5970,43,-0.2945,39,-0.3883,29,-0.8299
ENSG00000176087,SLC35A4,35,0.69217,23,0.01722,15,-0.6679,24,0.15773,25,0.14624,10,-1.1726
ENSG00000170458,CD14,20,-0.1576,9,-1.6466,19,-0.2240,15,-0.7434,32,0.54080,82,2.33473
ENSG00000131495,NDUFA2,250,-0.1438,285,0.08413,247,-0.1632,279,0.03764,290,0.09429,258,-0.0916
ENSG00000113141,IK,162,1.27463,64,-0.3490,60,-0.3879,66,-0.3045,65,-0.2530,88,0.22883
ENSG00000170445,HARS,88,0.01026,121,0.71365,76,-0.2292,91,0.07601,37,-1.3341,41,-1.1833
ENSG00000146007,ZMAT2,176,0.20948,160,0.07177,172,0.17052,166,0.14484,111,-0.5241,110,-0.5348
ENSG00000178913,TAF7,142,0.53033,113,0.19686,73,-0.5400,109,0.11980,65,-0.7081,82,-0.3553
ENSG00000131504,DIAPH1,5,-2.2897,18,-0.6031,34,0.46502,42,1.18542,18,-0.5575,15,-0.7751
ENSG00000171720,HDAC3,39,0.26148,42,0.52305,26,-0.3887,31,-0.1387,28,-0.2700,19,-0.8377
ENSG00000164620,RELL2,29,-1.1062,85,0.76281,26,-1.3089,78,0.54688,36,-0.7935,25,-1.3525
ENSG00000081791,DELE1,15,-0.9747,22,-0.5709,41,0.55701,27,-0.1239,31,0.10663,57,1.10558
ENSG00000013561,RNF14,24,-1.0368,70,0.92351,42,-0.1873,47,-0.0101,21,-1.2409,32,-0.6088
ENSG00000113552,GNPDA1,76,0.88318,57,0.55596,42,-0.0808,36,-0.4163,36,-0.3503,11,-2.1105
ENSG00000131507,NDFIP1,1038,0.41918,1095,0.69434,791,-0.0221,745,-0.1497,432,-0.9645,240,-1.8456
ENSG00000113578,FGF1,26,-1.4559,19,-2.1283,44,-0.6300,35,-1.1580,132,1.15400,298,2.85397
ENSG00000145819,ARHGAP26,98,0.45439,62,-0.3523,134,0.98950,81,0.19307,41,-0.9211,38,-1.0318
ENSG00000113580,NR3C1,45,0.58065,19,-0.9243,67,1.25787,26,-0.3515,18,-0.8762,49,0.72146
ENSG00000145817,YIPF5,26,-0.5124,42,0.35755,54,0.67772,36,0.00736,11,-1.6911,31,-0.2031
ENSG00000183775,KCTD16,95,0.84074,58,0.04659,30,-1.0021,76,0.63715,28,-1.0755,14,-2.1385
ENSG00000133706,LARS,90,0.31182,78,0.10343,57,-0.4048,75,0.02497,67,-0.1507,68,-0.1421
ENSG00000091009,RBM27,1,-3.5660,21,0.26103,15,-0.3301,19,0.05994,19,0.04047,29,0.76508
ENSG00000113649,TCERG1,71,0.96968,45,0.30072,47,0.29472,23,-1.0262,35,-0.1760,36,-0.1252
ENSG00000156475,PPP2R2B,212,0.32032,208,0.38011,178,0.03528,173,-0.0059,116,-0.6327,90,-1.0215
ENSG00000113657,DPYSL3,82,0.56408,48,-0.3551,64,0.17770,27,-1.3593,117,1.19452,87,0.67218
ENSG00000176049,JAKMIP2,27,-0.1805,38,0.53076,39,0.41520,25,-0.3609,18,-0.7468,26,-0.2223
ENSG00000173210,ABLIM3,27,0.28173,15,-0.7525,56,1.51884,14,-0.8464,25,0.14915,31,0.48426
ENSG00000145882,PCYOX1L,34,0.34725,38,0.68002,18,-0.6256,25,-0.2252,19,-0.6080,18,-0.6607
ENSG00000113712,CSNK1A1,89,-0.5698,142,0.21886,120,-0.1063,134,0.10097,93,-0.5039,149,0.24634
ENSG00000113716,HMGXB3,33,0.85143,22,0.19766,11,-0.9376,17,-0.2578,18,-0.1721,19,-0.0817
ENSG00000182578,CSF1R,22,-1.2819,14,-2.2097,70,0.48439,40,-0.5132,104,1.15536,161,1.99977
ENSG00000113721,PDGFRB,27,0.55767,2,-3.7326,4,-2.1264,14,-0.6521,32,0.83742,83,2.72475
ENSG00000011083,SLC6A7,67,0.87198,60,0.92698,40,-0.0047,27,-0.7313,21,-1.0021,9,-2.1400
ENSG00000070808,CAMK2A,198,0.33582,121,-0.5662,199,0.34078,229,0.79241,119,-0.4736,46,-1.8922
ENSG00000070814,TCOF1,55,0.86597,38,0.33722,43,0.47755,18,-1.0563,15,-1.1319,41,0.39197
ENSG00000019582,CD74,160,-0.8586,65,-2.5024,164,-0.8255,185,-0.7801,484,0.92625,1220,2.81556
ENSG00000164587,RPS14,712,-0.5147,732,-0.5810,1121,0.20632,837,-0.3276,1414,0.59035,1911,1.11186
ENSG00000070614,NDST1,28,-0.3613,25,-0.6459,33,-0.0743,45,0.55398,34,-0.0395,44,0.37805
ENSG00000171992,SYNPO,183,0.44788,82,-0.9977,316,1.40149,139,-0.0044,159,0.21169,71,-1.0357
ENSG00000086589,RBM22,37,-0.0705,45,0.31125,55,0.55404,21,-1.1512,34,-0.2161,66,0.86033
ENSG00000132912,DCTN4,41,-0.5824,76,0.56048,59,-0.0011,46,-0.4911,48,-0.3222,76,0.40743
ENSG00000211445,GPX3,57,-0.1204,96,1.00466,5,-3.7537,53,-0.2994,46,-0.4790,65,0.07264
ENSG00000145901,TNIP1,37,-0.1126,50,0.47899,30,-0.4512,39,-0.0416,46,0.24372,19,-1.1572
ENSG00000197043,ANXA6,319,-0.0856,559,1.21023,306,-0.1537,268,-0.4495,146,-1.2914,115,-1.6483
ENSG00000196743,GM2A,6,-1.8632,14,-0.6784,20,-0.0083,15,-0.5856,37,0.98339,53,1.64140
ENSG00000123643,SLC36A1,3,-2.9805,42,1.69956,9,-1.2639,18,-0.3666,12,-0.8376,11,-1.0199
ENSG00000113140,SPARC,257,0.32171,129,-0.9254,51,-2.1622,94,-1.4655,450,1.28976,678,2.09422
ENSG00000177556,ATOX1,224,-0.2418,263,0.02272,259,-0.0094,246,-0.1123,275,0.08790,317,0.32061
ENSG00000145907,G3BP1,75,0.59052,50,-0.1067,44,-0.2591,48,-0.1631,42,-0.3291,68,0.41413
ENSG00000155511,GRIA1,206,0.97499,129,0.25752,101,-0.2018,117,0.04131,76,-0.6401,24,-2.3530
ENSG00000164576,SAP30L,30,0.28077,22,-0.2646,24,-0.0868,26,0.05253,23,-0.1484,31,0.35729
ENSG00000155506,LARP1,210,0.23949,202,0.23852,180,-0.0098,193,0.13772,129,-0.5347,103,-0.8736
ENSG00000170271,FAXDC2,24,-0.5704,17,-1.2734,12,-1.6527,21,-0.9158,54,0.71158,144,2.62458
ENSG00000155508,CNOT8,25,-0.5078,36,0.09104,31,-0.1656,42,0.42234,29,-0.2717,26,-0.4568
ENSG00000082515,MRPL22,14,-1.4492,38,0.17113,30,-0.2371,43,0.40294,31,-0.2279,36,0.01464
ENSG00000155868,MED7,21,0.03817,27,0.62955,13,-0.7010,24,0.34517,16,-0.3284,0,-6.6169
ENSG00000055163,CYFIP2,472,0.37821,433,0.31400,448,0.29190,383,0.05149,245,-0.6596,124,-1.6933
ENSG00000155858,LSM11,16,-0.9121,36,0.46461,43,0.64406,34,0.35804,16,-0.9205,4,-2.8983
ENSG00000113282,CLINT1,37,0.37826,36,0.41716,33,0.17853,28,-0.0644,18,-0.7455,13,-1.2287
ENSG00000145860,RNF145,104,0.18456,103,0.22355,157,0.86262,91,-0.0443,38,-1.3850,48,-1.0211
ENSG00000164332,UBLCP1,25,-1.1716,84,0.99050,69,0.37665,42,-0.5131,30,-0.9293,44,-0.3350
ENSG00000113312,TTC1,122,0.32842,108,0.16851,80,-0.3399,100,0.00306,93,-0.1057,77,-0.3986
ENSG00000170231,FABP6,32,-0.1898,42,0.27308,37,-0.0008,32,-0.2443,40,0.15901,34,-0.0979
ENSG00000164609,SLU7,121,0.27015,99,-0.0649,95,-0.1168,128,0.48849,68,-0.6365,57,-0.9036
ENSG00000164611,PTTG1,7,-1.7198,49,1.84109,3,-2.7606,22,-0.1923,14,-0.8565,3,-2.8622
ENSG00000145864,GABRB2,213,-0.2725,367,0.84424,267,0.08158,271,0.14383,66,-2.0415,71,-1.9427
ENSG00000022355,GABRA1,265,-0.6447,659,1.19250,275,-0.5853,426,0.13532,128,-1.7442,70,-2.6229
ENSG00000280776,LINC01202,17,-0.3178,36,1.23229,1,-3.8538,23,0.13024,10,-1.1929,9,-1.3002
ENSG00000113327,GABRG2,170,-0.1003,279,0.99828,119,-0.6604,200,0.20517,70,-1.4631,17,-3.4975
ENSG00000113328,CCNG1,27,0.18350,18,-0.5181,14,-0.8141,27,0.26725,19,-0.3617,43,0.96583
ENSG00000170584,NUDCD2,51,0.28276,38,-0.2354,60,0.54692,33,-0.4916,48,0.17762,55,0.41646
ENSG00000038274,MAT2B,71,-0.1675,93,0.35500,91,0.23663,84,0.13524,52,-0.6527,42,-0.9580
ENSG00000145934,TENM2,93,1.18789,49,0.14488,19,-1.3697,59,0.54611,22,-1.1224,0,-5.9419
ENSG00000113645,WWC1,30,0.08384,24,-0.3479,41,0.56655,28,-0.0612,43,0.64852,18,-0.7507
ENSG00000113643,RARS,45,0.01215,60,0.61026,50,0.17623,46,0.04593,34,-0.4199,4,-3.6464
ENSG00000188573,FBLL1,82,-0.1547,100,0.22812,112,0.35582,102,0.25744,72,-0.3576,28,-1.7491
ENSG00000120137,PANK3,95,0.85210,72,0.52446,45,-0.3745,48,-0.3119,30,-0.9595,35,-0.7505
ENSG00000184347,SLIT3,82,1.28089,44,0.26800,47,0.33353,27,-0.6518,13,-1.6089,29,-0.4599
ENSG00000182132,KCNIP1,54,1.09567,14,-1.2465,5,-2.4807,44,1.07764,38,0.51802,6,-2.2135
ENSG00000181163,NPM1,209,0.23735,190,0.10361,165,-0.1416,162,-0.2136,205,0.21030,169,-0.1050
ENSG00000072803,FBXW11,139,0.48798,106,0.06542,116,0.19520,99,-0.0699,74,-0.5220,83,-0.3346
ENSG00000214357,NEURL1B,27,-0.1334,36,0.45823,52,0.94434,25,-0.2771,9,-1.7234,20,-0.6189
ENSG00000120129,DUSP1,147,0.51059,47,-1.4909,25,-2.1919,59,-1.1095,49,-1.2125,534,3.14587
ENSG00000113719,ERGIC1,87,1.16622,38,-0.2507,49,0.20509,42,-0.0501,22,-1.0195,33,-0.4063
ENSG00000037241,RPL26L1,71,0.31671,76,0.58501,56,-0.0557,54,-0.1598,31,-0.9742,35,-0.8058
ENSG00000113732,ATP6V0E1,47,-0.3042,43,-0.5795,46,-0.3634,47,-0.3752,93,0.79084,119,1.21886
ENSG00000164463,CREBRF,5,-2.5158,32,0.39224,46,0.86369,22,-0.3587,17,-0.7341,38,0.54690
ENSG00000145919,BOD1,50,0.30537,35,-0.3307,20,-1.0870,50,0.40138,36,-0.2153,52,0.38378
ENSG00000113742,CPEB4,76,0.37865,70,0.32928,84,0.55218,52,-0.2997,30,-1.0425,44,-0.4703
ENSG00000170091,NSG2,627,0.53680,532,0.35178,493,0.14425,473,0.09659,213,-1.1620,165,-1.5436
ENSG00000164466,SFXN1,47,-0.3677,69,0.30925,44,-0.4712,68,0.28991,52,-0.2215,41,-0.5874
ENSG00000113749,HRH2,29,0.54748,29,0.76178,20,-0.0794,19,-0.1259,6,-1.7265,6,-1.8542
ENSG00000145920,CPLX2,282,-0.9615,473,-0.2011,597,0.21560,634,0.41720,761,0.61880,263,-1.0642
ENSG00000051596,THOC3,30,0.40991,31,0.61352,11,-1.0678,22,-0.0962,22,-0.0629,10,-1.3175
ENSG00000122203,KIAA1191,131,0.12089,140,0.29832,152,0.35972,122,-0.0011,76,-0.7468,73,-0.7905
ENSG00000175414,ARL10,6,-1.8681,18,-0.2937,32,0.63734,28,0.56698,19,-0.1578,18,-0.2557
ENSG00000048162,NOP16,28,0.28114,25,0.16376,19,-0.3219,28,0.43016,11,-1.0598,13,-0.8415
ENSG00000146066,HIGD2A,122,-0.3407,169,0.24196,129,-0.2457,159,0.10830,166,0.14809,108,-0.5249
ENSG00000175416,CLTB,197,-0.4060,276,0.16023,240,-0.1020,305,0.38066,206,-0.3431,169,-0.6456
ENSG00000113194,FAF2,33,0.50045,30,0.46234,21,-0.2228,18,-0.5594,19,-0.3828,25,0.03434
ENSG00000146083,RNF44,84,0.38277,67,0.01976,88,0.44090,69,0.07160,40,-0.7935,46,-0.5898
ENSG00000169258,GPRIN1,36,-0.6110,60,0.21274,67,0.33761,71,0.58367,34,-0.7247,12,-2.2307
ENSG00000074317,SNCB,729,0.12629,799,0.36513,684,0.02375,801,0.37093,320,-1.1536,205,-1.8194
ENSG00000048140,TSPAN17,25,-0.3527,34,0.12961,41,0.41194,35,0.20950,34,0.11037,10,-1.6799
ENSG00000113763,UNC5A,109,0.84426,79,0.40115,75,0.23443,56,-0.2879,36,-0.9177,27,-1.3666
ENSG00000165671,NSD1,15,-0.8381,22,-0.3910,26,-0.0586,39,0.87112,16,-0.8191,27,0.00154
ENSG00000169230,PRELID1,171,0.33093,134,-0.0909,149,0.10748,154,0.20153,108,-0.4105,106,-0.4283
ENSG00000169223,LMAN2,62,-0.0253,70,0.23475,64,0.02148,57,-0.1982,35,-0.8988,86,0.51215
ENSG00000169220,RGS14,33,-0.1723,39,0.12517,33,-0.1720,51,0.73408,24,-0.6699,7,-2.4088
ENSG00000131187,F12,44,0.48672,36,0.20865,65,1.15753,20,-0.8724,22,-0.5902,25,-0.4133
ENSG00000198055,GRK6,21,-0.5994,41,0.59580,29,-0.1087,33,0.11396,19,-0.7593,21,-0.6362
ENSG00000131188,PRR7,98,0.88708,59,0.06843,39,-0.6151,67,0.33169,41,-0.5418,17,-1.8173
ENSG00000113758,DBN1,49,-0.5950,91,0.49221,78,0.11446,78,0.16277,54,-0.4504,35,-1.1212
ENSG00000196923,PDLIM7,12,-0.8300,19,-0.1394,29,0.57236,16,-0.4829,12,-0.7523,46,1.36674
ENSG00000183258,DDX41,52,-0.0698,60,0.19247,64,0.26369,51,-0.1153,57,0.06235,38,-0.5530
ENSG00000146067,FAM193B,40,0.57617,21,-0.5309,35,0.38664,29,0.08329,15,-0.9081,37,0.47938
ENSG00000184840,TMED9,127,0.24666,117,0.15117,122,0.18473,103,-0.1078,80,-0.4833,99,-0.1543
ENSG00000027847,B4GALT7,57,0.56778,50,0.46526,19,-1.1304,45,0.23236,23,-0.8415,18,-1.2272
ENSG00000204677,FAM153CP,69,2.05030,12,-1.1041,27,0.34058,17,-0.4989,15,-0.5957,20,-0.0975
ENSG00000145916,RMND5B,49,0.45785,39,0.12406,35,-0.0815,39,0.07920,34,-0.1454,19,-1.0399
ENSG00000145912,NHP2,281,0.35591,261,0.30925,194,-0.2419,220,-0.0537,211,-0.1116,129,-0.8706
ENSG00000197451,HNRNPAB,83,0.48640,59,-0.0819,45,-0.4988,63,0.04264,46,-0.4777,77,0.35017
ENSG00000113240,CLK4,8,-1.2162,19,0.02103,25,0.45130,13,-0.7364,18,-0.0807,42,1.34168
ENSG00000176783,RUFY1,12,-0.6399,16,-0.2305,28,0.71341,20,0.24247,15,-0.2655,16,-0.1549
ENSG00000169045,HNRNPH1,119,0.08576,112,-0.0127,141,0.36386,100,-0.2332,98,-0.2296,133,0.26152
ENSG00000127022,CANX,258,-0.1778,279,-0.0684,288,-0.0040,297,0.05460,293,0.02083,322,0.17368
ENSG00000213316,LTC4S,11,-0.7849,11,-0.9109,7,-1.4250,9,-1.2655,35,1.13099,67,2.38381
ENSG00000161013,MGAT4B,54,-0.3618,57,-0.3679,65,-0.0862,96,0.75153,67,-0.0467,41,-0.7966
ENSG00000161011,SQSTM1,282,0.15104,311,0.40950,159,-0.7546,202,-0.4779,228,-0.1919,364,0.57116
ENSG00000197226,TBC1D9B,91,-0.0931,106,0.20238,100,0.06119,80,-0.3758,117,0.30909,99,0.03560
