"","top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
"1",1,"enrichment","Inhib.Chandelier","PLEKHA1",23.3710573271385,4.21090125393612e-47,7.34296960661381e-44,9378,1.73578476712102,"ENSG00000107679"
"2",2,"enrichment","Inhib.Chandelier","TPD52",22.4546213946701,2.29389349659971e-45,3.33340956614215e-42,7721,1.92120838281254,"ENSG00000076554"
"3",3,"enrichment","Inhib.Chandelier","NACC2",20.7347416274942,5.47040498728685e-42,5.96205763551925e-39,8692,3.21678939159201,"ENSG00000148411"
"4",4,"enrichment","Inhib.Chandelier","FRMPD4",19.2589320161315,5.80251870912914e-39,4.39931831520843e-36,16867,1.61100347306467,"ENSG00000169933"
"5",5,"enrichment","Inhib.Chandelier","MDGA2",16.9740221507781,4.8242200114621e-34,2.1031187139969e-31,11817,1.22234073994848,"ENSG00000139915"
"6",6,"enrichment","Inhib.Chandelier","SORL1",16.791146203969,1.22858457848864e-33,5.10096616182973e-31,10287,2.21277397098718,"ENSG00000137642"
"7",7,"enrichment","Inhib.Chandelier","PLEKHD1",16.5409057770701,4.44416551813396e-33,1.72216351789378e-30,11978,5.28297486403124,"ENSG00000175985"
"8",8,"enrichment","Inhib.Chandelier","IBSP",16.1218709424635,3.89159501158857e-32,1.38493130228738e-29,4304,4.2789548072553,"ENSG00000029559"
"9",9,"enrichment","Inhib.Chandelier","B3GALT1",16.0499126196378,5.6605399742044e-32,1.93546070725836e-29,2461,1.54038251383893,"ENSG00000172318"
"10",10,"enrichment","Inhib.Chandelier","PLEKHH2",15.8908313698914,1.29880781116404e-31,4.0443947519783e-29,1879,6.90081342302979,"ENSG00000152527"
"11",1,"enrichment","Inhib.Lamp5_Lhx6","CASP4LP",26.5684889119399,7.84009731916921e-53,2.73431234103345e-49,10153,2.77665771395515,"ENSG00000291173"
"12",2,"enrichment","Inhib.Lamp5_Lhx6","IL12A",19.9662377530545,1.99205918778576e-40,1.44739700485867e-37,3717,3.07706912558747,"ENSG00000168811"
"13",3,"enrichment","Inhib.Lamp5_Lhx6","ADAM22",19.9092780837672,2.60768514740111e-40,1.81891254401522e-37,6896,0.97044654657363,"ENSG00000008277"
"14",4,"enrichment","Inhib.Lamp5_Lhx6","ZNF648",19.876424025375,3.04644848969141e-40,1.9227253073943e-37,1247,2.58007619377204,"ENSG00000179930"
"15",5,"enrichment","Inhib.Lamp5_Lhx6","PLEKHO1",19.5934885037427,1.16917439082871e-39,6.37126969602219e-37,957,1.50408024194286,"ENSG00000023902"
"16",6,"enrichment","Inhib.Lamp5_Lhx6","ATP8A2",19.3613553069561,3.55117546811495e-39,1.8765272064542e-36,11328,0.852313290370398,"ENSG00000132932"
"17",7,"enrichment","Inhib.Lamp5_Lhx6","ABI1",18.9385178937534,2.73439411845305e-38,1.28871255777255e-35,8868,1.1741569072436,"ENSG00000136754"
"18",8,"enrichment","Inhib.Lamp5_Lhx6","CTD-2350J17.1",18.5409476445795,1.90259652889176e-37,8.50704571046528e-35,4732,3.03744473844958,"ENSG00000250250"
"19",9,"enrichment","Inhib.Lamp5_Lhx6","FGF13",18.412882272681,3.56925631739195e-37,1.55601729156702e-34,17319,3.09003787652711,"ENSG00000129682"
"20",10,"enrichment","Inhib.Lamp5_Lhx6","ENSG00000260362",18.2717389992741,7.15736643270742e-37,3.00299154500122e-34,12999,2.6237360788713,"ENSG00000260362"
"21",1,"enrichment","Inhib.Pax6","CILP2",7.20448309843741,5.09671686080017e-11,1.48127581031056e-07,15219,5.13695451938098,"ENSG00000160161"
"22",2,"enrichment","Inhib.Pax6","ARL5A",6.77654569720715,4.52136334108643e-10,6.34500849624979e-07,2400,1.20715990758478,"ENSG00000162980"
"23",3,"enrichment","Inhib.Pax6","PKN2",6.76757991136408,4.73019328198459e-10,6.34500849624979e-07,697,1.17621507813294,"ENSG00000065243"
"24",4,"enrichment","Inhib.Pax6","LINC01162",5.70420341814807,8.20382012697052e-08,4.470569230441e-05,6590,6.73162378211506,"ENSG00000232790"
"25",5,"enrichment","Inhib.Pax6","CD99P1",5.65033925432543,1.05272856858602e-07,5.39925905264793e-05,16842,4.35153802547863,"ENSG00000291040"
"26",6,"enrichment","Inhib.Pax6","GLUL",5.47773811803479,2.32063032257589e-07,9.63503608692343e-05,1250,2.29602578539277,"ENSG00000135821"
"27",7,"enrichment","Inhib.Pax6","YJEFN3",5.45335788280185,2.59194544834455e-07,0.00010511242960054,15218,4.04997756593327,"ENSG00000250067"
"28",8,"enrichment","Inhib.Pax6","TBL1XR1",5.21854363134484,7.4120103965649e-07,0.000258501274590598,3768,0.926669729425807,"ENSG00000177565"
"29",9,"enrichment","Inhib.Pax6","TSPAN5",5.18430353305284,8.62014861284627e-07,0.000289073368290026,4333,1.28200439238303,"ENSG00000168785"
"30",10,"enrichment","Inhib.Pax6","NTF3",5.13614588119825,1.06494014996377e-06,0.000343896783982743,10412,4.96107724739228,"ENSG00000185652"
"31",1,"enrichment","Inhib.Pvalb","ENSG00000283648",26.5417174318882,8.84138727235722e-53,1.54176111255365e-48,7262,3.87183825792776,"ENSG00000283648"
"32",2,"enrichment","Inhib.Pvalb","MEPE",22.6173614206061,1.13445289203928e-45,6.59419651046035e-42,4305,5.73331173725235,"ENSG00000152595"
"33",3,"enrichment","Inhib.Pvalb","FGF12",20.5863611611737,1.10087916909582e-41,4.79928273767323e-38,3864,1.41431348025719,"ENSG00000114279"
"34",4,"enrichment","Inhib.Pvalb","MYBPC1",19.0610896606315,1.52261496787583e-38,3.79305140140267e-35,11018,4.77059582610042,"ENSG00000196091"
"35",5,"enrichment","Inhib.Pvalb","ENSG00000286637",18.703186349994,8.67145723078934e-38,1.89016088988131e-34,4410,5.27123368538219,"ENSG00000286637"
"36",6,"enrichment","Inhib.Pvalb","ENSG00000287636",17.8881463147251,4.8396460375872e-36,6.49182673872659e-33,7263,3.51180322998552,"ENSG00000287636"
"37",7,"enrichment","Inhib.Pvalb","SLC26A4",17.4492466569809,4.36963922033451e-35,5.07985124827954e-32,7081,2.98506740567786,"ENSG00000091137"
"38",8,"enrichment","Inhib.Pvalb","AUH",16.7710624503122,1.37240562965292e-33,1.2595794405204e-30,8348,0.847851779738324,"ENSG00000148090"
