"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl","rank"
1,"enrichment","Inhib.Chandelier","PLEKHA1",23.3710573271385,4.21090125393612e-47,7.34296960661381e-44,9378,1.73578476712102,"ENSG00000107679",1
2,"enrichment","Inhib.Chandelier","TPD52",22.4546213946701,2.29389349659971e-45,3.33340956614215e-42,7721,1.92120838281254,"ENSG00000076554",2
3,"enrichment","Inhib.Chandelier","NACC2",20.7347416274942,5.47040498728685e-42,5.96205763551925e-39,8692,3.21678939159201,"ENSG00000148411",3
4,"enrichment","Inhib.Chandelier","FRMPD4",19.2589320161315,5.80251870912914e-39,4.39931831520843e-36,16867,1.61100347306467,"ENSG00000169933",4
5,"enrichment","Inhib.Chandelier","MDGA2",16.9740221507781,4.8242200114621e-34,2.1031187139969e-31,11817,1.22234073994848,"ENSG00000139915",5
6,"enrichment","Inhib.Chandelier","SORL1",16.791146203969,1.22858457848864e-33,5.10096616182973e-31,10287,2.21277397098718,"ENSG00000137642",6
7,"enrichment","Inhib.Chandelier","PLEKHD1",16.5409057770701,4.44416551813396e-33,1.72216351789378e-30,11978,5.28297486403124,"ENSG00000175985",7
8,"enrichment","Inhib.Chandelier","IBSP",16.1218709424635,3.89159501158857e-32,1.38493130228738e-29,4304,4.2789548072553,"ENSG00000029559",8
9,"enrichment","Inhib.Chandelier","B3GALT1",16.0499126196378,5.6605399742044e-32,1.93546070725836e-29,2461,1.54038251383893,"ENSG00000172318",9
10,"enrichment","Inhib.Chandelier","PLEKHH2",15.8908313698914,1.29880781116404e-31,4.0443947519783e-29,1879,6.90081342302979,"ENSG00000152527",10
11,"enrichment","Inhib.Chandelier","SCUBE3",15.8249408471734,1.83363543006467e-31,5.60963765429259e-29,5850,4.52460455362502,"ENSG00000146197",11
12,"enrichment","Inhib.Chandelier","PXYLP1",15.7514896141213,2.69477584928741e-31,7.9646612304871e-29,3628,1.21490695419792,"ENSG00000155893",12
13,"enrichment","Inhib.Chandelier","MTSS2",15.5440463671422,8.02060648937848e-31,2.29284157314396e-28,13419,1.18803934568084,"ENSG00000132613",13
14,"enrichment","Inhib.Chandelier","ADGRA1",15.4885080971368,1.0749414490716e-30,2.92887952951726e-28,9431,2.01017696090997,"ENSG00000197177",14
15,"enrichment","Inhib.Chandelier","NOG",15.2541958043283,3.71180693734531e-30,9.80704384445872e-28,14194,5.0305642552212,"ENSG00000183691",15
16,"enrichment","Inhib.Chandelier","ITPRID2",15.0958463849692,8.60578830432227e-30,2.07297959989945e-27,2547,2.19570379025054,"ENSG00000138434",16
17,"enrichment","Inhib.Chandelier","FAM135A",14.9258044508229,2.12947529527734e-29,5.01807975662788e-27,6022,0.943184556272335,"ENSG00000082269",17
18,"enrichment","Inhib.Chandelier","KCNMB4",14.8571973634882,3.0719200519829e-29,7.14241891553038e-27,10880,2.1200831024794,"ENSG00000135643",18
19,"enrichment","Inhib.Chandelier","ADAMTS5",14.8404582436896,3.35946229410783e-29,7.70819782692794e-27,16307,4.27468932925331,"ENSG00000154736",19
20,"enrichment","Inhib.Chandelier","GRIN2C",14.7638014006006,5.0628076221794e-29,1.13186204250724e-26,14346,5.56352657956907,"ENSG00000161509",20
21,"enrichment","Inhib.Chandelier","MME-AS1",14.7485601504581,5.49336003728107e-29,1.19741515412634e-26,3691,3.39779818239151,"ENSG00000240666",21
22,"enrichment","Inhib.Chandelier","KIAA0319",14.6439014323457,9.62775428825323e-29,2.02275637685012e-26,5691,1.31076688074579,"ENSG00000137261",22
23,"enrichment","Inhib.Chandelier","RORA",14.6081252052491,1.166643721136e-28,2.39340390696112e-26,12521,2.25818086572203,"ENSG00000069667",23
24,"enrichment","Inhib.Chandelier","CNTN5",14.5239054628616,1.83451781850823e-28,3.67704847346512e-26,10136,2.47611185831208,"ENSG00000149972",24
25,"enrichment","Inhib.Chandelier","SRGN",14.4977769929692,2.11141489686076e-28,4.1609999769518e-26,9029,4.33388619186371,"ENSG00000122862",25
26,"enrichment","Inhib.Chandelier","COL15A1",14.3657862868463,4.29966416974894e-28,7.89237303074547e-26,8413,5.63471220005447,"ENSG00000204291",26
27,"enrichment","Inhib.Chandelier","ADGRA3",14.3475838726332,4.74337286710232e-28,8.61613917255524e-26,4072,2.01627742883449,"ENSG00000152990",27
28,"enrichment","Inhib.Chandelier","ENSG00000254434",14.3122012913561,5.7416626531965e-28,1.03219704480867e-25,10054,3.89116267232239,"ENSG00000254434",28
29,"enrichment","Inhib.Chandelier","MAST4",13.8395642061177,7.44799561095735e-27,1.2138144622792e-24,4900,1.12627385500883,"ENSG00000069020",29
30,"enrichment","Inhib.Chandelier","TMEM100",13.8139053074347,8.56482558332154e-27,1.37021494056845e-24,14190,4.40931810987187,"ENSG00000166292",30
31,"enrichment","Inhib.Chandelier","ARHGEF2",13.5913139177347,2.88511248918719e-26,4.41320978828475e-24,1060,2.00850440665675,"ENSG00000116584",31
32,"enrichment","Inhib.Chandelier","ENSG00000255209",13.5172758323654,4.32522445581594e-26,6.50200552245848e-24,10053,4.19647190433053,"ENSG00000255209",32
33,"enrichment","Inhib.Chandelier","ADGRB3",13.4622972637782,5.84406343711877e-26,8.56376287533422e-24,6016,1.06655480549086,"ENSG00000135298",33
34,"enrichment","Inhib.Chandelier","PCSK1",13.4301839034991,6.96804893919125e-26,1.01257364501348e-23,5051,4.43759286675685,"ENSG00000175426",34
35,"enrichment","Inhib.Chandelier","LINC02720",13.4256510506032,7.14327856289035e-26,1.02945860809654e-23,10055,4.59464791438156,"ENSG00000255178",35
36,"enrichment","Inhib.Chandelier","PDE4D",13.3564645179538,1.04381481070287e-25,1.43323170622335e-23,4867,1.48296562840535,"ENSG00000113448",36
37,"enrichment","Inhib.Chandelier","RASSF8",13.2177909993444,2.23504181627305e-25,3.04489524938823e-23,10558,2.658593277993,"ENSG00000123094",37
38,"enrichment","Inhib.Chandelier","RYR1",13.1647379147044,2.99198422777622e-25,3.92287375668884e-23,15406,3.31771527548651,"ENSG00000196218",38
39,"enrichment","Inhib.Chandelier","ENSG00000287912",12.9286837822731,1.09818192109172e-24,1.34859833380263e-22,10057,4.94847293044797,"ENSG00000287912",39
40,"enrichment","Inhib.Chandelier","PCTP",12.925065767569,1.12032276740908e-24,1.36616702224333e-22,14191,1.84166149081284,"ENSG00000141179",40
41,"enrichment","Inhib.Chandelier","SPIDR",12.8207132143289,1.99316300110165e-24,2.3326695579336e-22,7582,0.810055857523851,"ENSG00000164808",41
42,"enrichment","Inhib.Chandelier","SLITRK5",12.7205154887124,3.467990776456e-24,4.00495517614832e-22,11553,1.94597743691046,"ENSG00000165300",42
43,"enrichment","Inhib.Chandelier","UBR1",12.7124140851884,3.6269249417155e-24,4.16094191668651e-22,12390,0.666699077449386,"ENSG00000159459",43
44,"enrichment","Inhib.Chandelier","ENSG00000285568",12.6893432278122,4.12066917639317e-24,4.6659889024639e-22,10056,2.51152467873034,"ENSG00000285568",44
45,"enrichment","Inhib.Chandelier","KCNC1",12.6703302897919,4.57781797784391e-24,5.11717883959244e-22,9598,1.48250056992286,"ENSG00000129159",45
46,"enrichment","Inhib.Chandelier","WNT3",12.563157544069,8.286889966903e-24,9.03167420267841e-22,14117,2.15504844085114,"ENSG00000108379",46
47,"enrichment","Inhib.Chandelier","ABLIM2",12.5294608968414,9.98823673361402e-24,1.06855749791878e-21,4019,1.17400105316289,"ENSG00000163995",47
48,"enrichment","Inhib.Chandelier","NAPEPLD",12.4517254841541,1.53703352952707e-23,1.59540420761268e-21,7045,1.33396113264127,"ENSG00000161048",48
49,"enrichment","Inhib.Chandelier","TRPS1",12.3799082220605,2.28959323960025e-23,2.34858393600878e-21,7871,3.24616340856342,"ENSG00000104447",49
50,"enrichment","Inhib.Chandelier","COL5A3",12.3535208633877,2.65082488951348e-23,2.67197019788069e-21,15010,3.74131547145261,"ENSG00000080573",50
51,"enrichment","Inhib.Chandelier","ADGRB3-DT",12.2530442528916,4.6321971926005e-23,4.51263992427751e-21,6015,1.18180304587257,"ENSG00000230910",51
52,"enrichment","Inhib.Chandelier","FAM168A",12.170503395451,7.32973451292046e-23,6.87182314173694e-21,9999,0.759988427669647,"ENSG00000054965",52
53,"enrichment","Inhib.Chandelier","LINC00944",12.1175508382432,9.84059539005309e-23,9.12767566019924e-21,11255,3.17555498120056,"ENSG00000256128",53
54,"enrichment","Inhib.Chandelier","KCNJ6",12.0932464587601,1.12657370554688e-22,1.03395748828035e-20,16379,0.890887048901946,"ENSG00000157542",54
55,"enrichment","Inhib.Chandelier","MIR4500HG",12.0353577790816,1.55492739498632e-22,1.40094356373673e-20,11551,3.55513750404783,"ENSG00000228824",55
56,"enrichment","Inhib.Chandelier","ELMOD1",12.034937794165,1.55856779082995e-22,1.40094356373673e-20,10163,1.15085043757814,"ENSG00000110675",56
57,"enrichment","Inhib.Chandelier","CSMD2",11.9566822019461,2.40999184032464e-22,2.12249685412026e-20,349,1.43312101016355,"ENSG00000121904",57
58,"enrichment","Inhib.Chandelier","ZNF385D",11.9282080047407,2.82434800376312e-22,2.45029753679708e-20,3016,2.22067752832418,"ENSG00000151789",58
59,"enrichment","Inhib.Chandelier","CPSF6",11.7824091822162,6.36705742478016e-22,5.36370760257568e-20,10868,0.749387581272268,"ENSG00000111605",59
60,"enrichment","Inhib.Chandelier","COL5A1",11.7498717893794,7.6342537082428e-22,6.30929460494492e-20,8682,3.74525537291443,"ENSG00000130635",60
61,"enrichment","Inhib.Chandelier","EML1",11.7461577222756,7.79409316137387e-22,6.3809106360581e-20,12173,1.2618592012859,"ENSG00000066629",61
62,"enrichment","Inhib.Chandelier","HACE1",11.5688825012282,2.09658891433373e-21,1.63947612054491e-19,6138,0.751819476026328,"ENSG00000085382",62
63,"enrichment","Inhib.Chandelier","LINC01570",11.5319714902827,2.57656762536049e-21,1.97062220399282e-19,12983,2.9861059218903,"ENSG00000260338",63
64,"enrichment","Inhib.Chandelier","LINC00943",11.5271968917978,2.64620527868567e-21,2.01504487553365e-19,11254,3.7584785226499,"ENSG00000189238",64
65,"enrichment","Inhib.Chandelier","DLGAP4",11.4559636950745,3.93954667852124e-21,2.94840407639714e-19,16060,0.858809855304531,"ENSG00000080845",65
66,"enrichment","Inhib.Chandelier","R3HDM1",11.3813650204769,5.97705493357836e-21,4.39780100977803e-19,2360,0.755362643386642,"ENSG00000048991",66
67,"enrichment","Inhib.Chandelier","ZNF385D-AS2",11.3600804207206,6.73210852061023e-21,4.93254236900846e-19,3018,4.3516899375409,"ENSG00000223351",67
68,"enrichment","Inhib.Chandelier","THSD7A",11.3454453451701,7.30595179970914e-21,5.33059361854929e-19,6559,3.21210962994758,"ENSG00000005108",68
69,"enrichment","Inhib.Chandelier","IQSEC3",11.3371370890365,7.65323956449339e-21,5.56071631356816e-19,10368,0.910946799674978,"ENSG00000120645",69
70,"enrichment","Inhib.Chandelier","HS3ST1",11.2394412338923,1.32142269851498e-20,9.29151976480009e-19,4031,1.73790530955561,"ENSG00000002587",70
71,"enrichment","Inhib.Chandelier","AK5",11.1654266136587,1.99885482533003e-20,1.37770871320573e-18,653,1.76902974645945,"ENSG00000154027",71
72,"enrichment","Inhib.Chandelier","USP46",11.157120979518,2.09388410845627e-20,1.43752563319923e-18,4161,1.16143222067636,"ENSG00000109189",72
73,"enrichment","Inhib.Chandelier","RABGAP1",11.1514277720601,2.16162107480675e-20,1.47820973735216e-18,8542,0.690798568244005,"ENSG00000011454",73
74,"enrichment","Inhib.Chandelier","RBM17",11.1190082611263,2.59130462055307e-20,1.75144069663583e-18,8778,0.969696012619488,"ENSG00000134453",74
75,"enrichment","Inhib.Chandelier","LINC01837",11.0916789791198,3.01923955088942e-20,2.0327992003247e-18,15291,5.4865393116382,"ENSG00000267489",75
76,"enrichment","Inhib.Chandelier","RASSF8-AS1",11.0882342335241,3.07797132590714e-20,2.06437169158341e-18,10557,1.60864815503879,"ENSG00000246695",76
77,"enrichment","Inhib.Chandelier","SERTAD2",11.0693076680385,3.42165533177237e-20,2.27735975860483e-18,1986,1.29465616122211,"ENSG00000179833",77
78,"enrichment","Inhib.Chandelier","CTTNBP2",11.0661568784724,3.48248675892514e-20,2.3090343765071e-18,7114,1.19863391310217,"ENSG00000077063",78
79,"enrichment","Inhib.Chandelier","BICDL1",11.0604102324328,3.59623487357494e-20,2.3754221108106e-18,11160,0.865506823973497,"ENSG00000135127",79
80,"enrichment","Inhib.Chandelier","ENSG00000287656",10.9355435571223,7.23042797407107e-20,4.61846897479309e-18,6422,2.45826313224637,"ENSG00000287656",80
81,"enrichment","Inhib.Chandelier","XKR6",10.9100687249852,8.33771574561893e-20,5.28702135171283e-18,7386,0.678814339998003,"ENSG00000171044",81
82,"enrichment","Inhib.Chandelier","STX1A",10.9042198005847,8.61499821846778e-20,5.44305575846526e-18,6819,1.60795730220818,"ENSG00000106089",82
83,"enrichment","Inhib.Chandelier","SLC23A2",10.8742737077318,1.01859007326672e-19,6.36637050094086e-18,15893,0.529651724222836,"ENSG00000089057",83
84,"enrichment","Inhib.Chandelier","RALGAPA2",10.7764702391309,1.76024071490643e-19,1.06580130508814e-17,15967,0.88615427671184,"ENSG00000188559",84
