"Cluster","test","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","ONTOLOGY"
"Inhib.Chandelier","Inhib","GO:0030312","external encapsulating structure","144/3485","324/12776",0.444444444444444,1.62933205802646,7.02721789188677,1.45829680723376e-11,4.99466656477564e-09,4.40559140711673e-09,"ADAMTS5/SRGN/COL15A1/WNT3/COL5A3/COL5A1/SERPINB9/SFRP2/NPNT/COLEC12/ANXA2/CTSC/MATN2/EDIL3/CASK/ANXA5/SPARCL1/COL4A1/FBLN7/ADAM11/ANGPTL1/HTRA1/COL12A1/SHH/ANGPT2/COL6A1/COL4A2/RTN4RL1/COL21A1/ADAMTS15/ABI3BP/COL11A1/ADAMTSL2/GPLD1/MXRA7/LRRTM1/ADAMTS8/EYS/ADAMTS1/ADAMTS17/ELFN2/SPOCK1/SERPINB1/LRRN3/GFOD2/AGT/HAPLN4/ADAMTS2/COL4A4/SEMA3B/CSTB/TNR/LINGO3/NID2/TECTA/USH2A/LOX/CCBE1/RTN4RL2/CTHRC1/ELN/WNT4/CTSS/LTBP1/THBS4/ERBIN/COL4A3/HAPLN1/NDNF/S100A10/BCAM/NID1/VASN/ADAMTS13/THBS2/GDF10/FBN1/FBLN5/SULF1/ITIH4/COL7A1/F3/COL24A1/NTN4/COCH/COL19A1/ANXA4/COL5A2/LOXL1/EGFL7/EFEMP1/SDC3/A2M/LRRN2/EFEMP2/LINGO1/PODN/TIMP2/MEGF9/FREM2/ADAMTS18/DCN/LTBP3/COL25A1/TNXB/LGALS1/EFNA5/WNT5A/SERPING1/OTOGL/SERPINE2/COL23A1/SFRP1/VWA1/SNED1/PTPRZ1/ADAMTS9/S100A6/WNT7A/PLOD1/GPC3/ANGPT1/VCAN/FGFR2/FREM1/MMP24/GLG1/RELN/NAV2/MMP28/LTBP4/SPON1/ADAMTS10/ADAMTS20/FBN2/ADAMTSL3/SPARC/ANOS1/LOXL3/AGRN/LRRC3B/ADAMTS19/CDH13/FRAS1",144,"CC"
"Inhib.Chandelier","Inhib","GO:0031012","extracellular matrix","144/3485","324/12776",0.444444444444444,1.62933205802646,7.02721789188677,1.45829680723376e-11,4.99466656477564e-09,4.40559140711673e-09,"ADAMTS5/SRGN/COL15A1/WNT3/COL5A3/COL5A1/SERPINB9/SFRP2/NPNT/COLEC12/ANXA2/CTSC/MATN2/EDIL3/CASK/ANXA5/SPARCL1/COL4A1/FBLN7/ADAM11/ANGPTL1/HTRA1/COL12A1/SHH/ANGPT2/COL6A1/COL4A2/RTN4RL1/COL21A1/ADAMTS15/ABI3BP/COL11A1/ADAMTSL2/GPLD1/MXRA7/LRRTM1/ADAMTS8/EYS/ADAMTS1/ADAMTS17/ELFN2/SPOCK1/SERPINB1/LRRN3/GFOD2/AGT/HAPLN4/ADAMTS2/COL4A4/SEMA3B/CSTB/TNR/LINGO3/NID2/TECTA/USH2A/LOX/CCBE1/RTN4RL2/CTHRC1/ELN/WNT4/CTSS/LTBP1/THBS4/ERBIN/COL4A3/HAPLN1/NDNF/S100A10/BCAM/NID1/VASN/ADAMTS13/THBS2/GDF10/FBN1/FBLN5/SULF1/ITIH4/COL7A1/F3/COL24A1/NTN4/COCH/COL19A1/ANXA4/COL5A2/LOXL1/EGFL7/EFEMP1/SDC3/A2M/LRRN2/EFEMP2/LINGO1/PODN/TIMP2/MEGF9/FREM2/ADAMTS18/DCN/LTBP3/COL25A1/TNXB/LGALS1/EFNA5/WNT5A/SERPING1/OTOGL/SERPINE2/COL23A1/SFRP1/VWA1/SNED1/PTPRZ1/ADAMTS9/S100A6/WNT7A/PLOD1/GPC3/ANGPT1/VCAN/FGFR2/FREM1/MMP24/GLG1/RELN/NAV2/MMP28/LTBP4/SPON1/ADAMTS10/ADAMTS20/FBN2/ADAMTSL3/SPARC/ANOS1/LOXL3/AGRN/LRRC3B/ADAMTS19/CDH13/FRAS1",144,"CC"
"Inhib.Chandelier","Inhib","GO:0098984","neuron to neuron synapse","169/3485","398/12776",0.424623115577889,1.5566671232778,6.90975239526449,2.47899410297360e-11,5.6603698684564e-09,4.99278110563807e-09,"ADGRA1/GRIN2C/ADGRB3/SLITRK5/NAPEPLD/CSMD2/IQSEC3/SIPA1L1/SEPTIN11/ITGB1/CACNG2/C1QL1/GRID1/GSG1L/CRHR1/DLGAP2/CACNG5/GRIN2B/SHANK2/ANKS1B/NECTIN1/NSF/CABP1/DLGAP3/GRIA1/SCN8A/TIAM1/GPHN/NSG2/LRRC4C/ADCY1/PPFIA2/SH3KBP1/CALB1/NCK2/PTPRS/PRICKLE1/ATP2B2/DTNBP1/KCNH1/ADCY8/PAK6/PCLO/DLG2/CDKL5/HOMER3/PLXNA4/INSYN2A/ATP1A1/INPP4A/DLGAP1/ATP1A3/MPDZ/SLC4A8/OPRD1/YWHAH/DRP2/CNKSR2/EIF3E/TANC1/FYN/PTK2B/FAM81A/GRIA4/ADGRB1/NPTN/EPHA4/GRIN2D/SLC8A3/GAP43/CADM1/ADD2/ELFN2/RTN4/SPOCK1/ERBB4/LNX1/TMEM240/ITPR1/RGS9/C1QL3/PDE10A/EGLN1/ADORA1/SPTBN1/PRR12/FABP5/RNF112/EEF2K/PENK/RYK/SLC6A9/SYN1/PRRT2/GRID2IP/HOMER2/RPL7/GIT1/ADRA2A/NRCAM/GRM7/SEMA4F/DISC1/RPLP0/DLG5/ALS2/SLITRK1/LZTS1/MAL2/SEMA4B/PRKAR1B/C1QL2/GOPC/GRIK3/GRIK4/ABL1/CTNND2/SH3GL3/PDLIM5/TSC2/SH2D5/DTNB/AKAP9/AGAP3/HIP1R/NTSR1/BACE1/LRRC7/PICK1/SYT9/DNM3/GRM1/CPEB1/PSD3/RTN1/SLC8A1/PAK3/VANGL2/PLEKHA5/PDE4B/GRIK2/RTN3/GRIK1/GRIN1/PTPRO/GRIN2A/PTPRT/GRIP2/EPS8/BAIAP2/NOS1/P2RX4/BAALC/EPHB2/DNAJC6/NETO1/WWC1/SAMD14/DCC/SORCS3/NLGN1/CACNA1C/SHISA6/DCLK1/LRFN2/PPP1R9A/ASIC2/LRFN5/CHRM2",169,"CC"
"Inhib.Chandelier","Inhib","GO:0032279","asymmetric synapse","155/3485","363/12776",0.426997245179063,1.56537067558327,6.69266102886135,1.02141035268924e-10,1.55636350181999e-08,1.37280468696838e-08,"ADGRA1/GRIN2C/ADGRB3/SLITRK5/CSMD2/IQSEC3/SIPA1L1/ITGB1/CACNG2/C1QL1/GRID1/GSG1L/CRHR1/DLGAP2/CACNG5/GRIN2B/SHANK2/ANKS1B/NSF/CABP1/DLGAP3/GRIA1/SCN8A/TIAM1/GPHN/NSG2/LRRC4C/ADCY1/PPFIA2/SH3KBP1/NCK2/PTPRS/PRICKLE1/ATP2B2/DTNBP1/KCNH1/ADCY8/PAK6/PCLO/DLG2/CDKL5/HOMER3/PLXNA4/INSYN2A/ATP1A1/INPP4A/DLGAP1/MPDZ/SLC4A8/OPRD1/YWHAH/DRP2/CNKSR2/EIF3E/TANC1/FYN/PTK2B/FAM81A/GRIA4/ADGRB1/NPTN/EPHA4/GRIN2D/SLC8A3/GAP43/CADM1/ADD2/ELFN2/RTN4/SPOCK1/ERBB4/TMEM240/ITPR1/RGS9/PDE10A/EGLN1/ADORA1/SPTBN1/PRR12/FABP5/RNF112/EEF2K/RYK/SLC6A9/SYN1/PRRT2/GRID2IP/HOMER2/RPL7/GIT1/ADRA2A/NRCAM/GRM7/SEMA4F/DISC1/RPLP0/DLG5/ALS2/SLITRK1/LZTS1/SEMA4B/C1QL2/GOPC/GRIK3/GRIK4/ABL1/CTNND2/SH3GL3/PDLIM5/TSC2/SH2D5/DTNB/AKAP9/AGAP3/HIP1R/LRRC7/PICK1/DNM3/GRM1/CPEB1/PSD3/RTN1/SLC8A1/PAK3/VANGL2/PLEKHA5/PDE4B/GRIK2/RTN3/GRIK1/GRIN1/PTPRO/GRIN2A/PTPRT/GRIP2/EPS8/BAIAP2/NOS1/P2RX4/BAALC/DNAJC6/NETO1/WWC1/SAMD14/DCC/SORCS3/NLGN1/CACNA1C/SHISA6/DCLK1/LRFN2/PPP1R9A/ASIC2/LRFN5/CHRM2",155,"CC"
"Inhib.Chandelier","Inhib","GO:0099572","postsynaptic specialization","160/3485","378/12776",0.423280423280423,1.55174481716806,6.66897304068412,1.13603175315328e-10,1.55636350181999e-08,1.37280468696838e-08,"ADGRA1/GRIN2C/ADGRB3/SLITRK5/CSMD2/DLGAP4/IQSEC3/SIPA1L1/SEPTIN11/CACNG2/GRID1/GSG1L/CRHR1/DLGAP2/CACNG5/GRIN2B/SHANK2/ANKS1B/NSF/CABP1/DLGAP3/GRIA1/SCN8A/TIAM1/GPHN/NSG2/LRRC4C/ADCY1/PPFIA2/SH3KBP1/NCK2/PTPRS/PRICKLE1/ATP2B2/DTNBP1/KCNH1/ADCY8/PAK6/HTR5A/PCLO/GABRG2/DLG2/CDKL5/HOMER3/INSYN2A/ATP1A1/INPP4A/DLGAP1/MPDZ/OPRD1/DRP2/CNKSR2/LRRTM1/EIF3E/TANC1/FYN/PTK2B/FAM81A/GRIA4/ADGRB1/NPTN/EPHA4/GRIN2D/KCNB1/SLC8A3/GAP43/CADM1/ADD2/ELFN2/RTN4/SPOCK1/ERBB4/TMEM240/ITPR1/RGS9/PDE10A/EGLN1/SPTBN1/PRR12/FABP5/RNF112/EEF2K/RYK/SLC6A9/SYN1/PRRT2/GRID2IP/HOMER2/RPL7/GIT1/ADRA2A/ERBIN/NRCAM/SLC12A5/SEMA4F/DISC1/GABRB3/RPLP0/DLG5/ALS2/SLITRK1/LZTS1/GABRA5/SEMA4B/LYN/GOPC/GRIK3/GRIK4/ABL1/CTNND2/SH3GL3/PDLIM5/TSC2/SH2D5/DTNB/AKAP9/AGAP3/HIP1R/LRRC7/PICK1/DNM3/GRM1/CPEB1/PSD3/RTN1/SLC8A1/PAK3/VANGL2/PLEKHA5/PDE4B/GRIK2/RTN3/GRIK1/GRIN1/PTPRO/GRIN2A/GABRA2/PTPRT/GRIP2/EPS8/BAIAP2/NOS1/P2RX4/BAALC/DNAJC6/NETO1/WWC1/SAMD14/DCC/SORCS3/NLGN1/CACNA1C/GABRA4/SHISA6/DCLK1/LRFN2/PPP1R9A/ASIC2/LRFN5/GABRB1",160,"CC"
"Inhib.Chandelier","Inhib","GO:0097060","synaptic membrane","167/3485","403/12776",0.41439205955335,1.51916010124924,6.48585060096777,3.2004576104365e-10,3.653855771915e-08,3.22291696208869e-08,"GRIN2C/CNTN5/ADGRB3/SLITRK5/KCNC1/NAPEPLD/CSMD2/IQSEC3/GNB5/ITGB1/CACNG2/ANK1/GRID1/GSG1L/CRHR1/CACNG5/GRIN2B/SHANK2/NECTIN1/HCN1/RALA/GABRD/CASK/GRIA1/SCN8A/TIAM1/PSEN2/GPHN/NSG2/LRRC4C/ADCY1/PPFIA2/SUSD4/PTPRS/ADAM11/ATP2B2/DTNBP1/KCNH1/ADCY8/HTR5A/GABRG2/DLG2/SYP/ADAM23/RIMS4/GABBR1/PCDH8/GABRG3/ZDHHC17/SLC4A8/OPRD1/CNKSR2/LRRTM1/ERC2/CHRNA5/GRIA4/NPTN/EPHA4/GRIN2D/KCNB1/MAGEE1/DGKB/ELFN2/ERBB4/TMEM240/RGS9/CHRM3/CPLX3/PDE10A/ADORA1/EXOC3/GLRA1/KCNJ2/ANK3/NCSTN/RYK/SLC6A9/PRRT2/CLMP/GRID2IP/ADRA2A/CHRM5/SYNJ1/NRCAM/PNOC/OTOF/SLC12A5/NTNG2/NRP2/GRM7/SEMA4F/GABRB3/SYAP1/SLC6A11/SLITRK1/NRXN1/GABRA5/SEMA4B/RIMS2/GRIK3/GRIK4/DRD1/NRXN2/ZNRF2/KCNC4/ANK2/AKAP9/EGFR/F2R/HIP1R/DDN/SCN2A/UNC13C/APBA1/LRRC7/PICK1/DNM3/GRM1/CACNA2D1/SNCAIP/PICALM/VANGL2/GLRA3/GRIK2/ATP2B4/SLC1A2/GRIK1/GRIN1/PTPRO/TACR1/NCAM2/GRIN2A/GABRA2/PTPRT/GRIP2/BAIAP2/P2RX4/EPHB2/OPRK1/ZC4H2/DNAJC6/SEMA4D/NETO1/ABCC8/DCC/GABRA3/CACNA2D3/SORCS3/NLGN1/CNTN6/GABRG1/CACNA1C/GABRA4/SHISA6/ITSN2/PCDH17/KCTD12/LRFN2/ASIC2/HTR2A/CDH8/KCTD8/LRFN5/CHRM2/RPH3A/GABRB1/GAD2",167,"CC"
"Inhib.Chandelier","Inhib","GO:0043235","receptor complex","120/3485","269/12776",0.446096654275093,1.6353890545247,6.45044846550393,5.55978223128697e-10,5.44064404061653e-08,4.79896992595296e-08,"GRIN2C/SLITRK5/ITGB1/CACNG2/GRID1/GFRA1/CACNG5/SDCBP/GRIN2B/GHR/GABRD/RET/APP/GRIA1/TFRC/GPR156/BMP2/ITGA6/BMAL1/GABRG2/GABBR1/ALCAM/PLXNA4/GABRG3/ITGAV/NTRK3/BMPR1A/ALK/NOTCH2/OLFM2/GPR61/CHRNA5/PTK2B/GRIA4/GRIN2D/ERBB4/MET/IFNLR1/TEK/AIP/TYRO3/PDGFRB/RYK/PRLR/ITGAE/ADRA2A/IKBKB/NR3C2/FLT3/NRP2/GRM7/IL6ST/GABRB3/TRPC1/LRP2/PTPRB/GPR63/ROR2/CSF2RA/AHRR/GABRA5/IL13RA1/CD247/TRAF3/VIPR1/LYN/ACVR1C/GRIK3/GRIK4/DRD1/TRBC2/PPARG/LRP5/FLT1/ACVR1/CD36/APBB1IP/ERBB3/EGFR/CUBN/ADGRV1/TNFRSF1A/MCOLN1/HTR2C/TFR2/LRP1B/GRM1/JAK2/ACVR2A/GRIK2/FGFR2/GRIK1/GRIN1/FLNA/FGFR1/GRIN2A/PEX5L/LEPR/GABRA2/EPS8/LY96/NT5DC3/IL12RB2/BMAL2/SEMA4D/ITGA9/GABRA3/NLGN1/INSR/ROR1/GABRG1/GABRA4/SHISA6/ITGB5/KCTD12/ARNT2/TGFBR3/HTR2A/KCTD8/GABRB1",120,"CC"
"Inhib.Chandelier","Inhib","GO:0014069","postsynaptic density","146/3485","348/12776",0.419540229885057,1.53803327891291,6.23230579215475,1.5561947244707e-09,1.33249173282804e-07,1.17533654190287e-07,"ADGRA1/GRIN2C/ADGRB3/SLITRK5/CSMD2/IQSEC3/SIPA1L1/CACNG2/GRID1/GSG1L/CRHR1/DLGAP2/CACNG5/GRIN2B/SHANK2/ANKS1B/NSF/CABP1/DLGAP3/GRIA1/SCN8A/TIAM1/GPHN/NSG2/LRRC4C/ADCY1/PPFIA2/SH3KBP1/NCK2/PTPRS/PRICKLE1/ATP2B2/DTNBP1/KCNH1/ADCY8/PAK6/PCLO/DLG2/CDKL5/HOMER3/INSYN2A/ATP1A1/INPP4A/DLGAP1/MPDZ/OPRD1/DRP2/CNKSR2/EIF3E/TANC1/FYN/PTK2B/FAM81A/GRIA4/ADGRB1/NPTN/EPHA4/GRIN2D/SLC8A3/GAP43/CADM1/ADD2/ELFN2/RTN4/SPOCK1/ERBB4/TMEM240/ITPR1/RGS9/PDE10A/EGLN1/SPTBN1/PRR12/FABP5/RNF112/EEF2K/RYK/SLC6A9/SYN1/PRRT2/GRID2IP/HOMER2/RPL7/GIT1/ADRA2A/NRCAM/SEMA4F/DISC1/RPLP0/DLG5/ALS2/SLITRK1/LZTS1/SEMA4B/GOPC/GRIK3/GRIK4/ABL1/CTNND2/SH3GL3/PDLIM5/TSC2/SH2D5/DTNB/AKAP9/AGAP3/HIP1R/LRRC7/PICK1/DNM3/GRM1/CPEB1/PSD3/RTN1/SLC8A1/PAK3/VANGL2/PLEKHA5/PDE4B/GRIK2/RTN3/GRIK1/GRIN1/PTPRO/GRIN2A/PTPRT/GRIP2/EPS8/BAIAP2/NOS1/P2RX4/BAALC/DNAJC6/NETO1/WWC1/SAMD14/DCC/SORCS3/NLGN1/CACNA1C/SHISA6/DCLK1/LRFN2/PPP1R9A/ASIC2/LRFN5",146,"CC"
"Inhib.Chandelier","Inhib","GO:0062023","collagen-containing extracellular matrix","112/3485","251/12776",0.446215139442231,1.63582342080744,6.23067545690256,2.04533935273099e-09,1.55673050735636e-07,1.37312840756443e-07,"ADAMTS5/COL15A1/COL5A3/COL5A1/SERPINB9/SFRP2/NPNT/COLEC12/ANXA2/CTSC/MATN2/EDIL3/CASK/ANXA5/SPARCL1/COL4A1/ADAM11/ANGPTL1/HTRA1/COL12A1/SHH/ANGPT2/COL6A1/COL4A2/COL21A1/ADAMTS15/ABI3BP/COL11A1/MXRA7/ADAMTS8/EYS/ADAMTS1/SPOCK1/SERPINB1/AGT/HAPLN4/ADAMTS2/COL4A4/SEMA3B/CSTB/TNR/NID2/USH2A/LOX/CTHRC1/ELN/CTSS/LTBP1/THBS4/ERBIN/COL4A3/HAPLN1/S100A10/BCAM/NID1/THBS2/GDF10/FBN1/FBLN5/SULF1/ITIH4/COL7A1/F3/COL24A1/NTN4/COCH/COL19A1/ANXA4/COL5A2/LOXL1/EGFL7/EFEMP1/SDC3/A2M/EFEMP2/PODN/TIMP2/MEGF9/FREM2/DCN/LTBP3/COL25A1/TNXB/LGALS1/EFNA5/WNT5A/SERPING1/SERPINE2/COL23A1/SFRP1/VWA1/PTPRZ1/ADAMTS9/S100A6/PLOD1/GPC3/ANGPT1/VCAN/FGFR2/FREM1/NAV2/MMP28/LTBP4/SPON1/ADAMTS10/ADAMTS20/FBN2/SPARC/LOXL3/AGRN/CDH13/FRAS1",112,"CC"
"Inhib.Chandelier","Inhib","GO:0042734","presynaptic membrane","76/3485","160/12776",0.475,1.74134863701578,5.77926035984792,3.25210497538798e-08,2.21181075872643e-06,1.95094794546134e-06,"CNTN5/KCNC1/NAPEPLD/GNB5/NECTIN1/HCN1/CASK/GRIA1/SCN8A/PSEN2/PPFIA2/PTPRS/ADAM11/ATP2B2/KCNH1/ADCY8/SYP/ADAM23/GABBR1/PCDH8/ZDHHC17/SLC4A8/OPRD1/ERC2/NPTN/EPHA4/GRIN2D/ERBB4/RGS9/CPLX3/ADORA1/EXOC3/NCSTN/RYK/SLC6A9/PRRT2/ADRA2A/OTOF/NTNG2/SYAP1/SLC6A11/NRXN1/GABRA5/RIMS2/GRIK3/GRIK4/DRD1/NRXN2/ZNRF2/KCNC4/SCN2A/UNC13C/APBA1/PICK1/CACNA2D1/SNCAIP/PICALM/GRIK2/ATP2B4/SLC1A2/GRIK1/GRIN2A/EPHB2/OPRK1/DNAJC6/ABCC8/CACNA2D3/CNTN6/ITSN2/PCDH17/KCTD12/HTR2A/KCTD8/CHRM2/GABRB1/GAD2",76,"CC"
