Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to7,Feature log2 fold change topic 3to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000182600,SNORC,146,0.22865,71,-0.9098,41,-2.4835,225,0.96245,495,2.60115
ENSG00000066248,NGEF,146,1.38542,11,-2.6064,76,0.51193,20,-1.8076,34,-1.0048
ENSG00000077044,DGKD,146,2.81087,20,-0.8687,23,-1.0995,7,-2.3391,23,-0.6010
ENSG00000188042,ARL4C,146,1.66655,28,-1.0950,59,0.12217,23,-1.3986,20,-1.6225
ENSG00000157985,AGAP1,146,0.66985,21,-2.3399,91,-0.2193,117,0.28836,141,0.60569
ENSG00000132321,IQCA1,146,2.28885,8,-2.4890,31,-0.9033,41,-0.0776,35,-0.2940
ENSG00000198612,COPS8,146,0.43861,69,-0.7653,124,0.34536,50,-1.2467,124,0.16577
ENSG00000124831,LRRFIP1,146,1.13117,224,1.96618,53,-0.9770,23,-1.7892,22,-1.8454
ENSG00000132329,RAMP1,146,-0.4698,459,1.48405,142,-0.8895,151,-0.4176,300,0.70906
ENSG00000184182,UBE2F,146,1.64968,17,-1.8307,51,-0.3727,36,-0.7159,63,0.15826
ENSG00000132323,ILKAP,146,1.73979,50,-0.1497,47,-0.4598,36,-0.6676,27,-1.0991
ENSG00000144485,HES6,146,1.19046,11,-2.8496,65,-0.3319,71,-0.0517,102,0.55445
ENSG00000204104,TRAF3IP1,146,2.59995,25,-0.6198,24,-1.1862,37,-0.0348,10,-1.9969
ENSG00000065802,ASB1,146,2.09030,46,-0.0046,31,-1.0535,30,-0.6903,39,-0.2678
ENSG00000068024,HDAC4,146,2.74530,12,-1.6776,27,-0.7419,22,-0.7138,2,-3.9772
ENSG00000130414,NDUFA10,146,-0.1218,92,-0.8444,199,0.89998,104,-0.6595,83,-1.0055
ENSG00000172428,COPS9,146,-1.9828,442,-0.2968,605,0.45568,461,-0.2298,714,0.48717
ENSG00000063660,GPC1,146,0.11881,124,-0.1494,147,0.26052,58,-1.3261,162,0.28453
ENSG00000188542,DUSP28,146,2.76527,0,-5.9785,22,-1.1542,15,-1.2565,41,0.24788
ENSG00000130294,KIF1A,146,-1.6485,82,-2.5087,556,1.08418,485,0.21671,334,-0.3863
ENSG00000122085,MTERF4,146,2.01032,66,0.52463,26,-1.5232,17,-1.6000,74,0.71226
ENSG00000115685,PPP1R7,146,0.64474,55,-0.9362,113,0.46848,81,-0.3232,45,-1.2260
ENSG00000115677,HDLBP,146,0.07893,165,0.27528,144,0.10653,127,-0.1472,96,-0.5866
ENSG00000168385,SEPTIN2,146,-0.0216,173,0.25208,90,-1.3017,208,0.56244,359,1.55411
ENSG00000115694,STK25,146,0.16930,106,-0.3442,152,0.49850,74,-0.9085,102,-0.4055
ENSG00000176720,BOK,146,1.53782,43,-0.5385,29,-1.7710,192,2.10417,20,-1.7089
ENSG00000176946,THAP4,146,2.21970,42,-0.0709,37,-0.5180,14,-1.7666,9,-2.3360
ENSG00000168397,ATG4B,146,1.41459,41,-0.7055,56,-0.4511,21,-1.7118,96,0.65532
ENSG00000168395,ING5,146,2.35300,38,-0.1267,30,-0.8552,13,-1.7622,23,-0.8852
ENSG00000180902,D2HGDH,146,2.19890,31,-0.5584,32,-0.8919,24,-0.9196,37,-0.2918
ENSG00000188011,RTP5,146,2.50648,0,-5.8955,34,-0.4006,1,-4.6414,32,-0.3159
ENSG00000134121,CHL1,146,0.29690,1,-6.3453,158,1.02198,35,-1.9003,127,0.06385
ENSG00000113851,CRBN,146,1.70057,40,-0.5288,50,-0.3569,53,-0.0736,15,-1.9532
ENSG00000150995,ITPR1,146,1.41765,38,-0.8260,69,0.23577,7,-3.2899,44,-0.6096
ENSG00000134107,BHLHE40,146,1.09051,298,2.57776,30,-2.1494,7,-3.5615,92,0.28451
ENSG00000134108,ARL8B,146,0.15603,103,-0.4064,169,0.92765,50,-1.4953,54,-1.4018
ENSG00000196277,GRM7,146,2.76105,0,-5.9896,34,-0.1041,0,-7.7024,0,-6.8479
ENSG00000196220,SRGAP3,146,1.52472,8,-3.0213,66,0.24457,15,-2.1063,52,-0.2489
ENSG00000168137,SETD5,146,2.61485,47,0.37474,25,-1.0362,14,-1.4940,1,-4.4482
ENSG00000156959,LHFPL4,146,2.71211,11,-1.8085,33,-0.2529,0,-5.7881,0,-6.8743
ENSG00000134072,CAMK1,146,1.43211,82,0.40169,65,0.06356,17,-2.0189,5,-3.6709
ENSG00000171148,TADA3,146,0.72468,103,0.12673,99,0.13903,67,-0.5537,43,-1.2169
ENSG00000241553,ARPC4,146,-0.4136,169,-0.1845,210,0.35319,147,-0.4079,195,0.04336
ENSG00000156990,RPUSD3,146,2.38437,12,-1.8210,39,-0.1143,12,-1.8921,0,-5.6760
ENSG00000171135,JAGN1,146,2.10977,63,0.52799,30,-1.1583,24,-1.0255,33,-0.5235
ENSG00000163703,CRELD1,146,1.30933,69,0.00359,66,-0.1262,6,-3.5715,66,-0.0479
ENSG00000163704,PRRT3,146,2.08160,0,-6.3950,51,0.30055,14,-1.8075,5,-3.3884
ENSG00000125037,EMC3,146,1.19104,63,-0.2295,73,0.01987,26,-1.5542,54,-0.4876
ENSG00000254999,BRK1,146,-0.2605,265,0.71854,186,0.25466,79,-1.2228,132,-0.4194
ENSG00000157014,TATDN2,146,1.94578,47,-0.0885,40,-0.6506,41,-0.3027,15,-1.8080
ENSG00000157020,SEC13,146,1.72972,48,-0.2307,38,-0.9892,22,-1.3923,89,0.80073
ENSG00000157087,ATP2B2,146,-0.0985,28,-2.5928,227,1.75499,20,-3.0737,73,-1.1844
ENSG00000157103,SLC6A1,146,-0.5122,68,-1.6885,193,-0.1449,79,-1.4558,561,1.83133
ENSG00000144560,VGLL4,146,2.00238,42,-0.2217,40,-0.5647,47,-0.0436,1,-5.2346
ENSG00000157152,SYN2,146,-1.6060,0,-8.8655,689,3.32556,75,-2.5993,52,-3.1399
ENSG00000132155,RAF1,146,2.13180,62,0.51031,27,-1.3708,4,-3.5405,65,0.59115
ENSG00000144713,RPL32,146,-3.6175,3174,1.15638,1216,-0.8023,3085,1.10424,2078,0.41297
ENSG00000144711,IQSEC1,146,-0.2172,165,-0.0276,199,0.64214,80,-1.1567,120,-0.5338
ENSG00000163517,HDAC11,146,1.05396,38,-1.1183,68,-0.4155,118,0.67042,63,-0.3416
ENSG00000170860,LSM3,146,0.76536,92,-0.0058,91,-0.0409,72,-0.4000,66,-0.5436
ENSG00000225733,FGD5-AS1,146,0.47412,80,-0.4927,88,-0.6374,159,0.61183,163,0.65584
ENSG00000177463,NR2C2,146,2.36157,23,-0.9337,31,-0.7742,18,-1.3051,28,-0.5825
ENSG00000131368,MRPS25,146,1.33388,21,-1.7839,77,0.44207,37,-0.9399,21,-1.7928
ENSG00000131381,RBSN,146,1.69268,27,-1.1071,57,0.06531,38,-0.6342,8,-2.9303
ENSG00000131370,SH3BP5,146,1.16209,105,0.58301,72,-0.0945,28,-1.4924,28,-1.5171
ENSG00000144597,EAF1,146,2.47791,1,-4.9118,28,-0.9344,17,-1.2904,50,0.39675
ENSG00000206560,ANKRD28,146,2.40751,15,-1.4708,23,-1.4464,29,-0.5305,60,0.65036
ENSG00000154813,DPH3,146,2.56067,48,0.38565,20,-1.6052,28,-0.5036,21,-0.8960
ENSG00000154822,PLCL2,146,2.86382,23,-0.6025,24,-0.9079,8,-2.1488,6,-2.5945
ENSG00000131374,TBC1D5,146,1.69153,15,-1.9635,39,-0.9655,80,0.57959,68,0.30344
ENSG00000182568,SATB1,146,0.80024,19,-2.3728,102,0.42478,34,-1.5032,105,0.24287
ENSG00000144566,RAB5A,146,0.51742,65,-0.7871,109,0.04529,68,-0.7147,141,0.45886
ENSG00000114166,KAT2B,146,1.82521,29,-0.9523,28,-1.5368,40,-0.4500,118,1.39513
ENSG00000151789,ZNF385D,146,2.90720,2,-4.0341,25,-0.7562,10,-1.7719,14,-1.3129
ENSG00000182247,UBE2E2,146,1.41511,35,-0.9781,75,0.53823,20,-1.8221,6,-3.4396
ENSG00000170142,UBE2E1,146,1.24329,62,-0.2114,51,-0.9250,55,-0.4037,122,0.91647
ENSG00000197885,NKIRAS1,146,2.03077,1,-5.5648,52,0.26128,21,-1.2871,4,-3.5113
ENSG00000174748,RPL15,146,-2.7948,1865,1.21443,805,-0.4064,1084,0.26658,1173,0.39777
ENSG00000174738,NR1D2,146,2.49231,2,-4.4078,32,-0.5814,23,-0.7897,20,-1.0045
ENSG00000151090,THRB,146,1.44890,35,-0.9485,75,0.57573,17,-2.0368,2,-4.8025
ENSG00000077097,TOP2B,146,0.88988,56,-0.6811,78,-0.3073,61,-0.5483,123,0.58981
ENSG00000033867,SLC4A7,146,2.89613,27,-0.3160,19,-1.3845,30,-0.1836,1,-5.0158
ENSG00000187118,CMC1,146,2.47982,16,-1.4076,33,-0.4949,8,-2.4421,18,-1.1989
ENSG00000163512,AZI2,146,1.73679,14,-2.0472,55,0.00469,39,-0.5335,20,-1.5587
ENSG00000163527,STT3B,146,1.89996,21,-1.3467,48,-0.2016,29,-0.8650,23,-1.2480
ENSG00000152642,GPD1L,146,1.67392,58,0.02244,55,-0.1166,23,-1.3858,10,-2.5395
ENSG00000144635,DYNC1LI1,146,2.07538,7,-2.7358,52,0.34651,8,-2.6928,1,-5.0471
ENSG00000170275,CRTAP,146,0.79384,286,2.08767,36,-2.1556,101,0.16715,109,0.29229
ENSG00000153558,FBXL2,146,2.57294,0,-6.0942,35,-0.2693,3,-3.5835,17,-1.1823
ENSG00000153560,UBP1,146,1.96477,27,-0.9310,47,-0.1637,24,-1.1273,13,-2.0635
ENSG00000163539,CLASP2,146,0.10310,12,-3.6581,171,0.84318,116,-0.2734,107,-0.4005
ENSG00000170248,PDCD6IP,146,1.72970,39,-0.5603,57,0.10338,21,-1.5059,6,-3.1960
ENSG00000172995,ARPP21,146,1.45197,0,-6.8390,82,1.02511,14,-2.2473,0,-7.6963
ENSG00000178567,EPM2AIP1,146,1.58049,31,-0.9957,52,-0.3734,29,-1.0987,66,0.16186
ENSG00000093167,LRRFIP2,146,2.37917,46,0.19961,21,-1.6029,16,-1.4280,53,0.43427
ENSG00000144674,GOLGA4,146,1.13454,193,1.66277,38,-1.6643,93,0.34848,55,-0.5044
ENSG00000144677,CTDSPL,146,2.43553,73,1.02682,25,-1.2426,4,-3.2306,12,-1.7936
ENSG00000060971,ACAA1,146,1.04706,69,-0.2109,63,-0.6383,70,-0.1958,109,0.53651
ENSG00000114742,WDR48,146,1.86577,19,-1.5137,48,-0.2110,30,-0.8637,28,-0.9294
ENSG00000168329,CX3CR1,146,2.28519,13,-1.7907,21,-1.7227,110,1.67267,10,-2.1775
ENSG00000144659,SLC25A38,146,2.59186,0,-6.0833,25,-1.0402,15,-1.3951,49,0.44019
ENSG00000168028,RPSA,146,-2.2097,1124,1.01278,455,-0.8611,1089,0.95651,945,0.70647
ENSG00000168314,MOBP,146,-1.1699,6,-5.8198,36,-4.1710,2214,4.94468,241,-0.4009
ENSG00000170011,MYRIP,146,1.82901,15,-1.9130,49,-0.2197,53,0.00667,14,-1.9624
ENSG00000114784,EIF1B,146,0.14712,70,-1.0065,151,0.43970,43,-1.7423,186,0.55139
ENSG00000188846,RPL14,146,-2.1910,1526,1.61569,500,-0.5868,577,-0.0943,756,0.34906
ENSG00000168036,CTNNB1,146,-0.5251,269,0.45947,199,-0.0753,228,0.18439,195,-0.0699
ENSG00000182606,TRAK1,146,1.55722,60,-0.0145,61,0.02328,6,-3.4277,27,-1.2499
ENSG00000187094,CCK,146,-2.2366,184,-1.8959,733,0.54227,32,-4.4207,1650,1.71127
ENSG00000093183,SEC22C,146,2.05905,42,-0.2002,34,-0.9016,20,-1.2933,47,-0.0165
ENSG00000008324,SS18L2,146,2.11261,23,-1.0413,34,-0.8423,15,-1.6874,60,0.42489
ENSG00000114857,NKTR,146,2.27486,40,-0.0935,23,-1.5133,59,0.53546,23,-0.9620
ENSG00000114853,ZBTB47,146,0.85568,150,0.90102,51,-1.3734,78,-0.1875,160,1.01737
ENSG00000010282,HHATL,146,1.56735,0,-6.7538,48,-0.6475,84,0.56219,70,0.24343
ENSG00000181061,HIGD1A,146,-0.7143,86,-1.5189,296,1.00723,170,-0.4807,186,-0.3397
ENSG00000144647,POMGNT2,146,1.90238,26,-1.0437,45,-0.3514,5,-3.4542,54,0.10084
ENSG00000163788,SNRK,146,2.11747,52,0.19189,37,-0.5863,2,-4.2699,26,-0.9033
ENSG00000163807,KIAA1143,146,2.30298,13,-1.7604,37,-0.3778,13,-1.8348,22,-1.0021
ENSG00000169964,TMEM42,146,2.58248,16,-1.2866,29,-0.7481,11,-1.8120,21,-0.9175
ENSG00000163812,ZDHHC3,146,2.39520,53,0.42443,27,-1.0868,27,-0.6672,5,-2.9239
ENSG00000075914,EXOSC7,146,2.30128,72,0.89004,29,-0.9795,15,-1.5389,0,-6.4142
ENSG00000249992,TMEM158,146,1.14792,4,-4.2046,103,1.34725,0,-6.4210,9,-3.1263
ENSG00000211456,SACM1L,146,1.78410,39,-0.5160,49,-0.2511,16,-1.8667,35,-0.6608
ENSG00000163818,LZTFL1,146,2.88148,0,-5.9254,27,-0.5978,19,-0.8531,0,-6.4547
ENSG00000160799,CCDC12,146,1.81286,66,0.36378,42,-0.6867,26,-1.1194,31,-0.8522
ENSG00000181555,SETD2,146,2.76084,22,-0.7189,23,-1.0682,18,-1.0224,12,-1.6111
ENSG00000088727,KIF9,146,2.59970,21,-0.8984,23,-1.2623,2,-3.9414,52,0.55805
ENSG00000114648,KLHL18,146,2.53699,45,0.26702,24,-1.2050,11,-1.9256,22,-0.8375
ENSG00000076201,PTPN23,146,2.01361,36,-0.4415,44,-0.3049,22,-1.1744,10,-2.2931
ENSG00000114650,SCAP,146,1.46017,98,0.72438,55,-0.4182,23,-1.5570,28,-1.2829
ENSG00000163832,ELP6,146,2.33051,62,0.63997,27,-1.1763,15,-1.5858,20,-1.1072
ENSG00000114646,CSPG5,146,0.06034,10,-3.9260,123,-0.4072,60,-1.3335,438,2.06903
ENSG00000173473,SMARCC1,146,2.04889,53,0.17602,18,-2.2203,104,1.35600,35,-0.4957
ENSG00000132153,DHX30,146,0.54313,141,0.47769,100,-0.1672,60,-0.8738,102,-0.0606
ENSG00000047849,MAP4,146,-1.1498,421,0.53028,256,-0.5155,661,1.33912,239,-0.3918
ENSG00000164050,PLXNB1,146,0.41853,162,0.59495,71,-1.2153,134,0.27463,222,1.14642
ENSG00000232112,TMA7,146,-1.8933,484,-0.0545,521,0.13501,451,-0.1672,817,0.82522
ENSG00000164054,SHISA5,146,0.50506,228,1.29578,103,-0.1343,35,-1.7434,44,-1.3720
ENSG00000010256,UQCRC1,146,-0.6052,291,0.50636,252,0.59467,112,-1.0223,119,-0.9288
ENSG00000213672,NCKIPSD,146,1.51941,68,0.17888,59,-0.1143,32,-1.0116,9,-2.7743
ENSG00000068745,IP6K2,146,1.74043,28,-1.0688,50,-0.2974,16,-1.8615,55,0.00786
ENSG00000114302,PRKAR2A,146,2.13448,36,-0.3515,34,-0.7836,15,-1.6475,40,-0.2125
ENSG00000177479,ARIH2,146,2.19886,37,-0.2823,25,-1.4133,24,-0.9343,64,0.62227
ENSG00000178467,P4HTM,146,0.82004,56,-0.7384,99,0.34703,17,-2.5352,93,0.04906
ENSG00000178252,WDR6,146,1.09261,37,-1.1486,66,-0.4763,78,0.01094,105,0.50914
ENSG00000178149,DALRD3,146,3.00802,28,-0.2064,20,-1.1973,13,-1.3452,0,-6.7185
ENSG00000178057,NDUFAF3,146,0.24976,192,0.70840,110,-0.4015,65,-1.0198,177,0.57233
ENSG00000178035,IMPDH2,146,1.03816,164,1.24441,58,-0.8788,49,-0.7696,67,-0.2642
ENSG00000198218,QRICH1,146,2.12350,35,-0.4253,31,-1.0586,15,-1.6664,62,0.48956
ENSG00000172053,QARS,146,1.90374,57,0.19852,36,-0.9117,20,-1.4085,51,0.00890
ENSG00000172037,LAMB2,146,0.64143,615,4.11015,9,-4.4949,7,-3.9003,83,-0.2927
ENSG00000114316,USP4,146,1.85743,119,1.43816,25,-1.7776,10,-2.3896,68,0.43747
ENSG00000067560,RHOA,146,-1.2006,710,1.41084,235,-0.8300,340,0.11887,474,0.67735
ENSG00000145022,TCTA,146,1.98586,26,-0.9979,41,-0.5179,13,-1.9618,49,0.02388
ENSG00000145029,NICN1,146,2.11024,15,-1.7019,47,0.05888,19,-1.3760,0,-7.0867
ENSG00000173402,DAG1,146,1.10789,92,0.30669,49,-1.1859,15,-2.4355,191,1.61356
ENSG00000164061,BSN,146,0.04838,23,-2.7177,210,1.85105,20,-2.9336,41,-1.9052
ENSG00000164062,APEH,146,1.23021,49,-0.6056,70,-0.0527,25,-1.6164,72,0.00790
ENSG00000176095,IP6K1,146,0.92082,5,-4.0918,103,0.72503,33,-1.4707,64,-0.4404
ENSG00000164076,CAMKV,146,-0.7121,57,-2.1259,349,2.10482,90,-1.4590,30,-3.0770
ENSG00000164077,MON1A,146,2.33416,13,-1.7284,37,-0.3287,4,-3.2380,24,-0.8433
ENSG00000004534,RBM6,146,1.82783,56,0.09498,34,-1.1141,57,0.12386,42,-0.3571
ENSG00000003756,RBM5,146,1.46102,41,-0.6906,53,-0.5159,37,-0.8232,80,0.37717
ENSG00000114353,GNAI2,146,-0.7508,574,1.56773,141,-1.3234,299,0.39064,396,0.87587
ENSG00000012171,SEMA3B,146,0.93208,105,0.36811,20,-3.0203,212,1.62870,195,1.46255
ENSG00000068001,HYAL2,146,0.41497,727,4.27513,16,-3.8867,10,-3.5865,63,-0.9364
ENSG00000114383,TUSC2,146,0.65961,67,-0.5983,120,0.74383,34,-1.6205,38,-1.4743
ENSG00000126062,TMEM115,146,2.11499,61,0.46950,29,-1.2008,3,-3.7847,58,0.38065
ENSG00000088543,C3orf18,146,2.31869,58,0.52347,23,-1.5139,13,-1.7201,46,0.16093
ENSG00000088538,DOCK3,146,1.01355,16,-2.4451,105,1.07175,17,-2.3338,20,-2.1424
ENSG00000145050,MANF,146,2.43333,72,0.98740,25,-1.2120,7,-2.6008,10,-2.1343
ENSG00000259956,RBM15B,146,2.35896,47,0.21996,32,-0.6833,16,-1.4559,0,-7.0729
ENSG00000164081,TEX264,146,1.63242,44,-0.4277,38,-1.1033,31,-0.9708,109,1.07028
ENSG00000090097,PCBP4,146,1.39228,16,-2.1181,29,-1.9116,97,0.65529,184,1.85306
ENSG00000248487,ABHD14A,146,0.97986,66,-0.3552,86,0.14674,29,-1.5820,68,-0.2922
ENSG00000162244,RPL29,146,-2.7795,2416,1.73751,670,-0.8561,1161,0.39865,1133,0.35674
ENSG00000023330,ALAS1,146,2.30621,6,-2.8006,40,-0.1621,8,-2.3883,18,-1.2676
ENSG00000247596,TWF2,146,1.62238,69,0.28561,51,-0.3994,16,-1.9644,38,-0.6820
ENSG00000164091,WDR82,146,0.29894,48,-1.4456,159,1.07813,65,-0.9815,41,-1.6583
ENSG00000163930,BAP1,146,0.47095,117,0.10284,115,0.15908,60,-0.9384,89,-0.3350
ENSG00000010322,NISCH,146,-0.2514,142,-0.2940,214,0.86248,72,-1.3533,110,-0.7017
ENSG00000010327,STAB1,146,1.16518,382,3.41015,7,-4.4094,24,-1.7500,79,0.11275
ENSG00000168268,NT5DC2,146,1.48686,187,1.98192,29,-1.8247,16,-2.0442,67,0.12221
ENSG00000168273,SMIM4,146,1.51759,155,1.62790,38,-1.2391,32,-0.9915,29,-1.1761
ENSG00000163939,PBRM1,146,2.38594,46,0.20451,29,-0.9333,12,-1.8664,18,-1.2427
ENSG00000163938,GNL3,146,2.37441,24,-0.8033,34,-0.5636,27,-0.6606,3,-3.8814
ENSG00000016864,GLT8D1,146,2.62943,13,-1.5421,21,-1.4270,0,-5.7145,68,1.02684
ENSG00000114902,SPCS1,146,0.31013,67,-0.9375,115,-0.1700,74,-0.7792,230,1.09173
ENSG00000272573,MUSTN1,146,-0.1169,1208,5.50877,4,-6.3440,5,-4.9907,38,-2.1701
ENSG00000163932,PRKCD,146,2.50230,23,-0.8222,30,-0.7093,24,-0.7242,5,-2.9644
ENSG00000163931,TKT,146,0.50113,72,-0.6500,110,0.05412,90,-0.2965,115,0.10806
ENSG00000113811,SELENOK,146,0.55620,105,0.00623,78,-0.8099,93,-0.1912,206,1.15967
ENSG00000187672,ERC2,146,1.08950,0,-7.1172,104,1.23329,26,-1.6554,3,-4.7237
ENSG00000163947,ARHGEF3,146,2.32950,2,-4.4258,36,-0.4389,4,-3.5227,44,0.09608
ENSG00000157500,APPL1,146,1.77691,42,-0.3877,51,-0.1718,30,-0.9188,12,-2.2919
ENSG00000168374,ARF4,146,1.31231,112,0.82256,55,-0.6305,27,-1.4275,56,-0.3213
ENSG00000163681,SLMAP,146,1.85787,130,1.60998,29,-1.4488,24,-1.1874,21,-1.3773
ENSG00000163686,ABHD6,146,1.73339,31,-0.8940,54,-0.0693,10,-2.5303,39,-0.5524
ENSG00000168297,PXK,146,1.84300,0,-6.5578,28,-1.5577,159,2.01949,25,-1.1117
ENSG00000168291,PDHB,146,0.87758,54,-0.7552,86,-0.0469,31,-1.5664,122,0.56730
ENSG00000168301,KCTD6,146,2.51616,1,-4.4563,29,-0.8095,10,-2.0012,46,0.26797
ENSG00000168309,FAM107A,146,-2.0426,792,0.59498,430,-0.7195,900,0.81762,995,0.99700
ENSG00000144724,PTPRG,146,1.92825,93,1.04478,39,-0.6787,14,-1.9696,1,-5.2841
ENSG00000114405,C3orf14,146,1.26143,0,-6.9833,88,0.87513,25,-1.6064,20,-1.8861
ENSG00000163618,CADPS,146,0.71289,0,-6.9401,134,1.48353,22,-2.2551,22,-2.2348
ENSG00000163630,SYNPR,146,0.28411,17,-2.9406,167,1.27676,73,-0.8207,37,-1.8281
ENSG00000163634,THOC7,146,0.85153,29,-1.6945,111,0.90713,29,-1.6871,32,-1.5685
ENSG00000163636,PSMD6,146,1.78107,11,-2.3449,53,-0.0207,21,-1.4734,39,-0.5157
ENSG00000163637,PRICKLE2,146,1.31632,20,-1.8605,76,0.39901,24,-1.6102,41,-0.7857
ENSG00000151276,MAGI1,146,1.76298,30,-0.9354,59,0.26976,16,-1.8629,3,-4.2712
ENSG00000144741,SLC25A26,146,2.11903,38,-0.2882,36,-0.6926,29,-0.6910,19,-1.3334
ENSG00000144749,LRIG1,146,0.87954,50,-0.8747,33,-2.1966,45,-1.0263,374,2.86791
ENSG00000183662,TAFA1,146,2.46465,0,-6.1580,42,0.19408,0,-7.8839,0,-7.0157
ENSG00000144747,TMF1,146,2.45811,35,-0.2016,25,-1.1705,20,-1.0507,29,-0.5073
ENSG00000144744,UBA3,146,2.05853,31,-0.6766,35,-0.8424,34,-0.5276,40,-0.2601
ENSG00000144746,ARL6IP5,146,0.13111,130,-0.0552,152,0.41131,69,-1.0558,111,-0.3187
ENSG00000114861,FOXP1,146,1.77764,106,1.16138,40,-0.8303,28,-1.0016,4,-3.6381
ENSG00000163412,EIF4E3,146,2.03832,8,-2.7301,44,-0.2247,53,0.18476,0,-6.9445
ENSG00000170837,GPR27,146,2.27867,0,-6.2706,30,-0.9346,52,0.31889,35,-0.3281
ENSG00000163602,RYBP,146,2.23380,37,-0.2733,26,-1.3042,46,0.07422,33,-0.4535
ENSG00000163605,PPP4R2,146,2.23166,20,-1.2236,28,-1.1629,34,-0.3804,52,0.30048
ENSG00000185008,ROBO2,146,2.14284,0,-6.3552,49,0.26826,5,-3.2456,11,-2.0698
ENSG00000175161,CADM2,146,-0.4079,57,-1.8387,261,1.39002,67,-1.5967,126,-0.6389
ENSG00000083937,CHMP2B,146,1.77794,50,-0.1070,44,-0.5734,22,-1.3775,45,-0.2767
ENSG00000163320,CGGBP1,146,1.31051,47,-0.5987,62,-0.3131,32,-1.1650,82,0.29258
ENSG00000269028,MTRNR2L12,146,-5.2239,1850,-1.5115,5123,0.15299,9873,1.20848,6562,0.48591
ENSG00000080822,CLDND1,146,-0.5741,34,-2.7442,90,-1.9878,880,2.79534,379,1.00007
ENSG00000184220,CMSS1,146,1.46977,19,-1.8469,73,0.52001,30,-1.1537,8,-3.1221
ENSG00000114021,NIT2,146,2.03875,42,-0.1905,35,-0.8581,21,-1.2450,44,-0.1111
ENSG00000154174,TOMM70,146,1.04863,33,-1.3663,92,0.55317,18,-2.2298,53,-0.6204
ENSG00000114354,TFG,146,1.14164,96,0.40106,65,-0.4176,57,-0.4476,50,-0.6293
ENSG00000174173,TRMT10C,146,2.71373,0,-5.8798,27,-0.8013,22,-0.7875,20,-0.9162
ENSG00000081154,PCNP,146,0.25775,76,-0.7780,132,0.19221,112,-0.1748,128,0.04438
ENSG00000066422,ZBTB11,146,2.59022,6,-2.6943,33,-0.4039,17,-1.2559,5,-2.9374
ENSG00000114391,RPL24,146,-2.4979,1731,1.45547,585,-0.7206,1172,0.74143,806,0.10985
ENSG00000144815,NXPE3,146,1.99780,19,-1.4234,26,-1.5144,78,0.79176,61,0.38354
ENSG00000170017,ALCAM,146,0.77406,42,-1.2015,84,-0.2824,98,0.10643,122,0.46196
ENSG00000114439,BBX,146,1.97553,89,1.01266,17,-2.3428,67,0.50889,53,0.12979
ENSG00000196776,CD47,146,0.95731,22,-2.0368,83,0.00985,44,-0.9884,119,0.59281
ENSG00000114446,IFT57,146,2.41472,29,-0.5277,29,-0.9279,24,-0.7804,20,-1.0774
ENSG00000198919,DZIP3,146,1.45860,10,-2.7373,61,-0.0918,59,-0.1119,47,-0.4765
ENSG00000144827,ABHD10,146,1.97055,24,-1.1201,48,-0.0625,26,-0.9840,5,-3.2992
ENSG00000144834,TAGLN3,146,-0.9900,17,-4.0999,442,2.71053,56,-2.4131,48,-2.6493
ENSG00000091972,CD200,146,1.46221,0,-6.8312,77,0.74504,19,-1.8377,18,-1.9173
ENSG00000144848,ATG3,146,1.51138,35,-0.8622,40,-1.1590,118,1.11081,56,-0.1461
ENSG00000138459,SLC35A5,146,2.45785,0,-5.6128,22,-1.5069,21,-0.9987,81,1.22372
ENSG00000121579,NAA50,146,2.04317,44,-0.1217,37,-0.7353,40,-0.2868,15,-1.7783
ENSG00000114573,ATP6V1A,146,-0.2000,28,-2.7094,234,1.53191,21,-3.0702,127,-0.4255
ENSG00000181722,ZBTB20,146,1.86242,33,-0.7046,21,-2.0833,58,0.18322,124,1.52244
ENSG00000172020,GAP43,146,-1.7378,23,-4.4315,715,2.55423,178,-1.4408,138,-1.8294
ENSG00000185565,LSAMP,146,0.05279,45,-1.7703,151,0.21135,92,-0.6785,238,0.87083
ENSG00000113845,TIMMDC1,146,1.52363,67,0.13777,48,-0.7139,23,-1.5204,78,0.38689
ENSG00000138495,COX17,146,0.16646,188,0.58766,129,-0.0746,92,-0.5713,117,-0.1942
ENSG00000082701,GSK3B,146,1.40483,17,-2.0468,75,0.52152,19,-1.8735,27,-1.3469
ENSG00000163428,LRRC58,146,2.11187,43,-0.1174,20,-1.9352,31,-0.5987,93,1.20173
ENSG00000065518,NDUFB4,146,-0.9543,319,0.28224,299,0.37038,167,-0.7497,292,0.13279
ENSG00000144840,RABL3,146,2.57646,22,-0.8158,26,-0.9888,14,-1.5483,27,-0.5404
ENSG00000145087,STXBP5L,146,2.16200,0,-6.3411,49,0.26746,10,-2.2321,5,-3.2385
ENSG00000180353,HCLS1,146,2.37514,69,0.86248,16,-2.1529,55,0.47439,20,-1.1288
ENSG00000173230,GOLGB1,146,0.67160,156,0.78686,75,-0.7415,131,0.48430,70,-0.5252
ENSG00000163406,SLC15A2,146,2.31616,8,-2.4659,22,-1.6093,17,-1.3818,98,1.47458
