Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to9,Feature log2 fold change topic 4to9
ENSG00000228794,LINC01128,17,-0.8235,27,-0.1090,31,0.39560
ENSG00000188976,NOC2L,44,-0.6733,42,-0.8188,79,0.89349
ENSG00000188290,HES4,201,1.40180,93,0.07318,70,-0.8810
ENSG00000187608,ISG15,123,0.66781,65,-0.4140,81,-0.0575
ENSG00000188157,AGRN,64,0.61677,28,-0.7907,46,0.20464
ENSG00000131591,C1orf159,7,-0.9929,13,-0.0083,14,0.36029
ENSG00000078808,SDF4,88,-0.0550,95,0.06422,91,-0.0263
ENSG00000176022,B3GALT6,44,-0.1458,36,-0.4856,52,0.42775
ENSG00000160087,UBE2J2,45,-0.5266,55,-0.2279,68,0.39166
ENSG00000162572,SCNN1D,4,-1.6242,13,0.07272,14,0.43476
ENSG00000131584,ACAP3,127,-0.0557,94,-0.5940,145,0.46057
ENSG00000169972,PUSL1,16,0.33774,9,-0.5793,14,0.24344
ENSG00000127054,INTS11,51,-0.3547,48,-0.4961,71,0.52787
ENSG00000224051,CPTP,40,-0.1337,40,-0.1621,45,0.18360
ENSG00000107404,DVL1,104,0.34120,95,0.21672,78,-0.3301
ENSG00000175756,AURKAIP1,175,0.11454,189,0.27157,153,-0.2670
ENSG00000221978,CCNL2,80,0.49975,53,-0.2194,58,-0.0894
ENSG00000224870,MRPL20-AS1,12,-0.2174,11,-0.4133,15,0.40783
ENSG00000242485,MRPL20,138,-0.0883,150,0.05335,146,-0.0035
ENSG00000235098,ANKRD65,9,-1.0338,20,0.33475,17,0.07142
ENSG00000179403,VWA1,117,1.59571,75,0.92187,26,-1.7394
ENSG00000160072,ATAD3B,1,-3.4862,16,0.50109,13,0.22949
ENSG00000197785,ATAD3A,10,-1.1340,15,-0.5893,24,0.88143
ENSG00000205090,TMEM240,45,-0.7469,53,-0.5629,84,0.73198
ENSG00000160075,SSU72,160,-0.0749,160,-0.0855,172,0.09922
ENSG00000228594,FNDC10,35,-0.5244,40,-0.3720,54,0.50304
ENSG00000272106,AL691432.2,26,-0.5204,36,-0.0547,39,0.25074
ENSG00000197530,MIB2,60,0.59307,35,-0.3140,41,-0.0783
ENSG00000189339,SLC35E2B,29,-0.7870,46,-0.0666,51,0.34906
ENSG00000215790,SLC35E2A,18,-0.6372,28,-0.0126,29,0.25621
ENSG00000008130,NADK,35,-0.1359,37,-0.0327,39,0.08443
ENSG00000078369,GNB1,394,-0.2460,419,-0.1689,484,0.23619
ENSG00000187730,GABRD,66,-1.5714,124,-0.6936,222,1.08725
ENSG00000067606,PRKCZ,114,-1.0233,197,-0.1974,244,0.52859
ENSG00000162585,FAAP20,90,0.70996,70,0.31690,50,-0.6065
ENSG00000157933,SKI,58,0.32341,54,0.23615,44,-0.3367
ENSG00000157916,RER1,65,-0.3395,80,-0.0048,83,0.14391
ENSG00000157911,PEX10,28,-0.5874,45,0.17501,42,0.08285
ENSG00000149527,PLCH2,17,-1.2275,33,-0.2208,42,0.60378
ENSG00000157881,PANK4,13,-0.4259,17,-0.0464,18,0.20984
ENSG00000197921,HES5,26,-1.1120,91,1.04295,47,-0.5652
ENSG00000272449,AL139246.5,4,-1.8620,15,0.20363,15,0.35675
ENSG00000157873,TNFRSF14,35,1.44013,14,-0.1426,12,-0.7621
ENSG00000157870,PRXL2B,74,-0.4746,79,-0.4080,110,0.51123
ENSG00000177133,PRDM16-DT,9,-1.3984,46,1.55868,16,-1.0131
ENSG00000158109,TPRG1L,117,-0.7308,157,-0.2934,206,0.51574
ENSG00000116213,WRAP73,18,0.51656,14,0.17191,12,-0.3860
ENSG00000130764,LRRC47,62,-0.3308,71,-0.1186,80,0.23108
ENSG00000116198,CEP104,32,0.68870,15,-0.6234,22,0.06008
ENSG00000198912,C1orf174,2,-2.4100,14,0.23158,14,0.40452
ENSG00000196581,AJAP1,27,-0.9120,37,-0.4514,55,0.70183
ENSG00000069424,KCNAB2,203,-0.6105,293,-0.0373,317,0.26767
ENSG00000116254,CHD5,105,-1.2049,204,-0.2013,257,0.58133
ENSG00000116251,RPL22,662,0.64696,581,0.49778,370,-0.7172
ENSG00000116237,ICMT,54,-0.1243,45,-0.4433,63,0.38755
ENSG00000158292,GPR153,23,-0.0533,33,0.63182,21,-0.5009
ENSG00000097021,ACOT7,84,-1.4483,152,-0.5996,256,0.97811
ENSG00000215788,TNFRSF25,15,-0.7658,17,-0.6174,29,0.78035
ENSG00000171680,PLEKHG5,23,-1.5361,47,-0.5050,75,0.92096
ENSG00000162408,NOL9,34,-0.5949,43,-0.2559,55,0.43860
ENSG00000204859,ZBTB48,17,0.49881,10,-0.3330,12,-0.0108
ENSG00000162413,KLHL21,21,-0.7951,37,0.12476,36,0.19009
ENSG00000116273,PHF13,32,0.27715,21,-0.4238,28,0.17370
ENSG00000041988,THAP3,24,0.06266,20,-0.2817,24,0.18292
ENSG00000007923,DNAJC11,23,-1.1193,34,-0.5668,55,0.85896
ENSG00000171735,CAMTA1,157,-0.3636,194,-0.0276,205,0.17141
ENSG00000049245,VAMP3,75,1.49837,46,0.71599,20,-1.4680
ENSG00000049246,PER3,62,0.89810,44,0.36303,29,-0.7550
ENSG00000116288,PARK7,321,0.26858,328,0.35471,246,-0.4057
ENSG00000116285,ERRFI1,17,-0.1318,18,-0.1416,20,0.16702
ENSG00000162426,SLC45A1,28,-0.6942,28,-0.7622,51,0.86087
ENSG00000142599,RERE,71,-0.7085,116,0.06918,117,0.21089
ENSG00000074800,ENO1,529,-0.4964,706,-0.0407,759,0.23085
ENSG00000171612,SLC25A33,18,-1.3227,63,0.76474,40,-0.2593
ENSG00000188807,TMEM201,3,-2.9481,18,-0.4035,27,1.05866
ENSG00000171608,PIK3CD,11,-0.5855,8,-1.2463,20,1.14517
ENSG00000171603,CLSTN1,532,-0.7258,519,-0.8492,1002,0.93637
ENSG00000178585,CTNNBIP1,33,-0.1254,44,0.39204,34,-0.2660
ENSG00000162441,LZIC,52,0.57653,38,0.03606,34,-0.3163
ENSG00000130939,UBE4B,24,-0.9605,33,-0.5619,52,0.80498
ENSG00000054523,KIF1B,203,-0.7598,320,-0.0478,352,0.32493
ENSG00000284642,AL139424.2,4,-2.1672,11,-0.7118,21,1.23101
ENSG00000142657,PGD,59,-0.0555,56,-0.1735,63,0.15774
ENSG00000241563,CORT,65,-0.2906,64,-0.3743,85,0.41071
ENSG00000160049,DFFA,18,-0.7195,40,0.63588,27,-0.2815
ENSG00000142655,PEX14,21,-1.0004,26,-0.7843,49,0.99020
ENSG00000120948,TARDBP,63,-0.3787,77,-0.0688,83,0.21008
ENSG00000271895,AL109811.2,24,1.22646,14,0.29603,9,-0.9191
ENSG00000116649,SRM,122,-0.2031,110,-0.4186,151,0.40541
