Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to9,Feature log2 fold change topic 4to9
ENSG00000188290,HES4,16,-4.1158,204,-0.4242,316,1.16140
ENSG00000131584,ACAP3,16,-3.6884,507,2.31043,116,-1.5603
ENSG00000175756,AURKAIP1,760,1.50705,361,0.21518,236,-1.0647
ENSG00000179403,VWA1,16,-3.9725,204,-0.2483,280,0.98385
ENSG00000160075,SSU72,16,-3.7080,372,1.36347,166,-0.6119
ENSG00000078369,GNB1,16,-4.4425,274,-0.2993,391,1.05339
ENSG00000067606,PRKCZ,16,-5.2825,2281,4.65676,102,-3.8930
ENSG00000069424,KCNAB2,16,-3.6247,581,3.03716,79,-2.2995
ENSG00000116254,CHD5,16,-4.2821,1024,3.68085,90,-2.9287
ENSG00000116251,RPL22,16,-5.8938,312,-1.7418,1215,2.50793
ENSG00000171735,CAMTA1,24,-4.8305,2396,4.37650,130,-3.6209
ENSG00000116288,PARK7,637,1.32923,227,-0.4728,262,-0.4733
ENSG00000074800,ENO1,16,-5.0829,657,0.51930,532,0.26242
ENSG00000171603,CLSTN1,16,-5.1854,1185,1.73524,412,-0.9476
ENSG00000054523,KIF1B,16,-4.3167,509,1.11030,272,-0.3409
ENSG00000116661,FBXO2,16,-3.8282,343,0.97878,200,-0.2257
ENSG00000132879,FBXO44,16,-3.6979,623,3.13649,79,-2.3974
ENSG00000116786,PLEKHM2,16,-3.5284,290,1.06587,159,-0.3241
ENSG00000077549,CAPZB,16,-5.5591,2346,3.35851,264,-2.5713
ENSG00000173436,MICOS10,16,-4.6597,369,-0.0328,437,0.79890
ENSG00000158747,NBL1,16,-4.1190,493,1.36482,220,-0.5995
ENSG00000162545,CAMK2N1,16,-5.1777,452,-0.3123,652,1.08723
ENSG00000158828,PINK1,975,1.78312,204,-0.9840,309,-0.5757
ENSG00000127483,HP1BP3,16,-5.3292,2036,3.45346,214,-2.6705
ENSG00000076864,RAP1GAP,16,-4.0210,761,3.02227,106,-2.2676
ENSG00000070831,CDC42,16,-4.4051,373,0.32149,345,0.44252
ENSG00000142676,RPL11,25,-6.0109,250,-2.8650,2127,3.59740
ENSG00000001461,NIPAL3,16,-3.2620,221,0.86141,139,-0.1358
ENSG00000169504,CLIC4,16,-3.8359,230,0.14751,240,0.59210
ENSG00000117632,STMN1,16,-5.1895,930,1.11130,499,-0.3247
ENSG00000142669,SH3BGRL3,16,-4.6696,407,0.13718,429,0.63167
ENSG00000198830,HMGN2,16,-4.2312,204,-0.5605,348,1.29886
ENSG00000090273,NUDC,16,-3.4933,251,0.79887,165,-0.0623
ENSG00000126709,IFI6,16,-4.0495,204,-0.3434,299,1.07981
ENSG00000130770,ATP5IF1,16,-3.4630,204,0.40973,176,0.31753
ENSG00000162512,SDC3,16,-4.3393,473,0.90815,291,-0.1396
ENSG00000121753,ADGRB2,16,-4.0116,701,2.68935,124,-1.9309
ENSG00000184007,PTP4A2,16,-5.2354,204,-1.6937,767,2.43829
ENSG00000175130,MARCKSL1,16,-5.3792,271,-1.4024,833,2.16135
ENSG00000121905,HPCA,16,-4.4756,993,2.81034,162,-2.0394
ENSG00000134686,PHC2,16,-3.6709,256,0.58327,197,0.15788
ENSG00000116560,SFPQ,16,-3.6008,204,0.22473,201,0.50524
ENSG00000020129,NCDN,16,-4.2996,973,3.30263,112,-2.5427
ENSG00000116871,MAP7D1,232,-1.6094,2087,3.08015,249,-2.5592
ENSG00000197982,C1orf122,16,-5.5577,1990,2.59622,381,-1.8053
ENSG00000168653,NDUFS5,16,-4.9504,406,-0.2212,550,0.99211
ENSG00000127603,MACF1,465,1.03620,310,0.39213,198,-0.8657
ENSG00000116983,HPCAL4,16,-3.8765,624,2.59486,117,-1.8401
ENSG00000065978,YBX1,164,-1.3669,204,-1.1360,496,1.37876
ENSG00000117394,SLC2A1,275,-1.9811,273,-2.1411,1360,2.31129
ENSG00000066322,ELOVL1,16,-3.6198,215,0.30342,200,0.42949
ENSG00000142949,PTPRF,16,-3.3077,204,0.62592,151,0.09767
ENSG00000117408,IPO13,16,-3.5951,268,0.79099,178,-0.0498
ENSG00000117410,ATP6V0B,16,-4.8766,1097,2.14751,286,-1.3649
ENSG00000117419,ERI3,16,-3.7674,560,2.46642,115,-1.7145
ENSG00000187147,RNF220,16,-3.5900,320,1.19861,160,-0.4529
ENSG00000142937,RPS8,113,-4.3427,610,-2.0226,2873,2.69195
ENSG00000117450,PRDX1,16,-4.5419,453,0.52174,365,0.24847
ENSG00000173660,UQCRH,16,-4.3265,552,1.28700,261,-0.5164
ENSG00000162374,ELAVL4,16,-3.7936,736,3.72485,62,-2.9966
ENSG00000123091,RNF11,237,-0.6229,932,2.33175,176,-1.9889
ENSG00000169213,RAB3B,16,-3.0414,204,1.02131,114,-0.3060
ENSG00000162378,ZYG11B,16,-3.7206,659,3.34815,72,-2.6128
ENSG00000116209,TMEM59,16,-4.2373,320,0.25240,311,0.50523
ENSG00000157216,SSBP3,16,-3.7480,494,2.08203,133,-1.3284
ENSG00000116133,DHCR24,16,-4.0984,552,1.69754,196,-0.9320
ENSG00000162407,PLPP3,16,-3.8299,204,-0.0711,247,0.80480
ENSG00000162599,NFIA,16,-3.6474,278,0.78644,185,-0.0430
ENSG00000116675,DNAJC6,16,-4.2514,872,2.91928,131,-2.1556
ENSG00000184588,PDE4B,16,-3.1847,204,0.80019,134,-0.0801
ENSG00000142864,SERBP1,16,-3.5713,264,0.78890,175,-0.0488
ENSG00000116754,SRSF11,16,-3.8814,474,1.69193,168,-0.9331
ENSG00000154027,AK5,16,-4.3536,1013,3.31239,116,-2.5508
ENSG00000137941,TTLL7,16,-4.1508,322,0.37948,286,0.37723
ENSG00000142875,PRKACB,16,-4.3438,665,1.74796,228,-0.9759
ENSG00000153904,DDAH1,16,-3.6226,295,0.95623,174,-0.2116
ENSG00000143013,LMO4,16,-4.7285,1074,2.42835,230,-1.6494
ENSG00000122406,RPL5,18,-5.4618,447,-0.8231,920,1.59670
ENSG00000117519,CNN3,16,-3.6326,204,0.18282,207,0.54773
ENSG00000134243,SORT1,16,-5.0560,775,0.90734,479,-0.1237
ENSG00000168710,AHCYL1,16,-3.9445,232,0.02083,264,0.72065
ENSG00000197106,SLC6A17,16,-4.2993,1053,3.79614,85,-3.0460
ENSG00000155366,RHOC,16,-4.4059,204,-0.7667,402,1.50655
ENSG00000009307,CSDE1,16,-4.6388,456,0.40145,400,0.36989
ENSG00000163399,ATP1A1,16,-4.4393,711,1.74699,244,-0.9727
ENSG00000198162,MAN1A2,16,-3.8732,217,-0.0090,252,0.74652
ENSG00000092621,PHGDH,16,-3.1706,204,0.82400,131,-0.1043
ENSG00000265972,TXNIP,16,-4.0398,204,-0.3316,296,1.06791
ENSG00000159164,SV2A,16,-4.0602,779,3.01034,110,-2.2541
ENSG00000266472,MRPS21,173,0.32257,204,0.70847,116,-0.7306
ENSG00000143420,ENSA,16,-4.8983,928,1.60928,352,-0.8261
ENSG00000143393,PI4KB,16,-3.3364,425,2.54885,82,-1.8173
ENSG00000159377,PSMB4,16,-4.0401,400,0.99265,231,-0.2321
ENSG00000197747,S100A10,16,-5.1954,204,-1.6499,744,2.39429
ENSG00000197956,S100A6,16,-4.1839,219,-0.3808,330,1.12242
ENSG00000189171,S100A13,16,-3.8214,212,0.00965,243,0.72580
ENSG00000160678,S100A1,16,-3.5391,204,0.30641,189,0.42239
ENSG00000143543,JTB,16,-3.4671,204,0.40304,177,0.32428
ENSG00000177954,RPS27,2390,-0.6558,838,-2.3927,4741,1.80597
ENSG00000143549,TPM3,383,0.13803,424,0.35688,323,-0.3473
ENSG00000160710,ADAR,16,-3.6764,377,1.45928,157,-0.7084
ENSG00000163346,PBXIP1,16,-3.4562,221,0.58590,169,0.14491
ENSG00000132718,SYT11,16,-5.6398,2216,2.80372,367,-2.0126
ENSG00000160781,PAQR6,36,-5.3839,409,-1.9931,1897,2.73296
ENSG00000125462,C1orf61,16,-5.0772,228,-1.3412,672,2.09106
ENSG00000132702,HAPLN2,16,-3.8647,204,-0.1146,255,0.84882
ENSG00000132692,BCAN,16,-4.2187,204,-0.5463,345,1.28454
ENSG00000162706,CADM3,16,-3.9902,703,2.76441,118,-2.0075
ENSG00000177807,KCNJ10,16,-3.5202,229,0.56670,178,0.16698
ENSG00000162729,IGSF8,16,-3.4252,204,0.46155,170,0.26488
ENSG00000018625,ATP1A2,16,-4.7743,204,-1.1857,539,1.92803
ENSG00000162734,PEA15,240,-2.4193,2516,1.67598,878,-1.0004
ENSG00000143256,PFDN2,16,-3.9212,418,1.29384,196,-0.5350
ENSG00000158864,NDUFS2,16,-3.2252,204,0.74390,139,-0.0225
ENSG00000143248,RGS5,16,-4.5946,204,-0.9830,468,1.72426
ENSG00000143198,MGST3,16,-4.1610,378,0.69223,270,0.06905
ENSG00000143153,ATP1B1,18,-5.3396,1845,2.49870,377,-1.7101
ENSG00000117523,PRRC2C,16,-5.3929,2045,3.23414,250,-2.4485
ENSG00000117592,PRDX6,16,-3.4776,204,0.38913,179,0.33842
ENSG00000234741,GAS5,16,-4.3665,207,-0.6961,388,1.43643
ENSG00000116147,TNR,16,-3.5386,272,0.90373,167,-0.1635
ENSG00000135821,GLUL,16,-6.0904,229,-2.4253,1435,3.17853
ENSG00000162704,ARPC5,16,-3.7102,360,1.28044,170,-0.5293
ENSG00000118200,CAMSAP2,16,-3.7562,616,2.88684,94,-2.1406
ENSG00000116857,TMEM9,16,-3.7035,529,2.41886,112,-1.6691
ENSG00000159176,CSRP1,16,-5.0308,244,-1.1773,643,1.93027
ENSG00000198892,SHISA4,16,-3.3449,237,0.89199,146,-0.1614
ENSG00000170075,GPR37L1,16,-4.0229,204,-0.3120,292,1.04808
ENSG00000143862,ARL8A,16,-3.8111,422,1.50762,170,-0.7516
ENSG00000163531,NFASC,16,-4.0540,425,1.11595,226,-0.3540
