"data_type","cluster","contrast","gene_id","gene_name","Type","gene_search","subsets_negProbe","subsets_negCodeword","subsets_unassigned","subsets_any_neg","subsets_GEX","vlmf_logFC","vlmf_AveExpr","vlmf_t","vlmf_P.Value","vlmf_adj.P.Val","vlmf_B"
"Xenium","Astro.1","carrier_AA","ENSG00000140479","PCSK6","Gene Expression","PCSK6; ENSG00000140479",FALSE,FALSE,FALSE,FALSE,TRUE,1.02676956202387,8.29210793789406,4.55991008198608,0.00031540424190443,0.113545527085595,0.101322981448359
"Xenium","Astro.1","carrier_AA","ENSG00000133800","LYVE1","Gene Expression","LYVE1; ENSG00000133800",FALSE,FALSE,FALSE,FALSE,TRUE,-0.659414408570003,9.00169926041349,-3.7188699544143,0.00184542019789046,0.332175635620283,-1.17097426014816
"Xenium","Astro.1","carrier_AA","ENSG00000133019","CHRM3","Gene Expression","CHRM3; ENSG00000133019",FALSE,FALSE,FALSE,FALSE,TRUE,0.642127731370085,9.00735846364966,3.25940983335349,0.00488270226184359,0.41862746658639,-1.97102922367898
"Xenium","Astro.1","carrier_AA","ENSG00000157456","CCNB2","Gene Expression","CCNB2; ENSG00000157456",FALSE,FALSE,FALSE,FALSE,TRUE,-0.991891283514733,4.79340968675438,-3.41809728253355,0.00349079373279592,0.41862746658639,-2.16375557549986
"Xenium","Astro.1","carrier_AA","ENSG00000204655","MOG","Gene Expression","MOG; ENSG00000204655",FALSE,FALSE,FALSE,FALSE,TRUE,-0.824840227614576,6.1549829721782,-3.04583486043135,0.00765330157540765,0.41862746658639,-2.47840627682673
"Xenium","Astro.1","carrier_AA","ENSG00000150656","CNDP1","Gene Expression","CNDP1; ENSG00000150656",FALSE,FALSE,FALSE,FALSE,TRUE,-0.792705751360081,7.66652434980228,-2.80345726514766,0.0126808594446169,0.41862746658639,-2.75042515776711
"Xenium","Astro.1","carrier_AA","ENSG00000167755","KLK6","Gene Expression","KLK6; ENSG00000167755",FALSE,FALSE,FALSE,FALSE,TRUE,-1.17360827805389,4.15221457993514,-2.97860926768626,0.00880957488542943,0.41862746658639,-2.79944689816356
"Xenium","Astro.1","carrier_AA","ENSG00000171094","ALK","Gene Expression","ALK; ENSG00000171094",FALSE,FALSE,FALSE,FALSE,TRUE,0.584528708300174,7.65785974787564,2.76301826205023,0.013785665647998,0.41862746658639,-2.82229325104833
"Xenium","Astro.1","carrier_AA","ENSG00000153234","NR4A2","Gene Expression","NR4A2; ENSG00000153234",FALSE,FALSE,FALSE,FALSE,TRUE,2.7213214293487,7.91540222993754,2.76416396481764,0.0137531223587368,0.41862746658639,-2.82348666304991
"Xenium","Astro.1","carrier_AA","ENSG00000042493","CAPG","Gene Expression","CAPG; ENSG00000042493",FALSE,FALSE,FALSE,FALSE,TRUE,-0.626860067350151,8.88413066452156,-2.71824986215286,0.0151171029600641,0.41862746658639,-2.88492904913408
