"cell_type_class","metric","median","mad","cutoff","cutoff_anno"
"glia","detected",2321,1103.0544,1217.9456,"> 1217.95"
"glia","scDblFinder.score",0.000995623995549977,0.000756717898137867,0.5,"< 0.5"
"glia","subsets_Mito_percent",0.0879264865871747,0.10402198515686,0.399992442057755,"< 0.4"
"glia","sum",4957,3616.0614,1340.9386,"> 1340.94"
"neuron","detected",6711,2536.7286,4174.2714,"> 4174.27"
"neuron","scDblFinder.score",0.00197282759472728,0.0020259753819555,0.5,"< 0.5"
"neuron","subsets_Mito_percent",0.11548213792584,0.138607703767584,0.531305249228593,"< 0.53"
"neuron","sum",28592,22999.5738,5592.4262,"> 5592.43"
