Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000142230,SAE1,62,-0.2167,96,0.56269,57,-0.3627,71,-0.0157,48,-0.6314,71,-0.0033
ENSG00000257704,INAFM1,81,0.40551,72,0.24026,48,-0.4526,41,-0.6981,79,0.36347,59,-0.1418
ENSG00000105419,MEIS3,63,-0.9284,141,0.41345,192,0.87805,89,-0.3896,65,-0.8712,111,-0.0554
ENSG00000118160,SLC8A2,148,0.17481,219,1.01462,93,-0.5651,49,-1.5323,111,-0.2924,119,-0.2332
ENSG00000105402,NAPA,336,0.09189,414,0.51384,259,-0.3274,147,-1.2054,277,-0.2183,337,0.13009
ENSG00000105373,NOP53,46,-0.4157,34,-0.9964,124,1.24637,124,1.23763,42,-0.5691,46,-0.5469
ENSG00000178980,SELENOW,1466,-0.0100,1223,-0.3399,1645,0.17763,1739,0.27008,1231,-0.2906,1584,0.15639
ENSG00000105499,PLA2G4C,20,0.27409,20,0.30667,44,1.71027,19,0.17190,12,-0.5314,5,-1.9546
ENSG00000105438,KDELR1,50,0.09937,81,1.11314,61,0.42318,33,-0.5732,43,-0.1438,25,-1.2147
ENSG00000105447,GRWD1,12,-0.3633,18,0.34344,29,1.11943,17,0.16828,19,0.37024,7,-1.2923
ENSG00000105443,CYTH2,22,-1.0212,46,0.10291,46,0.08134,28,-0.6588,22,-1.0193,60,0.76249
ENSG00000142235,LMTK3,82,0.15025,102,0.59759,93,0.35544,45,-0.8113,75,0.00852,58,-0.5069
ENSG00000063177,RPL18,382,-0.3419,262,-1.0233,756,0.78898,723,0.71129,426,-0.1676,481,0.03881
ENSG00000063176,SPHK2,25,-0.0144,39,0.87190,13,-0.9612,21,-0.2792,27,0.08078,21,-0.3909
ENSG00000105516,DBP,86,0.60881,43,-0.5661,64,0.09826,58,-0.0500,77,0.42087,55,-0.1608
ENSG00000063180,CA11,460,0.37695,306,-0.3233,320,-0.2147,398,0.13783,367,0.00548,378,0.07393
ENSG00000087076,HSD17B14,8,-1.2403,6,-1.7609,40,1.43588,23,0.47691,14,-0.2914,20,0.28404
ENSG00000087074,PPP1R15A,39,0.61194,31,0.23637,38,0.55226,9,-1.5855,18,-0.6714,26,-0.0866
ENSG00000104805,NUCB1,108,0.18143,124,0.49068,103,0.11422,73,-0.4466,75,-0.3972,87,-0.2257
ENSG00000087086,FTL,1086,-0.5781,981,-0.8166,2262,0.61745,2404,0.72232,1969,0.38159,1458,-0.1459
ENSG00000183207,RUVBL2,77,-0.0422,131,1.02834,62,-0.3810,50,-0.7014,87,0.16833,57,-0.6517
ENSG00000104852,SNRNP70,132,0.75894,103,0.40093,123,0.64248,68,-0.3382,62,-0.4901,54,-0.8554
ENSG00000104863,LIN7B,93,0.39706,74,0.01965,74,0.02958,58,-0.3547,85,0.25582,66,-0.2086
ENSG00000177380,PPFIA3,97,-0.9388,209,0.31724,250,0.57480,92,-1.0194,99,-0.9085,212,0.40771
ENSG00000104888,SLC17A7,1314,-0.5509,2675,0.72011,1515,-0.3263,886,-1.1593,1145,-0.7659,2169,0.34993
ENSG00000104872,PIH1D1,66,0.03275,68,0.10615,53,-0.3225,45,-0.5532,58,-0.1630,74,0.30367
ENSG00000142541,RPL13A,613,-0.3119,394,-1.0995,1374,1.04421,1250,0.87463,497,-0.6400,726,-0.0530
ENSG00000142534,RPS11,417,-0.5924,327,-1.0692,1096,1.00714,996,0.83770,366,-0.7948,642,0.12586
ENSG00000142546,NOSIP,35,-0.5882,62,0.36537,74,0.61387,53,0.06298,29,-0.9051,48,-0.1170
ENSG00000126464,PRR12,49,1.24074,17,-0.5361,40,0.88478,16,-0.5931,31,0.40708,14,-0.9898
ENSG00000126461,SCAF1,77,-0.1037,106,0.49361,102,0.36346,80,-0.0373,51,-0.7348,72,-0.2781
ENSG00000126456,IRF3,9,-1.3100,21,-0.0283,42,1.14914,27,0.35332,16,-0.4838,19,-0.2474
ENSG00000126457,PRMT1,124,0.34791,137,0.61207,119,0.27935,70,-0.5588,99,-0.0232,72,-0.6684
ENSG00000169169,CPT1C,49,-1.0431,142,0.76848,111,0.23774,47,-1.1102,81,-0.2831,98,0.03720
ENSG00000196961,AP2A1,149,-0.0364,253,1.03170,112,-0.4879,83,-0.9509,145,-0.0735,125,-0.4066
ENSG00000010361,FUZ,14,-0.2324,15,-0.0865,22,0.55866,21,0.47600,13,-0.3142,14,-0.2440
ENSG00000104973,MED25,31,0.02930,40,0.50337,34,0.17449,17,-0.9227,21,-0.5750,31,0.01536
ENSG00000104960,PTOV1,303,0.44068,293,0.44814,319,0.52506,144,-0.7530,188,-0.3346,183,-0.4880
ENSG00000039650,PNKP,18,-0.6787,27,-0.0784,22,-0.3728,32,0.21355,18,-0.6679,36,0.57592
ENSG00000204673,AKT1S1,46,0.16243,51,0.41274,59,0.57156,34,-0.3246,40,-0.0550,31,-0.6088
ENSG00000104946,TBC1D17,66,0.44235,45,-0.2122,62,0.34012,43,-0.2471,42,-0.2810,50,-0.0099
ENSG00000213024,NUP62,10,-1.3790,35,0.63052,40,0.78737,19,-0.4273,23,-0.1184,21,-0.3503
ENSG00000105053,VRK3,25,0.10205,19,-0.3629,41,0.92560,21,-0.1837,14,-0.8361,24,0.06533
ENSG00000131408,NR1H2,41,-0.0724,40,-0.1572,49,0.18527,51,0.26533,54,0.35258,39,-0.2423
ENSG00000142530,FAM71E1,26,0.43447,12,-0.8571,20,0.04181,17,-0.1849,37,1.05891,18,-0.2254
ENSG00000161671,EMC10,77,0.39281,56,-0.1595,63,0.05880,66,0.13917,68,0.18200,54,-0.2574
ENSG00000161677,JOSD2,15,-1.7065,38,-0.3351,87,1.08970,58,0.40611,21,-1.1734,51,0.25507
ENSG00000204653,ASPDH,72,0.69625,24,-1.1293,34,-0.5102,48,0.00936,52,0.14421,57,0.42853
ENSG00000131409,LRRC4B,168,0.25557,166,0.28274,171,0.28887,99,-0.5865,120,-0.2892,133,-0.1536
ENSG00000105472,CLEC11A,36,1.09276,12,-0.7487,10,-0.9987,16,-0.2545,31,0.82074,17,-0.1568
ENSG00000169035,KLK7,17,-2.0873,86,0.39810,82,0.26533,53,-0.4201,17,-2.0938,95,0.73029
ENSG00000142549,IGLON5,28,0.34017,25,0.20647,26,0.23771,12,-0.8982,17,-0.4616,23,0.04896
ENSG00000105379,ETFB,93,-0.5790,78,-0.9445,207,0.72589,182,0.50302,119,-0.1867,150,0.24922
ENSG00000105568,PPP2R1A,724,0.05443,910,0.50751,627,-0.1784,423,-0.7957,440,-0.7341,756,0.16820
ENSG00000130844,ZNF331,19,0.13714,28,0.91664,9,-0.9133,4,-2.0914,19,0.17397,16,-0.1244
ENSG00000179820,MYADM,25,-0.5028,62,1.23128,18,-0.9674,16,-1.1367,19,-0.9253,35,0.05482
ENSG00000126583,PRKCG,564,0.69153,531,0.69482,205,-0.9362,131,-1.6173,402,0.12353,330,-0.2535
ENSG00000105605,CACNG7,37,0.49284,20,-0.5476,24,-0.1850,22,-0.3616,19,-0.5677,35,0.54271
ENSG00000142408,CACNG8,38,-1.2386,59,-0.6510,127,0.66226,62,-0.5177,27,-1.7822,132,1.08796
ENSG00000170906,NDUFA3,660,0.10800,582,-0.1094,620,0.00744,576,-0.1122,700,0.20429,613,-0.0170
ENSG00000105619,TFPT,46,-1.1183,55,-0.9258,132,0.57030,136,0.62016,70,-0.4667,117,0.49969
ENSG00000105618,PRPF31,57,0.12029,66,0.41559,77,0.62915,45,-0.2488,55,0.07573,36,-0.7363
ENSG00000088038,CNOT3,27,-0.2131,43,0.66072,38,0.33434,19,-0.7135,27,-0.2171,26,-0.3096
ENSG00000125505,MBOAT7,308,0.36264,422,1.09936,174,-0.5517,122,-1.1007,212,-0.2433,187,-0.5646
ENSG00000170892,TSEN34,39,0.98550,19,-0.2517,34,0.75751,16,-0.4407,10,-1.2043,19,-0.2372
ENSG00000170889,RPS9,251,-0.5156,208,-0.8930,662,1.10566,609,0.95476,304,-0.2090,293,-0.3506
ENSG00000167614,TTYH1,487,0.69771,184,-0.9629,497,0.73351,348,0.13610,301,-0.0999,295,-0.1793
ENSG00000167615,LENG8,28,0.01687,24,-0.2611,47,0.86999,27,-0.0706,17,-0.7384,28,-0.0009
ENSG00000125503,PPP1R12C,99,-0.0224,88,-0.2386,131,0.43859,79,-0.3699,86,-0.2428,110,0.21268
ENSG00000105048,TNNT1,47,-0.0156,34,-0.6148,49,0.03165,44,-0.1314,55,0.22875,56,0.35003
ENSG00000129990,SYT5,186,0.19231,249,0.82306,113,-0.5970,87,-1.0087,158,-0.0689,147,-0.2363
ENSG00000105063,PPP6R1,92,0.05137,96,0.14069,102,0.23089,71,-0.3604,79,-0.1865,88,-0.0205
ENSG00000133265,HSPBP1,112,0.31328,105,0.22276,84,-0.1655,87,-0.1046,83,-0.1726,87,-0.1457
ENSG00000160469,BRSK1,126,-0.6715,151,-0.4397,297,0.71817,228,0.27207,108,-0.9069,225,0.34879
ENSG00000108107,RPL28,755,-0.5223,677,-0.7696,1584,0.69018,1783,0.89750,917,-0.2156,1014,-0.0709
ENSG00000108106,UBE2S,91,0.10246,94,0.17806,87,0.02903,59,-0.5745,109,0.40549,78,-0.1895
ENSG00000187902,SHISA7,71,0.79227,45,0.02553,24,-0.9338,14,-1.6878,41,-0.1277,52,0.38686
ENSG00000063241,ISOC2,58,0.48736,37,-0.2781,39,-0.1325,36,-0.2615,46,0.11632,44,0.06928
ENSG00000090971,NAT14,125,0.03563,143,0.29897,137,0.17840,58,-1.1677,102,-0.2888,131,0.15040
ENSG00000218891,ZNF579,15,-0.7004,33,0.59614,28,0.24709,20,-0.3125,31,0.40732,19,-0.4783
ENSG00000213015,ZNF580,73,0.37665,41,-0.5920,58,-0.0029,45,-0.4093,57,-0.0103,68,0.37700
ENSG00000173581,CCDC106,92,0.26104,81,0.04733,91,0.23203,59,-0.4429,74,-0.0894,76,-0.0582
ENSG00000063244,U2AF2,35,0.08371,35,0.11548,38,0.24856,23,-0.5684,37,0.17279,31,-0.1132
ENSG00000063245,EPN1,165,-0.6350,247,0.01112,318,0.42325,231,-0.1028,159,-0.6929,282,0.30813
ENSG00000142409,ZNF787,12,-0.4924,18,0.06572,23,0.51816,21,0.35892,9,-0.8996,17,0.01347
ENSG00000167685,ZNF444,27,-0.2638,24,-0.4553,35,0.16855,44,0.55432,33,0.08816,32,0.02824
ENSG00000198046,ZNF667,28,0.06933,48,1.15315,21,-0.4236,11,-1.4212,11,-1.3006,26,-0.1048
ENSG00000166770,ZNF667-AS1,45,-0.8608,88,0.21173,65,-0.2988,64,-0.3331,73,-0.1331,95,0.42800
ENSG00000196867,ZFP28,33,0.94165,19,0.08118,16,-0.2605,21,0.17064,17,-0.1809,14,-0.5304
ENSG00000268182,SMIM17,22,-0.0249,28,0.40377,27,0.28116,15,-0.6695,27,0.25465,19,-0.3498
ENSG00000198300,PEG3,186,-0.1439,275,0.59111,163,-0.3502,101,-1.0980,144,-0.5518,228,0.25951
ENSG00000268205,AC005261.1,63,0.61100,55,0.47431,49,0.20383,37,-0.2362,31,-0.5032,33,-0.5641
ENSG00000121413,ZSCAN18,137,0.02118,187,0.63422,113,-0.2889,55,-1.3835,84,-0.7493,151,0.24742
ENSG00000198131,ZNF544,9,-1.2336,17,-0.2733,26,0.41452,11,-0.9093,16,-0.4037,28,0.80805
ENSG00000142396,ERVK3-1,41,-0.1813,66,0.72385,38,-0.2849,31,-0.6184,49,0.11490,40,-0.2739
ENSG00000283103,AC010642.2,58,-0.2693,53,-0.4617,77,0.19196,77,0.19332,66,-0.0589,78,0.27582
ENSG00000121410,A1BG,44,-0.1342,39,-0.3492,63,0.47152,56,0.26867,40,-0.2818,49,0.06061
ENSG00000083845,RPS5,213,-0.3730,186,-0.6472,453,0.88150,425,0.76993,251,-0.1127,235,-0.2834
ENSG00000083807,SLC27A5,34,-0.2893,30,-0.5469,60,0.60531,44,0.09028,54,0.43737,40,-0.0765
ENSG00000119574,ZBTB45,30,1.00131,16,-0.0787,19,0.25339,16,-0.0500,8,-1.0637,15,-0.2702
ENSG00000130726,TRIM28,96,0.53832,73,0.10082,73,0.08039,57,-0.3117,80,0.24187,57,-0.3998
ENSG00000130724,CHMP2A,110,0.12049,85,-0.3303,128,0.37015,88,-0.2476,90,-0.1994,111,0.18672
ENSG00000130725,UBE2M,173,-0.4887,239,0.02811,310,0.44958,239,0.02083,155,-0.6591,255,0.17546
ENSG00000099326,MZF1,30,0.41211,26,0.18859,43,1.01761,23,-0.0393,27,0.21040,12,-1.2370
ENSG00000247315,ZCCHC3,15,-0.4496,23,0.21695,18,-0.1998,12,-0.7763,18,-0.1728,25,0.42025
ENSG00000177732,SOX12,18,0.15772,16,-0.0312,15,-0.0831,21,0.46378,20,0.37753,13,-0.4582
ENSG00000125841,NRSN2,162,0.47945,132,0.15137,95,-0.3863,89,-0.4963,127,0.08070,118,-0.0527
ENSG00000125826,RBCK1,32,0.96917,14,-0.3923,32,0.97656,16,-0.2183,18,0.02071,12,-0.8457
ENSG00000125875,TBC1D20,40,0.32164,37,0.20227,26,-0.3586,20,-0.7918,46,0.55029,30,-0.1773
ENSG00000101266,CSNK2A1,108,0.65983,100,0.63059,83,0.21598,42,-0.8537,37,-1.0434,61,-0.3643
ENSG00000271303,SRXN1,57,1.51496,16,-0.7173,14,-0.7957,5,-2.2844,25,0.07942,27,0.29304
ENSG00000125818,PSMF1,89,0.11352,107,0.47591,57,-0.6066,63,-0.4384,61,-0.5065,89,0.14054
ENSG00000101298,SNPH,125,-0.0689,130,-0.0163,132,0.01823,104,-0.3606,126,-0.0654,143,0.20407
ENSG00000125775,SDCBP2,16,-0.1942,21,0.25795,18,0.04322,11,-0.6847,25,0.50868,17,-0.1570
ENSG00000088832,FKBP1A,294,-0.0533,429,0.67229,187,-0.7649,158,-1.0244,269,-0.2012,324,0.13949
ENSG00000088833,NSFL1C,49,-0.7688,79,-0.0503,74,-0.1479,77,-0.0677,56,-0.5759,104,0.59396
ENSG00000198053,SIRPA,342,0.36711,375,0.61782,268,-0.0312,131,-1.1546,232,-0.2638,246,-0.2230
ENSG00000125835,SNRPB,23,-0.3791,28,-0.1241,31,0.05894,24,-0.3088,39,0.47192,31,0.10683
ENSG00000101361,NOP56,77,0.63930,83,0.90814,51,-0.0439,37,-0.5706,40,-0.4133,34,-0.8561
ENSG00000101365,IDH3B,77,0.22613,90,0.57521,50,-0.4667,68,0.02298,52,-0.3953,58,-0.2818
ENSG00000132635,PCED1A,43,1.09492,16,-0.5709,26,0.25171,16,-0.5061,44,1.14488,13,-0.9913
ENSG00000215305,VPS16,31,0.31730,34,0.55951,30,0.27389,8,-1.6895,39,0.69526,18,-0.7269
ENSG00000132670,PTPRA,343,0.44710,312,0.33591,265,0.02373,154,-0.8316,192,-0.4872,258,-0.0275
ENSG00000125901,MRPS26,92,-0.2684,112,0.06193,121,0.18113,83,-0.4249,131,0.31062,108,-0.0039
ENSG00000101200,AVP,81,3.22818,1,-3.7375,0,-7.6649,4,-1.9183,51,2.05168,3,-2.8322
ENSG00000185019,UBOX5,22,0.53594,30,1.25449,6,-1.3938,11,-0.5125,15,-0.1145,10,-0.8964
ENSG00000088899,LZTS3,192,1.22523,84,-0.2112,86,-0.1458,63,-0.6359,115,0.32237,75,-0.4734
ENSG00000198171,DDRGK1,121,1.02481,58,-0.2292,62,-0.0970,49,-0.4827,78,0.27202,56,-0.3385
ENSG00000125877,ITPA,60,0.49700,49,0.20059,45,0.04320,25,-0.8699,61,0.53385,36,-0.4239
ENSG00000088854,C20orf194,22,-0.6784,43,0.42930,53,0.73294,21,-0.7901,33,-0.0552,31,-0.2025
ENSG00000088812,ATRN,97,0.77087,95,0.87212,71,0.24422,18,-1.8354,47,-0.3995,42,-0.7313
ENSG00000101220,C20orf27,150,1.10425,65,-0.3416,64,-0.3279,71,-0.1625,64,-0.3326,76,-0.0683
ENSG00000101222,SPEF1,33,-0.1679,40,0.14662,32,-0.2466,22,-0.8263,41,0.17221,42,0.26283
ENSG00000125817,CENPB,64,-0.1223,47,-0.6724,157,1.42548,136,1.14988,60,-0.2286,37,-1.1868
ENSG00000101224,CDC25B,52,1.39620,22,-0.0836,26,0.20868,21,-0.1417,26,0.19490,13,-1.1210
ENSG00000125843,AP5S1,25,0.71683,17,0.08533,17,0.10916,9,-0.8684,18,0.20973,14,-0.3074
ENSG00000088888,MAVS,12,-0.6609,11,-0.8712,42,1.47265,16,-0.1545,9,-0.9734,20,0.25233
ENSG00000125779,PANK2,43,-0.0479,53,0.34587,50,0.21687,25,-0.9099,35,-0.3428,46,0.08655
ENSG00000101236,RNF24,57,0.48865,86,1.52423,36,-0.2428,21,-1.0838,37,-0.2243,19,-1.4822
ENSG00000088826,SMOX,11,-0.8738,7,-1.6107,65,2.13835,28,0.57159,13,-0.6124,16,-0.4838
ENSG00000171867,PRNP,901,0.28672,1264,1.04616,688,-0.1538,359,-1.1672,691,-0.1476,548,-0.6512
ENSG00000101265,RASSF2,8,-2.3723,10,-2.1652,138,2.34880,132,2.24428,10,-2.0651,15,-1.7870
ENSG00000089057,SLC23A2,131,0.64103,112,0.44715,81,-0.1501,28,-1.7825,77,-0.2231,86,-0.0642
ENSG00000089063,TMEM230,83,-0.1424,94,0.08201,120,0.46063,67,-0.4751,69,-0.4239,95,0.11679
ENSG00000101290,CDS2,99,-0.1135,136,0.47943,133,0.36701,65,-0.7644,74,-0.5649,104,-0.0460
ENSG00000125772,GPCPD1,26,0.72180,25,0.81261,12,-0.5069,8,-1.0613,19,0.19232,11,-0.7221
ENSG00000089199,CHGB,219,1.02964,187,0.89972,45,-1.5038,24,-2.4468,163,0.51610,83,-0.7213
ENSG00000088766,CRLS1,36,0.53773,31,0.33825,30,0.21025,19,-0.4872,31,0.28361,19,-0.6568
ENSG00000125827,TMX4,259,0.92796,199,0.55493,131,-0.2102,86,-0.8689,132,-0.1953,113,-0.5678
ENSG00000182621,PLCB1,169,0.95773,152,0.92442,37,-1.4670,35,-1.5462,107,0.17157,71,-0.6211
ENSG00000125869,LAMP5,214,1.86024,111,0.73906,18,-2.2175,18,-2.1779,132,0.93563,27,-1.8891
ENSG00000101349,PAK5,33,0.33668,36,0.56510,19,-0.5031,16,-0.7518,19,-0.5515,27,0.02899
ENSG00000132639,SNAP25,1848,-0.3392,3555,0.88844,1441,-0.7291,1293,-0.8958,1623,-0.5432,2412,0.12004
ENSG00000125863,MKKS,76,0.90715,49,0.18775,32,-0.5077,24,-0.9415,38,-0.2395,44,-0.0418
ENSG00000132640,BTBD3,262,1.49405,140,0.42865,46,-1.3562,51,-1.2260,171,0.71314,65,-1.0502
ENSG00000089048,ESF1,29,1.08630,11,-0.4967,13,-0.1752,25,0.83569,20,0.49076,8,-1.0882
ENSG00000101247,NDUFAF5,29,0.22376,29,0.27323,21,-0.2945,13,-0.9601,22,-0.1761,27,0.19170
ENSG00000172264,MACROD2,17,-0.8674,46,0.79748,22,-0.5209,19,-0.7002,21,-0.5758,34,0.26377
ENSG00000125870,SNRPB2,54,0.16666,51,0.08831,44,-0.1824,29,-0.8082,55,0.19265,52,0.12670
ENSG00000125851,PCSK2,188,1.01817,194,1.32538,25,-2.1584,29,-1.9194,113,0.15585,61,-1.0066
ENSG00000125868,DSTN,480,0.15442,536,0.39472,293,-0.6322,318,-0.5031,501,0.22679,421,-0.0774
ENSG00000089006,SNX5,49,0.14373,28,-0.7859,95,1.28640,26,-0.8574,52,0.24915,41,-0.1612
ENSG00000232838,PET117,29,0.87927,9,-1.1379,11,-0.6263,15,-0.1847,25,0.57389,19,0.21528
ENSG00000149474,KAT14,33,-0.2388,50,0.51321,45,0.24331,19,-1.1132,29,-0.4238,40,0.08021
ENSG00000132664,POLR3F,29,0.69438,20,0.13350,16,-0.2210,23,0.29023,12,-0.6519,16,-0.2918
ENSG00000101310,SEC23B,28,0.42429,29,0.53009,22,0.05483,20,-0.1364,15,-0.5946,17,-0.4290
ENSG00000232388,SMIM26,106,0.75346,67,-0.0127,47,-0.5582,59,-0.2148,85,0.37356,59,-0.2889
ENSG00000125821,DTD1,44,0.18914,52,0.57295,33,-0.2574,38,-0.0336,43,0.16619,29,-0.5811
ENSG00000185052,SLC24A3,24,-0.1934,26,-0.0907,28,0.04450,19,-0.5507,20,-0.4784,34,0.50330
ENSG00000173418,NAA20,71,0.80980,45,0.06700,22,-1.0336,26,-0.8107,66,0.67987,39,-0.2292
ENSG00000101343,CRNKL1,18,0.33882,27,1.21773,10,-0.5791,5,-1.5500,32,1.31648,4,-2.0354
ENSG00000125812,GZF1,29,0.55090,19,-0.1637,27,0.46136,8,-1.3233,20,-0.0473,21,0.04094
ENSG00000125814,NAPB,431,-0.5663,871,0.68453,582,-0.0899,344,-0.9137,366,-0.8174,690,0.25629
ENSG00000101439,CST3,1401,-0.6519,919,-1.4171,3905,1.04790,3514,0.85891,2441,0.23677,1972,-0.1468
ENSG00000101463,SYNDIG1,33,-0.0490,43,0.44598,25,-0.4586,16,-1.1239,31,-0.1462,38,0.25028
ENSG00000101474,APMAP,126,0.43300,160,1.01568,87,-0.1782,34,-1.6146,99,0.03650,69,-0.6858
ENSG00000154930,ACSS1,18,-0.9418,11,-1.7879,117,2.29588,38,0.21011,29,-0.2541,26,-0.5019
ENSG00000197586,ENTPD6,176,-0.2160,297,0.77352,203,0.01763,95,-1.1759,160,-0.3610,194,-0.0791
ENSG00000100994,PYGB,132,-0.0623,170,0.42078,180,0.45453,114,-0.2924,163,0.29194,100,-0.6249
ENSG00000100997,ABHD12,137,0.20679,143,0.32421,115,-0.0765,77,-0.7146,120,-0.0074,117,-0.0669
ENSG00000101294,HM13,53,-0.1948,72,0.36188,77,0.40184,42,-0.5725,37,-0.7668,62,0.07678
ENSG00000171552,BCL2L1,61,-0.3379,88,0.29135,69,-0.1412,67,-0.2022,62,-0.3266,82,0.17297
ENSG00000088356,PDRG1,23,-0.1738,29,0.18955,42,0.78639,17,-0.6419,9,-1.5503,28,0.18264
ENSG00000101337,TM9SF4,68,0.88418,49,0.35608,34,-0.2632,17,-1.3632,38,-0.0843,36,-0.2317
ENSG00000101350,KIF3B,115,0.60247,73,-0.1744,59,-0.4778,64,-0.3480,82,0.02672,85,0.13045
ENSG00000171456,ASXL1,24,0.17842,30,0.63615,32,0.64593,17,-0.3243,22,0.05814,13,-1.0085
ENSG00000197183,NOL4L,22,-0.2002,25,0.00996,21,-0.2189,23,-0.1079,28,0.22838,26,0.10566
ENSG00000149600,COMMD7,50,-0.4428,66,-0.0036,93,0.56732,54,-0.3095,34,-1.0290,77,0.34485
ENSG00000101367,MAPRE1,9,-1.2954,22,0.08911,31,0.66431,23,0.15094,21,0.04569,20,-0.1076
ENSG00000260257,AL035071.1,14,-0.3913,18,0.05866,27,0.64689,17,-0.1223,22,0.35601,15,-0.3694
ENSG00000101391,CDK5RAP1,47,1.39659,21,0.04943,17,-0.2729,13,-0.6756,20,-0.0097,15,-0.6049
ENSG00000101400,SNTA1,77,-0.4985,61,-0.9551,151,0.60348,139,0.46386,78,-0.4747,127,0.42158
ENSG00000078699,CBFA2T2,32,0.26157,43,0.93753,22,-0.2914,10,-1.4958,28,0.07075,21,-0.4728
ENSG00000125967,NECAB3,82,1.19032,41,0.02482,21,-1.0445,20,-1.1134,63,0.72086,33,-0.4330
ENSG00000101421,CHMP4B,101,-0.3287,152,0.37803,129,0.05363,77,-0.7620,90,-0.5089,140,0.25981
ENSG00000125970,RALY,34,-0.6684,44,-0.3092,86,0.83075,64,0.32628,32,-0.7422,55,0.12462
ENSG00000125977,EIF2S2,87,0.41583,56,-0.3320,59,-0.2149,81,0.29716,46,-0.5944,74,0.20277
ENSG00000101444,AHCY,69,0.52860,65,0.51077,58,0.25271,28,-0.8882,38,-0.4268,42,-0.3628
ENSG00000125971,DYNLRB1,330,-0.1264,349,-0.0412,353,-0.0176,319,-0.1798,240,-0.6330,424,0.39129
ENSG00000101460,MAP1LC3A,511,-0.0914,536,-0.0159,607,0.18895,453,-0.2819,310,-0.8765,637,0.37275
ENSG00000101464,PIGU,27,0.30509,28,0.36487,39,0.88046,17,-0.4283,19,-0.2528,16,-0.7412
ENSG00000198646,NCOA6,17,-0.7742,47,1.08927,37,0.48265,14,-1.0184,10,-1.5503,25,-0.1809
ENSG00000078804,TP53INP2,28,-1.8074,34,-1.6546,243,1.72567,294,2.12772,12,-3.0188,61,-0.8146
ENSG00000131067,GGT7,87,0.39909,96,0.66982,57,-0.2860,39,-0.8500,49,-0.5251,63,-0.1662
ENSG00000131069,ACSS2,18,-0.5003,33,0.61610,28,0.21236,16,-0.6835,29,0.30101,20,-0.3476
ENSG00000100983,GSS,82,1.13649,61,0.72606,33,-0.4022,24,-0.8443,31,-0.4762,29,-0.7468
ENSG00000100991,TRPC4AP,51,0.50388,44,0.29894,44,0.26639,31,-0.2949,34,-0.1464,29,-0.4738
ENSG00000126005,MMP24OS,117,-0.5148,170,0.10209,165,0.03671,134,-0.2956,161,-0.0009,178,0.21815
ENSG00000125966,MMP24,43,1.51758,19,0.10538,13,-0.5209,10,-0.8615,20,0.18448,12,-0.7233
ENSG00000242372,EIF6,52,-0.4015,80,0.34687,94,0.57301,38,-0.8835,68,0.04229,62,-0.1359
ENSG00000101019,UQCC1,37,-0.2235,48,0.19043,38,-0.1868,25,-0.8347,58,0.49120,44,0.06575
ENSG00000125991,ERGIC3,131,0.51078,100,0.06648,118,0.34057,78,-0.3276,73,-0.4447,89,-0.1733
ENSG00000214078,CPNE1,58,0.81493,40,0.22089,41,0.21488,29,-0.3045,28,-0.3633,28,-0.4883
ENSG00000244462,RBM12,16,0.00753,22,0.65048,17,0.12582,9,-0.8774,22,0.53105,11,-0.6469
ENSG00000244005,NFS1,49,0.75981,35,0.23836,24,-0.3779,15,-1.1022,27,-0.2307,31,0.00555
ENSG00000125995,ROMO1,127,-0.2320,114,-0.4599,150,0.02869,133,-0.1578,168,0.21331,173,0.36308
ENSG00000131051,RBM39,93,0.30188,79,0.03052,145,1.06756,57,-0.4999,72,-0.1274,58,-0.5919
ENSG00000025293,PHF20,35,-0.1979,55,0.65958,38,-0.0684,27,-0.6136,45,0.20987,33,-0.3453
ENSG00000171222,SCAND1,170,-0.3820,217,0.00505,257,0.28438,195,-0.1623,124,-0.8728,255,0.37373
ENSG00000260032,NORAD,1464,0.47894,1205,0.17655,997,-0.1530,738,-0.6285,1080,-0.0254,1060,-0.0722
ENSG00000088367,EPB41L1,200,0.27759,127,-0.4972,180,0.10853,150,-0.1851,190,0.20016,180,0.14912
ENSG00000080845,DLGAP4,160,-0.0233,174,0.12885,175,0.12729,130,-0.3520,136,-0.2752,170,0.10370
ENSG00000101335,MYL9,27,0.09925,3,-3.0830,124,3.20568,15,-0.8553,17,-0.6042,13,-1.2560
ENSG00000101084,RAB5IF,85,0.61712,56,-0.0885,59,0.01696,60,0.04148,57,-0.0378,51,-0.2741
ENSG00000101079,NDRG3,392,1.30026,209,0.22817,111,-0.8035,80,-1.3048,216,0.25164,149,-0.4398
ENSG00000149639,SOGA1,33,0.68152,32,0.71410,17,-0.3500,26,0.27222,12,-0.9406,15,-0.7248
ENSG00000101347,SAMHD1,21,-0.3429,43,0.98362,36,0.49776,40,0.68664,24,-0.1572,10,-1.7302
ENSG00000118705,RPN2,77,0.22885,83,0.42756,77,0.22648,42,-0.7247,56,-0.2795,61,-0.1994
ENSG00000101363,MANBAL,110,0.02570,133,0.40570,108,0.00290,67,-0.7489,83,-0.4239,112,0.08641
