Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to6,Feature log2 fold change topic 2to6,Feature count topic 7to13,Feature log2 fold change topic 7to13
ENSG00000228794,LINC01128,112,2.47049,21,-0.5470,19,-0.9014
ENSG00000188976,NOC2L,112,1.21329,33,-0.9872,59,0.35272
ENSG00000188290,HES4,112,0.40919,87,0.02439,82,-0.1546
ENSG00000187608,ISG15,112,0.27840,65,-0.7782,111,0.61472
ENSG00000188157,AGRN,112,1.31344,32,-0.9356,54,0.25595
ENSG00000078808,SDF4,112,0.75251,59,-0.3836,71,0.08461
ENSG00000176022,B3GALT6,112,1.76816,25,-0.9203,38,-0.0452
ENSG00000160087,UBE2J2,112,1.45257,28,-1.0097,49,0.22793
ENSG00000131584,ACAP3,112,0.44175,67,-0.5115,93,0.32374
ENSG00000169972,PUSL1,112,3.07928,12,-1.1271,14,-1.0258
ENSG00000127054,INTS11,112,1.19191,32,-1.0600,61,0.41954
ENSG00000224051,CPTP,112,1.74020,20,-1.3130,42,0.25058
ENSG00000107404,DVL1,112,0.91535,64,0.04652,55,-0.3847
ENSG00000175756,AURKAIP1,112,-0.7327,192,0.15582,181,0.01922
ENSG00000221978,CCNL2,112,1.54143,34,-0.5562,41,-0.1847
ENSG00000242485,MRPL20,112,-0.6772,183,0.12556,176,0.03832
ENSG00000235098,ANKRD65,112,3.36800,12,-0.8878,9,-1.5490
ENSG00000179403,VWA1,112,2.09336,43,0.70038,14,-1.9348
ENSG00000197785,ATAD3A,112,2.56793,12,-1.4729,23,-0.3060
ENSG00000205090,TMEM240,112,1.43595,25,-1.2235,52,0.39197
ENSG00000160075,SSU72,112,-0.3410,128,-0.1933,151,0.27202
ENSG00000228594,FNDC10,112,1.97716,27,-0.5086,29,-0.5250
ENSG00000272106,AL691432.2,112,2.59163,18,-0.7546,18,-0.8354
ENSG00000197530,MIB2,112,1.53525,43,-0.0228,34,-0.6609
ENSG00000189339,SLC35E2B,112,2.72575,14,-1.0173,18,-0.7551
ENSG00000215790,SLC35E2A,112,2.20134,20,-0.8709,27,-0.4060
ENSG00000008130,NADK,112,2.16447,24,-0.5363,25,-0.6475
ENSG00000078369,GNB1,112,-1.8161,355,-0.1119,423,0.42574
ENSG00000187730,GABRD,112,0.01137,77,-0.7656,135,0.69432
ENSG00000067606,PRKCZ,112,-0.8297,174,-0.2227,216,0.40132
ENSG00000162585,FAAP20,112,1.10964,63,0.26926,43,-0.7001
ENSG00000157933,SKI,112,2.36332,23,-0.4219,20,-0.9177
ENSG00000157916,RER1,112,0.73734,52,-0.6317,77,0.30619
ENSG00000157911,PEX10,112,1.88725,33,-0.1854,27,-0.7493
ENSG00000149527,PLCH2,112,2.30662,12,-1.7464,30,0.07326
ENSG00000197921,HES5,112,3.17281,19,-0.0992,7,-2.2002
ENSG00000157870,PRXL2B,112,1.13176,45,-0.4365,54,-0.0509
ENSG00000177133,PRDM16-DT,112,3.09358,22,0.22303,6,-2.5876
ENSG00000158109,TPRG1L,112,-0.4221,107,-0.6794,180,0.73933
ENSG00000116213,WRAP73,112,3.04822,9,-1.5050,16,-0.7386
ENSG00000130764,LRRC47,112,0.65859,55,-0.6386,82,0.34636
ENSG00000116198,CEP104,112,3.21542,12,-1.0308,12,-1.2476
ENSG00000196581,AJAP1,112,1.80288,17,-1.6003,42,0.38570
ENSG00000069424,KCNAB2,112,-0.5729,136,-0.3879,188,0.50658
ENSG00000116254,CHD5,112,0.04341,87,-0.4824,123,0.43408
ENSG00000116251,RPL22,112,-1.9100,552,0.87733,327,-0.5478
ENSG00000116237,ICMT,112,1.71539,23,-1.1015,41,0.12306
ENSG00000097021,ACOT7,112,-1.3760,182,-0.8796,368,1.10693
ENSG00000215788,TNFRSF25,112,3.27072,11,-1.0016,11,-1.3340
ENSG00000171680,PLEKHG5,112,2.28195,15,-1.3341,28,-0.1476
ENSG00000162408,NOL9,112,2.51362,18,-0.7658,20,-0.7547
ENSG00000162413,KLHL21,112,2.51917,22,-0.3528,17,-1.1273
ENSG00000116273,PHF13,112,2.95500,10,-1.4816,17,-0.6608
ENSG00000041988,THAP3,112,2.62066,14,-1.2026,21,-0.5259
ENSG00000007923,DNAJC11,112,2.07958,29,-0.2820,24,-0.8072
ENSG00000171735,CAMTA1,112,-0.2852,129,-0.0975,142,0.16803
ENSG00000049245,VAMP3,112,2.50315,32,0.50643,10,-2.1438
ENSG00000049246,PER3,112,2.95998,16,-0.6686,13,-1.2806
ENSG00000116288,PARK7,112,-1.6821,355,0.10090,363,0.20422
ENSG00000116285,ERRFI1,112,2.70314,11,-1.5840,21,-0.3626
ENSG00000162426,SLC45A1,112,1.39097,24,-1.3508,55,0.50743
ENSG00000142599,RERE,112,0.77732,62,-0.2423,67,-0.0530
ENSG00000074800,ENO1,112,-2.4534,537,-0.1567,669,0.51934
ENSG00000171612,SLC25A33,112,1.62398,41,-0.0142,32,-0.7274
ENSG00000171608,PIK3CD,112,2.87052,15,-0.7937,15,-1.0754
ENSG00000171603,CLSTN1,112,-2.3850,378,-0.7926,733,1.13412
ENSG00000178585,CTNNBIP1,112,1.59532,37,-0.2792,36,-0.4600
ENSG00000162441,LZIC,112,1.98853,31,-0.2051,25,-0.8077
ENSG00000130939,UBE4B,112,1.90357,24,-0.8103,33,-0.2249
ENSG00000054523,KIF1B,112,-0.7847,187,0.00999,197,0.17013
ENSG00000142657,PGD,112,1.19954,30,-1.1363,61,0.47154
ENSG00000241563,CORT,112,-1.5932,63,-2.9315,535,2.90642
ENSG00000160049,DFFA,112,1.87271,30,-0.4061,30,-0.5370
ENSG00000142655,PEX14,112,2.09163,15,-1.5347,34,0.12826
ENSG00000120948,TARDBP,112,1.04666,42,-0.6778,62,0.19724
ENSG00000116649,SRM,112,-0.0836,92,-0.5419,137,0.52530
ENSG00000171824,EXOSC10,112,2.33262,16,-1.1577,26,-0.3060
ENSG00000198793,MTOR,112,1.54752,32,-0.6532,42,-0.1084
ENSG00000116661,FBXO2,112,-0.9281,265,0.66280,175,-0.4497
ENSG00000132879,FBXO44,112,-0.4342,110,-0.6383,180,0.70518
ENSG00000116670,MAD2L2,112,2.36093,22,-0.4944,21,-0.8499
ENSG00000011021,CLCN6,112,1.32607,34,-0.7857,52,0.13199
ENSG00000116685,KIAA2013,112,1.72244,26,-0.8399,39,-0.0750
ENSG00000083444,PLOD1,112,2.26765,24,-0.4648,22,-0.7957
ENSG00000116688,MFN2,112,0.68975,54,-0.6104,79,0.30894
ENSG00000116691,MIIP,112,3.03919,12,-1.1529,14,-0.9651
ENSG00000048707,VPS13D,112,1.76746,34,-0.2537,31,-0.5991
ENSG00000162496,DHRS3,112,2.46667,25,-0.1419,16,-1.2898
ENSG00000116731,PRDM2,112,1.11475,47,-0.4066,55,-0.0681
ENSG00000189337,KAZN,112,0.98545,46,-0.5944,63,0.15848
ENSG00000142634,EFHD2,112,-0.1256,135,0.25994,113,-0.2166
ENSG00000132906,CASP9,112,3.33416,9,-1.3815,12,-1.1162
ENSG00000116138,DNAJC16,112,2.25124,17,-1.1824,28,-0.2222
ENSG00000197312,DDI2,112,2.89455,13,-1.0484,16,-0.8959
ENSG00000116786,PLEKHM2,112,0.70322,68,-0.1261,69,-0.1277
ENSG00000065526,SPEN,112,2.25189,18,-1.0163,27,-0.3389
ENSG00000116809,ZBTB17,112,3.17930,11,-1.1345,12,-1.1266
ENSG00000185519,FAM131C,112,2.65128,18,-0.6658,17,-0.9670
ENSG00000037637,FBXO42,112,2.79808,10,-1.6331,20,-0.4225
ENSG00000055070,SZRD1,112,2.61715,26,0.04694,12,-1.6621
ENSG00000157191,NECAP2,112,3.41773,13,-0.6197,8,-1.8868
ENSG00000219481,NBPF1,112,3.35436,9,-1.3550,11,-1.1567
ENSG00000238142,BX284668.5,112,2.86974,20,-0.2876,11,-1.5648
ENSG00000159363,ATP13A2,112,-0.6253,133,-0.5109,201,0.63194
ENSG00000117118,SDHB,112,0.17798,87,-0.3094,107,0.23493
ENSG00000117115,PADI2,112,2.61369,36,0.92888,5,-3.1123
ENSG00000179051,RCC2,112,2.95817,11,-1.3823,16,-0.7263
ENSG00000074964,ARHGEF10L,112,3.11755,12,-1.0575,13,-1.1195
ENSG00000117154,IGSF21,112,0.39889,57,-0.8840,104,0.65812
ENSG00000159423,ALDH4A1,112,2.49272,31,0.41735,11,-2.0002
ENSG00000127481,UBR4,112,3.06611,7,-2.0221,17,-0.4792
ENSG00000127463,EMC1,112,2.11224,18,-1.1981,31,-0.1008
ENSG00000053372,MRTO4,112,1.83481,25,-0.8381,35,-0.1542
ENSG00000053371,AKR7A2,112,1.42927,49,0.10873,36,-0.7230
ENSG00000077549,CAPZB,112,-0.9389,179,-0.3213,240,0.51406
ENSG00000173436,MICOS10,112,-1.4773,347,0.38960,287,-0.1025
ENSG00000158747,NBL1,112,-0.7209,191,0.15840,180,0.01454
ENSG00000162545,CAMK2N1,112,-3.1572,737,-0.5141,1188,0.90727
ENSG00000090432,MUL1,112,2.29552,17,-1.0413,26,-0.3567
ENSG00000183114,FAM43B,112,1.60620,23,-1.2387,46,0.29228
ENSG00000158828,PINK1,112,-1.9781,369,-0.2702,493,0.59483
ENSG00000244038,DDOST,112,1.91041,25,-0.7491,32,-0.2777
ENSG00000117245,KIF17,112,2.48336,15,-1.1801,23,-0.4192
ENSG00000189410,SH2D5,112,2.39256,17,-1.0488,24,-0.4327
ENSG00000127483,HP1BP3,112,0.08229,101,-0.1023,108,0.07268
ENSG00000075151,EIF4G3,112,-0.1948,82,-0.9024,160,0.87539
ENSG00000117298,ECE1,112,3.20848,16,-0.4431,9,-1.8077
ENSG00000162551,ALPL,112,2.91214,26,0.46351,6,-2.7064
ENSG00000076864,RAP1GAP,112,-0.5259,110,-0.7675,198,0.84354
ENSG00000090686,USP48,112,1.84392,25,-0.8066,35,-0.1849
ENSG00000070831,CDC42,112,-0.9842,170,-0.4890,258,0.68004
ENSG00000173372,C1QA,112,1.27808,69,0.80190,29,-1.3737
ENSG00000159189,C1QC,112,1.55107,58,0.76419,23,-1.5224
ENSG00000173369,C1QB,112,0.87214,98,1.16218,34,-1.5526
ENSG00000004487,KDM1A,112,1.39747,31,-0.9105,50,0.18695
ENSG00000169641,LUZP1,112,1.78839,31,-0.4755,33,-0.4167
ENSG00000125944,HNRNPR,112,0.44196,75,-0.2750,87,0.11218
ENSG00000125945,ZNF436,112,2.90954,11,-1.3851,17,-0.6769
ENSG00000117318,ID3,112,3.00045,28,0.70013,3,-3.4559
ENSG00000142676,RPL11,112,-1.7912,529,0.99702,287,-0.6795
ENSG00000011007,ELOA,112,3.00428,12,-1.1447,15,-0.9352
ENSG00000057757,PITHD1,112,-0.6016,139,-0.3922,192,0.51675
ENSG00000011009,LYPLA2,112,1.34770,29,-1.0550,54,0.32525
ENSG00000117308,GALE,112,2.96620,10,-1.4793,17,-0.6733
ENSG00000117305,HMGCL,112,2.93333,17,-0.5265,12,-1.3872
ENSG00000179163,FUCA1,112,3.04973,7,-2.0925,18,-0.4311
ENSG00000189266,PNRC2,112,1.65264,29,-0.7562,40,-0.0936
ENSG00000188529,SRSF10,112,1.27682,34,-0.8298,54,0.19514
ENSG00000001460,STPG1,112,3.17752,5,-2.4121,17,-0.4243
ENSG00000001461,NIPAL3,112,1.13867,44,-0.4907,55,-0.0078
ENSG00000133226,SRRM1,112,1.43783,40,-0.3141,41,-0.3304
ENSG00000169504,CLIC4,112,2.95643,27,0.58848,5,-3.0597
ENSG00000117614,SYF2,112,1.36995,47,-0.0373,40,-0.5452
ENSG00000117616,RSRP1,112,1.74942,25,-0.9504,39,-0.0098
ENSG00000183726,TMEM50A,112,0.64824,50,-0.8304,86,0.51094
ENSG00000204178,MACO1,112,2.63161,17,-0.7788,18,-0.8529
ENSG00000117643,MAN1C1,112,1.87169,12,-2.1172,43,0.61007
ENSG00000162430,SELENON,112,1.74881,30,-0.5285,35,-0.3441
ENSG00000117640,MTFR1L,112,1.07584,50,-0.3069,55,-0.1361
ENSG00000117632,STMN1,112,-3.4594,922,-0.4828,1456,0.88808
ENSG00000158008,EXTL1,112,1.47716,38,-0.3748,41,-0.3005
ENSG00000142684,ZNF593,112,1.66981,40,-0.0566,31,-0.7173
ENSG00000142669,SH3BGRL3,112,-1.3471,302,0.25450,273,0.01565
ENSG00000158062,UBXN11,112,2.19385,21,-0.7646,26,-0.4825
ENSG00000117682,DHDDS,112,2.64708,15,-0.9769,19,-0.7116
ENSG00000198830,HMGN2,112,0.05323,123,0.32439,96,-0.3297
ENSG00000117713,ARID1A,112,1.13419,37,-0.8461,60,0.28716
ENSG00000204160,ZDHHC18,112,1.78187,22,-1.1504,40,0.11133
ENSG00000142751,GPN2,112,2.91487,13,-1.0157,15,-0.9411
ENSG00000090273,NUDC,112,-0.3302,129,-0.1655,149,0.24321
ENSG00000253368,TRNP1,112,0.53575,58,-0.6765,90,0.42963
ENSG00000090020,SLC9A1,112,2.42009,11,-1.7013,27,-0.0469
ENSG00000142784,WDTC1,112,2.28011,25,-0.4017,21,-0.8633
ENSG00000186501,TMEM222,112,0.68433,52,-0.7118,82,0.39692
ENSG00000158195,WASF2,112,2.40068,33,0.44415,12,-1.9262
ENSG00000126705,AHDC1,112,1.37915,27,-1.1540,54,0.37813
ENSG00000126709,IFI6,112,0.68650,75,0.06538,65,-0.3011
ENSG00000117758,STX12,112,0.27103,77,-0.4514,104,0.33221
ENSG00000117751,PPP1R8,112,2.30577,21,-0.7027,23,-0.6246
ENSG00000117748,RPA2,112,1.20274,35,-0.8539,57,0.25579
ENSG00000126698,DNAJC8,112,-0.0039,93,-0.4023,125,0.37585
ENSG00000130770,ATP5IF1,112,-2.3522,450,-0.3931,660,0.74414
ENSG00000180098,TRNAU1AP,112,2.68434,17,-0.7795,17,-0.9025
ENSG00000120656,TAF12,112,2.94980,17,-0.4637,12,-1.4691
ENSG00000198492,YTHDF2,112,0.65568,43,-1.1133,91,0.73336
ENSG00000116350,SRSF4,112,1.46301,42,-0.1739,39,-0.4729
ENSG00000116353,MECR,112,1.65515,32,-0.5356,37,-0.2752
ENSG00000060656,PTPRU,112,2.43016,9,-1.9878,28,0.09012
ENSG00000162511,LAPTM5,112,1.42464,67,0.95387,23,-1.6606
ENSG00000162512,SDC3,112,-0.9753,176,-0.4047,251,0.59912
ENSG00000134644,PUM1,112,0.22234,60,-0.9946,121,0.81648
ENSG00000060688,SNRNP40,112,2.46893,13,-1.3547,24,-0.2922
