Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to7,Feature log2 fold change topic 3to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000175206,NPPA,2,-2.1084,0,-7.8055,18,2.17504,9,-0.1950,3,-1.7950
ENSG00000116685,KIAA2013,45,0.52482,44,0.49072,32,-0.0856,17,-0.9606,31,-0.1111
ENSG00000083444,PLOD1,31,0.75520,41,1.27950,16,-0.3897,14,-0.4907,12,-0.8273
ENSG00000116688,MFN2,59,-0.4653,102,0.39491,92,0.44167,51,-0.7104,63,-0.4083
ENSG00000116691,MIIP,17,0.22100,14,-0.0314,14,-0.1319,9,-0.6911,18,0.38215
ENSG00000048707,VPS13D,40,-0.2408,37,-0.3649,53,0.38491,32,-0.6170,47,0.00695
ENSG00000162496,DHRS3,23,1.09853,12,0.04075,9,-0.6210,18,0.71001,9,-0.4201
ENSG00000116731,PRDM2,60,-0.3603,68,-0.1783,78,0.09575,45,-0.8004,97,0.44849
ENSG00000189337,KAZN,74,0.61123,82,0.78629,47,-0.2201,40,-0.3966,39,-0.4540
ENSG00000142634,EFHD2,19,-2.9655,476,2.21368,97,-0.9073,41,-1.8684,187,0.55463
ENSG00000132906,CASP9,12,0.61647,8,-0.0875,8,-0.1811,5,-0.5718,9,0.18724
ENSG00000116138,DNAJC16,16,-0.5062,32,0.58596,23,0.13580,24,0.11871,17,-0.4651
ENSG00000197312,DDI2,15,-0.5197,18,-0.1831,24,0.41360,11,-1.0080,22,0.13498
ENSG00000116786,PLEKHM2,42,-0.6148,47,-0.4229,64,0.10561,78,0.37314,65,0.10341
ENSG00000065526,SPEN,60,0.90994,34,-0.0404,26,-0.7217,21,-0.7690,51,0.71589
ENSG00000116809,ZBTB17,23,0.76019,9,-0.7092,15,0.15017,11,-0.4701,13,-0.2099
ENSG00000185519,FAM131C,4,-1.7263,7,-1.0795,14,-0.2002,13,-0.2362,27,1.20741
ENSG00000037637,FBXO42,16,-0.3032,11,-0.7736,24,0.71009,16,-0.2461,14,-0.5015
ENSG00000055070,SZRD1,50,1.43080,23,0.08848,17,-0.6313,22,0.03726,18,-0.2959
ENSG00000157191,NECAP2,38,1.81649,31,1.41186,7,-1.4756,11,-0.2208,9,-0.6306
ENSG00000219481,NBPF1,26,1.56324,18,0.92117,7,-0.9940,9,-0.2681,8,-0.3895
ENSG00000058453,CROCC,7,-0.5633,7,-0.5662,12,0.38158,8,-0.4148,12,0.15368
ENSG00000238142,BX284668.5,8,-0.0866,14,0.89712,7,-0.3749,14,0.81360,5,-0.6790
ENSG00000159363,ATP13A2,38,-1.7401,115,-0.0554,141,0.54053,92,-0.4035,120,0.01028
ENSG00000117118,SDHB,67,-0.5077,111,0.30013,101,0.26807,78,-0.2599,81,-0.2275
ENSG00000117115,PADI2,246,3.10707,63,0.38821,16,-2.3378,37,-0.4615,36,-0.5700
ENSG00000179051,RCC2,26,1.07356,6,-1.0746,14,0.23428,10,-0.4963,10,-0.5386
ENSG00000074964,ARHGEF10L,18,0.27443,18,0.26300,15,-0.0282,12,-0.3278,14,-0.1158
ENSG00000117154,IGSF21,19,-2.1342,148,1.08534,86,0.30766,50,-0.6685,64,-0.3280
ENSG00000159423,ALDH4A1,43,0.75831,45,0.80901,17,-1.0806,37,0.50693,30,0.18623
ENSG00000169991,IFFO2,9,-0.0360,16,0.87159,8,-0.4594,3,-1.5810,13,0.61165
ENSG00000127463,EMC1,18,-0.7364,47,0.79408,33,0.40240,18,-0.7180,21,-0.5787
ENSG00000053372,MRTO4,22,-0.6860,28,-0.3170,38,0.37377,30,-0.2160,34,0.01614
ENSG00000053371,AKR7A2,65,0.56500,60,0.43638,41,-0.3161,43,-0.0909,43,-0.1087
ENSG00000040487,SLC66A1,6,-0.5868,12,0.54380,8,-0.1651,9,0.07803,10,0.13447
ENSG00000077549,CAPZB,140,-0.4728,175,-0.1180,218,0.45334,164,-0.2278,159,-0.3037
ENSG00000173436,MICOS10,310,-0.0581,306,-0.0815,321,-0.0049,328,0.03022,334,0.06665
ENSG00000158747,NBL1,79,-1.3781,203,0.07578,212,0.26229,194,0.00048,203,0.07827
ENSG00000169914,OTUD3,9,-0.4979,12,-0.0092,14,0.27797,8,-0.6213,13,0.10804
ENSG00000162545,CAMK2N1,874,-0.5519,503,-1.3927,1468,0.53483,1543,0.35402,1073,-0.2574
ENSG00000090432,MUL1,26,0.04867,45,0.92962,25,0.00871,17,-0.6101,19,-0.4701
ENSG00000183114,FAM43B,3,-2.1411,29,1.19488,12,-0.3504,11,-0.4065,18,0.45890
ENSG00000158828,PINK1,218,-0.8206,324,-0.2069,433,0.50453,314,-0.2560,334,-0.1746
ENSG00000244038,DDOST,22,-0.1585,24,-0.0564,28,0.39821,22,-0.1688,19,-0.4531
ENSG00000117245,KIF17,4,-2.5134,8,-1.4288,27,0.77340,10,-1.1854,28,0.51933
ENSG00000189410,SH2D5,3,-3.2435,14,-1.2597,45,1.18298,31,-0.0638,25,-0.4605
ENSG00000127483,HP1BP3,176,0.30471,187,0.40787,142,-0.0669,100,-0.5850,141,-0.0595
ENSG00000075151,EIF4G3,67,-0.8343,95,-0.3018,144,0.75887,85,-0.4665,89,-0.4392
ENSG00000117298,ECE1,38,1.58119,17,0.19213,11,-0.7186,17,0.17086,11,-0.5172
ENSG00000162551,ALPL,5,-1.0683,7,-0.6388,11,-0.0428,13,0.26252,15,0.58611
ENSG00000076864,RAP1GAP,34,-2.0422,264,1.17728,150,0.41238,65,-1.0807,100,-0.4797
ENSG00000090686,USP48,61,0.50609,77,0.89243,42,-0.2113,29,-0.6926,37,-0.3398
ENSG00000070831,CDC42,222,0.03541,266,0.32966,238,0.27755,142,-0.6717,176,-0.3699
ENSG00000173372,C1QA,46,1.63476,14,-0.3117,11,-1.1324,28,0.72856,17,-0.0678
ENSG00000159189,C1QC,42,1.50618,16,-0.1380,10,-1.3145,29,0.86947,18,0.11352
ENSG00000173369,C1QB,56,1.60552,22,-0.0026,12,-1.3026,43,1.13945,18,-0.3667
ENSG00000133216,EPHB2,8,-0.5496,10,-0.2814,15,0.65649,8,-0.5221,10,-0.3706
ENSG00000004487,KDM1A,29,-0.5390,64,0.72221,44,0.24476,36,-0.1837,29,-0.5875
ENSG00000169641,LUZP1,10,-2.1617,28,-0.6704,52,0.57025,31,-0.5240,52,0.34680
ENSG00000125944,HNRNPR,109,0.10206,157,0.71378,100,-0.0503,63,-0.7363,94,-0.1344
ENSG00000125945,ZNF436,9,-0.7487,15,-0.0175,19,0.70967,11,-0.5291,11,-0.5365
ENSG00000249087,ZNF436-AS1,6,-0.6672,1,-3.2406,12,0.80159,13,0.44156,7,-0.4309
ENSG00000204219,TCEA3,12,0.43154,10,0.10581,4,-1.5059,12,0.46591,17,1.22863
ENSG00000117318,ID3,89,3.65566,24,0.77419,1,-4.2428,20,0.45509,5,-1.6332
ENSG00000142676,RPL11,916,1.50250,535,0.55126,273,-0.8480,384,0.00561,311,-0.3598
ENSG00000011007,ELOA,22,0.45657,33,1.15174,14,-0.4320,10,-0.7587,15,-0.1642
ENSG00000057757,PITHD1,115,-0.7442,160,-0.2256,223,0.60860,148,-0.3493,154,-0.3198
ENSG00000011009,LYPLA2,10,-1.8491,39,0.24855,38,0.40175,31,-0.1470,32,-0.0629
ENSG00000117308,GALE,7,-1.0591,7,-1.1539,20,0.97941,11,-0.4299,12,-0.3695
ENSG00000117305,HMGCL,28,0.47767,30,0.58872,19,-0.2481,16,-0.3988,19,-0.1106
ENSG00000179163,FUCA1,5,-1.2138,17,0.52331,16,0.80239,9,-0.5172,6,-1.0314
ENSG00000189266,PNRC2,70,0.29957,82,0.56515,52,-0.2741,46,-0.3675,60,0.05865
ENSG00000188529,SRSF10,49,0.02160,81,0.84891,47,-0.0489,34,-0.5664,41,-0.2817
ENSG00000001460,STPG1,5,-0.9733,9,-0.0275,11,0.72012,5,-0.7709,7,-0.3419
ENSG00000001461,NIPAL3,147,1.23143,148,1.25455,54,-0.6835,18,-2.0468,61,-0.2507
ENSG00000133226,SRRM1,130,1.25843,62,-0.0019,44,-0.8728,27,-1.2617,91,0.72676
ENSG00000169504,CLIC4,236,3.74351,97,1.56054,6,-3.4360,8,-2.2871,9,-2.3031
ENSG00000117614,SYF2,124,1.04670,78,0.26231,56,-0.4419,50,-0.4300,65,-0.0406
ENSG00000117616,RSRP1,70,1.11534,39,0.14435,36,0.04264,22,-0.7769,23,-0.7639
ENSG00000183726,TMEM50A,111,0.54059,88,0.16771,89,0.35647,56,-0.5405,46,-0.9092
ENSG00000204178,MACO1,28,0.19374,28,0.20004,24,-0.1012,20,-0.3807,27,0.11424
ENSG00000117643,MAN1C1,10,-1.8942,8,-2.3305,56,1.68541,24,-0.6663,22,-0.8594
ENSG00000162430,SELENON,55,1.10023,28,-0.0221,25,-0.2669,31,0.13866,20,-0.5468
ENSG00000117640,MTFR1L,34,-0.9182,56,-0.1409,69,0.35940,56,-0.1346,61,-0.0084
ENSG00000117632,STMN1,926,-0.7493,1771,0.27562,1646,0.29639,820,-0.9347,1593,0.11734
ENSG00000158008,EXTL1,6,-2.6225,32,-0.1505,42,0.59473,26,-0.4744,38,0.13688
ENSG00000175087,PDIK1L,9,-0.6103,23,0.94301,12,-0.2969,8,-0.7581,16,0.38226
ENSG00000142684,ZNF593,23,-0.1762,32,0.35864,25,0.02877,27,0.12953,22,-0.2631
ENSG00000142669,SH3BGRL3,194,-0.3243,268,0.18725,238,-0.0095,205,-0.2441,265,0.19145
ENSG00000158062,UBXN11,12,-0.8772,11,-0.9654,22,0.08123,24,0.18625,29,0.51203
ENSG00000117682,DHDDS,7,-1.0648,28,0.97439,16,0.17390,9,-0.8587,14,-0.1629
ENSG00000198830,HMGN2,258,1.37716,176,0.69953,87,-0.7200,108,-0.0937,87,-0.4899
ENSG00000117713,ARID1A,59,0.00661,110,1.04411,55,-0.1594,47,-0.3396,47,-0.3916
ENSG00000060642,PIGV,6,-0.5405,15,0.84092,9,0.00157,11,0.28506,6,-0.5770
ENSG00000204160,ZDHHC18,13,-0.7121,28,0.51630,22,0.18666,13,-0.6556,20,0.01052
ENSG00000142751,GPN2,11,-0.6351,10,-0.7457,19,0.49374,12,-0.4056,17,0.07956
ENSG00000198746,GPATCH3,12,0.39816,13,0.49704,9,-0.1247,6,-0.7797,10,-0.0222
ENSG00000090273,NUDC,162,-0.1377,148,-0.2839,191,0.24074,156,-0.1956,172,-0.0493
ENSG00000253368,TRNP1,12,-2.0022,32,-0.5994,54,0.47241,50,0.09634,51,0.15190
ENSG00000090020,SLC9A1,4,-2.3311,10,-0.9807,24,0.91364,11,-0.8305,20,0.11496
ENSG00000142784,WDTC1,38,0.45188,30,0.07204,25,-0.3747,22,-0.3811,36,0.41078
ENSG00000186501,TMEM222,48,-0.3756,71,0.23483,64,0.12358,63,0.03428,56,-0.1689
ENSG00000158195,WASF2,135,2.57982,63,1.03646,11,-2.2317,30,-0.1677,25,-0.5058
ENSG00000126705,AHDC1,21,-1.2378,66,0.53195,55,0.44248,29,-0.7512,42,-0.2015
ENSG00000126709,IFI6,186,0.83828,287,1.63025,86,-0.6810,74,-0.6403,71,-0.7724
ENSG00000009780,FAM76A,13,0.06329,16,0.40375,14,0.29893,10,-0.3750,8,-0.6516
ENSG00000117758,STX12,76,-0.4572,189,1.04444,90,-0.3290,81,-0.3424,109,0.13057
ENSG00000117751,PPP1R8,40,0.60816,52,1.08152,26,-0.1378,13,-1.1148,19,-0.6206
ENSG00000117748,RPA2,42,-0.7818,128,1.01267,79,0.39441,52,-0.4548,39,-0.9688
ENSG00000126698,DNAJC8,144,0.12400,150,0.19155,131,-0.0546,105,-0.3808,140,0.09055
ENSG00000130770,ATP5IF1,208,-1.3673,424,-0.2785,602,0.55496,450,-0.1836,482,-0.0855
ENSG00000130766,SESN2,9,-0.2416,6,-0.7915,13,0.76792,10,-0.0929,7,-0.7500
ENSG00000204138,PHACTR4,39,1.78914,26,1.05104,5,-1.9332,13,-0.0925,16,0.28526
ENSG00000242125,SNHG3,12,0.31846,15,0.72229,11,0.24928,7,-0.4425,5,-1.0958
ENSG00000180098,TRNAU1AP,21,0.45217,25,0.74891,13,-0.5722,12,-0.3775,18,0.25509
ENSG00000197989,SNHG12,22,0.93601,11,-0.1757,9,-0.8358,10,-0.2804,19,0.72388
ENSG00000120656,TAF12,19,0.25841,18,0.22846,15,-0.2058,14,-0.1340,17,0.09877
ENSG00000198492,YTHDF2,48,-0.7119,92,0.32359,87,0.46287,42,-0.9139,67,-0.1956
ENSG00000116350,SRSF4,61,0.46865,37,-0.3372,47,0.11431,35,-0.4167,43,-0.0989
ENSG00000116353,MECR,15,-1.1370,34,0.13429,34,0.30258,22,-0.5549,34,0.17952
ENSG00000060656,PTPRU,9,-0.8324,35,1.30769,12,-0.6679,3,-2.5520,26,0.91703
ENSG00000162511,LAPTM5,91,1.53710,56,0.69122,19,-1.5360,50,0.47522,39,0.12175
ENSG00000162512,SDC3,145,0.01369,221,0.70471,138,-0.1229,151,0.07859,117,-0.3698
ENSG00000134644,PUM1,80,-0.8555,232,0.85526,146,0.16759,79,-0.8645,130,-0.1083
ENSG00000060688,SNRNP40,33,0.96427,14,-0.3832,17,-0.2465,8,-1.3047,22,0.36000
ENSG00000121766,ZCCHC17,73,-0.7640,143,0.29059,129,0.23000,93,-0.3901,120,0.00915
ENSG00000121769,FABP3,27,-2.2607,60,-1.0899,161,0.96394,84,-0.5739,120,-0.0254
ENSG00000162517,PEF1,42,-0.9636,46,-0.8180,105,1.04558,47,-0.7747,59,-0.4779
ENSG00000084636,COL16A1,65,1.39768,24,-0.2954,26,-0.2549,17,-0.7927,25,-0.2439
ENSG00000121753,ADGRB2,60,-1.8078,165,-0.2846,256,0.87728,149,-0.4494,161,-0.3613
ENSG00000184007,PTP4A2,652,2.28535,265,0.58703,124,-0.9961,87,-1.1639,115,-0.8146
ENSG00000121774,KHDRBS1,82,-0.4482,158,0.60591,116,0.18888,79,-0.5148,96,-0.2349
ENSG00000121775,TMEM39B,14,0.38743,10,-0.1619,12,0.32025,8,-0.5194,8,-0.4405
ENSG00000025800,KPNA6,49,0.05064,59,0.36173,48,0.07028,33,-0.5410,45,-0.1037
ENSG00000084652,TXLNA,19,0.29376,29,1.03016,15,-0.0715,15,-0.0211,8,-1.0329
ENSG00000160050,CCDC28B,18,-0.0905,8,-1.3014,23,0.43408,27,0.48695,15,-0.4690
ENSG00000084623,EIF3I,67,-0.4548,113,0.37989,101,0.38624,78,-0.2223,65,-0.5575
ENSG00000175130,MARCKSL1,1171,2.51744,510,0.87478,117,-2.0398,250,-0.2942,245,-0.3581
ENSG00000160058,BSDC1,67,0.00426,105,0.75979,62,-0.1783,38,-0.8477,71,0.12391
ENSG00000160062,ZBTB8A,13,0.52229,2,-2.1552,10,0.02604,7,-0.4202,13,0.46736
ENSG00000176261,ZBTB8OS,44,-0.0061,23,-0.9850,46,0.13148,50,0.18006,47,0.11150
ENSG00000162521,RBBP4,106,0.31430,103,0.27717,94,0.21882,63,-0.5058,65,-0.5078
ENSG00000162522,KIAA1522,2,-2.6917,0,-4.9473,16,0.29268,24,0.73740,21,0.58454
ENSG00000134684,YARS,53,-1.1174,119,0.13849,127,0.46151,79,-0.5101,104,-0.0859
ENSG00000116497,S100PBP,23,1.05300,24,1.09237,8,-0.8815,9,-0.3751,12,-0.0883
ENSG00000160097,FNDC5,2,-3.3577,3,-3.1243,35,1.30758,14,-0.8932,26,0.07108
ENSG00000121905,HPCA,20,-3.7022,42,-2.6582,320,0.95002,225,-0.1197,270,0.19528
ENSG00000121900,TMEM54,41,0.25794,16,-1.1772,38,0.22991,39,0.17396,32,-0.1417
ENSG00000116514,RNF19B,10,-1.5573,23,-0.2957,35,0.67266,27,-0.0564,24,-0.2917
ENSG00000004455,AK2,79,1.85742,46,0.87946,19,-0.8249,24,-0.2158,13,-1.2502
ENSG00000142920,AZIN2,25,0.13076,22,-0.1192,27,0.46407,9,-1.3834,21,-0.2057
ENSG00000160094,ZNF362,14,-0.3785,43,1.41285,14,-0.7099,19,0.03807,20,0.09861
ENSG00000134686,PHC2,98,1.00799,61,0.22252,53,-0.0386,43,-0.3395,34,-0.7608
ENSG00000163866,SMIM12,25,-1.1162,31,-0.7651,68,0.94462,41,-0.3466,39,-0.4862
ENSG00000116544,DLGAP3,4,-3.0939,8,-2.2244,45,0.67120,64,0.91328,32,-0.2208
ENSG00000163867,ZMYM6,11,-0.3703,14,0.01853,17,0.66552,13,-0.0755,7,-1.0019
ENSG00000116560,SFPQ,166,0.18119,180,0.31752,137,-0.2122,122,-0.3051,164,0.17988
ENSG00000146463,ZMYM4,21,-0.5619,23,-0.4551,33,0.23172,27,-0.1821,34,0.22208
ENSG00000142687,KIAA0319L,48,-0.1986,60,0.16056,61,0.34883,33,-0.7651,49,-0.1902
ENSG00000020129,NCDN,74,-2.7298,296,-0.6640,622,1.14692,327,-0.5093,354,-0.4281
ENSG00000126067,PSMB2,91,-0.2722,167,0.71154,119,0.27618,70,-0.6717,81,-0.5150
ENSG00000142686,C1orf216,12,-2.4650,63,-0.0106,73,0.44949,30,-1.1507,81,0.46089
ENSG00000134698,AGO4,18,0.72328,19,0.77688,10,-0.2671,12,0.09987,7,-0.8097
ENSG00000092847,AGO1,26,0.16472,44,1.01424,22,-0.2639,17,-0.5033,21,-0.1986
ENSG00000126070,AGO3,32,0.93686,27,0.64968,13,-0.7747,9,-1.0840,23,0.47197
ENSG00000116863,ADPRHL2,25,0.38197,27,0.48332,20,0.04500,15,-0.4336,15,-0.4437
