"","top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
"25",25,"enrichment","Astro","CASC17",24.7515685796703,8.41384719835138e-67,6.77508865171864e-64,17126,6.79451842078531,"ENSG00000260785"
"26",26,"enrichment","Astro","ENSG00000285691",24.42960140673,7.48761446091746e-66,5.80595171680622e-63,7494,6.1803100140528,"ENSG00000285691"
"27",27,"enrichment","Astro","SFXN5",24.205273009565,3.46027583609335e-65,2.58729767515894e-62,2501,4.21288276389397,"ENSG00000144040"
"28",28,"enrichment","Astro","LINC02944",24.1836245200127,4.0124236855078e-65,2.89669318206177e-62,11118,5.97523500130867,"ENSG00000238276"
"29",29,"enrichment","Astro","ENSG00000285871",23.9661344619057,1.78136288698211e-64,1.24315378006191e-61,10744,3.65585564365675,"ENSG00000285871"
"30",30,"enrichment","Astro","AQP4",23.8939227151701,2.92582338148692e-64,1.97245821909556e-61,17477,6.81544169064995,"ENSG00000171885"
"31",31,"enrichment","Astro","BBOX1",23.8895641127262,3.01483869942005e-64,1.97245821909556e-61,11459,7.26468383131855,"ENSG00000129151"
"32",32,"enrichment","Astro","DMRTA1",23.740231253236,8.42999250282388e-64,5.32482502471599e-61,9686,3.68235061331487,"ENSG00000176399"
"33",33,"enrichment","Astro","PRDM16-DT",23.4579048268062,5.93397057657392e-63,3.54953165689005e-60,71,7.17846515500978,"ENSG00000177133"
"34",34,"enrichment","Astro","SLC39A12",23.4414574651719,6.65042789657823e-63,3.86759329007671e-60,10523,7.12155836459081,"ENSG00000148482"
"35",35,"enrichment","Astro","THBS3-AS1",23.430903876682,7.15520266379279e-63,4.04868440457205e-60,1302,6.35822683958729,"ENSG00000231064"
"36",36,"enrichment","Astro","MT1H",23.2857006562234,1.96049673907578e-62,1.08013051919186e-59,15846,4.70104179155054,"ENSG00000205358"
"37",37,"enrichment","Astro","CYP4F11",23.276632534311,2.08804959195849e-62,1.12090785274982e-59,18103,5.80030996897937,"ENSG00000171903"
"38",38,"enrichment","Astro","NTSR2",23.2241023471202,3.00887025838627e-62,1.57484269323937e-59,2089,6.18799533402418,"ENSG00000169006"
"39",39,"enrichment","Astro","LINC01532",22.8663055586767,3.6555955193306e-61,1.86667189738306e-58,18274,3.92288217738653,"ENSG00000267014"
"40",40,"enrichment","Astro","SLC14A1",22.4393149229982,7.34498583752486e-60,3.66130055939096e-57,17539,7.38075822636534,"ENSG00000141469"
"41",41,"enrichment","Astro","SLC13A5",22.1311982760763,6.48767373380712e-59,3.08695312024968e-56,16326,6.35982920134249,"ENSG00000141485"
"42",42,"enrichment","Astro","ENSG00000288581",22.0587385539949,1.08463740607642e-58,5.04621527413688e-56,13788,5.26480686352962,"ENSG00000288581"
"43",43,"enrichment","Astro","ACBD7",21.7078866142959,1.31747313437184e-57,5.99622120461061e-55,10502,5.75236346172938,"ENSG00000176244"
"44",44,"enrichment","Astro","ENSG00000270001",21.5482425521675,4.12307210032152e-57,1.83660930834748e-54,19148,4.07615032862395,"ENSG00000270001"
"45",45,"enrichment","Astro","EMX2",21.5213530984461,4.99804520207024e-57,2.1799807156363e-54,11113,7.03976024332725,"ENSG00000170370"
"46",46,"enrichment","Astro","ENSG00000285729",21.4826997010631,6.59184563747193e-57,2.81646694420637e-54,15016,5.10249028559191,"ENSG00000285729"
"47",47,"enrichment","Astro","MUC1",21.441640251205,8.84660555164306e-57,3.70425067658398e-54,1301,4.36367664836838,"ENSG00000185499"
"48",48,"enrichment","Astro","SDS",21.3585586751179,1.6053280664661e-56,6.59002909794789e-54,13276,5.62315593184191,"ENSG00000135094"
"49",49,"enrichment","Astro","PYGM",21.3498854541774,1.70843727667791e-56,6.87843131240937e-54,11746,5.78378747435136,"ENSG00000068976"
"50",50,"enrichment","Astro","ASPH",21.3429617978664,1.79549148823865e-56,7.09253015052157e-54,9133,2.4075473003813,"ENSG00000198363"
"51",51,"enrichment","Astro","MLC1",21.2062971711111,4.79410688245088e-56,1.85869299427762e-53,20185,6.79526053554345,"ENSG00000100427"
"52",52,"enrichment","Astro","LINC01995",21.1809557254661,5.75302825993952e-56,2.18991635727443e-53,4579,4.60863691674894,"ENSG00000244247"
"53",53,"enrichment","Astro","PLIN1",21.127547818146,8.4506598981548e-56,3.15933956478159e-53,15190,4.34670795802195,"ENSG00000166819"
"54",54,"enrichment","Astro","GRIN2C",20.895216365163,4.51776084824547e-55,1.65936563366434e-52,17157,6.6033172693947,"ENSG00000161509"
"55",55,"enrichment","Astro","SLC1A2-AS1",20.840843886908,6.69382032322341e-55,2.4162383152932e-52,11509,4.14706722664749,"ENSG00000255004"
"56",56,"enrichment","Astro","MACF1",20.7295176907535,1.49870025020686e-54,5.30825713504397e-52,495,1.76212038190441,"ENSG00000127603"
"57",57,"enrichment","Astro","ENSG00000287941",20.7274538658398,1.52128118123155e-54,5.30825713504397e-52,4580,5.08429299792112,"ENSG00000287941"
"58",58,"enrichment","Astro","ENSG00000286377",20.7168991995402,1.64220509386917e-54,5.63626325331883e-52,5675,4.50025116002128,"ENSG00000286377"
"59",59,"enrichment","Astro","ENSG00000259255",20.524217017354,6.64888529853824e-54,2.24517842919672e-51,14800,6.38302652885793,"ENSG00000259255"
"60",60,"enrichment","Astro","PLIN4",20.5024990843073,7.78591324332316e-54,2.58739491527323e-51,17836,4.66518613215973,"ENSG00000167676"
"61",61,"enrichment","Astro","SLC1A2",20.4395233528172,1.23094237692511e-53,4.02672025051627e-51,11508,6.42922444608522,"ENSG00000110436"
"62",62,"enrichment","Astro","AHCYL2",20.3738990073114,1.984834794496e-53,6.39300019347204e-51,8575,2.34515179407717,"ENSG00000158467"
"63",63,"enrichment","Astro","FAM181A",20.3478048171655,2.40038789344455e-53,7.6143213541144e-51,14451,4.4158022323249,"ENSG00000140067"
"64",64,"enrichment","Astro","PAX6",20.2533123419522,4.78073111129835e-53,1.47190274332562e-50,11483,6.70685203916006,"ENSG00000007372"
"65",65,"enrichment","Astro","FXYD3",20.2355584236797,5.44198396337015e-53,1.65120835155243e-50,18328,3.74444917794917,"ENSG00000089356"
"66",66,"enrichment","Astro","IGFN1",20.2285254531715,5.72860585514917e-53,1.69184884585734e-50,1641,6.03071348659366,"ENSG00000163395"
"67",67,"enrichment","Astro","ID4",20.2283117915176,5.73754623881692e-53,1.69184884585734e-50,6801,6.87380615969081,"ENSG00000172201"
"68",68,"enrichment","Astro","ENSG00000287372",20.1780756742574,8.27978527898131e-53,2.40757756389934e-50,868,5.38774540993984,"ENSG00000287372"
"69",69,"enrichment","Astro","LCN12",20.1642983499839,9.15640469414839e-53,2.62600669420124e-50,10366,5.24593425764655,"ENSG00000184925"
"70",70,"enrichment","Astro","LINC00499",20.1109177056472,1.35252160520957e-52,3.82653950360372e-50,5371,8.21778374526158,"ENSG00000251372"
"71",71,"enrichment","Astro","PRSS35",19.9589021359259,4.11431267212698e-52,1.14849666804867e-49,7304,5.26794870979679,"ENSG00000146250"
"72",72,"enrichment","Astro","ENSG00000259347",19.8706353862283,7.85775583705429e-52,2.16460495006011e-49,14968,5.65576890934237,"ENSG00000259347"
"73",73,"enrichment","Astro","SDC4",19.866934337696,8.07399240105397e-52,2.19528707673332e-49,19321,6.95161905328499,"ENSG00000124145"
"74",74,"enrichment","Astro","ENTPD2",19.7641640774239,1.71672533207058e-51,4.60786686567046e-49,10373,5.63974477855733,"ENSG00000054179"
"75",75,"enrichment","Astro","ADPGK-AS1",19.7613303952372,1.75283266181948e-51,4.64522843137374e-49,15015,4.94382334245346,"ENSG00000260898"
"76",76,"enrichment","Astro","ENSG00000254239",19.7320184659429,2.1740400961157e-51,5.68946293153478e-49,6256,4.0970673311246,"ENSG00000254239"
"77",77,"enrichment","Astro","ADGRV1",19.6932112587332,2.89166331632295e-51,7.47405718401695e-49,6029,7.40123254600794,"ENSG00000164199"
"78",78,"enrichment","Astro","ENSG00000288584",19.6744371597656,3.3197175880861e-51,8.47580578343543e-49,7725,3.9627247127711,"ENSG00000288584"
"79",79,"enrichment","Astro","CA12",19.5557207191526,7.95341815092137e-51,2.00617786033361e-48,14915,5.84278187386645,"ENSG00000074410"
"80",80,"enrichment","Astro","ENSG00000288840",19.5190960245183,1.04168304671627e-50,2.59627098405379e-48,6705,3.65108421307447,"ENSG00000288840"
"81",81,"enrichment","Astro","PRDM16",19.5149071777897,1.07433931952919e-50,2.64616094043096e-48,72,6.95603337069666,"ENSG00000142611"
"82",82,"enrichment","Astro","RPE65",19.4506338044703,1.72556340231496e-50,4.2007436501007e-48,756,3.65624146661612,"ENSG00000116745"
"83",83,"enrichment","Astro","ENSG00000285941",19.4236595797811,2.10546029675727e-50,5.06665710033451e-48,7495,6.21728915988885,"ENSG00000285941"
"84",84,"enrichment","Astro","GLI1",19.3119164992038,4.80450539054266e-50,1.14303550973183e-47,12894,4.22384914303713,"ENSG00000111087"
"85",85,"enrichment","Astro","LINC01994",19.2763269443424,6.24987886063291e-50,1.47019622276641e-47,4578,4.86720800482924,"ENSG00000241098"
"86",86,"enrichment","Astro","NWD1",19.2509618947047,7.53894251617588e-50,1.73445385185339e-47,18123,6.11229507265562,"ENSG00000188039"
"87",87,"enrichment","Astro","PHYHD1",19.2080877776426,1.03519801088944e-49,2.35575060391102e-47,10251,5.74523186745535,"ENSG00000175287"
"88",88,"enrichment","Astro","ENSG00000231662",19.1985443923477,1.11093081301547e-49,2.50090833347224e-47,6799,4.73077674899583,"ENSG00000231662"
"89",89,"enrichment","Astro","LINC01739",19.1664621841793,1.40862654936727e-49,3.13734100399503e-47,723,4.51577598453883,"ENSG00000229537"
"90",90,"enrichment","Astro","CAMK2G",19.0947544813033,2.39553943422178e-49,5.27926458893339e-47,10814,2.93165427962736,"ENSG00000148660"
"91",91,"enrichment","Astro","ENSG00000230001",19.0845470793221,2.5837235510691e-49,5.63467044428986e-47,9608,3.90287339805381,"ENSG00000230001"
"92",92,"enrichment","Astro","APC",19.0695477139361,2.88744989419634e-49,6.2321289675149e-47,6118,2.49166659040609,"ENSG00000134982"
"93",93,"enrichment","Astro","ENSG00000257022",18.912600469918,9.24902819204079e-49,1.97589443090374e-46,12579,4.55412794578169,"ENSG00000257022"
"94",94,"enrichment","Astro","PPP1R3C",18.903805790368,9.87312616755771e-49,2.08791686307059e-46,10913,6.12510791188459,"ENSG00000119938"
"95",95,"enrichment","Astro","LINC02958",18.8999056394443,1.01632292820587e-48,2.12777368249181e-46,17460,4.06946544038305,"ENSG00000265752"
"96",96,"enrichment","Astro","ENSG00000253932",18.8541454666701,1.4277101607645e-48,2.95945939859065e-46,8862,4.666625423005,"ENSG00000253932"
"97",97,"enrichment","Astro","PLA2G5",18.8267838442271,1.74959653033099e-48,3.59113264304015e-46,234,5.2457974334104,"ENSG00000127472"
"98",98,"enrichment","Astro","ENSG00000258657",18.6800175650121,5.21240026780666e-48,1.04929626929616e-45,13977,3.5466983498733,"ENSG00000258657"
"99",99,"enrichment","Astro","IL33",18.6615846761475,5.9791242554225e-48,1.19218043249072e-45,9628,6.40907448322242,"ENSG00000137033"
"100",100,"enrichment","Astro","GPT",18.6285531066503,7.64664277115023e-48,1.51028408544152e-45,9569,4.94364770042174,"ENSG00000167701"
"101",101,"enrichment","Astro","MT1G",18.6188659272282,8.21881695202433e-48,1.60812291315497e-45,15845,5.90949448815934,"ENSG00000125144"
"102",102,"enrichment","Astro","ENSG00000289184",18.5505076587283,1.36787885526633e-47,2.65165849202369e-45,6016,4.4478440327278,"ENSG00000289184"
"103",103,"enrichment","Astro","ENSG00000287704",18.4109415722831,3.87490975314068e-47,7.44267069649112e-45,14799,7.15056313789377,"ENSG00000287704"
"104",104,"enrichment","Astro","LPAR3",18.3072896557514,8.405179269704e-47,1.59973484718657e-44,827,4.4179355386946,"ENSG00000171517"
"105",105,"enrichment","Astro","GRTP1-AS1",18.2820927816293,1.01472995237699e-46,1.91390867414097e-44,13862,3.42436086167205,"ENSG00000225083"
"106",106,"enrichment","Astro","ENSG00000232555",18.2501891075687,1.28812756997388e-46,2.40787846472974e-44,3044,5.42153075709057,"ENSG00000232555"
"107",107,"enrichment","Astro","LINC01814",18.2011852781314,1.8585196839582e-46,3.44336000914593e-44,2054,5.31477331745198,"ENSG00000236008"
"108",108,"enrichment","Astro","LINC00529",18.1195973413161,3.42305908958935e-46,6.28641799119672e-44,8845,3.43091333107342,"ENSG00000236827"
"109",109,"enrichment","Astro","TLCD1",18.1075133835638,3.74730141423502e-46,6.82204368768908e-44,16560,4.11294290966905,"ENSG00000160606"
"110",110,"enrichment","Astro","DOCK7",18.0292493157853,6.73588241897765e-46,1.21571064072169e-43,720,2.34957337622969,"ENSG00000116641"
"111",111,"enrichment","Astro","SERPINI2",18.022264619263,7.09794580359261e-46,1.27010763541893e-43,4503,6.32370190465215,"ENSG00000114204"
"112",112,"enrichment","Astro","LINC01338",17.9691612981077,1.05695739114803e-45,1.87529321534535e-43,5997,5.25576128851837,"ENSG00000281327"
"113",113,"enrichment","Astro","ARHGAP5",17.9076747342856,1.67645638937744e-45,2.94943621579884e-43,14018,1.82366242253252,"ENSG00000100852"
"114",114,"enrichment","Astro","ENSG00000236754",17.8957307303742,1.83367234755753e-45,3.19914702237204e-43,19757,4.10221629309555,"ENSG00000236754"
"115",115,"enrichment","Astro","ENSG00000250284",17.8900368280158,1.91373416000952e-45,3.31123457636027e-43,6260,3.82118804683947,"ENSG00000250284"
"116",116,"enrichment","Astro","P2RY1",17.8485618233032,2.61278624394814e-45,4.48371252486052e-43,4449,5.63503084039545,"ENSG00000169860"
"117",117,"enrichment","Astro","SLC2A4",17.7634829078205,4.95054883776646e-45,8.42639759898201e-43,16349,4.30070681524435,"ENSG00000181856"
"118",118,"enrichment","Astro","GPAM",17.7304784548995,6.34425984454085e-45,1.07115664601054e-42,11079,4.10565250824986,"ENSG00000119927"
"119",119,"enrichment","Astro","CD109-AS1",17.6751242495831,9.61902878099665e-45,1.59828560761068e-42,7269,3.72809301385473,"ENSG00000231652"
"120",120,"enrichment","Astro","F11-AS1",17.6627262507096,1.05591073258441e-44,1.72707399198338e-42,5593,7.1312776075707,"ENSG00000251165"
"121",121,"enrichment","Astro","ENSG00000250969",17.6429711400453,1.22507643020165e-44,1.98823256920168e-42,5397,4.16050287297504,"ENSG00000250969"
"122",122,"enrichment","Astro","PIK3C2A",17.610345551885,1.56591835087596e-44,2.52185127645685e-42,11412,2.02841226339274,"ENSG00000011405"
"123",123,"enrichment","Astro","ENSG00000287245",17.6083077434034,1.59011590446993e-44,2.54127225770859e-42,12116,3.3231922154099,"ENSG00000287245"
"124",124,"enrichment","Astro","ENSG00000272405",17.5403759741462,2.6515576958716e-44,4.20553120611877e-42,1347,4.55276910974499,"ENSG00000272405"
"125",125,"enrichment","Astro","SLCO1C1",17.4858496167119,3.99801352859636e-44,6.29341437854837e-42,12568,7.00716290634056,"ENSG00000139155"
"126",126,"enrichment","Astro","ZNRF3",17.449220851596,5.26859356337289e-44,8.23158767483395e-42,19901,4.19384412070867,"ENSG00000183579"
"127",127,"enrichment","Astro","PPP1R9A-AS1",17.444922705812,5.44202797112031e-44,8.43957760024998e-42,8316,7.64279755648331,"ENSG00000236197"
"128",128,"enrichment","Astro","FRMPD2",17.4248764336194,6.3295182465587e-44,9.743734853673e-42,10669,6.18801703719278,"ENSG00000170324"
"129",129,"enrichment","Astro","EMX2OS",17.4034653791984,7.43805500357853e-44,1.13666510624029e-41,11112,6.61672504708367,"ENSG00000229847"
"130",130,"enrichment","Astro","GNA14-AS1",17.347732086167,1.13229344127311e-43,1.71780402076043e-41,9890,6.23847716371146,"ENSG00000231373"
"131",131,"enrichment","Astro","CHI3L1",17.330179145068,1.29256814586085e-43,1.94684940300307e-41,1670,5.35336166566494,"ENSG00000133048"
"132",132,"enrichment","Astro","LINC00299",17.3215606497821,1.37938721043427e-43,2.06277504554656e-41,2053,6.74785656136235,"ENSG00000236790"
"133",133,"enrichment","Astro","ENSG00000255542",17.2804199708981,1.88140743555675e-43,2.79355645892314e-41,11510,3.73053420988729,"ENSG00000255542"
"134",134,"enrichment","Astro","PPFIA1",17.277789049238,1.91913052877978e-43,2.82950117961503e-41,11882,1.49438090642341,"ENSG00000131626"
"135",135,"enrichment","Astro","LRRC3B-AS1",17.2596004472531,2.20147784386107e-43,3.22308672301226e-41,3665,3.92008795693385,"ENSG00000225386"
"136",136,"enrichment","Astro","ENSG00000280850",17.2409811568826,2.53363707319403e-43,3.68362678919377e-41,7733,5.08095999103441,"ENSG00000280850"
"137",137,"enrichment","Astro","ENSG00000277196",17.2363399676239,2.62396849154114e-43,3.78864857509692e-41,20936,5.21748007881264,"ENSG00000277196"
"138",138,"enrichment","Astro","RLBP1",17.2016556006686,3.40937027211236e-43,4.88894356280441e-41,15181,5.6464754651376,"ENSG00000140522"
"139",139,"enrichment","Astro","LINC00498",17.1448017368626,5.23768498805356e-43,7.4596035993122e-41,5370,4.67349914539914,"ENSG00000248397"
"140",140,"enrichment","Astro","PNPLA8",17.1373467407236,5.541095832029e-43,7.83840421211885e-41,8487,1.39956641728764,"ENSG00000135241"
"141",141,"enrichment","Astro","SLC25A18",17.1324091235746,5.75167552641774e-43,8.08168314235448e-41,19756,6.70332715887648,"ENSG00000182902"
"142",142,"enrichment","Astro","EFEMP1",17.1156315409683,6.52890908608314e-43,9.11261604174911e-41,2391,6.58923858675654,"ENSG00000115380"
"143",143,"enrichment","Astro","SYPL2",17.072138647473,9.0692201832789e-43,1.2574383692525e-40,980,4.36987971599542,"ENSG00000143028"
"144",144,"enrichment","Astro","AIFM3",17.070895296214,9.15484261906293e-43,1.2609591123204e-40,19811,5.60461106048824,"ENSG00000183773"
"145",145,"enrichment","Astro","FLJ16779",17.0463800705154,1.10184996080139e-42,1.50773403786523e-40,19471,5.72095555296148,"ENSG00000275620"
"146",146,"enrichment","Astro","APLNR",17.0333754835969,1.21567079281345e-42,1.65268076093132e-40,11595,4.5742844848961,"ENSG00000134817"
"147",147,"enrichment","Astro","STON2",17.0061579575539,1.49342306455688e-42,2.01718098577824e-40,14393,5.48969537177351,"ENSG00000140022"
"148",148,"enrichment","Astro","ENSG00000287281",16.9370170567124,2.51929675174136e-42,3.38102543554213e-40,17665,3.56703042012024,"ENSG00000287281"
"149",149,"enrichment","Astro","LINC00381",16.9002193971807,3.32802982093521e-42,4.43793836503818e-40,13710,3.86032518064271,"ENSG00000226240"
"150",150,"enrichment","Astro","ENSG00000286288",16.8747139079664,4.03654280476931e-42,5.34867469371205e-40,19017,5.76332228006022,"ENSG00000286288"
"151",151,"enrichment","Astro","VAC14-AS1",16.8574333234876,4.60054596479042e-42,6.05767486282089e-40,16011,4.99264901711587,"ENSG00000214353"
"152",152,"enrichment","Astro","AGT",16.7826803848197,8.10196544959608e-42,1.06014217907965e-39,1889,5.52342525464958,"ENSG00000135744"
"153",153,"enrichment","Astro","ENTREP1",16.726797728556,1.23710000733576e-41,1.60869104059512e-39,9851,6.54181780474066,"ENSG00000135063"
"154",154,"enrichment","Astro","GJA1",16.7006953644792,1.50759679103462e-41,1.94833619858647e-39,7484,6.16867130717466,"ENSG00000152661"
"155",155,"enrichment","Astro","CD38",16.6706841209862,1.89253276373921e-41,2.42959835765417e-39,4870,5.85516415856521,"ENSG00000004468"
"156",156,"enrichment","Astro","ENSG00000253671",16.6699423386465,1.9032008533401e-41,2.42959835765417e-39,8880,5.58746222779549,"ENSG00000253671"
"157",157,"enrichment","Astro","ENSG00000288991",16.6383766826766,2.41756298113124e-41,3.06752112563416e-39,15236,4.25707696402169,"ENSG00000288991"
"158",158,"enrichment","Astro","ENDOU",16.6268202255897,2.63887540301428e-41,3.30823325973096e-39,12714,3.51937798189903,"ENSG00000111405"
"159",159,"enrichment","Astro","IDH2-DT",16.6090020450363,3.02048835711012e-41,3.76410382407484e-39,15201,5.32368463710596,"ENSG00000259685"
"160",160,"enrichment","Astro","PBXIP1",16.6062477974151,3.08421628850804e-41,3.82077823764522e-39,1286,4.32226735083279,"ENSG00000163346"
"161",161,"enrichment","Astro","RRS1-DT",16.5436765533595,4.95659863626329e-41,6.10419700287108e-39,9155,4.07329075017916,"ENSG00000246145"
"162",162,"enrichment","Astro","GFAP",16.5348484780534,5.29979882041998e-41,6.4886893628253e-39,16839,6.15921985601275,"ENSG00000131095"
"163",163,"enrichment","Astro","ID2-AS1",16.5168153208852,6.07654637445052e-41,7.39642877299396e-39,2055,4.2554632517651,"ENSG00000235092"
"164",164,"enrichment","Astro","LIX1",16.5075283628501,6.52001264997649e-41,7.89034594450334e-39,6069,5.58228826367348,"ENSG00000145721"
"165",165,"enrichment","Astro","MSI2",16.4839633285371,7.79614085600535e-41,9.38046005524874e-39,16977,3.12651282146284,"ENSG00000153944"
"166",166,"enrichment","Astro","CYP4F12",16.4655616330225,8.96412864607682e-41,1.07241712762437e-38,18102,4.05236171390292,"ENSG00000186204"
"167",167,"enrichment","Astro","PAPLN",16.4281942374373,1.190259366067e-40,1.41586761863516e-38,14296,6.60701822557073,"ENSG00000100767"
"168",168,"enrichment","Astro","GLI3",16.4130525415585,1.33519184572929e-40,1.57929810633833e-38,8034,7.10294672164087,"ENSG00000106571"
"169",169,"enrichment","Astro","REPS1",16.4027926210441,1.44330877991028e-40,1.69759059641582e-38,7582,1.73169480259547,"ENSG00000135597"
"170",170,"enrichment","Astro","ENSG00000237153",16.3998988077205,1.47535751790586e-40,1.72559134049593e-38,9661,4.18760886984874,"ENSG00000237153"
"171",171,"enrichment","Astro","TRPS1",16.395731667452,1.52276342433928e-40,1.77114305844262e-38,9387,1.95524683138356,"ENSG00000104447"
"172",172,"enrichment","Astro","LAMA1",16.3552178780565,2.07101770553742e-40,2.39551528636085e-38,17389,6.0059361723687,"ENSG00000101680"
"173",173,"enrichment","Astro","ENSG00000284196",16.3223695902738,2.65758001324718e-40,3.05709314051335e-38,13734,5.11103470514069,"ENSG00000284196"
"174",174,"enrichment","Astro","IRAG1",16.3200217474808,2.70537820165866e-40,3.09507093059704e-38,11377,6.35604158973874,"ENSG00000072952"
"175",175,"enrichment","Astro","BMPR1B",16.2852435916628,3.52300945488099e-40,4.00857206235807e-38,5194,7.00339076536385,"ENSG00000138696"
"176",176,"enrichment","Astro","LINC02568",16.2766587945221,3.76033330296273e-40,4.2554777313961e-38,14916,3.63618850272436,"ENSG00000259459"
"177",177,"enrichment","Astro","EIF3E",16.2392705552579,4.99511658278685e-40,5.62246025684008e-38,9370,1.32052904941633,"ENSG00000104408"
"178",178,"enrichment","Astro","FAM167A",16.1668348974703,8.66011753946681e-40,9.69562678108434e-38,8848,5.58477841668459,"ENSG00000154319"
"179",179,"enrichment","Astro","ENSG00000282997",16.1307924223875,1.13884064002396e-39,1.26823232125222e-37,13750,3.81140676682311,"ENSG00000282997"
"180",180,"enrichment","Astro","PRODH",16.1023571568026,1.41355101166646e-39,1.56582560742058e-37,19769,5.51047339292706,"ENSG00000100033"
"181",181,"enrichment","Astro","LINC01080",16.0655262057928,1.87019056212597e-39,2.06075313729838e-37,13735,5.19116953800362,"ENSG00000281721"
"182",182,"enrichment","Astro","BCAN-AS1",15.9410461624205,4.81847193519766e-39,5.28165070341876e-37,1345,3.51203290025629,"ENSG00000272068"
"183",183,"enrichment","Astro","GPR143",15.9362194566037,4.99862539533764e-39,5.45058444149942e-37,20250,4.64583962433476,"ENSG00000101850"
"184",184,"enrichment","Astro","WDR49",15.9286580207421,5.29449385094285e-39,5.7432913607948e-37,4504,6.01263676958675,"ENSG00000174776"
"185",185,"enrichment","Astro","ENSG00000288696",15.8312733930565,1.11051311344167e-38,1.19843827541314e-36,7724,5.90279979240069,"ENSG00000288696"
"186",186,"enrichment","Astro","PAUPAR",15.7779431229739,1.66623903455124e-38,1.7889425860187e-36,11484,5.88438684145505,"ENSG00000281880"
"187",187,"enrichment","Astro","ITGB4",15.7757480877702,1.69430168601112e-38,1.80979082134331e-36,17186,5.6949894898243,"ENSG00000132470"
"188",188,"enrichment","Astro","FGFR3",15.7587963053123,1.92756516572487e-38,2.04850275683329e-36,4767,6.869939127769,"ENSG00000068078"
