"","top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
"1",1,"enrichment","Astro.1","ENSG00000286798",21.7478412952594,5.26987027410381e-85,1.30587385392292e-80,10424,3.2256785506401,"ENSG00000286798"
"2",2,"enrichment","Astro.1","TMPRSS3",20.4089859220987,1.03396518009188e-76,1.28108285813384e-72,23294,3.39677338426393,"ENSG00000160183"
"3",3,"enrichment","Astro.1","SLC1A2-AS1",19.6752394548034,2.99461390593082e-72,2.47355108629886e-68,13577,3.03675666959445,"ENSG00000255004"
"4",4,"enrichment","Astro.1","ENSG00000271776",19.1246383606526,6.03913805033835e-69,3.74124602218461e-65,16190,3.43882737535528,"ENSG00000271776"
"5",5,"enrichment","Astro.1","LINC00498",18.4869366489544,3.61133630139205e-65,1.7897782709699e-61,6341,3.94034212791197,"ENSG00000248397"
"6",6,"enrichment","Astro.1","LINC00500",18.3332732645122,2.87812412234507e-64,1.18866526252851e-60,6343,1.84792831487857,"ENSG00000249381"
"7",7,"enrichment","Astro.1","ENSG00000285691",17.5672171961157,7.94232183015661e-60,2.81158192787544e-56,8830,4.70270560822163,"ENSG00000285691"
"8",8,"enrichment","Astro.1","ENSG00000286117",17.5130402378563,1.6237992237473e-59,5.02971809555728e-56,22654,3.5781178341619,"ENSG00000286117"
"9",9,"enrichment","Astro.1","ENSG00000254194",17.2549279645664,4.82678027805827e-58,1.32897350322538e-54,10603,2.64133399899716,"ENSG00000254194"
"10",10,"enrichment","Astro.1","ENSG00000285729",16.8108202847194,1.5564616555078e-55,3.85691198234834e-52,17719,3.78864325455698,"ENSG00000285729"
"11",11,"enrichment","Astro.1","LINC02944",16.5610348291004,3.87215481571718e-54,8.72290875758834e-51,13102,4.5365096532198,"ENSG00000238276"
"12",12,"enrichment","Astro.1","LINC01995",16.5289690180115,5.83891203632081e-54,1.20573533550025e-50,5393,3.27605242088105,"ENSG00000244247"
"13",13,"enrichment","Astro.1","ENSG00000253932",16.4661265026018,1.30430934214118e-53,2.48621426909681e-50,10422,3.44819633364522,"ENSG00000253932"
"14",14,"enrichment","Astro.1","PRSS35",16.365341255414,4.71711662810955e-53,8.34929643175391e-50,8617,4.13772023199924,"ENSG00000146250"
"15",15,"enrichment","Astro.1","LRRC3B-AS1",16.35863157909,5.1378170439581e-53,8.48767375661879e-50,4312,2.88286939969573,"ENSG00000225386"
"16",16,"enrichment","Astro.1","SLC2A4",16.3403861284799,6.48078146916797e-53,1.00371103003739e-49,19327,2.9045161264641,"ENSG00000181856"
"17",17,"enrichment","Astro.1","ENSG00000280850",16.239651647829,2.32977924224764e-52,3.39599586017038e-49,9099,3.92676868037847,"ENSG00000280850"
