Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000186868,MAPT,3,-5.2281,480,2.35323,42,-1.6837,72,-0.9761,166,0.41038,195,0.67616,103,-0.3472,98,-0.4189,70,-0.9390,114,-0.1947
ENSG00000073969,NSF,3,-5.2670,1026,4.56475,117,-0.1978,61,-1.2793,85,-0.6907,28,-2.3481,0,-7.9617,50,-1.4849,11,-3.6044,14,-3.3471
ENSG00000141279,NPEPPS,147,1.54551,96,0.79487,91,0.69500,31,-1.0595,78,0.43984,64,0.13634,64,0.13166,20,-1.5942,5,-3.4630,21,-1.5840
ENSG00000108424,KPNB1,3,-4.8020,155,0.78870,104,0.12672,45,-1.2558,61,-0.7021,256,1.67877,220,1.39204,20,-2.3492,69,-0.4982,76,-0.3686
ENSG00000082641,NFE2L1,566,2.47245,220,0.69230,65,-1.2056,47,-1.8083,143,-0.0089,24,-2.6717,256,0.94999,48,-1.6633,74,-1.0256,91,-0.7105
ENSG00000108468,CBX1,3,-4.3637,83,0.24890,71,0.00291,38,-1.0404,78,0.16669,58,-0.3035,197,1.75655,20,-1.8973,113,0.76228,78,0.16451
ENSG00000159199,ATP5MC1,145,0.96738,133,0.81712,106,0.43434,31,-1.5646,37,-1.1707,139,0.89143,58,-0.5162,6,-3.8410,173,1.27821,27,-1.6320
ENSG00000159202,UBE2Z,272,1.58641,304,1.80155,57,-0.9750,57,-1.0299,18,-2.6730,124,0.23542,103,-0.0505,41,-1.4670,70,-0.6605,71,-0.6277
ENSG00000159210,SNF8,3,-3.8319,53,0.12221,35,-0.5075,22,-1.2670,3,-3.9435,77,0.74274,147,1.90013,35,-0.5333,101,1.19598,39,-0.3663
ENSG00000167085,PHB,79,0.65953,56,0.09750,57,0.12174,30,-0.9323,31,-0.7908,55,0.08220,82,0.72375,44,-0.2762,61,0.23789,52,-0.0047
ENSG00000121067,SPOP,240,1.68639,129,0.59562,83,-0.1222,35,-1.5344,10,-3.2790,8,-3.5124,182,1.17775,59,-0.6344,139,0.71835,63,-0.5323
ENSG00000005882,PDK2,216,2.21898,158,1.59556,71,0.23033,46,-0.4887,6,-3.3685,42,-0.5850,21,-1.6095,35,-0.8687,31,-1.0362,4,-3.9756
ENSG00000108819,PPP1R9B,3,-4.7945,240,1.56880,136,0.57304,105,0.18137,161,0.85913,49,-1.0083,15,-2.7134,153,0.77251,59,-0.7471,19,-2.3838
ENSG00000108826,MRPL27,222,2.12174,42,-0.7137,82,0.34094,26,-1.5171,52,-0.3786,100,0.66442,54,-0.3104,10,-2.7807,86,0.41539,29,-1.2647
ENSG00000154945,ANKRD40,172,-0.4577,27,-3.2024,76,-1.6886,45,-2.5933,22,-3.4993,531,1.40369,137,-0.8050,364,0.74438,472,1.19200,646,1.76903
ENSG00000108848,LUC7L3,3,-5.5978,147,-0.1948,80,-1.1153,118,-0.5896,259,0.71933,258,0.71202,272,0.80298,161,-0.0470,150,-0.1611,263,0.74783
ENSG00000008294,SPAG9,138,-0.2392,138,-0.2406,143,-0.1837,50,-1.8736,21,-3.0023,282,0.92157,398,1.53388,105,-0.6595,220,0.49903,224,0.53142
ENSG00000239672,NME1,202,1.58910,209,1.65499,44,-0.9018,27,-1.7505,115,0.60982,9,-3.1153,49,-0.7351,56,-0.5422,77,-0.0423,55,-0.5673
ENSG00000243678,NME2,812,1.57870,155,-1.1169,272,-0.2596,89,-2.0581,297,-0.1179,113,-1.5906,453,0.55824,277,-0.2313,647,1.16593,323,0.01138
ENSG00000108924,HLF,3,-3.9690,165,1.94650,53,-0.0104,51,-0.0809,146,1.70519,15,-1.9237,0,-6.6681,5,-3.4004,98,0.98406,2,-4.4870
ENSG00000108960,MMD,3,-4.4529,412,3.29582,66,-0.2074,39,-1.0803,127,0.85012,22,-1.8173,17,-2.2365,31,-1.3464,29,-1.4268,41,-0.9145
ENSG00000153944,MSI2,837,3.52530,65,-1.1946,138,-0.0438,58,-1.4643,71,-1.0600,18,-3.0767,119,-0.2727,40,-1.9241,90,-0.7074,66,-1.1651
ENSG00000136450,SRSF1,236,1.83174,97,0.27691,37,-1.2011,21,-2.1415,80,-0.0258,77,-0.0878,164,1.16094,76,-0.1123,42,-1.0151,44,-0.9326
ENSG00000264364,DYNLL2,36,-2.6621,586,1.74390,162,-0.4261,122,-0.9285,135,-0.6995,326,0.69581,250,0.26046,171,-0.3396,167,-0.3714,258,0.31094
ENSG00000005379,TSPOAP1,180,2.65717,94,1.35000,57,0.47840,39,-0.1088,1,-4.6337,0,-7.2246,9,-2.2634,29,-0.5463,12,-1.8235,0,-8.4992
ENSG00000108387,SEPTIN4,3,-7.9670,137,-2.7590,288,-1.6669,184,-2.4555,393,-1.2054,2019,1.43957,1113,0.41548,1055,0.32861,1541,0.96021,2541,1.87621
ENSG00000108395,TRIM37,167,1.58798,365,3.34682,45,-0.5897,45,-0.6120,1,-5.2684,0,-7.8575,0,-6.9497,50,-0.4232,0,-7.4176,1,-6.0672
ENSG00000182628,SKA2,334,2.80320,0,-8.9442,48,-0.6490,41,-0.9552,1,-5.4378,49,-0.6183,96,0.42580,61,-0.2969,42,-0.8441,94,0.39251
ENSG00000141367,CLTC,48,-1.7661,424,1.72384,276,0.95029,50,-1.8128,141,-0.1437,307,1.13599,232,0.65693,45,-1.8815,59,-1.4688,70,-1.2238
ENSG00000136485,DCAF7,3,-3.8475,130,1.64727,73,0.62419,28,-0.9402,61,0.33164,37,-0.4485,90,0.98609,26,-0.9899,8,-2.7460,59,0.29427
ENSG00000108588,CCDC47,3,-4.0068,103,1.02035,73,0.45949,24,-1.3686,40,-0.5016,99,0.95373,124,1.34961,17,-1.7609,9,-2.6847,91,0.81680
ENSG00000198231,DDX42,3,-3.2806,99,1.87702,29,-0.2126,19,-0.9154,1,-4.2994,27,-0.3027,36,0.14504,84,1.55523,9,-2.0058,39,0.23502
ENSG00000087191,PSMC5,241,1.09283,138,0.15678,130,0.06056,50,-1.4966,42,-1.6623,177,0.56131,122,-0.0317,122,-0.0387,189,0.67725,112,-0.1711
ENSG00000266402,SNHG25,1039,2.05467,107,-1.6774,227,-0.5424,106,-1.7939,164,-1.0381,460,0.57978,345,0.11171,262,-0.3224,255,-0.3653,466,0.60014
ENSG00000136478,TEX2,3,-3.7538,102,1.31541,28,-0.7475,16,-1.6756,1,-4.7718,77,0.83407,19,-1.3543,84,0.97551,67,0.60553,94,1.16483
ENSG00000108654,DDX5,1282,2.13226,401,0.07568,333,-0.2158,105,-2.0695,459,0.29517,303,-0.3646,551,0.59311,71,-2.5292,420,0.15065,172,-1.2282
ENSG00000154229,PRKCA,3,-4.8436,400,2.53732,232,1.44393,67,-0.6562,3,-4.9079,17,-2.6063,216,1.31375,49,-1.0588,25,-2.0675,4,-4.6009
ENSG00000154217,PITPNC1,3,-3.2343,0,-7.7649,143,2.73621,30,-0.1137,54,0.83028,0,-6.8469,24,-0.4773,25,-0.3875,46,0.56087,0,-8.1213
ENSG00000171634,BPTF,3,-4.5196,29,-1.5201,51,-0.6825,43,-0.9962,188,1.46265,83,0.08248,102,0.42058,97,0.32686,108,0.50834,119,0.66975
ENSG00000196704,AMZ2,246,1.95414,107,0.47061,75,-0.1088,36,-1.2867,101,0.37672,44,-0.9191,127,0.75402,16,-2.3938,24,-1.7953,65,-0.3119
ENSG00000108946,PRKAR1A,472,1.15862,520,1.32973,166,-0.5416,56,-2.2813,105,-1.2386,279,0.27132,500,1.25989,58,-2.1159,200,-0.2521,173,-0.4761
ENSG00000141338,ABCA8,3,-4.4088,17,-2.1724,10,-2.9760,4,-4.2800,1,-5.4248,398,3.28398,208,1.79745,21,-1.8955,84,0.21940,52,-0.5102
ENSG00000125398,SOX9,1214,4.93467,5,-4.9353,266,0.98753,33,-2.3525,2,-5.8643,0,-8.5532,35,-2.1605,0,-9.5875,16,-3.2552,2,-5.9371
ENSG00000179604,CDC42EP4,520,2.26407,45,-1.7645,400,1.73643,80,-0.9963,83,-0.8589,0,-9.0056,148,0.02653,30,-2.3662,199,0.50795,13,-3.5697
ENSG00000172809,RPL38,114,-4.0608,630,-1.5580,853,-1.1034,516,-1.9659,1458,-0.2827,2806,0.77563,1815,0.06218,3553,1.18329,3105,0.94786,3830,1.31712
ENSG00000141540,TTYH2,3,-6.4312,45,-2.8222,110,-1.5101,33,-3.4030,31,-3.3436,1319,2.76105,891,1.90746,115,-1.4504,155,-1.0024,525,0.94022
ENSG00000109062,SLC9A3R1,3,-4.5605,22,-1.9366,378,2.86862,92,0.21793,27,-1.6619,100,0.34311,66,-0.3194,29,-1.5665,43,-0.9629,39,-1.1193
ENSG00000161509,GRIN2C,3,-3.6967,8,-2.4333,143,2.03765,58,0.46867,135,1.91557,31,-0.5677,39,-0.2175,0,-7.3101,10,-2.1851,4,-3.3908
ENSG00000167861,HID1,3,-3.8157,171,2.22943,28,-0.8575,26,-1.0247,37,-0.4159,121,1.54947,5,-3.3656,16,-1.6702,24,-1.0537,75,0.71197
ENSG00000180901,KCTD2,95,1.34809,148,2.20524,22,-1.0208,17,-1.5154,1,-4.6488,59,0.52618,12,-1.8869,10,-2.1549,23,-0.9167,63,0.62897
ENSG00000167863,ATP5PD,938,2.88378,176,-0.2073,227,0.19443,40,-2.5452,115,-0.8606,87,-1.2796,233,0.23813,55,-1.9666,141,-0.5468,154,-0.4096
ENSG00000188612,SUMO2,642,1.42226,377,0.50240,221,-0.3460,107,-1.5454,250,-0.1576,123,-1.2384,593,1.27840,95,-1.6207,302,0.14139,218,-0.3683
ENSG00000125445,MRPS7,295,2.62978,85,0.32144,116,0.82963,21,-1.9254,1,-5.3632,27,-1.4562,125,0.95416,32,-1.2029,27,-1.4250,17,-2.0855
ENSG00000177885,GRB2,213,1.54174,163,1.06437,68,-0.3679,27,-1.8578,74,-0.2222,117,0.49772,126,0.61920,55,-0.6694,29,-1.6458,43,-1.0553
ENSG00000177728,TMEM94,302,2.45069,88,0.20246,171,1.32145,42,-1.0166,34,-1.2623,4,-4.1283,77,-0.0053,17,-2.2261,41,-0.9819,33,-1.3004
ENSG00000177303,CASKIN2,3,-3.8551,22,-1.2088,112,1.35556,19,-1.5446,68,0.51670,79,0.74445,77,0.71625,4,-3.5672,104,1.22905,38,-0.4298
ENSG00000161526,SAP30BP,215,2.18377,76,0.31783,40,-0.6949,28,-1.3236,33,-0.9864,96,0.70473,127,1.17867,5,-3.5970,0,-7.1700,38,-0.7704
ENSG00000132475,H3F3B,1088,1.46766,260,-0.8701,424,-0.1140,103,-2.3769,326,-0.5234,636,0.53617,796,0.91384,226,-1.0845,687,0.66604,369,-0.3306
ENSG00000132471,WBP2,534,1.26776,566,1.37135,286,0.21400,113,-1.3105,28,-3.2826,371,0.64266,349,0.53965,76,-1.8040,112,-1.2337,202,-0.3342
ENSG00000204316,MRPL38,3,-3.9345,106,1.17054,59,0.17764,22,-1.4087,104,1.13793,21,-1.3628,142,1.70148,20,-1.4579,43,-0.3249,34,-0.6825
ENSG00000182473,EXOC7,3,-3.9841,131,1.48005,52,-0.0575,35,-0.7433,3,-4.1209,123,1.37226,86,0.74064,12,-2.2882,75,0.51498,42,-0.3849
ENSG00000141576,RNF157,3,-3.8627,123,1.52166,43,-0.2439,56,0.21004,51,0.02714,68,0.48598,16,-1.6930,90,0.96151,29,-0.8046,14,-1.9470
ENSG00000185262,UBALD2,125,0.88863,118,0.78756,62,-0.2440,29,-1.4697,3,-4.6190,60,-0.3114,212,1.84276,19,-2.0146,55,-0.4242,87,0.28055
ENSG00000182534,MXRA7,635,2.21302,135,-0.4670,191,0.07675,60,-1.7866,177,-0.0400,20,-3.2840,309,0.86622,75,-1.3571,221,0.30807,118,-0.6702
ENSG00000161547,SRSF2,3,-4.5928,246,1.88060,131,0.74579,56,-0.6636,92,0.15928,72,-0.2279,134,0.77973,21,-2.0344,66,-0.3566,34,-1.3325
ENSG00000129657,SEC14L1,55,-0.1873,47,-0.4338,83,0.44808,32,-1.0947,130,1.21694,0,-7.7906,75,0.28430,3,-4.1529,207,2.10258,22,-1.5783
ENSG00000184640,SEPTIN9,216,1.99406,103,0.65882,61,-0.1799,17,-2.2342,161,1.42571,50,-0.4840,55,-0.3448,8,-3.2246,40,-0.8364,28,-1.3611
ENSG00000078687,TNRC6C,3,-4.4799,172,1.34908,52,-0.5886,35,-1.2630,73,-0.0842,157,1.19174,4,-4.3008,58,-0.4402,110,0.57875,143,1.03055
ENSG00000108639,SYNGR2,31,-1.3936,0,-9.0344,13,-2.6816,9,-3.2967,104,0.45423,239,1.93007,261,2.10914,13,-2.7144,98,0.36426,85,0.13284
ENSG00000204278,TMEM235,129,1.03786,0,-8.8414,10,-2.8002,3,-4.6410,1,-5.3348,348,3.09034,87,0.37959,63,-0.1258,11,-2.6495,97,0.57010
ENSG00000108669,CYTH1,3,-4.7317,71,-0.3792,59,-0.6732,19,-2.4602,1,-5.7472,310,2.15438,298,2.07520,27,-1.8164,92,0.01786,101,0.16977
ENSG00000035862,TIMP2,519,1.41705,145,-0.6713,120,-0.9651,96,-1.3927,170,-0.4306,499,1.34452,195,-0.2158,157,-0.5543,308,0.51645,156,-0.5570
ENSG00000108679,LGALS3BP,25,-2.3533,3,-5.2909,117,-0.0379,27,-2.3804,118,-0.0263,313,1.63569,361,1.91207,26,-2.3175,205,0.87403,98,-0.3215
ENSG00000167281,RBFOX3,3,-4.0129,372,3.94246,48,-0.2261,84,0.76296,1,-5.0302,0,-7.6199,9,-2.7403,9,-2.6078,0,-7.1800,0,-8.8942
ENSG00000171246,NPTX1,3,-5.5931,1385,4.96661,44,-1.9909,76,-1.2769,144,-0.2223,0,-9.1944,0,-8.2870,85,-1.0352,10,-4.1789,0,-8.5998
ENSG00000175866,BAIAP2,3,-4.9503,794,4.39422,44,-1.3581,71,-0.6869,160,0.66714,0,-8.5534,0,-7.6458,21,-2.4357,4,-4.7857,0,-7.2209
ENSG00000181409,AATK,3,-5.5903,187,0.19378,24,-2.9022,53,-1.8233,1,-6.5236,872,3.19610,193,0.24629,41,-2.1182,111,-0.6144,280,0.86249
ENSG00000224877,NDUFAF8,426,1.36725,102,-0.9514,201,0.09720,94,-1.1507,89,-1.1574,149,-0.3715,293,0.71303,204,0.12254,194,0.04784,230,0.31720
ENSG00000184009,ACTG1,181,-1.8033,906,0.69063,1025,0.90054,303,-1.1119,943,0.75776,491,-0.2962,1477,1.55013,139,-2.1910,583,-0.0253,164,-1.9462
ENSG00000182446,NPLOC4,3,-3.7566,112,1.49142,55,0.26198,23,-1.1641,83,0.95039,99,1.26315,35,-0.4272,15,-1.6545,14,-1.7908,47,0.02422
ENSG00000185359,HGS,3,-4.0735,83,0.58035,52,-0.1588,37,-0.7296,106,0.99331,121,1.22334,57,-0.0298,30,-1.0049,58,0.01621,51,-0.2055
ENSG00000262814,MRPL12,204,2.27962,56,0.00155,87,0.70606,34,-0.8365,5,-3.4601,0,-7.6481,104,1.00628,7,-3.0125,53,-0.0884,35,-0.7466
ENSG00000225663,MCRIP1,242,0.66862,198,0.34309,151,-0.0902,114,-0.5709,92,-0.8479,233,0.60537,244,0.68310,129,-0.3312,111,-0.5621,130,-0.3195
ENSG00000185624,P4HB,111,0.22027,100,0.04560,162,0.83387,69,-0.5730,66,-0.6075,44,-1.1942,192,1.12783,55,-0.8827,131,0.48517,68,-0.5525
ENSG00000141522,ARHGDIA,3,-5.5266,427,1.69672,175,0.15668,87,-1.0053,170,0.11633,260,0.81060,175,0.15981,50,-1.7429,201,0.38121,107,-0.6142
ENSG00000141552,ANAPC11,356,1.24063,176,0.06718,195,0.22837,70,-1.4389,129,-0.4271,160,-0.0890,288,0.86989,96,-0.8761,181,0.10900,139,-0.3084
ENSG00000185813,PCYT2,3,-4.5809,249,1.92115,55,-0.6174,89,0.13553,79,-0.0617,115,0.54381,92,0.18882,16,-2.4370,25,-1.7909,91,0.16059
ENSG00000197063,MAFG,3,-3.7162,141,1.97841,51,0.18771,40,-0.1920,51,0.18343,69,0.69347,39,-0.2075,0,-8.0254,15,-1.6817,46,0.03943
ENSG00000169689,CENPX,3,-3.7447,37,-0.3432,117,1.58043,32,-0.6011,1,-4.7629,19,-1.3058,114,1.53817,34,-0.4553,80,0.91473,34,-0.4698
ENSG00000169738,DCXR,5,-4.4353,153,0.42673,230,1.11028,70,-0.8603,102,-0.2294,286,1.49833,67,-0.8752,72,-0.7645,113,-0.0701,126,0.10594
ENSG00000169727,GPS1,292,2.29506,138,0.88638,118,0.62141,26,-1.7871,1,-5.5619,77,-0.0575,118,0.62805,23,-1.8754,17,-2.2851,44,-0.9053
ENSG00000169710,FASN,3,-4.3361,176,1.57839,149,1.27867,45,-0.7323,11,-2.7417,117,0.85394,133,1.07926,34,-1.0952,9,-3.0106,40,-0.8468
ENSG00000141551,CSNK1D,224,1.68376,218,1.63494,74,-0.1779,27,-1.8018,8,-3.4175,92,0.14866,131,0.72865,11,-2.9231,50,-0.7799,54,-0.6611
ENSG00000141580,WDR45B,3,-4.3638,166,1.43705,109,0.70272,41,-0.8921,56,-0.3578,138,1.10715,14,-2.3854,46,-0.6609,49,-0.5605,112,0.74803
ENSG00000141542,RAB40B,3,-5.3833,216,0.66237,36,-2.0996,33,-2.3169,143,-0.0029,335,1.42730,198,0.51739,128,-0.1826,100,-0.5666,353,1.52398
ENSG00000101557,USP14,3,-3.6915,133,1.89717,69,0.70572,32,-0.5691,1,-4.7097,130,1.85357,11,-2.0995,7,-2.5997,19,-1.2759,50,0.19129
ENSG00000101608,MYL12A,299,1.77074,0,-8.7223,104,-0.0368,19,-2.7197,214,1.15213,5,-4.4808,207,1.09550,23,-2.2826,278,1.63272,5,-4.4034
ENSG00000118680,MYL12B,270,1.08620,251,0.96002,180,0.40600,59,-1.4226,179,0.39568,110,-0.3738,106,-0.4345,63,-1.2244,220,0.73463,43,-1.7971
ENSG00000170579,DLGAP1,3,-3.5210,278,4.13152,27,-0.5868,27,-0.6109,27,-0.5660,0,-7.1310,1,-4.6197,15,-1.4848,27,-0.5882,0,-8.4055
ENSG00000082397,EPB41L3,3,-4.6256,101,0.28640,24,-1.8880,15,-2.6674,56,-0.6374,208,1.51908,244,1.81657,59,-0.5600,46,-0.9283,159,1.03502
ENSG00000178127,NDUFV2,665,3.14154,99,-0.4077,138,0.11364,37,-2.0096,1,-6.2415,69,-0.9525,233,0.97772,10,-3.7765,44,-1.6319,81,-0.7075
ENSG00000101745,ANKRD12,344,0.71419,293,0.44668,129,-0.8345,128,-0.9243,494,1.34063,240,0.12450,192,-0.2279,77,-1.6088,133,-0.7893,283,0.38800
ENSG00000017797,RALBP1,3,-4.5091,151,1.08519,65,-0.2896,42,-1.0446,121,0.71396,17,-2.2943,172,1.32054,20,-2.0297,124,0.74817,103,0.43742
ENSG00000168461,RAB31,3,-4.3331,7,-3.2642,242,2.21518,93,0.53740,89,0.41085,17,-2.1053,63,-0.1397,28,-1.3493,41,-0.8095,83,0.28760
ENSG00000101558,VAPA,378,1.39543,290,0.92709,179,0.12725,65,-1.5215,69,-1.3336,217,0.44534,326,1.13141,12,-3.8220,44,-1.9815,167,0.02270
ENSG00000154856,APCDD1,3,-3.9767,40,-0.4494,229,2.63713,47,-0.2353,3,-4.0814,33,-0.7421,42,-0.3733,18,-1.6108,106,1.11962,23,-1.3015
ENSG00000255112,CHMP1B,3,-3.3598,152,2.67649,33,-0.1063,24,-0.6544,62,0.91445,20,-0.8525,21,-0.7977,1,-4.4547,19,-0.9266,28,-0.3732
ENSG00000134278,SPIRE1,3,-3.6086,105,1.55027,83,1.13631,37,-0.1979,1,-4.6274,68,0.78314,33,-0.3789,25,-0.7724,14,-1.5901,52,0.35129
ENSG00000168675,LDLRAD4,3,-4.2314,74,0.22023,26,-1.3500,18,-2.0073,1,-5.2481,192,1.88813,159,1.51864,31,-1.1176,58,-0.1691,127,1.12470
ENSG00000067900,ROCK1,3,-4.5317,27,-1.6149,39,-1.0726,24,-1.8922,280,2.22983,117,0.63266,124,0.72611,51,-0.6837,124,0.72720,58,-0.4985
ENSG00000167088,SNRPD1,3,-3.7120,39,-0.2349,95,1.23636,24,-1.0152,82,0.98574,4,-3.5701,124,1.72489,13,-1.8945,23,-1.0150,64,0.56606
ENSG00000141458,NPC1,3,-4.3926,2,-5.1342,41,-0.8490,19,-2.0794,20,-1.9499,314,2.70164,180,1.54305,14,-2.3891,56,-0.3944,124,0.87991
ENSG00000141447,OSBPL1A,3,-4.5944,105,0.28516,58,-0.6392,22,-2.1974,31,-1.5593,189,1.28321,314,2.26642,74,-0.2517,54,-0.7523,90,0.04982
ENSG00000171885,AQP4,987,1.43975,257,-0.7657,1949,2.86297,252,-0.8602,91,-2.3146,48,-3.2490,327,-0.3939,187,-1.2435,92,-2.2934,182,-1.2811
ENSG00000170558,CDH2,278,2.55303,173,1.57774,55,-0.3314,49,-0.5539,2,-5.1400,16,-2.2018,35,-1.0151,30,-1.2575,35,-1.0027,27,-1.4095
ENSG00000118271,TTR,133979,13.9207,0,-16.308,0,-16.677,0,-18.148,84,-7.3112,0,-15.390,0,-14.483,0,-16.101,0,-14.951,0,-16.664
ENSG00000134769,DTNA,570,1.94677,89,-1.1322,262,0.55726,88,-1.2297,40,-2.3003,97,-1.0031,318,0.87968,202,0.13530,142,-0.4197,147,-0.3670
ENSG00000166974,MAPRE2,3,-5.6492,542,1.99777,110,-0.6979,70,-1.4739,59,-1.6419,549,2.02284,128,-0.4595,76,-1.2519,62,-1.5569,227,0.44084
ENSG00000172466,ZNF24,3,-4.1379,42,-0.5493,31,-1.0256,19,-1.8114,21,-1.5940,148,1.51557,233,2.41604,39,-0.6606,2,-4.7258,106,0.91215
ENSG00000141425,RPRD1A,150,0.62875,334,2.07921,61,-0.7860,66,-0.7259,1,-5.9058,121,0.27368,123,0.30547,57,-0.9054,42,-1.3440,98,-0.0570
ENSG00000134779,TPGS2,553,3.38500,188,1.07890,69,-0.5366,23,-2.2723,4,-4.7267,74,-0.4422,22,-2.2244,28,-1.8959,43,-1.2487,50,-1.0396
ENSG00000101489,CELF4,3,-5.0574,763,3.93530,102,-0.1715,146,0.44281,6,-4.2417,0,-8.6599,7,-4.0946,60,-0.9986,24,-2.3173,0,-9.9338
ENSG00000132872,SYT4,3,-4.2425,537,4.88647,35,-0.9434,67,0.05243,1,-5.2590,0,-7.8481,0,-6.9404,4,-4.0327,0,-7.4083,0,-9.1224
ENSG00000152234,ATP5F1A,1076,2.76511,353,0.61590,402,0.83579,118,-1.1791,106,-1.2607,79,-1.7016,164,-0.5973,45,-2.5074,135,-0.8929,56,-2.1976
ENSG00000167220,HDHD2,3,-3.9391,53,0.00867,42,-0.3422,23,-1.3256,150,1.80130,74,0.53932,143,1.70434,14,-1.9770,7,-2.9394,45,-0.2254
ENSG00000175387,SMAD2,277,2.50085,97,0.54063,37,-0.9569,18,-2.1663,77,0.15444,35,-1.0616,113,0.79167,34,-1.1016,8,-3.1705,51,-0.4900
ENSG00000134030,CTIF,3,-4.0329,245,2.69852,61,0.12754,60,0.12999,7,-3.0698,84,0.64529,18,-1.6750,4,-3.7890,27,-1.1064,48,-0.2561
ENSG00000177576,C18orf32,461,0.92916,219,-0.2832,263,0.00588,82,-1.8804,223,-0.2483,406,0.71622,399,0.68598,196,-0.4542,180,-0.5834,369,0.55394
ENSG00000265681,RPL17,1896,0.53867,458,-1.6623,914,-0.6193,357,-2.1471,1200,-0.1962,1588,0.24888,1707,0.36606,1655,0.31548,2627,1.09176,2192,0.78096
ENSG00000167315,ACAA2,3,-3.2692,57,0.87346,132,2.48232,23,-0.5722,1,-4.2897,1,-4.8843,48,0.60148,20,-0.7478,14,-1.2454,40,0.29846
ENSG00000134042,MRO,3,-3.0496,0,-7.5829,71,1.53559,49,1.01296,28,-0.0363,1,-4.2949,66,1.40199,3,-2.9821,15,-0.9272,27,-0.0554
ENSG00000196628,TCF4,3,-5.9405,604,1.81129,260,0.33675,182,-0.2553,213,0.01479,205,-0.0414,116,-0.9213,114,-0.9474,266,0.37354,174,-0.3017
ENSG00000091164,TXNL1,35,-1.1868,189,1.54760,99,0.42814,32,-1.4008,43,-0.8681,14,-2.4627,219,1.82659,12,-2.6933,83,0.14104,74,-0.0270
ENSG00000091157,WDR7,3,-4.0539,280,3.00013,66,0.22573,35,-0.7956,1,-5.0710,22,-1.4530,104,0.98199,7,-3.1418,35,-0.7598,38,-0.6160
ENSG00000177511,ST8SIA3,3,-4.0795,443,4.47523,39,-0.6276,53,-0.1389,1,-5.0956,4,-3.8213,0,-6.7780,5,-3.5227,26,-1.2289,9,-2.6993
ENSG00000134440,NARS,413,2.64270,114,0.24870,103,0.09709,31,-1.8600,165,0.86537,32,-1.6635,52,-0.9520,33,-1.6487,38,-1.4244,58,-0.7980
ENSG00000049759,NEDD4L,156,1.82475,244,2.78290,22,-1.3399,45,-0.3048,40,-0.4516,0,-7.5832,9,-2.7020,18,-1.6466,0,-7.1434,14,-1.9736
ENSG00000074657,ZNF532,3,-3.9426,46,-0.2185,49,-0.1037,24,-1.2683,113,1.26812,119,1.35396,37,-0.5445,16,-1.7817,102,1.08905,46,-0.2157
ENSG00000166562,SEC11C,3,-5.0268,166,0.64260,198,0.93166,59,-1.0600,26,-2.2120,241,1.27640,257,1.39766,65,-0.8426,35,-1.7581,122,0.13937
ENSG00000081913,PHLPP1,3,-4.8496,34,-1.6002,165,0.83742,23,-2.2816,38,-1.4360,466,2.89357,94,-0.0746,79,-0.3565,24,-2.1416,137,0.52813
ENSG00000119537,KDSR,3,-4.8449,91,-0.1330,86,-0.2095,26,-2.1423,53,-0.9449,176,0.95231,234,1.45706,113,0.21811,148,0.65953,128,0.41876
ENSG00000133313,CNDP2,388,1.69432,100,-0.5724,117,-0.3295,42,-1.9707,70,-1.1169,210,0.61380,382,1.66508,63,-1.2591,60,-1.3312,110,-0.4270
ENSG00000150656,CNDP1,3,-5.9945,17,-3.7840,10,-4.5580,18,-3.8207,46,-2.3339,914,2.60837,1018,2.86640,61,-1.9240,38,-2.6318,265,0.30550
ENSG00000197971,MBP,122,-7.4965,1216,-4.1778,2395,-3.1929,2818,-3.0890,9056,-1.2298,38289,1.06373,17112,-0.2560,35002,0.90858,33571,0.83737,79058,2.47294
ENSG00000122490,SLC66A2,223,2.55562,88,0.78792,14,-2.0128,50,-0.1361,26,-1.1136,25,-1.1925,75,0.52415,17,-1.7315,9,-2.6692,20,-1.5235
ENSG00000141759,TXNL4A,3,-5.1383,160,0.45173,146,0.30461,59,-1.1966,61,-1.0545,153,0.38229,198,0.80292,144,0.27853,162,0.47022,185,0.68974
ENSG00000141934,PLPP2,3,-4.2136,23,-1.5187,15,-2.1970,6,-3.4595,1,-5.2303,363,3.41208,171,1.68567,15,-2.1667,8,-3.0377,87,0.50516
ENSG00000129946,SHC2,3,-4.2237,116,0.96714,62,-0.0475,53,-0.3098,88,0.50438,111,0.89698,58,-0.1667,32,-1.0529,89,0.53411,39,-0.7690
ENSG00000099804,CDC34,3,-3.9060,162,1.99344,97,1.04976,34,-0.6815,1,-4.9235,60,0.25555,90,0.91616,6,-3.0477,47,-0.1394,29,-0.8806
ENSG00000172270,BSG,184,-1.2888,982,1.40520,671,0.73953,287,-0.6715,383,-0.1688,493,0.23206,375,-0.2022,111,-2.0325,704,0.82108,211,-1.0853
